Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Language_ID	Dialect_ID	Citation	Installed_Count	Entry_Keys
123	today	PAR	Kinumun Parenga Parja	33	28	9	miʈen	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 28, item 123, Kinumun Parenga Parja]	0	
123	today	RON	Malenga Rona Desiya	33	28	10	ɛdʒɪ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 28, item 123, Malenga Rona Desiya]	0	
123	today	ODI	Cuttack Oriya	33	28	11	adʒi	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 28, item 123, Cuttack Oriya]	0	
124	tomorrow	POD	Podeiguda U. Bonda	33	28	1	jeroga	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 124, Podeiguda U. Bonda]	1	bonda-further-2022:p033:i124:POD:a1
124	tomorrow	BON	Bondapada U. Bonda	33	28	2	jeroga	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 124, Bondapada U. Bonda]	1	bonda-further-2022:p033:i124:BON:a1
124	tomorrow	DUM	Dumripada U. Bonda	33	28	3	bera	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 124, Dumripada U. Bonda]	1	bonda-further-2022:p033:i124:DUM:a1
124	tomorrow	KAD	Kadamguda L. Bonda	33	28	4	jeroʔga	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Kadamguda L. Bonda]	0	
124	tomorrow	KEN	Kendhuguda L. Bonda	33	28	5	jeroʔga	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Kendhuguda L. Bonda]	0	
124	tomorrow	RAS	Rasabeda L. Bonda	33	28	6	jeroʔga	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Rasabeda L. Bonda]	0	
124	tomorrow	GUT	Tikrapada Gadaba	33	28	7	bier	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Tikrapada Gadaba]	0	
124	tomorrow	BIA	Biapada U. Didayi	33	28	8	mɖʒoɖe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Biapada U. Didayi]	0	
124	tomorrow	PAR	Kinumun Parenga Parja	33	28	9	bijog	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Kinumun Parenga Parja]	0	
124	tomorrow	RON	Malenga Rona Desiya	33	28	10	kɛlɪ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Malenga Rona Desiya]	0	
124	tomorrow	ODI	Cuttack Oriya	33	28	11	asont̪akali	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 28, item 124, Cuttack Oriya]	0	
125	week	POD	Podeiguda U. Bonda	33	28	1	at̪ek	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 125, Podeiguda U. Bonda]	1	bonda-further-2022:p033:i125:POD:a1
125	week	BON	Bondapada U. Bonda	33	28	2	at̪ek	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 125, Bondapada U. Bonda]	1	bonda-further-2022:p033:i125:BON:a1
125	week	DUM	Dumripada U. Bonda	33	28	3	at̪ek	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 28, item 125, Dumripada U. Bonda]	1	bonda-further-2022:p033:i125:DUM:a1
125	week	KAD	Kadamguda L. Bonda	33	28	4	ɛɖɪn	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 125, Kadamguda L. Bonda]	0	
125	week	KEN	Kendhuguda L. Bonda	33	28	5	muinsan̪t̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 125, Kendhuguda L. Bonda]	0	
125	week	RAS	Rasabeda L. Bonda	33	28	6	at̪ek	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 28, item 125, Rasabeda L. Bonda]	0	
125	week	GUT	Tikrapada Gadaba	33	28	7	ɛt̪ɖɪn	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 28, item 125, Tikrapada Gadaba]	0	
125	week	BIA	Biapada U. Didayi	33	28	8	muisan̪t̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 28, item 125, Biapada U. Didayi]	0	
125	week	PAR	Kinumun Parenga Parja	34	29	9	ɛt̪ɖɪn	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 29, item 125, Kinumun Parenga Parja]	0	
125	week	RON	Malenga Rona Desiya	34	29	10	ɛt̪ɖɪn	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 29, item 125, Malenga Rona Desiya]	0	
125	week	ODI	Cuttack Oriya	34	29	11	səpt̪ahə	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 29, item 125, Cuttack Oriya]	0	
126	month	POD	Podeiguda U. Bonda	34	29	1	ʌrke	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 126, Podeiguda U. Bonda]	1	bonda-further-2022:p034:i126:POD:a1
126	month	BON	Bondapada U. Bonda	34	29	2	ʌrke	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 126, Bondapada U. Bonda]	1	bonda-further-2022:p034:i126:BON:a1
126	month	DUM	Dumripada U. Bonda	34	29	3	arke | masek | mesek	1|1|3	two comma-separated responses printed on the group-1 line plus one response on the group-3 line for DUM	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 126, Dumripada U. Bonda]	3	bonda-further-2022:p034:i126:DUM:a1 | bonda-further-2022:p034:i126:DUM:a2 | bonda-further-2022:p034:i126:DUM:a3
126	month	KAD	Kadamguda L. Bonda	34	29	4	mesek	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Kadamguda L. Bonda]	0	
126	month	KEN	Kendhuguda L. Bonda	34	29	5	mesek	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Kendhuguda L. Bonda]	0	
126	month	RAS	Rasabeda L. Bonda	34	29	6	mesek	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Rasabeda L. Bonda]	0	
126	month	GUT	Tikrapada Gadaba	34	29	7	mes | mes	2|3	same response printed on separate group-2 and group-3 lines for GUT	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Tikrapada Gadaba]	0	
126	month	BIA	Biapada U. Didayi	34	29	8	arke	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Biapada U. Didayi]	0	
126	month	PAR	Kinumun Parenga Parja	34	29	9	mes | mes	2|3	same response printed on separate group-2 and group-3 lines for PAR	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Kinumun Parenga Parja]	0	
126	month	RON	Malenga Rona Desiya	34	29	10	mes | mes	2|3	same response printed on separate group-2 and group-3 lines for RON	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Malenga Rona Desiya]	0	
126	month	ODI	Cuttack Oriya	34	29	11	masoʔ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 29, item 126, Cuttack Oriya]	0	
127	year	POD	Podeiguda U. Bonda	34	29	1	bɔrsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 127, Podeiguda U. Bonda]	1	bonda-further-2022:p034:i127:POD:a1
127	year	BON	Bondapada U. Bonda	34	29	2	bɔrsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 127, Bondapada U. Bonda]	1	bonda-further-2022:p034:i127:BON:a1
127	year	DUM	Dumripada U. Bonda	34	29	3	bɔrsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 127, Dumripada U. Bonda]	1	bonda-further-2022:p034:i127:DUM:a1
127	year	KAD	Kadamguda L. Bonda	34	29	4	bɔrɛs	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Kadamguda L. Bonda]	0	
127	year	KEN	Kendhuguda L. Bonda	34	29	5	bɔrsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Kendhuguda L. Bonda]	0	
127	year	RAS	Rasabeda L. Bonda	34	29	6	bɔrsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Rasabeda L. Bonda]	0	
127	year	GUT	Tikrapada Gadaba	34	29	7	borsek	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Tikrapada Gadaba]	0	
127	year	BIA	Biapada U. Didayi	34	29	8	mimʊa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Biapada U. Didayi]	0	
127	year	PAR	Kinumun Parenga Parja	34	29	9	bɔrs	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Kinumun Parenga Parja]	0	
127	year	RON	Malenga Rona Desiya	34	29	10	bɔrɔs	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Malenga Rona Desiya]	0	
127	year	ODI	Cuttack Oriya	34	29	11	bərsə	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 29, item 127, Cuttack Oriya]	0	
128	old	POD	Podeiguda U. Bonda	34	29	1	bʌjur	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 128, Podeiguda U. Bonda]	1	bonda-further-2022:p034:i128:POD:a1
128	old	BON	Bondapada U. Bonda	34	29	2	bʌjur	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 128, Bondapada U. Bonda]	1	bonda-further-2022:p034:i128:BON:a1
128	old	DUM	Dumripada U. Bonda	34	29	3	baiur	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 128, Dumripada U. Bonda]	1	bonda-further-2022:p034:i128:DUM:a1
128	old	KAD	Kadamguda L. Bonda	34	29	4	bair	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Kadamguda L. Bonda]	0	
128	old	KEN	Kendhuguda L. Bonda	34	29	5	bair	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Kendhuguda L. Bonda]	0	
128	old	RAS	Rasabeda L. Bonda	34	29	6	bairga	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Rasabeda L. Bonda]	0	
128	old	GUT	Tikrapada Gadaba	34	29	7	bəbɪr	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Tikrapada Gadaba]	0	
128	old	BIA	Biapada U. Didayi	34	29	8	bapɪrne	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Biapada U. Didayi]	0	
128	old	PAR	Kinumun Parenga Parja	34	29	9	pɛpur	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Kinumun Parenga Parja]	0	
128	old	RON	Malenga Rona Desiya	34	29	10	pʊrnɛ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Malenga Rona Desiya]	0	
128	old	ODI	Cuttack Oriya	34	29	11	poruɳɑ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 29, item 128, Cuttack Oriya]	0	
129	new	POD	Podeiguda U. Bonda	34	29	1	t̪ime	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 129, Podeiguda U. Bonda]	1	bonda-further-2022:p034:i129:POD:a1
129	new	BON	Bondapada U. Bonda	34	29	2	t̪ime	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 129, Bondapada U. Bonda]	1	bonda-further-2022:p034:i129:BON:a1
129	new	DUM	Dumripada U. Bonda	34	29	3	t̪ime	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 129, Dumripada U. Bonda]	1	bonda-further-2022:p034:i129:DUM:a1
129	new	KAD	Kadamguda L. Bonda	34	29	4	t̪ime	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Kadamguda L. Bonda]	0	
129	new	KEN	Kendhuguda L. Bonda	34	29	5	t̪ime	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Kendhuguda L. Bonda]	0	
129	new	RAS	Rasabeda L. Bonda	34	29	6	t̪ime beʔna	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Rasabeda L. Bonda]	0	
129	new	GUT	Tikrapada Gadaba	34	29	7	t̪imɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Tikrapada Gadaba]	0	
129	new	BIA	Biapada U. Didayi	34	29	8	t̪imine	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Biapada U. Didayi]	0	
129	new	PAR	Kinumun Parenga Parja	34	29	9	t̪emi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Kinumun Parenga Parja]	0	
129	new	RON	Malenga Rona Desiya	34	29	10	nũɛ̃	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Malenga Rona Desiya]	0	
129	new	ODI	Cuttack Oriya	34	29	11	nu:ɑ̃	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 29, item 129, Cuttack Oriya]	0	
130	good	POD	Podeiguda U. Bonda	34	29	1	bol	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 130, Podeiguda U. Bonda]	1	bonda-further-2022:p034:i130:POD:a1
130	good	BON	Bondapada U. Bonda	34	29	2	bol	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 29, item 130, Bondapada U. Bonda]	1	bonda-further-2022:p034:i130:BON:a1
