Item	Site_Code	Site_Name	Current_Reviewed_Transcription	Prior_Source_Key	Prior_Site_Code	Prior_Reviewed_Transcription	Match_Status	Notes
105	KEN	Kendhuguda L. Bonda	ba:	mathew-chamberlain2022bonda-didayi	KEN	baː	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
105	RAS	Rasabeda L. Bonda	ba:	mathew-chamberlain2022bonda-didayi	RAS	baː	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
105	GUT	Tikrapada Gadaba	əbeŋ	mathew-chamberlain2022bonda-didayi	GUT	əbɐŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
105	BIA	Biapada U. Didayi	m̩ba	mathew-chamberlain2022bonda-didayi	BIA	m̩ba	exact-diplomatic-match	current and prior reviewed strings are identical
105	PAR	Kinumun Parenga Parja	ʌbɛ | ʌbɛ	mathew-chamberlain2022bonda-didayi	PAR	ʌbɐ | ʌbɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
105	RON	Malenga Rona Desiya	bɛbɛ	mathew-chamberlain2022bonda-didayi	RON	bɐbɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
105	ODI	Cuttack Oriya	bapɑ	mathew-chamberlain2022bonda-didayi	ODI	bɑpɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	KAD	Kadamguda L. Bonda	ijoŋ	mathew-chamberlain2022bonda-didayi	KAD	ɪjɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	KEN	Kendhuguda L. Bonda	ijoŋ	mathew-chamberlain2022bonda-didayi	KEN	ɪjɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	RAS	Rasabeda L. Bonda	ijoŋ	mathew-chamberlain2022bonda-didayi	RAS	ɪjɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	GUT	Tikrapada Gadaba	ijoŋ	mathew-chamberlain2022bonda-didayi	GUT	ɪjoŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	BIA	Biapada U. Didayi	ijʌŋ	mathew-chamberlain2022bonda-didayi	BIA	ɪjʌŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	PAR	Kinumun Parenga Parja	ɛjɛ	mathew-chamberlain2022bonda-didayi	PAR	ɐjɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	RON	Malenga Rona Desiya	ɛjɛ	mathew-chamberlain2022bonda-didayi	RON	ɐjɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
106	ODI	Cuttack Oriya	mɑʔ	mathew-chamberlain2022bonda-didayi	ODI	mɑʔ	exact-diplomatic-match	current and prior reviewed strings are identical
107	KAD	Kadamguda L. Bonda	maŋ	mathew-chamberlain2022bonda-didayi	KAD	maŋ	exact-diplomatic-match	current and prior reviewed strings are identical
107	KEN	Kendhuguda L. Bonda	mɳa maŋ	mathew-chamberlain2022bonda-didayi	KEN	mɳamaŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
107	RAS	Rasabeda L. Bonda	maŋ	mathew-chamberlain2022bonda-didayi	RAS	maŋ	exact-diplomatic-match	current and prior reviewed strings are identical
107	GUT	Tikrapada Gadaba	moɖo bujɛŋ	mathew-chamberlain2022bonda-didayi	GUT	moɖobujɐŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
107	BIA	Biapada U. Didayi	mɳane naŋ	mathew-chamberlain2022bonda-didayi	BIA	mɳanenaŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
107	PAR	Kinumun Parenga Parja	ɖɛɖɛ	mathew-chamberlain2022bonda-didayi	PAR	d̪ɐd̪ɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
107	RON	Malenga Rona Desiya	nɛnɛ	mathew-chamberlain2022bonda-didayi	RON	nɐnɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
107	ODI	Cuttack Oriya	nõnɑʔ	mathew-chamberlain2022bonda-didayi	ODI	nõnɑʔ	exact-diplomatic-match	current and prior reviewed strings are identical
108	KAD	Kadamguda L. Bonda	biaŋ | meʔ	mathew-chamberlain2022bonda-didayi	KAD	biaŋ | meʔ	exact-diplomatic-match	current and prior reviewed strings are identical
108	KEN	Kendhuguda L. Bonda	ɖau maŋ	mathew-chamberlain2022bonda-didayi	KEN	ɖaumaŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
108	RAS	Rasabeda L. Bonda	biaŋ | meʔ	mathew-chamberlain2022bonda-didayi	RAS	biaŋ | meʔ	exact-diplomatic-match	current and prior reviewed strings are identical
108	GUT	Tikrapada Gadaba	mijen bʊjɛŋ | mijenbɛi	mathew-chamberlain2022bonda-didayi	GUT	mɪjenbɐi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
108	BIA	Biapada U. Didayi	ɖhabõja | ɖhanepe	mathew-chamberlain2022bonda-didayi	BIA	ɖhabõja | ɖhanepe	exact-diplomatic-match	current and prior reviewed strings are identical
108	PAR	Kinumun Parenga Parja	ʌɳɛ	mathew-chamberlain2022bonda-didayi	PAR	ʌɳɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
108	RON	Malenga Rona Desiya	pila	mathew-chamberlain2022bonda-didayi	RON	pɪla	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
108	ODI	Cuttack Oriya	tʃhoʈabɦɑi	mathew-chamberlain2022bonda-didayi	ODI	tʃhoʈɑbɦɑi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
109	KAD	Kadamguda L. Bonda	miŋ	mathew-chamberlain2022bonda-didayi	KAD	miŋ	exact-diplomatic-match	current and prior reviewed strings are identical
109	KEN	Kendhuguda L. Bonda	miŋ	mathew-chamberlain2022bonda-didayi	KEN	miŋ	exact-diplomatic-match	current and prior reviewed strings are identical
109	RAS	Rasabeda L. Bonda	miŋ	mathew-chamberlain2022bonda-didayi	RAS	miŋ	exact-diplomatic-match	current and prior reviewed strings are identical
109	GUT	Tikrapada Gadaba	moɖo mimiŋ	mathew-chamberlain2022bonda-didayi	GUT	moɖomɪmɪŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
109	BIA	Biapada U. Didayi	miŋ	mathew-chamberlain2022bonda-didayi	BIA	miŋ	exact-diplomatic-match	current and prior reviewed strings are identical
109	PAR	Kinumun Parenga Parja	ʌbinom	mathew-chamberlain2022bonda-didayi	PAR	ʌbɪnom	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
109	RON	Malenga Rona Desiya	ɛpɛ	mathew-chamberlain2022bonda-didayi	RON	ɐpɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
109	ODI	Cuttack Oriya	nɑn:i | ɖiɖi	mathew-chamberlain2022bonda-didayi	ODI	nɑnːi | di̪di̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	KAD	Kadamguda L. Bonda	t̪ʊɳɑ	mathew-chamberlain2022bonda-didayi	KAD	tʊ̪ɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	KEN	Kendhuguda L. Bonda	t̪ʊɳɑ	mathew-chamberlain2022bonda-didayi	KEN	tʊ̪ɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	RAS	Rasabeda L. Bonda	t̪ʊɳɑ	mathew-chamberlain2022bonda-didayi	RAS	tʊ̪ɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	GUT	Tikrapada Gadaba	mijent̪onen | mijen boini	mathew-chamberlain2022bonda-didayi	GUT	jento̪nɐn | mɪjenboini	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	BIA	Biapada U. Didayi	ɖhanet̪həɳɑ	mathew-chamberlain2022bonda-didayi	BIA	ɖhaneth̪ɔɳa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
110	PAR	Kinumun Parenga Parja	guɳɪ	mathew-chamberlain2022bonda-didayi	PAR	guɳɪ	exact-diplomatic-match	current and prior reviewed strings are identical
110	RON	Malenga Rona Desiya	nʊnɪ	mathew-chamberlain2022bonda-didayi	RON	nʊnɪ	exact-diplomatic-match	current and prior reviewed strings are identical
110	ODI	Cuttack Oriya	sənəbɦouni	mathew-chamberlain2022bonda-didayi	ODI	sɑnəbɦouni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
111	KAD	Kadamguda L. Bonda	ɔʔo	mathew-chamberlain2022bonda-didayi	KAD	ɔʔo	exact-diplomatic-match	current and prior reviewed strings are identical
111	KEN	Kendhuguda L. Bonda	ɔʔo	mathew-chamberlain2022bonda-didayi	KEN	ɔʔo	exact-diplomatic-match	current and prior reviewed strings are identical
111	RAS	Rasabeda L. Bonda	ɔʔo	mathew-chamberlain2022bonda-didayi	RAS	ɔʔo	exact-diplomatic-match	current and prior reviewed strings are identical
111	GUT	Tikrapada Gadaba	oɖuvon	mathew-chamberlain2022bonda-didayi	GUT	oɖuvon	exact-diplomatic-match	current and prior reviewed strings are identical
111	BIA	Biapada U. Didayi	hũŋ	mathew-chamberlain2022bonda-didayi	BIA	hũŋ	exact-diplomatic-match	current and prior reviewed strings are identical
111	PAR	Kinumun Parenga Parja	ʌŋon	mathew-chamberlain2022bonda-didayi	PAR	ʌŋon	exact-diplomatic-match	current and prior reviewed strings are identical
111	RON	Malenga Rona Desiya	pɪlɛ	mathew-chamberlain2022bonda-didayi	RON	pɪlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
111	ODI	Cuttack Oriya	pu:o	mathew-chamberlain2022bonda-didayi	ODI	puːo	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
112	KAD	Kadamguda L. Bonda	ɔʔo	mathew-chamberlain2022bonda-didayi	KAD	ɔʔo	exact-diplomatic-match	current and prior reviewed strings are identical
112	KEN	Kendhuguda L. Bonda	ɔʔo	mathew-chamberlain2022bonda-didayi	KEN	ɔʔo	exact-diplomatic-match	current and prior reviewed strings are identical
112	RAS	Rasabeda L. Bonda	selane	mathew-chamberlain2022bonda-didayi	RAS	selane	exact-diplomatic-match	current and prior reviewed strings are identical
112	GUT	Tikrapada Gadaba	onoʔon	mathew-chamberlain2022bonda-didayi	GUT	onoʔon	exact-diplomatic-match	current and prior reviewed strings are identical
112	BIA	Biapada U. Didayi	selamboinehũ | selamboinehũ	mathew-chamberlain2022bonda-didayi	BIA	selamboinehũ	repeated-current-response	current prints the same lexical response under multiple similarity groups
112	PAR	Kinumun Parenga Parja	koɖon	mathew-chamberlain2022bonda-didayi	PAR	koɖon	exact-diplomatic-match	current and prior reviewed strings are identical
112	RON	Malenga Rona Desiya	tɔkɪ	mathew-chamberlain2022bonda-didayi	RON	ʈɔkɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
112	ODI	Cuttack Oriya	dʒi:o	mathew-chamberlain2022bonda-didayi	ODI	dʒiːo	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
113	KAD	Kadamguda L. Bonda	m̩por	mathew-chamberlain2022bonda-didayi	KAD	m̩poɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
113	KEN	Kendhuguda L. Bonda	m̩por	mathew-chamberlain2022bonda-didayi	KEN	m̩poɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
113	RAS	Rasabeda L. Bonda	m̩por	mathew-chamberlain2022bonda-didayi	RAS	m̩poɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
113	GUT	Tikrapada Gadaba	remol	mathew-chamberlain2022bonda-didayi	GUT	ɾemol	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
113	BIA	Biapada U. Didayi	nehanɖa	mathew-chamberlain2022bonda-didayi	BIA	nehanɖa	exact-diplomatic-match	current and prior reviewed strings are identical
113	PAR	Kinumun Parenga Parja	mʌrɛʔ	mathew-chamberlain2022bonda-didayi	PAR	mʌɾɐʔ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
113	RON	Malenga Rona Desiya	mʊnʊs	mathew-chamberlain2022bonda-didayi	RON	mʊnʊs	exact-diplomatic-match	current and prior reviewed strings are identical
113	ODI	Cuttack Oriya	suɑmi	mathew-chamberlain2022bonda-didayi	ODI	suɑmi	exact-diplomatic-match	current and prior reviewed strings are identical
114	KAD	Kadamguda L. Bonda	kʊni	mathew-chamberlain2022bonda-didayi	KAD	kʊni	exact-diplomatic-match	current and prior reviewed strings are identical
114	KEN	Kendhuguda L. Bonda	kʊni	mathew-chamberlain2022bonda-didayi	KEN	kʊni	exact-diplomatic-match	current and prior reviewed strings are identical
114	RAS	Rasabeda L. Bonda	kʊni	mathew-chamberlain2022bonda-didayi	RAS	kʊni	exact-diplomatic-match	current and prior reviewed strings are identical
114	GUT	Tikrapada Gadaba	kimoi | kʊmboi	mathew-chamberlain2022bonda-didayi	GUT	kɪmoi | kʊmboi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
114	BIA	Biapada U. Didayi	nekəɳəi	mathew-chamberlain2022bonda-didayi	BIA	nekɔɳɔi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
114	PAR	Kinumun Parenga Parja	kuɖumɛʔ	mathew-chamberlain2022bonda-didayi	PAR	kuɖumɐʔ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
114	RON	Malenga Rona Desiya	mɛjdʒɪ	mathew-chamberlain2022bonda-didayi	RON	mɐjdʒɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
114	ODI	Cuttack Oriya	st̪ri	mathew-chamberlain2022bonda-didayi	ODI	stɾ̪i	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
115	KAD	Kadamguda L. Bonda	gulene	mathew-chamberlain2022bonda-didayi	KAD	gulene	exact-diplomatic-match	current and prior reviewed strings are identical
115	KEN	Kendhuguda L. Bonda	gulene	mathew-chamberlain2022bonda-didayi	KEN	gulene	exact-diplomatic-match	current and prior reviewed strings are identical
115	RAS	Rasabeda L. Bonda	ogu	mathew-chamberlain2022bonda-didayi	RAS	ogu	exact-diplomatic-match	current and prior reviewed strings are identical
115	GUT	Tikrapada Gadaba	oɖuvon	mathew-chamberlain2022bonda-didayi	GUT	oɖuvon	exact-diplomatic-match	current and prior reviewed strings are identical
115	BIA	Biapada U. Didayi	ŋgirboʔo	mathew-chamberlain2022bonda-didayi	BIA	ɪŋgiɾboʔo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
115	PAR	Kinumun Parenga Parja	bubon	mathew-chamberlain2022bonda-didayi	PAR	bubon	exact-diplomatic-match	current and prior reviewed strings are identical
115	RON	Malenga Rona Desiya	pɪlɛ	mathew-chamberlain2022bonda-didayi	RON	pɪlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
115	ODI	Cuttack Oriya	pilɑʔ | pu:o | pilɑʔ	mathew-chamberlain2022bonda-didayi	ODI	pilɑʔ | puːo | pilɑʔ	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
116	KAD	Kadamguda L. Bonda	ɖakui	mathew-chamberlain2022bonda-didayi	KAD	ɖakui	exact-diplomatic-match	current and prior reviewed strings are identical
116	KEN	Kendhuguda L. Bonda	ɖakui	mathew-chamberlain2022bonda-didayi	KEN	ɖakui	exact-diplomatic-match	current and prior reviewed strings are identical
116	RAS	Rasabeda L. Bonda	ɖakui	mathew-chamberlain2022bonda-didayi	RAS	ɖakui	exact-diplomatic-match	current and prior reviewed strings are identical
116	GUT	Tikrapada Gadaba	onoʔon	mathew-chamberlain2022bonda-didayi	GUT	onoʔon	exact-diplomatic-match	current and prior reviewed strings are identical
116	BIA	Biapada U. Didayi	selamboʔo	mathew-chamberlain2022bonda-didayi	BIA	selamboʔo	exact-diplomatic-match	current and prior reviewed strings are identical
116	PAR	Kinumun Parenga Parja	guɳɪ	mathew-chamberlain2022bonda-didayi	PAR	guɳɪ	exact-diplomatic-match	current and prior reviewed strings are identical
116	RON	Malenga Rona Desiya	tɔkɪ	mathew-chamberlain2022bonda-didayi	RON	ʈɔkɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
116	ODI	Cuttack Oriya	dʒiopilɑʔ	mathew-chamberlain2022bonda-didayi	ODI	dʒiopilɑʔ	exact-diplomatic-match	current and prior reviewed strings are identical
117	KAD	Kadamguda L. Bonda	çimiʔi	mathew-chamberlain2022bonda-didayi	KAD	çɪmɪʔi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	KEN	Kendhuguda L. Bonda	çimiʔi	mathew-chamberlain2022bonda-didayi	KEN	çɪmɪʔi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	RAS	Rasabeda L. Bonda	çimiʔi	mathew-chamberlain2022bonda-didayi	RAS	çɪmɪʔi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	GUT	Tikrapada Gadaba	simin	mathew-chamberlain2022bonda-didayi	GUT	sɪmin	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	BIA	Biapada U. Didayi	çimi	mathew-chamberlain2022bonda-didayi	BIA	çɪmi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	PAR	Kinumun Parenga Parja	dʒɛɖɪŋ	mathew-chamberlain2022bonda-didayi	PAR	dʒɐɖɪŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	RON	Malenga Rona Desiya	ɖɪn	mathew-chamberlain2022bonda-didayi	RON	d̪ɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
117	ODI	Cuttack Oriya	ɖino	mathew-chamberlain2022bonda-didayi	ODI	d̪ino	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	KAD	Kadamguda L. Bonda	minɖip	mathew-chamberlain2022bonda-didayi	KAD	mɪnɖip	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	KEN	Kendhuguda L. Bonda	minɖip	mathew-chamberlain2022bonda-didayi	KEN	mɪnɖip	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	RAS	Rasabeda L. Bonda	minɖip	mathew-chamberlain2022bonda-didayi	RAS	mɪnɖip	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	GUT	Tikrapada Gadaba	noiʔjel	mathew-chamberlain2022bonda-didayi	GUT	noiʔjel	exact-diplomatic-match	current and prior reviewed strings are identical
118	BIA	Biapada U. Didayi	miɖig	mathew-chamberlain2022bonda-didayi	BIA	mɪɖɪg	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	PAR	Kinumun Parenga Parja		mathew-chamberlain2022bonda-didayi	PAR		exact-diplomatic-match	current and prior reviewed strings are identical
118	RON	Malenga Rona Desiya	rɛʈɪ	mathew-chamberlain2022bonda-didayi	RON	ɾɐtɪ̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
118	ODI	Cuttack Oriya	rɑʈi	mathew-chamberlain2022bonda-didayi	ODI	ɾɑti̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	KAD	Kadamguda L. Bonda	n̩dʒur	mathew-chamberlain2022bonda-didayi	KAD	n̩dʒuɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	KEN	Kendhuguda L. Bonda	n̩dʒur	mathew-chamberlain2022bonda-didayi	KEN	n̩dʒuɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	RAS	Rasabeda L. Bonda	n̩dʒur	mathew-chamberlain2022bonda-didayi	RAS	n̩dʒuɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	GUT	Tikrapada Gadaba	oŋdʒirel	mathew-chamberlain2022bonda-didayi	GUT	oɲdʒiɾel	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	BIA	Biapada U. Didayi	n̩dʒɪr	mathew-chamberlain2022bonda-didayi	BIA	n̩dʒɪɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	PAR	Kinumun Parenga Parja	sʌkel	mathew-chamberlain2022bonda-didayi	PAR	sʌkɐl	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	RON	Malenga Rona Desiya	sɛkel	mathew-chamberlain2022bonda-didayi	RON	sɐkɐl	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
119	ODI	Cuttack Oriya	səkalə	mathew-chamberlain2022bonda-didayi	ODI	səkɑɭə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
120	KAD	Kadamguda L. Bonda	mʊnɖebel	mathew-chamberlain2022bonda-didayi	KAD	mʊnɖebel	exact-diplomatic-match	current and prior reviewed strings are identical
120	KEN	Kendhuguda L. Bonda	mʊnɖebel	mathew-chamberlain2022bonda-didayi	KEN	mʊnɖebel	exact-diplomatic-match	current and prior reviewed strings are identical
120	RAS	Rasabeda L. Bonda	mʊnɖebel	mathew-chamberlain2022bonda-didayi	RAS	mʊnɖebel	exact-diplomatic-match	current and prior reviewed strings are identical
120	GUT	Tikrapada Gadaba	simin | ɛɖʊbelɛ	mathew-chamberlain2022bonda-didayi	GUT	sɪmɪn | ɐɖʊbelɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
120	BIA	Biapada U. Didayi	çimi	mathew-chamberlain2022bonda-didayi	BIA	çɪmi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
120	PAR	Kinumun Parenga Parja	dʒɛɖɪŋʔɛɪ	mathew-chamberlain2022bonda-didayi	PAR	dʒɐɖɪŋʔɐɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
120	RON	Malenga Rona Desiya	ɛrbelɛ	mathew-chamberlain2022bonda-didayi	RON	ɐɽbelɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
120	ODI	Cuttack Oriya	məd̪hjan:ə	mathew-chamberlain2022bonda-didayi	ODI	məd̪ɦjɑnːə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
121	KAD	Kadamguda L. Bonda	minɖi	mathew-chamberlain2022bonda-didayi	KAD	minɖi	exact-diplomatic-match	current and prior reviewed strings are identical
121	KEN	Kendhuguda L. Bonda	minɖi	mathew-chamberlain2022bonda-didayi	KEN	minɖi	exact-diplomatic-match	current and prior reviewed strings are identical
121	RAS	Rasabeda L. Bonda	minɖi	mathew-chamberlain2022bonda-didayi	RAS	minɖi	exact-diplomatic-match	current and prior reviewed strings are identical
121	GUT	Tikrapada Gadaba	nonɖigu	mathew-chamberlain2022bonda-didayi	GUT	noɳɖigu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
121	BIA	Biapada U. Didayi	ləmɖig˥	mathew-chamberlain2022bonda-didayi	BIA	lɔmɖig̚	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
121	PAR	Kinumun Parenga Parja	uɖumɛ	mathew-chamberlain2022bonda-didayi	PAR	uɖumɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
121	RON	Malenga Rona Desiya	sɔndʒbela	mathew-chamberlain2022bonda-didayi	RON	sɔndʒbela	exact-diplomatic-match	current and prior reviewed strings are identical
121	ODI	Cuttack Oriya	sənɖhija	mathew-chamberlain2022bonda-didayi	ODI	sənd̪ɦjɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	KAD	Kadamguda L. Bonda	t̪ʊgo	mathew-chamberlain2022bonda-didayi	KAD	tu̪go	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	KEN	Kendhuguda L. Bonda	t̪ʊgo	mathew-chamberlain2022bonda-didayi	KEN	tu̪go	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	RAS	Rasabeda L. Bonda	t̪ʊgo	mathew-chamberlain2022bonda-didayi	RAS	tu̪go	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	GUT	Tikrapada Gadaba	mɛrt̪o	mathew-chamberlain2022bonda-didayi	GUT	mɐɾto̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	BIA	Biapada U. Didayi	t̪ʊgʊa	mathew-chamberlain2022bonda-didayi	BIA	tʊ̪gʋa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	PAR	Kinumun Parenga Parja	uɖubun	mathew-chamberlain2022bonda-didayi	PAR	uɖubun	exact-diplomatic-match	current and prior reviewed strings are identical
122	RON	Malenga Rona Desiya	kɛlɪ	mathew-chamberlain2022bonda-didayi	RON	kɐlɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
122	ODI	Cuttack Oriya	kɑli	mathew-chamberlain2022bonda-didayi	ODI	kɑli	exact-diplomatic-match	current and prior reviewed strings are identical
123	KAD	Kadamguda L. Bonda	ɔiʔka	mathew-chamberlain2022bonda-didayi	KAD	ɔiʔka	exact-diplomatic-match	current and prior reviewed strings are identical
123	KEN	Kendhuguda L. Bonda	ɔiʔka	mathew-chamberlain2022bonda-didayi	KEN	ɔiʔka	exact-diplomatic-match	current and prior reviewed strings are identical
123	RAS	Rasabeda L. Bonda	ɔiʔka	mathew-chamberlain2022bonda-didayi	RAS	ɔiʔka	exact-diplomatic-match	current and prior reviewed strings are identical
123	GUT	Tikrapada Gadaba	ʊsoŋ	mathew-chamberlain2022bonda-didayi	GUT	ʊsoŋ	exact-diplomatic-match	current and prior reviewed strings are identical
123	BIA	Biapada U. Didayi	eiʔke | eiʔke	mathew-chamberlain2022bonda-didayi	BIA	eiʔke | eiʔke	exact-diplomatic-match	current and prior reviewed strings are identical
123	PAR	Kinumun Parenga Parja	miʈen	mathew-chamberlain2022bonda-didayi	PAR	mɪtɐ̪n	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
123	RON	Malenga Rona Desiya	ɛdʒɪ	mathew-chamberlain2022bonda-didayi	RON	ɐdʒɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
123	ODI	Cuttack Oriya	adʒi	mathew-chamberlain2022bonda-didayi	ODI	ɑdʒi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	KAD	Kadamguda L. Bonda	jeroʔga	mathew-chamberlain2022bonda-didayi	KAD	jeɾoʔga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	KEN	Kendhuguda L. Bonda	jeroʔga	mathew-chamberlain2022bonda-didayi	KEN	jeɾoʔga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	RAS	Rasabeda L. Bonda	jeroʔga	mathew-chamberlain2022bonda-didayi	RAS	jeɾoʔga	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	GUT	Tikrapada Gadaba	bier	mathew-chamberlain2022bonda-didayi	GUT	bɪeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	BIA	Biapada U. Didayi	mɖʒoɖe	mathew-chamberlain2022bonda-didayi	BIA	m̩dʒoɖe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	PAR	Kinumun Parenga Parja	bijog	mathew-chamberlain2022bonda-didayi	PAR	bɪjog	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	RON	Malenga Rona Desiya	kɛlɪ	mathew-chamberlain2022bonda-didayi	RON	kɐlɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
124	ODI	Cuttack Oriya	asont̪akali	mathew-chamberlain2022bonda-didayi	ODI	ɑsontɑ̪kɑli	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
125	KAD	Kadamguda L. Bonda	ɛɖɪn	mathew-chamberlain2022bonda-didayi	KAD	ɐɖd̪ɪn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
125	KEN	Kendhuguda L. Bonda	muinsan̪t̪a	mathew-chamberlain2022bonda-didayi	KEN	muiŋsan̪ta̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
