Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Raw_Response	Raw_Line	Extraction_Status
100	spider	KEN	Kendhuguda L. Bonda	34	29	2	5 makaɖa	Kendhuguda L. Bonda 5 makaɖa	text-layer
100	spider	KAD	Kadamguda L. Bonda	34	29	2	5 makaɖa	Kadamguda L. Bonda 5 makaɖa	text-layer
100	spider	DUM	Dumripada U. Bonda	34	29	2	6 seɾaŋgʊlugoi	Dumripada U. Bonda 6 seɾaŋgʊlugoi	text-layer
100	spider	GUT	Tikrapada Gutob	34	29	2	2 kokoɳɖɐ, 3 pɐʈməkʊɖi	Tikrapada Gutob 2 kokoɳɖɐ, /continued/ 3 pɐʈməkʊɖi	text-layer
100	spider	PAR	Kinumun Parenga Parja	34	29	2	3 pɐʈmɐkɖɪ	Kinumun Parenga Parja 3 pɐʈmɐkɖɪ	text-layer
100	spider	RON	Malenga Rona Desiya	34	29	2	3 pɐʈmɐkɽɐ	Malenga Rona Desiya 3 pɐʈmɐkɽɐ	text-layer
100	spider	ODI	Cuttack Oriya	34	29	2	4 buɖɦiɑɳi	Cuttack Oriya 4 buɖɦiɑɳi	text-layer
101	name	BIA	Biapada U. Didayi	34	29	2	1 mɳi	Biapada U. Didayi 1 mɳi	text-layer
101	name	CHI	Chitrakonda L. Didayi	34	29	2	1 mni	Chitrakonda L. Didayi 1 mni	text-layer
101	name	KAL	Kaluguda U. Didayi	34	29	2	1 mni	Kaluguda U. Didayi 1 mni	text-layer
101	name	ORA	Orapadar U. Didayi	34	29	2	1 mni	Orapadar U. Didayi 1 mni	text-layer
101	name	ORI	Oringi L. Didayi	34	29	2	1 mni	Oringi L. Didayi 1 mni	text-layer
101	name	RAS	Rasabeda L. Bonda	34	29	2	1 ɔmɪ	Rasabeda L. Bonda 1 ɔmɪ	text-layer
101	name	KEN	Kendhuguda L. Bonda	34	29	2	1 ɔmɪ	Kendhuguda L. Bonda 1 ɔmɪ	text-layer
101	name	KAD	Kadamguda L. Bonda	34	29	2	1 ɔmɪ	Kadamguda L. Bonda 1 ɔmɪ	text-layer
101	name	DUM	Dumripada U. Bonda	34	29	2	1 ɪmi	Dumripada U. Bonda 1 ɪmi	text-layer
101	name	GUT	Tikrapada Gutob	34	29	2	1 ɪmi, 2 nɐv	Tikrapada Gutob 1 ɪmi, 2 nɐv	text-layer
101	name	PAR	Kinumun Parenga Parja	34	29	2	2 nʌʋ	Kinumun Parenga Parja 2 nʌʋ	text-layer
101	name	RON	Malenga Rona Desiya	34	29	2	2 nã	Malenga Rona Desiya 2 nã	text-layer
101	name	ODI	Cuttack Oriya	34	29	2	3 nɑːmɔ	Cuttack Oriya 3 nɑːmɔ	text-layer
102	man	BIA	Biapada U. Didayi	34	29	2	1 gɪɾboi	Biapada U. Didayi 1 gɪɾboi	text-layer
102	man	CHI	Chitrakonda L. Didayi	34	29	2	1 gɪɾboi	Chitrakonda L. Didayi 1 gɪɾboi	text-layer
102	man	KAL	Kaluguda U. Didayi	34	29	2	6 ŋgiɾe	Kaluguda U. Didayi 6 ŋgiɾe	text-layer
102	man	ORA	Orapadar U. Didayi	34	29	2	1 ŋgɪɾboi	Orapadar U. Didayi 1 ŋgɪɾboi	text-layer
102	man	ORI	Oringi L. Didayi	34	29	2	1 gɪɾboi	Oringi L. Didayi 1 gɪɾboi	text-layer
102	man	RAS	Rasabeda L. Bonda	34	29	2	6 ŋgeɾe	Rasabeda L. Bonda 6 ŋgeɾe	text-layer
102	man	KEN	Kendhuguda L. Bonda	34	29	2	6 ŋgeɾe	Kendhuguda L. Bonda 6 ŋgeɾe	text-layer
102	man	KAD	Kadamguda L. Bonda	34	29	2	6 ŋgeɾe	Kadamguda L. Bonda 6 ŋgeɾe	text-layer
102	man	DUM	Dumripada U. Bonda	34	29	2	6 ŋgeɾe	Dumripada U. Bonda 6 ŋgeɾe	text-layer
102	man	GUT	Tikrapada Gutob	34	29	2	2 oɖuvon	Tikrapada Gutob 2 oɖuvon	text-layer
102	man	PAR	Kinumun Parenga Parja	34	29	2	3 ɐɖu	Kinumun Parenga Parja 3 ɐɖu	text-layer
102	man	RON	Malenga Rona Desiya	34	29	2	4 mʊnʊs	Malenga Rona Desiya 4 mʊnʊs	text-layer
102	man	ODI	Cuttack Oriya	34	29	2	5 moniʃo	Cuttack Oriya 5 moniʃo	text-layer
103	woman	BIA	Biapada U. Didayi	34	29	2	1 selamboi	Biapada U. Didayi 1 selamboi	text-layer
103	woman	CHI	Chitrakonda L. Didayi	34	29	2	1 selamboi	Chitrakonda L. Didayi 1 selamboi	text-layer
103	woman	KAL	Kaluguda U. Didayi	34	29	2	1 selamboʔo	Kaluguda U. Didayi 1 selamboʔo	text-layer
103	woman	ORA	Orapadar U. Didayi	34	29	2	8 ɖɪjakoi	Orapadar U. Didayi 8 ɖɪjakoi	text-layer
103	woman	ORI	Oringi L. Didayi	34	29	2	1 selamboi	Oringi L. Didayi 1 selamboi	text-layer
103	woman	RAS	Rasabeda L. Bonda	35	30	1	1 selamboi	Rasabeda L. Bonda 1 selamboi	text-layer
103	woman	KEN	Kendhuguda L. Bonda	35	30	1	7 selane	Kendhuguda L. Bonda 7 selane	text-layer
103	woman	KAD	Kadamguda L. Bonda	35	30	1	7 selane	Kadamguda L. Bonda 7 selane	text-layer
103	woman	DUM	Dumripada U. Bonda	35	30	1	7 selane	Dumripada U. Bonda 7 selane	text-layer
103	woman	GUT	Tikrapada Gutob	35	30	1	2 onoʔon	Tikrapada Gutob 2 onoʔon	text-layer
103	woman	PAR	Kinumun Parenga Parja	35	30	1	3 gunɪtɔ̪ɾ, 4 ʌmkuɪ	Kinumun Parenga Parja 3 gunɪtɔ̪ɾ, /continued/ 4 ʌmkuɪ	text-layer
103	woman	RON	Malenga Rona Desiya	35	30	1	5 mɐjdʒɪ	Malenga Rona Desiya 5 mɐjdʒɪ	text-layer
103	woman	ODI	Cuttack Oriya	35	30	1	6 stɾ̪i	Cuttack Oriya 6 stɾ̪i	text-layer
104	child	BIA	Biapada U. Didayi	35	30	1	1 tʃɛɾlao	Biapada U. Didayi 1 tʃɛɾlao	text-layer
104	child	CHI	Chitrakonda L. Didayi	35	30	1	1 tʃɪɾlao	Chitrakonda L. Didayi 1 tʃɪɾlao	text-layer
104	child	KAL	Kaluguda U. Didayi	35	30	1	1 tʃɪɾlao	Kaluguda U. Didayi 1 tʃɪɾlao	text-layer
104	child	ORA	Orapadar U. Didayi	35	30	1	7 hujɔ̃	Orapadar U. Didayi 7 hujɔ̃	text-layer
104	child	ORI	Oringi L. Didayi	35	30	1	1 tʃɛɾlao	Oringi L. Didayi 1 tʃɛɾlao	text-layer
104	child	RAS	Rasabeda L. Bonda	35	30	1	6 guː	Rasabeda L. Bonda 6 guː	text-layer
104	child	KEN	Kendhuguda L. Bonda	35	30	1	6 guː	Kendhuguda L. Bonda 6 guː	text-layer
104	child	KAD	Kadamguda L. Bonda	35	30	1	6 guː	Kadamguda L. Bonda 6 guː	text-layer
104	child	DUM	Dumripada U. Bonda	35	30	1	8 gʊbʊle, 9 çɪseɾago	Dumripada U. Bonda 8 gʊbʊle, /continued/ 9 çɪseɾago	text-layer
104	child	GUT	Tikrapada Gutob	35	30	1	2 oøːn	Tikrapada Gutob 2 oøːn	text-layer
104	child	PAR	Kinumun Parenga Parja	35	30	1	3 buboŋ	Kinumun Parenga Parja 3 buboŋ	text-layer
104	child	RON	Malenga Rona Desiya	35	30	1	4 pɪlɐʈɔkɪ	Malenga Rona Desiya 4 pɪlɐʈɔkɪ	text-layer
104	child	ODI	Cuttack Oriya	35	30	1	5 pilːɑ	Cuttack Oriya 5 pilːɑ	text-layer
105	father	BIA	Biapada U. Didayi	35	30	1	1 m̩ba	Biapada U. Didayi 1 m̩ba	text-layer
105	father	CHI	Chitrakonda L. Didayi	35	30	1	1 aba, 2 aba	Chitrakonda L. Didayi 1 aba, 2 aba	text-layer
105	father	KAL	Kaluguda U. Didayi	35	30	1	1 m̩pa	Kaluguda U. Didayi 1 m̩pa	text-layer
105	father	ORA	Orapadar U. Didayi	35	30	1	1 m̩pa	Orapadar U. Didayi 1 m̩pa	text-layer
105	father	ORI	Oringi L. Didayi	35	30	1	1 aba, 2 aba	Oringi L. Didayi 1 aba, 2 aba	text-layer
105	father	RAS	Rasabeda L. Bonda	35	30	1	1 baː	Rasabeda L. Bonda 1 baː	text-layer
105	father	KEN	Kendhuguda L. Bonda	35	30	1	1 baː	Kendhuguda L. Bonda 1 baː	text-layer
105	father	KAD	Kadamguda L. Bonda	35	30	1	1 baː	Kadamguda L. Bonda 1 baː	text-layer
105	father	DUM	Dumripada U. Bonda	35	30	1	1 baː	Dumripada U. Bonda 1 baː	text-layer
105	father	GUT	Tikrapada Gutob	35	30	1	1 əbɐŋ	Tikrapada Gutob 1 əbɐŋ	text-layer
105	father	PAR	Kinumun Parenga Parja	35	30	1	1 ʌbɐ, 2 ʌbɐ	Kinumun Parenga Parja 1 ʌbɐ, 2 ʌbɐ	text-layer
105	father	RON	Malenga Rona Desiya	35	30	1	2 bɐbɐ	Malenga Rona Desiya 2 bɐbɐ	text-layer
105	father	ODI	Cuttack Oriya	35	30	1	2 bɑpɑ	Cuttack Oriya 2 bɑpɑ	text-layer
106	mother	BIA	Biapada U. Didayi	35	30	1	1 ɪjʌŋ	Biapada U. Didayi 1 ɪjʌŋ	text-layer
106	mother	CHI	Chitrakonda L. Didayi	35	30	1	1 ɪjʌŋ	Chitrakonda L. Didayi 1 ɪjʌŋ	text-layer
106	mother	KAL	Kaluguda U. Didayi	35	30	1	1 ijaŋ	Kaluguda U. Didayi 1 ijaŋ	text-layer
106	mother	ORA	Orapadar U. Didayi	35	30	1	1 ijaŋ	Orapadar U. Didayi 1 ijaŋ	text-layer
106	mother	ORI	Oringi L. Didayi	35	30	1	1 ɪjʌŋ	Oringi L. Didayi 1 ɪjʌŋ	text-layer
106	mother	RAS	Rasabeda L. Bonda	35	30	1	1 ɪjɔŋ	Rasabeda L. Bonda 1 ɪjɔŋ	text-layer
106	mother	KEN	Kendhuguda L. Bonda	35	30	1	1 ɪjɔŋ	Kendhuguda L. Bonda 1 ɪjɔŋ	text-layer
106	mother	KAD	Kadamguda L. Bonda	35	30	1	1 ɪjɔŋ	Kadamguda L. Bonda 1 ɪjɔŋ	text-layer
106	mother	DUM	Dumripada U. Bonda	35	30	1	1 ɪjɔŋ	Dumripada U. Bonda 1 ɪjɔŋ	text-layer
106	mother	GUT	Tikrapada Gutob	35	30	2	1 ɪjoŋ	Tikrapada Gutob 1 ɪjoŋ	text-layer
106	mother	PAR	Kinumun Parenga Parja	35	30	1	2 ɐjɐ	Kinumun Parenga Parja 2 ɐjɐ	text-layer
106	mother	RON	Malenga Rona Desiya	35	30	1	2 ɐjɐ	Malenga Rona Desiya 2 ɐjɐ	text-layer
106	mother	ODI	Cuttack Oriya	35	30	2	3 mɑʔ	Cuttack Oriya 3 mɑʔ	text-layer
107	older brother	BIA	Biapada U. Didayi	35	30	2	6 mɳanenaŋ	Biapada U. Didayi 6 mɳanenaŋ	text-layer
107	older brother	CHI	Chitrakonda L. Didayi	35	30	2	6 mɳaɳaŋ	Chitrakonda L. Didayi 6 mɳaɳaŋ	text-layer
107	older brother	KAL	Kaluguda U. Didayi	35	30	2	7 neboɪ	Kaluguda U. Didayi 7 neboɪ	text-layer
107	older brother	ORA	Orapadar U. Didayi	35	30	2	6 mnanʌnaŋ	Orapadar U. Didayi 6 mnanʌnaŋ	text-layer
107	older brother	ORI	Oringi L. Didayi	35	30	2	1 mɳabõja, 6 mnanaŋ	Oringi L. Didayi 1 mɳabõja, /continued/ 6 mnanaŋ	text-layer
107	older brother	RAS	Rasabeda L. Bonda	35	30	2	5 maŋ	Rasabeda L. Bonda 5 maŋ	text-layer
107	older brother	KEN	Kendhuguda L. Bonda	35	30	2	6 mɳamaŋ	Kendhuguda L. Bonda 6 mɳamaŋ	text-layer
107	older brother	KAD	Kadamguda L. Bonda	35	30	2	5 maŋ	Kadamguda L. Bonda 5 maŋ	text-layer
107	older brother	DUM	Dumripada U. Bonda	35	30	2	5 maŋ	Dumripada U. Bonda 5 maŋ	text-layer
107	older brother	GUT	Tikrapada Gutob	35	30	2	2 moɖobujɐŋ	Tikrapada Gutob 2 moɖobujɐŋ	text-layer
107	older brother	PAR	Kinumun Parenga Parja	35	30	2	3 d̪ɐd̪ɐ	Kinumun Parenga Parja 3 d̪ɐd̪ɐ	text-layer
107	older brother	RON	Malenga Rona Desiya	35	30	2	4 nɐnɐ	Malenga Rona Desiya 4 nɐnɐ	text-layer
107	older brother	ODI	Cuttack Oriya	35	30	2	4 nõnɑʔ	Cuttack Oriya 4 nõnɑʔ	text-layer
108	younger brother	BIA	Biapada U. Didayi	35	30	2	1 ɖhabõja, 7 ɖhanepe	Biapada U. Didayi 1 ɖhabõja, /continued/ 7 ɖhanepe	text-layer
108	younger brother	CHI	Chitrakonda L. Didayi	35	30	2	7 ɖehanepe	Chitrakonda L. Didayi 7 ɖehanepe	text-layer
108	younger brother	KAL	Kaluguda U. Didayi	35	30	2	7 ɖhaneboɪ	Kaluguda U. Didayi 7 ɖhaneboɪ	text-layer
108	younger brother	ORA	Orapadar U. Didayi	35	30	2	7 ɖhanepe	Orapadar U. Didayi 7 ɖhanepe	text-layer
108	younger brother	ORI	Oringi L. Didayi	35	30	2	1 ɖhabõja	Oringi L. Didayi 1 ɖhabõja	text-layer
108	younger brother	RAS	Rasabeda L. Bonda	35	30	2	6 biaŋ,meʔ	Rasabeda L. Bonda 6 biaŋ,meʔ	text-layer
108	younger brother	KEN	Kendhuguda L. Bonda	35	30	2	8 ɖaumaŋ	Kendhuguda L. Bonda 8 ɖaumaŋ	text-layer
108	younger brother	KAD	Kadamguda L. Bonda	35	30	2	6 biaŋ,meʔ	Kadamguda L. Bonda 6 biaŋ,meʔ	text-layer
108	younger brother	DUM	Dumripada U. Bonda	35	30	2	9 me	Dumripada U. Bonda 9 me	text-layer
108	younger brother	GUT	Tikrapada Gutob	35	30	2	2 mɪjenbɐi	Tikrapada Gutob 2 mɪjenbɐi	text-layer
108	younger brother	PAR	Kinumun Parenga Parja	35	30	2	3 ʌɳɐ	Kinumun Parenga Parja 3 ʌɳɐ	text-layer
108	younger brother	RON	Malenga Rona Desiya	35	30	2	4 pɪla	Malenga Rona Desiya 4 pɪla	text-layer
108	younger brother	ODI	Cuttack Oriya	35	30	2	5 tʃhoʈɑbɦɑi	Cuttack Oriya 5 tʃhoʈɑbɦɑi	text-layer
109	older sister	BIA	Biapada U. Didayi	35	30	2	7 miŋ	Biapada U. Didayi 7 miŋ	text-layer
109	older sister	CHI	Chitrakonda L. Didayi	35	30	2	8 ɳebai	Chitrakonda L. Didayi 8 ɳebai	text-layer
109	older sister	KAL	Kaluguda U. Didayi	35	30	2	1 netɔ̪ɳa	Kaluguda U. Didayi 1 netɔ̪ɳa	text-layer
109	older sister	ORA	Orapadar U. Didayi	35	30	2	8 mnanebei	Orapadar U. Didayi 8 mnanebei	text-layer
109	older sister	ORI	Oringi L. Didayi	35	30	2	1 mɳatɔ̪ɳa	Oringi L. Didayi 1 mɳatɔ̪ɳa	text-layer
109	older sister	RAS	Rasabeda L. Bonda	35	30	2	7 miŋ	Rasabeda L. Bonda 7 miŋ	text-layer
109	older sister	KEN	Kendhuguda L. Bonda	35	30	2	7 miŋ	Kendhuguda L. Bonda 7 miŋ	text-layer
109	older sister	KAD	Kadamguda L. Bonda	35	30	2	7 miŋ	Kadamguda L. Bonda 7 miŋ	text-layer
109	older sister	DUM	Dumripada U. Bonda	35	30	2	7 miŋ	Dumripada U. Bonda 7 miŋ	text-layer
109	older sister	GUT	Tikrapada Gutob	35	30	2	2 moɖomɪmɪŋ	Tikrapada Gutob 2 moɖomɪmɪŋ	text-layer
109	older sister	PAR	Kinumun Parenga Parja	35	30	2	3 ʌbɪnom	Kinumun Parenga Parja 3 ʌbɪnom	text-layer
109	older sister	RON	Malenga Rona Desiya	35	30	2	4 ɐpɐ	Malenga Rona Desiya 4 ɐpɐ	text-layer
109	older sister	ODI	Cuttack Oriya	35	30	2	5 nɑnːi, 6 di̪di̪	Cuttack Oriya 5 nɑnːi, 6 di̪di̪	text-layer
110	younger sister	BIA	Biapada U. Didayi	35	30	2	1 ɖhaneth̪ɔɳa	Biapada U. Didayi 1 ɖhaneth̪ɔɳa	text-layer
110	younger sister	CHI	Chitrakonda L. Didayi	35	30	2	1 netɔ̪ɳa	Chitrakonda L. Didayi 1 netɔ̪ɳa	text-layer
110	younger sister	KAL	Kaluguda U. Didayi	35	30	2	7 nete̪	Kaluguda U. Didayi 7 nete̪	text-layer
110	younger sister	ORA	Orapadar U. Didayi	35	30	2	6 ɖhanepe	Orapadar U. Didayi 6 ɖhanepe	text-layer
110	younger sister	ORI	Oringi L. Didayi	36	31	1	1 ɖhatɔ̪ɳa	Oringi L. Didayi 1 ɖhatɔ̪ɳa	text-layer
110	younger sister	RAS	Rasabeda L. Bonda	36	31	1	5 tʊ̪ɳa	Rasabeda L. Bonda 5 tʊ̪ɳa	text-layer
110	younger sister	KEN	Kendhuguda L. Bonda	36	31	1	5 tʊ̪ɳa	Kendhuguda L. Bonda 5 tʊ̪ɳa	text-layer
110	younger sister	KAD	Kadamguda L. Bonda	36	31	1	5 tʊ̪ɳa	Kadamguda L. Bonda 5 tʊ̪ɳa	text-layer
110	younger sister	DUM	Dumripada U. Bonda	36	31	1	8 kʊi	Dumripada U. Bonda 8 kʊi	text-layer
110	younger sister	GUT	Tikrapada Gutob	36	31	1	2 jento̪nɐn, 3 mɪjenboini	Tikrapada Gutob 2 jento̪nɐn, /continued/ 3 mɪjenboini	text-layer
110	younger sister	PAR	Kinumun Parenga Parja	36	31	1	3 guɳɪ	Kinumun Parenga Parja 3 guɳɪ	text-layer
110	younger sister	RON	Malenga Rona Desiya	36	31	1	3 nʊnɪ	Malenga Rona Desiya 3 nʊnɪ	text-layer
110	younger sister	ODI	Cuttack Oriya	36	31	1	4 sɑnəbɦouni	Cuttack Oriya 4 sɑnəbɦouni	text-layer
111	son	BIA	Biapada U. Didayi	36	31	1	1 hũŋ	Biapada U. Didayi 1 hũŋ	text-layer
111	son	CHI	Chitrakonda L. Didayi	36	31	1	1 hũŋ	Chitrakonda L. Didayi 1 hũŋ	text-layer
111	son	KAL	Kaluguda U. Didayi	36	31	1	1 hũŋ	Kaluguda U. Didayi 1 hũŋ	text-layer
111	son	ORA	Orapadar U. Didayi	36	31	1	7 nehũ	Orapadar U. Didayi 7 nehũ	text-layer
111	son	ORI	Oringi L. Didayi	36	31	1	1 hũŋ	Oringi L. Didayi 1 hũŋ	text-layer
111	son	RAS	Rasabeda L. Bonda	36	31	1	6 ɔʔo	Rasabeda L. Bonda 6 ɔʔo	text-layer
111	son	KEN	Kendhuguda L. Bonda	36	31	1	6 ɔʔo	Kendhuguda L. Bonda 6 ɔʔo	text-layer
111	son	KAD	Kadamguda L. Bonda	36	31	1	6 ɔʔo	Kadamguda L. Bonda 6 ɔʔo	text-layer
111	son	DUM	Dumripada U. Bonda	36	31	1	6 ʊʔu	Dumripada U. Bonda 6 ʊʔu	text-layer
111	son	GUT	Tikrapada Gutob	36	31	1	2 oɖuvon	Tikrapada Gutob 2 oɖuvon	text-layer
111	son	PAR	Kinumun Parenga Parja	36	31	1	3 ʌŋon	Kinumun Parenga Parja 3 ʌŋon	text-layer
111	son	RON	Malenga Rona Desiya	36	31	1	4 pɪlɐ	Malenga Rona Desiya 4 pɪlɐ	text-layer
111	son	ODI	Cuttack Oriya	36	31	1	5 puːo	Cuttack Oriya 5 puːo	text-layer
112	daughter	BIA	Biapada U. Didayi	36	31	1	1 selamboinehũ	Biapada U. Didayi 1 selamboinehũ	text-layer
112	daughter	CHI	Chitrakonda L. Didayi	36	31	1	1 selamboinehũ	Chitrakonda L. Didayi 1 selamboinehũ	text-layer
112	daughter	KAL	Kaluguda U. Didayi	36	31	1	8 nehũiŋ	Kaluguda U. Didayi 8 nehũiŋ	text-layer
112	daughter	ORA	Orapadar U. Didayi	36	31	1	1 selambohonehu	Orapadar U. Didayi 1 selambohonehu	text-layer
112	daughter	ORI	Oringi L. Didayi	36	31	1	1 selamboihũ	Oringi L. Didayi 1 selamboihũ	text-layer
112	daughter	RAS	Rasabeda L. Bonda	36	31	1	6 selane	Rasabeda L. Bonda 6 selane	text-layer
112	daughter	KEN	Kendhuguda L. Bonda	36	31	1	7 ɔʔo	Kendhuguda L. Bonda 7 ɔʔo	text-layer
112	daughter	KAD	Kadamguda L. Bonda	36	31	1	7 ɔʔo	Kadamguda L. Bonda 7 ɔʔo	text-layer
112	daughter	DUM	Dumripada U. Bonda	36	31	1	7 ʊʔu	Dumripada U. Bonda 7 ʊʔu	text-layer
112	daughter	GUT	Tikrapada Gutob	36	31	1	2 onoʔon	Tikrapada Gutob 2 onoʔon	text-layer
112	daughter	PAR	Kinumun Parenga Parja	36	31	1	3 koɖon	Kinumun Parenga Parja 3 koɖon	text-layer
112	daughter	RON	Malenga Rona Desiya	36	31	1	4 ʈɔkɪ	Malenga Rona Desiya 4 ʈɔkɪ	text-layer
112	daughter	ODI	Cuttack Oriya	36	31	1	5 dʒiːo	Cuttack Oriya 5 dʒiːo	text-layer
113	husband	BIA	Biapada U. Didayi	36	31	1	1 nehanɖa	Biapada U. Didayi 1 nehanɖa	text-layer
113	husband	CHI	Chitrakonda L. Didayi	36	31	1	1 nehanɖa	Chitrakonda L. Didayi 1 nehanɖa	text-layer
113	husband	KAL	Kaluguda U. Didayi	36	31	1	7 n̩ɖanɖe	Kaluguda U. Didayi 7 n̩ɖanɖe	text-layer
113	husband	ORA	Orapadar U. Didayi	36	31	1	1 nehanɖa	Orapadar U. Didayi 1 nehanɖa	text-layer
113	husband	ORI	Oringi L. Didayi	36	31	1	1 nehanɖa	Oringi L. Didayi 1 nehanɖa	text-layer
113	husband	RAS	Rasabeda L. Bonda	36	31	1	6 m̩poɾ	Rasabeda L. Bonda 6 m̩poɾ	text-layer
113	husband	KEN	Kendhuguda L. Bonda	36	31	1	6 m̩poɾ	Kendhuguda L. Bonda 6 m̩poɾ	text-layer
113	husband	KAD	Kadamguda L. Bonda	36	31	1	6 m̩poɾ	Kadamguda L. Bonda 6 m̩poɾ	text-layer
113	husband	DUM	Dumripada U. Bonda	36	31	1	6 m̩poɾ	Dumripada U. Bonda 6 m̩poɾ	text-layer
113	husband	GUT	Tikrapada Gutob	36	31	1	2 ɾemol	Tikrapada Gutob 2 ɾemol	text-layer
113	husband	PAR	Kinumun Parenga Parja	36	31	1	3 mʌɾɐʔ	Kinumun Parenga Parja 3 mʌɾɐʔ	text-layer
113	husband	RON	Malenga Rona Desiya	36	31	2	4 mʊnʊs	Malenga Rona Desiya 4 mʊnʊs	text-layer
113	husband	ODI	Cuttack Oriya	36	31	2	5 suɑmi	Cuttack Oriya 5 suɑmi	text-layer
114	wife	BIA	Biapada U. Didayi	36	31	2	1 nekɔɳɔi	Biapada U. Didayi 1 nekɔɳɔi	text-layer
114	wife	CHI	Chitrakonda L. Didayi	36	31	2	1 nekɔɳɔi	Chitrakonda L. Didayi 1 nekɔɳɔi	text-layer
114	wife	KAL	Kaluguda U. Didayi	36	31	2	7 kɳoidẽ	Kaluguda U. Didayi 7 kɳoidẽ	text-layer
114	wife	ORA	Orapadar U. Didayi	36	31	2	1 nekɔɳɔi	Orapadar U. Didayi 1 nekɔɳɔi	text-layer
114	wife	ORI	Oringi L. Didayi	36	31	2	1 nekɔɳɔi	Oringi L. Didayi 1 nekɔɳɔi	text-layer
114	wife	RAS	Rasabeda L. Bonda	36	31	2	6 kʊni	Rasabeda L. Bonda 6 kʊni	text-layer
114	wife	KEN	Kendhuguda L. Bonda	36	31	2	6 kʊni	Kendhuguda L. Bonda 6 kʊni	text-layer
114	wife	KAD	Kadamguda L. Bonda	36	31	2	6 kʊni	Kadamguda L. Bonda 6 kʊni	text-layer
114	wife	DUM	Dumripada U. Bonda	36	31	2	6 kʊɳui	Dumripada U. Bonda 6 kʊɳui	text-layer
114	wife	GUT	Tikrapada Gutob	36	31	2	2 kɪmoi, 2 kʊmboi	Tikrapada Gutob 2 kɪmoi, /continued/ 2 kʊmboi	text-layer
114	wife	PAR	Kinumun Parenga Parja	36	31	2	3 kuɖumɐʔ	Kinumun Parenga Parja 3 kuɖumɐʔ	text-layer
114	wife	RON	Malenga Rona Desiya	36	31	2	4 mɐjdʒɪ	Malenga Rona Desiya 4 mɐjdʒɪ	text-layer
114	wife	ODI	Cuttack Oriya	36	31	2	5 stɾ̪i	Cuttack Oriya 5 stɾ̪i	text-layer
115	boy	BIA	Biapada U. Didayi	36	31	2	1 ɪŋgiɾboʔo	Biapada U. Didayi 1 ɪŋgiɾboʔo	text-layer
115	boy	CHI	Chitrakonda L. Didayi	36	31	2	1 ɪŋgiɾboʔo	Chitrakonda L. Didayi 1 ɪŋgiɾboʔo	text-layer
115	boy	KAL	Kaluguda U. Didayi	36	31	2	8 gũjɔ̃	Kaluguda U. Didayi 8 gũjɔ̃	text-layer
115	boy	ORA	Orapadar U. Didayi	36	31	2	8 hʊjɔ̃	Orapadar U. Didayi 8 hʊjɔ̃	text-layer
115	boy	ORI	Oringi L. Didayi	36	31	2	1 ɪŋgiɾo	Oringi L. Didayi 1 ɪŋgiɾo	text-layer
115	boy	RAS	Rasabeda L. Bonda	36	31	2	6 ogu	Rasabeda L. Bonda 6 ogu	text-layer
115	boy	KEN	Kendhuguda L. Bonda	36	31	2	7 gulene	Kendhuguda L. Bonda 7 gulene	text-layer
115	boy	KAD	Kadamguda L. Bonda	36	31	2	7 gulene	Kadamguda L. Bonda 7 gulene	text-layer
115	boy	DUM	Dumripada U. Bonda	36	31	2	1 ŋgeɾe, 9 gʊbʊle	Dumripada U. Bonda 1 ŋgeɾe, /continued/ 9 gʊbʊle	text-layer
115	boy	GUT	Tikrapada Gutob	36	31	2	2 oɖuvon	Tikrapada Gutob 2 oɖuvon	text-layer
115	boy	PAR	Kinumun Parenga Parja	36	31	2	3 bubon	Kinumun Parenga Parja 3 bubon	text-layer
115	boy	RON	Malenga Rona Desiya	36	31	2	4 pɪlɐ	Malenga Rona Desiya 4 pɪlɐ	text-layer
115	boy	ODI	Cuttack Oriya	36	31	2	4 pilɑʔ, 5 puːo, pilɑʔ	Cuttack Oriya 4 pilɑʔ, /continued/ 5 puːo, pilɑʔ	text-layer
116	girl	BIA	Biapada U. Didayi	36	31	2	1 selamboʔo	Biapada U. Didayi 1 selamboʔo	text-layer
116	girl	CHI	Chitrakonda L. Didayi	36	31	2	1 selamboʔo	Chitrakonda L. Didayi 1 selamboʔo	text-layer
116	girl	KAL	Kaluguda U. Didayi	36	31	2	1 selamboʔo	Kaluguda U. Didayi 1 selamboʔo	text-layer
116	girl	ORA	Orapadar U. Didayi	36	31	2	1 selamboʔo	Orapadar U. Didayi 1 selamboʔo	text-layer
116	girl	ORI	Oringi L. Didayi	36	31	2	1 selao	Oringi L. Didayi 1 selao	text-layer
116	girl	RAS	Rasabeda L. Bonda	36	31	2	6 ɖakui	Rasabeda L. Bonda 6 ɖakui	text-layer
116	girl	KEN	Kendhuguda L. Bonda	36	31	2	6 ɖakui	Kendhuguda L. Bonda 6 ɖakui	text-layer
116	girl	KAD	Kadamguda L. Bonda	36	31	2	6 ɖakui	Kadamguda L. Bonda 6 ɖakui	text-layer
116	girl	DUM	Dumripada U. Bonda	36	31	2	7 selane	Dumripada U. Bonda 7 selane	text-layer
116	girl	GUT	Tikrapada Gutob	36	31	2	2 onoʔon	Tikrapada Gutob 2 onoʔon	text-layer
