Item	Gloss	Lect_Code	Language_Label	Site	Similarity_Group	Response_Index	Raw_Form	Form	PDF_Page	Printed_Page	Column	Source_Scope	Status	Review
102	man	Pa	Pattani	Thirot	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Udeypur	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Gushal	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Mooling	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Tholang	3	1	gʌŋmi	gʌŋmi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Chimrat	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Pa	Pattani	Salgram	6	1	mi	mi	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ti	Tinani	Sissu	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ti	Tinani	Gondhla	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ga	Gahri	Keylong	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ga	Gahri	Stingri	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ga	Gahri	Gawzang	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Darcha	6	1	mĩ	mĩ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Kolong	2	1	budʒɐ	budʒɐ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Kolong	6	2	mih	mih	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Rarig	2	1	budʒɐ	budʒɐ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Rarig	6	2	mih	mih	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Tingrat	6	1	mih	mih	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Khoksar	2	1	budʒɐ	budʒɐ	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Khoksar	6	2	mih	mih	66	58	2	target	response	Unicode Charis/Doulos SIL text layer
102	man	Ld	Ladakhi	Leh	6	1	mi	mi	66	58	2	prior_list	response	Unicode Charis/Doulos SIL text layer
102	man	Bh	Bhoti	Spiti	6	1	mi	mi	66	58	2	prior_list	response	Unicode Charis/Doulos SIL text layer
102	man	Tb	Tibetan	Lhasa	4	1	kjoga	kjoga	66	58	2	comparison	response	Unicode Charis/Doulos SIL text layer
103	woman	Hi	Hindi	Standard	7	1	ɔɾʌt	ɔɾʌt	66	58	3	comparison	response	Unicode Charis/Doulos SIL text layer
103	woman	Hi	Hindi	Standard	9	2	stɾi	stɾi	66	58	3	comparison	response	Unicode Charis/Doulos SIL text layer
103	woman	Pg	Pangi	Tindi	3	1	dʒilɐnu	dʒilɐnu	66	58	3	prior_list	response	Unicode Charis/Doulos SIL text layer
103	woman	Ch	Chinali	Gushal	2	1	dʒolɐwu	dʒolɐwu	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ch	Chinali	Nalda	2	1	dʒɛlɐũ	dʒɛlɐũ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Lo	Lohari	Gondhla	2	1	dzɐlõɐ	dzɐlõɐ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Lo	Lohari	Gawzang	2	1	dzʌloŋ	dzʌloŋ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Lo	Lohari	Gawzang	6	2	mʌʈhi	mʌʈhi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Jobrang	5	1	metʃmi	metʃmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Thirot	5	1	metʃmi	metʃmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Udeypur	5	1	mɛtʃmi	mɛtʃmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Gushal	5	1	metʃəmi	metʃəmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Mooling	5	1	mɛtsmi	mɛtsmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Tholang	5	1	metʃmi	metʃmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Chimrat	5	1	metʃmi	metʃmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Pa	Pattani	Salgram	5	1	mezmi	mezmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ti	Tinani	Sissu	5	1	mẽtsɐ	mẽtsɐ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ti	Tinani	Gondhla	5	1	mẽtsɐ	mẽtsɐ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ga	Gahri	Keylong	4	1	lɛspi	lɛspi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ga	Gahri	Stingri	4	1	lɛsmi	lɛsmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ga	Gahri	Gawzang	4	1	lʌsmi	lʌsmi	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Darcha	8	1	phumo	phumo	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Kolong	8	1	pomu	pomu	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Rarig	8	1	pomu	pomu	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Tingrat	8	1	phũ	phũ	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Khoksar	8	1	pomu	pomu	66	58	3	target	response	Unicode Charis/Doulos SIL text layer
103	woman	Ld	Ladakhi	Leh	8	1	pomo	pomo	66	58	3	prior_list	response	Unicode Charis/Doulos SIL text layer
103	woman	Bh	Bhoti	Spiti	1	1	ɐne	ɐne	66	58	3	prior_list	response	Unicode Charis/Doulos SIL text layer
103	woman	Tb	Tibetan	Lhasa	0	1	ɴo entry	ɴo entry	66	58	3	comparison	no_entry	Unicode Charis/Doulos SIL text layer
104	child	Hi	Hindi	Standard	3	1	bʌtʃtʃhɐ	bʌtʃtʃhɐ	66	58	4	comparison	response	Unicode Charis/Doulos SIL text layer
104	child	Pg	Pangi	Tindi	3	1	bʌtʃe	bʌtʃe	66	58	4	prior_list	response	Unicode Charis/Doulos SIL text layer
104	child	Ch	Chinali	Gushal	6	1	mʌʈhu	mʌʈhu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ch	Chinali	Nalda	6	1	mʌʈhuh	mʌʈhuh	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Lo	Lohari	Gondhla	2	1	bʌi	bʌi	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Lo	Lohari	Gawzang	2	1	bhɐĩ	bhɐĩ	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Jobrang	5	1	kʌthu	kʌthu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Thirot	5	1	kʌʈu	kʌʈu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Udeypur	5	1	kəʈu	kəʈu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Gushal	5	1	kəʈu	kəʈu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Mooling	5	1	khʌʈhu	khʌʈhu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Tholang	5	1	kɐʈu	kɐʈu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Chimrat	5	1	kəɖu	kəɖu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Pa	Pattani	Salgram	5	1	khɐɾu	khɐɾu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ti	Tinani	Sissu	4	1	joɾe	joɾe	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ti	Tinani	Gondhla	4	1	joɾe	joɾe	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ti	Tinani	Gondhla	9	2	ti̪lɐg	ti̪lɐg	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ga	Gahri	Keylong	1	1	bete̪	bete̪	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ga	Gahri	Stingri	1	1	bɛti̪	bɛti̪	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ga	Gahri	Gawzang	1	1	bete̪	bete̪	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Darcha	8	1	tu	tu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Darcha	8	2	thuɣo	thuɣo	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Kolong	8	1	tug̚	tug̚	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Kolong	8	2	tugu	tugu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Rarig	8	1	tug̚	tug̚	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Rarig	8	2	tugu	tugu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Tingrat	3	1	petse	petse	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Khoksar	8	1	tug̚	tug̚	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Khoksar	8	2	tugu	tugu	66	58	4	target	response	Unicode Charis/Doulos SIL text layer
104	child	Ld	Ladakhi	Leh	8	1	thuɣu	thuɣu	66	58	4	prior_list	response	Unicode Charis/Doulos SIL text layer
104	child	Bh	Bhoti	Spiti	8	1	tu	tu	66	58	4	prior_list	response	Unicode Charis/Doulos SIL text layer
104	child	Tb	Tibetan	Lhasa	7	1	puːgɔʔ	puːgɔʔ	66	58	4	comparison	response	Unicode Charis/Doulos SIL text layer
105	father	Hi	Hindi	Standard	1	1	bɐp	bɐp	66	58	5	comparison	response	Unicode Charis/Doulos SIL text layer
105	father	Hi	Hindi	Standard	3	2	pitɐ	pitɐ	66	58	5	comparison	response	Unicode Charis/Doulos SIL text layer
105	father	Pg	Pangi	Tindi	1	1	bɐp	bɐp	66	58	5	prior_list	response	Unicode Charis/Doulos SIL text layer
105	father	Ch	Chinali	Gushal	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ch	Chinali	Nalda	1	1	bɐh	bɐh	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Lo	Lohari	Gondhla	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Lo	Lohari	Gawzang	1	1	bʌʔ	bʌʔ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Jobrang	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Thirot	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Udeypur	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Gushal	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Mooling	1	1	bɐh	bɐh	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Tholang	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Chimrat	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Pa	Pattani	Salgram	1	1	bɐ	bɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ti	Tinani	Sissu	1	1	ɐwɐ	ɐwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ti	Tinani	Gondhla	1	1	ɐbɐ	ɐbɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ga	Gahri	Keylong	1	1	ɐwɐ	ɐwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ga	Gahri	Stingri	1	1	ʌwɐ	ʌwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ga	Gahri	Gawzang	1	1	ɐwɐ	ɐwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Darcha	1	1	ɐbɐ	ɐbɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Kolong	1	1	ɐbɐ	ɐbɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Kolong	1	2	ɐʋɐ	ɐʋɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Kolong	1	3	ɐwɐ	ɐwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Rarig	1	1	ɐbɐ	ɐbɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Rarig	2	2	jʌp	jʌp	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Tingrat	1	1	ɐpɐ	ɐpɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Khoksar	1	1	ɐbɐ	ɐbɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Khoksar	1	2	ɐʋɐ	ɐʋɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Khoksar	1	3	ɐwɐ	ɐwɐ	66	58	5	target	response	Unicode Charis/Doulos SIL text layer
105	father	Ld	Ladakhi	Leh	1	1	ɐbɐ	ɐbɐ	66	58	5	prior_list	response	Unicode Charis/Doulos SIL text layer
105	father	Bh	Bhoti	Spiti	1	1	ɐpɐ	ɐpɐ	66	58	5	prior_list	response	Unicode Charis/Doulos SIL text layer
105	father	Tb	Tibetan	Lhasa	1	1	paba	paba	66	58	5	comparison	response	Unicode Charis/Doulos SIL text layer
106	mother	Hi	Hindi	Standard	4	1	mɐtɐ	mɐtɐ	67	59	1	comparison	response	Unicode Charis/Doulos SIL text layer
106	mother	Hi	Hindi	Standard	4	2	mɐ ̃	mɐ ̃	67	59	1	comparison	response	Unicode Charis/Doulos SIL text layer
106	mother	Pg	Pangi	Tindi	2	1	idʒi	idʒi	67	59	1	prior_list	response	Unicode Charis/Doulos SIL text layer
106	mother	Ch	Chinali	Gushal	1	1	ʌmːɐ	ʌmːɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ch	Chinali	Nalda	3	1	jɐːʔ	jɐːʔ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Lo	Lohari	Gondhla	1	1	ʌmɐ	ʌmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Lo	Lohari	Gawzang	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Jobrang	3	1	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Thirot	3	1	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Udeypur	1	1	əmːɐ	əmːɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Udeypur	3	2	jɐh	jɐh	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Gushal	3	1	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Mooling	1	1	ʌmʌ	ʌmʌ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Mooling	3	2	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Tholang	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Tholang	3	2	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Chimrat	3	1	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Pa	Pattani	Salgram	3	1	jɐ	jɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ti	Tinani	Sissu	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ti	Tinani	Gondhla	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ga	Gahri	Keylong	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ga	Gahri	Stingri	1	1	ʌmɐ	ʌmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ga	Gahri	Gawzang	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Darcha	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Kolong	1	1	əmɐ	əmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Rarig	1	1	əmɐ	əmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Tingrat	1	1	ɐmɐ	ɐmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Khoksar	1	1	əmɐ	əmɐ	67	59	1	target	response	Unicode Charis/Doulos SIL text layer
106	mother	Ld	Ladakhi	Leh	1	1	ɐmɐ	ɐmɐ	67	59	1	prior_list	response	Unicode Charis/Doulos SIL text layer
106	mother	Bh	Bhoti	Spiti	1	1	ɐmɐ	ɐmɐ	67	59	1	prior_list	response	Unicode Charis/Doulos SIL text layer
106	mother	Tb	Tibetan	Lhasa	1	1	ama	ama	67	59	1	comparison	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Hi	Hindi	Standard	3	1	bʌɖɐbhɐi	bʌɖɐbhɐi	67	59	2	comparison	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Hi	Hindi	Standard	4	2	dɐdɐ	dɐdɐ	67	59	2	comparison	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pg	Pangi	Tindi	2	1	bɐu	bɐu	67	59	2	prior_list	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ch	Chinali	Gushal	5	1	qʌqʌ	qʌqʌ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ch	Chinali	Nalda	5	1	meɖʌqʌqʌ	meɖʌqʌqʌ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Lo	Lohari	Gondhla	5	1	kʌkɐ	kʌkɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Lo	Lohari	Gawzang	5	1	kɐkɐ	kɐkɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Jobrang	5	1	kʌkʌ	kʌkʌ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Thirot	5	1	moɖkɐkɐ	moɖkɐkɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Udeypur	5	1	kəkːɐ	kəkːɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Gushal	5	1	moɖɛkəkːɐ	moɖɛkəkːɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Mooling	5	1	moɽekɐkɐ	moɽekɐkɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Tholang	5	1	moɽekɐkɐ	moɽekɐkɐ	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Chimrat	5	1	moɖekɐh	moɖekɐh	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Pa	Pattani	Salgram	5	1	moɾekɐg	moɾekɐg	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ti	Tinani	Sissu	1	1	ɐtʃo	ɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ti	Tinani	Gondhla	1	1	hetig.hɐtʃo	hetig.hɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ga	Gahri	Keylong	1	1	ɐtʃo	ɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ga	Gahri	Stingri	1	1	ʌtʃho	ʌtʃho	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ga	Gahri	Gawzang	1	1	ɐtʃo	ɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Darcha	1	1	ɐtʃo	ɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Kolong	1	1	ətʃho	ətʃho	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Rarig	1	1	ətʃho	ətʃho	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Tingrat	1	1	ɐtʃo	ɐtʃo	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Khoksar	1	1	ətʃho	ətʃho	67	59	2	target	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Ld	Ladakhi	Leh	1	1	ɐtʃo	ɐtʃo	67	59	2	prior_list	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Bh	Bhoti	Spiti	1	1	ɐtʃo	ɐtʃo	67	59	2	prior_list	response	Unicode Charis/Doulos SIL text layer
107	older.brother	Tb	Tibetan	Lhasa	6	1	tʃinphɔ	tʃinphɔ	67	59	2	comparison	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Hi	Hindi	Standard	2	1	tʃhotɐbhɐi	tʃhotɐbhɐi	67	59	3	comparison	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pg	Pangi	Tindi	2	1	bhɐi	bhɐi	67	59	3	prior_list	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ch	Chinali	Gushal	2	1	bhɐi	bhɐi	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ch	Chinali	Nalda	5	1	mʌʈhʌ.qʌqʌ	mʌʈhʌ.qʌqʌ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Lo	Lohari	Gondhla	2	1	bʌjɐ	bʌjɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Lo	Lohari	Gawzang	2	1	bhɐijɐ	bhɐijɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Jobrang	6	1	nuɐ	nuɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Thirot	6	1	nuwɐ	nuwɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Udeypur	6	1	nuwɐ	nuwɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Gushal	6	1	nowɐ	nowɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Mooling	4	1	kwɛtʃnũwã	kwɛtʃnũwã	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Mooling	6	2	kwɛtʃnũwã	kwɛtʃnũwã	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Tholang	6	1	noɐ ̃	noɐ ̃	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Chimrat	6	1	nuwɐ	nuwɐ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Pa	Pattani	Salgram	4	1	kuɐtʃkɐg	kuɐtʃkɐg	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ti	Tinani	Sissu	3	1	tʃotʃo	tʃotʃo	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ti	Tinani	Gondhla	7	1	nukh	nukh	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ga	Gahri	Keylong	1	1	bet ̪	bet ̪	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ga	Gahri	Keylong	3	2	dʒɔdʒɔ	dʒɔdʒɔ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ga	Gahri	Stingri	3	1	tʃutʃho	tʃutʃho	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ga	Gahri	Gawzang	1	1	bet ̪	bet ̪	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Darcha	6	1	no	no	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Kolong	3	1	tʃhotʃho	tʃhotʃho	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Kolong	6	2	n̪o	n̪o	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Rarig	3	1	tʃhotʃho	tʃhotʃho	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Rarig	6	2	n̪o	n̪o	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Tingrat	6	1	nɔõ	nɔõ	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Tingrat	6	2	n̪o	n̪o	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Khoksar	3	1	tʃhotʃho	tʃhotʃho	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Bh	Bhoti	Khoksar	6	2	n̪o	n̪o	67	59	3	target	response	Unicode Charis/Doulos SIL text layer
108	younger.brother	Ld	Ladakhi	Leh	6	1	no	no	67	59	3	prior_list	response	Unicode Charis/Doulos SIL text layer
