ID,Short,Source,Progress,Provenance,Editor,OCR,Etymology_Provenance
emeneau1997brahui,E1997,"Murray B\. Emeneau\.
Brahui etymologies and phonetic developments: new items\.
*Bulletin of the School of Oriental and African Studies*, 60\(3\):440–447, 1997\.
Copyright SOAS 1997; the publisher PDF is not redistributed\.
URL: [https://www\.jstor\.org/stable/619537](https://www.jstor.org/stable/619537), [doi:10\.1017/S0041977X00032481](https://doi.org/10.1017/S0041977X00032481)\.","All lexical, etymological, dictionary-correction, and phonological claims on pp. 440--447; reference list excluded as non-lexical",data/other/forms/20260819-emeneau-brahui-1997.csv; data/other/entry_texts/20260819-emeneau-brahui-1997.csv; data/other/forms/raw_data/20260819-emeneau-brahui-1997-audit.csv; data/other/forms/raw_data/20260819-emeneau-brahui-1997-manifest.json; data/other/forms/raw_data/20260819-emeneau-brahui-1997-reconciliation.json; conversion/emeneau-brahui.txt,OpenAI Codex,No,source
burrow-emeneau1972den1,B1972,"Thomas Burrow and Murray B\. Emeneau\.
Dravidian etymological notes: supplement to ded, deds, and dbia, pt\. i\.
*Journal of the American Oriental Society*, 92\(3\):397–418, 1972\.
The publisher PDF is not redistributed\.
URL: [https://www\.jstor\.org/stable/600566](https://www.jstor.org/stable/600566), [doi:10\.2307/600566](https://doi.org/10.2307/600566)\.",Every numbered additions-and-corrections segment on pp. 399--418; pp. 397--399 preliminaries and bibliography retained only as extraction context,data/other/forms/20260819-burrow-emeneau-den1.csv; data/other/entry_texts/20260819-burrow-emeneau-den1.csv; data/other/forms/raw_data/burrow_emeneau_1972_den1_agent; data/other/forms/raw_data/20260819-burrow-emeneau-den1-audit.csv; data/other/forms/raw_data/20260819-burrow-emeneau-den1-manifest.json; data/other/forms/raw_data/20260819-burrow-emeneau-den1-reconciliation.json; conversion/dedr.txt,OpenAI Codex,No,source
burrow-emeneau1972den2,B1972a,"Thomas Burrow and Murray B\. Emeneau\.
Dravidian etymological notes: supplement to ded, deds, and dbia, pt\. ii\.
*Journal of the American Oriental Society*, 92\(4\):475–491, 1972\.
The publisher PDF is not redistributed\.
URL: [https://www\.jstor\.org/stable/599958](https://www.jstor.org/stable/599958), [doi:10\.2307/599958](https://doi.org/10.2307/599958)\.",Every numbered DEDS and DBIA addition or correction on pp. 475--479; indexes on pp. 480--491 retained only as extraction context,data/other/forms/20260819-burrow-emeneau-den2.csv; data/other/entry_texts/20260819-burrow-emeneau-den2.csv; data/other/forms/raw_data/burrow_emeneau_1972_den2_agent; data/other/forms/raw_data/20260819-burrow-emeneau-den2-audit.csv; data/other/forms/raw_data/20260819-burrow-emeneau-den2-manifest.json; data/other/forms/raw_data/20260819-burrow-emeneau-den2-reconciliation.json; conversion/dedr.txt,OpenAI Codex,No,source
torwali2023student,T2023,"Zubair Torwali\.
*Torwali English Dictionary for Students with Pictures*\.
Idara Baraye Taleem\-o\-Taraqi, Bahrain, Swat, 2023\.
ISBN 978\-969\-9665\-01\-1\.
Author\-uploaded PDF snapshot; SHA\-256 da338088c2674f0eccdb426fbcac210ebd9d258b2cfa7f2870171b228f42e33f\. The corresponding Webonary edition at https://www\.webonary\.org/torwali/en/ reported 2,271 entries and a 2023\-08\-21 upload; it was used for representative validation, not bulk extraction\. The PDF typography yields 2,269 headword records\.
URL: [https://commons\.wikimedia\.org/wiki/File:Torwali\\\_Dictionary\\\_PDF\.pdf](https://commons.wikimedia.org/wiki/File:Torwali\_Dictionary\_PDF.pdf)\.","Every headword record on PDF pp. 14--230 with an explicit source IPA pronunciation: 1,943 installed forms, comprising 1,922 unmarked Sinkaen/Bahrain forms and 21 forms explicitly marked Chail; 326 pronunciation-less records retained in the audit only",data/other/forms/20260820-torwali-student-2023.csv; data/other/forms/raw_data/torwali_student_2023.py; data/other/forms/raw_data/20260820-torwali-student-2023-audit.csv; data/other/forms/raw_data/20260820-torwali-student-2023-sample.csv; data/other/forms/raw_data/20260820-torwali-student-2023-manifest.json; conversion/torwali-student.txt,OpenAI Codex,No,
knobloch2020sauji,K2020,"Nina Knobloch\.
A grammar sketch of sauji: an indo\-aryan language of afghanistan\.
Independent thesis, Degree of Master (One Year), 15 ECTS, Stockholm University, Stockholm, 2020\.
Department of Linguistics, General Linguistics; supervised by Henrik Liljegren; produced within the project “Language Contact and Relatedness in the Hindu Kush Region” \(Swedish Research Council VR 421\-2014\-631\)\.
URL: [https://urn\.kb\.se/resolve?urn=urn:nbn:se:su:diva\-182519](https://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-182519)\.","Every glossed Sauji form printed in the thesis: Tables 2, 4, 6, 7, 8, 9, 10 and 11, the Sauji column of Table 14, the syllable-structure examples in (1), all interlinear examples including the three appendix texts, and the italicised citations in running prose. Excludes the Palula and Kalkoti comparanda, the phoneme-inventory and case-suffix charts, bare inflectional affixes, the Appendix B index of recordings, and the bibliography","Open-access full text downloaded from DiVA record diva2:1440556 on 2026-08-25; PDF SHA-256 38e02514183aa4b7d6a424e81a06f27d31d99b0935af87a49488ebbab859da38 and SHA-512 matching the checksum published in the DiVA record; reproducible extraction, checked-in extraction snapshot and audit in data/other/forms/raw_data/knobloch_sauji_2020.py and data/other/forms/raw_data/20260825-knobloch-sauji-audit.csv; installed rows in data/other/forms/20260825-knobloch-sauji.csv",Aryaman Arora and Anthropic Claude,No,none
buddruss1967sau,B1967a,"Georg Buddruss\.
*Die Sprache von Sau in Ostafghanistan: Beiträge zur Kenntnis des dardischen Phalūra*\.
Münchener Studien zur Sprachwissenschaft, Beiheft M\.
Kitzinger in Kommission, Munich, 1967\.
The first grammar sketch of Sauji, based on two days of work with a single consultant in Jalalabad in 1956\.",Cited only as the secondary authority behind individual forms that Knobloch (2020) reproduces from it; the work itself has not been ingested,data/other/forms/20260825-knobloch-sauji.csv,Aryaman Arora,No,
rezaibaghbidi2003zargari,R2003,"Hassan Rezai Baghbidi\.
The zargari language: an endangered european romani in iran\.
*Romani Studies*, 13\(2\):123–148, 2003\.
Based on the author's own fieldwork in Zargar village in 2000–1; the village is located at 36° 03$'$ N, 50° 23$'$ E\.
URL: [https://www\.researchgate\.net/publication/361415781](https://www.researchgate.net/publication/361415781)\.","Every isolated Zargari word glossed anywhere in the article (phonology, morphology, syntax and lexicon sections, pp. 124--148), together with the multi-word Zargari items printed inside its lexical lists: the interrogative, indefinite and quantitative pronoun lists, the cardinal-numeral table, and the adverb, adposition, conjunction and interjection lists. Excludes clause and phrase examples, the unglossed paradigm tables (Layer I/II case suffixes, personal endings, personal pronouns, demonstratives, possessives, reflexives, the copula, and the mediopassive and Azari Turkish loan conjugations), and all Hindi, Sanskrit, Qorbati, Seliyeri, Persian, Arabic, Greek, Armenian and Early Romani comparanda",Author-supplied PDF of the published article downloaded from ResearchGate on 2026-08-25; PDF SHA-256 d8103f0596fb79dfac0019b6728802f409a41ceb846e351ccfd0d01a9c4434ca; reproducible extraction and per-span curation in data/other/forms/raw_data/rezai_baghbidi_zargari_2003.py with the checked-in audit data/other/forms/raw_data/20260825-rezai-baghbidi-zargari-audit.csv; installed rows in data/other/forms/20260825-rezai-baghbidi-zargari.csv,Aryaman Arora and Anthropic Claude,No,none
beine1994gondi,B1994,"David K\. Beine\.
A sociolinguistic survey of the gondi\-speaking communities of central india\.
Master's thesis, San Diego State University, San Diego, 1994\.
Comparative word lists of 210 meanings elicited at 46 survey sites across Madhya Pradesh, Maharashtra, Andhra Pradesh and Orissa, transcribed in IPA, with mutual\-intelligibility testing\.","The 210-meaning IPA word list for each of the 46 survey sites, as digitized by Rama, \c{C}\""oltekin and Sofroniev (2017). The thesis itself was not consulted; its prose, sociolinguistic testing, questionnaires and site descriptions beyond the survey-site labels are not represented",Not consulted directly. Every installed form reaches Jambu through the digitization released as rama-coltekin-sofroniev2017gondi; see that entry for checksums and the audit trail,Aryaman Arora and Anthropic Claude,No,none
rama-coltekin-sofroniev2017gondi,R2017,"Taraka Rama, Çağrı Çöltekin, and Pavel Sofroniev\.
A computational analysis of gondi dialects\.
In *Proceedings of the Fourth Workshop on NLP for Similar Languages, Varieties and Dialects \(VarDial\)*, 26–35\. Valencia, Spain, 2017\. Association for Computational Linguistics\.
Digitization of the word lists collected by Beine \(1994\); the survey\-site coordinates are the authors' geolocation of Beine's site descriptions, published in maps/gondi\.kml\.
URL: [https://github\.com/PhyloStar/Gondi\-Dialect\-Analysis](https://github.com/PhyloStar/Gondi-Dialect-Analysis), [doi:10\.5281/zenodo\.1220088](https://doi.org/10.5281/zenodo.1220088)\.","The complete 46 sites x 210 concepts IPA matrix in data/gondi_combined_cognates.csv, one Jambu form per elicited response. The 158 cells printed as ----- carry no elicited word and are recorded in the audit only. Excludes the LingPy-derived ASJP and SCA recodings, Taraka Rama's Gondi-internal Cognate Class judgments (both preserved per record in the audit), the pre-segmented copy in data/combined_data.tsv, and the Nexus matrices, MrBayes consensus trees, autoencoder code and paper, which are analysis results rather than lexemes. Survey-site names, coordinates and the Glottolog subgroup labels of table 1 are installed as dialect metadata","Upstream repository cloned on 2026-08-25 and pinned at release v1.0; SHA-256 738f3a0bb4045d9c256542176aa18e7a96ba4320faed0061f738827d73162ef7 (data/gondi_combined_cognates.csv), db68fc7e878c3abe31806ab57a5c909ebcae501ece06d8370e0bd3a20a99edf1 (data/gondi_combined.tsv) and 8fac9b91a69c30e3f97148a6ca3e70a1941c44c4a66915e656107a64b362cbbb (maps/gondi.kml), each byte-identical at v1.0 and at master 642425c. Reproducible importer data/other/forms/raw_data/gondi_beine.py with the checked-in audit data/other/forms/raw_data/20260825-gondi-beine-audit.csv, manifest 20260825-gondi-beine-manifest.json and seeded sample 20260825-gondi-beine-sample.csv; installed rows in data/other/forms/20260825-gondi-beine.csv",Aryaman Arora and Anthropic Claude,No,none
woods2019halbi,W2019,"Fran Woods\.
Halbi – english dictionary\.
Webonary\.org, 2019\.
Web edition of a lexicon compiled among Raj Mureas at Bhatpal village, Bastar, by Fran Woods and Betsy Schuyler \(1967–1969\) and by Woods on field trips \(1971–1978\)\. Devanagari headwords with phonemic IPA citation forms, English and Hindi definitions, illustrative sentences, SIL semantic\-domain codes and typed variant, complex\-form and cross\-reference relations\. SIL Language \\\\&amp; Culture Archives entry 84724 reported 7,556 entries at publication; the 2026\-08\-26 crawl of the live edition yields 7,788 distinct entry GUIDs\.
URL: [https://www\.webonary\.org/halbi/](https://www.webonary.org/halbi/)\.","7,773 of the 7,788 entries rendered by the vernacular browse index: every record carrying a headword, an IPA citation form, and either a definition or a variant-of relation. Fifteen records are excluded and accounted for in the audit --- 7 with no citation form, 7 with neither definition nor relation, and 1 whose citation-form field holds Devanagari. Example sentences, pictures and audio are not installed","Crawled from the paginated FLEx XHTML browse export on 2026-08-26 with data/other/forms/raw_data/woods_halbi.py; 364 pages cached under tmp/webonary-halbi-cache and rebuildable offline. Installed rows in data/other/forms/20260826-woods-halbi.csv with the checked-in audit data/other/forms/raw_data/20260826-woods-halbi-audit.csv, manifest 20260826-woods-halbi-manifest.json and seeded sample 20260826-woods-halbi-sample.csv; transcription profile conversion/halbi-woods.txt",Aryaman Arora and Anthropic Claude,No,none
beine2017bhatri,B2017a,"Dave Beine\.
A sociolinguistic survey of the bhatri\-speaking communities of central india\.
SIL Electronic Survey Report 2017\-005, SIL International, 5 2017\.
Researched by Dave Beine, Bruce Cain, Kathy Cain, Michael Jeyabalan, Ashok Sawlikar and Satya Soren\. Fieldwork was carried out between February and November 1989 in Bastar District, Madhya Pradesh \(now Chhattisgarh\) and Koraput District, Orissa \(now Odisha\), and the report was published without revision in May 2017\. Word lists of 210 items were elicited at each site in what the report calls a modified International Phonetic Alphabet; no transcription key is printed, so the symbol values recorded in conversion/beine\-bhatri\.txt are established distributionally and from the rendered page images\.
URL: [https://www\.sil\.org/resources/archives/71330](https://www.sil.org/resources/archives/71330)\.","Appendix A: Wordlists only (PDF pages 16--39 = printed pages 10--33): the complete 12 site x 210 concept comparative word list, comprising nine Bhatri survey points and the three comparison lects (Halbi from Bhatpal, Oriya from Cuttack, Adivasi Oriya from Araku Valley). 2,444 of the 2,520 printed cells carry an elicited word and yield 2,492 installed forms, 48 of them second responses printed in one cell; 74 cells print an en dash and 2 Halbi cells print a stray combining mark, and all 76 are recorded as missing in the audit. The report body, Appendix B (narrative texts and comprehension questions), Appendix C (recorded-text-test score sheets) and the References are not installed","Extracted from the born-digital CharisSIL text layer of the published PDF (SHA-256 4a9fec255be6a5e9967b66c494a4be575599d39bce58609573733a51a09d2891) with the reproducible importer data/other/forms/raw_data/beine_bhatri.py; checked-in audit data/other/forms/raw_data/20260825-beine-bhatri-audit.csv, manifest 20260825-beine-bhatri-manifest.json and seeded sample 20260825-beine-bhatri-sample.csv; installed rows in data/other/forms/20260825-beine-bhatri.csv; transcription profile conversion/beine-bhatri.txt",Aryaman Arora and Anthropic Claude,No,none
herin2012domari,H2012,"Bruno Herin\.
The domari language of aleppo \(syria\)\.
*Linguistic Discovery*, 10\(2\):1–52, 2012\.
Based on the author's own fieldwork among the Dōm of Aleppo in 2009–2010\.
URL: [https://journals\.dartmouth\.edu/journals/xmlpage/1/article/412](https://journals.dartmouth.edu/journals/xmlpage/1/article/412), [doi:10\.1349/PS1\.1537\-0852\.A\.412](https://doi.org/10.1349/PS1.1537-0852.A.412)\.","Every Domari item the article glosses across pp. 1--52: the citations in running prose and footnotes, the word-by-word glossed tokens of the numbered interlinear examples and of the inline examples that carry a parenthesised morpheme gloss, and the cells of the captioned lexeme paradigms (Tables 2, 3, 7--15). Excludes the free translations of examples, the phoneme-inventory chart (Table 1), the bound-affix charts (Tables 4--6), phrase and clause examples whose component lexemes are glossed elsewhere, Arabic, Kurdish, Turkish, Persian, Greek and Indo-Aryan donor and etymon forms, and the Palestinian, Beirut, Damascus, Idlib and Transcaucasian Dom material the article cites from Pott, Newbold, Paspati, Patkanoff, Macalister and Matras","Snapshot of the journal's XML/HTML rendering (?htmlAlways=yes) taken on 2026-08-25, SHA-256 905f18eec71f0fee0565ea1c008ceec5f1b3fda00e1e33c2200f1e45f2711202, with the publisher PDF (SHA-256 ba17d3e2ed8c4d35ff0bb56016088ac913b1d453ba80a53be54cd7f1e393d444) used only to recover the printed pagination; reproducible extraction, checked-in extraction snapshot and per-record audit in data/other/forms/raw_data/herin_domari_aleppo_2012.py, data/other/forms/raw_data/20260825-herin-domari-aleppo-extract.psv and data/other/forms/raw_data/20260825-herin-domari-aleppo-audit.csv; installed rows in data/other/forms/20260825-herin-domari-aleppo.csv",Aryaman Arora and Anthropic Claude,No,source-mapped
boretzky1994romani,B1994a,"Norbert Boretzky and Birgit Igla\.
*Wörterbuch Romani\-Deutsch\-Englisch für den südosteuropäischen Raum: Mit einer Grammatik der Dialektvarianten*\.
Harrassowitz, Wiesbaden, 1994\.
ISBN 9783447034593\.
The appendix deliberately covers “alte Etyma aus allen Dialekten” of European Romani rather than only the southeastern varieties of the dictionary proper, and cites every word in the shape it carries as a main entry there\. The scanned copy lacks the volume's front matter, so its abbreviation key and transcription description were not available; the source abbreviations used in the lists were resolved from the printed Literaturverzeichnis\.","The etymological appendix “Etymologien” on printed pages 311--338 only, i.e. its four alphabetical word lists: Indische Etyma (pp. 311--328), Iranische Etyma (pp. 329--331), Armenische Etyma (pp. 331--332) and Griechische Etyma (pp. 333--338). Every printed entry in those lists is represented. Excludes the A--Z Romani-German-English dictionary (pp. 1--310), the German-Romani and English-Romani reverse indexes (pp. 339--362), the Variantengrammatik (pp. 363--417) and the Literaturverzeichnis (pp. 417--418). The “s. X” cross-reference lines inside the lists are pointers to a full entry elsewhere in the same appendix and are recorded in the audit rather than installed as forms","Copyrighted Harrassowitz volume, not redistributed; scanned PDF SHA-256 2fc3678f13736e2c9f2f857a123803efde6955e56f2ad53ce4d3cb184771d6ee, 425 page images, no text layer. Hand-collated transcription layer in data/other/forms/raw_data/20260825-boretzky-igla-etymologies-extract.psv; importer data/other/forms/raw_data/boretzky_igla_1994.py; per-record audit data/other/forms/raw_data/20260825-boretzky-igla-etymologies-audit.csv and seeded sample data/other/forms/raw_data/20260825-boretzky-igla-etymologies-sample.csv; installed rows data/other/forms/20260825-boretzky-igla-etymologies.csv",Aryaman Arora and Anthropic Claude,No,source-mapped
sampson1926welsh,S1968a,"John Sampson\.
*The Dialect of the Gypsies of Wales, Being the Older Form of British Romani Preserved in the Speech of the Clan of Abram Wood*\.
Clarendon Press, Oxford, 2 edition, 1968\.
First published 1926; the 1968 reprint is the edition Boretzky \\\\&amp; Igla cite\.","Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Sa)” headwords, i.e. Welsh Romani words absent from their own dictionary",data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
sowa1898zigeuner,S1898,"Rudolf von Sowa\.
*Wörterbuch des Dialekts der deutschen Zigeuner*\.
Abhandlungen für die Kunde des Morgenlandes, IX\.
Brockhaus, Leipzig, 1898\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(So)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
thesleff1901finnland,T1901,"Arthur Thesleff\.
*Wörterbuch des Dialekts der Finnländischen Zigeuner*\.
Acta Societatis Scientiarum Fennicae, XXIX\.
Societas Scientiarum Fennica, Helsingfors, 1901\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Thes)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
rozwadowski1936zakopane,R1936,"Jan Rozwadowski\.
*Wörterbuch des Dialekts von Zakopane*\.
Mémoires de la Commission Orientaliste, 21\.
Polska Akademia Umiejętności, Kraków, 1936\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Rozw)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
colocci1889zingari,C1889,"Adriano Colocci\.
*Gli Zingari: Storia d'un popolo errante*\.
Loescher, Torino, 1889\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Col)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
finck1903zigeuner,F1903,"Franz Nikolaus Finck\.
*Lehrbuch des Dialekts der deutschen Zigeuner*\.
Elwert, Marburg, 1903\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Finck)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
jesina1886romanicib,J1886,"Josef Ješina\.
*Romani Čib oder die Zigeuner\-Sprache*\.
List \\\\&amp; Francke, Leipzig, 1886\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Je\v{s})”/“(Je\v{s}ina)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
lipa1963cikanstina,L1963,"Jiří Lipa\.
*Příručka Cikánštiny*\.
Státní pedagogické nakladatelství, Praha, 1963\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(L\'ipa)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
barannikov1934gypsy,B1934,"A\. P\. Barannikov\.
*The Ukrainian and South Russian Gypsy Dialects*\.
Academy of Sciences of the USSR, Leningrad, 1934\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Bar)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
paspati1870tchinghianes,P1870,"Georgios Alexandros Paspati\.
*Études sur les Tchinghianés ou Bohémiens de l'Empire Ottoman*\.
Antoine Koroméla, Constantinople, 1870\.
Reprinted Osnabrück 1973\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Paspati)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
bischoff1827woerterbuch,B1827,"Ferdinand Bischoff\.
*Deutsch\-Zigeunerisches Wörterbuch*\.
Voigt, Ilmenau, 1827\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Bischoff)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
heinschink1989izmir,H1989,"Mozes Heinschink\.
Language and culture of the izmir basket\-weavers\.
In *Jezik i Kultura Roma*\.
Institut za proučavanje nacionalnih odnosa, Sarajevo, 1989\.",Not ingested. Cited as the printed authority behind Boretzky & Igla's “(Heinschink)” headwords,data/other/forms/20260825-boretzky-igla-etymologies.csv,Aryaman Arora and Anthropic Claude,No,
valtonen1972suomen,V1972,"Pertti Valtonen\.
*Suomen Mustalaiskielen Etymologinen Sanakirja*\.
Tietolipas, 69\.
Suomalaisen Kirjallisuuden Seura, Helsinki, 1972\.","Not ingested. Named as “(Valt)” inside Boretzky & Igla's etymological brackets, which the Etymology field preserves verbatim",Secondary bibliography record transcribed from the source abbreviations in Boretzky and Igla; no installed form cites this key directly,Aryaman Arora and Anthropic Claude,No,
miklosich1872mundarten,M1872—1882,"Franz Miklosich\.
Über die mundarten und die wanderungen der zigeuner europas\.
*Denkschriften der philosophisch\-historischen Classe der kaiserlichen Akademie der Wissenschaften*, 1872–1882\.
Parts I–XII\.","Not ingested. Named as “(Mikl)” inside Boretzky & Igla's etymological brackets, which the Etymology field preserves verbatim",Secondary bibliography record transcribed from the source abbreviations in Boretzky and Igla; no installed form cites this key directly,Aryaman Arora and Anthropic Claude,No,
pott1844zigeuner,P1844—1845,"August Friedrich Pott\.
*Die Zigeuner in Europa und Asien: Ethnographisch\-linguistische Untersuchung vornehmlich ihrer Herkunft und Sprache*\.
Heynemann, Halle, 1844–1845\.
Two volumes, Halle 1844 and 1845; new edition Leipzig 1965\.","Not ingested. Named as “(Pott)” inside Boretzky & Igla's etymological brackets, which the Etymology field preserves verbatim",Secondary bibliography record transcribed from the source abbreviations in Boretzky and Igla; no installed form cites this key directly,Aryaman Arora and Anthropic Claude,No,
varghese-mathew2015idukki,V2015,"Bijumon Varghese and Jose P\. Mathew\.
Tribes of idukki, kerala\.
SIL Electronic Survey Report 2015\-029, SIL International, 12 2015\.
Fieldwork ran from December 2001 to the middle of 2002 and the report was written in October 2002; it was published without revision in 2015\. Sponsored and carried out by the Indian Institute for Cross\-Cultural Communication\. The report prints no coordinates for its survey sites\.
URL: [https://www\.sil\.org/resources/publications/entry/69566](https://www.sil.org/resources/publications/entry/69566)\.","Appendix B3 ""Phonetic Transcription of Wordlists"": the standard 210-item wordlist as elicited at nineteen survey sites across the five target speech varieties (Muthuvan, Mannan, Urali, Mala Pulaya and Paliya). Excludes the Tamil and Malayalam control wordlists elicited at every item for the lexical-similarity comparison, the printed gaps marked by lexical-similarity group 0 (No Entry), and the report's non-lexical appendices: Appendix A (IPA chart), B1 (counting procedures), B2 (language assistant biodata), C (recorded text tests), D (language use, attitude and vitality questionnaires), E (village and language information questionnaires) and F (tribal population tables)",Freely published SIL Electronic Survey Report; the publisher PDF is not redistributed. Downloaded from sil.org on 2026-08-26; PDF SHA-256 5d2618e5ca91aba8c28f2397a28e799c68d212ff85eea8168a89227dba7471ba; reproducible extraction in data/other/forms/raw_data/sil_idukki_2015.py with the checked-in per-record audit data/other/forms/raw_data/20260826-sil-idukki-audit.csv; installed rows in data/other/forms/20260826-sil-idukki.csv,Aryaman Arora and Anthropic Claude,No,none
varghese2015palakkad,V2015a,"Bijumon Varghese\.
The tribes of palakkad, kerala: a sociolinguistic profile\.
SIL Electronic Survey Report 2015\-028, SIL International, 12 2015\.
The appendix spells the Ancham site's lect both ""Mala Malasa"" and ""Mala Malasar"", and abbreviates Kadar and Eravallan to ""Kada"" and ""Eravalla""; the importer maps all of these onto the lects named in the report body\. The report prints no coordinates for its survey sites\.
URL: [https://www\.sil\.org/system/files/reapdata/12/30/35/123035517420667367799205409945550701297/silesr2015\\\_028\.pdf](https://www.sil.org/system/files/reapdata/12/30/35/123035517420667367799205409945550701297/silesr2015\_028.pdf)\.","Appendix B3 ""Phonetic Transcription of Wordlists"": the standard 210-item wordlist as elicited at twenty survey sites across the eight target speech varieties (Irula, Muduga, Attappady Kurumba, Kadar, Eravallan, Alu Kurumba, Malasar and Mala Malasar). Excludes the Tamil and Malayalam control wordlists elicited at every item for the lexical-similarity comparison, the printed gaps marked by lexical-similarity group 0 (No Entry), and the report's non-lexical appendices",Freely published SIL Electronic Survey Report; the publisher PDF is not redistributed. Downloaded from sil.org on 2026-08-26; PDF SHA-256 0260a0e7ce77cdedcb9c220979036d2f662f5c9c2b74a6a056e9146abd163bf8; reproducible extraction in data/other/forms/raw_data/sil_survey_wordlists.py with the checked-in per-record audit data/other/forms/raw_data/20260826-sil-palakkad-audit.csv; installed rows in data/other/forms/20260826-sil-palakkad.csv,Aryaman Arora and Anthropic Claude,No,none
varghesekumar2015noira,V2015b,"Bezily P\. Varghese and Sunil Kumar D\.
Noira bhils and a few other groups: a sociolinguistic study\.
SIL Electronic Survey Report 2015\-012, SIL International, Dallas, Texas, 2015\.
Printed numeric lexical\-similarity labels remain audit\-only and do not assert historical cognacy\. Astambha, Mundalwad/Mutalwad and Toranmal are report\-identified ESR 2013\-004 republications and are not installed twice\. Kotli\-Narayanpur and Kotli\-Taradi are provisionally routed as distinct Noiri survey\-site dialects because the report calls Kotli a reported Noiri dialect while concluding that its distinctive identity requires further research; source labels and uncertainty are preserved, dialect Glottocode and coordinates remain blank, and neither is equated with historical Kotali/Khandesi\.
URL: [https://www\.sil\.org/resources/archives/69229](https://www.sil.org/resources/archives/69229)\.","Appendix A3, printed pages 27--72: 2,714 manually verified lexical attestations from eleven new target lists. Excludes three republished ESR 2013-004 lists (630 conceptual cells / 834 responses), Gujarati, Marati and Hindi controls (630 cells / 837 responses), and all 44 source-explicit blanks","Official SIL PDF acquired from the publisher archive; the PDF is not redistributed. Canonical 96-page PDF SHA-256 cb93db089a21e55e878f436632d8282c64c98fca85afe18179f8f3383db35280. Every one of the 3,570 Appendix A3 cells was transcribed or dispositioned manually from rendered page images; frozen manual chunks, exhaustive audit, zero-unresolved ledger, render manifest, profile inventory and Dhule-republication reconciliation are under data/other/forms/raw_data/sil_noira_2015; installed target rows are in data/other/forms/20260829-sil-noira.csv",Aryaman Arora and OpenAI Codex,No,none
padung-sako2015adi,P2015,"Tutum Padung and Kara Sako\.
A brief survey among the adi of arunachal pradesh\.
SIL Electronic Survey Report 2015\-016, SIL International, Dallas, Texas, 2015\.
Printed numeric lexical\-similarity labels remain audit\-only and do not assert historical cognacy\. Ninety\-four attested cells print two separately labelled responses and three print three responses; all are preserved with stable response keys\. The two literal question marks in huupe? and kapə? are visually verified source punctuation, not unresolved transcription\. The report supplies elicitation localities but no site coordinates, so all nine dialect rows intentionally leave latitude and longitude blank\.
URL: [https://www\.sil\.org/resources/archives/69459](https://www.sil.org/resources/archives/69459)\.","Appendix B, printed pages 13--34: 2,770 manually verified lexical response rows expanded from all 2,670 attested conceptual cells across nine target lists and all 307 prompts. Excludes ninety-three source-explicit no-entry cells and all non-lexical report sections","Official SIL PDF acquired from the publisher archive; the PDF is not redistributed. Canonical 45-page PDF SHA-256 8e1500383a02445252a3eb6973a1b011fabea71eb25ad79fc43ba5b78bd1135c. Every one of the 2,763 Appendix B cells was manually transcribed or dispositioned while viewing rendered source pages; the fifteen frozen manual chunks, exhaustive audit, zero-unresolved ledger, 22-page render manifest, symbol/profile inventory and pre-integration manifest are under data/other/forms/raw_data/sil_adi_2015; installed target rows are in data/other/forms/20260829-sil-adi.csv",Aryaman Arora and OpenAI Codex,No,none
