Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d2371,cali,dedr-reflex,f_rtrcuu5ikc4ri,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2372,*Sal-,merriam-pdr,f_c47es2mfftw5g,PDr,"merriam2026dravidiandb[record 2568, DEDR 2372]",,First source-ordered Merriam database reconstruction classified as PDr.
d2373,*ǯal-,merriam-pdr,f_aqap7in5d47fw,PDr,"merriam2026dravidiandb[record 2569, DEDR 2373];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2374,alai,dedr-reflex,f_eagtjx4qvrlfc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2375,calkī,dedr-reflex,f_s3rnzga7sw7o2,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2376,calpoṛi,dedr-reflex,f_j72uqijgwuahm,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2377,**celVkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2378,calla,dedr-reflex,f_ff7mklpwwqxls,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2379,callaṭam,dedr-reflex,f_kixxivo7bix5e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2380,callam,dedr-reflex,f_ideysdkanxs26,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2381,*ǯal-,merriam-pdr,f_ec4svgawcfc72,PDr,"merriam2026dravidiandb[record 2577, DEDR 2381];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2382,calli,dedr-reflex,f_vwcntcl7msd6y,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2383,jalle,dedr-reflex,f_ufpnb3henwtso,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2384,*ǯal-,merriam-pdr,f_bi556pp3qduyc,PDr,"merriam2026dravidiandb[record 2580, DEDR 2384];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2385,cavaṭi,dedr-reflex,f_qdym2ok6hzdq6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2386,cavaṭu,dedr-reflex,f_bufaxio5aqxua,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2387,cavaṭṭu,dedr-reflex,f_tzlwtmelgv5y4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2388,savaṭu,dedr-reflex,f_ta26t4pk3g3ta,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2389,savaru,dedr-reflex,f_pldpnnkbb7et2,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2390,cavr- (cavry-),dedr-reflex,f_hyochyi7rseom,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2391,*śav-,merriam-pdr,f_r3fgwqwneukz4,PDr,"merriam2026dravidiandb[record 2587, DEDR 2391];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2392,cavalai,dedr-reflex,f_yfe4wjkoclfu2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2393,cavaḷ,dedr-reflex,f_pyzg6vf2uaahu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2394,cavaḷi,dedr-reflex,f_j4f2n5z7ggos2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2395,cavaṟu,dedr-reflex,f_5oazfe4ur3csq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2396,*Sav-,merriam-pdr,f_ykbqrlmso6kns,PDr,"merriam2026dravidiandb[record 2592, DEDR 2396];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2397,javi,dedr-reflex,f_udflixh6fzqpo,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2398,javugu,dedr-reflex,f_zfgh7iyt7khem,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2399,savute,dedr-reflex,f_rf3ccrgq4kbqa,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2400,cavvu,dedr-reflex,f_r3zceqbzi4ljs,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2401,aṛ̆uŋku,dedr-reflex,f_4ruulemcdxqjs,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2402,*caṭa-ppī,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2403,jaṛhuttānā,dedr-reflex,f_dwpsi7dxouzvy,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2404,saṛānā,dedr-reflex,f_atwm3qq5j4jdy,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2405,caḷa-caḷ-eṉal,dedr-reflex,f_24fdbucdjwgn6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2406,caḷi,dedr-reflex,f_hc5zuxvmmkrue,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2407,caḷai,dedr-reflex,f_75jmzpqclkiii,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2408,*čaḷ-,merriam-pdr,f_c55gjzhepq44o,PDr,"merriam2026dravidiandb[record 2604, DEDR 2408];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2409,*ǯalb-,merriam-pdr,f_tvjmq7qnhpxo4,PDr,"merriam2026dravidiandb[record 2605, DEDR 2409]",,First source-ordered Merriam database reconstruction classified as PDr.
d2410,*cāl-iy-anṯu,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2411,*caḷ-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6233, DEDR 2411];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2412,caḷḷal,dedr-reflex,f_47m72e7wpbcno,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2413,caḷḷu,dedr-reflex,f_xhfpp6uldhhhc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2414,caḷḷu,dedr-reflex,f_f66lcm64zkrdk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2415,caḷḷu-kkāy,dedr-reflex,f_bzyr72fxq2xoc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2416,**car-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2417,sarrī,dedr-reflex,f_6pj777sja2iwq,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2418,saṟi,dedr-reflex,f_jajrcl4t4npvo,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2419,*sar_-,merriam-pdr,f_m2ucwkeg3maje,PDr,"merriam2026dravidiandb[record 2615, DEDR 2419];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2420,*sarg-i,merriam-pdr,f_jilpzxhalhnsq,PDr,"merriam2026dravidiandb[record 2616, DEDR 2420]",,First source-ordered Merriam database reconstruction classified as PDr.
d2421,caṟacu,dedr-reflex,f_h7floftdj5gd4,Telugu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2422,jaṟe,dedr-reflex,f_n2pwag2sfeun4,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2423,cannu,dedr-reflex,f_srzrbkl62fmx4,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2424,canxnā,dedr-reflex,f_psigxv3kwc3zc,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2425,caṉṉai,dedr-reflex,f_tbknqgipnbzuc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2426,*caH-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2427,ca·k (ca·yk-),dedr-reflex,f_pox25cziveex6,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2428,cākku,dedr-reflex,f_sd7rwvqiljlds,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2429,*śāk-,merriam-pdr,f_khsaek4zgoj6y,PDr,"merriam2026dravidiandb[record 2625, DEDR 2429];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2430,cāy,dedr-reflex,f_7cur5w43wkyuy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2431,cā̃xnā,dedr-reflex,f_bml3ldggdc2gq,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2432,cākkaiyaṉ,dedr-reflex,f_kq4stpl43xmlw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2433,*cā-,merriam-pdr,f_62wxnax3rafru,PDr,"merriam2026dravidiandb[record 2629, DEDR 2433];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2434,hās ( -ku),dedr-reflex,f_5snuh4dkchj6a,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2435,**cēccV,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2436,cāci,dedr-reflex,f_rfhnftw6udxoc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2437,jāju,dedr-reflex,f_owkgovm6x2hjo,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2438,sāṭi,dedr-reflex,f_jhqng6nkn5os2,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2439,cāṭuka,dedr-reflex,f_xbcp3aiqzfekk,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2440,**cāṭṭVkV-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2441,cāṭu,dedr-reflex,f_5623w6gqejkjc,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2442,cāṭai,dedr-reflex,f_ndqtgao5zodsk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2443,*ǯāṭ-,merriam-pdr,f_q36f42kuvidik,PDr,"merriam2026dravidiandb[record 2639, DEDR 2443]",,First source-ordered Merriam database reconstruction classified as PDr.
d2444,*ǯēn-,merriam-pdr,f_ry5ptr7wjx6cw,PDr,"merriam2026dravidiandb[record 2640, DEDR 2444]",,First source-ordered Merriam database reconstruction classified as PDr.
d2445,cāṇa,dedr-reflex,f_h5arcabvwhrw4,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2446,cāṇāṉ,dedr-reflex,f_ifvubcht6exli,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2447,cāṇṭu,dedr-reflex,f_74qmqizawhrxi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2448,cāttu,dedr-reflex,f_t3whgdvlo7q2q,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2449,cāttu,dedr-reflex,f_s672qrnfksyiu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2450,cāttu,dedr-reflex,f_nszs6ua6z76qk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2451,jāni-giḍa,dedr-reflex,f_4y33yv4i6y7mk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2452,*čāp-,merriam-pdr,f_s63fzpf5ghrsq,PDr,"merriam2026dravidiandb[record 2648, DEDR 2452];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2453,cāmpu,dedr-reflex,f_v7gaid3jw3zrw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2454,cāmpu,dedr-reflex,f_evywibpbckeze,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2455,cāy,dedr-reflex,f_d3oahncwauaoq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2456,cāy,dedr-reflex,f_5fgh2d36336km,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2457,cāy,dedr-reflex,f_lxtrgtb2uaxns,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2458,*taj-,merriam-pdr,f_dabyec34s6wws,PDr,"merriam2026dravidiandb[record 2654, DEDR 2458]",,First source-ordered Merriam database reconstruction classified as PDr.
d2459,jāyila,dedr-reflex,f_uxkocfxohzx24,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2460,cār,dedr-reflex,f_gwagrwfewdyiu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2461,hār- (-t-),dedr-reflex,f_koupauuzqrsqs,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2462,cāraṇai,dedr-reflex,f_s2cezbvyknplu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2463,cāram,dedr-reflex,f_asf62jakui5ew,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2464,cāri,dedr-reflex,f_u4xdv4g7fhs4q,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2465,*sār-i,merriam-pdr,f_3gtkxupuac7zo,PDr,"merriam2026dravidiandb[record 2661, DEDR 2465]",,First source-ordered Merriam database reconstruction classified as PDr.
d2466,sārincu,dedr-reflex,f_32eegsr5jde2i,Telugu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2467,jārige-huḷi-mara,dedr-reflex,f_4l2hgqsz654l4,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2468,*sāp-u,merriam-pdr,f_p2iubeg2genju,PDr,"merriam2026dravidiandb[record 2664, DEDR 2468]",,First source-ordered Merriam database reconstruction classified as PDr.
d2469,cār,dedr-reflex,f_oowmpai57xj5u,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2470,*sāl-,merriam-pdr,f_j7bkixhfgwdkc,PDr,"merriam2026dravidiandb[record 2666, DEDR 2470];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2471,*cāl,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2472,ca·lm ( ca·lt-),dedr-reflex,f_ir2rviyfh3tv2,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2473,jālāri,dedr-reflex,f_rr6braxdbc3lk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2474,cāli,dedr-reflex,f_ste7mx4frzfaq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2475,*sāl-,merriam-pdr,f_euhwzutxpi6ok,PDr,"merriam2026dravidiandb[record 2671, DEDR 2475]",,First source-ordered Merriam database reconstruction classified as PDr.
d2476,cālī,dedr-reflex,f_22x62prhgiolq,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2477,cāḷikai,dedr-reflex,f_c52slwyqiksku,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2478,sāḷuva,dedr-reflex,f_pnkjf2swsnks2,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2479,cāḷai,dedr-reflex,f_vjwlqjlolowsi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2480,sālē,dedr-reflex,f_xlq35y33yvway,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2481,cārai,dedr-reflex,f_kub5wlraswwpy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2482,cāṟu,dedr-reflex,f_yepeymh42l4gy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2483,cāṟu,dedr-reflex,f_vzoebzavuccy4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2484,*cār-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2485,*caṯ-V,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2486,**cāl,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2487,jāna,dedr-reflex,f_xynunjbgenjfe,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2488,cikkaṉavu,dedr-reflex,f_kgbawczokhcii,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2489,**cikV,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2490,cigaḷi,dedr-reflex,f_5z5oefw34o6dy,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2491,*cī-,merriam-pdr,f_vnhdw7bqtks6o,PDr,"merriam2026dravidiandb[record 2687, DEDR 2491];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2492,sik- (-t-),dedr-reflex,f_fhmnnv4c4feqw,Konda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2493,hig- (hikt-),dedr-reflex,f_22zj7xzxm6jfm,Pengo,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2494,*cī(n)q,merriam-pdr,f_trh7pkgvqonfm,PDr,"merriam2026dravidiandb[record 2690, DEDR 2494]",,First source-ordered Merriam database reconstruction classified as PDr.
d2495,cikka,dedr-reflex,f_vzwwpxhsxv3t4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2496,cikkaṭi,dedr-reflex,f_ebt4t5s2r4cpm,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2497,cikkam,dedr-reflex,f_2ripkjhjfdlq4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2498,*cilk-,merriam-pdr,f_bmcremqz3mcqs,PDr,"merriam2026dravidiandb[record 2694, DEDR 2498];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2499,cikk-eṉa,dedr-reflex,f_rmf5pdz5xtqps,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2500,cikku,dedr-reflex,f_s4puhlkgwbxsi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2501,ciŋka-vāṛ̆ai,dedr-reflex,f_zgkr2ntabhsau,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2502,siŋgaṇika,dedr-reflex,f_cuqij6ggjdvci,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2503,*sir-ŋ-,merriam-pdr,f_jzf6vkoykpfp2,PDr,"merriam2026dravidiandb[record 2699, DEDR 2503]",,First source-ordered Merriam database reconstruction classified as PDr.
d2504,jiŋke,dedr-reflex,f_oancnq7yvokja,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2505,*Suŋk-,merriam-pdr,f_h2xtlbd34amrk,PDr,"merriam2026dravidiandb[record 2701, DEDR 2505]",,First source-ordered Merriam database reconstruction classified as PDr.
d2506,cigḷa,dedr-reflex,f_7l6eywkzpfkfk,Kannada,dedr;Tipt-Kannada,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2507,ciṭike,dedr-reflex,f_65wfz7bev3azu,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2508,ciṭi ciṭi hoḍe,dedr-reflex,f_w4yn5d6kptbog,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2509,ciṭuciṭuppu,dedr-reflex,f_ny6ydehb2ly22,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2510,*čiṭ-,merriam-pdr,f_begd34npvigns,PDr,"merriam2026dravidiandb[record 2706, DEDR 2510];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2511,*ciṭ-,merriam-pdr,f_j4n76szdwpm46,PDr,"merriam2026dravidiandb[record 2707, DEDR 2511]",,First source-ordered Merriam database reconstruction classified as PDr.
d2512,ciṭṭi,dedr-reflex,f_nkxdueulouafc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2513,ciṭṭu,dedr-reflex,f_sxfwu2qyqshve,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2514,ciṭṭai,dedr-reflex,f_qrrpszk35o6eq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2515,*cir-ṅk,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2516,*ǯī̆nṭ- (?),merriam-pdr,f_hyjdl6guwe4x2,PDr,"merriam2026dravidiandb[record 2712, DEDR 2516];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2517,siḍḍī,dedr-reflex,f_j727me536xmwa,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2518,*ciṭ(r)/cir(k)-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2519,jiṇagu,dedr-reflex,f_htfgta3ttgpyy,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2520,*ciṇ- (*č-),merriam-pdr,f_z4yey6uzcmfok,PDr,"merriam2026dravidiandb[record 2716, DEDR 2520];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2521,ciṇuŋku,dedr-reflex,f_sxmaip7nchuwk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2522,sinpa- (-t-),dedr-reflex,f_qoxxxhnzpie52,Konda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2523,cīṇṭu,dedr-reflex,f_tyupefjfbblhm,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2524,*čid-,merriam-pdr,f_hnvvbqxjnduts,PDr,"merriam2026dravidiandb[record 2720, DEDR 2524];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2525,citampu,dedr-reflex,f_5oseyus66ynhk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2526,*čid-,merriam-pdr,f_qniaqmiojkmp2,PDr,"merriam2026dravidiandb[record 2722, DEDR 2526];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2527,sit- (sitt-),dedr-reflex,f_be7rmkrtwrtxe,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2528,sittena·ṭluŋ,dedr-reflex,f_v226mxzqcbcly,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2529,*cin-tta,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
