Cognateset_ID,Language_ID,Form,Description,Source
8687,Indo-Aryan,prapīḍyatē,"<html><body><number>8687</number> <b>prapīḍyatē</b> 'is pressed, is tormented' BhP. [√<smallcaps>pīḍ</smallcaps>]",cdial
8688,Indo-Aryan,prapuṭa,<html><body><number>8688</number> <b>prapuṭa</b> m. 'large cornucopia (= <i>dr̥ḍhaḥ puṭaḥ</i> com.)' Kauś. [<smallcaps>puṭa</smallcaps>-],cdial
8689,Indo-Aryan,prapunāṭa,"<html><body><number>8689</number> <b>prapunāṭa-,</b> <i>°āḍa</i>- m. 'the tree Cassia tora' Suśr., <i>prapuṁnaḍa</i>-, <i>°nāṭa</i>-, <i>°nāda</i>-, <i>°nāla</i>- m. lex., <i>padmāṭa</i>- m. Bhpr., <i>puṁnāṭa</i>-, <i>°āḍa</i>- m. lex.",cdial
8690,Indo-Aryan,prápuṣyati,<html><body><number>8690</number> <b>prápuṣyati</b> 'nourishes' RV. 2. Pp. <b>prapuṣṭa-.</b> [√<smallcaps>puṣ</smallcaps>],cdial
8691,Indo-Aryan,*prapūya,<html><body><number>8691</number> <b>*prapūya</b> 'purulent'. [√<smallcaps>pūy</smallcaps>],cdial
8691a,Indo-Aryan,prapūrayati,"<html><body><number>8691a</number> †<b>prapūrayati</b> 'fills, completes' MBh. [√<smallcaps>pr̥̄</smallcaps>]",cdial
8692,Indo-Aryan,prapr̩ṣṭʰá,<html><body><number>8692</number> <b>prapr̥ṣṭhá</b> 'having prominent or protuberant back' Pāṇ.com. [<smallcaps>pr̥ṣṭhá</smallcaps>-],cdial
8693,Indo-Aryan,prapautra,"<html><body><number>8693</number> <b>prapautra</b> m. 'great-grandson' Kathās., <i>°aka</i>- m. Yājñ., <i>prapautrī</i>- f. 'great-granddaughter' Hcat.[<smallcaps>paútra</smallcaps>-]",cdial
8694,Indo-Aryan,prapʰulla,"<html><body><number>8694</number> <b>praphulla</b> 'blooming, expanded' MBh. [<smallcaps>phulla</smallcaps>-]",cdial
8695,Indo-Aryan,prabandʰa,"<html><body><number>8695</number> <b>prabandha</b> m. 'band, tie, connexion' Suśr. [√<smallcaps>bandh</smallcaps>]",cdial
8696,Indo-Aryan,prabala,"<html><body><number>8696</number> <b>prabala</b> 'strong', <i>prabalám</i> adv. 'greatly' ŚBr. [<smallcaps>bála</smallcaps>-]",cdial
8697,Indo-Aryan,prabuddʰa,<html><body><number>8697</number> <b>prabuddha</b> 'awakened' MBh. [√<smallcaps>budh</smallcaps>],cdial
8698,Indo-Aryan,prábudʰyatē,"<html><body><number>8698</number> <b>prábudhyatē</b> 'wakes up' RV., 'expands, blossoms' MBh. [√<smallcaps>budh</smallcaps>]",cdial
8699,Indo-Aryan,prabōdʰa,"<html><body><number>8699</number> <b>prabōdha</b> m. 'awakening' R., 'knowledge' Kāv. [√<smallcaps>budh</smallcaps>]",cdial
8700,Indo-Aryan,prabōdʰati,<html><body><number>8700</number> <b>prabōdhati</b> 'understands' MBh. [√<smallcaps>budh</smallcaps>],cdial
8701,Indo-Aryan,prabōdʰayati,"<html><body><number>8701</number> <b>prabōdhayati</b> 'awakes' MBh., 'stimulates (by friction)' ŚārṅgS., 'admonishes, convinces' MBh. [√<smallcaps>budh</smallcaps>]",cdial
8702,Indo-Aryan,*prabda,"<html><body><number>8702</number> <b>*prabda</b> 'forepart of foot'. [<i>prápad</i>- m. (?) 'id.' AV., Pa. <i>papada</i>- m.(?). Cf. Av. <i>frabda</i>-. Full discussionBSOAS xii 639. — <smallcaps>pád</smallcaps>-²]",cdial
8703,Indo-Aryan,prabʰaŋgá,"<html><body><number>8703</number> <b>prabhaṅgá</b> m. 'breaker, crusher' RV. [Cf. <i>prábhanakti</i> 'breaks' RV., <i>prabhagna</i>- 'crushed to pieces'MBh. — √<smallcaps>bhañj</smallcaps>]",cdial
8704,Indo-Aryan,prabʰavá,<html><body><number>8704</number> <b>prabhavá</b> 'prominent' RV. [√<smallcaps>bhū</smallcaps>],cdial
8704a,Indo-Aryan,prábʰavati,"<html><body><number>8704a</number> †<b>prábhavati</b> 'appears, happens' RV. [√<smallcaps>bhū</smallcaps>]",cdial
8705,Indo-Aryan,prabʰā́,<html><body><number>8705</number> <b>prabhā́</b> f. 'light' Mn. [√<smallcaps>bhā</smallcaps>],cdial
8706,Indo-Aryan,prabʰākara,"<html><body><number>8706</number> <b>prabhākara</b> m. 'sun' MBh., 'light' lex. [<smallcaps>prabhā́-, kará</smallcaps>-¹]",cdial
8707,Indo-Aryan,prabʰāta,"<html><body><number>8707</number> <b>prabhāta</b> 'shone forth' MBh., n. 'daybreak' Gaut. [√<smallcaps>bhā</smallcaps>]",cdial
8708,Indo-Aryan,prabʰātakāla,"<html><body><number>8708</number> <b>prabhātakāla</b> m. 'dawn' Suśr. [<smallcaps>prabhāta-, kālá</smallcaps>-²]",cdial
8709,Indo-Aryan,prábʰāti,"<html><body><number>8709</number> <b>prábhāti</b> 'shines forth' RV. 2. 'appears, seems' MBh. [√<smallcaps>bhā</smallcaps>]",cdial
8710,Indo-Aryan,prabʰāna,<html><body><number>8710</number> <b>prabhāna</b> n. 'light' Pāṇ.com. [√<smallcaps>bhā</smallcaps>],cdial
8711,Indo-Aryan,*prabʰāla,<html><body><number>8711</number> <b>*prabhāla</b> 'light'. [Cf. <i>bhāla</i>-³ n. 'splendour' Inscr. — <smallcaps>prabhā́-: √ bhā</smallcaps>],cdial
8711a,Indo-Aryan,*prabʰāvyatē,<html><body><number>8711a</number> †<b>*prabhāvyatē</b> pass. of <i>prabhāvayati</i> 'provides more amply' Br. [√<smallcaps>bhū</smallcaps>],cdial
8712,Indo-Aryan,prabʰāsatē,<html><body><number>8712</number> <b>prabhāsatē</b> 'shines' MBh. [√<smallcaps>bhās</smallcaps>],cdial
8713,Indo-Aryan,prabʰāsayati,"<html><body><number>8713</number> <b>prabhāsayati</b> 'makes shine, illumines' MBh. [√<smallcaps>bhās</smallcaps>]",cdial
8714,Indo-Aryan,*prabʰindati,"<html><body><number>8714</number> <b>*prabhindati,</b> <i>prábhinatti</i> 'splits' RV. [√<smallcaps>bhid</smallcaps>]",cdial
8715,Indo-Aryan,prabʰú,"<html><body><number>8715</number> <b>prabhú</b> 'strong, capable' RV., m. 'lord' MBh. [√<smallcaps>bhū</smallcaps>]",cdial
8716,Indo-Aryan,prábʰūta,"<html><body><number>8716</number> <b>prábhūta</b> 'much, great' ŚBr. [√<smallcaps>bhū</smallcaps>]",cdial
8717,Indo-Aryan,pramajjati,<html><body><number>8717</number> <b>pramajjati</b> 'immerses oneself' Kāṭh. [√<smallcaps>majj</smallcaps>],cdial
8718,Indo-Aryan,pramadá,"<html><body><number>8718</number> <b>pramadá</b> m. 'joy, pleasure' MBh., 'wanton' Kālid. [Cf. <i>prámadati</i> 'enjoys' RV. — √<smallcaps>mad</smallcaps>¹]",cdial
8719,Indo-Aryan,pramadā,<html><body><number>8719</number> <b>pramadā</b> f. 'young wanton woman' Mn. [<smallcaps>pramadá</smallcaps>-],cdial
8720,Indo-Aryan,*pramantra,"<html><body><number>8720</number> <b>*pramantra</b> 'talk, tale'. [<smallcaps>mántra</smallcaps>-]",cdial
8721,Indo-Aryan,pramarda,<html><body><number>8721</number> <b>pramarda</b> '*crushing' (m. 'a partic. position of the moon in an asterism' Sūryapr.). [√<smallcaps>mr̥d</smallcaps>],cdial
8722,Indo-Aryan,*pramardati,"<html><body><number>8722</number> <b>*pramardati</b> 'crushes'. [<smallcaps>pramr̥dnāti</smallcaps> MBh., <i>pramardita</i>- R. — √<smallcaps>mr̥d</smallcaps>]",cdial
8723,Indo-Aryan,pramāṇa,"<html><body><number>8723</number> <b>pramāṇa</b> n. 'measure' KātyŚr., 'standard, authority' Gr̥Śr., 'proof' Yājñ. [Cf. <i>pramā́</i>- f. RV. — √<smallcaps>mā</smallcaps>]",cdial
8724,Indo-Aryan,pramāda,<html><body><number>8724</number> <b>pramāda</b> m. 'negligence' Kauś. [√<smallcaps>mad</smallcaps>²],cdial
8725,Indo-Aryan,pramāpayati,"<html><body><number>8725</number> <b>pramāpayati</b> 'measures, proves' MW. [<i>prámimītē</i> 'measures out' AV., Pa. <i>pamināti</i>. — √<smallcaps>mā</smallcaps>]",cdial
8726,Indo-Aryan,pramārá,"<html><body><number>8726</number> <b>pramārá</b> m. 'dying' AV., <i>pramará</i>- m. 'death' RV. [Cf. <i>prámārayati</i> 'puts to death' AV., Pa. <i>pamārēti</i>. — √<smallcaps>mr̥</smallcaps>]",cdial
8727,Indo-Aryan,prámuñcati,"<html><body><number>8727</number> <b>prámuñcati</b> 'discharges, emits' AV. 2. <b>prámucyatē</b> 'is loosened' ŚBr., 'frees oneself' MBh. 3. <b>*pramukna-</b>cf. <i>pramukta</i>- 'released, shed' R. [√<smallcaps>muc</smallcaps>]",cdial
8728,Indo-Aryan,*pramūrdʰan,"<html><body><number>8728</number> <b>*pramūrdhan</b> 'forepart of head'. [For formation cf. <i>prápad</i>- s.v. *<smallcaps>prabda</smallcaps>-, <i>prabāhu</i>-. — <smallcaps>mūrdhán</smallcaps>-]",cdial
8729,Indo-Aryan,prámr̩śati,"<html><body><number>8729</number> <b>prámr̥śati</b> 'touches, handles' AV., <i>pramr̥śa</i>- 'laying hold of' VS. [√<smallcaps>mr̥ś</smallcaps>]",cdial
8730,Indo-Aryan,*pramr̩ṣati,"<html><body><number>8730</number> <b>*pramr̥ṣati</b> 'forgets'. 2. <b>*pramr̥ṣyati.</b> 3. Pp. <b>*pramr̥ṣṭa-.</b> [<i>pramŕ̥ṣē</i> inf., <i>prámamarṣa</i> perf.,<i>pramarṣiṣṭhāḥ</i> aor., <i>mr̥ṣyatē</i> RV. — √<smallcaps>mr̥ṣ</smallcaps>]",cdial
8731,Indo-Aryan,pramēha,<html><body><number>8731</number> <b>pramēha</b> m. 'urinary disease' Suśr. [√<smallcaps>mih</smallcaps>],cdial
8732,Indo-Aryan,prayā́ṇa,"<html><body><number>8732</number> <b>prayā́ṇa</b> n. 'setting out, journey' RV., 'death' ŚBr., <i>°aka</i>- n. 'journey' Kāv. [√<smallcaps>yā</smallcaps>]",cdial
8733,Indo-Aryan,*prayābʰa,<html><body><number>8733</number> <b>*prayābha</b> 'copulation'. [Cf. <i>prayabhati</i> 'copulates TBr. — √<smallcaps>yabh</smallcaps>],cdial
8734,Indo-Aryan,prayukta,<html><body><number>8734</number> <b>prayukta</b> 'yoked' MBh. [Cf. <i>práyuṅktē</i> RV. — √<smallcaps>yuj</smallcaps>],cdial
8735,Indo-Aryan,prayōga,"<html><body><number>8735</number> <b>prayōga</b> m. 'undertaking' ŚBr., 'use' Gr̥Śr., 'means' MBh. [√<smallcaps>yuj</smallcaps>]",cdial
8736,Indo-Aryan,prarakṣati,<html><body><number>8736</number> <b>prarakṣati</b> 'guards' Pañcat. [√<smallcaps>rakṣ</smallcaps>],cdial
8737,Indo-Aryan,*prarajyatē,"<html><body><number>8737</number> <b>*prarajyatē</b> 'is pleased, is excited'. 2. Pp. <b>*prarakta-.</b> [√<smallcaps>raj</smallcaps>]",cdial
8738,Indo-Aryan,*prarikta,"<html><body><number>8738</number> <b>*prarikta</b> 'empty, left'. [<i>práricyatē</i> 'becomes empty' TS. — √<smallcaps>ric</smallcaps>]",cdial
8739,Indo-Aryan,*prarīti,<html><body><number>8739</number> <b>*prarīti</b> 'stream'. [√<smallcaps>rī</smallcaps>],cdial
8740,Indo-Aryan,prárīyatē,<html><body><number>8740</number> <b>prárīyatē</b> 'streams forth' RV. 2. Pp. <b>*prarīṇa-.</b> [√<smallcaps>rī</smallcaps>],cdial
8741,Indo-Aryan,*praruṣyati,<html><body><number>8741</number> <b>*praruṣyati</b> 'is angry'. [For <i>pra</i> with verbs of 'anger' cf. <i>prakupyati</i>. — √<smallcaps>ruṣ</smallcaps>],cdial
8742,Indo-Aryan,*praruhati,<html><body><number>8742</number> <b>*praruhati</b> 'shoots up'. [<i>prárōhati</i> VS. — √<smallcaps>ruh</smallcaps>¹],cdial
8743,Indo-Aryan,*prarēcyatē,<html><body><number>8743</number> <b>*prarēcyatē</b> 'is abandoned'. [Cf. <i>prárēcayati</i> 'abandons' RV. — √<smallcaps>ric</smallcaps>],cdial
8743a,Indo-Aryan,*prarōka,<html><body><number>8743a</number> †<b>*prarōka-</b> 'light' ~ *<smallcaps>pralōka-. [√ruc</smallcaps>],cdial
8744,Indo-Aryan,*prarōkk,<html><body><number>8744</number> <b>*prarōkk</b> 'stop'. [Cf. <i>práruṇaddhi</i> 'stops' ŚBr. - *<smallcaps>rōkk</smallcaps>-],cdial
8745,Indo-Aryan,prarōcana,<html><body><number>8745</number> <b>prarōcana</b> n. '*shining forth' ('praising' ChUp.). [<i>prárōcatē</i> RV. — √<smallcaps>ruc</smallcaps>],cdial
8746,Indo-Aryan,prarṓdʰana,"<html><body><number>8746</number> <b>prarṓdhana</b> n. 'ascending' TS., <i>prarōhaṇa</i>- n. 'growth' MBh. [√<smallcaps>rudh</smallcaps>¹]",cdial
8747,Indo-Aryan,prarōha,"<html><body><number>8747</number> <b>prarōha</b> m. 'sprout, excrescence' Suśr., 'ray' (<i>prabhā- prarōha</i>- 'ray of light') Kālid. [√<smallcaps>ruh</smallcaps>]",cdial
8748,Indo-Aryan,*pralagna,<html><body><number>8748</number> <b>*pralagna</b> 'clinging to'. [√<smallcaps>lag</smallcaps>],cdial
8749,Indo-Aryan,*pralaŋgʰati,<html><body><number>8749</number> <b>*pralaṅghati</b> 'jumps'. [√<smallcaps>laṅgh</smallcaps>],cdial
8750,Indo-Aryan,*pralañcayati,"<html><body><number>8750</number> <b>*pralañcayati</b> 'bribes, entices'. [<smallcaps>lañcā</smallcaps>-]",cdial
8751,Indo-Aryan,pralabʰatē,<html><body><number>8751</number> <b>pralabhatē</b> 'seizes' MBh. [√<smallcaps>labh</smallcaps>],cdial
8752,Indo-Aryan,pralamba,<html><body><number>8752</number> <b>pralamba</b> 'hanging down' MBh. [√<smallcaps>lamb</smallcaps>],cdial
8753,Indo-Aryan,pralambatē,<html><body><number>8753</number> <b>pralambatē</b> 'hangs down' Suśr. [√<smallcaps>lamb</smallcaps>],cdial
8754,Indo-Aryan,pralambʰayati,"<html><body><number>8754</number> <b>pralambhayati</b> 'cheats, deceives', <i>pralambhana</i>- n. BhP. [Cf. <smallcaps>pralabhatē</smallcaps> 'befools' MBh. — √<smallcaps>labh</smallcaps>]",cdial
8755,Indo-Aryan,pralaya,"<html><body><number>8755</number> <b>pralaya</b> m. 'dissolution, destruction of the world' ChUp. [√<smallcaps>lī</smallcaps>²]",cdial
8756,Indo-Aryan,praláyana,"<html><body><number>8756</number> <b>praláyana</b> n. 'place of repose, bed' AV. [√<smallcaps>lī</smallcaps>¹]",cdial
8757,Indo-Aryan,pralāpá,<html><body><number>8757</number> <b>pralāpá</b> m. 'talk' AV. [√<smallcaps>lap</smallcaps>],cdial
8758,Indo-Aryan,*pralāla,<html><body><number>8758</number> <b>*pralāla</b> 'chatter'. [√<smallcaps>lal</smallcaps>],cdial
8759,Indo-Aryan,*pralālayatē,<html><body><number>8759</number> <b>*pralālayatē</b> 'slobbers'. [Cf. <i>lālayatē</i> Bhartr̥. - <smallcaps>lālā</smallcaps>-],cdial
8760,Indo-Aryan,pralipta,<html><body><number>8760</number> <b>pralipta</b> 'smeared' MBh. [√<smallcaps>lip</smallcaps>],cdial
8761,Indo-Aryan,prálīyatē,"<html><body><number>8761</number> <b>prálīyatē</b> 'is dissolved, disappears' ŚBr. 2. Pp. <b>pralīna-</b> MBh. [Cf. <i>práriṇāti</i> 'takes away' RV. — √<smallcaps>lī</smallcaps>²]",cdial
8762,Indo-Aryan,pralubdʰa,<html><body><number>8762</number> <b>pralubdha</b> 'seduced' Mn. [<i>pralubhyati</i> 'is lustful ŚāṅkhGr̥. — √<smallcaps>lubh</smallcaps>¹],cdial
8763,Indo-Aryan,pralūna,<html><body><number>8763</number> <b>pralūna</b> 'cut off' MW. [Cf. <i>pralavá</i>- m. 'chip' ŚBr. — √<smallcaps>lū</smallcaps>],cdial
8764,Indo-Aryan,pralēpayati,<html><body><number>8764</number> <b>pralēpayati</b> 'rubs on' MBh. [Cf. <i>prálimpati</i> ŚBr. — √<smallcaps>lip</smallcaps>],cdial
8765,Indo-Aryan,pralēha,<html><body><number>8765</number> <b>pralēha</b> m. 'a kind of broth' lex. [√<smallcaps>lih</smallcaps>],cdial
8766,Indo-Aryan,*pralōka,<html><body><number>8766</number> <b>*pralōka</b> 'light'. [Cf. <i>prárōcatē</i> 'shines forth' RV. — √<smallcaps>luc</smallcaps>],cdial
8767,Indo-Aryan,*pralōkayati,<html><body><number>8767</number> <b>*pralōkayati</b> 'looks at'. [√<smallcaps>lōk</smallcaps>],cdial
8768,Indo-Aryan,*pralōpayati,"<html><body><number>8768</number> <b>*pralōpayati</b> 'destroys'. [<i>pralumpati</i> 'plucks out' Hariv., Pa. <i>palumpati</i> 'plunders'; <i>pralupyatē</i> 'is robbed,is destroyed' MBh. — √<smallcaps>lup</smallcaps>]",cdial
8769,Indo-Aryan,pralōbʰayati,"<html><body><number>8769</number> <b>pralōbhayati</b> 'causes to lust after, entices' MBh. [√<smallcaps>lubh</smallcaps>¹]",cdial
8770,Indo-Aryan,*pralōrtati,<html><body><number>8770</number> <b>*pralōrtati</b> 'rolls over'. [√<smallcaps>lōrt</smallcaps>],cdial
8771,Indo-Aryan,pralōla,"<html><body><number>8771</number> <b>pralōla</b> 'agitated, in violent motion' R. [√<smallcaps>luḍ</smallcaps>]",cdial
8772,Indo-Aryan,pravaṁga,"<html><body><number>8772</number> <b>pravaṁga</b>, <i>°vaga</i>- m. 'monkey' lex., <i>plavaṁga</i>-, <i>°vaga</i>- m. MBh. [Cf. <i>plava</i>- m. 'monkey, frog' lex., <i>plavaga</i>- m. also 'frog' R., <i>plavaka</i>- m. 'frog' lex., <i>plavaṁgama</i>- (= <i>pra°</i> lex.) m. 'monkey' Mn., 'frog' R. Forms with -<i>aṁga</i>- infl. by <smallcaps>pataṁgá. — √pru</smallcaps>-]",cdial
8773,Indo-Aryan,pravacana,<html><body><number>8773</number> <b>pravacana</b> n. 'exposition' ŚBr. [In MIA. collides with <i>pravadana</i>- n. 'proclamation' ŚāṅkhŚr. — √<smallcaps>vac</smallcaps>],cdial
8774,Indo-Aryan,*pravaḍra,<html><body><number>8774</number> <b>*pravaḍra</b> 'very large'. [<smallcaps>vaḍra</smallcaps>-],cdial
8775,Indo-Aryan,pravaṇá,"<html><body><number>8775</number> <b>pravaṇá</b> 'sloping' TS., m. 'slope, side of a hill' RV.",cdial
8776,Indo-Aryan,pravát,<html><body><number>8776</number> <b>pravát</b> f. 'slope of a mountain' RV.,cdial
8777,Indo-Aryan,*pravatsara,<html><body><number>8777</number> <b>*pravatsara</b> 'previous year'. [<smallcaps>vatsará</smallcaps>-],cdial
8778,Indo-Aryan,*pravadʰati,<html><body><number>8778</number> <b>*pravadhati</b> 'cuts up'. [<i>pravadhyatē</i> 'is killed' Pañcat. — √<smallcaps>vadh</smallcaps>],cdial
8779,Indo-Aryan,*pravapaka,"<html><body><number>8779</number> <b>*pravapaka</b> 'sprinkling'. [Cf. <i>právapati</i> 'sows, scatters' RV., Pa. <i>pavapati</i>. — √<smallcaps>vap</smallcaps>]",cdial
8780,Indo-Aryan,*pravapakara,"<html><body><number>8780</number> <b>*pravapakara</b> 'sowing'. [*<smallcaps>pravapa-, kará</smallcaps>-¹]",cdial
8781,Indo-Aryan,*pravabʰati,"<html><body><number>8781</number> <b>*pravabhati</b> 'weaves on, strings'. [Absol. <i>prōbhya</i> 'having fastened' ŚāṅkhGr̥. — √<smallcaps>ubh, √*vabh</smallcaps>]",cdial
8782,Indo-Aryan,pravabʰrá,"<html><body><number>8782</number> <b>pravabhrá</b> m. 'a name of Indra' MaitrS., <i>prababhra</i>- Kāṭh.",cdial
8783,Indo-Aryan,pravayaṇa,<html><body><number>8783</number> <b>pravayaṇa</b>¹ m. (n. lex.) 'goad' Pāṇ. [√<smallcaps>vī</smallcaps>],cdial
8784,Indo-Aryan,pravayaṇa,<html><body><number>8784</number> <b>pravayaṇa</b>² n. 'upper part of a piece of woven cloth' AitBr. [√<smallcaps>vē</smallcaps>],cdial
8785,Indo-Aryan,právayati,"<html><body><number>8785</number> <b>právayati</b> 'weaves on' RV. [Cf. <i>prṓta</i>- 'pervaded by' ŚBr., 'sewed on' ChUp. — √<smallcaps>vē</smallcaps>]",cdial
8786,Indo-Aryan,pravara,<html><body><number>8786</number> <b>pravara</b> 'best' Mn. [<smallcaps>vára</smallcaps>-¹],cdial
8787,Indo-Aryan,pravárta,<html><body><number>8787</number> <b>pravárta</b> m. 'a round ornament (?)' AV. [√<smallcaps>vr̥t</smallcaps>],cdial
8788,Indo-Aryan,právartatē,"<html><body><number>8788</number> <b>právartatē</b> 'happens' VS., 'is set in motion' ChUp. 2. Pp. <b>právr̥tta-</b> VS. 3. <b>právartayati</b> 'sets inmotion' RV. [√<smallcaps>vr̥t</smallcaps>]",cdial
8789,Indo-Aryan,právardʰate,"<html><body><number>8789</number> <b>právardhate</b> 'grows up' RV. [Mng. 'lie down, sleep' in Pk. NIA. &lt; '*stretched out' (cf. <i>pravr̥ddha</i>- 'expanded' W.). — √<smallcaps>vr̥dh</smallcaps>]",cdial
8790,Indo-Aryan,právardʰayati,<html><body><number>8790</number> <b>právardhayati</b> 'strengthens' RV. [√<smallcaps>vr̥dh</smallcaps>],cdial
8791,Indo-Aryan,pravalʰikā,"<html><body><number>8791</number> <b>pravalhikā</b> f. 'riddle' AitBr., <i>°ha</i>- m. ĀśvŚr. [√<smallcaps>valh</smallcaps>]",cdial
8792,Indo-Aryan,právahati,"<html><body><number>8792</number> <b>právahati</b> 'carries forward', <i>°tē</i> intr. 'drives on' RV. [Cf. <i>pravāhayati</i> 'causes to swim away' MārkP. — √<smallcaps>vah</smallcaps>]",cdial
8793,Indo-Aryan,pravahana,"<html><body><number>8793</number> <b>pravahana</b> n. 'ship '(= <i>°aṇī</i>- f.) R., 'carriage (for women)' Mr̥cch., 'a kind of litter' lex. [√<smallcaps>vah</smallcaps>]",cdial
8794,Indo-Aryan,pravāḍa,"<html><body><number>8794</number> <b>pravāḍa</b> m.n. 'coral' BHSk., <i>pravāla</i>-², <i>prabāla</i>- m.n. MBh. [← Drav., Tam. <i>pavaram</i> &amp;c., DED 3295]",cdial
8795,Indo-Aryan,pravāda,"<html><body><number>8795</number> <b>pravāda</b> m. 'speaking forth' ĀśvŚr., 'talk, rumour' MBh. [√<smallcaps>vad</smallcaps>]",cdial
8795a,Indo-Aryan,*pravādya,<html><body><number>8795a</number> †<b>*pravādya</b> 'speaking ill'. [<smallcaps>pravāda-: — √vad</smallcaps>],cdial
8796,Indo-Aryan,pravāraṇa,<html><body><number>8796</number> <b>pravāraṇa</b>¹ n. 'prohibition' lex. [√<smallcaps>vr̥</smallcaps>¹],cdial
8797,Indo-Aryan,pravāraṇa,<html><body><number>8797</number> <b>pravāraṇa</b>² n. 'fulfilment of wish' MBh. [√<smallcaps>vr̥</smallcaps>²],cdial
8798,Indo-Aryan,pravārayati,<html><body><number>8798</number> <b>pravārayati</b>¹ 'wards off' MBh. [√<smallcaps>vr̥</smallcaps>¹],cdial
8799,Indo-Aryan,pravārayati,"<html><body><number>8799</number> <b>pravārayati</b>² 'pleases' R. [<i>právr̥ṇāti</i> 'chooses' RV., <i>pravarayati</i> MBh. — √<smallcaps>vr̥</smallcaps>²]",cdial
8800,Indo-Aryan,pravāla,<html><body><number>8800</number> <b>pravāla</b>¹ m. 'young shoot' MBh. [<smallcaps>vā́la</smallcaps>- ?],cdial
8801,Indo-Aryan,*pravāśman,<html><body><number>8801</number> <b>*pravāśman</b> 'cawing'. [<i>pravāśant</i>- 'beginning to cackle' VarBr̥S. — √<smallcaps>vāś</smallcaps>],cdial
8802,Indo-Aryan,pravāsá,<html><body><number>8802</number> <b>pravāsá</b> m. 'dwelling abroad' RV.,cdial
8803,Indo-Aryan,práviśati,"<html><body><number>8803</number> <b>práviśati</b> 'enters' RV. 2. <b>práviṣṭa-</b> 'entered' RV., 'invested (of money)' Yājñ. [√<smallcaps>viś</smallcaps>]",cdial
8804,Indo-Aryan,*praviṣṭi,"<html><body><number>8804</number> <b>*praviṣṭi</b> 'entrance, deposit'. [√<smallcaps>viś</smallcaps>]",cdial
8805,Indo-Aryan,pravistara,<html><body><number>8805</number> <b>pravistara</b> m. 'extent' ŚivaP. [√<smallcaps>str̥</smallcaps>],cdial
8806,Indo-Aryan,pravr̩tti,"<html><body><number>8806</number> <b>pravr̥tti</b> f. 'advance' Gr̥Śr., 'use, conduct' Mn., 'continuance' R. [√<smallcaps>vr̥t</smallcaps>]",cdial
8807,Indo-Aryan,právr̩ddʰa,"<html><body><number>8807</number> <b>právr̥ddha</b> 'grown up, great' RV., 'strong, old' MBh. [√<smallcaps>vr̥dh</smallcaps>]",cdial
8808,Indo-Aryan,pravēṇī,<html><body><number>8808</number> <b>pravēṇī</b> f. 'braid of hair worn by widows' R. [<smallcaps>vēṇí</smallcaps>-],cdial
8809,Indo-Aryan,pravēśa,<html><body><number>8809</number> <b>pravēśa</b> m. 'entrance' MBh. [√<smallcaps>viś</smallcaps>],cdial
8810,Indo-Aryan,právrajati,"<html><body><number>8810</number> <b>právrajati</b> 'goes forth' ŚBr., 'leaves home to be an ascetic' Mn. 2. Pp. <b>pravrajita-</b> Mn. [√<smallcaps>vraj</smallcaps>]",cdial
8811,Indo-Aryan,pravrajyā,"<html><body><number>8811</number> <b>pravrajyā</b> f. 'going abroad', MBh., 'wandering about (of ascetics)' Mn. 2. <b>*pravrajiyā-.</b> [√<smallcaps>vraj</smallcaps>]",cdial
8812,Indo-Aryan,práśaṁsati,"<html><body><number>8812</number> <b>práśaṁsati</b> 'proclaims, extols' RV., <i>praśaṁsana</i>- n. Vedāntas., <i>praśaṁsā́</i>- f. 'praise' ŚBr. [√<smallcaps>śaṁs</smallcaps>]",cdial
8813,Indo-Aryan,*praśamyati,"<html><body><number>8813</number> <b>*praśamyati</b> 'is calmed'. [Cf. <i>praśāmyati</i> Mn. (from which Pa. Pk. NiDoc. may derive), <i>śamyatē</i> Pāṇ. — √<smallcaps>śam</smallcaps>¹]",cdial
8814,Indo-Aryan,*praśālā,<html><body><number>8814</number> <b>*praśālā</b> 'front portion of building'. [<smallcaps>śā́lā</smallcaps>-],cdial
8815,Indo-Aryan,*praśūyatē,<html><body><number>8815</number> <b>*praśūyatē</b> 'is swollen'. [√<smallcaps>śvi</smallcaps>],cdial
8816,Indo-Aryan,*praścandati,"<html><body><number>8816</number> <b>*praścandati</b> 'leaps forward, falls'. [Cf. <i>práskandati</i> 'leaps forth' TS., 'falls into' R., Pk. <i>pakkhaṁdaï</i>'stumbles'. — √*<smallcaps>ścand</smallcaps>²]",cdial
8817,Indo-Aryan,praścutita,<html><body><number>8817</number> <b>praścutita</b> 'dripped down' Gobh. [√<smallcaps>ścut</smallcaps>],cdial
8818,Indo-Aryan,praśná,"<html><body><number>8818</number> <b>praśná</b> m. 'question, astrological inquiry into the future' ŚBr. [√<smallcaps>prach</smallcaps>]",cdial
8819,Indo-Aryan,praśvāsa,"<html><body><number>8819</number> <b>praśvāsa</b> m. 'breathing in' Suśr. [Cf. <i>praśvasiti</i> MBh., caus. <i>práśvāsayati</i> ŚBr. — √<smallcaps>śvas</smallcaps>¹]",cdial
8820,Indo-Aryan,praṣṭʰa,"<html><body><number>8820</number> <b>praṣṭha</b> 'leading, going first' Pāṇ. [Replaces <i>práṣṭi</i>- RV. in sense of 'leader, leading horse'? — √<smallcaps>sthā</smallcaps>]",cdial
