Legacy_ID,Source_Key
45-548,berger-entry-603
45-549,berger-entry-604
45-550,berger-entry-606
45-551,berger-entry-607
45-552,berger-entry-608
45-553,berger-entry-608-dialect-1
45-554,berger-entry-609
45-555,berger-entry-610
45-556,berger-entry-611
45-557,berger-entry-613
45-558,berger-entry-615
45-559,berger-entry-616
45-560,berger-entry-617
45-561,berger-entry-618
45-562,berger-entry-619
45-563,berger-entry-620
45-564,berger-entry-621
45-565,berger-entry-622
45-566,berger-entry-623
45-567,berger-entry-624-dialect-1
45-568,berger-entry-625
45-569,berger-entry-626
45-570,berger-entry-627
45-571,berger-entry-628
45-572,berger-entry-629
45-573,berger-entry-630
45-574,berger-entry-631
45-575,berger-entry-632
45-576,berger-entry-633
45-578,berger-entry-634
45-579,berger-entry-635
45-580,berger-entry-637-dialect-2
45-581,berger-entry-638
45-582,berger-entry-641
45-583,berger-entry-642
45-584,berger-entry-643
45-585,berger-entry-644
45-586,berger-entry-646
45-587,berger-entry-647
45-588,berger-entry-648
45-589,berger-entry-649
45-590,berger-entry-650
45-591,berger-entry-652
45-592,berger-entry-653
45-593,berger-entry-654
45-594,berger-entry-657
45-595,berger-entry-658
45-596,berger-entry-659
45-597,berger-entry-659-dialect-1
45-598,berger-entry-660
45-599,berger-entry-661
45-600,berger-entry-662
45-601,berger-entry-664
45-602,berger-entry-665
45-603,berger-entry-666
45-604,berger-entry-667
45-605,berger-entry-667-dialect-1
45-606,berger-entry-668
45-607,berger-entry-669
45-608,berger-entry-671
45-609,berger-entry-671-dialect-1
45-610,berger-entry-671-dialect-3
45-611,berger-entry-672
45-612,berger-entry-673
45-613,berger-entry-674
45-614,berger-entry-675
45-615,berger-entry-676
45-616,berger-entry-677
45-617,berger-entry-677-dialect-1
45-618,berger-entry-678
45-619,berger-entry-679
45-620,berger-entry-680
45-621,berger-entry-681
45-622,berger-entry-683
45-623,berger-entry-684
45-624,berger-entry-685
45-625,berger-entry-687
45-626,berger-entry-689
45-627,berger-entry-690
45-628,berger-entry-691
45-629,berger-entry-692
45-630,berger-entry-693
45-631,berger-entry-694
45-632,berger-entry-695
45-633,berger-entry-696
45-634,berger-entry-696-dialect-1
45-635,berger-entry-697
45-636,berger-entry-698
45-637,berger-entry-699
45-638,berger-entry-700
45-639,berger-entry-701
45-640,berger-entry-703
45-641,berger-entry-704
45-642,berger-entry-704-dialect-1
45-643,berger-entry-705
45-644,berger-entry-706
45-645,berger-entry-707
45-646,berger-entry-707-dialect-1
45-648,berger-entry-711
45-649,berger-entry-712
45-650,berger-entry-713
45-651,berger-entry-714
45-652,berger-entry-715
45-653,berger-entry-716
45-654,berger-entry-718
45-655,berger-entry-719
45-656,berger-entry-720
45-657,berger-entry-721
45-658,berger-entry-721-attached-992-1
45-659,berger-entry-723
45-660,berger-entry-724
45-661,berger-entry-724-dialect-1
45-662,berger-entry-726
45-663,berger-entry-727
45-664,berger-entry-729
45-665,berger-entry-730
45-666,berger-entry-731-dialect-1
45-667,berger-entry-732
45-668,berger-entry-732-dialect-1
45-669,berger-entry-735
45-670,berger-entry-735-dialect-1
45-671,berger-entry-736
45-672,berger-entry-737
45-673,berger-entry-738
45-674,berger-entry-740
45-675,berger-entry-742
45-676,berger-entry-743
45-677,berger-entry-744
45-678,berger-entry-746
45-679,berger-entry-747
45-681,berger-entry-749
45-682,berger-entry-750
45-683,berger-entry-751
45-685,berger-entry-753
45-686,berger-entry-754
45-687,berger-entry-754-attached-1407-1
45-688,berger-entry-755
45-689,berger-entry-756
45-690,berger-entry-757
45-691,berger-entry-757-dialect-1
45-692,berger-entry-758
45-693,berger-entry-758-attached-2134-1
45-694,berger-entry-759
45-695,berger-entry-761
45-696,berger-entry-761-attached-1088-1
45-697,berger-entry-762
45-698,berger-entry-763
45-699,berger-entry-763-attached-1466-1
45-700,berger-entry-763-attached-1466-2
45-701,berger-entry-764
45-702,berger-entry-765
45-703,berger-entry-766
45-704,berger-entry-766-dialect-1
45-705,berger-entry-769
45-706,berger-entry-770
45-707,berger-entry-771
45-708,berger-entry-772
45-710,berger-entry-773
45-711,berger-entry-775
45-712,berger-entry-776
45-713,berger-entry-777
45-714,berger-entry-778
45-715,berger-entry-780
45-716,berger-entry-781
45-717,berger-entry-781-dialect-1
45-718,berger-entry-782
45-719,berger-entry-783
45-720,berger-entry-783-dialect-1
45-721,berger-entry-784
45-722,berger-entry-787
45-723,berger-entry-788
45-724,berger-entry-789
45-725,berger-entry-790
45-726,berger-entry-791
45-727,berger-entry-792
45-728,berger-entry-793
45-729,berger-entry-794
45-730,berger-entry-794-dialect-1
45-731,berger-entry-794-dialect-2
45-732,berger-entry-795
45-733,berger-entry-796
45-734,berger-entry-797
45-735,berger-entry-798
45-736,berger-entry-799
45-737,berger-entry-800
45-738,berger-entry-800-dialect-1
45-739,berger-entry-801
45-740,berger-entry-802
45-741,berger-entry-804
45-742,berger-entry-805
45-743,berger-entry-806
45-744,berger-entry-806-dialect-1
45-745,berger-entry-807
45-746,berger-entry-808
45-747,berger-entry-809
45-748,berger-entry-810
45-749,berger-entry-810-dialect-1
45-750,berger-entry-811
45-751,berger-entry-812
45-752,berger-entry-813
45-753,berger-entry-814
45-754,berger-entry-815
45-755,berger-entry-816
45-756,berger-entry-817-dialect-1
45-757,berger-entry-820
45-758,berger-entry-822
45-759,berger-entry-822-dialect-1
45-760,berger-entry-823
45-761,berger-entry-824
45-762,berger-entry-825
45-763,berger-entry-826
45-764,berger-entry-827
45-765,berger-entry-828
45-766,berger-entry-829
45-767,berger-entry-830
45-769,berger-entry-831
45-771,berger-entry-832
45-772,berger-entry-833
45-773,berger-entry-834
45-774,berger-entry-836
45-775,berger-entry-837
45-776,berger-entry-838
45-777,berger-entry-840
45-778,berger-entry-841
45-779,berger-entry-843
45-780,berger-entry-845
45-781,berger-entry-846
45-782,berger-entry-847
45-783,berger-entry-847-dialect-1
45-784,berger-entry-847-dialect-2
45-785,berger-entry-848
45-786,berger-entry-849
45-787,berger-entry-849-dialect-1
45-788,berger-entry-850
45-789,berger-entry-851
45-790,berger-entry-851-dialect-1
45-791,berger-entry-851-dialect-2
45-792,berger-entry-852
45-793,berger-entry-853
45-794,berger-entry-853-dialect-1
45-795,berger-entry-854
45-796,berger-entry-854-dialect-1
45-797,berger-entry-855
45-798,berger-entry-856
45-799,berger-entry-857
45-800,berger-entry-858
45-801,berger-entry-859
45-802,berger-entry-859-attached-1853-1
45-803,berger-entry-860
45-804,berger-entry-862
45-805,berger-entry-863
45-806,berger-entry-864
45-807,berger-entry-865
45-808,berger-entry-867
45-809,berger-entry-868
45-810,berger-entry-868-dialect-1
45-811,berger-entry-869
45-812,berger-entry-870
45-813,berger-entry-872-attached-2080-1
45-814,berger-entry-873
45-815,berger-entry-874-attached-649-1
45-816,berger-entry-875
45-817,berger-entry-877
45-818,berger-entry-879
45-819,berger-entry-880
45-820,berger-entry-881
45-821,berger-entry-883
45-822,berger-entry-884
45-823,berger-entry-885
45-824,berger-entry-887
45-825,berger-entry-888
45-826,berger-entry-890-dialect-1
45-827,berger-entry-891
45-828,berger-entry-892
45-829,berger-entry-893
45-830,berger-entry-895
45-831,berger-entry-897
45-832,berger-entry-898-attached-519-1
45-833,berger-entry-901
45-834,berger-entry-902
45-835,berger-entry-904
45-837,berger-entry-905
45-838,berger-entry-905-dialect-1
45-839,berger-entry-908
45-840,berger-entry-909
45-841,berger-entry-910
45-842,berger-entry-911-dialect-1
45-843,berger-entry-913
45-844,berger-entry-914
45-845,berger-entry-915
45-846,berger-entry-917
45-847,berger-entry-919
45-848,berger-entry-920
45-849,berger-entry-921
45-850,berger-entry-922
45-851,berger-entry-923
45-852,berger-entry-924
45-853,berger-entry-924-dialect-1
45-854,berger-entry-924-dialect-2
45-855,berger-entry-924-dialect-3
45-856,berger-entry-925
45-858,berger-entry-927
45-859,berger-entry-928
45-860,berger-entry-928-dialect-1
45-861,berger-entry-929
45-862,berger-entry-930
45-863,berger-entry-931
45-864,berger-entry-934
45-865,berger-entry-935
45-866,berger-entry-937-dialect-1
45-867,berger-entry-938
45-868,berger-entry-938-dialect-1
45-869,berger-entry-939
45-870,berger-entry-940
45-871,berger-entry-940-dialect-1
45-872,berger-entry-941
45-873,berger-entry-942
45-874,berger-entry-942-dialect-1
45-875,berger-entry-943
45-876,berger-entry-944
45-877,berger-entry-945
45-878,berger-entry-946
45-879,berger-entry-946-dialect-1
45-880,berger-entry-946-dialect-2
45-881,berger-entry-947
45-883,berger-entry-948
45-884,berger-entry-949
45-885,berger-entry-951
45-886,berger-entry-952
45-887,berger-entry-953
45-888,berger-entry-954
45-889,berger-entry-956
45-890,berger-entry-957
45-891,berger-entry-958
45-892,berger-entry-959
45-893,berger-entry-960
45-894,berger-entry-961
45-895,berger-entry-962
45-896,berger-entry-963
45-897,berger-entry-964
45-898,berger-entry-964-dialect-1
45-899,berger-entry-964-dialect-2
45-900,berger-entry-965
45-901,berger-entry-965-dialect-1
45-902,berger-entry-966
45-903,berger-entry-967
45-904,berger-entry-968
45-905,berger-entry-969
45-906,berger-entry-970
45-907,berger-entry-971
45-908,berger-entry-972
45-909,berger-entry-974
45-910,berger-entry-975
45-911,berger-entry-976
45-912,berger-entry-977
45-913,berger-entry-977-dialect-1
45-915,berger-entry-979
45-916,berger-entry-980
45-917,berger-entry-981
45-918,berger-entry-982
45-919,berger-entry-983
45-921,berger-entry-984
45-923,berger-entry-984-dialect-2
45-924,berger-entry-985
45-925,berger-entry-986
45-926,berger-entry-987
45-927,berger-entry-988
45-928,berger-entry-989
45-929,berger-entry-989-dialect-1
45-930,berger-entry-990
45-931,berger-entry-991
45-932,berger-entry-992
45-933,berger-entry-993
45-934,berger-entry-994
45-935,berger-entry-995
45-936,berger-entry-996
45-937,berger-entry-996-dialect-1
45-938,berger-entry-997
45-939,berger-entry-998
45-940,berger-entry-999
45-941,berger-entry-1000
45-942,berger-entry-1000-dialect-1
45-943,berger-entry-1000-dialect-2
45-944,berger-entry-1000-dialect-3
45-945,berger-entry-1000-dialect-4
45-946,berger-entry-1001
45-947,berger-entry-1002
45-948,berger-entry-1005
45-949,berger-entry-1007
45-950,berger-entry-1008
45-951,berger-entry-1009
45-952,berger-entry-1010
45-953,berger-entry-1011
45-954,berger-entry-1012
45-955,berger-entry-1014
45-956,berger-entry-1016
45-957,berger-entry-1017
45-958,berger-entry-1018
45-959,berger-entry-1019-dialect-1
45-960,berger-entry-1021
45-961,berger-entry-1023
45-962,berger-entry-1024
45-963,berger-entry-1025
45-964,berger-entry-1027
45-965,berger-entry-1028
45-966,berger-entry-1029
45-967,berger-entry-1030
45-968,berger-entry-1031
45-969,berger-entry-1032
45-970,berger-entry-1033
45-971,berger-entry-1034
45-972,berger-entry-1035
45-973,berger-entry-1036
45-974,berger-entry-1037
45-975,berger-entry-1039
45-976,berger-entry-1040
45-977,berger-entry-1041
45-978,berger-entry-1042
45-979,berger-entry-1043
45-980,berger-entry-1044
45-981,berger-entry-1045
45-982,berger-entry-1046
45-983,berger-entry-1047
45-984,berger-entry-1048
45-985,berger-entry-1049
45-986,berger-entry-1050
45-987,berger-entry-1052
45-988,berger-entry-1053
45-989,berger-entry-1054-dialect-1
45-990,berger-entry-1055
45-991,berger-entry-1054-attached-1932-1
45-992,berger-entry-1057-dialect-1
45-993,berger-entry-1058
45-994,berger-entry-1060
45-995,berger-entry-1061
45-996,berger-entry-1062
45-997,berger-entry-1064
45-998,berger-entry-1065
45-999,berger-entry-1066
45-1000,berger-entry-1066-dialect-1
45-1001,berger-entry-1067
45-1002,berger-entry-1069
45-1003,berger-entry-1069-dialect-1
45-1004,berger-entry-1070
45-1005,berger-entry-1072
45-1006,berger-entry-1074
45-1007,berger-entry-1075
45-1008,berger-entry-1076
45-1009,berger-entry-1077
45-1010,berger-entry-1078
45-1011,berger-entry-1079
45-1012,berger-entry-1080
45-1013,berger-entry-1081
45-1014,berger-entry-1084
45-1015,berger-entry-1085
45-1016,berger-entry-1086
45-1017,berger-entry-1087
45-1018,berger-entry-1088
45-1019,berger-entry-1089
45-1020,berger-entry-1089-dialect-1
45-1021,berger-entry-1091
45-1022,berger-entry-1092
45-1023,berger-entry-1093
45-1024,berger-entry-1094
45-1025,berger-entry-1096
45-1026,berger-entry-1098
45-1027,berger-entry-1099
45-1028,berger-entry-1100
45-1029,berger-entry-1100-attached-1439-1
45-1030,berger-entry-1101
45-1031,berger-entry-1103
45-1032,berger-entry-1104
45-1033,berger-entry-1105
45-1034,berger-entry-1107
45-1035,berger-entry-1108
45-1036,berger-entry-1109
45-1037,berger-entry-1110
45-1038,berger-entry-1112-dialect-1
45-1039,berger-entry-1113
45-1040,berger-entry-1115
45-1041,berger-entry-1117
45-1042,berger-entry-1118
45-1043,berger-entry-1119
45-1044,berger-entry-1120
45-1045,berger-entry-1121
45-1046,berger-entry-1122
45-1047,berger-entry-1124
45-1048,berger-entry-1125
45-1049,berger-entry-1125-dialect-2
45-1050,berger-entry-1126
45-1051,berger-entry-1127
45-1052,berger-entry-1128
45-1053,berger-entry-1128-dialect-1
45-1054,berger-entry-1129
45-1055,berger-entry-1129-attached-1925-1
45-1056,berger-entry-1130
45-1057,berger-entry-1131
45-1058,berger-entry-1132-dialect-1
45-1059,berger-entry-1134
45-1060,berger-entry-1135
45-1061,berger-entry-1136
45-1062,berger-entry-1137
45-1063,berger-entry-1137-dialect-1
45-1064,berger-entry-1137-dialect-2
45-1065,berger-entry-1138
45-1066,berger-entry-1141-dialect-1
45-1067,berger-entry-1142
45-1068,berger-entry-1144
45-1069,berger-entry-1145
45-1070,berger-entry-1147
45-1071,berger-entry-1148
45-1072,berger-entry-1149
45-1073,berger-entry-1150
45-1074,berger-entry-1151
45-1075,berger-entry-1152
45-1077,berger-entry-1154
45-1078,berger-entry-1155
45-1079,berger-entry-1156
45-1080,berger-entry-1157
45-1081,berger-entry-1158
45-1082,berger-entry-1159
45-1083,berger-entry-1160
45-1084,berger-entry-1161
45-1085,berger-entry-1161-dialect-1
45-1086,berger-entry-1162
45-1087,berger-entry-1163
45-1088,berger-entry-1164
45-1089,berger-entry-1165
45-1090,berger-entry-1166
45-1091,berger-entry-1166-dialect-1
45-1092,berger-entry-1166-attached-673-1
45-1093,berger-entry-1168
45-1094,berger-entry-1169
45-1095,berger-entry-1170
45-1096,berger-entry-1171
45-1097,berger-entry-1174
45-1098,berger-entry-1175
45-1099,berger-entry-1176
45-1100,berger-entry-1176-dialect-1
45-1101,berger-entry-1177
45-1102,berger-entry-1178
45-1103,berger-entry-1179
45-1104,berger-entry-1180
45-1105,berger-entry-1181
45-1106,berger-entry-1182
45-1107,berger-entry-1183
45-1108,berger-entry-1183-dialect-1
45-1109,berger-entry-1183-dialect-2
45-1110,berger-entry-1184
45-1111,berger-entry-1184-dialect-1
45-1112,berger-entry-1187
45-1113,berger-entry-1187-dialect-1
45-1114,berger-entry-1187-dialect-2
45-1115,berger-entry-1188
45-1116,berger-entry-1189
45-1117,berger-entry-1190
45-1118,berger-entry-1190-dialect-1
45-1119,berger-entry-1191
45-1120,berger-entry-1192
45-1121,berger-entry-1192-dialect-1
45-1122,berger-entry-1194
45-1123,berger-entry-1195
45-1124,berger-entry-1196
45-1125,berger-entry-1197
45-1126,berger-entry-1198
45-1127,berger-entry-1199
45-1128,berger-entry-1200
45-1129,berger-entry-1201
45-1130,berger-entry-1202
45-1131,berger-entry-1204
45-1132,berger-entry-1205
45-1133,berger-entry-1205-dialect-1
45-1134,berger-entry-1205-dialect-2
45-1135,berger-entry-1206
45-1136,berger-entry-1207
45-1137,berger-entry-1208
45-1138,berger-entry-1209
45-1139,berger-entry-1211
45-1140,berger-entry-1213
45-1141,berger-entry-1215
45-1142,berger-entry-1216
45-1143,berger-entry-1217
45-1144,berger-entry-1217-dialect-1
45-1145,berger-entry-1218
45-1146,berger-entry-1219
45-1147,berger-entry-1220
45-1148,berger-entry-1221
45-1149,berger-entry-1222
45-1150,berger-entry-1223-dialect-1
45-1151,berger-entry-1224-dialect-1
45-1152,berger-entry-1225
45-1154,berger-entry-1226
45-1155,berger-entry-1227
45-1156,berger-entry-1227-attached-499-1
45-1157,berger-entry-1229
45-1158,berger-entry-1230
45-1159,berger-entry-1231
45-1160,berger-entry-1232
45-1161,berger-entry-1233
45-1162,berger-entry-1234
45-1163,berger-entry-1235
45-1164,berger-entry-1236
45-1165,berger-entry-1237
45-1166,berger-entry-1238
45-1167,berger-entry-1239
45-1168,berger-entry-1240
45-1169,berger-entry-1243
45-1170,berger-entry-1243-dialect-1
45-1171,berger-entry-1245
45-1172,berger-entry-1246
45-1173,berger-entry-1247
45-1174,berger-entry-1249
45-1175,berger-entry-1250
45-1176,berger-entry-1250-dialect-1
45-1177,berger-entry-1251
45-1178,berger-entry-1252
45-1179,berger-entry-1252-attached-1870-1
45-1180,berger-entry-1253
45-1181,berger-entry-1254
45-1182,berger-entry-1255
45-1183,berger-entry-1256
45-1184,berger-entry-1257
45-1185,berger-entry-1258
45-1186,berger-entry-1260
45-1187,berger-entry-1260-dialect-1
45-1188,berger-entry-1265
45-1189,berger-entry-1266
45-1190,berger-entry-1268
45-1191,berger-entry-1268-dialect-1
45-1192,berger-entry-1270
45-1193,berger-entry-1271
45-1194,berger-entry-1271-dialect-1
45-1195,berger-entry-1271-dialect-2
45-1196,berger-entry-1271-dialect-3
45-1197,berger-entry-1273
45-1198,berger-entry-1274
45-1199,berger-entry-1275
45-1200,berger-entry-1276
45-1201,berger-entry-1277
45-1202,berger-entry-1278
45-1203,berger-entry-1279
45-1204,berger-entry-1279-dialect-1
45-1205,berger-entry-1281
45-1206,berger-entry-1283
45-1207,berger-entry-1284
45-1208,berger-entry-1285
45-1209,berger-entry-1286
45-1210,berger-entry-1287
45-1211,berger-entry-1288
45-1212,berger-entry-1289
45-1213,berger-entry-1290
45-1214,berger-entry-1291
45-1215,berger-entry-1292
45-1216,berger-entry-1293
45-1217,berger-entry-1295
45-1218,berger-entry-1296
45-1219,berger-entry-1297
45-1220,berger-entry-1298
45-1221,berger-entry-1300
45-1222,berger-entry-1301
45-1223,berger-entry-1303
45-1224,berger-entry-1304
45-1225,berger-entry-1304-dialect-1
45-1226,berger-entry-1305
45-1227,berger-entry-1306
45-1229,berger-entry-1308
45-1230,berger-entry-1309
45-1231,berger-entry-1310
45-1232,berger-entry-1311
45-1233,berger-entry-1313
45-1234,berger-entry-1314
45-1235,berger-entry-1315
45-1236,berger-entry-1317
45-1237,berger-entry-1319
45-1238,berger-entry-1320
45-1239,berger-entry-1321
45-1240,berger-entry-1322
45-1241,berger-entry-1323
45-1242,berger-entry-1324
45-1243,berger-entry-1325
45-1244,berger-entry-1326
45-1245,berger-entry-1327
45-1246,berger-entry-1328
45-1247,berger-entry-1329
45-1248,berger-entry-1330
45-1249,berger-entry-1331
45-1250,berger-entry-1332
45-1251,berger-entry-1333
45-1252,berger-entry-1334
45-1253,berger-entry-1335
45-1254,berger-entry-1336
45-1255,berger-entry-1337
45-1256,berger-entry-1338-attached-718-1
45-1257,berger-entry-1339
45-1258,berger-entry-1340
45-1259,berger-entry-1340-dialect-1
45-1260,berger-entry-1341
45-1261,berger-entry-1342
45-1262,berger-entry-1343
45-1263,berger-entry-1343-dialect-1
45-1264,berger-entry-1344
45-1265,berger-entry-1345
45-1266,berger-entry-1346
45-1267,berger-entry-1347
45-1268,berger-entry-1351
45-1269,berger-entry-1352
45-1270,berger-entry-1355
45-1271,berger-entry-1356
45-1272,berger-entry-1357
45-1273,berger-entry-1358
45-1274,berger-entry-1359
45-1276,berger-entry-1360
45-1277,berger-entry-1361
45-1278,berger-entry-1362
45-1279,berger-entry-1365
45-1280,berger-entry-1366
45-1281,berger-entry-1367
45-1282,berger-entry-1368
45-1283,berger-entry-1369
45-1284,berger-entry-1369-dialect-1
45-1285,berger-entry-1371
45-1286,berger-entry-1372
45-1287,berger-entry-1373
45-1288,berger-entry-1375
45-1289,berger-entry-1376
45-1290,berger-entry-1380
45-1291,berger-entry-1381
45-1292,berger-entry-1383
45-1293,berger-entry-1384
45-1294,berger-entry-1384-dialect-1
45-1295,berger-entry-1385
45-1296,berger-entry-1386
45-1297,berger-entry-1387
45-1298,berger-entry-1388
45-1299,berger-entry-1389
45-1300,berger-entry-1390
45-1301,berger-entry-1390-dialect-1
45-1302,berger-entry-1390-dialect-2
45-1303,berger-entry-1391
45-1304,berger-entry-1392
45-1305,berger-entry-1394
45-1306,berger-entry-1394-dialect-1
45-1307,berger-entry-1395
45-1308,berger-entry-1396
45-1309,berger-entry-1398
45-1310,berger-entry-1401
45-1311,berger-entry-1401-dialect-1
45-1312,berger-entry-1402
45-1313,berger-entry-1403
45-1314,berger-entry-1405
45-1315,berger-entry-1406
45-1316,berger-entry-1406-dialect-1
45-1317,berger-entry-1407
45-1318,berger-entry-1408
45-1320,berger-entry-1411
45-1321,berger-entry-1412
45-1322,berger-entry-1413
45-1323,berger-entry-1413-dialect-1
45-1324,berger-entry-1414
45-1325,berger-entry-1415
45-1326,berger-entry-1416
45-1327,berger-entry-1418
45-1328,berger-entry-1419
45-1329,berger-entry-1420
45-1330,berger-entry-1421
45-1331,berger-entry-1423
45-1332,berger-entry-1424
45-1333,berger-entry-1424-dialect-1
45-1334,berger-entry-1425
45-1335,berger-entry-1426
45-1336,berger-entry-1427
45-1337,berger-entry-1429
45-1338,berger-entry-1430-dialect-1
45-1339,berger-entry-1431
45-1340,berger-entry-1433
45-1341,berger-entry-1434
45-1342,berger-entry-1434-dialect-1
45-1343,berger-entry-1435
45-1344,berger-entry-1436
45-1345,berger-entry-1437
45-1346,berger-entry-1438
45-1347,berger-entry-1439
45-1348,berger-entry-1440
45-1349,berger-entry-1441
45-1350,berger-entry-1442
45-1351,berger-entry-1443-dialect-1
45-1352,berger-entry-1443-dialect-2
45-1353,berger-entry-1444
45-1354,berger-entry-1445
45-1355,berger-entry-1446
45-1356,berger-entry-1446-dialect-1
45-1357,berger-entry-1447
45-1358,berger-entry-1448
45-1359,berger-entry-1450
45-1360,berger-entry-1451
45-1361,berger-entry-1452
45-1362,berger-entry-1453
45-1363,berger-entry-1454-dialect-1
45-1364,berger-entry-1456
45-1365,berger-entry-1456-dialect-1
45-1366,berger-entry-1457
45-1367,berger-entry-1459
45-1368,berger-entry-1460
45-1369,berger-entry-1461
45-1370,berger-entry-1462
45-1371,berger-entry-1465
45-1372,berger-entry-1466
45-1373,berger-entry-1467
45-1374,berger-entry-1469
45-1375,berger-entry-1470
45-1376,berger-entry-1471
45-1377,berger-entry-1472
45-1378,berger-entry-1473
45-1379,berger-entry-1474
45-1380,berger-entry-1475-dialect-1
45-1381,berger-entry-1476
45-1382,berger-entry-1477
45-1383,berger-entry-1478
45-1384,berger-entry-1479
45-1385,berger-entry-1480
45-1386,berger-entry-1481
45-1387,berger-entry-1482
45-1388,berger-entry-1482-dialect-1
45-1389,berger-entry-1483
45-1390,berger-entry-1484
45-1391,berger-entry-1486
45-1392,berger-entry-1489
45-1393,berger-entry-1490
45-1394,berger-entry-1491
45-1395,berger-entry-1492
45-1396,berger-entry-1495
45-1397,berger-entry-1496
45-1398,berger-entry-1497
45-1399,berger-entry-1499
45-1400,berger-entry-1500
45-1401,berger-entry-1501
45-1402,berger-entry-1502
45-1403,berger-entry-1503
45-1404,berger-entry-1504
45-1405,berger-entry-1505
45-1406,berger-entry-1506
45-1407,berger-entry-1507
45-1408,berger-entry-1507-attached-493-1
45-1409,berger-entry-1508
45-1410,berger-entry-1509
45-1411,berger-entry-1510
45-1412,berger-entry-1510-dialect-1
45-1413,berger-entry-1511
45-1414,berger-entry-1512
45-1415,berger-entry-1514
45-1416,berger-entry-1515
45-1417,berger-entry-1516
45-1418,berger-entry-1517
45-1419,berger-entry-1519
45-1420,berger-entry-1520
45-1421,berger-entry-1521
45-1422,berger-entry-1522
45-1423,berger-entry-1523
45-1424,berger-entry-1524
45-1425,berger-entry-1526
45-1426,berger-entry-1527
45-1427,berger-entry-1529
45-1428,berger-entry-1530
45-1429,berger-entry-1531
45-1430,berger-entry-1532
45-1431,berger-entry-1532-dialect-1
45-1432,berger-entry-1533
45-1433,berger-entry-1534
45-1434,berger-entry-1535
45-1435,berger-entry-1536
45-1436,berger-entry-1537
45-1437,berger-entry-1537-attached-1685-1
45-1438,berger-entry-1538
45-1439,berger-entry-1539-dialect-1
45-1440,berger-entry-1542
45-1441,berger-entry-1543
45-1442,berger-entry-1544
45-1443,berger-entry-1545
45-1444,berger-entry-1546
45-1445,berger-entry-1547
45-1446,berger-entry-1548
45-1447,berger-entry-1549
45-1448,berger-entry-1550
45-1449,berger-entry-1551
45-1450,berger-entry-1551-dialect-1
45-1451,berger-entry-1553
45-1452,berger-entry-1554
45-1453,berger-entry-1555
45-1454,berger-entry-1556
45-1455,berger-entry-1557
45-1456,berger-entry-1559
45-1457,berger-entry-1560
45-1458,berger-entry-1561
45-1459,berger-entry-1562
45-1460,berger-entry-1562-dialect-1
45-1461,berger-entry-1562-dialect-2
45-1462,berger-entry-1563
45-1463,berger-entry-1564
45-1464,berger-entry-1565
45-1465,berger-entry-1566
45-1466,berger-entry-1567
45-1467,berger-entry-1568
45-1468,berger-entry-1569
45-1469,berger-entry-1570-attached-461-1
45-1470,berger-entry-1571
45-1472,berger-entry-1575
45-1474,berger-entry-1576
45-1475,berger-entry-1577
45-1476,berger-entry-1579
45-1477,berger-entry-1579-dialect-1
45-1478,berger-entry-1580
45-1479,berger-entry-1584-dialect-1
45-1480,berger-entry-1585
45-1481,berger-entry-1586
45-1482,berger-entry-1587
45-1483,berger-entry-1588
45-1484,berger-entry-1589
45-1485,berger-entry-1590
45-1486,berger-entry-1591
45-1487,berger-entry-1592
45-1488,berger-entry-1593
45-1489,berger-entry-1595
45-1490,berger-entry-1596
45-1491,berger-entry-1597
45-1492,berger-entry-1598
45-1493,berger-entry-1599
45-1494,berger-entry-1600
45-1495,berger-entry-1601
45-1496,berger-entry-1602
45-1497,berger-entry-1603
45-1498,berger-entry-1604
45-1499,berger-entry-1605
45-1500,berger-entry-1607
45-1501,berger-entry-1609
45-1502,berger-entry-1610
45-1503,berger-entry-1612
45-1504,berger-entry-1614
45-1505,berger-entry-1615
45-1506,berger-entry-1616
45-1507,berger-entry-1617
45-1508,berger-entry-1618-dialect-1
45-1509,berger-entry-1621
45-1510,berger-entry-1622
45-1511,berger-entry-1623
45-1512,berger-entry-1624
45-1513,berger-entry-1625
45-1514,berger-entry-1626-dialect-1
45-1515,berger-entry-1627
45-1516,berger-entry-1627-dialect-1
45-1517,berger-entry-1628
45-1518,berger-entry-1629
45-1519,berger-entry-1630
45-1520,berger-entry-1631
45-1521,berger-entry-1631-dialect-1
45-1522,berger-entry-1632
45-1523,berger-entry-1633
45-1524,berger-entry-1634
45-1525,berger-entry-1635
45-1526,berger-entry-1635-dialect-1
45-1527,berger-entry-1637
45-1528,berger-entry-1637-dialect-1
45-1529,berger-entry-1643
45-1530,berger-entry-1645
45-1531,berger-entry-1648
45-1532,berger-entry-1650
45-1534,berger-entry-1656
45-1535,berger-entry-1657
45-1536,berger-entry-1658
45-1537,berger-entry-1659
45-1538,berger-entry-1663
45-1539,berger-entry-1665-dialect-1
45-1540,berger-entry-1666
45-1542,berger-entry-1668
45-1543,berger-entry-1669
45-1545,berger-entry-1671
45-1546,berger-entry-1672-dialect-1
45-1547,berger-entry-1673
45-1549,berger-entry-1676
45-1550,berger-entry-1676-dialect-1
45-1552,berger-entry-1680
45-1553,berger-entry-1680-dialect-1
45-1554,berger-entry-1681
45-1555,berger-entry-1682
45-1556,berger-entry-1685
45-1557,berger-entry-1686
45-1558,berger-entry-1688
45-1559,berger-entry-1690
45-1560,berger-entry-1691
45-1561,berger-entry-1692
