ID,Name,Language_ID,Description,Etyma
5672,tápana,Indo-Aryan,"<html><body><number>5672</number> <b>tápana</b> 'causing pain' RV., <i>tapaná</i>- n. 'heat' TBr., 'mental distress' Kāṭh., <i>tapanī́</i>- f. 'heat' RV. [√<smallcaps>tap</smallcaps>]",
5673,*tapantikā,Indo-Aryan,<html><body><number>5673</number> <b>*tapantikā</b> 'hot season'. [Pres. part. <i>tápant</i>-,
5674,tápas,Indo-Aryan,"<html><body><number>5674</number> <b>tápas</b> n. 'heat, pain, religious austerity' RV., <i>tápus</i>- n. 'heat' RV. [√<smallcaps>tap</smallcaps>]",
5675,tápasyati,Indo-Aryan,<html><body><number>5675</number> <b>tápasyati</b> 'undergoes austerity' ŚBr. [<smallcaps>tápas-,
5676,tapasyā,Indo-Aryan,"<html><body><number>5676</number> <b>tapasyā</b> f. 'austerity' Hcar., <i>tapasyà</i>- 'produced by heat' KātyŚr. [<smallcaps>tápas-",
5677,tapita,Indo-Aryan,<html><body><number>5677</number> <b>tapita</b> 'refined (of gold)' Hariv. [√<smallcaps>tap</smallcaps>],
5678,tápuṣī,Indo-Aryan,<html><body><number>5678</number> <b>tápuṣī</b> f. 'heat of anger' Naigh. [<smallcaps>tápus-,
5679,taptá,Indo-Aryan,"<html><body><number>5679</number> <b>taptá</b> 'heated, hot' RV. [√<smallcaps>tap</smallcaps>]",
5680,*taptakāri,Indo-Aryan,"<html><body><number>5680</number> <b>*taptakāri</b> 'act of making hot'. [<smallcaps>taptá-, kāri</smallcaps>-]",
5681,*taptagʰaṭa,Indo-Aryan,"<html><body><number>5681</number> <b>*taptaghaṭa</b> 'heated pot'. [<smallcaps>taptá-, ghaṭa</smallcaps>-¹]",
5682,*taptārā,Indo-Aryan,"<html><body><number>5682</number> <b>*taptārā</b> 'hot spike'. [<smallcaps>taptá-, ā́rā</smallcaps>-]",
5683,tapti,Indo-Aryan,<html><body><number>5683</number> <b>tapti</b> f. 'heat' Bādar.com. [√<smallcaps>tap</smallcaps>],
5684,tápyati,Indo-Aryan,<html><body><number>5684</number> <b>tápyati</b> 'is hot' RV. [√<smallcaps>tap</smallcaps>],
5685,tapyatí,Indo-Aryan,<html><body><number>5685</number> <b>tapyatí</b> f. 'heat' TS. [√<smallcaps>tap</smallcaps>],
5686,tapyatú,Indo-Aryan,"<html><body><number>5686</number> <b>tapyatú</b> 'hot' RV. [Or poss. <i>*tapnu</i>-, cf. Av. <i>tafnu</i>- 'fever'",
5686a,tamaŋga,Indo-Aryan,"<html><body><number>5686a</number> †<b>tamaṅga-</b>, <i>°aka</i>- m. 'platform' lex.",
5687,*tamana,Indo-Aryan,<html><body><number>5687</number> <b>*tamana</b>² 'dark'. [Same as <i>tamana</i>-¹ n. 'losing one's breath' ŚāṅkhŚr.,
5688,*tamara,Indo-Aryan,"<html><body><number>5688</number> <b>*tamara</b> 'giddiness'. [Cf. <smallcaps>tamrá</smallcaps>-, <i>r</i>/<i>n</i> stem <i>*tamar</i>- ~ <i>*taman</i>- in *<smallcaps>tamana-²",
5689,támas,Indo-Aryan,<html><body><number>5689</number> <b>támas</b> n. 'darkness' RV. [Cf. <i>tamaka</i>- m. 'a kind of asthma' Suśr. and <smallcaps>tā́myati,
5690,támāla,Indo-Aryan,"<html><body><number>5690</number> <b>támāla</b>¹ m. 'the tree Xanthochymus pictorius (with very dark bark and white flowers)' MBh., <i>°aka</i>- m. lex. 2. <b>*tamira-</b> [Cf. *<smallcaps>tamāla</smallcaps>-² and <smallcaps>timirá</smallcaps>- if, with EWA i 478, connected with <smallcaps>támas</smallcaps>- &amp;c",
5691,*tamāla,Indo-Aryan,<html><body><number>5691</number> <b>*tamāla</b>² 'dark'. [Same as <smallcaps>támāla</smallcaps>-¹?],
5692,támisrā,Indo-Aryan,"<html><body><number>5692</number> <b>támisrā</b> f. 'dark night' RV., <i>tamisra</i>- n. 'darkness' MBh. [<smallcaps>támas-",
5693,tamōvant,Indo-Aryan,"<html><body><number>5693</number> <b>tamōvant</b> 'gloomy, dark' R. [Cf. <i>támasvant</i>- AV., <i>°van</i>- TS",
5694,*tamrala,Indo-Aryan,"<html><body><number>5694</number> <b>*tamrala</b> 'dark'. [<i>tamrá</i>- 'darkening' RV., cf. *<smallcaps>tamara-",
5695,tára,Indo-Aryan,"<html><body><number>5695</number> <b>tára</b>¹ m. 'crossing, passage' RV., 'road' lex. [√<smallcaps>tr̥̄</smallcaps>]",
5696,tará,Indo-Aryan,"<html><body><number>5696</number> <b>tará</b>² 'carrying across' Pāṇ.gaṇa, m. 'raft' W. 2. <b>tari-</b>, <i>°rī</i>- f. 'boat' MBh., <i>tarika</i>- m., <i>°kā</i>- f. lex. [√<smallcaps>tr̥̄</smallcaps>]",
5697,*tara,Indo-Aryan,<html><body><number>5697</number> <b>*tara</b>³ 'lowlying land'. [Cf. <smallcaps>tala</smallcaps>- ?],
5698,tarákṣu,Indo-Aryan,"<html><body><number>5698</number> <b>tarákṣu</b> m. 'hyena' VS., 'tiger' Śukas., <i>°uka</i>- m. 'hyena' lex., <i>tarakṣa</i>- m. 'hyena' VarBr̥S., 'wolf' Npr., <i>tarkṣu</i>- m. 'hyena' lex. [Non-aryan acc. to Berger, Zwei Probleme der mittelindischen Lautlehre 72]",
5699,taraŋga,Indo-Aryan,"<html><body><number>5699</number> <b>taraṅga</b> m. 'wave' R., <i>°aka</i>- m. Bālab.",
5700,taraṇa,Indo-Aryan,"<html><body><number>5700</number> <b>taraṇa</b> n. 'crossing' (in <i>nadī-t°</i> n. KātyŚr., <i>su-táraṇa</i>- RV.), m. 'raft, boat' lex., <i>taraṇī</i>- f. 'boat' Hariv. [√<smallcaps>tr̥̄</smallcaps>]",
5701,taraṇi,Indo-Aryan,"<html><body><number>5701</number> <b>taraṇi</b> m. 'Calotropis gigantea, Aloe perfoliata' lex.",
5702,tárati,Indo-Aryan,"<html><body><number>5702</number> <b>tárati</b> 'crosses (e.g. a river), escapes' RV., 'floats, swims' VarBr̥S. [√<smallcaps>tr̥̄</smallcaps>]",
5703,taralá,Indo-Aryan,"<html><body><number>5703</number> <b>taralá</b> 'trembling, moving to and fro' MBh.",
5704,taralayati,Indo-Aryan,"<html><body><number>5704</number> <b>taralayati</b> 'sets in tremulous motion' Hcar., <i>taralāyatē</i> 'moves oneself to and fro' Hcat., <i>taralita</i>- 'dangling, tremulous' ŚārṅgP. [<smallcaps>taralá</smallcaps>-]",
5705,taravaṭa,Indo-Aryan,<html><body><number>5705</number> <b>taravaṭa</b> 'the plant Cassia auriculata' lex.,
5706,taravāri,Indo-Aryan,"<html><body><number>5706</number> <b>taravāri</b> m. 'one-edged sword' Hcar., <i>taravālikā</i>- f. lex., <i>talavāraṇa</i>- n. W.",
5707,táras,Indo-Aryan,"<html><body><number>5707</number> <b>táras</b>¹ n. 'speed, energy', <i>tárasā</i> 'speedily' RV. [√<smallcaps>tr̥̄</smallcaps>-]",
5708,tarás,Indo-Aryan,"<html><body><number>5708</number> <b>tarás</b>² 'quick, energetic' SV. [√<smallcaps>tr̥̄</smallcaps>]",
5709,taritra,Indo-Aryan,<html><body><number>5709</number> <b>taritra</b> n. 'oar' MBh. [√<smallcaps>tr̥̄</smallcaps>],
5710,*tarī,Indo-Aryan,<html><body><number>5710</number> <b>*tarī</b> 'floating layer'. 2. <b>tarikā-</b> f. 'skin on milk' VS. [Same as <smallcaps>tari- ,
5711,tarú,Indo-Aryan,<html><body><number>5711</number> <b>tarú</b> m. 'tree' MBh.,
5712,táruṇa,Indo-Aryan,"<html><body><number>5712</number> <b>táruṇa</b> 'young, tender', f. <i>°ṇī́</i>- RV., <i>táruṇī</i>- Pat., <i>táluna</i>- Pat.",
5713,tarūṭa,Indo-Aryan,<html><body><number>5713</number> <b>tarūṭa</b> m. 'lotus root' lex.,
5714,tarka,Indo-Aryan,"<html><body><number>5714</number> <b>tarka</b> m. 'inquiry' KaṭhUp., 'conjecture' MBh. [√<smallcaps>tark</smallcaps>]",
5715,tarkaṇa,Indo-Aryan,<html><body><number>5715</number> <b>tarkaṇa</b> n. 'conjecturing' Sāh. [√<smallcaps>tark</smallcaps>],
5716,tarkáyati,Indo-Aryan,"<html><body><number>5716</number> <b>tarkáyati</b> 'guesses, thinks' MBh. [√<smallcaps>tark</smallcaps>]",
5717,tarkú,Indo-Aryan,"<html><body><number>5717</number> <b>tarkú</b> m.f. 'spindle' PārGr̥., <i>tarkuṭā</i>- f. Hār., <i>°ṭa</i>- n. lex. [√<smallcaps>tark</smallcaps>]",
5718,*targa,Indo-Aryan,"<html><body><number>5718</number> <b>*targa</b> 'terrible, strong'. [Cf. Gk. <i>τάρβος</i> 'fear' EWA i 485: but see also *<smallcaps>taṅga-",
5719,tárjati,Indo-Aryan,"<html><body><number>5719</number> <b>tárjati,</b> <i>tarjayati</i> 'threatens' MBh. [√<smallcaps>tarj</smallcaps>]",
5720,tarjana,Indo-Aryan,<html><body><number>5720</number> <b>tarjana</b> n. 'threatening' R. [√<smallcaps>tarj</smallcaps>],
5721,tárdati,Indo-Aryan,"<html><body><number>5721</number> <b>tárdati</b>¹ Dhātup., <i>tr̥ṇátti</i> 'splits open, sets free' RV., 'hurts, kills' Dhātup. [√<smallcaps>tr̥d</smallcaps>]",
5722,*tardati,Indo-Aryan,<html><body><number>5722</number> <b>*tardati</b>² 'roars'. [Poss. same as <smallcaps>tárdati</smallcaps>¹: cf. S. <i>ṭraṛkaṇu</i> 'to split ~ make an uproar in scolding' s.v. <smallcaps>traṭ</smallcaps>-],
5723,tardū́,Indo-Aryan,"<html><body><number>5723</number> <b>tardū́</b> f. 'wooden ladle' lex. [Prob. ← Drav. T. Burrow BSOAS xii 380, DED 2809]",
5724,tárdman,Indo-Aryan,<html><body><number>5724</number> <b>tárdman</b> n 'hole' AV.. [√<smallcaps>tr̥d</smallcaps>],
5725,*tarpa,Indo-Aryan,"<html><body><number>5725</number> <b>*tarpa</b>¹ 'matting, sacking'. [Cf. <i>tálpa</i>-¹ m. 'bed (i.e. framework with woven string?)' AV., 'seat of a carriage' MBh.: same as *<smallcaps>tarpa</smallcaps>-²?]",
5726,*tarpa,Indo-Aryan,<html><body><number>5726</number> <b>*tarpa</b>² 'raft'. [Cf. <i>talpa</i>-² m. 'raft' lex.: perh. same as *<smallcaps>tarpa</smallcaps>-¹ i.e. 'a raft of interwoven or crossed timbers'],
5727,*tarpati,Indo-Aryan,<html><body><number>5727</number> <b>*tarpati</b> 'jumps' ('kindles' Dhātup.). [Cf. <i>tr̥prá</i>- 'hasty (?)' RV. which may be separate from √<i>tr̥p</i> 'be glad' EWA i 524. Psht. <i>trap</i> 'leap' ← NIA. EVP 83,
5728,tarpáyati,Indo-Aryan,"<html><body><number>5728</number> <b>tarpáyati</b> 'satisfies, gladdens' RV. [√<smallcaps>tr̥p</smallcaps>]",
5728a,tarbati,Indo-Aryan,<html><body><number>5728a</number> †<b>tarbati</b> 'goes' Vop. [√<smallcaps>tarb</smallcaps>],
5729,tarṣa,Indo-Aryan,"<html><body><number>5729</number> <b>tarṣa</b> m. 'thirst, desire' MBh. [Cf. <i>tarṣyā́vant</i>- 'thirsty' RV",
5730,tárhi,Indo-Aryan,<html><body><number>5730</number> <b>tárhi</b> 'then' AV. [<smallcaps>tá</smallcaps>-],
5731,tala,Indo-Aryan,"<html><body><number>5731</number> <b>tala</b> n. 'base, bottom' Mn., 'surface, flat roof' MBh., (in cmpd. with 'hand' or 'foot', later alone) 'palm, sole' n. (later m.) MBh. 2. <b>*talla-</b>² (&lt; <i>*talya</i>- ?). [Cf. *<smallcaps>tara</smallcaps>-³?]",
5732,*talakīla,Indo-Aryan,"<html><body><number>5732</number> <b>*talakīla</b> 'bottom peg'. [<smallcaps>tala-, kīla</smallcaps>-]",
5733,*talagʰara,Indo-Aryan,"<html><body><number>5733</number> <b>*talaghara</b> 'lower storey'. [<smallcaps>tala-, ghara</smallcaps>-]",
5734,*talagʰarṣa,Indo-Aryan,"<html><body><number>5734</number> <b>*talagharṣa</b> 'rubbing the soles'. [<smallcaps>tala-, gharṣa</smallcaps>-]",
5735,talati,Indo-Aryan,"<html><body><number>5735</number> <b>talati</b>¹ 'fixes, accomplishes', <i>tāláyati</i>¹ Dhātup., <i>talita</i>- 'placed' W. [√<smallcaps>tal</smallcaps>¹]",
5736,*talati,Indo-Aryan,"<html><body><number>5736</number> <b>*talati</b>² 'fries', <i>talita</i>- 'fried' Bhpr. 2. <b>*tālayati</b>². [√<smallcaps>tal</smallcaps>²]",
5737,*talapaṭṭa,Indo-Aryan,"<html><body><number>5737</number> <b>*talapaṭṭa</b> 'lower slab'. [<smallcaps>tala-, paṭṭa</smallcaps>-¹]",
5738,*talapāda,Indo-Aryan,<html><body><number>5738</number> <b>*talapāda</b> 'lower foot'. [Cf. <smallcaps>pādatala-,
5739,*talapādagʰarṣa,Indo-Aryan,"<html><body><number>5739</number> <b>*talapādagharṣa</b> 'rub on the sole'. [*<smallcaps>talapāda-, gharṣa</smallcaps>-]",
5740,*talima,Indo-Aryan,"<html><body><number>5740</number> <b>*talima</b> 'lowest'. [With MIA. -<i>ima</i>- after <smallcaps>paścimá</smallcaps>- &amp;c. and perh. same as <i>talima</i>- n. 'floor' (ac. to Wackernagel AiGr ii 2, 354 formed from <i>tala</i>- after <i>kuṭṭima</i>-) and Pk. <i>talima</i>- n. 'upper storey of a house'",
5741,*talōpala,Indo-Aryan,"<html><body><number>5741</number> <b>*talōpala</b> 'lower millstone'. [<smallcaps>tala-, úpala</smallcaps>-]",
5741a,talpana,Indo-Aryan,"<html><body><number>5741a</number> †<b>talpana-</b> n. 'outer muscles on an elephant's back' lex., <i>talpala</i>- m. Hemac.",
5742,talla,Indo-Aryan,"<html><body><number>5742</number> <b>talla</b>¹ m. 'pond' Yaś. [A village word Vām. 2, 1, 7. Poss. as 'level surface' conn. with <smallcaps>tala</smallcaps>- and *<smallcaps>talla</smallcaps>-², but more prob. with <smallcaps>taḍāga</smallcaps>- &amp;c. and poss. with PMWS 139 ← Mu.]",
5743,taṣṭá,Indo-Aryan,"<html><body><number>5743</number> <b>taṣṭá</b> 'fashioned, formed in mind' RV., 'pared' lex. [Cf. *<smallcaps>thaṭṭha-¹, *thaṭṭha-²",
5744,tásara,Indo-Aryan,"<html><body><number>5744</number> <b>tásara</b> n. 'shuttle' RV., 'cloth in loom' TBr.com., <i>tasarikā</i>- f. 'weaving' Divyāv. ('little shuttle' BHS ii 250), <i>trasara</i>- m. 'shuttle' Bālar. [√<smallcaps>taṁs</smallcaps>]",
5745,tastʰivás,Indo-Aryan,<html><body><number>5745</number> <b>tasthivás</b> perf. part. act. 'standing' RV. [√<smallcaps>sthā</smallcaps>],
5746,tásmin,Indo-Aryan,"<html><body><number>5746</number> <b>tásmin kālḗ</b> 'at that time'. [<smallcaps>tá-, kālá</smallcaps>-²]",
5747,tāṭaŋka,Indo-Aryan,"<html><body><number>5747</number> <b>tāṭaṅka</b> n. m. 'ear-ornament (large ring ac. Apte)' Prasannar., <i>tāḍaṅka</i>- n. Rājat., <i>tālaṅka</i>- m. Apte. [Cf. <i>tāḍīdala</i>- n. 'ear-ornament' Kālid., <i>tāḍapattra</i>- (= <i>tāḍaṅka</i>-) lex., <i>tālapattra</i>- n. 'palm-leaf, ear-ornament' ('gold cylinder' ac. Apte) Kād.; <i>tālāṅka</i>- 'palm leaf' W.; <i>tāḍī</i>-, <i>tālī</i>- f. 'ornament' lex. (← Drav. Tam. <i>tāli</i> 'neck ornament', etc. DED 2594, EWA i 499), <i>tālaka</i>- n. 'ornament' (""shaped like palm leaf"") BHSk. Association with, rather than derivation from, *<smallcaps>tāḍa</smallcaps>-³]",
5748,tā́ḍa,Indo-Aryan,"<html><body><number>5748</number> <b>tā́ḍa</b>¹ m. 'blow' AV., <i>tāla</i>- m. 'clap, rhythm' MBh., 'palm of hand' (= <i>°lika</i>- m.) lex., <i>°kā</i>- f. Hariv. ['palm' infl. by <smallcaps>tala</smallcaps>- n. 'id.'",
5749,tāḍa,Indo-Aryan,"<html><body><number>5749</number> <b>tāḍa</b>², <i>°aka</i>- m. 'latch' BHSii 251, <i>tāla</i>-, <i>°aka</i>- m. 'latch, bolt' lex., <i>tālikā</i>- f. 'bar' Hariv. [Tam. <i>tār̤</i> 'bar, bolt, latch', etc. DED 2598; but in NIA. meanings 'mallet, etc.' prob. same as <smallcaps>tā́ḍa</smallcaps>-¹]",
5750,*tāḍa,Indo-Aryan,"<html><body><number>5750</number> <b>*tāḍa</b>³ 'fan-palm', <i>tāḍī</i>-² f. in <i>tāḍī-puṭa</i>- 'palm-leaf' Kād., <i>tāla</i>-² m. 'Borassus flabelliformis' Mn., <i>tālī</i>-, <i>°lakī</i>- f. 'palm-wine' W. [Cf. <smallcaps>hintāla</smallcaps>-]",
5751,tāḍana,Indo-Aryan,<html><body><number>5751</number> <b>tāḍana</b> n. 'beating' Yājñ. [√<smallcaps>taḍ</smallcaps>¹],
5752,tāḍáyati,Indo-Aryan,"<html><body><number>5752</number> <b>tāḍáyati</b>¹ 'beats, strikes, punishes' Mn. [√<smallcaps>taḍ</smallcaps>¹]",
5752a,*tāḍarukṣa,Indo-Aryan,"<html><body><number>5752a</number> †<b>*tāḍarukṣa-</b> 'palmyra palm'. [<smallcaps>tāḍa-³, rukṣá</smallcaps>-]",
5753,tā́t,Indo-Aryan,"<html><body><number>5753</number> <b>tā́t</b> 'thus' RV., <i>tát</i> 'then' RV., 'thus' AV. [<smallcaps>tá</smallcaps>-]",
5754,tātá,Indo-Aryan,"<html><body><number>5754</number> <b>tātá</b> m. '(in voc.) affectionate address to junior' ŚBr., 'id. to senior' MBh., 'father' MBh. [Cf. <i>tatá</i>- m. 'father' RV.]",
5755,tātagu,Indo-Aryan,"<html><body><number>5755</number> <b>tātagu</b> 'paternal' Apte, m. 'father's brother' lex. [<smallcaps>tātá</smallcaps>-]",
5756,*tātatara,Indo-Aryan,<html><body><number>5756</number> <b>*tātatara</b> 'like a father's elder brother'. [<smallcaps>tātá</smallcaps>-],
5756a,tātala,Indo-Aryan,"<html><body><number>5756a</number> <b>tātala-</b> 'paternal', m. 'senior relative' lex. [<smallcaps>tātá</smallcaps>-]",
5757,*tātaśvaśura,Indo-Aryan,"<html><body><number>5757</number> <b>*tātaśvaśura</b> 'father-in-law's elder brother'. [<smallcaps>tātá-, śváśura</smallcaps>-]",
5758,*tātaśvaśrū,Indo-Aryan,"<html><body><number>5758</number> <b>*tātaśvaśrū</b> 'father-in-law's elder brother's wife'. [<smallcaps>tātá-, śvaśrū́</smallcaps>-]",
5759,*tātiya,Indo-Aryan,"<html><body><number>5759</number> <b>*tātiya</b>, <i>tātyá</i>- 'fatherly' RV. [<smallcaps>tātá</smallcaps>-]",
5760,tādŕ̩śa,Indo-Aryan,"<html><body><number>5760</number> <b>tādŕ̥śa</b> 'suchlike' ŚBr., <i>tādŕ̥ś</i>- RV. [<smallcaps>tá-, √dr̥ś</smallcaps>]",
5761,tāna,Indo-Aryan,"<html><body><number>5761</number> <b>tāna</b> m. 'tone' MBh., 'fibre' Suśr. [√<smallcaps>tan</smallcaps>]",
5762,tānáyati,Indo-Aryan,<html><body><number>5762</number> <b>tānáyati</b> 'makes stretch' Dhātup. [√<smallcaps>tan</smallcaps>],
5763,tāntá,Indo-Aryan,"<html><body><number>5763</number> <b>tāntá</b> 'fainting, languishing' ŚBr. [√<smallcaps>tam</smallcaps>]",
5764,tānti,Indo-Aryan,<html><body><number>5764</number> <b>tānti</b> f. 'suffocation' ĀpŚr. [√<smallcaps>tam</smallcaps>],
5765,*tānya,Indo-Aryan,<html><body><number>5765</number> <b>*tānya</b> 'to be pulled taut'. [√<smallcaps>tan</smallcaps>],
5766,tā́nva,Indo-Aryan,<html><body><number>5766</number> <b>tā́nva</b> 'one's own (son)' RV. 2. <b>*tānuva-.</b> [<smallcaps>tanū́</smallcaps>-],
5767,tāpá,Indo-Aryan,"<html><body><number>5767</number> <b>tāpá</b> m. 'heat, glow' Mn., 'pain' MBh. [√<smallcaps>tap</smallcaps>]",
5768,tāpaka,Indo-Aryan,"<html><body><number>5768</number> <b>tāpaka</b> 'heating' Sarvad., m. 'cooking-stove', <i>tāpikā</i>- f. 'frying pan' Hcar. [<smallcaps>tāpá-",
5769,*tāpakāra,Indo-Aryan,"<html><body><number>5769</number> <b>*tāpakāra</b> 'making hot'. [<smallcaps>tāpá-, kāra</smallcaps>-¹]",
5770,tāpana,Indo-Aryan,"<html><body><number>5770</number> <b>tāpana</b> 'burning', n. 'burning, torment' MBh.",
5771,tāpáyati,Indo-Aryan,"<html><body><number>5771</number> <b>tāpáyati</b> 'burns, distresses' AV. [√<smallcaps>tap</smallcaps>]",
5772,tāpasá,Indo-Aryan,<html><body><number>5772</number> <b>tāpasá</b> m. 'an ascetic' ŚBr. [<smallcaps>tápas-,
5773,tāpita,Indo-Aryan,<html><body><number>5773</number> <b>tāpita</b> 'heated' VarBr̥S. [√<smallcaps>tap</smallcaps>],
5774,tāmarasá,Indo-Aryan,"<html><body><number>5774</number> <b>tāmarasá</b> n. 'red lotus' MBh., 'copper' lex. [Cf. <smallcaps>tāmrá</smallcaps>-]",
5775,tāmasa,Indo-Aryan,"<html><body><number>5775</number> <b>tāmasa</b> 'dark' lex., 'ignorant' Mn., <i>andha-tāmasa</i>- n. 'darkness' lex. [<smallcaps>támas</smallcaps>-]",
5776,tāmbūlá,Indo-Aryan,"<html><body><number>5776</number> <b>tāmbūlá</b> n. 'betel, betel leaf' Suśr. 2. <b>*tāmbōla-.</b> [← Austro-as. EWA i 495 with lit.]",
5777,tāmbūlika,Indo-Aryan,"<html><body><number>5777</number> <b>tāmbūlika</b> m. 'seller of betel' R., <b>*tāmbōlika-</b> in Pk. and NIA. [<smallcaps>tāmbūlá</smallcaps>-]",
5778,tā́myati,Indo-Aryan,"<html><body><number>5778</number> <b>tā́myati</b> 'gasps for breath, is exhausted' TBr. [Aor. sbj. <i>tamat</i> 'will exhaust' RV",
5779,tāmrá,Indo-Aryan,"<html><body><number>5779</number> <b>tāmrá</b> 'dark red, copper-coloured' VS., n. 'copper' Kauś., <i>tāmraka</i>- n. Yājñ. [Cf. <smallcaps>tamrá-",
5780,tāmrakāra,Indo-Aryan,"<html><body><number>5780</number> <b>tāmrakāra</b> m. 'coppersmith' lex. [<smallcaps>tāmrá-, kāra</smallcaps>-¹]",
5781,tāmrakuṭṭa,Indo-Aryan,"<html><body><number>5781</number> <b>tāmrakuṭṭa</b> m. 'coppersmith' R. [<smallcaps>tāmrá-, kuṭṭa</smallcaps>-]",
5782,*tāmragʰaṭa,Indo-Aryan,"<html><body><number>5782</number> <b>*tāmraghaṭa</b> 'copper pot'. [<smallcaps>tāmrá-, ghaṭa</smallcaps>-¹]",
5783,*tāmragʰaṭaka,Indo-Aryan,"<html><body><number>5783</number> <b>*tāmraghaṭaka</b> 'copper-worker'. [<smallcaps>tāmrá-, ghaṭa</smallcaps>-²]",
5784,tāmracūḍa,Indo-Aryan,"<html><body><number>5784</number> <b>tāmracūḍa</b> 'red-crested' MBh., m. 'cock' Suśr. [<smallcaps>tāmrá-, cū́ḍa</smallcaps>-¹]",
5785,*tāmradʰāka,Indo-Aryan,"<html><body><number>5785</number> <b>*tāmradhāka</b> 'copper receptacle'. [<smallcaps>tāmrá-, dhāká</smallcaps>-]",
5786,tāmrapaṭṭa,Indo-Aryan,<html><body><number>5786</number> <b>tāmrapaṭṭa</b> m. 'copper plate (for inscribing)' Yājñ. [Cf. <smallcaps>tāmrapattra-,
5787,tāmrapattra,Indo-Aryan,<html><body><number>5787</number> <b>tāmrapattra</b> n. 'copper plate (for inscribing)' lex. [Cf. <smallcaps>tāmrapaṭṭa-,
5788,tāmrapātra,Indo-Aryan,"<html><body><number>5788</number> <b>tāmrapātra</b> n. 'copper vessel' MBh. [<smallcaps>tāmrá-, pā́tra</smallcaps>-]",
5789,*tāmrabʰāṇḍa,Indo-Aryan,"<html><body><number>5789</number> <b>*tāmrabhāṇḍa</b> 'copper vessel'. [<smallcaps>tāmrá-, bhāṇḍa</smallcaps>-¹]",
5790,tāmravarṇa,Indo-Aryan,"<html><body><number>5790</number> <b>tāmravarṇa</b> 'copper-coloured' TĀr. [<smallcaps>tāmrá-, várṇa</smallcaps>-¹]",
5791,tāmrākṣa,Indo-Aryan,"<html><body><number>5791</number> <b>tāmrākṣa</b> 'red-eyed' MBh. [<smallcaps>tāmrá-, ákṣi</smallcaps>-]",
5792,tāmrika,Indo-Aryan,<html><body><number>5792</number> <b>tāmrika</b> 'coppery' Mn. [<smallcaps>tāmrá</smallcaps>-],
5793,tārá,Indo-Aryan,"<html><body><number>5793</number> <b>tārá</b> 'carrying across' VS., n. 'descent to a river' AV. [√<smallcaps>tr̥̄</smallcaps>]",
5794,tāraka-,Indo-Aryan,"<html><body><number>5794</number> <b>tāraka-²</b>, 'rescuing' MBh., m. 'helmsman', m.n. 'float, raft' lex. [<smallcaps>tārá-",
5795,tāraṇa,Indo-Aryan,"<html><body><number>5795</number> <b>tāraṇa</b> n. 'crossing, safe passage, surmounting of difficulties' MBh. [√<smallcaps>tr̥̄</smallcaps>]",
5796,tāráyati,Indo-Aryan,"<html><body><number>5796</number> <b>tāráyati</b> 'causes to arrive at' AV., 'leads across' Kauś., 'rescues' Mn. [√<smallcaps>tr̥̄</smallcaps>]",
5797,tāralya,Indo-Aryan,<html><body><number>5797</number> <b>tāralya</b> n. 'unsteadiness' Kād. [<smallcaps>taralá</smallcaps>-],
5798,tārā,Indo-Aryan,"<html><body><number>5798</number> <b>tārā</b> f. 'fixed star' Yājñ., <i>tā́raḥ</i> nom. pl. RV. 2. <b>tā́rakā-</b> f. 'star' AV. 3. <b>*tārikā-.</b> 4. <b>tāraká-</b> 'belonging to the stars' VS. [Cf. <smallcaps>stŕ̥</smallcaps>-]",
5799,tārika,Indo-Aryan,<html><body><number>5799</number> <b>tārika</b> m. 'ferryman' ViṣṇuP. [Cf. <i>tārin</i>- 'enabling to cross' MBh,
5800,*tārya,Indo-Aryan,"<html><body><number>5800</number> <b>*tārya</b> 'stellar, collection of stars'. [From <i>*tr̥</i>-, nom. pl. <i>tā́raḥ</i> RV",
5801,tāla,Indo-Aryan,"<html><body><number>5801</number> <b>tāla</b>¹ m. 'cymbal' BhP., <i>°lī</i>- f. lex. [Same as <smallcaps>tā́ḍa</smallcaps>-¹",
5802,tālavr̩nta,Indo-Aryan,"<html><body><number>5802</number> <b>tālavr̥nta</b> n. 'palm-leaf fan' MBh., <i>°aka</i>- n. lex. [*<smallcaps>tāḍa-³, vr̥nta</smallcaps>-¹]",
5803,tā́lu,Indo-Aryan,"<html><body><number>5803</number> <b>tā́lu</b> n. 'palate' VS., <i>tā́luka</i>- n. Pāṇ., <i>tālukē</i> du. 'two veins in the palate' TUp. [→ Orm. <i>tâlâk</i> 'crown of head' IIFL i 410",
5804,tā́vat,Indo-Aryan,"<html><body><number>5804</number> <b>tā́vat</b> adv. 'so much, so long, in that time' RV. [<i>tā́vant</i>- 'so great, so long' RV",
5805,tā́vatka,Indo-Aryan,<html><body><number>5805</number> <b>tā́vatka</b> 'bought for so much' Pāṇ. [<smallcaps>tā́vant</smallcaps>-],
5806,tiktá,Indo-Aryan,"<html><body><number>5806</number> <b>tiktá</b> 'pungent, bitter' MBh., <i>tiktaka</i>- R. [√<smallcaps>tij</smallcaps>]",
5807,*tiktapūra,Indo-Aryan,"<html><body><number>5807</number> <b>*tiktapūra</b> 'pungent cake'. [<smallcaps>tiktá-, pūra</smallcaps>-²]",
5808,tigmá,Indo-Aryan,"<html><body><number>5808</number> <b>tigmá</b> 'sharp, pungent, hot' RV., n. 'pungency' lex. [√<smallcaps>tij</smallcaps>]",
