Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:chitradurga_kuruba:i320,295,290,20,320,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,now,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 320; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 320, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i321,295,290,21,321,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,before,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 321; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 321, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i322,295,290,22,322,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,later,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 322; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 322, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i323,295,290,23,323,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,father,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 323; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 323, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i324,295,290,24,324,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,mother,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 324; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 324, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i325,295,290,25,325,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,child (cf. 59),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.295 / printed p.290 / item 325; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 290, item 325, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i326,296,291,1,326,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,baby,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 326; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 326, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i327,296,291,2,327,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,son,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 327; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 327, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i328,296,291,3,328,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,daughter,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 328; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 328, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i329,296,291,4,329,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,"brother, older",,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 329; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 329, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i330,296,291,5,330,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,"brother, younger",,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 330; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 330, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i331,296,291,6,331,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,"sister, older",,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 331; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 331, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i332,296,291,7,332,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,"sister, younger",,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 332; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 332, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i333,296,291,8,333,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,grandfather,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 333; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 333, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i334,296,291,9,334,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,grandmother,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 334; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 334, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i335,296,291,10,335,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,grandson,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 335; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 335, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i336,296,291,11,336,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,granddaughter,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 336; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 336, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i337,296,291,12,337,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,father-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 337; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 337, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i338,296,291,13,338,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,mother-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 338; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 338, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i339,296,291,14,339,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,son-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 339; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 339, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i340,296,291,15,340,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,daughter-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 340; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 340, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i341,296,291,16,341,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,one half,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 341; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 341, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i342,296,291,17,342,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,dawn,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 342; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 342, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i343,296,291,18,343,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,morning,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 343; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 343, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i344,296,291,19,344,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,evening,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 344; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 344, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i345,296,291,20,345,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,noon,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 345; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 345, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i346,296,291,21,346,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,two days ago,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 346; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 346, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i347,296,291,22,347,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,three days ago,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 347; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 347, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i348,296,291,23,348,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,two days hence,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 348; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 348, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i349,296,291,24,349,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,three days hence,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 349; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 349, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i350,296,291,25,350,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,brother-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.296 / printed p.291 / item 350; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 291, item 350, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i351,297,292,1,351,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,sister-in-law,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 351; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 351, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i352,297,292,2,352,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,father's brother,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 352; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 352, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i353,297,292,3,353,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,father's sister,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 353; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 353, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i354,297,292,4,354,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,mother's brother,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 354; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 354, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i355,297,292,5,355,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,mother's sister,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 355; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 355, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i356,297,292,6,356,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,cousin,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 356; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 356, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i357,297,292,7,357,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,husband,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 357; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 357, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i358,297,292,8,358,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,wife,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 358; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 358, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i359,297,292,9,359,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,bride,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 359; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 359, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i360,297,292,10,360,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,bridegroom,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 360; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 360, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i361,297,292,11,361,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,niece,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 361; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 361, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i362,297,292,12,362,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,nephew,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 362; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 362, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i363,297,292,13,363,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,stepmother,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 363; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 363, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i364,297,292,14,364,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,ancestor,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 364; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 364, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i365,297,292,15,365,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,descendant,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 365; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 365, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i366,297,292,16,366,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,bondfriend,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 366; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 366, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i367,297,292,17,367,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,I,nanu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.297 / printed p.292 / item 367; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 292, item 367, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i367,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i368,297,292,18,368,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,thou,ninu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.297 / printed p.292 / item 368; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 292, item 368, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i368,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i369,297,292,19,369,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,we (inclusive),navu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.297 / printed p.292 / item 369; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 292, item 369, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i369,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i370,297,292,20,370,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,we (exclusive),navu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.297 / printed p.292 / item 370; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 292, item 370, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i370,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i371,297,292,21,371,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,you two,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 371; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 371, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i372,297,292,22,372,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,you,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 372; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 372, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i373,297,292,23,373,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,he,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 373; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 373, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i374,297,292,24,374,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,they,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 374; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 374, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i375,297,292,25,375,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,they two,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.297 / printed p.292 / item 375; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 292, item 375, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i376,298,293,1,376,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,we two (exclusive),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 376; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 376, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i377,298,293,2,377,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,we two (inclusive),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 377; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 377, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i378,298,293,3,378,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,this,jiɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 378; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 378, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i378,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i379,298,293,4,379,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,that,ʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 379; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 379, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i379,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i380,298,293,5,380,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,who,jaru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 380; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 380, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i380,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i381,298,293,6,381,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,what,jenu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 381; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 381, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i381,installed_target,audited attestation from a target list
