Cell_Key	PDF_Page	Printed_Page	Row	Item	List_Key	Source_Label	Scope	Language_ID	Dialect_ID	OCR_Gloss_Scaffold	OCR_Form_Scaffold	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:madapalli:i397	320	315	22	397	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	heavy			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i398	320	315	23	398	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	1ight			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i399	320	315	24	399	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	tal11			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i400	320	315	25	400	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	long			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i401	321	316	1	401	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	short			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i402	321	316	2	402	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	far			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i403	321	316	3	403	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	03 near			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i404	321	316	4	404	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hot			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i405	321	316	5	405	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	05 cold			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i406	321	316	6	406	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	dark			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i407	321	316	7	407	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	light			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i408	321	316	8	408	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	deep			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i409	321	316	9	409	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	that (far)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i410	321	316	10	410	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	here			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i411	321	316	11	411	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	there			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i412	321	316	12	412	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	which			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i413	321	316	13	413	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hy			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i414	321	316	14	414	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	when			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i415	321	316	15	415	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	how			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i416	321	316	16	416	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	in front			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i417	321	316	17	417	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	behind			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i418	321	316	18	418	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	above			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i419	321	316	19	419	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	below			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i420	321	316	20	420	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	nder			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i421	321	316	21	421	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	dark color			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i422	321	316	22	422	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	wide			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i423	321	316	23	423	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	narrow			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i424	321	316	24	424	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	slow			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i425	321	316	25	425	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	bent			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i426	322	317	1	426	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	coiled			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i427	322	317	2	427	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	straight			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i428	322	317	3	428	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	thick (sheet)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i429	322	317	4	429	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	thin (sheet)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i430	322	317	5	430	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	thick (rope)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i431	322	317	6	431	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	thin (rope)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i432	322	317	7	432	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sweet			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i433	322	317	8	433	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	Sour			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i434	322	317	9	434	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	bitter			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i435	322	317	10	435	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	ripe			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i436	322	317	11	436	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	cooked			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i437	322	317	12	437	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	nripe			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i438	322	317	13	438	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hard			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i439	322	317	14	439	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	soft			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i440	322	317	15	440	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	wet			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i441	322	317	16	441	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	đry			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i442	322	317	17	442	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	full			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i443	322	317	18	443	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	round			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i444	322	317	19	444	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sharp			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i445	322	317	20	445	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	fast			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i446	322	317	21	446	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	broken			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i447	322	317	22	447	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	not broken			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i448	322	317	23	448	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	cry			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i449	322	317	24	449	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	die			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i450	322	317	25	450	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	laugh			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i451	323	318	1	451	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sleep			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i452	323	318	2	452	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	Come			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i453	323	318	3	453	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	go			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i454	323	318	4	454	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	mOVve (wallk)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i455	323	318	5	455	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	456 tly			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i456	323	318	6	456	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sit			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i457	323	318	7	457	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	stand			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i458	323	318	8	458	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	stay			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i459	323	318	9	459	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	fall			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i460	323	318	10	460	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	descend			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i461	323	318	11	461	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	ascend			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i462	323	318	12	462	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	flee			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i463	323	318	13	463	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	Swim			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i464	323	318	14	464	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	1ie down			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i465	323	318	15	465	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	466 eat			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i466	323	318	16	466	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	drink			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i467	323	318	17	467	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	bite			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i468	323	318	18	468	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	bite, snakke			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i469	323	318	19	469	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hit			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i470	323	318	20	470	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	kill			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i471	323	318	21	471	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	cut			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i472	323	318	22	472	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	make			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i473	323	318	23	473	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	do			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i474	323	318	24	474	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	tasty			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i475	323	318	25	475	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	astringent			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i476	324	319	1	476	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hot (spicy)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i477	324	319	2	477	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sticky			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i478	324	319	3	478	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	flat			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i479	324	319	4	479	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	rogh			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i480	324	319	5	480	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	Snooth			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i481	324	319	6	481	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	slíppery			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i482	324	319	7	482	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	slow			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i483	324	319	8	483	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	fast			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i484	324	319	9	484	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	blunt			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i485	324	319	10	485	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	pointed			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i486	324	319	11	486	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	rise (sun)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i487	324	319	12	487	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	set (sn)			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i488	324	319	13	488	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hunger			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i489	324	319	14	489	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	thirst			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i490	324	319	15	490	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	be 1l1			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i491	324	319	16	491	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	vomit			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i492	324	319	17	492	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	cough			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i493	324	319	18	493	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	spit			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i494	324	319	19	494	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	detecate			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i495	324	319	20	495	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	urinate			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i496	324	319	21	496	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	yann			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i497	324	319	22	497	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sing			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i498	324	319	23	498	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	dance			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i499	324	319	24	499	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	1ive			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i500	324	319	25	500	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	S00 enter			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i501	325	320	1	501	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	go out			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i502	325	320	2	502	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	depart			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i503	325	320	3	503	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	return			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i504	325	320	4	504	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	arrive hane			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i505	325	320	5	505	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	wander			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i506	325	320	6	506	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	go back			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i507	325	320	7	507	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	turn arond			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i508	325	320	8	508	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	upturn			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i509	325	320	9	509	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	run			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i510	325	320	10	510	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	fall off			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i511	325	320	11	511	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	S11 get up			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i512	325	320	12	512	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	wear			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i513	325	320	13	513	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	S13 beat			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i514	325	320	14	514	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	chop			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i515	325	320	15	515	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	tie up			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i516	325	320	16	516	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	dig			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i517	325	320	17	517	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	cook			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i518	325	320	18	518	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	taste			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i519	325	320	19	519	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	S19 burn			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i520	325	320	20	520	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	burm food			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i521	325	320	21	521	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	steal			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i522	325	320	22	522	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	bring			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i523	325	320	23	523	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	carry			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i524	325	320	24	524	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	send			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i525	325	320	25	525	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	take ay			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i526	326	321	1	526	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	give			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i527	326	321	2	527	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	627 see			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i528	326	321	3	528	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	hear			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i529	326	321	4	529	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	say			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i530	326	321	5	530	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	tel1			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i531	326	321	6	531	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	think			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i532	326	321	7	532	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	know			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i533	326	321	8	533	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	forget			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i534	326	321	9	534	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	like			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i535	326	321	10	535	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	happY			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i536	326	321	11	536	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	sad			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i537	326	321	12	537	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	fear			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:madapalli:i538	326	321	13	538	madapalli	SNSK, Madapalli Kurumba	target	Kannada	sil-kurumba-1984-madapalli	wash self			pending				OCR is an untrusted locator only; transcribe from rendered scan
