entry_key	item	site_code	manual_variant_rank	role	source_variety	language_id	dialect_id	status	form	visible_base	gloss	group	physical_page	printed_page	evidence_sha256	manual_note	disposition	reason
silkochbd2011:i137:m:1	137	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dʒa tʃuŋguwa		elder sister	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i137:0:1	137	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bɔro bon / didi		elder sister	4	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Source prints both alternatives on one response line separated by a slash.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i138:b:1	138	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	dʒoŋ		younger brother	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i138:c:1	138	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	dʒoŋ		younger brother	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i138:q:1	138	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tamur bʰai̯		younger brother	5	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i138:r:1	138	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	dʒoŋ		younger brother	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i138:l:1	138	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	dʒoŋ goa̯		younger brother	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i138:m:1	138	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dʒoŋ mɨlguwa		younger brother	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i138:0:1	138	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tʃʰoto bʰai̯		younger brother	4	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i139:b:1	139	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	nau̯		younger sister	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i139:c:1	139	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	nau̯		younger sister	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i139:q:1	139	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tamui̯ dʒanao̯		younger sister	5	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i139:r:1	139	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	nau̯		younger sister	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i139:l:1	139	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	nono		younger sister	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i139:m:1	139	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	nao̯ mɨlguwa		younger sister	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i139:0:1	139	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tʃʰoto bon		younger sister	4	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i140:b:1	140	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	ʃaŋgra		friend	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i140:c:1	140	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	saŋgra		friend	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i140:q:1	140	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	bondʰu		friend	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i140:r:1	140	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃaŋgra		friend	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i140:l:1	140	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	badʒu		friend	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i140:m:1	140	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	badʒu		friend	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i140:0:1	140	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bondʰu		friend	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i141:b:1	141	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	muŋ		name	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i141:c:1	141	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	muŋ		name	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i141:q:1	141	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	nam		name	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i141:r:1	141	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	muŋ		name	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i141:l:1	141	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	bimuŋ		name	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i141:m:1	141	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	muŋ		name	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i141:0:1	141	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	nam		name	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i142:b:1	142	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	goŋ		village	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i142:c:1	142	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	goŋ		village	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i142:q:1	142	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	gram		village	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i142:r:1	142	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	goŋ		village	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i142:l:1	142	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	ʃoŋ		village	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i142:m:1	142	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	ʃoŋ		village	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i142:0:1	142	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	gram		village	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i143:b:1	143	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:c:1	143	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:q:1	143	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:r:1	143	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:l:1	143	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:m:1	143	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	ambiguous		nok	house	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `nok`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i143:0:1	143	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bari / gʰor		house	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Source prints both alternatives on one response line separated by a slash.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i144:b:1	144	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	dukat		door	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i144:c:1	144	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	dukat		door	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i144:q:1	144	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	duar		door	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i144:r:1	144	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	dukat		door	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i144:l:1	144	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	dokor		door	1 | 3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Repeated source response at groups 1 and 3. Repeated source response at groups 1 and 3.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i144:m:1	144	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dokor		door	1 | 3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Repeated source response at groups 1 and 3. Repeated source response at groups 1 and 3.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i144:0:1	144	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dɔrdʒa		door	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i145:b:1	145	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	ambiguous		kʰokai̯ dukat	window	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	A small upper-right corner-like modifier is printed after final visible `dukat`; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i145:c:1	145	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	kʰokai̯ duar		window	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i145:q:1	145	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	kokri dʰonda		window	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i145:r:1	145	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	blank			window	0	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Source explicitly prints `no entry` for this site.	excluded_blank	printed no-entry cell
silkochbd2011:i145:l:1	145	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	kɛlki		window	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i145:m:1	145	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	kɛlki		window	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i145:0:1	145	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dʒanala		window	4	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i146:b:1	146	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	nukʰaraŋ		roof	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i146:c:1	146	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	nukʰuraŋ		roof	1 | 3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Site `c` has a second separately printed attestation at group 3. Site `c` also has the separately printed group-1 response `nukʰuraŋ`.	staged_target	resolved Koch target-site attestation
silkochbd2011:i146:q:1	146	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tʃal		roof	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i146:r:1	146	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	nukʰraŋ		roof	1 | 3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Repeated source response at groups 1 and 3. Repeated source response at groups 1 and 3.	staged_target	resolved Koch target-site attestation
silkochbd2011:i146:l:1	146	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	nukʰuŋ		roof	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i146:m:1	146	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	nukʰuŋ		roof	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i146:0:1	146	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	tʃʰad / tʃal		roof	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f	Source prints both alternatives on one response line separated by a slash.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i147:b:1	147	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	bɛra		wall (of house)	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i147:c:1	147	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	bɛra		wall (of house)	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i147:q:1	147	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	dolan		wall (of house)	2	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i147:r:1	147	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	kʰadʒa		wall (of house)	4	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i147:l:1	147	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	bɛra		wall (of house)	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i147:m:1	147	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dɛal		wall (of house)	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i147:0:1	147	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dɛal		wall (of house)	3	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i148:b:1	148	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	balus		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i148:c:1	148	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	baluʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i148:q:1	148	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	baliʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i148:r:1	148	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	baliʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i148:l:1	148	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	baliʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i148:m:1	148	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	baliʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i148:0:1	148	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	baliʃ		pillow	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i149:b:1	149	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i149:c:1	149	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i149:q:1	149	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i149:r:1	149	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		staged_target	resolved Koch target-site attestation
silkochbd2011:i149:l:1	149	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i149:m:1	149	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i149:0:1	149	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	kɔmbol		blanket	1	52	51	552435c083c1dfb9d1ce06a15f8b1d3fe95f00b3a69779335f1a92d48460a30f		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i150:b:1	150	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	antʰi		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i150:c:1	150	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	antʰi		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i150:q:1	150	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	antʰi		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i150:r:1	150	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	aŋti		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i150:l:1	150	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	aŋti		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i150:m:1	150	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	aŋti		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i150:0:1	150	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	aŋti		ring (on finger)	1	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i151:b:1	151	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	soka		clothing	2	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i151:c:1	151	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	soka		clothing	2	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i151:q:1	151	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ʃoka		clothing	2	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i151:r:1	151	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃoka		clothing	2	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		staged_target	resolved Koch target-site attestation
silkochbd2011:i151:l:1	151	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	tʃola		clothing	3	53	52	25a89f34b1370fa0719c3c9424fe027c411feaff99a71be96519d31479ac2f72		excluded_control	A’tong or standard Bangla comparison form retained audit-only
