legacy_row	item	site_code	manual_entry_key	manual_variant_rank	manual_physical_page	manual_printed_page	manual_gloss	manual_group	manual_status	manual_form	manual_visible_base	manual_note	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	legacy_rows_for_manual	legacy_alias_retired	gloss_match	group_match	comparison
1112	156	q	silkochbd2011:i156:q:1	1	53	52	thread	1 | 2	attested	kintiŋ		Repeated source response at groups 1 and 2. Repeated source response at groups 1 and 2.	52	1	attested	kɪntɪŋ	silkochbd2011:i156:q:1		2	false	true	true	form_difference
1113	156	q	silkochbd2011:i156:q:1	1	53	52	thread	1 | 2	attested	kintiŋ		Repeated source response at groups 1 and 2. Repeated source response at groups 1 and 2.	52	2	attested	kɪntɪŋ	silkochbd2011:i156:q:2		2	true	true	true	form_difference
1114	156	l	silkochbd2011:i156:l:1	1	53	52	thread	2	attested	pitiŋ			52	2	attested	pitɨŋ	silkochbd2011:i156:l:1		1	false	true	true	form_difference
1115	156	m	silkochbd2011:i156:m:1	1	53	52	thread	2	attested	pitiŋ			52	2	attested	pitɨŋ	silkochbd2011:i156:m:1		1	false	true	true	form_difference
1116	156	0	silkochbd2011:i156:0:1	1	53	52	thread	3	attested	ʃuta			52	3	attested	ʃuta	silkochbd2011:i156:0:1		1	false	true	true	form_exact
1117	157	b	silkochbd2011:i157:b:1	1	53	52	broom	1	ambiguous		nohɛk	A small upper-right corner-like modifier is printed after final visible `nohɛk`; its value is not inferred.	52	1	attested	nohɛk̚	silkochbd2011:i157:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1118	157	c	silkochbd2011:i157:c:1	1	53	52	broom	1	ambiguous		nohɛk	A small upper-right corner-like modifier is printed after final visible `nohɛk`; its value is not inferred.	52	1	attested	nohɛk̚	silkochbd2011:i157:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1119	157	r	silkochbd2011:i157:r:1	1	53	52	broom	1	ambiguous		nohɛk	A small upper-right corner-like modifier is printed after final visible `nohɛk`; its value is not inferred.	52	1	attested	nohɛk̚	silkochbd2011:i157:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1120	157	l	silkochbd2011:i157:l:1	1	53	52	broom	1	ambiguous		nogɛk	A small upper-right corner-like modifier is printed after final visible `nogɛk`; its value is not inferred.	52	1	attested	noɡɛk̚	silkochbd2011:i157:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1121	157	m	silkochbd2011:i157:m:1	1	53	52	broom	1	ambiguous		nogɛk	A small upper-right corner-like modifier is printed after final visible `nogɛk`; its value is not inferred.	52	1	attested	noɡɛk̚	silkochbd2011:i157:m:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1122	157	0	silkochbd2011:i157:0:1	1	53	52	broom	2	attested	dʒʰaru			52	2	unresolved	dʒha$u		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1123	157	q	silkochbd2011:i157:q:1	1	53	52	broom	3	attested	tʃatabari			52	3	attested	tʃatabaɾi	silkochbd2011:i157:q:1		1	false	true	true	form_difference
1124	158	b	silkochbd2011:i158:b:1	1	53	52	spoon (for eating)	1	attested	kortʃali			52	1	attested	kortʃali	silkochbd2011:i158:b:1		1	false	true	true	form_exact
1125	158	q	silkochbd2011:i158:q:1	1	53	52	spoon (for eating)	1	attested	kortʃali			52	1	attested	kortʃali	silkochbd2011:i158:q:1		1	false	true	true	form_exact
1126	158	c	silkochbd2011:i158:c:1	1	53	52	spoon (for eating)	1	attested	kortʃila			52	1	attested	kortʃila	silkochbd2011:i158:c:1		1	false	true	true	form_exact
1127	158	0	silkochbd2011:i158:0:1	1	53	52	spoon (for eating)	2	attested	tʃamotʃ			52	2	attested	tʃamotʃ	silkochbd2011:i158:0:1		1	false	true	true	form_exact
1128	158	l	silkochbd2011:i158:l:1	1	53	52	spoon (for eating)	2	attested	tʃamotʃ			52	2	attested	tʃamotʃ	silkochbd2011:i158:l:1		1	false	true	true	form_exact
1129	158	m	silkochbd2011:i158:m:1	1	53	52	spoon (for eating)	2	attested	tʃamotʃ			52	2	attested	tʃamotʃ	silkochbd2011:i158:m:1		1	false	true	true	form_exact
1130	158	r	silkochbd2011:i158:r:1	1	53	52	spoon (for eating)	2	attested	tʃamotʃ			52	2	attested	tʃamotʃ	silkochbd2011:i158:r:1		1	false	true	true	form_exact
1131	160	b	silkochbd2011:i160:b:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:b:1		1	false	true	true	form_exact
1132	160	c	silkochbd2011:i160:c:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:c:1		1	false	true	true	form_exact
1133	160	l	silkochbd2011:i160:l:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:l:1		1	false	true	true	form_exact
1134	160	m	silkochbd2011:i160:m:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:m:1		1	false	true	true	form_exact
1135	160	q	silkochbd2011:i160:q:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:q:1		1	false	true	true	form_exact
1136	160	r	silkochbd2011:i160:r:1	1	53	52	hammer	1	attested	hatur			52	1	attested	hatur	silkochbd2011:i160:r:1		1	false	true	true	form_exact
1137	160	0	silkochbd2011:i160:0:1	1	53	52	hammer	1	attested	haturi			52	1	attested	hatuɾi	silkochbd2011:i160:0:1		1	false	true	true	form_difference
1138	161	q	silkochbd2011:i161:q:1	1	53	52	axe	1	attested	ruwa			52	1	attested	ruwa	silkochbd2011:i161:q:1		1	false	true	true	form_exact
1139	161	b	silkochbd2011:i161:b:1	1	53	52	axe	2	attested	wakɛŋ			52	2	attested	wakɛŋ	silkochbd2011:i161:b:1		1	false	true	true	form_exact
1140	161	c	silkochbd2011:i161:c:1	1	53	52	axe	2	attested	wakɛŋ			52	2	attested	wakɛŋ	silkochbd2011:i161:c:1		1	false	true	true	form_exact
1141	161	r	silkochbd2011:i161:r:1	1	53	52	axe	2	attested	wakɛŋ			52	2	attested	wakɛŋ	silkochbd2011:i161:r:1		1	false	true	true	form_exact
1142	161	0	silkochbd2011:i161:0:1	1	53	52	axe	3	attested	kutʰar			52	3	attested	kuthar	silkochbd2011:i161:0:1		1	false	true	true	form_difference
1143	161	l	silkochbd2011:i161:l:1	1	53	52	axe	3	attested	kutʰar			52	3	attested	kuthar	silkochbd2011:i161:l:1		1	false	true	true	form_difference
1144	161	m	silkochbd2011:i161:m:1	1	53	52	axe	3	attested	kutʰar			52	3	attested	kuthar	silkochbd2011:i161:m:1		1	false	true	true	form_difference
1145	162	0	silkochbd2011:i162:0:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1146	162	b	silkochbd2011:i162:b:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1147	162	c	silkochbd2011:i162:c:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1148	162	l	silkochbd2011:i162:l:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1149	162	m	silkochbd2011:i162:m:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1150	162	q	silkochbd2011:i162:q:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1151	162	r	silkochbd2011:i162:r:1	1	53	52	bow	1	attested	dʰonuk			52	1	unresolved	dh!nuk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1152	163	0	silkochbd2011:i163:0:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:0:1		1	false	true	true	form_exact
1153	163	b	silkochbd2011:i163:b:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:b:1		1	false	true	true	form_exact
1154	163	c	silkochbd2011:i163:c:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:c:1		1	false	true	true	form_exact
1155	163	l	silkochbd2011:i163:l:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:l:1		1	false	true	true	form_exact
1156	163	m	silkochbd2011:i163:m:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:m:1		1	false	true	true	form_exact
1157	163	q	silkochbd2011:i163:q:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:q:1		1	false	true	true	form_exact
1158	163	r	silkochbd2011:i163:r:1	1	53	52	arrow	1	attested	tir			52	1	attested	tir	silkochbd2011:i163:r:1		1	false	true	true	form_exact
1159	164	b	silkochbd2011:i164:b:1	1	53	52	spear	1	attested	tʃɛwal			52	1	attested	tʃɛwal	silkochbd2011:i164:b:1		1	false	true	true	form_exact
1160	164	c	silkochbd2011:i164:c:1	1	53	52	spear	1	attested	tʃɛwal			52	1	attested	tʃɛwal	silkochbd2011:i164:c:1		1	false	true	true	form_exact
1161	164	q	silkochbd2011:i164:q:1	1	53	52	spear	1	attested	tʃɛwal			52	1	attested	tʃɛwal	silkochbd2011:i164:q:1		1	false	true	true	form_exact
1162	164	r	silkochbd2011:i164:r:1	1	53	52	spear	1	attested	tʃɛwal			52	1	attested	tʃɛwal	silkochbd2011:i164:r:1		1	false	true	true	form_exact
1163	164	m	silkochbd2011:i164:m:1	1	53	52	spear	2	attested	gutʰini			52	2	attested	ɡuthɨni	silkochbd2011:i164:m:1		1	false	true	true	form_difference
1164	164	l	silkochbd2011:i164:l:1	1	53	52	spear	2	attested	gutʰini			52	2	attested	ɡuthini	silkochbd2011:i164:l:1		1	false	true	true	form_difference
1165	164	0	silkochbd2011:i164:0:1	1	53	52	spear	3	attested	bɔrʃa			52	3	unresolved	b!rʃa		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1166	165	l	silkochbd2011:i165:l:1	1	53	52	fire	1	attested	wal			52	1	attested	wal	silkochbd2011:i165:l:1		1	false	true	true	form_exact
1167	165	m	silkochbd2011:i165:m:1	1	53	52	fire	1	attested	wal			52	1	attested	wal	silkochbd2011:i165:m:1		1	false	true	true	form_exact
1168	165	b	silkochbd2011:i165:b:1	1	53	52	fire	1	attested	war			52	1	attested	war	silkochbd2011:i165:b:1		1	false	true	true	form_exact
1169	165	c	silkochbd2011:i165:c:1	1	53	52	fire	1	attested	war			52	1	attested	war	silkochbd2011:i165:c:1		1	false	true	true	form_exact
1170	165	q	silkochbd2011:i165:q:1	1	53	52	fire	1	attested	war			52	1	attested	war	silkochbd2011:i165:q:1		1	false	true	true	form_exact
1171	165	r	silkochbd2011:i165:r:1	1	53	52	fire	1	attested	war			52	1	attested	war	silkochbd2011:i165:r:1		1	false	true	true	form_exact
1172	165	0	silkochbd2011:i165:0:1	1	53	52	fire	2	attested	agun			52	2	attested	aɡun	silkochbd2011:i165:0:1		1	false	true	true	form_difference
1173	166	b	silkochbd2011:i166:b:1	1	53	52	ashes	1	ambiguous		tʰappala	A small upper-right corner-like modifier is printed after visible `tʰap` before `pala`; its value is not inferred.	52	1	attested	thap̚pala	silkochbd2011:i166:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1174	166	c	silkochbd2011:i166:c:1	1	53	52	ashes	1	ambiguous		tʰappala	A small upper-right corner-like modifier is printed after visible `tʰap` before `pala`; its value is not inferred.	52	1	attested	thap̚pala	silkochbd2011:i166:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1175	166	q	silkochbd2011:i166:q:1	1	53	52	ashes	1	ambiguous		tʰappala	A small upper-right corner-like modifier is printed after visible `tʰap` before `pala`; its value is not inferred.	52	1	attested	thap̚pala	silkochbd2011:i166:q:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1176	166	r	silkochbd2011:i166:r:1	1	53	52	ashes	1	ambiguous		tʰappala	A small upper-right corner-like modifier is printed after visible `tʰap` before `pala`; its value is not inferred.	52	1	attested	thap̚pala	silkochbd2011:i166:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1177	166	m	silkochbd2011:i166:m:1	1	53	52	ashes	2	attested	tʰapʰra			52	2	attested	thaphɾa	silkochbd2011:i166:m:1		1	false	true	true	form_difference
1178	166	l	silkochbd2011:i166:l:1	1	53	52	ashes	2	attested	tʰapra			52	2	attested	thapɾa	silkochbd2011:i166:l:1		1	false	true	true	form_difference
1179	166	0	silkochbd2011:i166:0:1	1	53	52	ashes	3	attested	tʃʰai̯			52	3	attested	tʃhai	silkochbd2011:i166:0:1		1	false	true	true	form_difference
1180	167	l	silkochbd2011:i167:l:1	1	53	52	smoke	1	attested	walkʰu			52	1	attested	walkhu	silkochbd2011:i167:l:1		1	false	true	true	form_difference
1181	167	m	silkochbd2011:i167:m:1	1	53	52	smoke	1	attested	walkʰu			52	1	attested	walkhu	silkochbd2011:i167:m:1		1	false	true	true	form_difference
1182	167	b	silkochbd2011:i167:b:1	1	53	52	smoke	1	attested	warkʰu			52	1	attested	warkhu	silkochbd2011:i167:b:1		1	false	true	true	form_difference
1183	167	c	silkochbd2011:i167:c:1	1	53	52	smoke	1	attested	warkʰu			52	1	attested	warkhu	silkochbd2011:i167:c:1		1	false	true	true	form_difference
1184	167	r	silkochbd2011:i167:r:1	1	53	52	smoke	1	attested	warkʰu			52	1	attested	warkhu	silkochbd2011:i167:r:1		1	false	true	true	form_difference
1185	167	0	silkochbd2011:i167:0:1	1	53	52	smoke	2	attested	dʰõa̯			52	2	unresolved	dhoa�		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1186	167	q	silkochbd2011:i167:q:1	1	53	52	smoke	3	attested	dʰumʌ			52	3	attested	dhum-	silkochbd2011:i167:q:1		1	false	true	true	form_difference
1187	168	0	silkochbd2011:i168:0:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:0:1		1	false	true	true	form_exact
1188	168	b	silkochbd2011:i168:b:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:b:1		1	false	true	true	form_exact
1189	168	c	silkochbd2011:i168:c:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:c:1		1	false	true	true	form_exact
1190	168	l	silkochbd2011:i168:l:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:l:1		1	false	true	true	form_exact
1191	168	m	silkochbd2011:i168:m:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:m:1		1	false	true	true	form_exact
1192	168	q	silkochbd2011:i168:q:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:q:1		1	false	true	true	form_exact
1193	168	r	silkochbd2011:i168:r:1	1	54	53	candle	1	attested	mombati			53	1	attested	mombati	silkochbd2011:i168:r:1		1	false	true	true	form_exact
1194	169	l	silkochbd2011:i169:l:1	1	54	53	boat	1	attested	ruŋ			53	1	attested	ruŋ	silkochbd2011:i169:l:1		1	false	true	true	form_exact
1195	169	m	silkochbd2011:i169:m:1	1	54	53	boat	1	attested	ruŋ			53	1	attested	ruŋ	silkochbd2011:i169:m:1		1	false	true	true	form_exact
1196	169	b	silkochbd2011:i169:b:1	1	54	53	boat	2	attested	nau̯ka			53	2	unresolved	nauk� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1197	169	c	silkochbd2011:i169:c:1	1	54	53	boat	2	attested	nau̯ka			53	2	unresolved	nauk� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1198	169	q	silkochbd2011:i169:q:1	1	54	53	boat	2	attested	nau̯ka			53	2	unresolved	nauk� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1199	169	0	silkochbd2011:i169:0:1	1	54	53	boat	2	attested	nou̯ka			53	2	unresolved	nouk� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1200	169	r	silkochbd2011:i169:r:1	1	54	53	boat	2	attested	nou̯ka			53	2	unresolved	nouk� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1201	170	b	silkochbd2011:i170:b:1	1	54	53	road	1	attested	lam			53	1	attested	lam	silkochbd2011:i170:b:1		1	false	true	true	form_exact
1202	170	c	silkochbd2011:i170:c:1	1	54	53	road	1	attested	lam			53	1	attested	lam	silkochbd2011:i170:c:1		1	false	true	true	form_exact
1203	170	q	silkochbd2011:i170:q:1	1	54	53	road	1	attested	lam			53	1	attested	lam	silkochbd2011:i170:q:1		1	false	true	true	form_exact
1204	170	r	silkochbd2011:i170:r:1	1	54	53	road	1	attested	lam			53	1	attested	lam	silkochbd2011:i170:r:1		1	false	true	true	form_exact
1205	170	l	silkochbd2011:i170:l:1	1	54	53	road	1	attested	ram			53	1	attested	ram	silkochbd2011:i170:l:1		1	false	true	true	form_exact
1206	170	m	silkochbd2011:i170:m:1	1	54	53	road	1	attested	ram			53	1	attested	ram	silkochbd2011:i170:m:1		1	false	true	true	form_exact
1207	170	0	silkochbd2011:i170:0:1	1	54	53	road	2	attested	rasta / ʃorok		Source prints both alternatives on one response line separated by a slash.	53	2	attested	ɾasta / ʃoɾok	silkochbd2011:i170:0:1		1	false	true	true	form_difference
1208	172	b	silkochbd2011:i172:b:1	1	54	53	to go	1	attested	lai̯			53	1	unresolved	lai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1209	172	c	silkochbd2011:i172:c:1	1	54	53	to go	1	attested	lai̯			53	1	unresolved	lai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1210	172	q	silkochbd2011:i172:q:1	1	54	53	to go	1	attested	lai̯			53	1	unresolved	lai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1211	172	r	silkochbd2011:i172:r:1	1	54	53	to go	1	attested	lai̯			53	1	unresolved	lai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1212	172	l	silkochbd2011:i172:l:1	1	54	53	to go	2	attested	rɛʔɛŋ			53	2	attested	rɛ#ɛŋ	silkochbd2011:i172:l:1		1	false	true	true	form_difference
1213	172	m	silkochbd2011:i172:m:1	1	54	53	to go	2	attested	rɛʔɛŋ			53	2	attested	rɛ#ɛŋ	silkochbd2011:i172:m:1		1	false	true	true	form_difference
1214	172	0	silkochbd2011:i172:0:1	1	54	53	to go	3	attested	dʒawa			53	3	attested	dʒawa	silkochbd2011:i172:0:1		1	false	true	true	form_exact
1215	173	b	silkochbd2011:i173:b:1	1	54	53	to come	1	attested	pʰai̯na			53	1	unresolved	phain� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1216	173	c	silkochbd2011:i173:c:1	1	54	53	to come	1	attested	pʰai̯na			53	1	unresolved	phain� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1217	173	q	silkochbd2011:i173:q:1	1	54	53	to come	1	attested	pʰai̯na			53	1	unresolved	phain� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1218	173	r	silkochbd2011:i173:r:1	1	54	53	to come	1	attested	pʰai̯na			53	1	unresolved	phain� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1219	173	l	silkochbd2011:i173:l:1	1	54	53	to come	1	attested	pʰina			53	1	attested	phina	silkochbd2011:i173:l:1		1	false	true	true	form_difference
1220	173	m	silkochbd2011:i173:m:1	1	54	53	to come	2	attested	hi			53	2	attested	hi	silkochbd2011:i173:m:1		1	false	true	true	form_exact
1221	173	0	silkochbd2011:i173:0:1	1	54	53	to come	3	attested	aʃa			53	3	attested	aʃa	silkochbd2011:i173:0:1		1	false	true	true	form_exact
1222	174	b	silkochbd2011:i174:b:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1223	174	c	silkochbd2011:i174:c:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1224	174	l	silkochbd2011:i174:l:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1225	174	m	silkochbd2011:i174:m:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:m:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1226	174	q	silkochbd2011:i174:q:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:q:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1227	174	r	silkochbd2011:i174:r:1	1	54	53	to stand	1	ambiguous		tʃap	A small upper-right corner-like modifier is printed after final visible `tʃap`; its value is not inferred.	53	1	attested	tʃap̚	silkochbd2011:i174:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
1228	174	0	silkochbd2011:i174:0:1	1	54	53	to stand	2	attested	darano			53	2	attested	daɾano	silkochbd2011:i174:0:1		1	false	true	true	form_difference
1229	175	q	silkochbd2011:i175:q:1	1	54	53	to sit	1	attested	moʃoŋ			53	1	attested	moʃoŋ	silkochbd2011:i175:q:1		1	false	true	true	form_exact
1230	175	b	silkochbd2011:i175:b:1	1	54	53	to sit	2	attested	nu			53	2	attested	nu	silkochbd2011:i175:b:1		1	false	true	true	form_exact
1231	175	c	silkochbd2011:i175:c:1	1	54	53	to sit	2	attested	nu			53	2	attested	nu	silkochbd2011:i175:c:1		1	false	true	true	form_exact
1232	175	l	silkochbd2011:i175:l:1	1	54	53	to sit	2	attested	nu			53	2	attested	nu	silkochbd2011:i175:l:1		1	false	true	true	form_exact
1233	175	r	silkochbd2011:i175:r:1	1	54	53	to sit	2	attested	nu			53	2	attested	nu	silkochbd2011:i175:r:1		1	false	true	true	form_exact
1234	175	m	silkochbd2011:i175:m:1	1	54	53	to sit	3	attested	mu			53	3	attested	mu	silkochbd2011:i175:m:1		1	false	true	true	form_exact
1235	175	0	silkochbd2011:i175:0:1	1	54	53	to sit	4	attested	bɔʃa			53	4	unresolved	b!ʃa		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1236	177	m	silkochbd2011:i177:m:1	1	54	53	to walk	1	attested	ramari			53	1	attested	ramari	silkochbd2011:i177:m:1		1	false	true	true	form_exact
1237	177	b	silkochbd2011:i177:b:1	1	54	53	to walk	2	attested	bɛrai̯			53	2	unresolved	bɛɾai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1238	177	c	silkochbd2011:i177:c:1	1	54	53	to walk	2	attested	bɛrai̯			53	2	unresolved	bɛɾai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1239	177	r	silkochbd2011:i177:r:1	1	54	53	to walk	2	attested	bɛrai̯			53	2	unresolved	bɛɾai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1240	177	l	silkochbd2011:i177:l:1	1	54	53	to walk	3	attested	rai̯			53	3	unresolved	rai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1241	177	0	silkochbd2011:i177:0:1	1	54	53	to walk	4	attested	hãta			53	4	unresolved	hat� a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1242	177	q	silkochbd2011:i177:q:1	1	54	53	to walk	5	attested	lʌdʒʌmlai̯			53	5	unresolved	l-ɖʒ-mlai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1243	178	r	silkochbd2011:i178:r:1	1	54	53	to fly	0	blank			Source explicitly prints `no entry` for this site.	53	0	blank	no entry		printed gap: the item was not elicited at this site	1	false	true	true	blank_match
1244	178	b	silkochbd2011:i178:b:1	1	54	53	to fly	1	attested	pur			53	1	attested	pur	silkochbd2011:i178:b:1		1	false	true	true	form_exact
1245	178	l	silkochbd2011:i178:l:1	1	54	53	to fly	2	attested	piu̯			53	2	unresolved	pɨu �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1246	178	c	silkochbd2011:i178:c:1	1	54	53	to fly	2	attested	pu			53	2	attested	pu	silkochbd2011:i178:c:1		1	false	true	true	form_exact
1247	178	m	silkochbd2011:i178:m:1	1	54	53	to fly	3	attested	bul			53	3	attested	bul	silkochbd2011:i178:m:1		1	false	true	true	form_exact
1248	178	0	silkochbd2011:i178:0:1	1	54	53	to fly	4	attested	ora			53	4	unresolved	o$a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1249	178	q	silkochbd2011:i178:q:1	1	54	53	to fly	4	attested	ora			53	4	unresolved	o$a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
1250	179	b	silkochbd2011:i179:b:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:b:1		1	false	true	true	form_exact
1251	179	c	silkochbd2011:i179:c:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:c:1		1	false	true	true	form_exact
1252	179	l	silkochbd2011:i179:l:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:l:1		1	false	true	true	form_exact
1253	179	m	silkochbd2011:i179:m:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:m:1		1	false	true	true	form_exact
1254	179	q	silkochbd2011:i179:q:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:q:1		1	false	true	true	form_exact
1255	179	r	silkochbd2011:i179:r:1	1	54	53	to enter	1	attested	daŋ			53	1	attested	daŋ	silkochbd2011:i179:r:1		1	false	true	true	form_exact
1256	179	0	silkochbd2011:i179:0:1	1	54	53	to enter	2	attested	dʰoka			53	2	attested	ɖhoka	silkochbd2011:i179:0:1		1	false	true	true	form_difference
1257	180	l	silkochbd2011:i180:l:1	1	54	53	to kick	0	blank			Source explicitly prints `no entry` for this site.	53	0	blank	no entry		printed gap: the item was not elicited at this site	1	false	true	true	blank_match
1258	180	b	silkochbd2011:i180:b:1	1	54	53	to kick	1	attested	tʃasum			53	1	attested	tʃasum	silkochbd2011:i180:b:1		1	false	true	true	form_exact
1259	180	c	silkochbd2011:i180:c:1	1	54	53	to kick	1	attested	tʃasum			53	1	attested	tʃasum	silkochbd2011:i180:c:1		1	false	true	true	form_exact
1260	180	r	silkochbd2011:i180:r:1	1	54	53	to kick	1	attested	taʃum			53	1	attested	taʃum	silkochbd2011:i180:r:1		1	false	true	true	form_exact
1261	180	m	silkochbd2011:i180:m:1	1	54	53	to kick	2	attested	gatʰilni			53	2	attested	ɡathɨlni	silkochbd2011:i180:m:1		1	false	true	true	form_difference
