K,9293,bosᵘ,chopped straw,,,,CDIAL,3:altern. &lt; 2
K,9293,bọ̆sᵘ,chopped straw,,,m,CDIAL,3:altern. &lt; 2
Si,9293,busa,"chaff, dried cowdung",,,,CDIAL,3:altern. &lt; 2
Pa,9293,bhusa,chaff,,,m,CDIAL,4:2
Pa,9293,bhusikā,chaff,,,f,CDIAL,4:2
Pk,9293,bhusa,chaff,,,m,CDIAL,4:2
eur,9293,phus,straw,,,m,CDIAL,4:2
arm,9293,phus,straw,,,,CDIAL,4:2
Mai,9293,bhūs,straw,,,,CDIAL,4:2
Phal,9293,bhus,straw,,,,CDIAL,4:2
S,9293,buhu,chaff and broken up stalks of wheat,,,m,CDIAL,4:2
L,9293,bhũh,"chaff, straw of grain",,,,CDIAL,4:2
L,9293,bhũ,"chaff, straw of grain",,,,CDIAL,4:2
L,9293,bhõh,"chaff, straw of grain",,,m,CDIAL,4:2
awāṇ,9293,bhū̃,straw,,,,CDIAL,4:2
P,9293,bhoh,chaff,,,,CDIAL,4:2
P,9293,bho,chaff,,,,CDIAL,4:2
P,9293,bhõ,chaff,,,m,CDIAL,4:2
WPah,9293,bhū,fodder,,,m,CDIAL,4:2
Ku,9293,bhūs,chaff,,,,CDIAL,4:2
Ku,9293,bhuso,chaff,,,(as 'blasted grain' &lt; *<smallcaps>bhussa</smallcaps>-¹),CDIAL,4:2
N,9293,bhus,chaff,,,,CDIAL,4:2
B,9293,bhusi,chopped straw,,,(→ A. <i>bhusi</i> 'chaff'),CDIAL,4:2
Or,9293,bhusi,chaff,,,,CDIAL,4:2
H,9293,bhus,"husk, straw, chaff, bran",,,,CDIAL,4:2
H,9293,bhusā,"husk, straw, chaff, bran",,,m,CDIAL,4:2
G,9293,bhũsũ,chaff,,,n,CDIAL,4:2
M,9293,bhū̃s,fine chaff,,,n,CDIAL,4:2
M,9293,bhusā,fine chaff,,,,CDIAL,4:2
M,9293,bhũsā,fine chaff,,,m,CDIAL,4:2
M,9293,bhuśī,fine chaff,,,,CDIAL,4:2
M,9293,bhũśī,fine chaff,,,f,CDIAL,4:2
A,9293,bhusi,chaff,,,,CDIAL,4:B →
P,9293,bhussī,chaff,,,f,CDIAL,6:3
jaun,9293,bhūs,chaff,,,,CDIAL,6:3
Bi,9293,bhūs,husks of grain,,,,CDIAL,6:3
Bi,9293,bhūsā,husks of grain,,,,CDIAL,6:3
Bi,9293,bhū̃sā,husks of grain,,,,CDIAL,6:3
Bi,9293,bhussā,husks of grain,,,,CDIAL,6:3
Bi,9293,bhū̃sī,bran,,,,CDIAL,6:3
Mth,9293,bhussā,chaff,,,,CDIAL,6:3
Mth,9293,bhussī,chaff,,,,CDIAL,6:3
H,9293,bhūs,"chaff, bran, straw",,,,CDIAL,6:3
H,9293,bhūsā,"chaff, bran, straw",,,,CDIAL,6:3
H,9293,bhū̃s,"chaff, bran, straw",,,,CDIAL,6:3
H,9293,bhū̃sā,"chaff, bran, straw",,,m,CDIAL,6:3
H,9293,bhūsī,"chaff, bran, straw",,,f,CDIAL,6:3
Indo-Aryan,9293a,busá,bad weather,,,² n; RV,CDIAL,1:
P,9293a,bhūhar,"fine rain, drizzle",,,f,CDIAL,2:
P,9293a,bhūr,"fine rain, drizzle",,,m,CDIAL,2:
G,9293a,būhakũ,shower of rain,,,n,CDIAL,2:
M,9293a,bhusē,"drizzle, mist",,,n,CDIAL,2:
Indo-Aryan,9294,*busakuṭikā,hut for chaff,,,,CDIAL,1:
Indo-Aryan,9294,*bhusakuṭaka,,,,,CDIAL,1:
Ku,9294,busauṛi,storehouse for chaff and husks,,,,CDIAL,2:1
Ku,9294,bhusauṛo,id.,,,m,CDIAL,3:2
H,9294,bhusaurī,id.,,,f,CDIAL,3:2
Indo-Aryan,9295,busta,"burnt exterior of roast meat, husks or shell of fruit",,,m; lex,CDIAL,1:
Pk,9295,bhutthalla,waste food thrown to cats,,,,CDIAL,2:
B,9295,bhutuṛī,"entrails, contents of jackfruit &amp;c.",,,(Dacca),CDIAL,2:
B,9295,bothā,inedible inside portion of a jackfruit,,,ODBL 515,CDIAL;ODBL[515],2:
B,9295,bhutṛī,"entrails, contents of jackfruit &amp;c.",,,(Dacca),CDIAL,2:
Indo-Aryan,9296,*bussa,defective,,,,CDIAL,1:
Indo-Aryan,9296,*būssara,,,,,CDIAL,1:
S,9296,ḇuso,"crop-eared, short-eared, shaven-headed, without ornaments",,,,CDIAL,2:1
awāṇ,9296,bussā,without ornaments,,,,CDIAL,2:1
P,9296,bussā,"unadorned, sad",,,,CDIAL,2:1
P,9296,bussṇā,"to stink, rot",,,,CDIAL,2:1
Ku,9296,busilo,empty (of grain); empty grain,,,m,CDIAL,2:1
G,9296,būsũ,"blunt, stupid, tasteless",,,,CDIAL,2:1
Si,9296,busa,sour curds,,,,CDIAL,2:1
P,9296,būsar,tall and stout but stupid,,,,CDIAL,3:2
kṭg,9296,búś,"chat, talk",,,"(cf. kṭg. <i>nċ</i>, <i>ś</i> s.v. <smallcaps>phissa-, phussa</smallcaps>- 'defective')?",CDIAL,4:
Indo-Aryan,9297,*būṭa,"bush, plant",,,²,CDIAL,1:
Indo-Aryan,9297,*būṭṭa,,,,3,CDIAL,1:
Indo-Aryan,9297,*bōṭṭa-²,,,,4,CDIAL,1:
Indo-Aryan,9297,*bhūṭa,,,,,CDIAL,1:
eur,9297,buro,"thornbush, bramble",,,,CDIAL,2:1
S,9297,ḇūṛo,bush,,,m,CDIAL,2:1
rām,9297,buṭa,tree,,,obl,CDIAL,3:2
S,9297,ḇūṭo,"bush, flower",,,m,CDIAL,3:2
S,9297,ḇūṭī,"bush, flower",,,f,CDIAL,3:2
L,9297,būṭā,"bush, flower",,,m,CDIAL,3:2
L,9297,būṭī,"bush, flower",,,f,CDIAL,3:2
P,9297,būṭā,"bush, flower",,,m,CDIAL,3:2
P,9297,būṭī,"bush, flower",,,f,CDIAL,3:2
bhiḍ,9297,buṭṭ,tree,,,n,CDIAL,3:2
cur,9297,buṭṭ,tree,,,,CDIAL,3:2
cam,9297,būṭā,tree,,,,CDIAL,3:2
Ku,9297,buṭī,herb,,,,CDIAL,3:2
N,9297,buṭā-buṭi,shrubs,,,,CDIAL,3:2
A,9297,buṭ,chickpea,,,,CDIAL,3:2
A,9297,buṭā,flower on cloth,,,,CDIAL,3:2
B,9297,buṭ,chickpea,,,,CDIAL,3:2
B,9297,buṭā,flower on cloth,,,,CDIAL,3:2
Or,9297,buṭa,chickpea,,,,CDIAL,3:2
Or,9297,buṇṭa,chickpea,,,,CDIAL,3:2
Or,9297,buṭā,flower on cloth,,,,CDIAL,3:2
Bi,9297,bū̃ṭ,the chickpea Cicer arietinum,,,,CDIAL,3:2
Bhoj,9297,bū̃ṭ,the chickpea Cicer arietinum,,,,CDIAL,3:2
OAw,9297,būṭī,"root of a plant, drug",,,f,CDIAL,3:2
H,9297,būṭā,"bush, sprig, flower, plant of chickpea",,,m,CDIAL,3:2
H,9297,būṭī,sprig,,,f,CDIAL,3:2
G,9297,buṭṭɔ,painted flower,,,m,CDIAL,3:2
G,9297,buṭṭī,painted flower,,,f,CDIAL,3:2
M,9297,būṭ,painted flower,,,,CDIAL,3:2
M,9297,būṭā,painted flower,,,m,CDIAL,3:2
M,9297,būṭī,painted flower,,,f,CDIAL,3:2
K,9297,būta,flower on cloth,,,m; ←,CDIAL,4:
L,9297,boṭā,plant,,,m,CDIAL,5:3
P,9297,boṭṭā,sugarcane slip for planting,,,m,CDIAL,5:3
pāḍ,9297,bŏṭṭ,tree,,,,CDIAL,5:3
Ku,9297,boṭ,"tree, stem, trunk",,,,CDIAL,5:3
N,9297,boṭ,"tree, stem, trunk",,,,CDIAL,5:3
H,9297,boṭā,log,,,m; (or &lt; *<smallcaps>bōṭṭa</smallcaps>-¹?),CDIAL,5:3
Ku,9297,bhūṛ,"bush, hedge",,,,CDIAL,6:4
kṭg,9297,bv̄ṭ,tree,,,m,CDIAL,7:
kṭg,9297,bvṭṭɪ,"plant, tree",,,f; poet,CDIAL,7:
kṭg,9297,bvṭṛe,plant,,,f,CDIAL,7:
Indo-Aryan,9298,*būra,powder,,,,CDIAL,1:
Indo-Aryan,9298,*bhūra,,,,,CDIAL,1:
S,9298,ḇūru,"buds and blossoms of fruit trees, young heads of grain",,,m,CDIAL,2:1
S,9298,ḇūro,"sawdust, filings, fine sugar",,,m,CDIAL,2:1
S,9298,ḇūrī,feathery excrescences on heads of millet,,,f,CDIAL,2:1
S,9298,ḇūraṇu,to reduce to powder,,,,CDIAL,2:1
L,9298,būr,pollen,,,,CDIAL,2:1
L,9298,būrā,pollen,,,m,CDIAL,2:1
P,9298,būr,sawdust,,,m,CDIAL,2:1
H,9298,būr,sawdust,,,f,CDIAL,2:1
H,9298,būrā,powder,,,m,CDIAL,2:1
G,9298,būrũ,inferior sugar,,,n,CDIAL,2:1
M,9298,burā,mould,,,m,CDIAL,2:1
S,9298,ḇurkaṇu,to powder,,,,CDIAL,3:ext. -<i>kk</i>-
P,9298,burkṇā,to sprinkle,,,,CDIAL,3:ext. -<i>kk</i>-
Ku,9298,burko,powder,,,m,CDIAL,3:ext. -<i>kk</i>-
Ku,9298,burkaṇo,to fill with powder,,,,CDIAL,3:ext. -<i>kk</i>-
N,9298,burki,unhusked rice strewn along the way a bier is carried to burning place,,,,CDIAL,3:ext. -<i>kk</i>-
H,9298,burkī,pinch of dust,,,f,CDIAL,3:ext. -<i>kk</i>-
H,9298,buraknā,to sprinkle,,,,CDIAL,3:ext. -<i>kk</i>-
S,9298,ḇurḇuri,pimples,,,f,CDIAL,4:redup
Ku,9298,burburoṇo,"to pulverize, sprinkle with powder",,,,CDIAL,4:redup
Ku,9298,burburāṇo,to drizzle,,,,CDIAL,4:redup
N,9298,burbur,sprinkling,,,,CDIAL,4:redup
N,9298,burburinu,to become dry and dusty,,,,CDIAL,4:redup
H,9298,burburnā,to sprinkle,,,,CDIAL,4:redup
H,9298,burburānā,to sprinkle,,,,CDIAL,4:redup
M,9298,burburṇẽ,to drizzle,,,,CDIAL,4:redup
Ku,9298,bhuro,"coarse powder, chaff, sawdust",,,m,CDIAL,5:2
B,9298,bhurā,sawdust,,,,CDIAL,5:2
Or,9298,bhurā,powder,,,,CDIAL,5:2
H,9298,bhurbhurānā,to sprinkle,,,,CDIAL,5:2
Indo-Aryan,9299,*būsta,lip,,,,CDIAL,1:
chil,9299,būest,lip,,,,CDIAL,2:
kuṛ,9299,bes,lip,,,,CDIAL,2:
lauṛ,9299,bustū́ṛ,lip,,,,CDIAL,2:
ar,9299,bústəṛ,lip,,,,CDIAL,2:
dar,9299,bostaṛ,lip,,,,CDIAL,2:
Shum,9299,bṓstaṛ,lip,,,,CDIAL,2:
Gau,9299,bōt,lip,,,,CDIAL,2:
K,9299,buthᵘ,face,,,m; (LM 402 wrongly &lt; <i>vaktra</i>-),CDIAL;LM[402],2:
S,9299,ḇūthu,mouth,,,m,CDIAL,2:
S,9299,ḇūthī,lower part of face,,,f,CDIAL,2:
S,9299,ḇūthāṛī,"id. (contemptuous), muzzle for horse",,,f,CDIAL,2:
L,9299,būth,mouth or face of an animal,,,m,CDIAL,2:
L,9299,būthī,mouth or face of an animal,,,f; (Ju.),CDIAL;Ju,2:
L,9299,ḇuthāṛ,"face, mouth",,,m,CDIAL,2:
P,9299,būth,"face of horse, camel, &amp;c.",,,m,CDIAL,2:
P,9299,būthā,mouth or snout of an animal,,,m,CDIAL,2:
P,9299,būthī,mouth or snout of an animal,,,f,CDIAL,2:
kcch,9299,būth,mouth,,,m,CDIAL,3:
Indo-Aryan,9300,bŕ̥ṁhati,"shouts, trumpets (of an elephant)",,,MBh,CDIAL,1:
M,9300,bāhṇẽ,"to call, cry",,,,CDIAL,2:
Indo-Aryan,9301,br̥sī́,"roll of twisted grass, cushion",,,f; ŚrS,CDIAL,1:
Pa,9301,bhisi,"cushion, pad",,,f,CDIAL,2:
Pa,9301,bhisikā,small do.,,,f,CDIAL,2:
Pk,9301,bisī,"a sort of seat, ascetic's seat",,,,CDIAL,2:
Pk,9301,busī,"a sort of seat, ascetic's seat",,,,CDIAL,2:
Pk,9301,vusī,"a sort of seat, ascetic's seat",,,,CDIAL,2:
Pk,9301,bhisī,"a sort of seat, ascetic's seat",,,,CDIAL,2:
Pk,9301,bhisiā,"a sort of seat, ascetic's seat",,,f,CDIAL,2:
M,9301,bhī̃s,shaggy hair or wool,,,f,CDIAL,2:
Si,9301,bissa,"bundle of straw at door to wipe feet on, clod thickly overgrown with grass, ascetic's seat",,,st,CDIAL,2:
Si,9301,bisi,"bundle of straw at door to wipe feet on, clod thickly overgrown with grass, ascetic's seat",,,,CDIAL,2:
Si,9301,bihi,"bundle of straw at door to wipe feet on, clod thickly overgrown with grass, ascetic's seat",,,,CDIAL,2:
Indo-Aryan,9302,br̥hánt,"tall, high",,,RV,CDIAL,1:
urt,9302,brʰɔ,high mountain,,,,CDIAL,2:
Mai,9302,bō,up,,,,CDIAL,3:
ky,9302,bui,high,,,(doubtful since <i>bhr</i>- &gt; Mai. <i>ẓ</i>-),CDIAL,3:
Indo-Aryan,9303,bŕ̥haspáti,name of a deity; the planet Jupiter,,,m; RV; R,CDIAL,1:
Pk,9303,bihapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,buhapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bahapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bihassaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,buhassaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bahassaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhiapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhuapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhayapphaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhiassaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhuassaï,name of a deity; the planet Jupiter,,,m,CDIAL,2:
Pk,9303,bihappaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Pk,9303,bhiappaï,name of a deity; the planet Jupiter,,,,CDIAL,2:
Indo-Aryan,9304,*br̥haspatidiva,Thursday,,,,CDIAL,1:
Ku,9304,bipai,Thursday,,,,CDIAL,2:
gng,9304,bēpε,Thursday,,,,CDIAL,2:
N,9304,biphe,Thursday,,,,CDIAL,2:
N,9304,bihi,Thursday,,,,CDIAL,2:
N,9304,bi-bār,Thursday,,,,CDIAL,2:
H,9304,bihphai,Thursday,,,,CDIAL,2:
H,9304,biphai,Thursday,,,,CDIAL,2:
H,9304,bīph,Thursday,,,m,CDIAL,2:
Indo-Aryan,9305,br̥haspativāra,Thursday,,,m; MW,CDIAL,1:
Ku,9305,bipyār,Thursday,,,,CDIAL,2:
K,9305,braswār,,,,f,CDIAL,3:
Garh,9305,bhipyār,Thursday,,,,CDIAL,4:
Md,9305,burāsfati,,,,←,CDIAL,4:
Indo-Aryan,9306,*br̥hyatē,is increased,,,,CDIAL,1:
M,9306,bāj̈hṇẽ,to bear (of fruit or flower trees),,,,CDIAL,2:
M,9306,bāj̈ṇẽ,to bear (of fruit or flower trees),,,(<i>bādṇẽ</i> from anal. past st. <i>*bādh</i>- after MIA. type <i>bajjhaï</i> ~ <i>baddha</i>-) intr,CDIAL,2:
M,9306,bāj̈h,crop,,,m,CDIAL,2:
Indo-Aryan,9307,*bēṅga,defective,,,,CDIAL,1:
A,9307,beṅā,idiotic,,,,CDIAL,2:
B,9307,beṅā,left-hand,,,,CDIAL,2:
Or,9307,beṅga,fetid smell,,,,CDIAL,2:
Bi,9307,bẽgā,loose sandy sub-soil in which a clay well does not work,,,,CDIAL,2:
Bi,9307,bĕ̃gwā,loose sandy sub-soil in which a clay well does not work,,,(semant. cf. *<smallcaps>bhuḍḍa</smallcaps>- and *<smallcaps>bhudda</smallcaps>- in H.): all less likely &lt; <i>*víyaṅga</i>- s,CDIAL,2:
Indo-Aryan,9308,bēḍā,boat,,,f; lex,CDIAL,1:
Indo-Aryan,9308,vēḍā,,,,,CDIAL,1:
Indo-Aryan,9308,vēṭī,,,,f,CDIAL,1:@variant
Indo-Aryan,9308,bhēḍa,,,,³ m,CDIAL,1:
Indo-Aryan,9308,bhēla,,,,¹,CDIAL,1:@variant
Indo-Aryan,9308,bhēlaka,,,,m,CDIAL,1:@variant
Pk,9308,bēḍa,boat,,,,CDIAL,2:1
Pk,9308,bēḍaya,boat,,,m,CDIAL,2:1
Pk,9308,bēḍā,boat,,,,CDIAL,2:1
Pk,9308,bēḍiyā,boat,,,f,CDIAL,2:1
eur,9308,bero,boat,,,,CDIAL,2:1
S,9308,ḇeṛo,small do.,,,m,CDIAL,2:1
S,9308,ḇeṛī,small do.,,,,CDIAL,2:1
L,9308,bēṛā,large cargo boat,,,(Ju. <i>ḇ</i>-) m,CDIAL;Ju,2:1
L,9308,bēṛī,boat,,,f,CDIAL,2:1
P,9308,beṛā,,,,m,CDIAL,2:1
P,9308,beṛī,,,,f,CDIAL,2:1
Ku,9308,beṛo,"boat, raft",,,,CDIAL,2:1
N,9308,beṛā,"boat, raft",,,,CDIAL,2:1
OAw,9308,beḍā,"boat, raft",,,,CDIAL,2:1
H,9308,beṛā,"boat, raft",,,m,CDIAL,2:1
G,9308,beṛɔ,"boat, raft",,,m,CDIAL,2:1
G,9308,beṛⁱ,"boat, raft",,,f,CDIAL,2:1
M,9308,beḍā,"boat, raft",,,m,CDIAL,2:1
Pk,9308,vēḍa,boat,,,m,CDIAL,3:2
Pk,9308,bhēḍaka,boat,,,,CDIAL,4:3
Pk,9308,bhēlaa,boat,,,m,CDIAL,4:3
Pk,9308,bhēlī,boat,,,f,CDIAL,4:3
B,9308,bhelā,raft,,,,CDIAL,4:3
Or,9308,bheḷā,raft,,,,CDIAL,4:3
kcch,9308,beṛī,boat,,,f,CDIAL,5:Addenda: <b>bēḍā-</b>. 1
kcch,9308,beṛo,ship,,,m,CDIAL,5:Addenda: <b>bēḍā-</b>. 1
WPah.poet,9308,beṛe,boat,,,f,CDIAL,5:Addenda: <b>bēḍā-</b>. 1
J,9308,beṛī,boat,,,f,CDIAL,5:Addenda: <b>bēḍā-</b>. 1
A,9308,bhel,raft; raft; handle,,,(phonet. <i>bhεl</i>); AFD 89; see <smallcaps>vīṭā</smallcaps>,CDIAL;AFD[89],6:3
Indo-Aryan,9309,*baijya,relating to seed,,,,CDIAL,1:
S,9309,ḇejo,"first sowing of rice for future transplanting, crop so sown",,,m,CDIAL,2:
S,9309,ḇejī,kept for seed,,,,CDIAL,2:
pāḍ,9309,bēj̈ā,seed,,,,CDIAL,2:
paṅ,9309,baij̈ū,seed,,,,CDIAL,2:
kṭg,9309,bej̈ɔ,"seed, semen",,,m,CDIAL,3:
Indo-Aryan,9310,bailvá,pertaining to the tree Aegle marmelos; its fruit,,,ŚBr; lex,CDIAL,1:
Indo-Aryan,9310,*bailuva,,,,,CDIAL,1:
Pa,9310,bella,its fruit,,,n,CDIAL,2:1
Pk,9310,bella,its fruit,,,n,CDIAL,2:1
WPah,9310,bēl,the tree and its fruit,,,m,CDIAL,2:1
Ku,9310,bel,the tree,,,,CDIAL,2:1
N,9310,bel,the tree,,,,CDIAL,2:1
A,9310,bel,the tree,,,,CDIAL,2:1
B,9310,bel,the tree,,,,CDIAL,2:1
Or,9310,bela,the tree,,,,CDIAL,2:1
Mth,9310,bel,the tree,,,m,CDIAL,2:1
Bhoj,9310,bel,the tree,,,m,CDIAL,2:1
lakh,9310,bel,the tree,,,m,CDIAL,2:1
H,9310,bel,the tree,,,m,CDIAL,2:1
OM,9310,bela,its leaves,,,m,CDIAL,2:1
M,9310,bel,the tree; its fruit,,,m; n,CDIAL,2:1
Si,9310,bela,the tree,,,,CDIAL,2:1
Si,9310,beli,the tree,,,,CDIAL,2:1
Pa,9310,bēluva,the tree; its wood,,,m; n,CDIAL,3:2
Garh,9310,bel,the tree Aegle marmelos or woodapple and its fruit,,,,CDIAL,4:
Indo-Aryan,9311,*bōkk,carry,,,,CDIAL,1:
koh,9311,bōki̯,load,,,f,CDIAL,2:
Ku,9311,bokṇo,to carry,,,,CDIAL,2:
N,9311,boknu,to carry,,,,CDIAL,2:
A,9311,bokosā,load carried on back,,,or ←,CDIAL,3:
kcch,9311,bokṇū,to catch (something thrown),,,,CDIAL,4:
Garh,9311,bokṇu,to carry; defective,,,see *<smallcaps>bukka</smallcaps>- ⁴ Add²,CDIAL,4:
Indo-Aryan,9312,*bōkka,he-goat,,,¹,CDIAL,1:
Pk,9312,bokkaḍa,goat,,,m,CDIAL,2:
S,9312,ḇoka,cry of a goat,,,f,CDIAL,2:
S,9312,ḇokijaṇu,to be with young (of goats),,,,CDIAL,2:
L,9312,bok,bleat of a goat,,,m; (Ju.),CDIAL;Ju,2:
L,9312,ḇokaṇ,to bleat,,,,CDIAL,2:
P,9312,bok,goat,,,m,CDIAL,2:
Ku,9312,boko,goat,,,m,CDIAL,2:
Ku,9312,bokyā,full grown goat,,,m,CDIAL,2:
Ku,9312,bokyāṇ,smell of a he-goat,,,f,CDIAL,2:
N,9312,boko,he-goat,,,,CDIAL,2:
B,9312,bokā,he-goat,,,,CDIAL,2:
Or,9312,bokā,sheep or goat as sacrificial victim,,,,CDIAL,2:
Or,9312,bukā,sheep or goat as sacrificial victim,,,,CDIAL,2:
Bi,9312,bokā,he-goat,,,,CDIAL,2:
Mth,9312,bokṛā,he-goat,,,,CDIAL,2:
H,9312,bok,ram,,,,CDIAL,2:
H,9312,bokā,ram,,,m,CDIAL,2:
H,9312,bokrā,goat,,,m,CDIAL,2:
OG,9312,bokaḍaü,he-goat,,,m,CDIAL,2:
G,9312,bokṛũ,he-goat,,,n,CDIAL,2:
M,9312,bokaḍ,he-goat,,,m,CDIAL,2:
K,9312,būkh,well-bucket,,,dat,CDIAL,3:'made of goatskin'
K,9312,būkas,well-bucket,,,m,CDIAL,3:'made of goatskin'
S,9312,ḇoko,well-bucket,,,m,CDIAL,3:'made of goatskin'
L,9312,bokā,well-bucket,,,(Ju. <i>ḇ</i>-) m,CDIAL;Ju,3:'made of goatskin'
P,9312,bokkā,well-bucket,,,m,CDIAL,3:'made of goatskin'
H,9312,bokā,well-bucket (usu. of goatskin),,,m,CDIAL,3:'made of goatskin'
G,9312,bokh,bucket,,,f,CDIAL,3:'made of goatskin'
Indo-Aryan,9313,*bōkkasa,name of a people,,,,CDIAL,1:
Pk,9313,bokkasa,a non-Aryan people,,,m,CDIAL,2:
Ku,9313,bogso,wizard,,,,CDIAL,2:
N,9313,bokso,wizard,,,,CDIAL,2:
N,9313,boksi,witch,,,,CDIAL,2:
Indo-Aryan,9314,bōdhá,"waking, consciousness",,,m; AV,CDIAL,1:
Pa,9314,bōdha,"understanding, knowledge",,,m,CDIAL,2:
Pk,9314,bōha,"understanding, knowledge",,,m,CDIAL,2:
A,9314,bhū,"understanding, knowledge",,,,CDIAL,2:
Indo-Aryan,9315,bṓdhati,perceives,,,Dhātup,CDIAL,1:
Tor,9315,bū,"to know, see, look at",,,(pret. <i>būdo</i>),CDIAL,2:
Indo-Aryan,9316,bōdhana,awakening; perceiving; causing a spell to work,,,n; KātyŚr; Kālid; Cat,CDIAL,1:
Pa,9316,bōdhana,knowing,,,n,CDIAL,2:
Pk,9316,bōhaṇa,advice,,,n,CDIAL,2:
H,9316,bohnī,first sale of the day (which sets omen for the day's subsequent sales),,,f,CDIAL,2:
Indo-Aryan,9317,bōdháyati,"wakes, admonishes; informs",,,RV; MBh,CDIAL,1:
Pa,9317,bōdhēti,instructs,,,,CDIAL,2:
Pk,9317,bōhēi,"wakes, informs",,,,CDIAL,2:
OG,9317,bohaṁtaü,to instruct,,,pres,CDIAL,2:
M,9317,bohṇẽ,to call,,,,CDIAL,2:
Indo-Aryan,9318,bṓdhi,perfect knowledge,,,m; Bcar,CDIAL,1:
Pa,9318,bōdhi,enlightenment,,,f,CDIAL,2:
Pk,9318,bōhi,enlightenment,,,f,CDIAL,2:
OSi,9318,boy,enlightenment,,,,CDIAL,2:
Si,9318,bō,enlightenment,,,,CDIAL,2:
Indo-Aryan,9319,*bōbba,dumb,,,,CDIAL,1:
A,9319,bobā,dumb,,,,CDIAL,2:
B,9319,bobā,dumb,,,,CDIAL,2:
A,9319,bubuwāiba,to speak indistinctly,,,,CDIAL,2:
Or,9319,bobā,"dumb, stammering",,,,CDIAL,2:
G,9319,bobṛũ,stammering,,,,CDIAL,2:
M,9319,bobḍā,"lisping, speaking indistinctly",,,,CDIAL,2:
Indo-Aryan,9320,*bōra,"sacking, sack",,,²,CDIAL,1:
Sh,9320,borí,sack,,,f,CDIAL,2:
S,9320,ḇoro,"cloth made of goat's hair, bag or sack made of the same (= <i>ḇorī</i> f.)",,,m,CDIAL,2:
L,9320,bōrā,"large sack, measure of grain",,,m,CDIAL,2:
L,9320,bōrī,bag made of goat's or camel's hair,,,f,CDIAL,2:
P,9320,borā,"sack, coarse bag (for pack animals)",,,m,CDIAL,2:
P,9320,borī,"sack, coarse bag (for pack animals)",,,f,CDIAL,2:
N,9320,boro,sack,,,,CDIAL,2:
B,9320,borā,gunny bag (made of jute),,,m,CDIAL,2:
Or,9320,borā,gunny bag (made of jute),,,m,CDIAL,2:
Bi,9320,borā,gunny bag (made of jute),,,m,CDIAL,2:
Mth,9320,borā,gunny bag (made of jute),,,m,CDIAL,2:
H,9320,borā,gunny bag (made of jute),,,m,CDIAL,2:
H,9320,borī,money bag,,,f,CDIAL,2:
G,9320,borɔ,a kind of carpet,,,m,CDIAL,2:
M,9320,borā,"stuff for carpet or sack, sack made of it",,,m,CDIAL,2:
M,9320,borī,money bag,,,f,CDIAL,2:
kṭg,9320,borɪ,"sack, bag",,,f,CDIAL,3:
Indo-Aryan,9321,*bōll,speak,,,,CDIAL,1:
Pk,9321,bollaï,speaks,,,,CDIAL,2:
Pk,9321,bullaï,speaks,,,,CDIAL,2:
Ap,9321,vollaï,speaks,,,,CDIAL,2:
K,9321,bōlun,speaks,,,,CDIAL,2:
rām,9321,bōlyā,it was said,,,,CDIAL,2:
S,9321,ḇolaṇu,it was said,,,,CDIAL,2:
L,9321,bolaṇ,it was said,,,pres,CDIAL,2:
L,9321,bulendā,it was said,,,(Ju.),CDIAL;Ju,2:
L,9321,ḇolaṇ,it was said,,,,CDIAL,2:
P,9321,bolṇā,it was said,,,,CDIAL,2:
pāḍ,9321,bolaṇ,it was said,,,,CDIAL,2:
cam,9321,bolṇā,it was said,,,,CDIAL,2:
rudh,9321,bòlla,it was said,,,2 pl,CDIAL,2:
Ku,9321,bolṇo,it was said,,,,CDIAL,2:
N,9321,bolnu,it was said,,,,CDIAL,2:
A,9321,boliba,it was said,,,,CDIAL,2:
B,9321,bolā,it was said,,,,CDIAL,2:
B,9321,balā,it was said,,,,CDIAL,2:
Or,9321,bolibā,it was said,,,,CDIAL,2:
Mth,9321,bōlab,it was said,,,,CDIAL,2:
lakh,9321,bōlab,it was said,,,,CDIAL,2:
H,9321,bolnā,it was said,,,,CDIAL,2:
OMarw,9321,bolaï,it was said,,,,CDIAL,2:
G,9321,bolvũ,it was said,,,,CDIAL,2:
M,9321,bolṇẽ,it was said,,,,CDIAL,2:
Pk,9321,bollāviya,,,,,CDIAL,3:caus
gng,9321,bulũṛ̃,to call,,,,CDIAL,3:caus
N,9321,bolāunu,to call,,,,CDIAL,3:caus
A,9321,bolāiba,to call,,,,CDIAL,3:caus
B,9321,bolāna,to call,,,,CDIAL,3:caus
B,9321,balāna,to call,,,,CDIAL,3:caus
OAw,9321,bulāvaï,to call,,,,CDIAL,3:caus
