Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Response	Review
162	bow	1	prut	prut	ABCDEIJ	72	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	2	te	teʔ	F	72	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	3	rn te	rɨn te	L	72	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	3	r ti	rɨŋ ti	H	72	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
162	bow	4	bator	bator	K	72	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	1	ham	ham	ABCDEIJ	72	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
163	arrow	2	khnam	khnam	FGHKL	72	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	1	her	ʈʃher	ABCEGI	72	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	1	hr	ʈʃhɔr	DJ	72	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	2	er	ʃer	F	72	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	2	her	ʈʃher	ABCEGI	72	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	3	sm	sɔm	K	72	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	3	som	som	H	72	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
164	spear	3	sum	sum	L	72	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	1	mn	ʃmɛn	J	72	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	1	smen	smen	ABCDEI	72	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	dn	dɪn	GK	72	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	d	dɪŋ	L	72	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
165	fire	2	doin	doi̯n	FH	72	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	1	pu se	pu seʔ	F	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	1	pu sea	pu sea̯	B	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	1	pu sia	pu sia̯	ACDEIJ	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	2	dpao	dɨpao̯	H	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	2	dpei	dpei̯	KL	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
166	ashes	2	tpai	tpai̯	G	73	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	1	tdem	tdem	ABCDEFGIJKL	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
167	smoke	2	n thk	ɨn thɨk	H	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	1	lein	lei̯n	G	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	1	le	leŋ	F	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	1	lia	lia̯ŋ	ABDEHIJ	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	1	lie	lie̯ŋ	L	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
169	boat	2	li	li	K	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	1	rhen	rɨhen	AE	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	1	rehen	rehen	BCI	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	1	rhen	rhen	D	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	2	lnti	lɨnti	FL	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	2	luti	luti	G	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	3	tuar	tua̯r	H	73	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	4	r	ʃɔrɔʔ	K	73	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
170	road	4	srk	sɨrɔk	J	73	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	1	le	le	F	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	1	lea	lea̯	BJ	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	1	lia	lia̯	ACDEI	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	2	lai	lai̯	GL	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	2	le	le	F	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	2	lea	lea̯	BJ	73	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	3	dni	dɨʔni	H	73	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
172	to go	4	loi	loi̯	K	73	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	1	wan	wan	ABCDEIJKL	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	2	ia	ia̯	F	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	3	lei	lei̯	G	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
173	to come	4	un nan	un nan	H	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	1	re	reŋ	ABCDEIJ	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	2	jein	jei̯n	G	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	2	je	jeŋ	FKL	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
174	to stand	3	nia n	nia̯ nɨŋ	H	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	1	kia	ʃkia̯	J	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	1	skia	skia̯	ABCDEI	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	2		ʃɔŋ	FKL	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	2	ho	ʈʃhoŋ	G	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
175	to sit	3	 n	ʈʃə nɔŋ	H	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	1	thia	thia̯ʔ	ABCDEFGIJL	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	1	thie	thie̯ʔ	K	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
176	to lie down	2	 ni	ə niŋ	H	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	1	kap	kap	ADEGIJ	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	2	jait	jai̯t	F	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	3	dni	dɨniʔ	H	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	4	jai	jai̯	L	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
177	to walk	5	loi	loi̯	K	73	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	1	piar	pia̯r	ACDEIJ	73	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	2	pdea	pdea̯ŋ	B	73	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	3	her	her	FGKL	73	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
178	to fly	4	n dei	ən dei̯	H	73	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	1	et	ŋet	ACDEIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	1	niet	nie̯t	B	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	2	phsut	phsut	FG	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	3	sn na	sɨn naʔ	H	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
179	to enter	4	ru	ruŋ	KL	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	1	kn dat	kɨn dʒat	ABDEFHIJL	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	1	ken diet	ken dʒie̯t	K	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
180	to kick	2	er tem	ger tem	G	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	1	ria	ria̯ŋ	ABCDEIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	2	sia	sia̯ŋ	F	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	3	dm pa	dʒɨm pa	G	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	4	n nai	ŋɨn nai̯	H	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	5	d i	dʒɨŋ ŋi	L	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
181	to swim	5	d ie	dʒɪŋ ŋie̯	K	74	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	1	ma	maʔ	ABCDEIJK	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	2	i	ʈʃi	F	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	3	ju	ju	G	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	4	mu do	mu dʒo	H	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
182	to see	5	pet	pet	L	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	1	sa	saʔ	ABDEIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	2	khsi	khsiʔ	C	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	3	sam	sɨŋŋam	F	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	3	so	sɨŋŋo	L	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	4	sap	sŋap	K	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	4	snao	snao̯	G	74	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	5	so	sɨŋŋo	L	74	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
183	to hear	5	swu	sɨŋwu	H	74	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	1	hen	ʈʃhen	ABCDEIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	2	ja	jaŋ	FGK	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	3	n nap	ɨn nap	H	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
184	to wait	4	ap	ap	L	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	1	nia	nia̯	ABCI	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	2	j	ɲjɨ	J	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	2	jua	ɲjua̯	D	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	3	ja	ɲja	E	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	4	jam	jam	FGKL	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
185	to cry	5	un nao	un nao̯	H	74	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	1	te	teŋ	ABCDEFIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	2	thet	thet	G	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	3	thn n	thɨn nɨŋ	H	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	4	et	ʃet	L	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
186	to cook	4	iet	ʃie̯t	K	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	1	te am	teŋ am	ABCDEFIJ	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	2	se srut	se srut	G	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	3	sn nup	sɨn nup	H	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	4	et	ʃet	L	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
187	to boil (water)	5	pn iet	pɨn ʃie̯t	K	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	1	ba	ba	AE	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	2	b	bɨ	J	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	2	ba	bɨa̯	CI	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	2	bua	bua̯	BD	74	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	3	bam	bam	FGL	74	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	4	bna	bɨʔnaŋ	H	74	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
188	to eat	5	sa	saʔ	K	74	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	1	d	dɨʔ	H	74	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	1	de	deʔ	ABCDEIJ	74	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
189	to drink	1	di	diʔ	FGKL	74	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	rowai	rowai̯	L	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	ruwai	ruwai̯	G	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	ruwei	ruwei̯	F	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	ruwu	ruwu	ABCDEIJ	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	1	rwoi	rwoi̯	K	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	2	rwui	rɨŋwui̯	H	75	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	2	rowai	rowai̯	L	75	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
190	to sing	2	ruwu	ruwu	ABCDEIJ	75	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	1	hit	hit	ABCDEIJ	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	2	dait	dai̯t	FKL	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	3	dei	dei̯ʔ	G	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
191	to bite	4	knnap	kɨnnap	H	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	1	ru	ru	ABCDEI	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	1	rua	rua̯	J	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	2	thkho	thkhoʔ	F	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	3	erkhai	ʃerkhai̯	G	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	4	l lom	əl lom	H	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
192	to laugh	5	r khei	rɨ khei̯	KL	75	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	1	iar	ʃia̯r	BDJ	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	1	siar	sia̯r	ACEI	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	2	khapai	khapai̯	F	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	3	klam	klam	G	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	4	kr ra	kɨr raʔ	H	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
193	to speak	5	kren	kren	KL	75	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	1	t	tɔʔ	ABCDEIJ	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	2	uma	ʈʃuma	F	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	3	tip	tip	GKL	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
195	to know	4	hei kan	hei̯ kan	H	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	1	ble	bɨleŋ	H	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	1	bl	blɪŋ	F	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	1	plia	plia̯ŋ	ABCDEIJ	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	2	mbi	mbiŋ	G	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
196	to forget	3	klet	klet	KL	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
197	to sleep	1	thia	thia̯ʔ	ABCDEFGIJKL	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
197	to sleep	2	n n	ɨn nɪŋ	H	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	1	pe smo	pe smoʔ	C	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	1	po smo	po smoʔ	BI	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	1	po smu	po smuʔ	AD	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	1	p smu	pɔ smuʔ	EJ	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	2	f sniu	fɔ sniu̯	K	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	2	ph sniu	phɔ sniu̯	L	75	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	2	phu sneo	phuʔ sneo̯	F	75	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	3	ju po nu	ju po ʃnu	G	75	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
198	to dream	4	m phao	ɨm phao̯	H	75	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	1	khi	khiʔ	ABCDEIJ	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	2	rep	rep	F	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	3	kre	kreʔ	G	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
200	to work	4	trei	trei̯	HKL	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	1	ja le	ja leʔ	A	75	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	1	jalekai	jalekai̯	F	75	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	khlu	khɨlu	E	75	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	khu ru	khu ruə̯	J	75	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	2	khuru	khuru	BCDI	75	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	3	khlu	khɨlu	E	75	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	3	khelai	khelai̯	H	75	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	3	khlei	khlei̯	G	75	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	5	jalekai	jalekai̯	F	75	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	5	leka	leka	L	75	10	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
201	to play	5	lekai	lekai̯	K	75	11	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	1	kara	kara	ACDEI	76	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	1	kare	kare	J	76	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	1	kera	kera	B	76	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	2	at	ʃat	F	76	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	2	hat	ʈʃhat	G	76	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	3	en nat	ʈʃen nat	H	76	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	4	at	ʃat	F	76	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	4	iet	ʃie̯t	K	76	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	5	ad	ʃad	L	76	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
202	to dance	5	at	ʃat	F	76	10	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	1	khn ra	khɨn ra	E	76	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	1	khn ra	khɨn raʔ	A	76	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	1	khn r	khɨn rɔŋ	D	76	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	1	khn ro	khɨn roŋ	CI	76	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	2	ra	raʔ	FJKL	76	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	3	tule	tule	G	76	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
204	to lift	4	thn nom	thɨn nom	H	76	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
205	to push	1	it	ŋit	ABCDEGIJ	76	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
205	to push	1	niet	nie̯t	K	76	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
