Item	Site	Response	Transcription	Review	Uncertainty
90	CHE	1	gʌɳɖutʃi	reviewed	source-raster-coronal; source-raster-affricate
90	KIL	1	gʌɳɖusu	reviewed	source-raster-coronal
90	MET	1	gʌɳɖitʃɨ	reviewed	source-raster-coronal; source-raster-affricate
90	CHO	1	gʌɳɖisɨ	reviewed	source-raster-coronal
90	MAV	1	gʌɳɖisi	reviewed	source-raster-coronal
90	ANA	1	kʌɳɖisɨ	reviewed	source-raster-coronal
90	BOO	1	gʌɳɖusu	reviewed	source-raster-coronal
90	THA	1	ʌmbɨɭʌɾ	reviewed	source-raster-coronal
90	NEL	1	ʌmbʌɭʌ	reviewed	source-raster-coronal
91	KUN	1	peɳɖɨ	reviewed	source-raster-coronal
91	KOL	1	peɳɖɾu	reviewed	source-raster-coronal
91	CHE	1	peɳɖɾɨ	reviewed	source-raster-coronal
91	KIL	1	poɳɖɨ	reviewed	source-raster-coronal
91	MET	1	peɳɖɾi	reviewed	source-raster-coronal
91	CHO	1	peɳɳɨ	reviewed	source-raster-coronal
91	MAV	1	peɳɖʌt̪i	reviewed	source-raster-coronal
91	ANA	1	peɳɖʌt̪i	reviewed	source-raster-coronal
91	BOO	1	eŋgusu	reviewed	
91	THA	1	peɳɖɾ	reviewed	source-raster-coronal
91	NEL	1	pombʌɭʌ	reviewed	source-raster-coronal
92	KUN	1	piɭɭʌ	reviewed	source-raster-coronal
92	KOL	1	piɭɭe	reviewed	source-raster-coronal
92	CHE	1	tʃiɾuʋʌ	reviewed	source-raster-affricate
92	KIL	1	puɭɭe	reviewed	source-raster-coronal
92	MET	1	puɭɭe	reviewed	source-raster-coronal
92	CHO	1	piɭɭʌ	reviewed	source-raster-coronal
92	MAV	1	piɭɭe	reviewed	source-raster-coronal
92	ANA	1	piɭɭʌ	reviewed	source-raster-coronal
92	BOO	1	kusu	reviewed	
92	THA	1	piɭɭe	reviewed	source-raster-coronal
92	NEL	1	puɭɭʌ	reviewed	source-raster-coronal
93	KUN	1	ʌmme	reviewed	
93	KOL	1	ʌmmʌ	reviewed	
93	CHE	1	ʌmme	reviewed	
93	KIL	1	ʌmme	reviewed	
93	MET	1	ʌmme	reviewed	
93	CHO	1	ʌppʌ	reviewed	
93	MAV	1	ʌppʌ	reviewed	
93	ANA	1	ʌppʌ	reviewed	
93	BOO	1	ʌppʌ	reviewed	
93	THA	1	ʌmmʌ	reviewed	
93	NEL	1	ʌmmʌ	reviewed	
94	KUN	1	ʌgʋɛ	reviewed	source-raster-labial
94	KOL	1	ʌgʋɛ	reviewed	source-raster-labial
94	CHE	1	ʌgʋɛ	reviewed	source-raster-labial
94	KIL	1	ʌgʋɛ	reviewed	source-raster-labial
94	MET	1	ʌgʋɛ	reviewed	source-raster-labial
94	CHO	1	ʌʷʋɛ	reviewed	source-raster-labial
94	MAV	1	ʌʷʋɛ	reviewed	source-raster-labial
94	ANA	1	ʌʷʋɛ	reviewed	source-raster-labial
94	BOO	1	ʌʷʋʌ	reviewed	source-raster-labial
94	THA	1	ʌggʌ	reviewed	
94	NEL	1	ʌggʌ	reviewed	
95	KUN	1	ʌɳɳe	reviewed	source-raster-coronal
95	KOL	1	ʌɳɳʌ	reviewed	source-raster-coronal
95	CHE	1	ʌɳɳe	reviewed	source-raster-coronal
95	KIL	1	ʌɳɳe	reviewed	source-raster-coronal
95	MET	1	ʌɳɳe	reviewed	source-raster-coronal
95	CHO	1	ʌɳɳʌ	reviewed	source-raster-coronal
95	MAV	1	ʌɳɳʌ	reviewed	source-raster-coronal
95	ANA	1	ʌɳɳʌ	reviewed	source-raster-coronal
95	BOO	1	ʌɳɳʌ	reviewed	source-raster-coronal
95	THA	1	ʌɪjʌ	reviewed	source-raster-legacy-glyph-ɪ
95	NEL	1	ʌɳɳʌ	reviewed	source-raster-coronal
96	KUN	1	t̪ʌmbi	reviewed	source-raster-coronal
96	KOL	1	t̪ʌmbi	reviewed	source-raster-coronal
96	CHE	1	t̪ʌmbi	reviewed	source-raster-coronal
96	KIL	1	t̪ʌmbi	reviewed	source-raster-coronal
96	MET	1	t̪ʌmbi	reviewed	source-raster-coronal
96	CHO	1	t̪ʌmbi	reviewed	source-raster-coronal
96	MAV	1	t̪ʌmbi	reviewed	source-raster-coronal
96	ANA	1	t̪ʌmbi	reviewed	source-raster-coronal
96	BOO	1	t̪ʌmmʌ	reviewed	source-raster-coronal
96	THA	1	t̪ʌmbi	reviewed	source-raster-coronal
96	NEL	1	t̪ʌmbi	reviewed	source-raster-coronal
97	KUN	1	ʌkke	reviewed	
97	KOL	1	ʌkkʌ	reviewed	
97	CHE	1	ʌkkʌ	reviewed	
97	KIL	1	ʌkke	reviewed	
97	MET	1	ʌkketʃi	reviewed	source-raster-affricate
97	CHO	1	ʌkkʌ	reviewed	
97	MAV	1	ʌkkʌ	reviewed	
97	ANA	1	ʌkkʌ	reviewed	
97	BOO	1	ʌkkʌ	reviewed	
97	THA	1	ʌkkʌ	reviewed	
97	NEL	1	ʌkkʌ	reviewed	
98	KUN	1	t̪ʌŋge	reviewed	source-raster-coronal
98	KOL	1	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
98	CHE	1	t̪ʌŋge	reviewed	source-raster-coronal
98	KIL	1	t̪ʌŋge	reviewed	source-raster-coronal
98	MET	1	t̪ʌŋgetʃi	reviewed	source-raster-coronal; source-raster-affricate
98	CHO	1	t̪ʌŋge	reviewed	source-raster-coronal
98	MAV	1	t̪ʌŋge	reviewed	source-raster-coronal
98	ANA	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
98	BOO	1	t̪oŋgʌ	reviewed	source-raster-coronal
98	THA	1	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
98	NEL	1	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
99	KUN	1	mʌgʌ	reviewed	
99	KOL	1	mʌgʌ	reviewed	
99	CHE	1	mʌhe	reviewed	
99	KIL	1	mʌge	reviewed	
99	MET	1	mʌgʌ	reviewed	
99	CHO	1	mʌŋgʌ	reviewed	
99	MAV	1	mʌŋgʌ	reviewed	
99	ANA	1	mʌŋgʌ	reviewed	
99	BOO	1	mʌŋgʌ	reviewed	
99	THA	1	mʌhʌ	reviewed	
99	NEL	1	pʌɪ jʌn	reviewed	source-raster-legacy-glyph-ɪ
100	KUN	1	mʌgʌ	reviewed	
100	KOL	1	mʌgʌ	reviewed	
100	CHE	1	poɖɛ	reviewed	source-raster-coronal
100	KIL	1	mʌgʌ	reviewed	
100	MET	1	mʌgʌ	reviewed	
100	CHO	1	mʌgʌ	reviewed	
100	MAV	1	mʌgʌ	reviewed	
100	ANA	1	mʌgʌ	reviewed	
100	BOO	1	mʌgʌ	reviewed	
100	THA	1	mʌhʌ	reviewed	
100	NEL	1	mʌhʌ	reviewed	
101	KUN	1	ʌɭʌ	reviewed	source-raster-coronal
101	KOL	1	ʌɭʌ	reviewed	source-raster-coronal
101	CHE	1	bʌʋɛ	reviewed	
101	KIL	1	ʌɭɛ	reviewed	source-raster-coronal
101	MET	1	ʌɭʌ	reviewed	source-raster-coronal
101	CHO	1	ʌɭʌ	reviewed	source-raster-coronal
101	MAV	1	ʌɭʌ	reviewed	source-raster-coronal
101	ANA	1	ʌɭʌ	reviewed	source-raster-coronal
101	BOO	1	gʌɳɖʌ	reviewed	source-raster-coronal
101	THA	1	ʌɭʌ	reviewed	source-raster-coronal
101	NEL	1	pusuʃʌ	reviewed	
102	KUN	1	peɳɖɨ	reviewed	source-raster-coronal
102	KOL	1	peɳɖɨ	reviewed	source-raster-coronal
102	CHE	1	peɳɖɨ	reviewed	source-raster-coronal
102	KIL	1	poɳɖɨ	reviewed	source-raster-coronal
102	MET	1	peɳɖɨ	reviewed	source-raster-coronal
102	CHO	1	peɳɖɨ	reviewed	source-raster-coronal
102	MAV	1	peɳɖu	reviewed	source-raster-coronal
102	ANA	1	peɳɖɨ	reviewed	source-raster-coronal
102	BOO	1	eɖuʈʈi	reviewed	source-raster-coronal
102	THA	1	peɳɖɨ	reviewed	source-raster-coronal
102	NEL	1	poɳɖʌt̪i	reviewed	source-raster-coronal
103	KUN	1	pʌɪɛ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-vowel
103	KOL	1	mʌgʌ	reviewed	
103	CHE	1	piɭɭʌ	reviewed	source-raster-coronal
103	KIL	1	oɾmɛ	reviewed	
103	MET	1	pʌɪ jʌ	reviewed	source-raster-legacy-glyph-ɪ
103	CHO	1	mugʌ	reviewed	
103	MAV	1	mʌŋgʌ	reviewed	
103	ANA	1	mʌŋgʌ	reviewed	
103	BOO	1	gʌɳɖɨ	reviewed	source-raster-coronal
103	THA	1	ʌɳimʌ	reviewed	source-raster-coronal
103	NEL	1	pʌɪ jʌn	reviewed	source-raster-legacy-glyph-ɪ
104	KUN	1	piɭɭʌ	reviewed	source-raster-coronal
104	KOL	1	mʌgʌ	reviewed	
104	CHE	1	poɖe	reviewed	source-raster-coronal
104	KIL	1	mʌgʌ	reviewed	
104	MET	1	piɭɭe	reviewed	source-raster-coronal
104	CHO	1	mugʌ	reviewed	
104	MAV	1	puɖe	reviewed	source-raster-coronal
104	ANA	1	piɭɭʌ	reviewed	source-raster-coronal
104	BOO	1	ɛɳɳɨ	reviewed	source-raster-coronal
104	THA	1	peʈʈʌpiɭɭʌ	reviewed	source-raster-coronal
104	NEL	1	puɭɭʌ	reviewed	source-raster-coronal
105	KUN	1	pʌkʌl	reviewed	
105	KOL	1	pʌgʌl	reviewed	
105	CHE	1	pʌhʌlɨ	reviewed	
105	KIL	1	pʌgʌlɨ	reviewed	
105	MET	1	pʌgʌlɨ	reviewed	
105	CHO	1	pʌhʌl	reviewed	
105	MAV	1	pʌgʌl	reviewed	
105	ANA	1	oɾʌ	reviewed	
105	BOO	1	oʈʈʌɾʌ	reviewed	source-raster-coronal
105	THA	1	pʌkʌl	reviewed	
105	NEL	1	pʌhʌlɨ	reviewed	
106	KUN	1	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	KOL	1	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	CHE	1	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	KIL	1	jʌmʌ	reviewed	
106	MET	1	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	CHO	1	ɾʌʋɨ	reviewed	
106	MAV	1	ɾʌpoɖu	reviewed	source-raster-coronal
106	MAV	2	ɾʌʋe	reviewed	
106	ANA	1	ɾʌʋɨ	reviewed	
106	BOO	1	sʌɳɖʌnʌʈʈu	reviewed	source-raster-coronal
106	THA	1	ɾuʈʈɨ	reviewed	source-raster-coronal
106	NEL	1	ɾʌt̪ɾi	reviewed	source-raster-coronal
107	KUN	1	ɾʌʋɛ	reviewed	
107	KOL	1	ɾʌʋe	reviewed	
107	CHE	1	ɾʌʋɛ	reviewed	
107	KIL	1	ɾʌʋe	reviewed	
107	MET	1	ɾʌʋepoɖɨ	reviewed	source-raster-coronal
107	CHO	1	oɾʌmɨ	reviewed	
107	MAV	1	oɾʌme	reviewed	
107	ANA	1	eɳɖʌlike	reviewed	source-raster-coronal
107	BOO	1	oʈʈunʌɳɖʌ	reviewed	source-raster-coronal
107	THA	1	kʌlʌme	reviewed	
107	NEL	1	kʌlʌme	reviewed	
108	KUN	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	KOL	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	CHE	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	KIL	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	MET	1	mʌɖinʌ	reviewed	source-raster-coronal
108	CHO	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	MAV	1	mʌɖenʌ	reviewed	source-raster-coronal
108	ANA	1	mʌɖjʌnʌ	reviewed	source-raster-coronal
108	BOO	1	ʌɳɳʌɖɨgʌnt̪ʌ	reviewed	source-raster-coronal
108	THA	1	mʌɖɖinʌ	reviewed	source-raster-coronal
108	NEL	1	mʌɖinʌ	reviewed	source-raster-coronal
109	KUN	1	jʌmʌ	reviewed	
109	KOL	1	ʌlugʌneɾʌ	reviewed	
109	CHE	1	ʌlgʌpoɖɨ	reviewed	source-raster-coronal
109	KIL	1	ʌlugʌpoɖɨ	reviewed	source-raster-coronal
109	MET	1	ʌlgʌpoɖɨ	reviewed	source-raster-coronal
109	CHO	1	sʌɳɖe	reviewed	source-raster-coronal
109	MAV	1	sʌŋgʌlʌ	reviewed	
109	ANA	1	sʌŋkʌlʌ	reviewed	
109	BOO	1	sʌɳɖʌnʌʈʈu	reviewed	source-raster-coronal
109	THA	1	sʌjʌŋgʌl	reviewed	
109	NEL	1	poɖuʋontu	reviewed	source-raster-coronal
110	KUN	1	nʌɾɾɨ	reviewed	
110	KOL	1	nʌɾɾɨ	reviewed	
110	CHE	1	nʌɾɾɨ	reviewed	
110	KIL	1	neɾɾɨ	reviewed	
110	MET	1	neɾɾɨ	reviewed	
110	CHO	1	nʌɪʈʈɨ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	MAV	1	nʌɪʈʈu	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	ANA	1	nʌɪʈʈɨ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	BOO	1	nennʌ	reviewed	
110	THA	1	nʌgʌʈ	reviewed	source-raster-coronal
110	NEL	1	nʌgʌʈʈu	reviewed	source-raster-coronal
111	KUN	1	inɾɨ	reviewed	
111	KOL	1	inɾɨ	reviewed	
111	CHE	1	inɾɨ	reviewed	
111	KIL	1	inɾɨ	reviewed	
111	MET	1	innike	reviewed	
111	CHO	1	inɖɨ	reviewed	source-raster-coronal
111	MAV	1	inɖu	reviewed	source-raster-coronal
111	ANA	1	inɖɨ	reviewed	source-raster-coronal
111	BOO	1	iʋʌʈʈɨ	reviewed	source-raster-coronal
111	THA	1	inɖɨ	reviewed	source-raster-coronal
111	NEL	1	inɖu	reviewed	source-raster-coronal
112	KUN	1	oɾʌŋge	reviewed	
112	KOL	1	oɾʌŋge	reviewed	
112	CHE	1	oɾʌŋge	reviewed	
112	KIL	1	oɾʌŋge	reviewed	
112	MET	1	oɾʌkʌŋge	reviewed	
112	CHO	1	nʌɭʌkkʌ	reviewed	source-raster-coronal
112	MAV	1	nʌɭʌkʌ	reviewed	source-raster-coronal
112	ANA	1	nʌɭʌ	reviewed	source-raster-coronal
112	BOO	1	nʌɭʌ	reviewed	source-raster-coronal
112	THA	1	nʌɭʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
112	NEL	1	nʌɭʌ	reviewed	source-raster-coronal
113	KUN	1	ʋeɾʌ	reviewed	
113	KOL	1	beɾʌ	reviewed	
113	CHE	1	beɾʌ	reviewed	
113	KIL	1	beɾʌ	reviewed	
113	MET	1	beɾʌ	reviewed	
113	CHO	1	ʋʌɾʌ	reviewed	
113	MAV	1	ʋʌɾʌ	reviewed	
113	ANA	1	ʋʌɾʌ	reviewed	
113	BOO	1	ʋʌɾʌ	reviewed	
113	THA	1	ʋʌɾʌ	reviewed	
113	NEL	1	ʋʌɾʌ	reviewed	
114	KUN	1	mesʌ	reviewed	
114	KOL	1	t̪iŋgʌ	reviewed	source-raster-coronal
114	CHE	1	t̪iŋgʌ	reviewed	source-raster-coronal
114	KIL	1	mʌsʌ	reviewed	
114	MET	1	mʌtʃʌ	reviewed	source-raster-affricate
114	CHO	1	t̪iŋgʌ	reviewed	source-raster-coronal
114	MAV	1	t̪iŋgʌlʌ	reviewed	source-raster-coronal
114	ANA	1	t̪iŋgʌlʌ	reviewed	source-raster-coronal
114	BOO	1	t̪iŋgʌ	reviewed	source-raster-coronal
114	THA	1	mʌsã	reviewed	source-raster-nasalization
114	NEL	1	mʌsʌ	reviewed	
115	KUN	1	ʋʌɾɨʃʌ	reviewed	
115	KOL	1	ʋʌɾiʃʌ	reviewed	
115	CHE	1	ʋʌɾuʃʌ	reviewed	
115	KIL	1	ʋʌɾʃʌ	reviewed	
115	MET	1	ʋʌɾuʃʌ	reviewed	
115	CHO	1	ʋʌɾʃʌ	reviewed	
115	MAV	1	ʋʌɾuʃʌ	reviewed	
115	ANA	1	ʋʌɾʃʌ	reviewed	
115	BOO	1	ʋʌɾuʃʌ	reviewed	
115	THA	1	ʋʌɾɨsã	reviewed	source-raster-nasalization
115	NEL	1	ʋʌɾʃʌ	reviewed	
116	KUN	1	pʌjʌd̪ɨ	reviewed	source-raster-coronal
116	KOL	1	pʌjʌ	reviewed	
116	CHE	1	pʌjʌ	reviewed	
116	KIL	1	pʌjʌd̪u	reviewed	source-raster-coronal
116	MET	1	pʌjʌd̪ɨ	reviewed	source-raster-coronal
116	CHO	1	pʌjʌ	reviewed	
116	MAV	1	pʌjʌd̪u	reviewed	source-raster-coronal
116	ANA	1	pʌɭʌsɨ	reviewed	source-raster-coronal
116	BOO	1	ʌlʌjʌd̪ɨ	reviewed	source-raster-coronal
116	THA	1	pʌɭijʌd̪ɨ	reviewed	source-raster-coronal
116	NEL	1	pʌɭʌsɨ	reviewed	source-raster-coronal
117	KUN	1	pud̪usu	reviewed	source-raster-coronal
117	KOL	1	pud̪ijʌ	reviewed	source-raster-coronal
117	CHE	1	puusu	reviewed	
117	KIL	1	pud̪usu	reviewed	source-raster-coronal
117	MET	1	pud̪uʃɨ	reviewed	source-raster-coronal
117	CHO	1	pud̪ijʌ	reviewed	source-raster-coronal
117	MAV	1	pud̪ijʌd̪u	reviewed	source-raster-coronal
117	ANA	1	pud̪ɨsɨ	reviewed	source-raster-coronal
117	BOO	1	ʋʌsʈu	reviewed	source-raster-coronal
117	THA	1	pud̪ɨsu	reviewed	source-raster-coronal
117	NEL	1	pud̪usu	reviewed	source-raster-coronal
118	KUN	1	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	KOL	1	nʌllʌ	reviewed	
118	CHE	1	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	KIL	1	nʌllʌd̪u	reviewed	source-raster-coronal
118	MET	1	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	CHO	1	ʌɾumʌɳɖʌ	reviewed	source-raster-coronal
118	MAV	1	ʌɾumʌɳɖʌ	reviewed	source-raster-coronal
118	ANA	1	nʌllʌ	reviewed	
118	BOO	1	olli	reviewed	
118	THA	1	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	NEL	1	nʌllʌ	reviewed	
119	KUN	1	keɖɨ	reviewed	source-raster-coronal
119	KOL	1	keʈʈʌ	reviewed	source-raster-coronal
119	CHE	1	keʈʈʌɖɨ	reviewed	source-raster-coronal
119	KIL	1	keɖɨ	reviewed	source-raster-coronal
119	MET	1	kʌʈʈʌɖɨ	reviewed	source-raster-coronal
119	CHO	1	keʈʈʌ	reviewed	source-raster-coronal
119	MAV	1	keʈʈʌɖu	reviewed	source-raster-coronal
119	ANA	1	keʈʈʌ	reviewed	source-raster-coronal
119	BOO	1	keʈʈʌ	reviewed	source-raster-coronal
119	THA	1	keʈʈʌɖɨ	reviewed	source-raster-coronal
119	NEL	1	keʈʈɨ	reviewed	source-raster-coronal
120	KUN	1	iɾʌ	reviewed	
120	KOL	1	iɾʌ	reviewed	
120	CHE	1	oɖɖe	reviewed	source-raster-coronal
120	KIL	1	oɖɖe	reviewed	source-raster-coronal
120	MET	1	iɾʌ	reviewed	
120	CHO	1	iɾʌ	reviewed	
120	MAV	1	t̪emʌ	reviewed	source-raster-coronal
120	ANA	1	ʃit̪ʌ	reviewed	source-raster-coronal
120	BOO	1	ʃit̪ʌ	reviewed	source-raster-coronal
120	THA	1	oɖɖe	reviewed	source-raster-coronal
120	NEL	1	iɾʌm	reviewed	
121	KUN	1	kʌɲʤʌ	reviewed	source-raster-affricate
121	KOL	1	ʋʌɾʌl	reviewed	
121	CHE	1	poɖimme	reviewed	source-raster-coronal
121	KIL	1	ʋʌɾʌ	reviewed	
121	MET	1	nʌɳɖɨ	reviewed	source-raster-coronal
121	CHO	1	ʌɾuɾɨukki	reviewed	source-raster-unreadable-segment
121	MAV	1	nʌɳɖu	reviewed	source-raster-coronal
121	ANA	1	t̪ʌɾʌl	reviewed	source-raster-coronal
121	BOO	1	ʋoŋʌŋgʌlɨ	reviewed	
121	THA	1	ʋʌɾʌlɨ	reviewed	
121	NEL	1	kʌɲʤɨ	reviewed	source-raster-affricate
122	KUN	1	uɖɖʌ	reviewed	source-raster-coronal
122	KOL	1	uɖɖʌ	reviewed	source-raster-coronal
122	CHE	1	uɖɖʌ	reviewed	source-raster-coronal
122	KIL	1	uɖɖʌ	reviewed	source-raster-coronal
122	MET	1	uɖɖʌ	reviewed	source-raster-coronal
122	CHO	1	uɖɖʌ	reviewed	source-raster-coronal
122	MAV	1	uɖɖʌmʌ	reviewed	source-raster-coronal
122	ANA	1	uɖɖʌ	reviewed	source-raster-coronal
122	BOO	1	uɖɖuʋʌ	reviewed	source-raster-coronal
122	THA	1	uɖɖʌɖɨ	reviewed	source-raster-coronal
122	NEL	1	ojʌɾʌmʌ	reviewed	
123	KUN	1	kuɭʌ	reviewed	source-raster-coronal
123	KOL	1	moɳɖi	reviewed	source-raster-coronal
123	CHE	1	moʈʈu	reviewed	source-raster-coronal
123	KIL	1	kuɭe	reviewed	source-raster-coronal
123	MET	1	moɳɖi	reviewed	source-raster-coronal
123	CHO	1	konne	reviewed	
123	MAV	1	t̪uɳɖu	reviewed	source-raster-coronal
123	ANA	1	t̪uɳɖɨ	reviewed	source-raster-coronal
123	BOO	1	t̪uɳɖʌ	reviewed	source-raster-coronal
123	THA	1	kʌʈʈʌ	reviewed	source-raster-coronal
123	NEL	1	tʃinnʌɖʌ	reviewed	source-raster-affricate; source-raster-coronal
124	KUN	1	kʌjʌniɾɨ	reviewed	
124	KUN	2	kʌɲʤʌniɾɨ	reviewed	source-raster-affricate
124	KOL	1	kʌtʃʌniɾɨ	reviewed	source-raster-affricate
124	CHE	1	kʌtʃʌniɾɨ	reviewed	source-raster-affricate
124	KIL	1	kʌsʌniɾɨ	reviewed	
124	MET	1	kʌtʃʌniɾɨ	reviewed	source-raster-affricate
124	CHO	1	memmʌniɾɨ	reviewed	
124	MAV	1	suɖuniɾu	reviewed	source-raster-coronal
124	ANA	1	memmʌniɾɨ	reviewed	
124	BOO	1	bisuniɾɨ	reviewed	
124	THA	1	suɖut̪ʌɳɳi	reviewed	source-raster-coronal
124	NEL	1	suɖut̪ʌɳɳi	reviewed	source-raster-coronal
125	KUN	1	pʌtʃʌniɾɨ	reviewed	source-raster-affricate
125	KOL	1	kilimʌniɾɨ	reviewed	
125	CHE	1	pʌtʃʌniɾɨ	reviewed	source-raster-affricate
125	KIL	1	kelimʌniɾɨ	reviewed	
125	MET	1	pʌtʃʌniɾɨ	reviewed	source-raster-affricate
125	CHO	1	t̪ʌɳɳiɾɨ	reviewed	source-raster-coronal
125	MAV	1	t̪ʌɳɳiɾu	reviewed	source-raster-coronal
125	ANA	1	t̪ʌɳɳiɾɨ	reviewed	source-raster-coronal
125	BOO	1	t̪ʌɳɳiɾɨ	reviewed	source-raster-coronal
125	THA	1	pʌtʃʌt̪ʌɳɳi	reviewed	source-raster-affricate; source-raster-coronal
125	NEL	1	t̪ʌɳɳi	reviewed	source-raster-coronal
126	KUN	1	ʋʌlʌkkʌɪ	reviewed	source-raster-legacy-glyph-ɪ
126	KOL	1	ʋʌlʌŋgʌɖe	reviewed	source-raster-coronal
126	CHE	1	ʋʌlʌpʌkkʌ	reviewed	
126	KIL	1	ʋeɭʌŋgʌɖe	reviewed	source-raster-coronal
126	MET	1	ʋʌlʌŋgʌɖe	reviewed	source-raster-coronal
126	CHO	1	ʋʌlʌɾʌɾi	reviewed	
126	MAV	1	ʋʌlʌɾʌɾi	reviewed	
126	ANA	1	ʋʌlʌpʌkkʌ	reviewed	
126	BOO	1	bʌlɾʌɾi	reviewed	
126	THA	1	ʋʌlʌɖɨpʌkkʌm	reviewed	source-raster-coronal
126	NEL	1	ʋʌlʌɖupʌkkõ	reviewed	source-raster-coronal; source-raster-nasalization
127	KUN	1	ɖʌkkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
127	KOL	1	ɖʌŋgʌɖe	reviewed	source-raster-coronal
127	CHE	1	ɖʌpʌkkʌ	reviewed	source-raster-coronal
127	KIL	1	ɖʌŋgʌɖe	reviewed	source-raster-coronal
127	MET	1	ɖʌŋgʌɖe	reviewed	source-raster-coronal
127	CHO	1	ɖʌtʃʌɾi	reviewed	source-raster-coronal; source-raster-affricate
127	MAV	1	ɖʌtʃʌɾi	reviewed	source-raster-coronal; source-raster-affricate
127	ANA	1	ɖʌpʌkkʌ	reviewed	source-raster-coronal
127	BOO	1	eɖsʌɾi	reviewed	source-raster-coronal
127	THA	1	ʌɖʌɖɨpʌkkʌm	reviewed	source-raster-coronal
127	NEL	1	eɖʌɖupʌkkõ	reviewed	source-raster-coronal; source-raster-nasalization
128	KUN	1	pʌkkʌm	reviewed	
128	KOL	1	pʌkkʌ	reviewed	
128	CHE	1	pʌkkʌ	reviewed	
128	KIL	1	pʌkkʌ	reviewed	
128	MET	1	pʌkkʌ	reviewed	
128	CHO	1	d̪ʌɳɖʌ	reviewed	source-raster-coronal
128	MAV	1	d̪ʌɳɖe	reviewed	source-raster-coronal
128	ANA	1	d̪ʌɳɖʌ	reviewed	source-raster-coronal
128	BOO	1	d̪ʌɳɖʌli	reviewed	source-raster-coronal
128	THA	1	pʌkkʌ	reviewed	
128	NEL	1	pʌkkõ	reviewed	source-raster-nasalization
129	KUN	1	d̪uɾʌ	reviewed	source-raster-coronal
129	KOL	1	d̪uɾʌ	reviewed	source-raster-coronal
129	CHE	1	d̪uɾʌ	reviewed	source-raster-coronal
129	KIL	1	d̪uɾʌ	reviewed	source-raster-coronal
129	MET	1	d̪uɾʌ	reviewed	source-raster-coronal
129	CHO	1	d̪uɾʌ	reviewed	source-raster-coronal
129	MAV	1	d̪uɾʌ	reviewed	source-raster-coronal
129	ANA	1	d̪uɾʌ	reviewed	source-raster-coronal
129	BOO	1	d̪uɾʌ	reviewed	source-raster-coronal
129	THA	1	t̪uɾʌ	reviewed	source-raster-coronal
129	NEL	1	d̪uɾõ	reviewed	source-raster-coronal; source-raster-nasalization
130	KUN	1	bɨlijʌd̪ɨ	reviewed	source-raster-coronal
130	KOL	1	bɨlijʌd̪u	reviewed	source-raster-coronal
130	CHE	1	bɨlijʌd̪u	reviewed	source-raster-coronal
130	KIL	1	bɨlijʌd̪u	reviewed	source-raster-coronal
130	MET	1	bɨlijʌd̪ɨ	reviewed	source-raster-coronal
130	CHO	1	bɨlijʌd̪ɨ	reviewed	source-raster-coronal
130	MAV	1	bɨlijʌd̪u	reviewed	source-raster-coronal
130	ANA	1	bɨlijʌd̪ɨ	reviewed	source-raster-coronal
130	BOO	1	d̪ʌppʌ	reviewed	source-raster-coronal
130	THA	1	beɭɭʌd̪ɨ	reviewed	source-raster-coronal
130	NEL	1	peɾusu	reviewed	
131	KUN	1	tʃinnʌd̪ɨ	reviewed	source-raster-affricate; source-raster-coronal
131	KOL	1	tʃinnʌd̪u	reviewed	source-raster-affricate; source-raster-coronal
131	CHE	1	tʃinnʌd̪u	reviewed	source-raster-affricate; source-raster-coronal
131	KIL	1	tʃinnʌd̪u	reviewed	source-raster-affricate; source-raster-coronal
131	MET	1	tʃinnʌd̪ɨ	reviewed	source-raster-affricate; source-raster-coronal
131	CHO	1	tʃinnʌd̪ɨ	reviewed	source-raster-affricate; source-raster-coronal
131	MAV	1	tʃinnʌd̪u	reviewed	source-raster-affricate; source-raster-coronal
131	ANA	1	sinnʌd̪ɨ	reviewed	source-raster-coronal
