Item	Gloss	Site	Response	Group	PDF_Page	Printed_Page	Column	Raw_OCR	Palakkad_Kunjapana_Control	Transcription	Review	Uncertainty
48	fire	KUN	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	KOL	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	CHE	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	KIL	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	MET	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	CHO	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	MAV	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	ANA	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	BOO	1	2	36	31	1	birnki	ti̪	biŋki	reviewed	
48	fire	THA	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
48	fire	NEL	1	1	36	31	1	ti	ti̪	t̪i	reviewed	source-raster-coronal
49	smoke	KUN	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	KOL	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	CHE	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	KIL	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	MET	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	CHO	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	MAV	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	ANA	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
49	smoke	BOO	1	3	36	31	1	oga	poge	ogʌ	reviewed	
49	smoke	THA	1	2	36	31	1	poha	poge	pohʌ	reviewed	
49	smoke	NEL	1	1,2,3	36	31	1	poge	poge	pogɛ	reviewed	
50	ash	KUN	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	KOL	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	CHE	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	KIL	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	MET	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	CHO	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	MAV	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	ANA	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	BOO	1	1	36	31	1	budi	bhuːd̪i	bud̪i	reviewed	source-raster-coronal
50	ash	THA	1	2	36	31	1	kukke	bhuːd̪i	kukkɛ	reviewed	
50	ash	NEL	1	2	36	31	1	kukka	bhuːd̪i	kukkʌ	reviewed	
51	mud (wet)	KUN	1	1	36	31	2	kosarié	seːɾɨ	kosʌɾɨ	reviewed	
51	mud (wet)	KOL	1	1	36	31	2	kotsara	seːɾɨ	kotʃʌɾ	reviewed	source-raster-affricate
51	mud (wet)	CHE	1	2	36	31	2	seré	seːɾɨ	seɾɨ	reviewed	
51	mud (wet)	KIL	1	2	36	31	2	seru	seːɾɨ	seɾu	reviewed	
51	mud (wet)	MET	1	2	36	31	2	seri	seːɾɨ	seɾɨ	reviewed	
51	mud (wet)	CHO	1	3	36	31	2	gore	seːɾɨ	goɾe	reviewed	
51	mud (wet)	MAV	1	3	36	31	2	gore	seːɾɨ	goɾe	reviewed	
51	mud (wet)	ANA	1	3	36	31	2	gore	seːɾɨ	goɾe	reviewed	
51	mud (wet)	BOO	1	3	36	31	2	gora	seːɾɨ	goɾʌ	reviewed	
51	mud (wet)	THA	1	2	36	31	2	seré	seːɾɨ	seɾɨ	reviewed	
51	mud (wet)	NEL	1	2	36	31	2	seru	seːɾɨ	seɾu	reviewed	
52	dust	KUN	1	1	36	31	2	dutsi	puɭud̪i	ɖutʃi	reviewed	source-raster-coronal; source-raster-affricate
52	dust	KOL	1	2	36	31	2	dulu	puɭud̪i	ɖulu	reviewed	source-raster-coronal
52	dust	CHE	1	2,5	36	31	2	dguli	puɭud̪i	ɖuli	reviewed	source-raster-coronal
52	dust	KIL	1	1,5	36	31	2	dusi	puɭud̪i	ɖuʃi	reviewed	source-raster-coronal
52	dust	MET	1		36	31	2	missing data	puɭud̪i		missing	
52	dust	CHO	1	1,5	36	31	2	dufsi	puɭud̪i	ɖuʃi	reviewed	source-raster-coronal
52	dust	MAV	1	3	36	31	2	dumbu	puɭud̪i	ɖumbu	reviewed	source-raster-coronal
52	dust	ANA	1	3	36	31	2	gumbu	puɭud̪i	ɖumbu	reviewed	source-raster-coronal
52	dust	BOO	1	1,5	36	31	2	dusi	puɭud̪i	ɖuʃi	reviewed	source-raster-coronal
52	dust	THA	1	1,5	36	31	2	dusi	puɭud̪i	ɖuʃi	reviewed	source-raster-coronal
52	dust	NEL	1	1,5	36	31	2	dusi	puɭud̪i	ɖuʃi	reviewed	source-raster-coronal
53	gold	KUN	1	1	36	31	2	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	KOL	1	1	36	31	2	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	CHE	1	1	36	31	2	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	CHE	2	2	36	31	2	tfinna	tʌ̪ ŋgɑ	tʃinnʌ	reviewed	source-raster-affricate
53	gold	KIL	1	1	36	31	2	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	MET	1	1	36	31	2	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	CHO	1	2	36	31	3	sinna	tʌ̪ ŋgɑ	sinnʌ	reviewed	
53	gold	MAV	1	2	36	31	3	sinna	tʌ̪ ŋgɑ	sinnʌ	reviewed	
53	gold	ANA	1	2	36	31	3	fiInna	tʌ̪ ŋgɑ	ʃinnʌ	reviewed	
53	gold	BOO	1	2	36	31	3	sinna	tʌ̪ ŋgɑ	sinnʌ	reviewed	
53	gold	THA	1	1	36	31	3	tanga	tʌ̪ ŋgɑ	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	gold	NEL	1	1	36	31	3	tango	tʌ̪ ŋgɑ	t̪ʌŋgõ	reviewed	source-raster-coronal; source-raster-nasalization
54	tree	KUN	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	KOL	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	CHE	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	KIL	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	MET	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	CHO	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	MAV	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	ANA	1	1	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	BOO	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	THA	1	1,2	36	31	3	mara	mʌɾʌ̪	mʌɾʌ	reviewed	
54	tree	NEL	1	1,2	36	31	3	Mara	mʌɾʌ̪	mʌɾʌ	reviewed	
55	leaf	KUN	1	1,2,4	36	31	3	1rle	ɛle	ilɛ	reviewed	source-raster-vowel
55	leaf	KOL	1	1,2	36	31	3	ele	ɛle	ɛle	reviewed	
55	leaf	CHE	1	1,2	36	31	3	ele	ɛle	ɛlɛ	reviewed	
55	leaf	KIL	1	1,2	36	31	3	ele	ɛle	ɛlɛ	reviewed	
55	leaf	MET	1	1,2,4	36	31	3	rle	ɛle	ile	reviewed	source-raster-vowel
55	leaf	CHO	1	5	36	31	3	pala	ɛle	pʌlʌ	reviewed	
55	leaf	MAV	1	1,2	36	31	3	ele	ɛle	ɛle	reviewed	
55	leaf	ANA	1	6	36	31	3	soppé	ɛle	soppɨ	reviewed	
55	leaf	BOO	1	1	36	31	3	ela	ɛle	ɛlʌ	reviewed	
55	leaf	THA	1	1,2	36	31	3	ele	ɛle	ɛlɛ	reviewed	
55	leaf	NEL	1	1	36	31	3	ela	ɛle	ɛlʌ	reviewed	
56	root	KUN	1	1,2	37	32	1	veri	veɾɨ	ʋeɾɨ	reviewed	
56	root	KOL	1	1,2	37	32	1	ver2	veɾɨ	ʋeɾɨ	reviewed	
56	root	CHE	1	1,2	37	32	1	veri	veɾɨ	ʋeɾɨ	reviewed	
56	root	KIL	1	1,2	37	32	1	veru	veɾɨ	ʋeɾu	reviewed	
56	root	MET	1	1,2	37	32	1	veré	veɾɨ	ʋeɾɨ	reviewed	
56	root	CHO	1	1,2	37	32	1	veréd	veɾɨ	ʋeɾɨ	reviewed	
56	root	MAV	1	1,2	37	32	1	veré4	veɾɨ	ʋeɾɨ	reviewed	
56	root	ANA	1	1,2	37	32	1	vera	veɾɨ	ʋeɾɨ	reviewed	
56	root	BOO	1	1	37	32	1	beri	veɾɨ	beɾɨ	reviewed	
56	root	THA	1	2	37	32	1	ver	veɾɨ	ʋeɾ	reviewed	
56	root	NEL	1	1,2	37	32	1	ver4	veɾɨ	ʋeɾɨ	reviewed	
57	thorn	KUN	1	1	37	32	1	mu{14	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	KOL	1	1	37	32	1	mullu	muɭɭu	muɭɭu	reviewed	source-raster-coronal
57	thorn	CHE	1	1	37	32	1	mullé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	KIL	1	1	37	32	1	mul11lé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	MET	1	1	37	32	1	mui Lé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	CHO	1	1	37	32	1	mullLé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	MAV	1	1	37	32	1	mullu	muɭɭu	muɭɭu	reviewed	source-raster-coronal
57	thorn	ANA	1	1	37	32	1	mu11i	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	BOO	1	1	37	32	1	mullLé4	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	THA	1	1	37	32	1	mullLé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
57	thorn	NEL	1	1	37	32	1	mullé	muɭɭu	muɭɭɨ	reviewed	source-raster-coronal
58	flower	KUN	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	KOL	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	CHE	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	KIL	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	MET	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	CHO	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	MAV	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	ANA	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	BOO	1	3	37	32	1	vu	pu	ʋu	reviewed	
58	flower	THA	1	1	37	32	1	pu	pu	pu	reviewed	
58	flower	NEL	1	1	37	32	1	pu	pu	pu	reviewed	
59	fruit	KUN	1	1	37	32	2	pammi	paːmɨ	pʌmmɨ	reviewed	
59	fruit	KOL	1	1	37	32	2	pamnu	paːmɨ	pʌmmu	reviewed	
59	fruit	CHE	1	1	37	32	2	pammi	paːmɨ	pʌmmɨ	reviewed	
59	fruit	KIL	1	1	37	32	2	pammi	paːmɨ	pʌmmɨ	reviewed	
59	fruit	MET	1	1	37	32	2	pammi	paːmɨ	pʌmmɨ	reviewed	
59	fruit	CHO	1	1,3	37	32	2	pamu	paːmɨ	pʌmu	reviewed	
59	fruit	MAV	1	1,3	37	32	2	pamu	paːmɨ	pʌmu	reviewed	
59	fruit	ANA	1	1,3	37	32	2	pamé	paːmɨ	pʌmɨ	reviewed	
59	fruit	BOO	1	2	37	32	2	enné	paːmɨ	ɛnnɨ	reviewed	
59	fruit	THA	1	3	37	32	2	pam	paːmɨ	pʌm	reviewed	
59	fruit	NEL	1	1,3	37	32	2	pamu	paːmɨ	pʌmu	reviewed	
60	mango	KUN	1	1	37	32	2	mavapammi	mavʌŋkai	mʌʋʌpʌmmɨ	reviewed	
60	mango	KOL	1	1	37	32	2	mavapammu	mavʌŋkai	mʌʋʌpʌmmu	reviewed	
60	mango	CHE	1	1	37	32	2	mavapammi	mavʌŋkai	mʌʋʌpʌmmɨ	reviewed	
60	mango	KIL	1	1	37	32	2	mavepammu	mavʌŋkai	mʌʋepʌmmu	reviewed	
60	mango	MET	1	1	37	32	2	mavapamm:	mavʌŋkai	mʌʋʌpʌmmɨ	reviewed	
60	mango	CHO	1	1	37	32	2	mavapamu	mavʌŋkai	mʌʋʌpʌmu	reviewed	
60	mango	MAV	1	1	37	32	2	mavapamu	mavʌŋkai	mʌʋʌpʌmu	reviewed	
60	mango	ANA	1	1	37	32	2	mavapamé	mavʌŋkai	mʌʋʌpʌmɨ	reviewed	
60	mango	BOO	1	4	37	32	2	mavanenni	mavʌŋkai	mʌʋʌnennɨ	reviewed	
60	mango	THA	1	1	37	32	2	mavambam	mavʌŋkai	mʌʋʌmbʌm	reviewed	
60	mango	NEL	1	3	37	32	2	mambala	mavʌŋkai	mʌmbʌlʌ	reviewed	
61	banana	KUN	1	1	37	32	2	vapamm:	væpaːmɨ	ʋʌpʌmmɨ	reviewed	
61	banana	KOL	1	1	37	32	2	vapammu	væpaːmɨ	ʋʌpʌmmu	reviewed	
61	banana	CHE	1	1	37	32	2	vapamm:	væpaːmɨ	ʋʌpʌmmɨ	reviewed	
61	banana	KIL	1	1	37	32	2	vapammi	væpaːmɨ	ʋʌpʌmmɨ	reviewed	
61	banana	MET	1	1	37	32	2	vaApammi	væpaːmɨ	ʋʌpʌmmɨ	reviewed	
61	banana	CHO	1	1	37	32	3	vapamu	væpaːmɨ	ʋʌpʌmu	reviewed	
61	banana	MAV	1	1	37	32	3	vapamu	væpaːmɨ	ʋʌpʌmu	reviewed	
61	banana	ANA	1	1	37	32	3	vapamé	væpaːmɨ	ʋʌpʌmɨ	reviewed	
61	banana	BOO	1	4	37	32	3	balaenni	væpaːmɨ	bʌlʌennɨ	reviewed	
61	banana	THA	1	1	37	32	3	vapam	væpaːmɨ	ʋʌpʌm	reviewed	
61	banana	NEL	1	3	37	32	3	pamu	væpaːmɨ	pʌmu	reviewed	
62	wheat (husked)	KUN	1	1	37	32	3	ganza	goːd̪ume	gʌɲʤʌ	reviewed	source-raster-affricate
62	wheat (husked)	KOL	1	2	37	32	3	godumbe	goːd̪ume	god̪umbe	reviewed	source-raster-coronal
62	wheat (husked)	CHE	1	2	37	32	3	godumbe	goːd̪ume	god̪umbe	reviewed	source-raster-coronal
62	wheat (husked)	KIL	1	2	37	32	3	gogumbe	goːd̪ume	god̪umbe	reviewed	source-raster-coronal
62	wheat (husked)	MET	1	2	37	32	3	godumbe	goːd̪ume	god̪umbe	reviewed	source-raster-coronal
62	wheat (husked)	CHO	1	2	37	32	3	godumba	goːd̪ume	god̪umbʌ	reviewed	source-raster-coronal
62	wheat (husked)	MAV	1	3	37	32	3	goduva	goːd̪ume	god̪uʋʌ	reviewed	source-raster-coronal
62	wheat (husked)	ANA	1	3	37	32	3	godva	goːd̪ume	god̪ʋʌ	reviewed	source-raster-coronal
62	wheat (husked)	BOO	1	3	37	32	3	godiva	goːd̪ume	god̪iʋʌ	reviewed	source-raster-coronal
62	wheat (husked)	THA	1	2	37	32	3	kodumbi	goːd̪ume	kod̪umbi	reviewed	source-raster-coronal
62	wheat (husked)	NEL	1	2	37	32	3	godume	goːd̪ume	god̪ume	reviewed	source-raster-coronal
63	rice (husked)	KUN	1	1	37	32	3	arsi	ʌɾɨɕi	ʌɾʃi	reviewed	source-raster-affricate
63	rice (husked)	KOL	1	1	37	32	3	artsi	ʌɾɨɕi	ʌɾtʃi	reviewed	source-raster-affricate
63	rice (husked)	CHE	1	1	37	32	3	arisi	ʌɾɨɕi	ʌɾisi	reviewed	
63	rice (husked)	KIL	1	1	37	32	3	artfi	ʌɾɨɕi	ʌɾtʃi	reviewed	source-raster-affricate
63	rice (husked)	MET	1	1	37	32	3	artsi	ʌɾɨɕi	ʌɾtʃi	reviewed	source-raster-affricate
63	rice (husked)	CHO	1	1	37	32	3	artsi	ʌɾɨɕi	ʌɾtʃi	reviewed	source-raster-affricate
63	rice (husked)	MAV	1	1	37	32	3	arsi	ʌɾɨɕi	ʌɾʃi	reviewed	source-raster-affricate
63	rice (husked)	ANA	1	1	37	32	3	acSi	ʌɾɨɕi	ʌʃi	reviewed	source-raster-affricate
63	rice (husked)	BOO	1	3	37	32	3	akki	ʌɾɨɕi	ʌkki	reviewed	
63	rice (husked)	THA	1	1	37	32	3	arrsi	ʌɾɨɕi	ʌɾisi	reviewed	
63	rice (husked)	NEL	1	1	37	32	3	arrsi	ʌɾɨɕi	ʌɾisi	reviewed	
64	potato	KUN	1	1	38	33	1	dorekangi	d̪oɾekʌŋgu	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	potato	KOL	1	1	38	33	1	dorekangu	d̪oɾekʌŋgu	d̪oɾekʌŋgu	reviewed	source-raster-coronal
64	potato	CHE	1	1	38	33	1	durekangi	d̪oɾekʌŋgu	duɾekʌŋgɨ	reviewed	
64	potato	KIL	1	1	38	33	1	dgorekangi	d̪oɾekʌŋgu	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	potato	MET	1	1	38	33	1	dorekang	d̪oɾekʌŋgu	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	potato	CHO	1	2	38	33	1	kangi	d̪oɾekʌŋgu	kʌŋgɨ	reviewed	
64	potato	MAV	1	2	38	33	1	kangu	d̪oɾekʌŋgu	kʌŋgu	reviewed	
64	potato	ANA	1	2	38	33	1	kana	d̪oɾekʌŋgu	kʌŋgɨ	reviewed	
64	potato	BOO	1	3	38	33	1	kalangé	d̪oɾekʌŋgu	kʌlʌŋgɨ	reviewed	
64	potato	THA	1	4	38	33	1	urulakasang:	d̪oɾekʌŋgu	uɾuɭʌkʌsʌŋgɨ	reviewed	source-raster-coronal
64	potato	NEL	1	4	38	33	1	urulakr Lang?	d̪oɾekʌŋgu	uɾuɭʌkiɭʌŋgɨ	reviewed	source-raster-coronal
65	elephant	KUN	1	3	38	33	1	ani		ʌni	reviewed	
65	elephant	KOL	1	3	38	33	1	ane		ʌne	reviewed	
65	elephant	CHE	1	3	38	33	1	ane		ʌne	reviewed	
65	elephant	KIL	1	3	38	33	1	ane'		ʌneɪ	reviewed	source-raster-legacy-glyph-ɪ
65	elephant	MET	1	3	38	33	1	ane		ʌnɛ	reviewed	source-raster-vowel
65	elephant	CHO	1	3	38	33	1	ane		ʌne	reviewed	
65	elephant	MAV	1	3	38	33	1	ane		ʌne	reviewed	
65	elephant	ANA	1	3	38	33	1	ane		ʌne	reviewed	
65	elephant	BOO	1	3	38	33	1	ana		ʌnʌ	reviewed	
65	elephant	THA	1	3	38	33	1	ana‘		ʌnʌɪ	reviewed	source-raster-legacy-glyph-ɪ
65	elephant	NEL	1	3	38	33	1	ana		ʌnʌ	reviewed	
66	groundnut	KUN	1	1	38	33	1	verkadala'	veɾkʌɖʌle	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	KOL	1	1	38	33	1	verkadale	veɾkʌɖʌle	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	groundnut	CHE	1	1	38	33	1	verkadala'	veɾkʌɖʌle	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	KIL	1	1	38	33	1	verkadqale	veɾkʌɖʌle	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	groundnut	MET	1	1	38	33	1	verkadale	veɾkʌɖʌle	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	groundnut	CHO	1	2	38	33	1	kadale	veɾkʌɖʌle	kʌɖʌle	reviewed	source-raster-coronal
66	groundnut	MAV	1	1	38	33	1	verkadala'	veɾkʌɖʌle	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	ANA	1	3	38	33	1	lelukal|aka'	veɾkʌɖʌle	lelukʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	BOO	1	3	38	33	1	nalakal|aka'	veɾkʌɖʌle	nʌlʌkʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	THA	1	5	38	33	1	kadla' ka'	veɾkʌɖʌle	kʌɖlʌɪ kʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	groundnut	NEL	1	6	38	33	1	pottukadala	veɾkʌɖʌle	poʈʈukʌɖʌlʌ	reviewed	source-raster-coronal
67	chili (whole, red, dry)	KUN	1	1	38	33	2	perangi	pʌɾʌŋgi	peɾʌŋgi	reviewed	
67	chili (whole, red, dry)	KOL	1	1	38	33	2	perangi	pʌɾʌŋgi	peɾʌŋgi	reviewed	
67	chili (whole, red, dry)	CHE	1	1	38	33	2	parengi	pʌɾʌŋgi	pʌɾeŋgi	reviewed	
67	chili (whole, red, dry)	KIL	1	1	38	33	2	perangi	pʌɾʌŋgi	peɾʌŋgi	reviewed	
67	chili (whole, red, dry)	MET	1	1	38	33	2	perangi	pʌɾʌŋgi	peɾʌŋgi	reviewed	
67	chili (whole, red, dry)	CHO	1	1	38	33	2	perengi	pʌɾʌŋgi	peɾeŋgi	reviewed	
67	chili (whole, red, dry)	MAV	1	1	38	33	2	perangi	pʌɾʌŋgi	peɾʌŋgi	reviewed	
67	chili (whole, red, dry)	ANA	1	1	38	33	2	perengi	pʌɾʌŋgi	peɾeŋgi	reviewed	
67	chili (whole, red, dry)	BOO	1	2	38	33	2	ariment/sika'	pʌɾʌŋgi	ʌɾimentʃikʌɪ	reviewed	source-raster-affricate; source-raster-legacy-glyph-ɪ
67	chili (whole, red, dry)	THA	1	3	38	33	2	malaka'	pʌɾʌŋgi	mʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
67	chili (whole, red, dry)	NEL	1	3	38	33	2	mo|aka'	pʌɾʌŋgi	moɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
68	turmeric	KUN	1	2	38	33	2	manga	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	KOL	1	2	38	33	2	manza	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	CHE	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	KIL	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	MET	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	CHO	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	MAV	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	ANA	1	2	38	33	2	manja	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	BOO	1	3	38	33	2	erusna	mʌɲdʒɑ	eɾuʃnʌ	reviewed	
68	turmeric	THA	1	2	38	33	2	mans3a	mʌɲdʒɑ	mʌɲʤʌ	reviewed	source-raster-affricate
68	turmeric	NEL	1	1,2	38	33	2	manzal	mʌɲdʒɑ	mʌɲʤʌl	reviewed	source-raster-affricate
69	garlic	KUN	1	1	38	33	2	velavengija	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	garlic	KOL	1	1	38	33	2	velavengia	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	garlic	CHE	1	1	38	33	2	velavengia	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	garlic	KIL	1	1	38	33	2	velavengija	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	garlic	MET	1	1	38	33	2	velavengija	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	garlic	CHO	1	1	38	33	2	velavengija	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	garlic	MAV	1	1	38	33	3	velavengia	veɭɭʌʋeŋgɨjɑ	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	garlic	ANA	1	1	38	33	3	vellevengia	veɭɭʌʋeŋgɨjɑ	ʋeɭɭeʋeŋgiʌ	reviewed	source-raster-coronal
69	garlic	BOO	1	2	38	33	3	beluli	veɭɭʌʋeŋgɨjɑ	beɭuɭi	reviewed	source-raster-coronal
69	garlic	THA	1		38	33	3	missing data	veɭɭʌʋeŋgɨjɑ		missing	
69	garlic	NEL	1	3	38	33	3	velapundi	veɭɭʌʋeŋgɨjɑ	ʋeɭʌpuɳɖi	reviewed	source-raster-coronal
70	tomato	KUN	1	1	38	33	3	dombapammié	d̪ombʌkɑɪ	d̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	tomato	KOL	1	1	38	33	3	dgombapammu	d̪ombʌkɑɪ	d̪ombʌpʌmmu	reviewed	source-raster-coronal
70	tomato	CHE	1	1	38	33	3	tombapammé	d̪ombʌkɑɪ	t̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	tomato	KIL	1	6	38	33	3	takkalLi	d̪ombʌkɑɪ	t̪ʌkkʌɭi	reviewed	source-raster-coronal
70	tomato	MET	1	1	38	33	3	dombapamm4	d̪ombʌkɑɪ	d̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	tomato	CHO	1	3	38	33	3	dombakaji	d̪ombʌkɑɪ	d̪ombʌkʌji	reviewed	source-raster-coronal
70	tomato	MAV	1	1	38	33	3	dgombapamu	d̪ombʌkɑɪ	d̪ombʌpʌmu	reviewed	source-raster-coronal
70	tomato	ANA	1	1	38	33	3	dombapam	d̪ombʌkɑɪ	d̪ombʌpʌm	reviewed	source-raster-coronal
70	tomato	BOO	1	4	38	33	3	dombenni	d̪ombʌkɑɪ	d̪ombennɨ	reviewed	source-raster-coronal
70	tomato	THA	1	5	38	33	3	takkalLipam	d̪ombʌkɑɪ	t̪ʌkkʌɭipʌm	reviewed	source-raster-coronal
70	tomato	NEL	1	6	38	33	3	takkali	d̪ombʌkɑɪ	t̪ʌkkʌɭi	reviewed	source-raster-coronal
71	cabbage	KUN	1	1	38	33	3	muttakosi	gos	muʈʈʌkosi	reviewed	source-raster-coronal
71	cabbage	KOL	1	2	38	33	3	gosumotta	gos	gosumoʈʈʌ	reviewed	source-raster-coronal
71	cabbage	CHE	1	1	38	33	3	muttakosé	gos	muʈʈʌkosɨ	reviewed	source-raster-coronal
