Item	Gloss	Excluded_From_Similarity	Raw_Lect_Code	Lect_Code	Site	District	Reliability	Raw_Form	Form	PDF_Page	Printed_Page	Column	Block	Source_Scope	Status	Review
114	wife	Yes	DUN	DUN	Dunga Gali	Abbottabad District	A	kɛrɛwali	kɛrɛwali	182	176	left	bottom	target	response	
114	wife	Yes	BHA	BHA	Bharakoh	Islamabad District	B	kɛrɛwali	kɛrɛwali	182	176	left	bottom	target	response	
114	wife	Yes	ABB	ABB	Abbottabad	Abbottabad District	B	kɛrewali	kɛrewali	182	176	left	bottom	hindko_control	response	
114	wife	Yes	MAN	MAN	Mansehra	Mansehra District	B	trimʌt	trimʌt	182	176	left	bottom	hindko_control	response	
114	wife	Yes	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	ǰʌṇãni	ǰʌṇãni	182	176	left	bottom	target	response	
114	wife	Yes	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	zɪnani	zɪnani	182	176	left	bottom	target	response	
115	boy	No	MOS	MOS	Mosyari	Rawalpindi District	A	nɪka	nɪka	182	176	right	top	target	response	
115	boy	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	lʌṛka	lʌṛka	182	176	right	top	target	response	
115	boy	No	DEW	DEW	Dewal	Rawalpindi District	B	nɪka	nɪka	182	176	right	top	target	response	
115	boy	No	AYU	AYU	Ayubia	Abbottabad District	A	nika	nika	182	176	right	top	target	response	
115	boy	No	KOH	KOH	Kohala	Rawalpindi District	A	nɪka	nɪka	182	176	right	top	target	response	
115	boy	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	nɪka	nɪka	182	176	right	top	target	response	
115	boy	No	THA	THA	Thandiani	Abbottabad District	A	ǰʌndk	ǰʌndk	182	176	right	top	target	response	
115	boy	No	LOR	LOR	Lora	Abbottabad District	A	ǰatok	ǰatok	182	176	right	top	target	response	
115	boy	No	OSI	OSI	Osia	Rawalpindi District	A	nika	nika	182	176	right	top	target	response	
115	boy	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	ǰatok	ǰatok	182	176	right	top	target	response	
115	boy	No	DUN	DUN	Dunga Gali	Abbottabad District	A	nika	nika	182	176	right	top	target	response	
115	boy	No	BHA	BHA	Bharakoh	Islamabad District	B	ǰatok	ǰatok	182	176	right	top	target	response	
115	boy	No	ABB	ABB	Abbottabad	Abbottabad District	B	ǰatʊk	ǰatʊk	182	176	right	top	hindko_control	response	
115	boy	No	MAN	MAN	Mansehra	Mansehra District	B	nɪṇḍa	nɪṇḍa	182	176	right	top	hindko_control	response	
115	boy	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	muṛa	muṛa	182	176	right	top	target	response	
115	boy	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ǰatok	ǰatok	182	176	right	top	target	response	
116	girl	No	MOS	MOS	Mosyari	Rawalpindi District	A	nɪki	nɪki	182	176	right	bottom	target	response	
116	girl	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kuṛi	kuṛi	182	176	right	bottom	target	response	
116	girl	No	DEW	DEW	Dewal	Rawalpindi District	B	nɪki	nɪki	182	176	right	bottom	target	response	
116	girl	No	AYU	AYU	Ayubia	Abbottabad District	A	niki	niki	182	176	right	bottom	target	response	
116	girl	No	KOH	KOH	Kohala	Rawalpindi District	A	nɪki	nɪki	182	176	right	bottom	target	response	
116	girl	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	niki	niki	182	176	right	bottom	target	response	
116	girl	No	THA	THA	Thandiani	Abbottabad District	A	kuṛi	kuṛi	182	176	right	bottom	target	response	
116	girl	No	LOR	LOR	Lora	Abbottabad District	A	kuṛi	kuṛi	182	176	right	bottom	target	response	
116	girl	No	OSI	OSI	Osia	Rawalpindi District	A	niki	niki	182	176	right	bottom	target	response	
116	girl	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	bʌčči	bʌčči	182	176	right	bottom	target	response	
116	girl	No	DUN	DUN	Dunga Gali	Abbottabad District	A	niki	niki	182	176	right	bottom	target	response	
116	girl	No	BHA	BHA	Bharakoh	Islamabad District	B	kuṛi	kuṛi	182	176	right	bottom	target	response	
116	girl	No	ABB	ABB	Abbottabad	Abbottabad District	B	kuṛi	kuṛi	182	176	right	bottom	hindko_control	response	
116	girl	No	MAN	MAN	Mansehra	Mansehra District	B	kũḷĩ	kũḷĩ	182	176	right	bottom	hindko_control	response	
116	girl	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kuṛi	kuṛi	182	176	right	bottom	target	response	
116	girl	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	bʌčˑi	bʌčˑi	182	176	right	bottom	target	response	
117	day	No	MOS	MOS	Mosyari	Rawalpindi District	A	tɛ̤aṛa	tɛ̤aṛa	183	177	left	top	target	response	
117	day	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	tɛ̤aṛi	tɛ̤aṛi	183	177	left	top	target	response	
117	day	No	DEW	DEW	Dewal	Rawalpindi District	B	tɛ̤aṛi	tɛ̤aṛi	183	177	left	top	target	response	
117	day	No	AYU	AYU	Ayubia	Abbottabad District	A	tɛ̤aṛa	tɛ̤aṛa	183	177	left	top	target	response	
117	day	No	KOH	KOH	Kohala	Rawalpindi District	A	tɛ̤aˑṛ	tɛ̤aˑṛ	183	177	left	top	target	response	
117	day	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	tɛ̤ṛa	tɛ̤ṛa	183	177	left	top	target	response	
117	day	No	THA	THA	Thandiani	Abbottabad District	A	tɛ̤aṛa	tɛ̤aṛa	183	177	left	top	target	response	
117	day	No	LOR	LOR	Lora	Abbottabad District	A	te̤aˑṛ	te̤aˑṛ	183	177	left	top	target	response	
117	day	No	OSI	OSI	Osia	Rawalpindi District	A	tɛ̤aṛa	tɛ̤aṛa	183	177	left	top	target	response	
117	day	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	tɛyaṛ	tɛyaṛ	183	177	left	top	target	response	
117	day	No	DUN	DUN	Dunga Gali	Abbottabad District	A	teyaˑṛ	teyaˑṛ	183	177	left	top	target	response	
117	day	No	BHA	BHA	Bharakoh	Islamabad District	B	teyaṛa	teyaṛa	183	177	left	top	target	response	
117	day	No	ABB	ABB	Abbottabad	Abbottabad District	B	deaḷa	deaḷa	183	177	left	top	hindko_control	response	
117	day	No	MAN	MAN	Mansehra	Mansehra District	B	deaḷ	deaḷ	183	177	left	top	hindko_control	response	
117	day	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	deˑaṛ	deˑaṛ	183	177	left	top	target	response	
117	day	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	deaṛa	deaṛa	183	177	left	top	target	response	
118	night	No	MOS	MOS	Mosyari	Rawalpindi District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	DEW	DEW	Dewal	Rawalpindi District	B	rat	rat	183	177	left	bottom	target	response	
118	night	No	AYU	AYU	Ayubia	Abbottabad District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	KOH	KOH	Kohala	Rawalpindi District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	rat	rat	183	177	left	bottom	target	response	
118	night	No	THA	THA	Thandiani	Abbottabad District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	LOR	LOR	Lora	Abbottabad District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	OSI	OSI	Osia	Rawalpindi District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	rat	rat	183	177	left	bottom	target	response	
118	night	No	DUN	DUN	Dunga Gali	Abbottabad District	A	rat	rat	183	177	left	bottom	target	response	
118	night	No	BHA	BHA	Bharakoh	Islamabad District	B	rat	rat	183	177	left	bottom	target	response	
118	night	No	ABB	ABB	Abbottabad	Abbottabad District	B	rat	rat	183	177	left	bottom	hindko_control	response	
118	night	No	MAN	MAN	Mansehra	Mansehra District	B	rat	rat	183	177	left	bottom	hindko_control	response	
118	night	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	rat	rat	183	177	left	bottom	target	response	
118	night	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	rat	rat	183	177	left	bottom	target	response	
119	morning	No	MOS	MOS	Mosyari	Rawalpindi District	A	fɛri	fɛri	183	177	right	top	target	response	
119	morning	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	subah	subah	183	177	right	top	target	response	
119	morning	No	DEW	DEW	Dewal	Rawalpindi District	B	fʌdri	fʌdri	183	177	right	top	target	response	
119	morning	No	AYU	AYU	Ayubia	Abbottabad District	A	fʌḍri	fʌḍri	183	177	right	top	target	response	
119	morning	No	KOH	KOH	Kohala	Rawalpindi District	A	fɛri	fɛri	183	177	right	top	target	response	
119	morning	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	subah	subah	183	177	right	top	target	response	
119	morning	No	THA	THA	Thandiani	Abbottabad District	A	sʌvera	sʌvera	183	177	right	top	target	response	
119	morning	No	LOR	LOR	Lora	Abbottabad District	A	sʌvera	sʌvera	183	177	right	top	target	response	
119	morning	No	OSI	OSI	Osia	Rawalpindi District	A	fʌdri	fʌdri	183	177	right	top	target	response	
119	morning	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	subah	subah	183	177	right	top	target	response	
119	morning	No	DUN	DUN	Dunga Gali	Abbottabad District	A	sʌvelʌ	sʌvelʌ	183	177	right	top	target	response	
119	morning	No	BHA	BHA	Bharakoh	Islamabad District	B	sʌvelʌ	sʌvelʌ	183	177	right	top	target	response	
119	morning	No	ABB	ABB	Abbottabad	Abbottabad District	B	fʌzʌr	fʌzʌr	183	177	right	top	hindko_control	response	
119	morning	No	MAN	MAN	Mansehra	Mansehra District	B	fʌzʌri	fʌzʌri	183	177	right	top	hindko_control	response	
119	morning	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	sʌvele	sʌvele	183	177	right	top	target	response	
119	morning	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	sʌvera	sʌvera	183	177	right	top	target	response	
120	noon	No	MOS	MOS	Mosyari	Rawalpindi District	A	ʌdi tɛar	ʌdi tɛar	183	177	right	bottom	target	response	
120	noon	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	peši	peši	183	177	right	bottom	target	response	
120	noon	No	DEW	DEW	Dewal	Rawalpindi District	B	peši	peši	183	177	right	bottom	target	response	
120	noon	No	AYU	AYU	Ayubia	Abbottabad District	A	dʊpɛr	dʊpɛr	183	177	right	bottom	target	response	
120	noon	No	KOH	KOH	Kohala	Rawalpindi District	A	dopɛr	dopɛr	183	177	right	bottom	target	response	
120	noon	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	dopɛr	dopɛr	183	177	right	bottom	target	response	
120	noon	No	THA	THA	Thandiani	Abbottabad District	A	dopɛr	dopɛr	183	177	right	bottom	target	response	
120	noon	No	LOR	LOR	Lora	Abbottabad District	A	dopɛrʌ̃	dopɛrʌ̃	183	177	right	bottom	target	response	
120	noon	No	OSI	OSI	Osia	Rawalpindi District	A	teyaˑṛ	teyaˑṛ	183	177	right	bottom	target	response	
120	noon	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	peši	peši	183	177	right	bottom	target	response	
120	noon	No	DUN	DUN	Dunga Gali	Abbottabad District	A	dopɛr	dopɛr	183	177	right	bottom	target	response	
120	noon	No	BHA	BHA	Bharakoh	Islamabad District	B	dʌpɛr	dʌpɛr	183	177	right	bottom	target	response	
120	noon	No	ABB	ABB	Abbottabad	Abbottabad District	B	duper	duper	183	177	right	bottom	hindko_control	response	
120	noon	No	MAN	MAN	Mansehra	Mansehra District	B	dopɛr	dopɛr	183	177	right	bottom	hindko_control	response	
120	noon	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	dopɛr	dopɛr	183	177	right	bottom	target	response	
120	noon	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	dopɛr	dopɛr	183	177	right	bottom	target	response	
121	evening	No	MOS	MOS	Mosyari	Rawalpindi District	A	nʌvašã	nʌvašã	184	178	left	top	target	response	
121	evening	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	nʌvašã	nʌvašã	184	178	left	top	target	response	
121	evening	No	DEW	DEW	Dewal	Rawalpindi District	B	šami	šami	184	178	left	top	target	response	
121	evening	No	AYU	AYU	Ayubia	Abbottabad District	A	nʌmašã	nʌmašã	184	178	left	top	target	response	
121	evening	No	KOH	KOH	Kohala	Rawalpindi District	A	nʌmašã	nʌmašã	184	178	left	top	target	response	
121	evening	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	šam	šam	184	178	left	top	target	response	
121	evening	No	THA	THA	Thandiani	Abbottabad District	A	šami	šami	184	178	left	top	target	response	
121	evening	No	LOR	LOR	Lora	Abbottabad District	A	nʌmaša	nʌmaša	184	178	left	top	target	response	
121	evening	No	OSI	OSI	Osia	Rawalpindi District	A	šami	šami	184	178	left	top	target	response	
121	evening	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	šami	šami	184	178	left	top	target	response	
121	evening	No	DUN	DUN	Dunga Gali	Abbottabad District	A	sʌnyʌvɛlɛ	sʌnyʌvɛlɛ	184	178	left	top	target	response	
121	evening	No	BHA	BHA	Bharakoh	Islamabad District	B	šam	šam	184	178	left	top	target	response	
121	evening	No	ABB	ABB	Abbottabad	Abbottabad District	B	nʌmašã	nʌmašã	184	178	left	top	hindko_control	response	
121	evening	No	MAN	MAN	Mansehra	Mansehra District	B	šam	šam	184	178	left	top	hindko_control	response	
121	evening	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	šammĩ	šammĩ	184	178	left	top	target	response	
121	evening	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	pešĩ	pešĩ	184	178	left	top	target	response	
122	yesterday	No	MOS	MOS	Mosyari	Rawalpindi District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	DEW	DEW	Dewal	Rawalpindi District	B	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	AYU	AYU	Ayubia	Abbottabad District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	KOH	KOH	Kohala	Rawalpindi District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	THA	THA	Thandiani	Abbottabad District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	LOR	LOR	Lora	Abbottabad District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	OSI	OSI	Osia	Rawalpindi District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	BHA	BHA	Bharakoh	Islamabad District	B	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	ABB	ABB	Abbottabad	Abbottabad District	B	kʌl	kʌl	184	178	left	bottom	hindko_control	response	
122	yesterday	No	MAN	MAN	Mansehra	Mansehra District	B	kʌl	kʌl	184	178	left	bottom	hindko_control	response	
122	yesterday	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kʌl	kʌl	184	178	left	bottom	target	response	
122	yesterday	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʌl	kʌl	184	178	left	bottom	target	response	
123	today	No	MOS	MOS	Mosyari	Rawalpindi District	A	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	DEW	DEW	Dewal	Rawalpindi District	B	ai	ai	184	178	right	top	target	response	
123	today	No	AYU	AYU	Ayubia	Abbottabad District	A	ai	ai	184	178	right	top	target	response	
123	today	No	KOH	KOH	Kohala	Rawalpindi District	A	ai	ai	184	178	right	top	target	response	
123	today	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	ai	ai	184	178	right	top	target	response	
123	today	No	THA	THA	Thandiani	Abbottabad District	A	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	LOR	LOR	Lora	Abbottabad District	A	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	OSI	OSI	Osia	Rawalpindi District	A	ai	ai	184	178	right	top	target	response	
123	today	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	DUN	DUN	Dunga Gali	Abbottabad District	A	ai	ai	184	178	right	top	target	response	
123	today	No	BHA	BHA	Bharakoh	Islamabad District	B	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	ABB	ABB	Abbottabad	Abbottabad District	B	ʌǰ	ʌǰ	184	178	right	top	hindko_control	response	
123	today	No	MAN	MAN	Mansehra	Mansehra District	B	aǰ	aǰ	184	178	right	top	hindko_control	response	
123	today	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	ʌǰ	ʌǰ	184	178	right	top	target	response	
123	today	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ʌǰ	ʌǰ	184	178	right	top	target	response	
124	tomorrow	No	MOS	MOS	Mosyari	Rawalpindi District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	DEW	DEW	Dewal	Rawalpindi District	B	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	AYU	AYU	Ayubia	Abbottabad District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	KOH	KOH	Kohala	Rawalpindi District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	THA	THA	Thandiani	Abbottabad District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	LOR	LOR	Lora	Abbottabad District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	OSI	OSI	Osia	Rawalpindi District	A	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kʌḷ	kʌḷ	184	178	right	bottom	target	response	
124	tomorrow	No	BHA	BHA	Bharakoh	Islamabad District	B	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	ABB	ABB	Abbottabad	Abbottabad District	B	kʌl	kʌl	184	178	right	bottom	hindko_control	response	
124	tomorrow	No	MAN	MAN	Mansehra	Mansehra District	B	kʌl	kʌl	184	178	right	bottom	hindko_control	response	
124	tomorrow	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kʌl	kʌl	184	178	right	bottom	target	response	
124	tomorrow	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʌl	kʌl	184	178	right	bottom	target	response	
125	week	No	MOS	MOS	Mosyari	Rawalpindi District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	DEW	DEW	Dewal	Rawalpindi District	B	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	AYU	AYU	Ayubia	Abbottabad District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	KOH	KOH	Kohala	Rawalpindi District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	THA	THA	Thandiani	Abbottabad District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	LOR	LOR	Lora	Abbottabad District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	OSI	OSI	Osia	Rawalpindi District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	DUN	DUN	Dunga Gali	Abbottabad District	A	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	BHA	BHA	Bharakoh	Islamabad District	B	hʌfta	hʌfta	185	179	left	top	target	response	
125	week	No	ABB	ABB	Abbottabad	Abbottabad District	B	afta	afta	185	179	left	top	hindko_control	response	
125	week	No	MAN	MAN	Mansehra	Mansehra District	B	hafta	hafta	185	179	left	top	hindko_control	response	
125	week	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	ba̤r	ba̤r	185	179	left	top	target	response	
125	week	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ba̤r	ba̤r	185	179	left	top	target	response	
126	month	Yes	MOS	MOS	Mosyari	Rawalpindi District	A	maina	maina	185	179	left	bottom	target	response	
126	month	Yes	GHO	GHO	Ghora Gali	Rawalpindi District	A	maĩna	maĩna	185	179	left	bottom	target	response	
126	month	Yes	DEW	DEW	Dewal	Rawalpindi District	B	mi̤na	mi̤na	185	179	left	bottom	target	response	
126	month	Yes	AYU	AYU	Ayubia	Abbottabad District	A	mi̤na	mi̤na	185	179	left	bottom	target	response	
126	month	Yes	KOH	KOH	Kohala	Rawalpindi District	A	maina	maina	185	179	left	bottom	target	response	
126	month	Yes	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	maina	maina	185	179	left	bottom	target	response	
126	month	Yes	THA	THA	Thandiani	Abbottabad District	A	maina	maina	185	179	left	bottom	target	response	
126	month	Yes	LOR	LOR	Lora	Abbottabad District	A	mina	mina	185	179	left	bottom	target	response	
126	month	Yes	OSI	OSI	Osia	Rawalpindi District	A	mina̤	mina̤	185	179	left	bottom	target	response	
126	month	Yes	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	mina̤	mina̤	185	179	left	bottom	target	response	
126	month	Yes	DUN	DUN	Dunga Gali	Abbottabad District	A	mina̤	mina̤	185	179	left	bottom	target	response	
126	month	Yes	BHA	BHA	Bharakoh	Islamabad District	B	maina	maina	185	179	left	bottom	target	response	
126	month	Yes	ABB	ABB	Abbottabad	Abbottabad District	B	mʌina	mʌina	185	179	left	bottom	hindko_control	response	
126	month	Yes	MAN	MAN	Mansehra	Mansehra District	B	mina	mina	185	179	left	bottom	hindko_control	response	
126	month	Yes	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	minã̤	minã̤	185	179	left	bottom	target	response	
126	month	Yes	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	minã̤	minã̤	185	179	left	bottom	target	response	
127	year	No	MOS	MOS	Mosyari	Rawalpindi District	A	sal	sal	185	179	right	top	target	response	
127	year	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	sal	sal	185	179	right	top	target	response	
127	year	No	DEW	DEW	Dewal	Rawalpindi District	B	sal	sal	185	179	right	top	target	response	
127	year	No	AYU	AYU	Ayubia	Abbottabad District	A	sal	sal	185	179	right	top	target	response	
127	year	No	KOH	KOH	Kohala	Rawalpindi District	A	sal	sal	185	179	right	top	target	response	
127	year	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	sal	sal	185	179	right	top	target	response	
127	year	No	THA	THA	Thandiani	Abbottabad District	A	sal	sal	185	179	right	top	target	response	
127	year	No	LOR	LOR	Lora	Abbottabad District	A	sal	sal	185	179	right	top	target	response	
127	year	No	OSI	OSI	Osia	Rawalpindi District	A	sal	sal	185	179	right	top	target	response	
127	year	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	sal	sal	185	179	right	top	target	response	
127	year	No	DUN	DUN	Dunga Gali	Abbottabad District	A	sal	sal	185	179	right	top	target	response	
127	year	No	BHA	BHA	Bharakoh	Islamabad District	B	sal	sal	185	179	right	top	target	response	
127	year	No	ABB	ABB	Abbottabad	Abbottabad District	B	sal	sal	185	179	right	top	hindko_control	response	
127	year	No	MAN	MAN	Mansehra	Mansehra District	B	sal	sal	185	179	right	top	hindko_control	response	
127	year	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	sal	sal	185	179	right	top	target	response	
127	year	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	sal	sal	185	179	right	top	target	response	
128	old	No	MOS	MOS	Mosyari	Rawalpindi District	A	pʊraṇã	pʊraṇã	185	179	right	bottom	target	response	
128	old	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	pʊraṇã	pʊraṇã	185	179	right	bottom	target	response	
128	old	No	DEW	DEW	Dewal	Rawalpindi District	B	puraṇã	puraṇã	185	179	right	bottom	target	response	
128	old	No	AYU	AYU	Ayubia	Abbottabad District	A	pʊranã	pʊranã	185	179	right	bottom	target	response	
128	old	No	KOH	KOH	Kohala	Rawalpindi District	A	pʌraṇã	pʌraṇã	185	179	right	bottom	target	response	
128	old	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	pʊrana	pʊrana	185	179	right	bottom	target	response	
128	old	No	THA	THA	Thandiani	Abbottabad District	A	puraṇã	puraṇã	185	179	right	bottom	target	response	
128	old	No	LOR	LOR	Lora	Abbottabad District	A	pʌraṇã	pʌraṇã	185	179	right	bottom	target	response	
128	old	No	OSI	OSI	Osia	Rawalpindi District	A	pʌraṇã	pʌraṇã	185	179	right	bottom	target	response	
128	old	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	praṇã	praṇã	185	179	right	bottom	target	response	
128	old	No	DUN	DUN	Dunga Gali	Abbottabad District	A	praṇã	praṇã	185	179	right	bottom	target	response	
128	old	No	BHA	BHA	Bharakoh	Islamabad District	B	praṇã	praṇã	185	179	right	bottom	target	response	
128	old	No	ABB	ABB	Abbottabad	Abbottabad District	B	pɪraṇa	pɪraṇa	185	179	right	bottom	hindko_control	response	
128	old	No	MAN	MAN	Mansehra	Mansehra District	B	pʊraṇa	pʊraṇa	185	179	right	bottom	hindko_control	response	
128	old	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	pʌṛaṇã	pʌṛaṇã	185	179	right	bottom	target	response	
128	old	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	pʌṛaṇã	pʌṛaṇã	185	179	right	bottom	target	response	
129	new	No	MOS	MOS	Mosyari	Rawalpindi District	A	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	DEW	DEW	Dewal	Rawalpindi District	B	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	AYU	AYU	Ayubia	Abbottabad District	A	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	KOH	KOH	Kohala	Rawalpindi District	A	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
129	new	No	THA	THA	Thandiani	Abbottabad District	A	nʌ̃vã	nʌ̃vã	186	180	left	top	target	response	
