Proto_Nuristani_ID,Proto_Nuristani_Form,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Target_Language,Target_Form,Target_Gloss,Form_Similarity,Gloss_Overlap,Score,Runner_Up_Score,Structural_ID
n1607,sannâ,12928,saṁnāha,"tying on, girding on armour; coat of mail",OIA,sa˜-nâɦ-a-,coat of mail,0.833,coat;mail,1.033,0.889,12928
n1608,piča-,12946,*saṁpr̩ñcati,"is mixed with, is united; sexual union",OIA,sa˜-pr̥nč-a-ti,is united,0.947,is;united,1.147,1.000,12946
n1609,su-piča-,12946,*saṁpr̩ñcati,"is mixed with, is united; sexual union",OIA,sa˜-pr̥nč-a-ti,is united,0.947,is;united,1.147,1.000,12946
n1616,so,13574,sū́ra,sun,PAr,s′u:r-ya-,sun,0.889,sun,1.139,1.000,
n1617,soi,13574,sū́ra,sun,PAr,s′u:r-ya-,sun,0.889,sun,1.139,1.000,
n1619,sâr,12332,śáras,"cream, skin on boiled milk; thin layer of ashes; upper part of cream or of slightly curdled milk",OIA,s′âra-,hardness; firm; strong; best part,0.889,part,1.089,1.089,13355
n1621,saraŋi,12333,śarāḍi,a kind of heron,OIA,sârangi-:-,kind of musical instrument,0.769,kind,0.969,0.969,
n1622,sâtra,13363,sārtra,"asylum, abode; id.; forest; pool; extends; protect",OIA,sârtra-,asylum; abode,1.000,abode;asylum,1.200,0.909,13363
n1624,sâ˜,13340,sā́nu,"mountain top, ridge",OIA,s′ânu-,mountain top,1.000,mountain;top,1.200,1.000,13340.1
n1625,sika,13391,*sikvaka,". [Cf. Toch. <i>saku</i>, <i>sekwe</i>",OIA,*sik-va-ka-,fat,1.000,,1.000,0.833,13391
n1626,sikâ,13391,*sikvaka,". [Cf. Toch. <i>saku</i>, <i>sekwe</i>",OIA,*sik-va-ka-,fat,1.000,,1.000,0.833,13391
n1632,šiva-,13444,sī́vyati,sews,PAr,s′i:v-ya-ti,sews,1.000,sews,1.250,0.933,
n1633,šiva-la,13444,sī́vyati,sews,PAr,s′i:v-ya-ti,sews,1.000,sews,1.250,0.933,
n1644,sivâ,13580,sḗka,pouring out; sprinkling,OIA,s′ek-a-,pouring out,1.000,out;pouring,1.200,0.800,13580
n1645,suvâ,13580,sḗka,pouring out; sprinkling,OIA,s′ek-a-,pouring out,1.000,out;pouring,1.200,0.800,13580
n1650,-sača-,13293,sáścati,"follow, favour, obey",OIA,s′a-šč-a-ti,follow,1.000,follow,1.200,0.923,
n1655,sača-,13085,sájati,"is attached, embraces; adhered to; place in",OIA,s′aǰ-a-ti,is attached,1.000,attached;is,1.200,1.033,
n1656,sac̣ia-,13085,sájati,"is attached, embraces; adhered to; place in",OIA,s′aǰ-a-ti,is attached,1.000,attached;is,1.200,1.033,
n1660,ṣača-,13085-3,sañjayati,attaches to; couples,OIA,sâǰ-aya-ti,attaches,0.941,attaches,1.141,1.000,
n1665,sal-ik-a-,13250,sárati,"runs, flows, glides",PAr,s′ar-a-ti,runs; flows; glides,1.000,flows;glides;runs,1.250,1.033,
n1666,sir-ik-a-,13250,sárati,"runs, flows, glides",PAr,s′ar-a-ti,runs; flows; glides,1.000,flows;glides;runs,1.250,1.033,
n1674,sar,13254,sáras,"lake, pool",PAr,s′aras-,lake; pool,1.000,lake;pool,1.250,1.109,
n1678,sat,13161,saptāhá,period of seven days,PAr,sapt′a,seven,0.833,seven,1.033,1.000,
n1681,satić,13146,saptádaśa,17,PAr,sapt′a-dača,seventeen,0.889,,0.889,0.800,
n1682,satlić,13146,saptádaśa,17,PAr,sapt′a-dača,seventeen,0.889,,0.889,0.800,
n1684,satâš,13146,saptádaśa,17,OIA,sapt′a-daša,seventeen,1.000,,1.000,0.900,
n1688,sam-,13173,samá,"equal, alike, level; equally; together with; exactly",PAr,s′am,together; with,0.857,together,1.057,0.867,
n1691,sama,13173-2,samaka,equal,PAr,sama-ka-,every,1.000,,1.000,1.000,
n1696,sev,13585,sḗtu,"dam, bridge; boundary",OIA,s′etu-,dam; bridge,1.000,bridge;dam,1.200,0.750,
n1702,sudram,13470,sudʰárman,well maintaining; name of a being reckoned among the Viśve devāḥ; name of various classes of gods,PAr,su-dʱ′ar-man-,well maintaining (god),1.000,maintaining;well,1.200,0.867,
n1705,su-rup,13509,*surūpya,well-shaped; well-shaped; name of various plants,PAr,su-ru:p-ya-,lead,1.000,,1.000,0.923,
n1707,sonn,13519,suvárṇa,"of bright colour, golden; gold; golden",PAr,su-v′arṇa-,golden,1.000,golden,1.200,1.133,
n1708,sunn-vâni,13519,suvárṇa,"of bright colour, golden; gold; golden",PAr,su-v′arṇa-,golden,1.000,golden,1.200,1.133,
n1710,su-vâr,13290,*savāra,in good time,PAr,su-vâra-,good time; ease,0.833,good;time,1.033,1.033,
n1719,ća-ćru,12753,śváśura,husband's father; wife's father; husband's or wife's father; a poor or dear father-in-law,PAr,šva-č′ura-,spouse's father,0.857,father;s,1.057,1.057,
n1720,ća-ćur,12753,śváśura,husband's father; wife's father; husband's or wife's father; a poor or dear father-in-law,PAr,šva-č′ura-,spouse's father,0.857,father;s,1.057,1.057,
n1722,išpa-šur,12753,śváśura,husband's father; wife's father; husband's or wife's father; a poor or dear father-in-law,OIA,šv′a-šura-,spouse's father,1.000,father;s,1.200,1.200,
n1725,ća-ćr,12759,śvaśrū́,husband's or wife's mother,PAr,šv′a-čr-u-:-,spouse's mother,0.833,mother;s,1.033,0.867,
n1727,išpa-š,12759,śvaśrū́,husband's or wife's mother,OIA,šva-šr′u-:-,spouse's mother,1.000,mother;s,1.200,0.969,
n1732,ṣo,12803-2,*ṣuvaṭ,,OIA,ṣuvaṭ,six,1.000,,1.000,0.909,
n1735,ṣo-dić,14343,*kacca-,,PAr,kšuačš-dača,sixteen,0.667,,0.667,0.667,
n1736,ṣo-ić,14343,*kacca-,,PAr,kšuačš-dača,sixteen,0.667,,0.667,0.667,
n1738,ṣo-iš,12812,ṣṓḍaśa,sixteen,OIA,ṣo-daša,sixteen,1.000,sixteen,1.250,1.000,
n1740,ṣo-ḍaš,12812,ṣṓḍaśa,sixteen,OIA,ṣoṣ-ḍaša,sixteen,0.923,sixteen,1.173,0.923,
n1744,sas,13913,svásr̩,sister,PAr,sv′asr̥-,sister,1.000,sister,1.250,1.083,
n1745,sivas,13913,svásr̩,sister,PAr,sv′asr̥-,sister,1.000,sister,1.250,1.083,
n1748,paṣi,13918,svasrī́ya,sister's son; sister's daughter,PAr,svasr-′i:ya-,sister's child,1.000,s;sister,1.200,1.141,
n1749,ṣapaṣi,13918,svasrī́ya,sister's son; sister's daughter,PAr,svasr-′i:ya-,sister's child,1.000,s;sister,1.200,1.141,
n1760,prost,8846,prasupti,sleepiness,PAr,pra-sup-ti,sleepiness,1.000,sleepiness,1.250,0.941,
n1770,ṣika,12548,śúṣka,dried,OIA,š′uṣ-ka-,dried,1.000,dried,1.250,1.050,
n1773,sušt′a,12555,*śuṣṭa,dried,PAr,sus-t′a-,dried,1.000,dried,1.250,1.050,
n1785,sav,13276,sárva,"all, whole",PAr,s′arva-,all; whole,1.000,all;whole,1.250,1.000,
n1786,sav-,13276,sárva,"all, whole",PAr,s′arva-,all; whole,1.000,all;whole,1.250,1.000,
n1789,sav-stak,13276,sárva,"all, whole",PAr,s′arva-,all,1.000,all,1.200,1.000,
n1793,kanda,13627,skandʰá,"shoulder, upper part of back; MBh., <i>skándhas</i>- n.",OIA,skandʱ′a-,shoulder; upper back; tree,1.000,back;shoulder;upper,1.200,1.057,13627
n1800,vi-ćâ-,12308,śamī́,,PAr,sčai-,cut up,0.750,,0.750,0.750,
n1803,dvi-ć′i,13397,*siḍʰa,sail; sail,PAr,sčid-a-,cuts,0.889,,0.889,0.800,
n1806,sćo-p-,13396,*siṭṭa,,PAr,sčit-tv′â,having cut,0.833,,0.833,0.833,
n1818,nića,7180,*niccʰāya,shady; shady side of a valley,PAr,ni-šča:-ya-,shady,0.857,shady,1.057,1.000,
n1820,ćâṇa,13117,sádana,"coming to rest, seat",PAr,sčad-a-na-,cover; leaf,0.923,,0.923,0.923,4979
n1821,sia˜,13871-2,*syārāṇikā,,OIA,syârâṇ-i-ka-:-,wife's younger sister,1.000,,1.000,0.825,13871.2
n1831,te-,13756,stʰāpáyati,"causes to stand, establishes; appoints; causes to be, makes",OIA,stha:-p-′aya-ti,causes to stand,0.947,causes;stand,1.147,1.089,n1830
n1837,utala,1804,*uttʰala,high,PAr,ut-stha-la-,high,0.857,high,1.107,1.057,
n1838,utala-,1804,*uttʰala,high,PAr,ut-stha-la-,high,0.857,high,1.107,1.057,
n1844,psṭi,8370,pr̩ṣṭí,vertebrae; back; ribs; back,OIA,pr̥ṣṭ′i-,vertabrae; back,1.000,back,1.200,1.000,
n1847,tia-,13773,stʰīyátē,stands,PAr,sthi:-y′a-te,stands,0.933,stands,1.183,0.933,
n1853,tâ,12702,śritá,situated in,PAr,-stha:-,situated,0.667,situated,0.867,0.750,
n1856,štu,13774,stʰū́ṇā,"post, pillar",PAr,sth′u:ṇa-:-,pillar; post,0.909,pillar;post,1.159,0.927,
n1861,štana,13717,stēná,thief,OIA,sten′a-,thief,1.000,thief,1.250,0.889,
n1866,saćiuŋ,13047,saṁstyāna,coagulated,OIA,sa˜-stya:-na-,coagulated,0.941,coagulated,1.191,1.057,
n1867,ćiuŋ,13731,styāna,coagulated; density,PAr,stya:-na-,,1.000,,1.000,0.909,
n1876,štu,12563,*śūta,swollen,PAr,stu-ta-,dripping; oozing,0.889,,0.889,0.889,
n1880,štara-,13690,stārayati,"spreads, covers",PAr,star-a-ti,spreads,0.875,spreads,1.075,1.024,
n1883,âštara-,1507,āstarati,"spreads, covers",PAr,â-star-a-ti,spreads,1.000,spreads,1.200,0.933,
n1886,ištâr,13685,stara,layer,PAr,star-a-,layer,1.000,layer,1.250,1.000,
n1890,"âstra 
vâṇâ",1505,āstara,"covering, cushion, bed",PAr,â-star-a-,covering; cushion,1.000,covering;cushion,1.200,1.057,
n1893,štâr,1509,āstāra,spreading; fire-receptacle,PAr,â-stâr-a-,spreading; fire receptacle,1.000,fire;receptacle;spreading,1.250,1.057,
n1900,vištaṛ,12011,vistr̩ta,"spread, expanded, wide",PAr,vi-str̥-ta-,spread; wide,1.000,spread;wide,1.200,1.075,
n1904,tal,5731,tala,"base, bottom; surface, flat roof; hand; palm, sole",PAr,tala-,base; surface; flat roof; palm; sole,1.000,base;flat;palm;roof;sole;surface,1.200,1.089,
n1907,tâl,13766,stʰālī́,earthen dish; hollow of a tooth,PAr,sth′âla-,earthen dish,0.727,dish;earthen,0.927,0.909,
n1913,štamb,13682,stambʰa,"pillar, post",PAr,stambʱ-a-,pillar; post,1.000,pillar;post,1.250,1.033,
n1920,štâ,13713,stŕ̩,star,OIA,st′r̥-,star,1.000,star,1.250,0.857,
n1924,târa,5798,tārā,fixed star,OIA,târa-:-,fixed star,1.000,fixed;star,1.250,1.000,
n1927,stri,13734,strī́,"woman, wife",OIA,str′i:-,woman; wife,1.000,wife;woman,1.250,0.950,13734
n1932,pâl,9072,pʰā́la,ploughshare; mattock; ploughshare,OIA,ph′âl-a-,ploughshare,0.889,ploughshare,1.089,0.889,
n1942,peṇa,9108,pʰḗna,"foam, froth",OIA,ph′e-na-,foam,0.889,foam,1.089,0.800,
n1946,priź-,9028,plīhán,spleen,PAr,pri:ǰʱan-,spleen,0.667,spleen,0.917,0.833,
n1948,pra,8923,prājaka,driver of beasts of burden,OIA,praɦa-ka-,spleen,0.923,,0.923,0.923,
n1950,priǰ-,9028,plīhán,spleen,OIA,pri:ǰʱan-,spleen,0.667,spleen,0.917,0.833,
n1952,spriźn-,13837,spʰij,buttock,PAr,spri:ǰʱan-,spleen,0.727,,0.727,0.714,
n1967,-la-,10920-3,*laḍʰ,,PAr,-la-,,0.800,,0.850,0.800,
n1985,la,10928,latā,creeper,OIA,lata-:-,creeper,1.000,creeper,1.250,1.000,10928.1
n1986,â-laša,10992-2,*lasya,,OIA,las-ya,stick,1.000,,1.000,0.889,10992.2
n1988,lând,10917-10,*laṇḍʰa,,OIA,*lanḍa-,contemptable,1.000,,1.000,1.000,10917.8
n1989,lâṇḍa,10917-10,*laṇḍʰa,,OIA,*lanḍa-,contemptable,1.000,,1.000,1.000,10917.8
n1990,lâṇi,10917-10,*laṇḍʰa,,OIA,*lanḍa-,contemptable,1.000,,1.000,1.000,10917.8
n1992,lapa-,10939,*lappa,sudden movement,OIA,*lappa-,sudden movement,1.000,movement;sudden,1.250,1.000,10939.1
n2001,lâd,10947,labdʰi,"gaining, profit",PAr,lab-dʱi-,gaining; profit,1.000,gaining;profit,1.250,0.867,
n2004,latri,10938,*laptra,"gains, possessions; possessed",PAr,lap-tra-,gains; possessions,1.000,gains;possessions,1.200,0.909,
n2005,lavanḍa,10984,*lavaṇḍa,"servant, boy",OIA,lavanḍa-,servant,1.000,servant,1.200,0.923,10984
n2006,lâvanḍa,10984,*lavaṇḍa,"servant, boy",OIA,lavanḍa-,servant,1.000,servant,1.200,0.923,10984
n2009,lâsa-,11041,lāsáyati,"*makes shine; sports, dances",OIA,*lâs-ay-a-ti,makes slip,1.000,makes,1.200,1.200,11042
n2010,lir,11027,lālā,"spittle, saliva",OIA,lâlâ-,spittle; saliva,1.000,saliva;spittle,1.250,1.000,11027
n2017,â-riâu,1347-2,*āriya,,OIA,â-ri-ya-,lets go; releases; defecates,1.000,,1.000,0.909,
n2020,riâu,10743,riyáti,"lets go, releases; defecates; to defecate, break wind",OIA,ri-y′a-,lets go; releases; defecates,0.800,defecates;go;lets;releases,1.000,0.800,
n2024,vilia-,11906,vílīyatē,"is dissolved, melts",PAr,vi-li:-ya-te,melts,1.000,melts,1.200,0.875,
n2029,liźa-,11053-3,*lijjʰa,,PAr,liǰʱ-a-,licks,0.889,,0.889,0.850,
n2033,lipa-,11066,limpáti,smears,PAr,limp-′a-ti,smears,1.000,smears,1.250,1.033,
n2037,letra,10988,lavítra,sickle,PAr,lav-′i-tra-,sickle,1.000,sickle,1.250,0.927,
n2044,roč-,10833,rōcís,"light, brightness; bright; light",OIA,roč-′is-,light; brightness,1.000,brightness;light,1.200,1.000,
n2049,ro,10826,rṓka-,"light, splendour",OIA,r′ok-a-,light; splendor,1.000,light,1.200,0.889,
n2050,rovâ,10826,rṓka-,"light, splendour",OIA,r′ok-a-,light; splendor,1.000,light,1.200,0.889,
n2055,lotra,11145,lōptra,stolen property,OIA,lop-tra-,stolen property,1.000,property;stolen,1.250,0.909,
n2073,ulama-,827,avalambatē,hangs down,PAr,ava-lamb-a-te,hangs down,1.000,down;hangs,1.250,1.089,
n2076,ulamâ-,823,*avalagyati,"clings to, hangs from",PAr,ava-lamb-aya-ti,hangs,0.818,hangs,1.018,1.018,
n2091,luṭ,11076,*luṭṭa,defective,OIA,*luṭṭa-,defective,1.000,defective,1.250,1.250,11076.1
n2095,iuv,10512,yū́kā,louse,PAr,y′u:ka-:-,louse,1.000,louse,1.250,1.000,
n2096,luṣa-,11097,*lūṣati,burns,OIA,lu:ṣ-a-ti,burns,1.000,burns,1.250,0.857,11097.1
n2103,na,14655a,ná,,PAr,n′a,,1.000,,1.050,1.000,
n2108,nâi,7035,nahí,surely not,OIA,na-ɦ′i,surely not,0.857,not;surely,1.107,1.057,
n2111,-˜,14655a,ná,,PAr,-n,,0.667,,0.717,0.667,
n2116,-˜,14655a,ná,,PAr,-n-a-,,1.000,,1.050,1.000,
n2117,-ṇ,14655a,ná,,PAr,-n-a-,,1.000,,1.050,1.000,
n2118,-na-,14655a,ná,,PAr,-n-a-,,1.000,,1.050,1.000,
n2123,-a˜,1110,āṇí,"axle-pin; corner of house, boundary",PAr,-ân,,0.800,,0.800,0.800,
n2128,-n,6095-2,*tʰāna,,PAr,-tha-na,,0.889,,0.939,0.889,
n2131,-˜ta,1110,āṇí,"axle-pin; corner of house, boundary",PAr,-ant-i,,0.857,,0.857,0.857,
n2132,-nda,1110,āṇí,"axle-pin; corner of house, boundary",PAr,-ant-i,,0.857,,0.857,0.857,
n2134,-st,12391,śā́nti,"cessation; rest, peace; any propitiatory rite to avert evil",PAr,-s-ant-i,,1.000,,1.000,0.939,
n2137,-na-,14655a,ná,,PAr,-n′a-,,1.000,,1.050,1.000,
n2140,-nda,197,*aṇṭ,"presume, be bold",PAr,-an-t-,,1.000,,1.000,0.907,
n2143,âtara-,1181,āntara,being inside,PAr,′antar-a-,,1.000,,1.000,1.000,
n2147,adi,1345,ārdʰika,sharing half; one who ploughs in return for half share of the crop,OIA,′adʱi-ka-,in; *into; below; about; on,0.909,in,1.109,1.000,
n2150,di-,14211,*ádʰiyēti,,OIA,′adʱi-ye-ti,in; into; below,1.000,,1.000,1.000,
n2154,di-,251,*adʰikatara,higher,OIA,adʱi-ka-tara-,in; into; below,1.000,,1.000,0.867,
n2157,ni,14664,nīta,,PAr,n′i,,0.667,,0.717,0.717,
n2158,nâṭu,6935,*naṭṭa,defective,OIA,*naṭṭa-,defective,1.000,defective,1.250,1.000,6935.1
n2163,nâs,7089,nā́sā,nose,PAr,n′âs-a-:-,nose,1.000,nose,1.250,1.139,
n2174,nânn,7059,*nānna,term of respect for an older relative; mother,OIA,nânna-,term for older kinsman,1.000,for;older;term,1.200,1.000,n2173
n2175,nânni,7059,*nānna,term of respect for an older relative; mother,OIA,nânna-,term for older kinsman,1.000,for;older;term,1.200,1.000,n2173
n2178,naṇa,7059,*nānna,term of respect for an older relative; mother,PAr,nan′a-:-,mother,0.889,mother,1.089,1.000,
n2180,nuni,7003,návanīta,fresh butter; clarified butter,OIA,n′ava-ni:ta-,fresh butter,1.000,butter;fresh,1.200,1.107,7003
n2184,nâṛ,7047,nāḍī́,"tubular stalk of any plant, tubular organ, tube; windpipe; hollow stalk; made of reeds; hollow stalk of lotus; navel string; urethra; stalk",OIA,nâḍ′i-:-,tubular stalk; tube,1.000,stalk;tube;tubular,1.200,1.000,7047
n2192,no,7083,nāvyā̀,"navigable stream, stream",PAr,nâv-y`a-:-,(navigable) stream,1.000,navigable;stream,1.250,1.000,
n2194,ninga-,7165,*nigāti,learns; went down; to be learnt; acquires knowledge; sees,OIA,*ni-gâ-ti,learns,1.000,learns,1.200,1.000,7165
n2195,lusṭik,7255,niyuta,"a very large number; 100,000,000,000",OIA,ni-ṣṭyu:-ta-,spittle,0.857,,0.857,0.800,7504
n2199,nila,7200,nidrā́,sleep,OIA,ni:r′a-,water,0.889,,0.889,0.889,7552
n2200,niv,7545,nīta,fresh butter,OIA,ni:-ta-,fresh butter,1.000,butter;fresh,1.250,1.000,7545
n2201,nivâ,7545,nīta,fresh butter,OIA,ni:-ta-,fresh butter,1.000,butter;fresh,1.250,1.000,7545
n2202,nila,7563,nī́la,"dark blue, dark green, black",OIA,n′i:la-,dark blue or green; black,1.000,black;blue;dark;green,1.250,1.000,7563.1
n2203,nila-i,7563,nī́la,"dark blue, dark green, black",OIA,n′i:la-,dark blue or green; black,1.000,black;blue;dark;green,1.250,1.000,7563.1
n2204,ni-nila,7563,nī́la,"dark blue, dark green, black",OIA,n′i:la-,dark blue or green; black,1.000,black;blue;dark;green,1.250,1.000,7563.1
n2208,niǰa-,7185,*nijyati,washes,PAr,niǰ-ya-ti,washes,1.000,washes,1.250,0.857,
n2212,nu·i˜,7025,návya,new,PAr,n′av-ya-,new,1.000,new,1.250,1.089,
n2213,nu·inka,7025,návya,new,PAr,n′av-ya-,new,1.000,new,1.250,1.089,
n2216,nušt,7022,náviṣṭʰa,"newest, youngest, last",PAr,n′av-išta-,newest; youngest; last,1.000,last;newest;youngest,1.250,0.857,
n2229,nasṭa,14660,naṣṭá,,OIA,naṣ-ṭ′a-,lost,1.000,,1.000,1.000,
n2237,nâṭ,7046,nāṭya,"dancing, dramatic art",PAr,nâṭ-ya-,dancing,1.000,dancing,1.200,1.089,
n2241,nandi,6943,nadī́,river,PAr,nad′i:-,river,1.000,river,1.250,1.000,
n2248,navâ,6954,nápāt,grandson,PAr,n′apât-,grandson,1.000,grandson,1.250,1.050,
n2251,nat,6955a,naptī́,granddaughter,PAr,napt-′i:-,granddaughter,1.000,granddaughter,1.250,0.889,
n2266,ṭaka-,5420,*ṭakk,"remain, stop",OIA,*ṭakk-,remain; stop,1.000,remain;stop,1.250,1.000,5420.1
n2269,trik-,5466,*ṭukk,"cut, break",OIA,*ṭukk-,cut; break,1.000,break;cut,1.250,1.000,5466
n2271,ṭoka,5477,*ṭōkka,basket,OIA,*ṭokka-,basket,1.000,basket,1.250,1.000,5477.1
n2272,ṭopi,5481,*ṭōppa,"hat, covering; a partic. article of clothing; turban",OIA,*ṭoppa-,hat; covering,1.000,covering;hat,1.200,1.000,5481
n2273,ṭupa,5481,*ṭōppa,"hat, covering; a partic. article of clothing; turban",OIA,*ṭoppa-,hat; covering,1.000,covering;hat,1.200,1.000,5481
n2274,ṭupai,5481,*ṭōppa,"hat, covering; a partic. article of clothing; turban",OIA,*ṭoppa-,hat; covering,1.000,covering;hat,1.200,1.000,5481
n2276,ḍa-ḍak-,5517-2,*ḍaŋk,,OIA,ḍak-,tremble,1.000,,1.000,1.000,5522.2
n2277,ḍaga,5524,*ḍagga,defective,OIA,*ḍagga-,defective,1.000,defective,1.250,1.000,5524.1
n2278,ḍagara,5524,*ḍagga,defective,OIA,*ḍagga-,defective,1.000,defective,1.250,1.000,5524.1
n2281,ḍaŋgura,5524-3,ḍaŋgara,expression of contempt,OIA,ḍanga-ra-,defective,0.923,,0.923,0.923,5524.3
n2283,ḍâkni,5542,ḍākínī,female attendant on Kālī,OIA,ḍâk-′ini:-,Kâli:'s female attendant,1.000,attendant;female;k,1.200,1.000,5542.1
n2286,ḍillik,5590-2,*ḍʰilla,defective; lump,OIA,ḍilla-,lump,1.000,lump,1.200,1.000,5536.3
n2288,ḍâḍ,5576,*ḍʰaḍḍʰa,drum,OIA,*ḍʱaḍḍʱa-,drum,1.000,drum,1.250,1.000,5576
n2289,ḍuŋa,5597,*ḍʰēŋkuṇa,bug; lump,OIA,*ḍʱunga-,lump,0.727,lump,0.927,0.917,5585.7
n2305,-ra,10594-2,*raḍ,,PAr,-ra-,,0.800,,0.850,0.800,
n2306,-ra-,10594-2,*raḍ,,PAr,-ra-,,0.800,,0.850,0.800,
n2312,â-ras′a-,10652,rásati,yells; praises,PAr,r′as-a-ti,yells; praises,1.000,praises;yells,1.250,1.033,
n2315,ranźa-,10595,ráṇa,"delight, battle; battle",PAr,ranǰ-a-,moves to and fro,0.889,,0.889,0.889,10566
n2318,rava-,10645,ravatē,breaks,OIA,rav-a-te,breaks,1.000,breaks,1.250,0.833,10645
n2319,râmâ,10627,ramaṇī,Aloe indica; Diospyros embryopteris,OIA,rama-ṇi-:-,kind of plant (willow),1.000,,1.000,1.000,10627.1
n2322,ẓum,10685,rājamudga,a kind of bean,OIA,râǰa-mudga-,kind of bean,1.000,bean;kind,1.250,0.906,10685
n2324,râtr,10702,rā́trī,night,OIA,r′âtri:-,night,1.000,night,1.250,1.050,10702
n2325,râtr-,10702,rā́trī,night,OIA,r′âtri:-,night,1.000,night,1.250,1.050,10702
n2326,râtvâr,10703,*rātrīvāra,night-time,OIA,*râtri:-vâra-,nighttime,1.000,,1.000,1.000,10703
n2329,â-râm,10625,rama,lover; dallying; lover,OIA,râm-a-,Râma,1.000,,1.000,1.000,
n2332,â-rika-,10735,ríŋkʰati,"moves, crawls",OIA,rinkh-a-ti,moves; crawls,0.857,crawls;moves,1.107,0.914,10735.1
n2333,rika-,10735,ríŋkʰati,"moves, crawls",OIA,rinkh-a-ti,moves; crawls,0.857,crawls;moves,1.107,0.914,10735.1
n2337,li + ?,11047,likʰá,writer; painter,PAr,likh-a-,scratch,0.889,,0.889,0.867,
n2341,ẓu,10772,rutá,"made to resound; cry, roar; bellow",PAr,ru-t′a-,made to resound,1.000,made;resound,1.200,0.889,
n2346,ro,10838,*rōta,entrails,OIA,rota-,entrails,1.000,entrails,1.250,0.889,
n2353,l′aui,11165,lṓhita,red; any red substance; blood,OIA,l′oɦ-i-ta-,red; blood,0.909,blood;red,1.109,1.033,
n2363,čaṇḍa-re˜,10814,rēṇú,"dust, sand; pollen; powder; a partic. drug or perfume",OIA,re-ṇ′u-,sand; dust; pollen,1.000,dust;pollen;sand,1.200,0.867,10814
n2364,re˜,10814,rēṇú,"dust, sand; pollen; powder; a partic. drug or perfume",OIA,re-ṇ′u-,sand; dust; pollen,1.000,dust;pollen;sand,1.200,0.867,10814
n2368,rok,10761,rucaka,"pleasing, sharp, acid; natron, sochal salt; bright",OIA,ruč-a-ka-,pleasing; acid; natron,1.000,acid;natron;pleasing,1.200,0.833,10761
n2369,ru,10795,rúh,"growth, sprouting; hair",OIA,r′uɦ-,growth; sprouting,0.800,growth;sprouting,1.000,0.800,10795
n2370,ẓu-vana,10795,rúh,"growth, sprouting; hair",OIA,r′uɦ-,growth; sprouting,0.800,growth;sprouting,1.000,0.800,10795
n2371,aru,10805,rū́pya,"beautiful, bearing a stamp; silver",OIA,*ru:p-iya-,beautiful; silver,0.909,beautiful;silver,1.109,1.033,10805.2
n2372,aru-i,10805,rū́pya,"beautiful, bearing a stamp; silver",OIA,*ru:p-iya-,beautiful; silver,0.909,beautiful;silver,1.109,1.033,10805.2
n2373,ro-,10839,rṓda,weeping; tears,OIA,r′od-a-,weeping,1.000,weeping,1.200,1.050,10839
n2374,ro-i-,10839,rṓda,weeping; tears,OIA,r′od-a-,weeping,1.000,weeping,1.200,1.050,10839
n2378,r̥ć,2445,ŕ̩kṣa,bear,PAr,′r̥č-ša-,bear,0.750,bear,1.000,0.750,
n2381,čapa-,4696,*carpa,flat,OIA,*čar-pa-,flat,1.000,flat,1.250,1.000,4696.1
n2382,"čapa-
aṇḍa",4696,*carpa,flat,OIA,*čar-pa-,flat,1.000,flat,1.250,1.000,4696.1
n2383,čapa-la-,4696,*carpa,flat,OIA,*čar-pa-,flat,1.000,flat,1.250,1.000,4696.1
n2384,čapa-ra,4696,*carpa,flat,OIA,*čar-pa-,flat,1.000,flat,1.250,1.000,4696.1
n2385,čapa-ṭa,4696,*carpa,flat,OIA,*čar-pa-,flat,1.000,flat,1.250,1.000,4696.1
n2387,ćaćum,4694,carcarī,a partic. kind of song,PAr,čanču-mâra-,crocodile; kind of lizard,0.625,kind,0.825,0.800,12426.1
n2390,čâ,4681,cáya,"mound of earth as rampart or foundation, heap",OIA,čâya-,earthen rampart,1.000,rampart,1.200,1.000,4681
n2391,čâṭ,4574,*caṭṭa,bamboo matting,OIA,*čâṭṭa-,pot,1.000,,1.000,1.000,4738
n2392,ćarâm,14486,*cára-,,PAr,čâr-,kind of bird (mynah),0.857,,0.857,0.857,12405
n2393,čâra,4754,cāra,*one who moves about; spy,OIA,čâr-a,one who moves about; spy,1.000,about;moves;spy;who,1.250,1.200,4754
n2394,čâra-,4754,cāra,*one who moves about; spy,OIA,čâr-a,one who moves about; spy,1.000,about;moves;spy;who,1.250,1.200,4754
n2395,čâra-la,4754,cāra,*one who moves about; spy,OIA,čâr-a,one who moves about; spy,1.000,about;moves;spy;who,1.250,1.200,4754
n2396,čâtr,4743,cāttra,spindle; peg used with the araṇi in making fire by friction,OIA,čâttra-,spindle,1.000,spindle,1.200,1.000,4743
n2399,ćiu,4786,ciŋgaṭa,shrimp,PAr,čika-ta-:-,sand; gravel,0.833,,0.833,0.833,13386
n2401,ša,13386,síkatā,"grain of sand; sand, gravel; scattering white sand",OIA,šika-ta-:-,sand; gravel,1.000,gravel;sand,1.200,0.909,13386
n2402,čiŋ,4778,*cikk,"press, squeeze; hurts, is hurt",OIA,*čikk-,press; squeeze,1.000,press;squeeze,1.200,0.889,4778
