Source_Dictionary,Source_Entry_ID,Source_Page,Printed_Target_ID,Resolved_Target_ID,Status,Reason,Resolution,Relation,Direction,Confidence,Citation,Evidence
dedr,d1671,153,3241,3241,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1671, DED(S) 1391]","Cf. Skt. kuṭṭayati to bruise, crush, pound, strike lightly; Turner, CDIAL , no. 3241(1). DED(S) 1391."
dedr,d1676,154,3748,3748,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1676, DED(S) 1396]","The items here, those in DBIA 104 (add: Go. [SR.] guṭṭam , [M.] guṭṭa , [L.] guṭā peg [ Voc. 1112]), and those in Turner, CDIAL , no. 3893 *khuṭṭa-, *khuṇṭa- and no. 3748 kṣōḍa- , exhibit considerable convergence and present many problems of immediate relationship. DED(S) 1396."
dedr,d1676,154,3893,3893,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1676, DED(S) 1396]","The items here, those in DBIA 104 (add: Go. [SR.] guṭṭam , [M.] guṭṭa , [L.] guṭā peg [ Voc. 1112]), and those in Turner, CDIAL , no. 3893 *khuṭṭa-, *khuṇṭa- and no. 3748 kṣōḍa- , exhibit considerable convergence and present many problems of immediate relationship. DED(S) 1396."
dedr,d1680,154,4181,4181,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1680, DED(S, N) 1400]","Cf. Skt. guṭikā-, guḍa- globe, ball, pill; Turner, CDIAL , no. 4181. DED(S, N) 1400."
dedr,d1684,154,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1684, DED(S) 1404]","Cf. Skt. koṇa- drumstick, fiddlestick, club; cf. Apabhraṃśa ( Mahāpurāṇa ) kuḍuva- a stick for beating drums. DED(S) 1404."
dedr,d1685,154,4013,4013,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 1685, DED(S, N) 1405]","MBE 1969, p. 291, no. 11, for areal etymology, with reference to Turner, CDIAL , no. 4013(2), H. gungun murmur, etc.; also BHS ghuṇaghuṇāyate buzzes (of a bee), etc. DED(S, N) 1405."
dedr,d1688,154,3261,3261,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1688, DED(S) 1408]","Cf. the 'lame' words in Turner, CDIAL , nos. 3261, 3262, 3941. DED(S) 1408."
dedr,d1692,155,4193,4193,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1692, DED(S) 1411]","Cf. Skt. guṇḍaka- dust, powder; Turner, CDIAL , no. 4193. DED(S) 1411."
dedr,d1695,155,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1695, DED(S) 1414]","Cf. Mar. gũḍ, gũḍā stone, esp. round stone. DED(S) 1414."
dedr,d170,17,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 170, DED(S) 144]",? Cf. Skt. ( lex. ) āmupa- the cane Bambusa spinosa . DED(S) 144.
dedr,d1711,156,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,high,"dedr[entry 1711, DED(S, N) 1423, DEN 22]","On the possibility of Te. guṟṟamu being derived from IA (Skt. ghoṭaka- ), see Burrow, IJDL 1.23-4. DED(S, N) 1423, DEN 22 (united Su. 1973)."
dedr,d1722,157,3286,3286,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1722, DED(S, N) 1432]","Cf. Skt. kuddāla- spade, hoe; Turner, CDIAL , no. 3286. DED(S, N) 1432."
dedr,d1732,158,3938,3938,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1732, DED(S) 1441]","Cf. Turner, CDIAL , no. 3938, *khōppa-, *khōmpa- . DED(S) 1441."
dedr,d1738,158,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1738, DED 1446]",Cf. H. gubār outcry. DED 1446.
dedr,d1739,158,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1739, DED 1447]","Cf. Mar. kubaṭ rank, musty, mouldy. DED 1447."
dedr,d174,17,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 174, DED(S) 146]",Cf. Mar. ãbīl gruel. DED(S) 146.
dedr,d1742,159,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1742, DED 1450]",Cf. Skt. ( lex. ) kumudā- G. arborea . DED 1450.
dedr,d175,17,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 175, DED 147]",Cf. Skt. hambhā- lowing or bellowing of cattle. DED 147.
dedr,d1752,159,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1752, DED(S, N) 1460]","Cf. Pkt. ( DNM ) kumulī- fireplace. DED(S, N) 1460."
dedr,d1758,160,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1758, DED 1465]","? Cf. Skt. kūśma-, kūṣma- n. of an imp or goblin. DED 1465."
dedr,d1764,160,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1764, DED(S, N) 1470]","Cf. Skt. kokila- Indian cuckoo; cf. Pkt. kuhila- id. DED(S, N) 1470."
dedr,d1765,160,3386,3386,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1765, DEN 23]","Cf. Skt. kuhī-, kuheḍī- , etc. id.; Turner, CDIAL , no. 3386. DEN 23."
dedr,d177,17,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 177, DED 149]","Cf. Mar. ambī, ambekarī a boatman (about Kolhapur and in Carnatic). DED 149."
dedr,d1770,161,3906,3906,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1770, DED 1474]","Cf. Skt. khura- id.; Turner, CDIAL , no. 3906. DED 1474."
dedr,d1771,161,3730,3730,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1771, DED(S, N) 1475]","? Cf. Turner, CDIAL , no. 3730, kṣurapra- ('scraper'-meanings). DED(S, N) 1475."
dedr,d1778,161,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,dedr[entry 1778],"Cf. Apabhraṃśa ( Mahāpurāṇa ) kurumāṇa- faded, withered."
dedr,d1783,161,4197,4197,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1783, DEDS 254]","Cf. Turner, CDIAL , no. 4197, *gudda- pith, core, and no. 4314, gorda- brain. DEDS 254."
dedr,d1783,161,4314,4314,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1783, DEDS 254]","Cf. Turner, CDIAL , no. 4197, *gudda- pith, core, and no. 4314, gorda- brain. DEDS 254."
dedr,d1785,161,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1785, DED(S) 1485]","Cf. Skt. kuraṅga- a species of antelope, antelope or deer in general. DED(S) 1485."
dedr,d1791,162,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1791, DED(S, N) 1491]","Cf. Skt. (Hem. Uṇ. 326) kurumbo 'ṅkuraḥ . DED(S, N) 1491."
dedr,d1794,162,3327,3327,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1794, DED 1494]","Cf. Skt. kurala-, kurula- curl or lock of hair; Turner, CDIAL , no. 3327. DED 1494."
dedr,d1795,162,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1795, DED(S, N) 1495]","Cf. Halbi ghula snail. DED(S, N) 1495."
dedr,d1796,162,3329,3329,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1796, DED(S, N) 1496]","Cf. Skt. kurkura-, kukkura-, kukura- dog; Turner, CDIAL , no. 3329. DED(S, N) 1496 (and from 1538)."
dedr,d181,18,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 181, DED 152]",Cf. Mar. amā the mother's breast (poetry and nursery). DED 152.
dedr,d1822,164,3257,3257,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1822, DED(S, N) 1514]","Cf. Skt. kuṇapa- dead body, corpse; mouldering, smelling like a carcass; Pkt. kuṇima- corpse; Turner, CDIAL , no. 3257. DED(S, N) 1514."
dedr,d1827,165,3246,3246,installed,printed CDIAL ID,printed-id,related,undetermined,low,dedr[entry 1827],"Cf. Skt. kuḍava-, kuḍapa, kuṭapa- a measure of grain or of wood or of iron, etc.; Turner, CDIAL , no. 3246."
dedr,d1828,165,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1828, DED(S) 1518]","Cf. Skt. kūla- pond, pool. DED(S) 1518."
dedr,d183,18,574,574,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 183, DED(S) 154]","Cf. Skt. ambā- (VS; Voc. amba RV), ambāḍā-, ambālā-, ambālikā-, ambi-, ambikā-, ambayā- mother; amba interj. Pkt. ammo, ammahe interj. of surprise (dramas). Turner, CDIAL , no. 574. DED(S) 154."
dedr,d1837,166,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,medium,"dedr[entry 1837, DED 1525]","1837 Ma. guḷūguḷū sound of fruits falling into water. Ka. guḷuguḷu murmuring or gurgling sound produced by running or rippling water. Tu. guḷuguḷu a noise made as in filling a pitcher with water. /MBE 1969, p. 291, no. 10, for areal etymology; the IA items are not in Turner, CDIAL : Skt. gulugulita- roaring of an elephant, gulagulā- thunder, gulagulāyate thunders, and Pali and Pkt. items. DED 1525."
dedr,d1837,166,,,excluded,source explicitly says the comparison is absent from CDIAL,negative-citation,related,undetermined,medium,"dedr[entry 1837, DED 1525]","MBE 1969, p. 291, no. 10, for areal etymology; the IA items are not in Turner, CDIAL : Skt. gulugulita- roaring of an elephant, gulagulā- thunder, gulagulāyate thunders, and Pali and Pkt. items. DED 1525."
dedr,d1849,167,3322,3322,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1849, DED 1535]","Cf. Skt. kuruṇṭa(ka)-, kuraṇṭaka-, kuraṇḍaka-, kuruṇṭha- yellow Barleria ; kuraba(ka)- a red kind of Barleria ; Pkt. koriṇṭa- Barleria ; Turner, CDIAL , nos. 3322, 3326. DED 1535."
dedr,d1850,167,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,dedr[entry 1850],Cf. Mar. guddā a blow with the fist.
dedr,d1852,169,4207,4207,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 1852, DED(S, N) 1538]","MBE 1969, p. 291, no. 12, for areal ety<-> mology, with reference to Turner, CDIAL , no. 4207, *guragura- , no. 4486, ghuraghurāyate , and no. 4489, ghurghurā -. DED(S, N) 1538 (and from 1496)."
dedr,d1852,169,4486,4486,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 1852, DED(S, N) 1538]","MBE 1969, p. 291, no. 12, for areal ety<-> mology, with reference to Turner, CDIAL , no. 4207, *guragura- , no. 4486, ghuraghurāyate , and no. 4489, ghurghurā -. DED(S, N) 1538 (and from 1496)."
dedr,d1852,169,4489,4489,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 1852, DED(S, N) 1538]","MBE 1969, p. 291, no. 12, for areal ety<-> mology, with reference to Turner, CDIAL , no. 4207, *guragura- , no. 4486, ghuraghurāyate , and no. 4489, ghurghurā -. DED(S, N) 1538 (and from 1496)."
dedr,d1865,170,4176,4176,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1865, DED 1549]","Cf. Skt. kuñcikā-, guñjā- A. precatorius (Turner, CDIAL , no. 4176); cf. H. ghūghcī, ghū̃ghcī id. DED 1549."
dedr,d1868,170,3390,3390,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1868, DED(S, N) 1551]","Cf. Skt. kū-, kūj- ; cf. Turner, CDIAL , no. 3390, *kūkkati screams. DED(S, N) 1551."
dedr,d187,18,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 187, DED(S) 158]",? Cf. Skt. ambu-. DED(S) 158.
dedr,d1871,170,4494,4494,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1871, DED(S) 1552]","Cf. Skt. ghūka- owl, Mar. ghubaḍ id., etc.; Turner, CDIAL , no. 4494. DED(S) 1552."
dedr,d1873,171,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1873, DED(S, N) 1554]","Cf. Skt. ( lex. ) kūkuda- one who gives a girl in marriage. DED(S, N) 1554."
dedr,d1875,171,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1875, DEDS 275]",Cf. Skt. kukuṇḍaka- mushroom. DEDS 275.
dedr,d1881,171,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1881, DED 1561]","Cf. Skt. ( lex. ) kuṭaru- , Pkt. guḍḍara- id., Mar. guḍhār id., howdah. DED 1561."
dedr,d1883,172,3397,3397,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1883, DED(S, N) 1563]","Cf. Skt. kūṭa- trap for catching deer, Pkt. kūḍa- snare; Turner, CDIAL , no. 3397. DED(S, N) 1563."
dedr,d1892,172,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1892, DED(S) 1572]",Cf. Skt. kuntala- . DED(S) 1572.
dedr,d1894,173,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1894, DED 1574]","Cf. Skt. kuvalaya-, kuvala, kuvela- blue waterlily; ? kumuda- white waterlily [both close by day]. DED 1574."
dedr,d1895,173,3401,3401,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1895, DED 1575]","Cf. Skt. kūpa(ka)- , Pali kūpa(ka)- , Pkt. kūva(ya)-, kūvaga- mast; Turner, CDIAL , no. 3401. DED 1575."
dedr,d1909,174,3400,3400,installed,printed CDIAL ID,printed-id,loan,entry-from-compared,low,"dedr[entry 1909, DED 1590]","Prob. < Pkt. kūva- < Skt. kūpa- ; cf. Turner, CDIAL , no. 3400. DED 1590."
dedr,d1911,174,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1911, DED(S) 1592]","Cf. Skt. kūra-, kuru- boiled rice; Pali Pkt. kūra- id. DED(S) 1592."
dedr,d1935,176,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1935, DEDS 285]",Cf. Skt. kacaka- id. DEDS 285.
dedr,d1942,176,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1942, DED(S) 1614]","Cf. Nahali keṭṭo-kama- to put out (fire) ( kama- to do, make). DED (S) 1614."
dedr,d1946,177,3998,3998,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1946, DED(S) 1619]","Cf. Skt. gaṇḍa- joint; Turner, CDIAL , no. 3998 (also *gēṇḍa- ). DED(S) 1619."
dedr,d195,19,2605,2605,installed,printed CDIAL ID,printed-id,related,undetermined,low,dedr[entry 195],"[i.e. Panicum italicum ; cf. Turner, CDIAL , no. 2605]"
dedr,d196,19,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 196, DED(N) 163]",? Cf. Skt. ārya- ; Pali ayya- . DED(N) 163.
dedr,d196,19,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 196, DED 780]","Cf. Skt. aye excl. of surprise, recollection, fear (esp. used in dramas). DED 780."
dedr,d1963,178,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1963, DED(S) 1633]","Cf. H. cappū, cappal ; Turner, Nep. Dict. , s.v. caporā . DED(S) 1633."
dedr,d1977,179,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1977, DED(S, N) 1645]","Cf. Mar. kïvaḍā deaf. DED(S, N) 1645."
dedr,d1985,180,3766,3766,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1985, DED(S) 1653]","Cf. Skt. kahcita- set, inlaid with jewels ( in cpd. maṇikhacita- ), Pkt. khasia- set, inlaid (of jewels) (cf. esp. Ka. keccu ); Turner, CDIAL , no; 3766. DED(S) 1653."
dedr,d1989,181,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 1989, DED(S, N) 1655]","Cf. Skt. kenāra- temples, upper part of cheek; (Wilson) kandola- the cheek (or the cheek and temple). DED(S, N) 1655."
dedr,d199,19,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 199, DED 164]",Cf. Skt. lākṣā- (Mbh.); rākṣā- ( lex. ) lac. Cf. also Skt. alakta(ka)-. DED 164.
dedr,d1992,181,3458,3458,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 1992, DED(S) 1658]","Cf. Skt. kekā- cry of a peacock; kekin- peacock; Apabhraṃśa ( Mahāpurāṇa ) kekkara- cry of peacock; Turner, CDIAL , no. 3458. DED(S) 1658."
dedr,d2004,181,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2004, DED(S) 1667]","Cf. Skt. kemuka-, kecuka-, kevūka, kacu-, kacvī- A. colocasia, Colocasia antiquorum. [Colocasia antiquorum Schott = Caladium esculentum Vent. = Arum colocasia Linn.] DED(S) 1667."
dedr,d2007,182,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2007, DED(S) 1669]","Cf. Pkt. sērī- street, quarter; Mar. śērī lane, alley. DED(S) 1669."
dedr,d201,19,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,loan,entry-from-compared,low,"dedr[entry 201, DED 167]","< Skt. rājan- . A form in an unknown, but presumably SDr., language is arahaṇasha, gen. sg. of arahaṇa- (cf. Ta. aracaṉ ), in a 'Dravidian Prakrit' legend on a Śātavāhana coin (2nd cent. A.D.); D. C. Sircar, Epigraphia Indica 35.247-52 (1961). DED 167."
dedr,d2015,182,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,dedr[entry 2015],Cf. Apabhraṃśa ( Mahāpurāṇa ) kela- a vessel for liquor; Mar. kēḷī a small vessel. DEDS(N) 298.
dedr,d2018,182,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2018, DED(S) 1678]",Cf. OMar. (Master) keḷavili betrothed. DED(S) 1678.
dedr,d2020,183,3463,3463,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2020, DED(S, N) 1680]","Cf. Skt. kedāra- a field esp. one under water, Pali kedāra- (often spelled ketāra- ), Pkt. keāra- ; Turner, CDIAL , no. 3463. DED (S, N) 1680."
dedr,d2026,183,3462,3462,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2026, DED 1685]","Cf. Skt. ketaka-, ketakī- ; Turner, CDIAL , no. 3462. DED 1685."
dedr,d2036,184,4109,4109,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2036, DEDS 303]","Cf. Skt. gāṅgaṭa- etc.; Turner, CDIAL , no. 4109. DEDS 303."
dedr,d2052,185,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2052, DED(S) 1707]",Cf. Skt. (P. 4.4.18) kuṭilikā- smith's tongs. DED(S) 1707.
dedr,d2054,186,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2054, DED(S, N) 1709(a), DED(S, N) 2418]","Cf. Mar. ḍõgā curved, bent. DED(S, N) 1709( a ), DED(S, N) 2418."
dedr,d2058,186,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,influence,undetermined,medium,"dedr[entry 2058, DED(S) 1713]",Influenced by Skt. goṣṭha- . DED(S) 1713.
dedr,d2063,187,3241,3241,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2063, DED(S) 1717]","Cf. Pali koṭṭeti to beat, smash, pound; Turner, CDIAL , no. 3241(2). Cf. Nahali koṭṭo- to pound, beat. DED(S) 1717."
dedr,d2064,187,3241,3241,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2064, DED(S, N) 1718, DED(S) 1720]","Cf. Turner, CDIAL , no. 3241(2) (forms with meanings 'prick, hoe'). DED(S, N) 1718, DED(S) 1720."
dedr,d2069,187,4271,4271,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2069, DED(S, N) 1722]","Cf. words meaning 'fruit, kernel, seed' in Turner, CDIAL , no. 4271 (so noted by Turner). DED(S, N) 1722."
dedr,d2070,188,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2070, DED(S) 1723]","Cf. Skt. ghoṇṭā- a kind of jujube; (Schmidt, Nachträge ) goṭā- Zizyphus jujuba. DED(S) 1723."
dedr,d2076,188,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2076, DED(S) 1729]",Cf. Skt. kuṇapa- spear. DED(S) 1729.
dedr,d2077,188,4276,4276,installed,printed CDIAL ID,printed-id,related,undetermined,low,dedr[entry 2077],"Cf. Skt. goṇḍa- a man of low tribe (in the Vindhya mountains), a mountaineer, Pkt. ( DNM ) goṇḍa- a forest, jungle; Turner, CDIAL , no. 4276. DEDS(N) 308."
dedr,d2081,188,3266,3266,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2081, DED(S) 1733]","Cf. Skt. kuṇḍa- clump (e.g. darbha-kuṇḍa- ), Pkt. ( DNM ) goṇḍī- = mañjarī- ; Turner, CDIAL , no. 3266; cf. also Mar. gōḍā cluster, tuft. DED (S) 1733."
dedr,d2083,188,4482,4482,installed,printed CDIAL ID,printed-id,related,undetermined,medium,"dedr[entry 2083, DEDS 309]","Cf Skt. ghuṇa- wood-worm; Turner, CDIAL , no. 4482. DEDS 309."
dedr,d2084,188,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2084, DED(S, N) 1735]","Cf. Skt. kutuka- curiosity, eagerness, desire for; kutūhala- id., impetuosity. DED(S, N) 1735."
dedr,d2092,189,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2092, DED(S, N) 1741]","Cf. Pkt. ( DNM ) kuntī- = mañjarī- ; ( DNM , Norman) gutti- garland. DED(S, N) 1741."
dedr,d2098,189,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2098, DED 1745]","Cf. Apabhraṃśa ( Mahāpurāṇa ) gondala- a battle gathering, clamour or tumult and confusion (cf. Shriyan, pp. 220-2). DED 1745."
dedr,d2099,190,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2099, DED 1746]","Cf. Skt. gauṇḍalī- a kind of dancing (Mandakranta Bose, Classical Indian Dancing , p. 9, etc.). DED 1746."
dedr,d2104,190,3519,3519,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2104, DED(S) 1750]","Cf. Mar. koprā small iron pot; Turner, CDIAL , no. 3519. DED(S) 1750."
dedr,d2105,190,3936,3936,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2105, DED(S) 1751]","Cf. Skt. ( lex. ) kūrpasa- the inner part of a coconut. Cf. H. khopā, khoprā , Mar. khobrẽ ; Turner, CDIAL , no. 3936. DED(S) 1751."
dedr,d2110,190,3939,3939,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2110, DED(S) 1755]","Cf. H. khopā , etc.; Turner, CDIAL , no. 3939. DED(S) 1755."
dedr,d2119,191,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2119, DED(S, N) 1763]","Cf. Mar. koytā grass-sickle; koytī small knife. DED(S, N) 1763."
dedr,d2125,191,2595,2595,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2125, DED(S) 1767]","Cf. Skt. kaṅka- heron; Turner, CDIAL , no. 2595. DED(S) 1767."
dedr,d2127,191,3926,3926,installed,printed CDIAL ID,printed-id,loan,entry-from-compared,low,dedr[entry 2127],"Cf. the IA words in Turner, CDIAL , no. 3926, *khōkkh- , e.g. H. khōkh- , to which add Halbi khokhl- . Pa. and Go. are probably < IA. DEDS(N) 316."
dedr,d2141,192,,,unresolved,Indo-Aryan comparison has no resolvable CDIAL entry ID,no-target-id,related,undetermined,low,"dedr[entry 2141, DED(N) 1780]","For a similar word, cf. Santali hola'd razor (Pinnow, p. 174). DED(N) 1780."
dedr,d2149,193,3245,3245,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr,d2149,193,3249,3249,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr,d2149,193,3250,3250,installed,printed CDIAL ID,printed-id,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
