Set_ID,Proto_Form,Gloss,Evidence_Keys,Method,Status,Notes
berger-berger-entry-5449,*límśar,"in einem Teil des Kopfes, Migräne",berger-entry-5449|berger-entry-5449-attached-2193-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5492,*zlpur,<rpur -iaṅ Augenlid 250,berger-entry-5492|berger-entry-5492-attached-1308-1|berger-entry-5492-attached-1308-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5494,*tágay- -gaç-,,berger-entry-5494|berger-entry-5494-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-550,*be,"lbe, nachdrücklich oft bée nein, nicht; kann als Prädikat für die verneinte Kopula stehen (Gr. 16. 9.); ; ; ; ; nicht wahr?",berger-entry-550|berger-entry-551-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5503,*táli- -ć-,"einwickeln, -hül- len, verschnüren, in Windeln wik- keln",berger-entry-5503|berger-entry-5503-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5505,*táltar,táltar -iù Vorderbein des Tiers von der Schulter bis zur Fessel; Schulter (des Pferds); gelegentlich: menschlicher Arm,berger-entry-5505|berger-entry-5505-attached-1316-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5508,*du-ltápu-,"mit pl.- subj. du-ltápuya- verwelken, ver- trocknen",berger-entry-5508|berger-entry-5508-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5510,*téś,"die Stelle über den Augenbrauen, pl. Au- genbrauen",berger-entry-5510|berger-entry-5510-dialect-1|berger-entry-9203-attached-948-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5512,*tín,und tin bz.ng. -jó Knochen ; 36; ; ; ; Blutsverwandtschaft ; 352,berger-entry-5512|berger-entry-5512-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5515,*túl- j-,j- nzltul hzng,berger-entry-5515|berger-entry-5515-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5516,*túmal,"Ohr ; ; , Pulverpfanne",berger-entry-5516|berger-entry-5516-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5535,*litúr,"2.litúr manz, hz. auch -ltúro man",berger-entry-5535|berger-entry-5535-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5578,*maalá,,berger-entry-5578|berger-entry-5578-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5579,*máalto,in drei Ta- gen,berger-entry-5579|berger-entry-5579-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5590,*máao ét-,,berger-entry-5590|berger-entry-5590-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5626,*madál,auch madáale,berger-entry-5626|berger-entry-5626-dialect-1|berger-entry-5626-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5663,*maláq ní-,,berger-entry-5663|berger-entry-5663-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5675,*maliám,Salbe,berger-entry-5675|berger-entry-5675-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-568,*béerum,"béurum bei Zeit- und Maßangaben ; 28; ; 10; , sonst béeruman, béuruman, ng. béurumaan, bóorum, bóoru- maan wie viel",berger-entry-568|berger-entry-568-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5702,*meén,alte Milch (im Jahr nach dem Kalben),berger-entry-5702|berger-entry-5908-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5710,*mámut,weibliche Brust,berger-entry-5710|berger-entry-5710-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5768,*maqś,,berger-entry-5768|berger-entry-5768-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5799,*márąyas,"dazu márąyas -śo ng. großer Klotz maraùgoóno ng. s. magaroőni maráq -iććiù hz.ng.` Krümmung, Bie- gung, Kurve",berger-entry-5799|berger-entry-5799-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5815,*máriů,"schön, vorzüglich, her- vorragend",berger-entry-5815|berger-entry-5815-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5881,*máåuś,máwanė zahnloser Rechen für Erde und Dung,berger-entry-5881|berger-entry-5881-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-589,*bélatum,"davon bélatum, ng. béltum adj. welch?, welcher Art?, ng. auch: nun, wie steht’s? sagte ich dir nicht, daß ...? ; béltum in ními-a bée sagte ich nicht, daß er gegangen ist? béltum-a bée hab ich dir’s nicht gleich gesagt?",berger-entry-589|berger-entry-589-dialect-1|berger-entry-589-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5909,*meéniki,davon meéniki alt,berger-entry-5909|berger-entry-5909-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-591,*bélis,"Mutterschaf, das schon geworfen hat",berger-entry-591|berger-entry-591-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5930,*mi,"Gen.-Erg. mii, mée",berger-entry-5930|berger-entry-5930-attached-1656-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5943,*d-ée-mi-,"dazu d-ée-mi- sich versammeln, sich einfinden",berger-entry-5943|berger-entry-5943-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-596,*bépay,"béepay Yak, Grunz- ochse, bos grunniens",berger-entry-596|berger-entry-596-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5975,*mindáo,,berger-entry-5975|berger-entry-5975-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5984,*mír- -ćéć-,homosexuell ver- kehren mit,berger-entry-5984|berger-entry-5984-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5986,*miráas,"Brauch, Regel ; 202",berger-entry-5986|berger-entry-5986-attached-1190-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-599,*bériċ,"bédič -ćo Angehöriger der Schmiede- und Musikerkaste in der Gilgit Agency, Zigeuner, ""Dom"", Schmied, Musiker ; ; ; ; ; 421",berger-entry-599|berger-entry-599-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5990,*mis,mis hz.ng. -śo Enkel ; ; Enkelin {ys. mes) -phát -mis s. ?-phát,berger-entry-5990|berger-entry-5990-dialect-1|berger-entry-6000-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5994,*miśíndo,"hxy, miśíndi z ; sechs",berger-entry-5994|berger-entry-5994-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-5996,*miśsíṅkuċ,"davon miśsíṅkuċ, hz. auch miśíṅuċ sechs Tage",berger-entry-5996|berger-entry-5996-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6006,*di-miy- -ç-,"eines der ""4 y-Verben""",berger-entry-6006|berger-entry-6006-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6040,*móq- -ićć-,,berger-entry-6040|berger-entry-6040-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6041,*du-móőq- -ić-,dazu du-móőq- -ić- ausfallen,berger-entry-6041|berger-entry-6041-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6047,*móṭis,"2móṭis hz.ng. -śo längliches Holz- stück, das in dem Mittelloch",berger-entry-6047|berger-entry-6047-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6059,*sterz,272,berger-entry-6059|berger-entry-6059-attached-1809-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-608,*bése,"verkürzt bes ; ; ; ; u.a. warum?, weshalb?",berger-entry-608|berger-entry-608-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6154,*múśki,Schamhaare,berger-entry-6154|berger-entry-6154-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6163,*muśéq,"ein Knochen in der Nase der Pferde, der, wenn er zu schnell wächst, die Augen trifft und den Tod verursachen kann",berger-entry-6163|berger-entry-6163-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6184,*múu,"Buttermilch, Tee (Kin- dersprache)",berger-entry-6184|berger-entry-6185-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6244,*nána,náni -mu Augap- fel,berger-entry-6244|berger-entry-6244-dialect-1|berger-entry-6245-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6246,*uyúm,der ältere Bruder des Vaters oder der Mutter,berger-entry-6246|berger-entry-10007-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6261,*lnáro,Mühlrad,berger-entry-6261|berger-entry-6261-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6297,*sit,(häufiges Füllsel,berger-entry-6297|berger-entry-8758-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6308,*di-nċhír- -ć-,"überfließen, sich ausbreiten",berger-entry-6308|berger-entry-6308-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6309,*dznċir- -ć-,"dazu dznċir- -ć-, ng. d:nċhir- aus- streuen, ausbreiten, ausspreiten",berger-entry-6309|berger-entry-6309-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6344,*niré -mán-,,berger-entry-6344|berger-entry-6344-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6390,*ohóo,,berger-entry-6390|berger-entry-6390-dialect-1|berger-entry-6390-dialect-2|berger-entry-6390-dialect-3,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6417,*do-óq- -ić-,,berger-entry-6417|berger-entry-6417-dialect-1|berger-entry-6417-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6422,*do-ór- -ć- herab-,niederfallen,berger-entry-6422|berger-entry-6422-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6425,*óśçum,Hüftgürtel,berger-entry-6425|berger-entry-6425-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6579,*pisók,"pusők -ićaħṅ Kalbs- haut, ng. die man ausstopft und neben die Kuh stellt, damit sie weiter Milch gibt, wertlose Haut; Weichling",berger-entry-6579|berger-entry-6579-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-671,*bíiiù,"und pl., ng. biríiù Früchte gedörrt und wie Mehl gemahlen; ng. getrocknete Maulbeeren ge- mahlen",berger-entry-671|berger-entry-671-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6728,*du-phált- -lć-,dazu du-phált- -lć- intr. platzen,berger-entry-6728|berger-entry-6728-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6751,*pháåo,"lpháåo +t- streuen, (aus)säen ; 9",berger-entry-6751|berger-entry-6751-attached-2059-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6768,*ken,,berger-entry-6768|berger-entry-6768-attached-472-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6799,*pharés,"pharís Plantago de- pressa Willd., = eine Wegerich- art, und/oder Plantago lanceolata Linn., = Spitzwegerich, wird roh auf Wunden gelegt",berger-entry-6799|berger-entry-6799-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6841,*phataaqí,,berger-entry-6841|berger-entry-6841-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6869,*phátar- -ćć-,"nepatar, ng. nephatar",berger-entry-6869|berger-entry-6869-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6870,*du-pháłar-,"dazu du-pháłar- sich häuten, schä- len",berger-entry-6870|berger-entry-6870-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6873,*pháṭi,Stirn,berger-entry-6873|berger-entry-6873-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6906,*philál,"Pflanze, die vor dem Frühstück mit Gewürzen, Salz und Chillies roh gegen Durchfall gegessen wird",berger-entry-6906|berger-entry-6906-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6914,*philtå,"Docht; Lunte, Zündschnur",berger-entry-6914|berger-entry-6914-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6916,*phin,"phío, ng. auch ?phiú Fliege",berger-entry-6916|berger-entry-6916-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6919,*phinć,Stock zum Ball- spiel,berger-entry-6919|berger-entry-6919-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6921,*phindár,Warze,berger-entry-6921|berger-entry-6921-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6925,*phínis,"auch -phíniś -nianċ, Lei. ""ephin -ishó"" sg. Haarflechte, die man am Ohr ste- hen läßt, pl. Kopfhaar",berger-entry-6925|berger-entry-6925-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-696,*bilás,"seltener x weibliches Dä- monenwesen, Hexe, frißt Men- schen",berger-entry-696|berger-entry-696-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6963,*phis ét-,furzen,berger-entry-6963|berger-entry-6963-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-6979,*phiṭíriù -mán-,"dazu phiṭíriù -mán- hz.ng. ver- brannt, versengt, von Sonnen- hitze oder Kälte verzehrt werden phiṭíriù man: sehr schnell laufen",berger-entry-6979|berger-entry-6979-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7003,*phópus,phóphus -šśaṅńů Besen,berger-entry-7003|berger-entry-7003-attached-927-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7051,*phulgúuy,phurgúuy -úu- çaů Feder,berger-entry-7051|berger-entry-7051-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7056,*phultíùiś,Blasebalg der Schmiede,berger-entry-7056|berger-entry-7056-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7058,*phun,(der) Tau,berger-entry-7058|berger-entry-7058-attached-2091-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7079,*phurgót,Art wilde Ente,berger-entry-7079|berger-entry-7079-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7096,*phurúù,"ohne Furchen, in schmale glatte Flächen durch Erdwälle",berger-entry-7096|berger-entry-7098-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7113,*phúśban,"Schlinge aus einem Lederriemen, durch die der Riemen des Stiefels",berger-entry-7113|berger-entry-7113-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7130,*phutúniś,Stück bren- nendes oder halb verbranntes Holz,berger-entry-7130|berger-entry-7130-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7178,*qali,"geknüpfter Tep- pich {ys. qalin, u. qālīn, vgl. gaáliřṅ)",berger-entry-7178|berger-entry-7178-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7191,*qáo,"Ho. qháo Ruf, Schrei",berger-entry-7191|berger-entry-7191-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-721,*birágo,"lbirágo hz.ng. -muċ, hz. auch -iśo, NH auch bilágo Füllen, Fohlen",berger-entry-721|berger-entry-721-attached-992-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7234,*qarqaámuċ,"Huhn, Hahn, Henne",berger-entry-7234|berger-entry-7234-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7262,*qíqit -t-,"auch qítqit -t-, ng. qitqít +t-, qotoqóto =t- kitzeln; NH auch: um den Bart gehen, jdm. schöntun",berger-entry-7262|berger-entry-7262-dialect-1|berger-entry-7262-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7273,*di-qhís-,dazu di-qhís- zerrissen werden,berger-entry-7273|berger-entry-7273-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7278,*qistá,"gistá Sauer- teig, Brot mit Sauerteig",berger-entry-7278|berger-entry-7278-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7316,*qulpóħṅgi,"Art philám, von dem Balti Qulpongi eingeführt",berger-entry-7316|berger-entry-7316-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-732,*biráq- -ić-,graben,berger-entry-732|berger-entry-732-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7333,*quré,,berger-entry-7333|berger-entry-7333-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-735,*birdí,Erde,berger-entry-735|berger-entry-735-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7401,*qhairát,davon qhairát Wohlergehen,berger-entry-7401|berger-entry-7402-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7415,*qhalóań,Ruß,berger-entry-7415|berger-entry-7415-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7429,*qham,2qham geschwollener Gaumen,berger-entry-7429|berger-entry-7429-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7450,*gqháqhar,davon gqháqhar NH trockener Wacholderzweig,berger-entry-7450|berger-entry-7450-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7470,*reiben,im Feuer prasseln lassen,berger-entry-7470|berger-entry-7470-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7474,*du-qháår- -ć-,,berger-entry-7474|berger-entry-7474-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7481,*qhár- -ćć-,"dazu -qhár- -ćć- n:qar, ng. neqhar (durch Schlagen oder Hacken Holz, Stein, Porzellan, Walnuß) brechen; sägen, spalten, zerklei- nern",berger-entry-7481|berger-entry-7481-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7486,*qharáåt-,"haften, kleben bleiben",berger-entry-7486|berger-entry-7486-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7489,*qharċ ét-,in die Hände klat- schen ; {ys. xarč),berger-entry-7489|berger-entry-7489-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7501,*qháśiù,"Hinterbacken, Arsch, Hintern",berger-entry-7501|berger-entry-7501-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7515,*qhát,"Mund, Maul ; ; ; ; ; Öffnung: Mündung",berger-entry-7515|berger-entry-7515-dialect-1|berger-entry-7515-attached-1566-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7516,*qháći,"davon -qháći im, in den Mund 10. 14; ; , im Besitz von",berger-entry-7516|berger-entry-7519-attached-1904-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-754,*birpít,,berger-entry-754|berger-entry-754-attached-1407-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7552,*qhiltá,qhaltá -muċ Tasche,berger-entry-7552|berger-entry-7552-dialect-1|berger-entry-7552-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-757,*bisárk- -ić-,nipísar,berger-entry-757|berger-entry-757-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7572,*qhól- -j-,"und -qhőlan- -lai-, L -qĝholin",berger-entry-7572|berger-entry-7572-dialect-1|berger-entry-7572-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-758,*bisárś,auch biċárś -raù Sichel (mit Zähnen wie ei- ne Säge),berger-entry-758|berger-entry-758-attached-2134-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7582,*qhóotal,,berger-entry-7582|berger-entry-7582-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-7589,*qhóqut,"die gefiederte Brust der Hühner, Kropf der Vö- gel, Muskelmagen; ng. auch: Kehlkopf des Menschen",berger-entry-7589|berger-entry-7589-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
