CDIAL_ID,Headword,Status,DEDR_IDs,Confidence,Relation,Direction,Rationale,Evidence
7692,paṭa,no-defensible-target,,,,,CDIAL prefers an Austroasiatic source and names no Dravidian form; apparent Dravidian paṭa forms may themselves be Indo-Aryan loans.,"7692 paṭa m. 'woven cloth' MBh., °aka- m., paṭikā- f. lex., paṭī́- f. Pāṇ.gaṇa. [Cf. paṭṭa-², paṭṭa-³, *palla-³, pallava-². — Prob. with karpaṭa- and karpāsa- ← Austro-as. J. Przyluski BSL xxv 70; less likely with A. Master BSOAS xi 302 ← Drav.]"
7696,paṭaha,installed-proposal,d3082,,,,Already represented by a structured comparison.,"7696 paṭaha m. 'kettle-drum' MBh. [← Mu. (PMWS 88)? or Drav. (T. Burrow BSOAS xii 382)? — Thieme KZ 67, 183 metath. fr. *pahaṭa- < prahr̥ta- 'struck': very doubtful]"
7698,paṭōlá,existing-match,d4250,,,,Already represented by a structured comparison.,"7698 paṭōlá m. 'the gourd Trichosanthes dioeca', n. 'its fruit' Suśr., °lī-, °likā- f. 'a sort of cucumber' lex. [← Drav. T. Burrow BSOAS xii 383: NIA. has a number of variant forms]"
7705,paṭṭana,existing-match,d3868,,,,Already represented by a structured comparison.,"7705 paṭṭana n. 'town' Kauṭ., °nī- f. lex. 2. páttana- n. MBh. [Prob. ← Drav. T. Burrow BSOAS xii 383 and EWA ii 192 with ṭṭ replaced by IA. tt. But its specific meaning as 'ferry' in S. L. P. B. H. does lend support to its derivation by R. A. Hall in Language 12, 133 from *partana- (√pr̥ ~ Lat. portus, &c.). Poss. MIA. pattana-, paṭṭana- '*ferry' has collided with Drav. loanword for 'town']"
7716,paṇava,existing-match,d3893,,,,Already represented by a structured comparison.,"7716 paṇava m. 'drum' MBh. (hypersanskritism in praṇava- m. lex.). [← Drav. T. Burrow TPS 1946, 10]"
7718,paṇḍitá,existing-match,d4004,,,,Already represented by a structured comparison.,"7718 paṇḍitá 'learned, clever' Br̥ĀrUp, m. 'scholar, teacher' MBh. [No certain etymology. EWA ii 197 poss. < *prajñita- (cf. paṇḍā- f. 'wisdom' ~ prajñā́-) > MIA. *paṇṇita- > paṇḍita- as hypersanskritism, reversing Pk. ṇṇ ~ Sk. ṇḍ. H. W. Bailey BSOAS xxiv 479 connects rather with Khot. pandara 'foolish' (see paṇḍá-). DED 3299 ← Drav. with (?)]"
7780,padrá,installed-proposal,d4018,,,,Already represented by a structured comparison.,"7780 padrá m. 'village, road in a village' lex. [← Drav. cf. Kur. padda 'village'? — Whether or not connected with pallī¹ (also ← Drav.), scarcely, with EWA ii 236, hyper-sanskritism for this, since NIA. forms attest early padra-]"
7781,panasá,existing-match,d3988,,,,Already represented by a structured comparison.,"7781 panasá m. 'the breadfruit tree Artocarpus integrifolia' MBh., n. 'its fruit' Suśr. 2. *phanasa-, cf. phalasá-, phalina- m. lex. [Prob. ← Drav. EWA ii 209 with lit.]"
7972,"pallī-¹,",existing-match,d4018,,,,Already represented by a structured comparison.,"7972 pallī-¹, °li- f. 'small village' Kathās., 'hut' lex. [← Drav. Tam. paḷḷi T. Burrow TPS 1946, 10: see padra-]"
8031,pāṭaka,existing-match,d4018 d4064,,,,Already represented by a structured comparison.,"8031 pāṭaka m. 'quarter of a town or village'. [← Drav. T. Burrow BSOAS xii 383, but perh. same as pāṭa- EWA ii 245]"
8042,*pāḍḍa,existing-match,d3881,,,,Already represented by a structured comparison.,"8042 *pāḍḍa 'young of buffalo or goat', paḍḍika- m. 'calf' lex. 2. *pēḍḍa-. [Cf. *kaḍḍa- and *paṣṭha-. — Prob. ← Drav. DED 3208]"
8150,*piccikā,existing-match,d4143,,,,Already represented by a structured comparison.,"8150 *piccikā 'mucus in the eyes'. [Cf. piccaṭa- m. 'ophthalmia', piñjaṭa- m. 'excretion from the eyes' lex. which are ← Drav. T. Burrow BSOAS xii 384]"
8151,piccha,existing-match,d4226,,,,Already represented by a structured comparison.,"8151 piccha n. 'tail-feather' MBh., °chaka- m.n. lex., °chikā- f. 'a kind of chowrie, bunch of peacock's feathers (?)' Ratnāv. 2. *piñja-². [piñjā- f. 'switch' lex., piñjalī- f. 'bunch of grass' Gobh., °la- n. lex., piñjulá- n. PārGr̥., piñjūlī- f. Kauś., (with darbhá-) °lá- n. MaitrS., piñjīlá- n., puñjīla- n. TS. — If *piñja- 'bunch' (~ puñja- 'heap'?) is the earlier word, then piccha-, (Pa.) piñcha- '*bunch of tail-feathers' are poss. from *piñja- X púccha-. Neither EWA ii 271 (piccha- and púccha- < *pr̥ṣṭhya-) nor T. Burrow BSOAS xi 348 (← Drav., contested in PMWS 132) are convincing]"
8154,picchā,existing-match,d4134,,,,Already represented by a structured comparison.,"8154 picchā f. 'scum of boiled rice' Pāṇ., 'slimy saliva' Car., 'gum of Bombax heptaphyllum' lex. [Cf. *piccikā-, piccaṭa-. — Non-Aryan EWA ii 271; prob. ← Drav. T. Burrow TPS 1945, 110, poss. ← Mu. Kuiper Myth 9]"
8168,píṇḍa,existing-match,d4162,,,,Already represented by a structured comparison.,"8168 píṇḍa m. 'lump, clod, piece' RV., 'mouthful, ball of rice &c.' Gr̥Śr., 'calf of leg' Mālatīm., piṇḍaka- m.n. 'lump' Suśr., °ḍī- f. 'lump, lump of food' Āpast., °ḍikā- f. 'any fleshy swelling, esp. calf of leg' Yājñ. (cf. piṇḍilá- 'having large calves' lex. and → Psht. paṇḍaī 'calf of leg' EVP 57). [For 'lump' see also piḍaka-, *pēṇḍa-, *pēṇḍha-, *pēḍa-, *pēḍha-, *pēnda-, *pēntha, *puṇḍa-, *pōdda-, *pōnda-. This variety of phonetic form suggests non-Aryan (← Mu. PMWS 142, 162; ← Drav. T. Burrow TPS 1946, 23) rather than IE. origin EWA ii 275. P. Thieme's derivation < *piṁṣṭa- (ZDMG 93, 133) is phonetically unacceptable]"
8181,pittá,installed-proposal,d4142,,,,Already represented by a structured comparison.,"8181 pittá n. 'bile' AV. [~ pīta-²: cf. pittala- 1 and 2 ~ pītala-¹ the NIA. forms of which show some inconsistencies. Prob. with PMWS 92 ← Mu. rather than with T. Burrow BSOAS xi 345, xii 385 ← Drav. See EWA ii 292]"
8214,*pilla,existing-match,d4198,,,,Already represented by a structured comparison.,"8214 *pilla 'small, child, young of animal', pillika- m. 'chicken' Mānas. [← Drav. Tam. piḷḷai DED 3449, LM 368]"
8240,pīlu,existing-match,d4312,,,,Already represented by a structured comparison.,8240 pīlu² m. 'worm' lex. [← Drav. EWA ii 296 with lit.]
8253,puṭa,installed-proposal,d4452,,,,Already represented by a structured comparison.,"8253 puṭa m.n. 'cavity, small receptacle, fold' MBh. (ūṣapuṭá- MaitrS.), °ṭaka- n. MBh., °ṭī- f. Śāntiś., -pūṭikā- f. Pañcat. [For poss. IE. origin see EWA ii 300. But with *pōṭṭa-¹ prob. non-Aryan (and poss. conn. with 'hollow' words having initial pō- s.v. *pōka-): ← Drav. T. Burrow TPS 1945, 111 or ← Mu. PMWS 148?]"
8256,*puṭṭa,existing-match,d4259,,,,Already represented by a structured comparison.,"8256 *puṭṭa² 'small, dwarfish', puṭṭáyati 'is or becomes small' Dhātup. [With T. Burrow BSOAS xii 385 ← Drav. (Kan. Tu. puṭṭa 'small, dwarfish' etc. DED 3498)]"
8264,*putta,existing-match,d4335,,,,Already represented by a structured comparison.,"8264 *putta² 'insect', puttikā- f. 'white ant' Mn. (Sanskritized as putra-² m. 'small animal' Car., putraka-² m. 'id.' Suśr., 'grasshopper' lex.). 2. *puttala-², puttalikā-² f. 'fly' Yaśast.com. [Like (pipīlika-)puṭa- n. 'anthill' MBh., ← Drav. T. Burrow TPS 1945, 111, EWA ii 304 (Tam. puṛṛu, Kan. puttu, Tel. puṭṭa, Prj. putkal 'white ant hill': DED 3556)]"
8313,pūga,existing-match,d4048,,,,Already represented by a structured comparison.,"8313 pūga² m. 'Areca catechu', n. 'its nut' Suśr. [← Drav. T. Burrow BSOAS xii 386]"
8391,*pōka,existing-match,d4452 d4455,,,,Already represented by a structured comparison.,"8391 *pōka 'hollow'. 2. *pōkkala-. 3. *pōkkhara-. 4. *pōggala-. 5. *pōṅka-¹. 6. pōṅga-¹. 7. *phōkka-. 8. *phōkkara-. 9. *phōṅka-. [See also *pōcca-¹, *pōḍa- (pōra-¹, *pōla-, *pōlla-, *phōra-, *phōlla-), *phōttara-, *pōppa- (*phōppha-, *phōmpha-), *phōssa-, *bhōkka- (*bhōṅka-², *bhōṅga-), *bhōsa-. — Prob. ← Drav. which has similar series of words DED 3646]"
8399,"pṓta-¹,",existing-match,d4587,,,,Already represented by a structured comparison.,"8399 pṓta-¹, °aka- m. 'young of animal or plant' MBh. 2. *pōtara-. 3. *pōtala-, pōtalaka- m. 'young animal' BHSk., gōpōtalikā- f. 'heifer' Pat. 4. *pōtāla. 5. *pōtta¹. 6. *pōṭṭa³. 7. *pōna¹. 8. *pōttha¹. 9. *phōta. 10. *phōtta². [Variety of form points to non-Aryan origin (scarcely with Wackernagel AiGr ii 2, 591 < putrá): prob. with T. Burrow BSOAS xii 386 ← Drav. Tam. pōttu &c. DED 3748. — Cf. pōṭā- f. 'female slave', pōṭaka- m. 'servant' KātyŚr. com. — See also *pōṅga²]"
8400,pōta,existing-match,d4352 d4515,,,,Already represented by a structured comparison.,"8400 pōta² m. 'cloth', pōtikā- f. lex. 2. *pōtta-² (sanskritized as pōtra-² n. 'cloth' lex.). 3. *pōttha-² ~ pavásta- n. 'covering (?)' RV., 'rough hempen cloth' AV. T. Chowdhury JBORS xvii 83. 4. pōntī- f. 'cloth' Divyāv. 5. *pōcca-² < *pōtya- ? (Cf. pōtyā = pōtānāṁ samūhaḥ Pāṇ.gaṇa. — pṓta-¹?). [Relationship with prōta- n. 'woven cloth' lex., plōta- 'bandage, cloth' Suśr. or with pavásta- is obscure: EWA ii 347 with lit. Forms meaning 'cloth to smear with, smearing' poss. conn. with or infl. by pusta-² n. 'working in clay' (prob. ← Drav., Tam. pūcu &c. DED 3569, EWA ii 319)]"
8794,pravāḍa,existing-match,d3998,,,,Already represented by a structured comparison.,"8794 pravāḍa m.n. 'coral' BHSk., pravāla-², prabāla- m.n. MBh. [← Drav., Tam. pavaram &c., DED 3295]"
9011,prōñchati,existing-match,d4352,,,,Already represented by a structured comparison.,"9011 prōñchati 'wipes off' Mr̥cch. [Connexion with √uñch 'glean' (EWA i 100) is semant. difficult and derivation from *pramr̥kṣ- (P. Tedesco JAOS 77, 195) phonet. unacceptable in view of absence of -m- in Pa. and Si. or of nasalization in some MIA. and NIA. forms. But prōñch- could be sanskritization of MIA. *poṁch- which, with its variety of forms (Pa. puñch-, puñj-, Pk. puṁch-, pucch-, puṁs-, pus-, phuṁs-) and p- in NW is perh. ← Drav. (Tam. pūcu 'to smear, rub, wash', Kan. pūsa 'to smear, rub', Tu. pūjuni, Tel. pūyu: DED 3569)]"
9040,phaṭa,existing-match,da47,,,,Already represented by a structured comparison.,"9040 phaṭa n. 'expanded hood of snake' MBh. 2. *phēṭṭa-². [Cf. phuṭa- m., °ṭā- f., sphuṭa- m. lex., °ṭā- f. Pañcat. (Pk. phuḍā- f.), sphaṭa- m., °ṭā- f., sphōṭā- f. lex. and phaṇa-¹. Conn. words in Drav. T. Burrow BSOAS xii 386]"
9064,phalgú,existing-match,d4562,,,,Already represented by a structured comparison.,"9064 phalgú³ 'small, pithless' VS., phalgvà- 'weak (of voice)' RV. [Poss. connexions in Drav. or Mu. EWA ii 396. — Cf. other 'defective' words in list s.v. phakka-]"
9072,phā́la,no-defensible-target,,,,,"CDIAL proposes only possible areal phonological influence on an inherited Indo-Iranian ploughshare word, without a specific Dravidian target.","9072 phā́la¹ m. 'ploughshare' RV., 'mattock' R. [Cf. phala-⁵ n. 'ploughshare' lex.: prob. conn. phálati². Poss. < *spāla- ~ Ir. *spāra- in Pers. supār, Sar. spur (EVP 68). If so, it may have been influenced by Mu. or Drav. to account for early ph- (cmpds. also show -ph-, not -pph-): EWA ii 397 with lit. — √phal]"
9115,baka,existing-match,d5206,,,,Already represented by a structured comparison.,"9115 baka- m. 'the bird Ardea nivea' Mn. [Prob. onom. in origin: hence retention of -kk-, -k-, -g- in MIA. and NIA. forms (as also in Drav. T. Burrow BSOAS xii 387): see EWA ii 400 and W. Wüst IL Turner Jubilee Vol. i 336, 347]"
9116,bakula,existing-match,d4619,,,,Already represented by a structured comparison.,"9116 bakula m. 'the tree Mimusops elengi', n. 'its flower' MBh. 2. vakula- m.n. MBh. 3. makula-¹, makura-¹ m. lex. [Prob. of same non-Aryan origin as Drav. words for this tree, e.g. Kan. pagaḍe, Tel. pogaḍa DED 3148. — Cf. similar interchange of initials in mukula-]"
9124,baṇḍá,installed-proposal,d1688,,,,Already represented by a structured comparison.,"9124 baṇḍá 'maimed (in hands, feet or tail)' AV., 'impotent' ŚrS.com. 2. *baṇḍha-. 3. *baḍu- (cf. baṭu-). 4. *baḍḍu-. 5. *baḍḍhu-. 6. *bāḍa-. 7. *bāṇṭa-. [Scarcely with P. Tedesco JAOS 65, 86 < vr̥ddha- 'cut', but one of a series of words with initial labial expressing a defect of body, mind or character, whether of Mu. (PMWS 95) or Drav. origin (T. Burrow BSOAS xii 387): cf. paṇḍá-, *phaṇṭa-, *bhaṇḍu-, vaṇṭa-². Of these at least vaṇṭa-² is poss. an IA. deformation of Indo-ir. *vanta- in Khot. vanda 'short', Bal. gwand, Par. γanȫ́kȫ IIFL i 256 (cf. kuṇṭha- ~ Pers. kund) associated with similar Mu. or Drav. words. — Full list of 'defective' words with initial b- and bh- s.v. *bukka- ⁴. Similar series s.vv. kuṇṭha-, *ṭuṇṭa-², *naṭṭa-, phakka-, maṭṭa-, *rakka-, *lakka-¹, *śaṭṭa-]"
9245,bíla,existing-match,d5432,,,,Already represented by a structured comparison.,"9245 bíla¹ n. 'cave, hole, pit, opening' RV., billa- n. 'hole, reservoir' lex. 2. vila- n. BhP. 3. *vira-². [Variation of b- and v- and of -l-, -ll-, -r- and (if nibiḍá- 'dense' ~ virala- 'sparse' belongs or if, with basic mng. 'split' conn. viḍa- m. 'piece' W., bila- m.n. BHSk.) -ḍ- supports origin from Drav. word-group DED 4459, T. Burrow BSOAS xii 388. Conn. bilati, bēlayati, vē° 'splits' Dhātup.?]"
9248,bilvà,existing-match,d5509,,,,Already represented by a structured comparison.,9248 bilvà m. 'the wood-apple tree Aegle marmelos' AV. [Of Drav. origin DED 4535]
9321,*bōll,existing-match,d5204,,,,Already represented by a structured comparison.,"9321 *bōll 'speak'. [bahu-bōllaka- m. 'great talker' Divyāv. L. Schwarzschild JAOS 77, 205 derives Ap. vollaï 'speaks' from Pk. vayaï (< vádati and vákti) ~ vutta- (< uktá-, with o in inf. vottuṁ, fut. vocchami) after type ṇutta- ~ ṇollaï (< *nud-la- ?). If so, early appearance of b- in Pk. and BHSk. (only b- forms are attested in NIA.) may be due to collision with MIA. forms of brávīti in which abnormal sound-change in a word of 'saying' produced bēmi (< brávīmi), pres. part. beṁta-. Borrowing from Drav. word-group of Tam. vakuḷi DED 4256 (J. Bloch BSOS v 742) is very doubtful]"
9571,*bhūva,existing-match,d4358,,,,Already represented by a structured comparison.,"9571 *bhūva 'fine hair'. [In Drav. cf. Mal. pūṭa 'down of birds, wool, fine hair', Nk. būr 'down, fine feathers', &c. DED 3575?]"
9702,maggūśa,existing-match,d4900,,,,Already represented by a structured comparison.,"9702 maggūśa m. 'mongoose' Bhoj., madguśa- m. Hem. [← Drav. DED 4014]"
9704,máṅkatē,existing-match,d4750,,,,Already represented by a structured comparison.,"9704 máṅkatē 'moves' Dhātup. [Cf. maṅkú- 'staggering (?)' ŚBr. (durmaṅku- 'refractory' lex.), Pa. maṅku-, BHSk. maṅku-, maṅgu-, madgu- 'disturbed in mind' BHS ii 414, which EWA ii 547 considers not of Drav. origin (see DED 3890)]"
9720,mañjú,no-defensible-target,,,,,"No Dravidian form resembling mañju 'charming' was found; semantic matches such as PDr *nal 'good, beautiful' are formally arbitrary.","9720 mañjú 'charming, lovely' MBh. [Poss. ← Drav. J. Bloch BSOS v 741, T. Burrow BSOAS xii 389]"
9721,mañjūṣā,existing-match,d4640,,,,Already represented by a structured comparison.,"9721 mañjūṣā f. 'box, chest' MBh. [Poss. ← Drav. cf. DED 3791]"
9742,máṇḍala,installed-proposal,d4919,,,,Already represented by a structured comparison.,"9742 máṇḍala n. 'disc' ŚBr., 'ball for playing' MBh., 'circle, district' AVPariś., adj. 'circular' VarBr̥S., maṇḍalaka- n. 'disc' Yājñ., °likā- f. 'group' Śiś. 2. *mandala-. 3. *maṇḍa-⁷ (in maṇḍacaravant- 'having a noose' BaudhŚr.?). 4. *manda-. [P. Tedesco's derivation (JAOS 65, 84) from *vr̥tta-la- is phonet. unacceptable. Variation of ṇḍ with nd, if the words in Bshk. Tor. K. for 'thigh' belong, supports non-Aryan origin, for which T. Burrow's proposal (BSOAS xii 389) of Drav. *mŏṇḍale (> Tam. muṭalai 'globe, ball') is attractive]"
9748,matkuṇa,existing-match,d5106,,,,Already represented by a structured comparison.,"9748 matkuṇa² m. 'tuskless elephant, beardless man', °ṇā- f. 'pudendum muliebre before growth of hair' lex. [PMWS 40 connects with kuṇṭha- ← Mu., but rather ← Drav. (Tel. mokkaḍi 'elephant with short tusks', Tam. mokku 'bluntness', mokkaṇ 'stout person or thing') DED 4192-3]"
9865,mayū́ra,existing-match,d4642,,,,Already represented by a structured comparison.,"9865 mayū́ra m. 'peacock' VS., in cmpds. RV., mayūrī́- f. 'peahen' RV. 2. *mōra-. 3. *majjūra- (< *mayyūra- with early eastern change -yy- > -jj- ?). [mayūka-, marūka-¹ m. lex. — J. Bloch BSL 76, 16 ← Drav. (cf. DED 3793); J. Przyluski BSL 79, 100 ← Austro-as. (cf. also Savara mā́rā 'peacock' Morgenstierne); H. W. Bailey BSOAS xx 59, IL 21, 18 connects with Khot. murāsa- as orig. an Indo-ir. colour word. — EWA ii 587 with lit.]"
9882,markáṭa,existing-match,d4626,,,,Already represented by a structured comparison.,"9882 markáṭa¹ m. 'monkey' VS., markaṭī- f., °ṭaka- m. lex., maṅkaḍa- m. Schmidt Nachtr. [Poss. ext. with -ṭa- of marka- m. BhP. which may be ← Drav. Kan. maṅga 'monkey' T. Burrow BSOAS xii 389 and DED 3777]"
9907,malla,existing-match,d4730,,,,Already represented by a structured comparison.,"9907 malla¹ m. 'wrestler by profession, athlete' MBh., 'member of a mixed caste' Mn. [← Drav., Tam. mallaṉ 'wrestler' &c. DED 3871]"
9909,malla,existing-match,d4744,,,,Already represented by a structured comparison.,"9909 malla³ m. 'bowl' Divyāv., °aka- m. 'bowl of coconut shell' lex., 'any vessel' Divyāv., mallī-, °likā- f. lex. Corresponding forms in Drav., Tam. mallam &c. DED 3884]"
9913,mallikā,existing-match,d4987,,,,Already represented by a structured comparison.,"9913 mallikā f. 'Jasminum zambac' MBh., mallā-, °li- f. lex. [Cf. mālikā- f. 'a kind of jasmine' lex., mālatī- f. 'J. grandiflorum' Kāv., and Drav., Tam. mullai &c., DED 4090. — P. Tedesco's derivation (JAOS 67, 100) < *vr̥tti- phonet. unacceptable even if ultimately of same non-Aryan origin as vallī-, vēlli-¹]"
9919,maṣati,existing-match,d4628,,,,Already represented by a structured comparison.,"9919 maṣati '*rubs, crushes' ('hurts' Dhātup.). [Cf. maṣaṁ (v.l. °ṣiṁ) kārayati 'grinds to powder' ŚāṅkhGr̥., maṣmaṣā́karōti AV., masmasā́- TS. ŚBr., mr̥smr̥sā́° MS. (EWA ii 604 of onom. origin rather than with J. Bloch BSOS v 741 ← Drav., Kan. masagu 'to rub' &c., in DED 3779). K. with -h- indicates earlier -ṣ- or -ś-, which would allow collision with mr̥śáti 'grasps, seizes' AV. (Pa. only in cmpds. āmasati, parimasati) as the origin. Prob. in MIA. onom.(?) maṣ- and maś- (< mr̥śáti) collided, and were further influenced by Drav. forms. The variety of extensions in the NIA. verbs indicates their popular character and possible non-Aryan influences]"
9920,máṣi,existing-match,d5101,,,,Already represented by a structured comparison.,"9920 máṣi m.f. (MW.), °ṣī- f. (VarBr̥S.), masi- m.f. (Lalit.), °sī- f. (Suśr.), maśĭ̄- (BHSk.) 'black powder, lampblack, ink' Suśr. [← Drav., Tam. mai &c., DED 4187]"
9996,*māḍa,existing-match,d4796,,,,Already represented by a structured comparison.,"9996 *māḍa² 'upper storey of a house'. [mālaka- m. 'raised pavilion or balcony' Siṁhās. (see S. Lévi BSOS viii 623), mālikā- f. 'whitewashed upper-storeyed house' lex., māḍi- f. 'palace' lex. — ← Drav., Tam. māṭam 'storeyed house', Kan. māḍi 'upstair house', &c. DED 3930. Cf. mēṭa- m. 'whitewashed storeyed house' lex. also ← Drav. ib.]"
10055,māma,existing-match,d4813,,,,Already represented by a structured comparison.,"10055 māma m. 'uncle' Pañcat., °aka- m. lex. [Nursery word: similar words in Drav. DED 3945]"
10059,mā́yatē,installed-proposal,d295 d63,,,,Already represented by a structured comparison.,"10059 mā́yatē mā́ti 'measures' Dhātup. [Cf. mímītē 'measures' RV., 'corresponds in measure, is large enough for' BhP., 'is contained in' Kāv. — Poss., though not necessary, Drav. semantic influence, cf. Tam. aḷava 'measure' ~ Tel. aḍapu 'be contained' A. Master BSOAS xii 359. — √mā]"
10086,mā́rtsna,no-defensible-target,,,,,"CDIAL explicitly rejects Bloch's Dravidian derivation; this is a negative citation, not a comparison to install.","10086 mā́rtsna 'finely ground' ŚBr. [mr̥tsná- m. 'powder' Suśr. -masiná- 'finely powdered' lex., masr̥ṇa- 'soft, tender' Kāv. are sanskritized forms of MIA. and not with J. Bloch BSOS v 741 ← Drav. (see maṣati): EWA ii 605 with lit. — √mr̥d]"
10092,mā́lā,existing-match,d4827,,,,Already represented by a structured comparison.,"10092 mā́lā f. 'wreath, garland' Gr̥S., mālikā- f. lex. [← Drav., Tam. mālai 'wreath' &c. DED 3954, EWA ii 628 with lit. Derivation from *vr̥tman- (P. Tedesco JAOS 67, 87) is phonet. unacceptable]"
10140a,mīná-,existing-match,d4885,,,,Already represented by a structured comparison.,"10140a mīná-¹ m. 'fish' Mn. [← Drav. Tam. mīṉ &c., DED 3999]"
10144,mukuṭa,existing-match,d4888,,,,Already represented by a structured comparison.,"10144 mukuṭa m.n. 'tiara, crest, point, head' MBh., makuṭa- Divyāv. [← Drav., Tam. mukaṭu 'top' &c., DED 4002; mauli- m.f. 'diadem, etc.' MBh. is MIA. (cf. EWA ii 694)]"
10146,mukula,existing-match,d4893,,,,Already represented by a structured comparison.,"10146 mukula n. 'bud' Suśr., makula-² n. lex. 2. mukura-, makura-² n. lex. 3. *bakula-². [Cf. similar interchange of initial in bakula-¹. — ← Drav., Tam. mokkuḷ &c., DED 4007; also mudgara-² m. 'bud' lex. with same variation of -k- ~ -dg- as in mukuṣṭha-]"
10150,*mukka,installed-proposal,d4932,,,,Already represented by a structured comparison.,"10150 *mukka¹ 'blow with fist'. [Prob. ← Drav., Prj. muṭka 'blow with fist', Kur. muṭkā 'fist', DED. 4041]"
10152,muktā,existing-match,d4959,,,,Already represented by a structured comparison.,"10152 muktā f. 'pearl' Mn. [Sanskritization of MIA. muttā- (Lüders PhilInd 179 < *mūrtā-: mūrtá-; but rather, with mutya- n. lex., ← Drav., Tam. muttu, muruntu &c., DED 4062)]"
10186,muṭáti,existing-match,d4927 d4932 d5037,,,,Already represented by a structured comparison.,"10186 muṭáti '*twists' ('kills, grinds' Dhātup.) 2. mṓṭati (v.ll. mṓḍati, múṇṭati, múṇḍati) Dhātup., mōṭayati 'kills' Mr̥cch., gala-mōṭana- n. 'strangling' Śukas., aṅguli-mōṭana- n. 'snapping of fingers' lex. 3. *mōṭyatē 'is twisted'. 4. *muruṭati, *murōṭati. [Cf. mū́ta- m.n. 'woven basket' TBr., mū̆ṭa-, mōṭa-¹, mūtōḍī (Pa. mū̆tōḷī-, v.l. mū̆ṭōlī- with which compare *murōṭati above) 'basket, bundle' BHSk. ← Drav. (Tam. muṭai 'to plait, braid' DED 4036, mūṭai 'bundle' DED 4134 prob. unconnected with muṭai). Partly (cf. galamōṭana-) collides with muṭáti 'ākṣēpē, pramardanē' Dhātup.← Drav. (Tam. muṭṭu 'to dash against' DED 4041) and poss. infl. by √mr̥d (see múṇṭati). Cf. also *mōṭa-² 'wicker stool' (J. C. W.). — √muṭ]"
10191,muṇḍa,existing-match,d4948 d5114 d5115,,,,Already represented by a structured comparison.,"10191 muṇḍa¹ 'shaved, bald, lopped' MBh., 'hornless' VarBr̥S., 'blunt' Kathās., m. = °aka- m. 'trunk of lopped tree' lex. [Prob. of Drav. origin (A. Master BSOAS xii 354) with coalescence of two Drav. wordgroups (DED 4199, 4200); less likely Mu. connexions (J. Przyluski BSL xxx 199, PMWS 102). Not with P. Thieme ZDMG 93, 134 < *mr̥ṁṣṭa- nor with P. Tedesco JAOS 65, 82 < vr̥ddha-² 'cut'. In IA. it forms part of 'defective' word-group s.v. *muṭṭa-¹ with all variations characteristic of such groups. — Cf. *muṇḍa-² 'lump']"
10209,"muraṅgī-,",existing-match,d4982,,,,Already represented by a structured comparison.,"10209 muraṅgī-, °ruṅgī- f. 'Moringa pterygosperma'. [← Drav., Tam. muruṅkai etc., DED 4085]"
10210,muraja,existing-match,d4973,,,,Already represented by a structured comparison.,"10210 muraja m. 'tambourine' MBh., °jā- f. 'large drum' lex. [← Drav., Tam. muracam etc., DED 4076. — Cf. muralī-]"
10214,muralī,existing-match,d4973,,,,Already represented by a structured comparison.,"10214 muralī f. 'flute, pipe' lex. [← Drav., Tam. muraḷi &c., DED 4076. — Cf. muraja-]"
10223,músala,installed-proposal,d4628,,,,Already represented by a structured comparison.,"10223 músala m.n. 'pestle' AV., 'club' Mn., musra- n. lex. 2. *muṣala- or *muśala-. [s after u and in NIA. variation of ū with u point to non-Aryan origin (J. Bloch BSOS v 741 ← Drav.: see also maṣati)]"
10233,mūta,existing-match,d4921 d5037,,,,Already represented by a structured comparison.,"10233 mūta m.n. 'basket' TBr., '*bundle', mūtaká- n. 'little basket' ŚBr., mūtōḍī- f. BHSk. 2. mūṭa-, muṭa- m.n. 'basket, bundle' Kāraṇḍ. 3. *muṭṭa-³. 4. *mūṭha-. 5. *muṭṭha-². 6. mōṭa-¹ m. 'bundle' Divyāv. 7. *mōṭṭa-². 8. *mōṭha-¹. [← Drav. cf. Tam. muṭi 'knot, tuft, bundle' &c. DED 4030, Tam. muṭai 'to plait, braid' &c. (see muṭáti), and Tam. mūṭai, mūṭṭai 'sack, bundle' &c. DED 4134. — For mng. 'capital sum &c.' see also *mūḍa- s.v. mū́la-]"
10250,mū́la,existing-match,d5004,,,,Already represented by a structured comparison.,"10250 mū́la (mū́ra- AV.) n. 'root' RV., mūlaka- 'arising from' MBh., m.n. 'radish' Mn., mūlikā- f. 'root used in magic' Pañcat. 2. *mūḍa-. [Despite early occurrence and proposed connexion with Gk. μω̑λυ (IEW 750), variation of -l/r- ~ -ḍ- supports non-Aryan, perh. Drav., origin: cf. Tam. muḷā, muḷḷaṅki 'radish' &c., DED 4105. Prob. only chance resemblance with L. and Bi. forms of MIA. muḍḍha- < mūrdhán- with meaning of 'root']"
10313,*mētthī,existing-match,d5072,,,,Already represented by a structured comparison.,"10313 *mētthī 'the potherb fenugreek (Trigonella foenum graecum)'. [mēthī- f. Pañcad., mēthikā-, mēthinī-, manthā-², vēdhanī- f. lex. — ← Drav. cf. Tam. mēti, mentiyam, vental, &c. DED 4161]"
10970,lalā́ṭa,existing-match,d3705,,,,Already represented by a structured comparison.,"10970 lalā́ṭa n. 'forehead, brow' AV., rarā́ṭa- VS. 2. niṭāla- n. Kāv., niṭala-, niṭila- n. Daś. [niṭā̆la- (~ lalā́ṭa-) later ← Drav., Tam. nutal, &c. DED 3069, 3118]"
