Proto_Nuristani_ID,Proto_Nuristani_Form,Proto_Nuristani_Gloss,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Evidence,Candidate_Count,Anchor
n2385,čapa-ṭa,,4696.1,*čar-pa-,flat,numeric IA ancestor,1,OIA *čar-pa- “flat”
n2387,ćaćum,,12426.1,čanču-mâra-,crocodile; kind of lizard,numeric IA ancestor,1,PAr čanču-mâra- “crocodile; kind of lizard”
n2388,čavala,slope,,,,no structural IA candidate,0,
n2390,čâ,,4681,čâya-,earthen rampart,numeric IA ancestor,1,OIA čâya- “earthen rampart”
n2391,čâṭ,,4738,*čâṭṭa-,pot,numeric IA ancestor,1,OIA *čâṭṭa- “pot”
n2392,ćarâm,,12405,čâr-,kind of bird (mynah),numeric IA ancestor,1,PAr čâr- “kind of bird (mynah)”
n2393,čâra,,4754,čâr-a,one who moves about; spy,numeric IA ancestor,1,OIA čâr-a “one who moves about; spy”
n2394,čâra-,,4754,čâr-a,one who moves about; spy,numeric IA ancestor,1,OIA čâr-a “one who moves about; spy”
n2395,čâra-la,,4754,čâr-a,one who moves about; spy,numeric IA ancestor,1,OIA čâr-a “one who moves about; spy”
n2396,čâtr,,4743,čâttra-,spindle,numeric IA ancestor,1,OIA čâttra- “spindle”
n2398,čiâk,wicker basket,,,,no structural IA candidate,0,
n2399,ćiu,,13386,čika-ta-:-,sand; gravel,numeric IA ancestor,1,PAr čika-ta-:- “sand; gravel”
n2401,ša,,13386,šika-ta-:-,sand; gravel,numeric IA ancestor,1,OIA šika-ta-:- “sand; gravel”
n2402,čiŋ,,4778,*čikk-,press; squeeze,numeric IA ancestor,1,OIA *čikk- “press; squeeze”
n2403,čikala,,4780,čikka-,gummy matter,numeric IA ancestor,1,OIA čikka- “gummy matter”
n2404,čikara,,4780,čikka-,gummy matter,numeric IA ancestor,1,OIA čikka- “gummy matter”
n2405,či,,4798,č′iti-,layer; pile,numeric IA ancestor,1,OIA č′iti- “layer; pile”
n2406,čit,,4799,čit-t′a-,thinking; mind,numeric IA ancestor,1,OIA čit-t′a- “thinking; mind”
n2407,čitân,,4799,čit-t′a-,thinking; mind,numeric IA ancestor,1,OIA čit-t′a- “thinking; mind”
n2409,čit-,,4815,čint-′ay-a-ti,thinks; cares for,numeric IA ancestor,1,OIA čint-′ay-a-ti “thinks; cares for”
n2410,čima-gu,metal scraps,,,,no structural IA candidate,0,
n2411,čima-dor,frying pan,,,,no structural IA candidate,0,
n2412,čima,,14496,či:mara-,copper; iron,numeric IA ancestor,1,OIA či:mara- “copper; iron”
n2413,čâṭa,,4904,*čeṭṭa-,defective,numeric IA ancestor,1,OIA *čeṭṭa- “defective”
n2415,čuk-vâni,Chugani,,,,no structural IA candidate,0,
n2416,čuču,,4855.1,čučču-,female breast,numeric IA ancestor,1,OIA čučču- “female breast”
n2417,čuk,,4855.1,čučču-,female breast,numeric IA ancestor,1,OIA čučču- “female breast”
n2420,čusṭ,piece of wood,,,,no structural IA candidate,0,
n2422,ćupa-,,,,,no structural IA candidate,0,
n2423,čum,earthquake,,,,no structural IA candidate,0,
n2424,čoṛa,,4883.1,č′u:ḍa-,protuberance; topknot,numeric IA ancestor,1,OIA č′u:ḍa- “protuberance; topknot”
n2425,čom,torch wood,,,,no structural IA candidate,0,
n2426,ćpâi,,12766.1,čvâvidʱ-,porcupine,numeric IA ancestor,1,PAr čvâvidʱ- “porcupine”
n2428,špâi,,12766.1,švâvidʱ-,porcupine,numeric IA ancestor,1,OIA švâvidʱ- “porcupine”
n2429,ča˜,,4961,čhaga-na-,goat,numeric IA ancestor,1,OIA čhaga-na- “goat”
n2430,c̣aṇa,,4961,čhaga-na-,goat,numeric IA ancestor,1,OIA čhaga-na- “goat”
n2431,c̣aṇi,,4961,čhaga-na-,goat,numeric IA ancestor,1,OIA čhaga-na- “goat”
n2436,ǰâši,Jâši,,,,no structural IA candidate,0,
n2437,ǰâta,other,,,,no structural IA candidate,0,
n2438,ǰâlik,omasum,,,,no structural IA candidate,0,
n2439,ǰâmač,,,,,no structural IA candidate,0,
n2442,ǰur-,,,,,no structural IA candidate,0,
n2443,ǰur-,,5304,ǰv′ar-a-ti,is feverish,numeric IA ancestor,1,OIA ǰv′ar-a-ti “is feverish”
n2444,ẓâṛ,,5321.1,*ǰʱagaḍ-,quarrel,numeric IA ancestor,1,OIA *ǰʱagaḍ- “quarrel”
n2445,źul,,5355,ǰʱalla-,bush,numeric IA ancestor,1,PAr ǰʱalla- “bush”
n2446,ǰala,,5355,ǰʱalla-,bush,numeric IA ancestor,1,PAr ǰʱalla- “bush”
n2449,šar,,12332,š′aras-,cream; skin on boiled milk,numeric IA ancestor,1,OIA š′aras- “cream; skin on boiled milk”
n2452,šâ˜ṭa,,12270.3,šanṭh′a-,rogue; impotent,numeric IA ancestor,1,OIA šanṭh′a- “rogue; impotent”
n2453,šâ˜ta-ra,,12270.4,*šanṭha-ra-,defective; impotent,numeric IA ancestor,1,OIA *šanṭha-ra- “defective; impotent”
n2454,šavaš,side of body,,,,no structural IA candidate,0,
n2455,šaṛa,,12381,šâṭa-,strip of cloth,numeric IA ancestor,1,OIA šâṭa- “strip of cloth”
n2456,šâli,,12415,šâli-,rice in field,numeric IA ancestor,1,OIA šâli- “rice in field”
n2457,šâ˜kuṛa,young bull (3-4 years),,,,no structural IA candidate,0,
n2458,ṣâm,,12397,šâm-ya-,relating to peace,numeric IA ancestor,1,OIA šâm-ya- “relating to peace”
n2459,šiŋira,light colored (eyes),,,,no structural IA candidate,0,
n2460,šiṛ,stairway,,,,no structural IA candidate,0,
n2461,ṣil,,12466.1,šili-:-,dart; arrow,numeric IA ancestor,1,OIA šili-:- “dart; arrow”
n2462,šala,,12487,ši:-ta-l′a-,cold,numeric IA ancestor,1,OIA ši:-ta-l′a- “cold”
n2463,šala-i,,12487,ši:-ta-l′a-,cold,numeric IA ancestor,1,OIA ši:-ta-l′a- “cold”
n2464,ṣiâl,,12578,šr̥gâl′a-,jackal,numeric IA ancestor,1,OIA šr̥gâl′a- “jackal”
n2465,šačila,,12601,šr̥th-i-l′a-,loose; slack,numeric IA ancestor,1,OIA šr̥th-i-l′a- “loose; slack”
n2466,šuṇḍ,,12516.1,šunḍa-:-,*mouth,numeric IA ancestor,1,OIA šunḍa-:- “*mouth”
n2470,ṣača,,12676,šrath-ya-,to be tied; joint,numeric IA ancestor,1,OIA šrath-ya- “to be tied; joint”
n2471,iaṣ,,10395,yakṣ′a-,a supernatural being,numeric IA ancestor,1,OIA yakṣ′a- “a supernatural being”
n2472,ios,,10436,y′ava-sa-,grass,numeric IA ancestor,1,OIA y′ava-sa- “grass”
n2473,iov,,10442.1,yavy′a-:-,stream,numeric IA ancestor,1,PAr yavy′a-:- “stream”
n2485,ev,,,,,no structural IA candidate,0,
n2488,âc̣andoć,,,,,no structural IA candidate,0,
n2489,iândić,,,,,no structural IA candidate,0,
n2490,źuz,,,,,no structural IA candidate,0,
n2494,iâš,,,,,no structural IA candidate,0,
n2497,i-na,,,,,no structural IA candidate,0,
n2500,i-ka,,,,,no structural IA candidate,0,
n2503,i-,,,,,no structural IA candidate,0,
n2508,-i,,,,,no structural IA candidate,0,
n2513,e-,,,,,no structural IA candidate,0,
n2521,iaṣkoṣ,predator; wild animal,,,,no structural IA candidate,0,
n2522,iâsa-,"extinguish; erase, rub out",,,,no structural IA candidate,0,
n2523,iâla,whey,,,,no structural IA candidate,0,
n2528,ǰuṣ,,,,,no structural IA candidate,0,
n2529,ǰuṣâu,,,,,no structural IA candidate,0,
n2535,io-,,,,,no structural IA candidate,0,
n2536,io-la,,,,,no structural IA candidate,0,
n2544,ia,,,,,no structural IA candidate,0,
n2548,iud,,,,,no structural IA candidate,0,
n2552,iani,,,,,no structural IA candidate,0,
n2558,iaź,,,,,no structural IA candidate,0,
n2562,iâri,,,,,no structural IA candidate,0,
n2567,iâma-ṇa,,,,,no structural IA candidate,0,
n2571,iamarâ,,,,,no structural IA candidate,0,
n2580,-v,,,,,no structural IA candidate,0,
n2581,vi,,,,,no structural IA candidate,0,
n2583,ir,,1612,i:dʱra-,clear sky,numeric IA ancestor,1,OIA i:dʱra- “clear sky”
n2584,-e,,,,,no structural IA candidate,0,
n2588,iava-,,,,,no structural IA candidate,0,
n2593,ušpa,,,,,no structural IA candidate,0,
n2600,′ânźa,,,,,no structural IA candidate,0,
n2603,âźâ,,,,,no structural IA candidate,0,
n2607,âṭâ˜,,,,,no structural IA candidate,0,
n2609,âṭâ,,,,,no structural IA candidate,0,
n2614,âras vâ,,,,,no structural IA candidate,0,
n2618,âṣe,,,,,no structural IA candidate,0,
n2630,da˜t,,,,,no structural IA candidate,0,
n2632,"da˜t + 
mas",,,,,no structural IA candidate,0,
n2636,ândâ,,,,,no structural IA candidate,0,
n2638,ânǰi,,,,,no structural IA candidate,0,
n2645,no,,,,,no structural IA candidate,0,
n2647,n′âdić,,,,,no structural IA candidate,0,
n2648,n′oić,,,,,no structural IA candidate,0,
n2655,nâli,,,,,no structural IA candidate,0,
n2657,nâr′a,,,,,no structural IA candidate,0,
n2661,nâm,,,,,no structural IA candidate,0,
n2665,âmu-če˜,,,,,no structural IA candidate,0,
n2669,â-,,,,,no structural IA candidate,0,
n2673,âṛa,,,,,no structural IA candidate,0,
n2677,ćâv,,,,,no structural IA candidate,0,
n2683,ćića,,,,,no structural IA candidate,0,
n2691,šâm,,,,,no structural IA candidate,0,
n2694,-ć-,,,,,no structural IA candidate,0,
n2698,ćâṛa,,,,,no structural IA candidate,0,
n2703,šut,,,,,no structural IA candidate,0,
n2708,soč,,,,,no structural IA candidate,0,
n2710,soč,,,,,no structural IA candidate,0,
n2714,ṣoč,,n2713,šoč-′is-,flame; glow,parsed Strand OIA ancestor,1,OIA šoč-′is- “flame; glow”
n2718,suta,,,,,no structural IA candidate,0,
n2719,šuta,,,,,no structural IA candidate,0,
n2723,ćâvâr,,,,,no structural IA candidate,0,
n2724,ćvâtvar,,,,,no structural IA candidate,0,
n2727,ćuni,,,,,no structural IA candidate,0,
n2731,ća˜,,,,,no structural IA candidate,0,
n2734,ćr̥ṭ,,,,,no structural IA candidate,0,
n2736,šr̥ṭ,,,,,no structural IA candidate,0,
n2743,ṣai,,,,,no structural IA candidate,0,
n2746,ućaṇ,,,,,no structural IA candidate,0,
n2752,ṣiŋ,,,,,no structural IA candidate,0,
n2756,ṣiŋara-,,,,,no structural IA candidate,0,
n2760,ṣiŋara-,,,,,no structural IA candidate,0,
n2764,šiŋdro˜,,,,,no structural IA candidate,0,
n2768,šaru-tâṛ,,n2767,šara-bʱ′a-,kind of deer,parsed Strand OIA ancestor,1,OIA šara-bʱ′a- “kind of deer”
n2771,ćarva,,,,,no structural IA candidate,0,
n2772,ćarva-tâṛ,,,,,no structural IA candidate,0,
n2776,źara,,,,,no structural IA candidate,0,
n2777,źardi,,,,,no structural IA candidate,0,
n2780,źo,,,,,no structural IA candidate,0,
n2781,źoi,,,,,no structural IA candidate,0,
n2786,šav-,,,,,no structural IA candidate,0,
n2791,ṣa-,,,,,no structural IA candidate,0,
n2793,au-ṣa-,,,,,no structural IA candidate,0,
n2802,šara,,,,,no structural IA candidate,0,
n2803,šara-vâr,,,,,no structural IA candidate,0,
n2808,šaṛ,,,,,no structural IA candidate,0,
n2813,šâl,,,,,no structural IA candidate,0,
n2821,-ši-,,,,,no structural IA candidate,0,
n2825,ćâ,,,,,no structural IA candidate,0,
n2829,ćo˜,,,,,no structural IA candidate,0,
n2834,šâ˜,,,,,no structural IA candidate,0,
n2835,šo˜,,,,,no structural IA candidate,0,
n2836,ṣo˜,,,,,no structural IA candidate,0,
n2841,šul,,,,,no structural IA candidate,0,
n2851,ćâṇa-,,,,,no structural IA candidate,0,
n2856,uṣa-,,,,,no structural IA candidate,0,
n2859,c̣i-k,,,,,no structural IA candidate,0,
n2863,c̣â,,,,,no structural IA candidate,0,
n2867,ṣo,,,,,no structural IA candidate,0,
n2871,c̣o˜,,,,,no structural IA candidate,0,
n2875,źar,,,,,no structural IA candidate,0,
n2879,źara-,,,,,no structural IA candidate,0,
n2883,âźâ,,,,,no structural IA candidate,0,
n2886,źâtr,,,,,no structural IA candidate,0,
n2889,źanki,,,,,no structural IA candidate,0,
n2892,źat,,,,,no structural IA candidate,0,
n2895,źâ-,,,,,no structural IA candidate,0,
n2898,źâ-ka-,,,,,no structural IA candidate,0,
n2902,â-źâna-,,,,,no structural IA candidate,0,
n2904,źâna-,,,,,no structural IA candidate,0,
n2908,źâ˜,,,,,no structural IA candidate,0,
n2912,źamâ,,,,,no structural IA candidate,0,
n2916,ǰâmi,,,,,no structural IA candidate,0,
n2917,ǰu-ǰâmi,,,,,no structural IA candidate,0,
n2921,źamb-,,,,,no structural IA candidate,0,
n2922,ǰâlâi,,14117,ĝʱilla-,aquatic bird,numeric IA ancestor,1,PAr ĝʱilla- “aquatic bird”
n2926,źe˜,,,,,no structural IA candidate,0,
n2927,"źe˜-
aṛama",,,,,no structural IA candidate,0,
n2929,źe˜-vâr,,,,,no structural IA candidate,0,
n2932,źim,,,,,no structural IA candidate,0,
n2935,źim-nara,,,,,no structural IA candidate,0,
n2939,dast,,,,,no structural IA candidate,0,
n2940,dast-sta,,,,,no structural IA candidate,0,
n2944,azâr,,,,,no structural IA candidate,0,
n2948,źar-,,,,,no structural IA candidate,0,
n2949,źiar-,,,,,no structural IA candidate,0,
n2952,âidra,,,,,no structural IA candidate,0,
n2953,arida,,,,,no structural IA candidate,0,
n2956,źaṇa,,,,,no structural IA candidate,0,
n2962,-âk,,,,,no structural IA candidate,0,
n2963,-ik,,,,,no structural IA candidate,0,
n2964,-k,,,,,no structural IA candidate,0,
n2967,-i,,,,,no structural IA candidate,0,
n2975,ke˜ć,,,,,no structural IA candidate,0,
n2976,keć,,,,,no structural IA candidate,0,
n2977,krom,,3415.2,*kaurma-,roof,numeric IA ancestor,1,OIA *kaurma- “roof”
n2978,kâč-,,2589,k′ač-ša-,undergrowth,numeric IA ancestor,1,PAr k′ač-ša- “undergrowth”
n2979,kâč-,,2589,k′ač-ša-,undergrowth,numeric IA ancestor,1,PAr k′ač-ša- “undergrowth”
n2981,kâc̣-,,2589,k′akṣa-,undergrowth,numeric IA ancestor,1,OIA k′akṣa- “undergrowth”
n2982,kaṣ,,2589,k′akṣa-,undergrowth,numeric IA ancestor,1,OIA k′akṣa- “undergrowth”
n2983,kaṣ-,,2589,k′akṣa-,undergrowth,numeric IA ancestor,1,OIA k′akṣa- “undergrowth”
n2985,kaṣka,hoof,,,,no structural IA candidate,0,
n2986,kaṣkâṛu,spruce,,,,no structural IA candidate,0,
n2991,kakaṛa,,,,,no structural IA candidate,0,
n2992,karaṭa,stout,,,,no structural IA candidate,0,
n2993,karavâṭ,stone pot,,,,no structural IA candidate,0,
n2994,karenǰ,scalplock,,,,no structural IA candidate,0,
n2995,karu,flood,,,,no structural IA candidate,0,
n2996,karoṭ,club,,,,no structural IA candidate,0,
n2997,kâr,,2830,k′ar-ṇa-,ear,numeric IA ancestor,1,OIA k′ar-ṇa- “ear”
n2999,kârmoṭa,,,,,no structural IA candidate,0,
n3005,kâṣa-,,,,,no structural IA candidate,0,
n3006,kaṣe-,,,,,no structural IA candidate,0,
n3007,kâṣe-,,,,,no structural IA candidate,0,
n3011,kaṣak,,,,,no structural IA candidate,0,
n3012,kaṇḍa,forelock,,,,no structural IA candidate,0,
n3013,kalaṣa,Kalaṣa,,,,no structural IA candidate,0,
n3014,kala,,2922,kalaɦa-,quarrel; fight,numeric IA ancestor,1,OIA kalaɦa- “quarrel; fight”
n3015,kaletra,*outsider,,,,no structural IA candidate,0,
n3016,kaŋa,,2598.1,k′ankata-,comb,numeric IA ancestor,1,OIA k′ankata- “comb”
n3017,kaṭ,,2680,kanṭh′a-,throat; voice,numeric IA ancestor,1,OIA kanṭh′a- “throat; voice”
n3018,kaṇḍa,,2682,kanḍ,be glad,numeric IA ancestor,1,OIA kanḍ “be glad”
n3019,kaṭ,,2720,kantha-:-,wall,numeric IA ancestor,1,OIA kantha-:- “wall”
n3023,čandalu,,,,,no structural IA candidate,0,
n3025,kav,,2747,kapi-,kind of tree (olive),numeric IA ancestor,1,OIA kapi- “kind of tree (olive)”
n3026,kavi,,2747,kapi-,kind of tree (olive),numeric IA ancestor,1,OIA kapi- “kind of tree (olive)”
n3028,kavit,,2747,kapi-ttha-,kind of tree (fig),numeric IA ancestor,1,OIA kapi-ttha- “kind of tree (fig)”
n3030,kavek,,2747,kapota-,pigeon; dove,numeric IA ancestor,1,OIA kapota- “pigeon; dove”
n3032,kavâ,carrying basket,,,,no structural IA candidate,0,
n3033,ka-vi,when,,,,no structural IA candidate,0,
n3038,čitrâv-,,,,,no structural IA candidate,0,
n3045,četr,,,,,no structural IA candidate,0,
n3046,četr-,,,,,no structural IA candidate,0,
n3047,četra,,,,,no structural IA candidate,0,
n3048,kâča,,3008,*kâča-,black,numeric IA ancestor,1,OIA *kâča- “black”
n3049,kâć,,3112,k′âča-,kind of grass (millet),numeric IA ancestor,1,PAr k′âča- “kind of grass (millet)”
n3050,kaćâ,,3112,k′âča-,kind of grass (millet),numeric IA ancestor,1,PAr k′âča- “kind of grass (millet)”
n3051,kâṭ,strength,,,,no structural IA candidate,0,
n3052,kâṣa˜-vinsua˜,ceremonial axe,,,,no structural IA candidate,0,
n3053,kâr tâ-,listen (to),,,,no structural IA candidate,0,
n3054,kâr-mâli,earring,,,,no structural IA candidate,0,
n3055,kâṛ,ear (of grain),,,,no structural IA candidate,0,
n3056,kâṛu,root; base,,,,no structural IA candidate,0,
n3057,kâṇa,,3019,kâṇ′a-,one-eyed,numeric IA ancestor,1,OIA kâṇ′a- “one-eyed”
n3059,kâsivo,Kal′aṣa of Chitral,,,,no structural IA candidate,0,
n3060,kâl tra˜k-a-,thunder,,,,no structural IA candidate,0,
n3061,kâl,,3084,kâl′a-,time,numeric IA ancestor,1,OIA kâl′a- “time”
n3062,kâlâ-pus,pre-Islamic woman's hat (horned or Kalash-style),,,,no structural IA candidate,0,
n3063,kâ˜ta,colostrum,,,,no structural IA candidate,0,
n3064,kâ˜ta,Kâta,,,,no structural IA candidate,0,
n3065,kâ˜tivâ,Kântivâ,,,,no structural IA candidate,0,
n3066,kakuna,,3001,kânku-ni-ka-:-,woman who lives on millet,numeric IA ancestor,1,OIA kânku-ni-ka-:- “woman who lives on millet”
n3067,kâkuna,,3001,kânku-ni-ka-:-,woman who lives on millet,numeric IA ancestor,1,OIA kânku-ni-ka-:- “woman who lives on millet”
n3068,kâṇḍ,,3023,k′ânḍa-,joint of stalk; arrow,numeric IA ancestor,1,OIA k′ânḍa- “joint of stalk; arrow”
n3069,ka˜ta,,3030,kânta-:-,kind of plant (almond),numeric IA ancestor,1,OIA kânta-:- “kind of plant (almond)”
n3071,kavara,,3107,kâvara-ka-,crow,numeric IA ancestor,1,OIA kâvara-ka- “crow”
n3072,kâm,Kom,,,,no structural IA candidate,0,
n3076,kâkâk,,,,,no structural IA candidate,0,
n3077,ki-,group of people,,,,no structural IA candidate,0,
n3078,kiṭâl,,3157,kiṭṭâla-,copper vessel,numeric IA ancestor,1,OIA kiṭṭâla- “copper vessel”
n3079,kirâv,hand-plow,,,,no structural IA candidate,0,
n3080,kilâṛ,,3181,kilâ-ṭa-,thickened milk,numeric IA ancestor,1,OIA kilâ-ṭa- “thickened milk”
n3081,kil,,3202.1,ki:la-,stake; peg,numeric IA ancestor,1,OIA ki:la- “stake; peg”
n3085,koć,,,,,no structural IA candidate,0,
n3088,kuć,,,,,no structural IA candidate,0,
n3091,kuć,,,,,no structural IA candidate,0,
n3095,kausṭil,,,,,no structural IA candidate,0,
n3103,kov,,n3102,kaku-bʱ′a-,lofty; peak,parsed Strand OIA ancestor,1,OIA kaku-bʱ′a- “lofty; peak”
n3108,vâṣkam,,,,,no structural IA candidate,0,
n3117,ṣkura,,,,,no structural IA candidate,0,
n3121,ćare-,,,,,no structural IA candidate,0,
n3133,c̣âkara,,,,,no structural IA candidate,0,
n3136,kaṭala,,,,,no structural IA candidate,0,
n3139,kaṭe˜,,,,,no structural IA candidate,0,
n3140,kaṭeṇ-,,,,,no structural IA candidate,0,
n3143,kaṭa,,,,,no structural IA candidate,0,
n3144,kâṭa,,,,,no structural IA candidate,0,
n3148,čâm,,,,,no structural IA candidate,0,
n3149,čâm maṛa,,,,,no structural IA candidate,0,
n3152,kaṭâ,,,,,no structural IA candidate,0,
n3155,kâṭi,,,,,no structural IA candidate,0,
n3158,kâtara,,,,,no structural IA candidate,0,
n3165,c̣uṛi,,,,,no structural IA candidate,0,
n3171,kaṇišta,,,,,no structural IA candidate,0,
n3175,sat,,,,,no structural IA candidate,0,
n3180,čiava-,,,,,no structural IA candidate,0,
n3181,kr̥ṣ,,3441,kr̥š′a-,lean; thin,numeric IA ancestor,1,OIA kr̥š′a- “lean; thin”
n3182,kumalik,,3440.4,kr̥muka-li:-,mulberry,numeric IA ancestor,1,OIA kr̥muka-li:- “mulberry”
n3183,kundalik,,3440.4,kr̥muka-li:-,mulberry,numeric IA ancestor,1,OIA kr̥muka-li:- “mulberry”
n3184,kučula,scab,,,,no structural IA candidate,0,
n3185,kušula,,3365,k′uša-la-,right; proper,numeric IA ancestor,1,OIA k′uša-la- “right; proper”
n3187,kuštiâ,Kṣto,,,,no structural IA candidate,0,
n3188,kuštuv,hammer,,,,no structural IA candidate,0,
n3190,kuṛa,,3245,*kuḍa-,boy; son,numeric IA ancestor,1,OIA *kuḍa- “boy; son”
n3191,kuṣu,kind of bean,,,,no structural IA candidate,0,
n3192,kuṛi,dog,,,,no structural IA candidate,0,
n3193,ko˜,,3255,kuṇa-,insect living on clothes,numeric IA ancestor,1,OIA kuṇa- “insect living on clothes”
n3194,kuṇ-,,3255,kuṇa-,insect living on clothes,numeric IA ancestor,1,OIA kuṇa- “insect living on clothes”
n3195,kuṇḍa,hewn wood; plank,,,,no structural IA candidate,0,
n3196,kuta,,3273,*kuttu:-,leather vessel,numeric IA ancestor,1,OIA *kuttu:- “leather vessel”
n3197,kusa-,,3369.1,kus-′a-,strikes; tears asunder,numeric IA ancestor,1,PAr kus-′a- “strikes; tears asunder”
n3198,kulem,Kul′em,,,,no structural IA candidate,0,
n3199,kuṇḍi,,3264.1,kunḍ′a-,bowl; waterpot,numeric IA ancestor,1,OIA kunḍ′a- “bowl; waterpot”
n3203,kač-,,,,,no structural IA candidate,0,
n3204,koṭ,,3500,koṭṭa-,fort,numeric IA ancestor,1,OIA koṭṭa- “fort”
n3205,kos,measuring vessel,,,,no structural IA candidate,0,
n3209,kreć,,3605,kraiča-,pressing; *threshing,numeric IA ancestor,1,PAr kraiča- “pressing; *threshing”
n3210,krača-,boil up,,,,no structural IA candidate,0,
n3211,kraća,hip; thigh,,,,no structural IA candidate,0,
n3212,krâma-,,3579,kram-a-te,steps,numeric IA ancestor,1,OIA kram-a-te “steps”
n3213,krâmkrama,,3580,kram-i:-kram-a-,trampling,numeric IA ancestor,1,OIA kram-i:-kram-a- “trampling”
n3221,ṣipa-,,n3220,kṣ′ip-ya-ti,throws,parsed Strand OIA ancestor,1,OIA kṣ′ip-ya-ti “throws”
n3224,ṣipâ-,,,,,no structural IA candidate,0,
n3227,ṣipâ˜,,,,,no structural IA candidate,0,
n3231,vaćava-,,,,,no structural IA candidate,0,
n3245,kârva,,3832,kharv′a-,imperfect,numeric IA ancestor,1,OIA kharv′a- “imperfect”
n3247,kaṇḍara,,3792,khanḍ-′a-,broken; gapped,numeric IA ancestor,1,OIA khanḍ-′a- “broken; gapped”
n3248,kanda-,,3815,khand-a-ti,laughs,numeric IA ancestor,1,OIA khand-a-ti “laughs”
n3249,keṛa,,3915,kheṭa-,shield,numeric IA ancestor,1,OIA kheṭa- “shield”
n3250,kuča-,,3890.1,*khučč-,pierce; tear,numeric IA ancestor,1,OIA *khučč- “pierce; tear”
n3251,kuṣa,,14401.3,*khušša-,crippled,numeric IA ancestor,1,OIA *khušša- “crippled”
n3252,kuṛa-,,3892.1,*khuṭ-a-ti,breaks; pierces,numeric IA ancestor,1,OIA *khuṭ-a-ti “breaks; pierces”
n3253,kuṭa,,3941.4,*khuṭṭa-,lame,numeric IA ancestor,1,OIA *khuṭṭa- “lame”
n3254,kuṭa-âv-,,3941.4,*khuṭṭa-,lame,numeric IA ancestor,1,OIA *khuṭṭa- “lame”
n3255,kur,,3906.1,khura-,hoof,numeric IA ancestor,1,OIA khura- “hoof”
n3256,kur-,,3906.1,khura-,hoof,numeric IA ancestor,1,OIA khura- “hoof”
n3257,küdâv-,,3929.3,*khudd-a-ti,tracks; seeks,numeric IA ancestor,1,OIA *khudd-a-ti “tracks; seeks”
n3258,koṛ,,3942,khoḍa-; khola-,kind of hat,numeric IA ancestor,1,OIA khoḍa-; khola- “kind of hat”
n3259,koṛ-,,3942,khoḍa-; khola-,kind of hat,numeric IA ancestor,1,OIA khoḍa-; khola- “kind of hat”
n3260,gora,,4345,gaur′a-,white; yellow; pale red,numeric IA ancestor,1,OIA gaur′a- “white; yellow; pale red”
n3261,goraṇa,,4345,gaur′a-,white; yellow; pale red,numeric IA ancestor,1,OIA gaur′a- “white; yellow; pale red”
n3262,gaṛak,,4070.2,*gaḍa-,throat; neck,numeric IA ancestor,1,OIA *gaḍa- “throat; neck”
n3264,gada,,4054,garda-bʱ′a-,donkey,numeric IA ancestor,1,OIA garda-bʱ′a- “donkey”
n3265,gaṇa,,3988,gaṇ-′a-,troop; flock,numeric IA ancestor,1,OIA gaṇ-′a- “troop; flock”
n3266,gâṇe-,,3993,gaṇ-′aya-ti,counts,numeric IA ancestor,1,OIA gaṇ-′aya-ti “counts”
n3268,gal-âva,river,,,,no structural IA candidate,0,
n3269,gaṇḍa,,3998.1,ganḍa-,trunk of tree,numeric IA ancestor,1,OIA ganḍa- “trunk of tree”
n3270,gavâr,Gawâr,,,,no structural IA candidate,0,
n3271,go,,4104,gavedʱu-ka-,kind of snake,numeric IA ancestor,1,OIA gavedʱu-ka- “kind of snake”
n3272,gok,,4104,gavedʱu-ka-,kind of snake,numeric IA ancestor,1,OIA gavedʱu-ka- “kind of snake”
n3273,gâi âća-,bring,,,,no structural IA candidate,0,
n3274,gâga,kind of cookie fried in ghee,,,,no structural IA candidate,0,
n3280,guṇ,,,,,no structural IA candidate,0,
n3283,gr̥˜ṭ-e-,,,,,no structural IA candidate,0,
n3286,gr̥˜ṭ,,,,,no structural IA candidate,0,
n3287,goṭ,,4177,*guṭṭha-,clump; lump,numeric IA ancestor,1,OIA *guṭṭha- “clump; lump”
n3289,gulaṛ,fleshy excrescence on the side of a goat's neck,,,,no structural IA candidate,0,
n3290,gunda,cover,,,,no structural IA candidate,0,
n3291,gütüṛ,anus,,,,no structural IA candidate,0,
n3292,guča,,4269,goččha-,furrow of upper lip,numeric IA ancestor,1,OIA goččha- “furrow of upper lip”
n3293,goṇi,,4275,goṇ′i-:-,sack; blanket,numeric IA ancestor,1,OIA goṇ′i-:- “sack; blanket”
n3294,gom,,4287,godʱ′u:ma-,wheat,numeric IA ancestor,1,OIA godʱ′u:ma- “wheat”
n3295,gol,weather,,,,no structural IA candidate,0,
n3297,geria,,4396,*graiv-iya-,relating to the neck,numeric IA ancestor,1,PAr *graiv-iya- “relating to the neck”
n3299,grâm,,,,,no structural IA candidate,0,
n3300,grâmi,townsman,,,,no structural IA candidate,0,
n3301,grâm-saṇâ,Gřâmsaňâ,,,,no structural IA candidate,0,
n3302,gâtara,,4399,glâ-tr̥-,one who is tired,numeric IA ancestor,1,OIA glâ-tr̥- “one who is tired”
n3304,přa˜-gs-,,,,,no structural IA candidate,0,
n3305,gal,,4453,gʱala-,stream,numeric IA ancestor,1,OIA gʱala- “stream”
