Proto_Nuristani_ID,Proto_Nuristani_Form,Proto_Nuristani_Gloss,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Overlap,Rank,Runner_Up_Overlap,Shared_Reflexes,Hierarchy_ID,Target_Language,Target_Form,Target_Gloss,Form_Similarity,Gloss_Overlap
n2781,*ʣoi,,14152,hŕ̩daya,heart,1,1,0,nis:zɘ,,PAr,ǰʱr̥d-ay-a-,heart,0.833,heart
n2793,*auṣa,,1861,*ut-śrāyati,boils,2,1,1,nis:uṣa;sanu:vauṣ-ie,,OIA,ut-šra:-ya-ti,boils,1.000,boils
n2793,*auṣa,,1858,*ut-śrayati,raises; rises,1,2,1,nis:uṣa,,OIA,ut-šra:-ya-ti,boils,1.000,
n2808,*śaṛ,,12324,śará,"reed from which arrows are made; the reed Saccharum sara, arrow; Typha angustifolia",1,1,0,nis:ṣo,,OIA,š′ar-ya-,arrow,0.889,arrow
n2813,*śāl,,12414,śā́lā,"shed, stable, house; at home; house, shop",1,1,0,nis:śāl,,OIA,š′âla-:-,shed; stable; house,1.000,house;shed;stable
n2825,*ʦā,,12370,śāka,"potherb, vegetable",1,1,0,nis:ʦā,,PAr,čâka-,potherb; vegetable,0.750,potherb;vegetable
n2829,*ʦõ,,12651,śauna,relating to dogs,1,1,0,nis:ʦũ,,PAr,čaun-a-,relating to dogs,0.800,dogs;relating
n2836,*ṣõ,,12547,śuṣi,*breath; wind; breath,1,1,0,nis:ṣɘ̃,,OIA,šuṣi-,breath,1.000,breath
n2851,*ʦāṇa,,3643,*kṣaṇati,"is sifted, is strained, falls",1,1,0,nis:ʦẽ,,PAr,čšan-a-,sifts; makes fall,0.667,
n2856,*uṣa,,1858,*ut-śrayati,raises; rises,1,1,1,nis:uṣa,,OIA,ut-šray-a-ti,rises,1.000,rises
n2856,*uṣa,,1861,*ut-śrāyati,boils,1,2,1,nis:uṣa,,OIA,ut-šray-a-ti,rises,1.000,
n2863,*ʦ̣ā,,12696,śrāva,hearing; a sound audible from afar,1,1,0,nis:ʦ̣ā cũ,,PAr,črâv-a-,hearing; distant sound,0.800,hearing;sound
n2867,*ṣo,,13885,srāváyati,causes to move,1,1,0,sec:ṣu,,OIA,šr′av-as-,renown; sound,0.667,
n2875,*ʣar,,14019,havís,,1,1,0,nis:zor,,PAr,ǰara-,milk,0.222,
n2895,*ʣā,,5204,jā́yatē,is born; generates,1,1,0,nis:zā,,PAr,ǰa:y-a-te,is born,1.000,born;is
n2898,*ʣāka,,5182,jātá,born; son; new-born son,1,1,0,nis:zāga,,PAr,ǰa:-ta-ka-,born; son,0.800,born;son
n2912,*ʣamā,,5198,jā́mātr̩,daughter's husband,1,1,0,nis:zamā,,PAr,ǰâmâtr̥-,daughter's husband,1.000,daughter;husband;s
n2917,*jujāmi,,5200,jāmí,"related as brother and sister; brother; sister; relative; female relative, esp. son's wife",1,1,0,nis:jɨjæmi,,OIA,ǰâm′i-,related as a sibling,1.000,as;related
n2921,*ʣamb,,5137,jámbʰa,"tooth, eye-tooth, tusk; jaws; incisor tooth; jaw",1,1,0,nis:zumpi,,PAr,ǰ′ambʱ-a-,tooth; jaws,1.000,jaws;tooth
n2926,*ʣẽ,,13976,hayana,*winter,1,1,0,nis:zẽ,,PAr,ǰʱai-an-a-,winter,0.667,winter
n2932,*ʣim,,14096,himá,"RV., n. 'snow, hoarfrost; winter; hoarfrost",1,1,0,nis:zim,,PAr,ǰʱi-m′a-,cold; frost; snow,0.750,snow
n2939,*dast,,14024,hásta,hand; forearm as measure of length,1,1,0,nis:dost,,PAr,ǰʱ′asta-,hand,0.800,hand
n2948,*ʣar,,13981,hári,"golden, yellow; green",1,1,0,nis:zar,,PAr,ǰʱ′ar-i-,golden; yellow; green,0.750,golden;green;yellow
n2953,*arida,,13990,haridra,"*green, *yellow",1,1,0,nis:arida,,OIA,ɦar-i-dra-,green; yellow,0.923,green;yellow
n2956,*ʣaṇa,,13976,hayana,*winter,1,1,0,nis:zẽ,,PAr,ǰʱar-i-n′a-,yellow,0.500,
n2975,*kẽʦ,,3471,kḗśa,hair of the head,1,1,0,nis:kẽʦ,,PAr,kaiča-,hair of the head,0.444,hair;head
n2979,*kāc,,2589,kákṣa,undergrowth; dead wood; grass,1,1,0,nis:kāci-kṣɨg,2589,PAr,k′ač-ša-,undergrowth,0.800,undergrowth
n2981,*kāʦ̣,,2589,kákṣa,undergrowth; dead wood; grass,1,1,0,nis:kaʦ̣ik,2589,OIA,k′akṣa-,undergrowth,1.000,undergrowth
n2991,*kakaṛa,,2587,kakkʰaṭa,"hard, solid",1,1,0,nis:kakaṛa,,OIA,kakkhaṭa-,hard; solid,0.933,hard;solid
n2997,*kār,,2830,kárṇa,"ear, handle of a vessel",1,1,0,nis:kār,2830,OIA,k′ar-ṇa-,ear,1.000,ear
n2999,*kārmoṭa,,2837,karṇapattraka,lobe of the ear,1,1,0,nis:kār-muṭura,,OIA,karṇa-pattra-ka-,,1.000,
n3016,*kaŋa,,2598,káŋkata,comb,1,1,0,nis:kaŋa,2598.1,OIA,k′ankata-,comb,0.923,comb
n3019,*kaṭ,,3289,kunta,spear,1,1,0,Kam:kut,2720,OIA,kantha-:-,wall,0.727,
n3025,*kav,,2747,kapi,"Emblica officinalis, a species of the tree Pongamia glabra, olibanum; Vitex negundo",1,1,0,sanu:kau,2747,OIA,kapi-,kind of tree (olive),1.000,tree
n3026,*kavi,,2747,kapi,"Emblica officinalis, a species of the tree Pongamia glabra, olibanum; Vitex negundo",2,1,0,nis:kɘv;nis:kɘvẽ,2747,OIA,kapi-,kind of tree (olive),1.000,tree
n3028,*kavit,,2749,kapittʰa,the tree Feronia elephantum; its fruit the wood-apple; id.,1,1,0,nis:kimit,2747,OIA,kapi-ttha-,kind of tree (fig),0.933,tree
n3030,*kavek,,2753,kapṓta,"pigeon, dove; small do.",1,1,0,nis:kuveg,2747,OIA,kapota-,pigeon; dove,1.000,dove;pigeon
n3038,*citrāv,,4810,citráyati,decorates,1,1,0,nis:citrā,,OIA,čitr-′aya-ti,decorates,1.000,decorates
n3045,*cetr,,4803,citrá,"conspicuous, bright; variegated",1,1,0,nis:cetr,,OIA,čit-r′a-,conspicuous; bright; variegated,1.000,bright;conspicuous;variegated
n3048,*kāca,,3008,*kāca,black; black salt,1,1,0,nis:kāca,3008,OIA,*kâča-,black,1.000,black
n3049,*kāʦ,,3112,kā́śa,"a grass used for mats, Saccharum spontaneum",1,1,0,nis:kāʦ,3112,PAr,k′âča-,kind of grass (millet),0.750,grass
n3055,*kāṛ,ear (of grain),3078,kāryà,,1,1,0,Kam:kor̆,,,,,0.000,
n3061,*kāl,,3084,kālá,"time; fixed point of time; fate, death",3,1,0,Kam:kol;ktivi:kol;nis:kāl,3084,OIA,kâl′a-,time,1.000,time
n3063,*kā̃ta,colostrum,3030,kāntā,"name of various plants, large cardamom; Barringtonia acutangula",1,1,0,nis:kā̃ta,,,,,0.000,
n3064,*kā̃ta,Kâta,3030,kāntā,"name of various plants, large cardamom; Barringtonia acutangula",1,1,0,nis:kā̃ta,,,,,0.000,
n3067,*kākuna,,3001,*kāŋkunikā,a woman who lives on panic seed,1,1,0,nis:kṛākũi,3001,OIA,kânku-ni-ka-:-,woman who lives on millet,0.941,lives;on;who;woman
n3069,*kãta,,3030,kāntā,"name of various plants, large cardamom; Barringtonia acutangula",1,1,0,nis:kā̃ta,3030,OIA,kânta-:-,kind of plant (almond),1.000,
n3071,*kavara,,3818,kʰara,donkey,1,1,0,Kam:kuara,3107,OIA,kâvara-ka-,crow,0.667,
n3079,*kirāv,hand-plow,3078,kāryà,,1,1,0,Kam:kor̆,,,,,0.000,
n3080,*kilāṛ,,3181,kilāṭa,inspissated milk,1,1,0,nis:kilā,3181,OIA,kilâ-ṭa-,thickened milk,1.000,milk
n3081,*kil,,3202,kīla,"stake, peg, tumour",1,1,0,nis:kil,3202.1,OIA,ki:la-,stake; peg,1.000,peg;stake
n3091,*kuʦ,,3213,kukṣí,belly,1,1,0,nis:kɨʦ,,PAr,kuč-ši-,belly,0.800,belly
n3108,*vāṣkam,,11970,viṣakumbʰa,jar of poison,1,1,0,nis:vākum,,OIA,viṣa-kumbʱa-,jar of poison,1.000,jar;poison
n3139,*kaṭẽ,,2856,kartana,cutting,1,1,0,nis:kaṭẽ,,PAr,kart-a-na-,cutting,1.000,cutting
n3143,*kaṭa,,2631,kaṭa,"thin piece of wood, plank",1,1,0,nis:kaṭa-pol,,PAr,kart-a-,cutting,0.889,
n3144,*kāṭa,,2852,karta,*cutting,1,1,0,nis:kāṭa,,PAr,kart-a-,cutting,1.000,cutting
n3148,*cām,,4701,cárman,"hide, skin",1,1,0,nis:cām,,OIA,č′ar-man-,hide; skin,1.000,hide;skin
n3155,*kāṭi,,3069,*kārti,knife,1,1,0,nis:kaṭæ,,PAr,kârt-i-,knife,1.000,knife
n3158,*kātara,,2860,*karttāra,knife,1,1,0,nis:katara,,PAr,kart-târ-a-,knife,1.000,knife
n3171,*kaṇiśta,,2718,kaniṣṭʰá,youngest; smallest; younger brother,2,1,0,nis:kæ̃st;nis:kɘ̃stɘ,,PAr,kan-išt′a-,youngest; smallest,1.000,smallest;youngest
n3175,*sat,,13073,saktʰán,"thigh, thighbone",1,1,1,nis:sot,,PAr,sakth′an-,thigh,0.923,thigh
n3175,*sat,,13139,saptá,7,1,2,1,nis:sot,,PAr,sakth′an-,thigh,0.667,
n3180,*ciava,,4939,cyávatē,"moves to and fro, retires; drops from, trickles from; falls; perishes",1,1,0,nis:cɨva,,OIA,čyʹav-a-te,moves to and fro,1.000,fro;moves
n3181,*kr̩ṣ,,3441,kr̩śá,"lean, thin",1,1,0,nis:koṣ,3441,OIA,kr̥š′a-,lean; thin,1.000,lean;thin
n3183,*kundalik,,3440,kr̩muká,"a kind of tree; betelnut tree; id.; mulberry, Symplocos racemosa, Cyperus; kernel of areca nut; a piece of wood used to catch the sacrificial fire when kindled by friction",1,1,0,nis:kunalik,3440.4,OIA,kr̥muka-li:-,mulberry,0.857,mulberry
n3185,*kuśula,,3365,kúśala,"right, proper; competent, clever; healthy, prosperous; well-being",1,1,0,nis:kɨśɨla,3365,OIA,k′uša-la-,right; proper,1.000,proper;right
n3190,*kuṛa,,3245,*kuḍa,"boy, son; girl, daughter; boy; young; girl; acts like a child",1,1,0,nis:kṛo,3245,OIA,*kuḍa-,boy; son,1.000,boy;son
n3195,*kuṇḍa,hewn wood; plank,3901,*kʰuṇḍa,defective,1,1,0,nis:kuṇa,,,,,0.000,
n3196,*kuta,,3273,kutū,leather oil vessel; small do.,1,1,0,nis:kuta,3273,OIA,*kuttu:-,leather vessel,0.889,leather;vessel
n3203,*kac,,2593,*kakṣyānta,near the armpit,1,1,0,nis:kacãt,,PAr,k′ač-ša-,armpit; groin,0.571,armpit
n3204,*koṭ,,3500,kōṭṭa,fort,1,1,0,nis:kũṭ,3500,OIA,koṭṭa-,fort,1.000,fort
n3209,*kreʦ,,3605,*krēśa,pressing,1,1,0,nis:krẽʦ,3605,PAr,kraiča-,pressing; *threshing,0.545,pressing
n3245,*kārva,,3832,kʰarvá,"mutilated, imperfect; dwarfish; bald; Defective; bald; decayed teeth; is haughty",1,1,0,nis:kāri,3832,OIA,kharv′a-,imperfect,0.909,imperfect
n3248,*kanda,,3815,*kʰandati,laughs; to laugh,1,1,0,sanu:kōn-ie,3815,OIA,khand-a-ti,laughs,0.933,laughs
n3249,*keṛa,,3915,kʰēṭa-,shield,1,1,0,nis:keṛa,3915,OIA,kheṭa-,shield,0.889,shield
n3250,*kuca,,3890,*kʰucc,"pierce, tear",2,1,0,nis:kuca;nis:kucā,3890.1,OIA,*khučč-,pierce; tear,0.889,pierce;tear
n3251,*kuṣa,,3364,kuśa,"depraved, mad, inebriate; owl; squint-eyed",1,1,0,nis:kuṣa,14401.3,OIA,*khušša-,crippled,0.800,
n3252,*kuṛa,,3892,*kʰuṭati,"breaks, pierces",1,1,0,sanu:kr̆ov-ie,3892.1,OIA,*khuṭ-a-ti,breaks; pierces,0.923,breaks;pierces
n3253,*kuṭa,,3941,kʰōra,lame,1,1,0,nis:kuṭa,3941.4,OIA,*khuṭṭa-,lame,0.400,lame
n3255,*kur,,3906,kʰura,hoof,1,1,0,nis:kɨr,3906.1,OIA,khura-,hoof,0.889,hoof
n3264,*gada,,4054,gardabʰá,ass; anyone resembling an ass,1,1,0,nis:gada,4054,OIA,garda-bʱ′a-,donkey,1.000,
n3265,*gaṇa,,3993,gaṇáyati,"counts; addresses, praises; teaches",1,1,0,nis:gaṇa tāvũ,3988,OIA,gaṇ-′a-,troop; flock,0.667,
n3268,*galāva,river,4456,*gʰalōdaka,river water,1,1,0,nis:golāv,,,,,0.000,
n3269,*gaṇḍa,,14450,gr̩ṇā́ti,*tells,1,1,0,nis:gaṇa,3998.1,OIA,ganḍa-,trunk of tree,0.364,
n3272,*gok,,4104,gavēdʰuka,a kind of snake,1,1,0,nis:gok,4104,OIA,gavedʱu-ka-,kind of snake,1.000,kind;snake
n3292,*guca,,4269,gōccʰā,furrow of upper lip,1,1,0,nis:gũca,4269,OIA,goččha-,furrow of upper lip,0.909,furrow;lip;upper
n3294,*gom,,4287,gōdʰū́ma,wheat,1,1,0,nis:gum,4287,OIA,godʱ′u:ma-,wheat,1.000,wheat
n3297,*geria,,4396,*graíviya,relating to the neck; elephant's neck chain,1,1,0,nis:gira,4396,PAr,*graiv-iya-,relating to the neck,1.000,neck;relating
n3305,*gal,,4453,*gʰala,stream,1,1,0,nis:gol,4453,OIA,gʱala-,stream,1.000,stream
n3315,*gārṣ,,4448,gʰarṣa,friction,1,1,0,nis:grɘṣ,,OIA,gʱar-ṣ-a-,friction,1.000,friction
n3325,*goṛa,,4516,gʰōṭa,horse,1,1,0,nis:guṛa,4516,OIA,gʱoṭa-,horse,1.000,horse
n3330,*jire,,5150,járati,"makes old, grows old; is dissolved, is digested",1,1,0,ktivi:jare,,PAr,ĝʱi:r-′a-,shame,0.400,
n3366,*gaviṣ,,4102,gaviṣá,"wishing for cows, eager; eagerness, battle",1,1,0,nis:geṣ,,OIA,gav-iṣ′a-,wishing (for cows),1.000,cows;for;wishing
n3370,*vo,,726,áva,"away, down",1,1,0,sanu:vo,,PAr,′ava,away; down,1.000,away;down
n3371,*voi,,726,áva,"away, down",1,1,0,nis:vɨ,,PAr,′ava,away; down,1.000,away;down
n3375,*vāj,,11511,vā́dya,to be said; to be played; speech; musical instrument; music,1,1,0,nis:vāj,,PAr,v′âd-ya-,"to be said, played; musical instrument",1.000,instrument;musical;played;said
n3381,*vāʦe,,11589,vā́śyatē,,1,1,0,nis:vaʦa,,PAr,v′âč-ya-,utters a cry [animal],0.667,
n3384,*vāʦiv,,11588a,*vāśuka,". [Cf. <i>vāśá</i>-; RV., <i>vāśaka</i>-; Mr̥cch., Pk. <i>vāsaga</i>-",1,1,0,nis:vaʦɘv,,PAr,vâč-u-ka-,crowing; calling (bird),0.833,
n3394,*ueṇ,,1926,*udadʰānī,holding water; reservoir for water,1,1,0,nis:uer̆̃,,OIA,uda-dʱâ-n-i:-,holding water,1.000,holding;water
n3397,*uʦ,,1869,útsa,spring of water,1,1,0,nis:ɨʦ,,PAr,′ut-sa-,spring of water,1.000,spring;water
n3402,*vaṣ,,11392,varṣá,rain; the Rains,1,1,0,nis:oṣit,,OIA,varṣ′a-,rain,1.000,rain
n3421,*āʦ̣u,,919,áśru,tear; eye,1,1,0,nis:ɨśɨk,,PAr,′ačru-,tear,0.750,tear
n3422,*āṭāl,,185,aṭṭāla,watch-tower; palace,1,1,0,nis:ãṭāl,185,OIA,aṭṭâ-la-,watch-tower,1.000,tower;watch
n3426,*ārʣũ,,636,*arjana,millet,1,1,0,nis:ãzɨ,636,PAr,arǰana-,millet,1.000,millet
n3428,*āru,,1103,*āḍu,peach; plum,1,1,0,nis:arɨ,1103,PAr,arddʱu-,peach,0.750,peach
n3432,*di,,200,áti,"beyond, over",1,1,0,Kam:di,,PAr,′ati,beyond; over,1.000,beyond;over
n3438,*arā,,2457,r̩dʰáti,"increases, prospers, succeeds",1,1,0,nis:ærāmalik,,PAr,r̥ddʱa-,prosperous,0.667,
n3444,*alāv,,711,alā́bu,bottle-gourd; vessel made of it; its fruit,1,1,0,nis:alāv,711,OIA,al′âbu-,bottle-gourd,1.000,bottle;gourd
n3445,*apiliak,,722,álpa,small; a little,1,1,0,nis:apiliog,722,OIA,′alpa-,small,1.000,small
n3457,*aŋu,,135,aŋgúli,"finger, toe",1,1,0,nis:ar̆̃u,,PAr,angu-,finger; toe,0.667,finger;toe
n3459,*ākra,,109,aŋkurá,*hooked; sprout; tumour,1,1,0,nis:ākṛæ,,PAr,ank-u-r′a-,hooked; crooked,0.909,hooked
n3465,*āŋusti,,138,aŋguṣṭʰya,pertaining to thumb or big toe,1,1,0,nis:aŋusta,,PAr,angu-s-th-iya-,finger(-ring),0.824,
n3470,*āta,,356,antár,inside,1,1,0,sanu:ota,,PAr,ant′ar,inside,1.000,inside
n3471,*ātar,,356,antár,inside,1,1,0,nis:ater,,PAr,ant′ar,inside,1.000,inside
n3482,*andara,,386,andʰakāra,darkness,1,1,0,nis:andara,,PAr,andʱa-kâra-,darkness,1.000,darkness
n3507,*avuta,,540,abʰukta,"not eaten, who has not eaten",1,1,0,nis:āta,540,OIA,a-bʱuk-ta,not eaten,1.000,eaten;not
n3508,*amā,,560,amā́,"at home, in the house",1,1,0,nis:amā,560,OIA,am′â,at home,1.000,at;home
n3531,*āroga,,1330,ārōgya,health,1,1,0,nis:aruga,1330.1,OIA,â-rog-ya-,health,1.000,health
n3532,*iei,,1351,āryikā,respectable woman,1,1,0,nis:iei,1351,OIA,âry-ika-:-,respectable woman,1.000,respectable;woman
n3535,*āṛa,"knot (in wood); segment (of reed, etc.); husk on walnut",603,aratní,"elbow, corner, cubit",1,1,1,nis:avṛa,,,,,0.000,
n3535,*āṛa,"knot (in wood); segment (of reed, etc.); husk on walnut",1440,ā́vr̩ta,covered; surrounded,1,2,1,nis:avṛe,,,,,0.000,
n3538,*ātri,,1130,*ātr̩tīyam,". [For <i>ā</i>-, cf. <i>ācaturam</i>",1,1,0,nis:atrigam,1130,OIA,*â-tr̥ti:yam,on the third day,1.000,
n3543,*āsa,,1476,ā́sa,"*throwing; ashes, light dust",1,1,0,nis:āsa,,PAr,′âs-a-,throwing; dust; ashes,1.000,ashes;dust;throwing
n3554,*ānav,ghee,1100,ā́ñjana,"fat; AV.; <i>āñjanī</i>- f.; VS.,",1,1,0,nis:anavṛa,,,,,0.000,
n3565,*āv,,407,áp,,1,1,0,nis:āv,,PAr,′âpaḥ,waters,0.667,
n3577,*kāsa,,3135,kā́satē,coughs,1,1,0,sanu:kāās-ie,,PAr,k′âs-a-te,coughs,1.000,coughs
n3592,*karã,,2790,káraṇa,"act, deed",1,1,0,nis:karã,,PAr,k′ar-a-na-,act; deed,1.000,act;deed
n3603,*kāra,,3066,kārú,artisan,1,1,0,nis:kāra,,PAr,kâr-u-ka-,artisan,0.800,artisan
n3607,*ko,,2814,karṓti,does,1,1,0,sanu:ko,,PAr,kr̥-ṇ′au-ti,do,0.615,
n3614,*catavā,,4655,catvā́raḣ,four,1,1,0,nis:catā,,PAr,k̂atv′âr-as,four,0.750,four
n3625,*ācauṭ,,4600,caturtʰá,fourth,1,1,0,nis:acaṭam,,PAr,k̂atur-th′a-,fourth,0.800,fourth
n3635,*cār,,4755,cāra,"motion, course; *grazing, *fodder",2,1,0,Kam:coara;nis:cār,,OIA,čâr-a-,motion; course; way,1.000,course;motion
n3655,*kaṣi,,2909,karṣí,"furrowing; ploughing; furrow, trench",1,1,0,nis:dāv-kaṣi,,OIA,karṣ-′i-,furrowing,1.000,furrowing
n3659,*kul,,3330,kúla,"herd, troop; race, family; noble family; house",1,1,0,nis:kɨl,,PAr,k′ula-,herd; troop; race; family; house,1.000,family;herd;house;race;troop
n3661,*sauli,,13895,*svakuliya,of one's own family,1,1,0,nis:sɘli,,OIA,sva-kul-iya-,of one's own family,1.000,family;own;s
n3674,*ka,,2814,karṓti,does,1,1,0,sanu:ko,,PAr,k′a-,someone; anyone,0.500,
n3681,*kāci,,3153,*kicca,"mud, dirt",1,1,0,Kam:kāca,,OIA,k′aš-čid,,0.364,
n3685,*kāʦa,,3114,kā́śatē,"shines, is visible; to see; sees clearly",1,1,0,nis:kāʦa,,PAr,kâč-a-,shines; is visible,0.600,is;shines;visible
n3689,*kāśira,,3116,*kāśira,bright,1,1,0,nis:kaśira,,OIA,kâš-i-ra-,bright,1.000,bright
n3693,*viā̃s,,11629,vikāśa,brightness; shines,1,1,0,nis:viā̃s,,OIA,vi-kâš-a-,brightness,1.000,brightness
n3708,*jẽta,,5244,jīvantá,long-lived; living,2,1,0,nis:jẽta tũ;nis:jẽta-bār,,PAr,ĝi:v-ant′a-,living,0.857,living
n3709,*jĩta,,5244,jīvantá,long-lived; living,1,1,0,nis:jit,,PAr,ĝi:v-ant′a-,living,0.857,living
n3747,*gava,,4008,gatá,gone; shining of the sun,1,1,0,sanu:go,,PAr,ga-t′a-,gone,1.000,gone
n3758,*gā,,4147,*gāva,ox,1,1,0,nis:gā,,PAr,gâv-a-,ox,1.000,ox
n3766,*gu,,4225,gūtʰa,excrement,1,1,0,nis:gɨ,,OIA,gu:tha-,excrement,0.889,excrement
n3770,*garaś,,4440,*gʰarasya,sun's heat; day,1,1,0,nis:garaś,,PAr,gʱar-asya-,sun's heat,1.000,heat;s;sun
n3776,*jana,,13963,hánati,"strikes, kills",1,1,0,nis:ẓā̃,,PAr,ĝʱ′an-a-,strikes; kills,0.600,kills;strikes
n3779,*jãt,,13969,hántr̩,"killing; killer, robber",1,1,0,nis:jũt,,PAr,ĝʱan-t′r̥-,killer,0.800,killer
n3782,*jãt,,13969,hántr̩,"killing; killer, robber",1,1,0,nis:jũt,,PAr,ĝʱan-t′r̥-,killer,0.800,killer
