source_index,id,parent_index,parent_id,level,language_id,form,gloss,comment,page
2249,n1859,2248,n1858,3,OIA,ri-y′a-,lets go; releases; defecates,,l
2250,n1860,2249,n1859,4,PNur,riâu,,,l
2251,n1861,2243,n1853,1,PIE Form,li-h-io-,,,l
2252,n1862,2251,n1861,2,PAr,pr′a-li:-ya-te,is dissolved,,l
2253,n1863,2251,n1861,2,PAr,vi-li:-ya-te,melts,,l
2254,n1864,2253,n1863,3,PNur,vilia-,,,l
2255,n1865,2253,n1863,3,OIA,vi-ri:-ya-te,is melted,,l
2256,n1866,,,0,PIE Root,leiĝʱ,lick,"[Pok. 668  *leiĝh-  PIE formula: *l-i-k̬̂-
",l
2257,n1867,2256,n1866,1,PIE Form,liĝʱ-e-,,,l
2258,n1868,2257,n1867,2,PAr,liǰʱ-a-,licks,,l
2259,n1869,2258,n1868,3,PNur,liźa-,,,l
2260,n1870,,,0,PIE Root,leip,smear; stick,"[Pok. 670  *leip-1  PIE formula: *l-i-p-
]",l
2261,n1871,2260,n1870,1,PIE Form,li-n-p-e-,,,l
2262,n1872,2261,n1871,2,PAr,limp-′a-ti,smears,,l
2263,n1873,2262,n1872,3,PNur,lipa-,,,l
2264,n1874,,,0,PIE Root,leu,cut off; separate; free,"[Pok. 681  *leu-2  PIE formula: *l-u-
]",l
2265,n1875,2264,n1874,1,PIE Form,leu-i-tro-,,,l
2266,n1876,2265,n1875,2,PAr,lav-′i-tra-,sickle,,l
2267,n1877,2266,n1876,3,PNur,letra,,,l
2268,n1878,2264,n1874,1,PIE Form,leu-o-,,,l
2269,n1879,2268,n1878,2,PAr,lâv-a-,reaping,,l
2270,n1880,,,0,PIE Root,leuk,bright; shine; see,"[Pok. 687  *leuk-  PIE formula: *l-u-k-
]",l
2271,n1881,2270,n1880,1,PIE Form,leu-k-i-s-,,,l
2272,n1882,2271,n1881,2,PAr,rauk̂-′is-,,,l
2273,n1883,2272,n1882,3,OIA,roč-′is-,light; brightness,,l
2274,n1884,2273,n1883,4,PNur,roč-,,,l
2275,n1885,2270,n1880,1,PIE Form,leu-ko-,,,l
2276,n1886,2275,n1885,2,PAr,l′auk-a-,,,l
2277,n1887,2276,n1886,3,OIA,l′oč-a-te,sees; [causative] shines,,l
2278,n1888,2276,n1886,3,OIA,r′ok-a-,light; splendor,,l
2279,n1889,2278,n1888,4,PNur,ro,,,l
2280,n1890,2278,n1888,4,PNur,rovâ,,,l
2281,n1891,,,0,PIE Root,leup,peel; cut off; harm,"[Pok. 690  *leup-  PIE formula: *l-u-p-
]",l
2282,n1892,2281,n1891,1,PIE Form,leup-tro-,,,l
2283,n1893,2282,n1892,2,PAr,laup-tra-,,,l
2284,n1894,2283,n1893,3,OIA,lop-tra-,stolen property,,l
2285,n1895,2284,n1894,4,PNur,lotra,,,l
2286,11044.3,,,0,OIA,*lekka-,defective; distorted,[T. 11044.3],l
2287,n1896,,,0,PIE Root,legʷʱ,light (weight),"[Pok. 660  *legʷh-  PIE formula: *l-k̬̊-
]",l
2288,n1897,2287,n1896,1,PIE Form,legʷʱ-u-,,,l
2289,n1898,2288,n1897,2,PAr,lagʱ′u-ka-,,,l
2290,n1899,2289,n1898,3,OIA,lagʱ′u-kka-,light,,l
2291,n1900,,,0,PIE Root,lerd,twist,"[Pok. 679  *lerd-  PIE formula: *l-r-t̰-
",l
2292,n1901,2291,n1900,1,PIE Form,ler-d-e-,,,l
2293,n1902,2292,n1901,2,PAr,lard-a-,fight,,l
2294,11116,,,0,OIA,*lella-,lamb; kid,[T. 11116],l
2295,n1903,,,0,PIE Root,lep,,"[Pok. 677  *lep-1  PIE formula: *l-p-
]",l
2296,n1904,2295,n1903,1,PIE Form,lep-e-,,,l
2297,n1905,2296,n1904,2,PAr,lap-a-ti,talks,,l
2298,n1906,2297,n1905,3,OIA,vi-lap-a-ti,wails,,l
2299,n1907,2295,n1903,1,PIE Form,lep-o-,,,l
2300,n1908,2299,n1907,2,PAr,lap-a-,,,l
2301,n1909,2300,n1908,3,OIA,â-lâp-′a-,speech,,l
2302,n1910,,,0,PIE Root,leb,hang down loosely; lip,"[Pok. 655  *lē̆b-, lō̆b-, lâb-, leb-  PIE formula: *l-ᴘ̰-
1]",l
2303,n1911,2302,n1910,1,PIE Form,le-n-b-e-,,,l
2304,n1912,2303,n1911,2,PAr,ava-lamb-a-te,hangs down,,l
2305,n1913,2304,n1912,3,PNur,ulama-,,,l
2306,n1914,2302,n1910,1,PIE Form,le-n-b-eio-,,,l
2307,n1915,2306,n1914,2,PAr,ava-lamb-aya-ti,hangs,,l
2308,n1916,2307,n1915,3,PNur,ulamâ-,,,l
2309,n1917,2302,n1910,1,PIE Form,le-n-b-o-,,,l
2310,n1918,2309,n1917,2,PAr,ava-lamb-a-,hanging down,,l
2311,n1919,2309,n1917,2,PAr,lamb-a,,,l
2312,n1920,2311,n1919,3,OIA,ramb-a-,hang down,,l
2313,n1921,2309,n1917,2,PAr,lamb-a-,,,l
2314,n1922,2313,n1921,3,OIA,â-lamb-a-,support,,l
2315,n1923,,,0,PIE Root,lem,crush; fragile,"[Pok. 674  *lem-1  PIE formula: *l-m-
]",l
2316,n1924,2315,n1923,1,PIE Form,lem-,,,l
2317,n1925,2316,n1924,2,PNur,lamaṇa,,,l
2318,n1926,,,0,PIE Root,lēg,weak; feeble,"[Pok. 959  *(s)lēg-  PIE formula: *l-ēk̰-
]",l
2319,n1927,2318,n1926,1,PIE Form,le-n-g-,,,l
2320,n1928,2319,n1927,2,PAr,langa-,lame,,l
2321,n1929,,,0,PNur,lui-kâṇḍ,blood-vessel,,l
2322,n1930,,,0,Urdu,luṭ,money,,l
2323,11076.1,,,0,OIA,*luṭṭa-,defective,[T. 11076.1],l
2324,11076.1,2323,11076.1,1,PNur,luṭ,,,l
2325,11080.1,,,0,OIA,luḍ-a-ti,stirs,[T. 11080.1],l
2326,11072.5,,,0,OIA,*lunga-,defective,[T. 11072.5],l
2327,11080.3,,,0,OIA,*lunḍ-a-ti,rolls,[T. 11080.3],l
2328,n1931,,,0,PIE Root,luhs,louse,"[Pok. 692  *lū̆s  PIE formula: *l-u-h-
s]",l
2329,n1932,2328,n1931,1,PIE Form,i′u-h-k-aɦ-,,,l
2330,n1933,2329,n1932,2,PAr,y′u:ka-:-,louse,,l
2331,n1934,2330,n1933,3,PNur,iuv,,,l
2332,11097.1,,,0,OIA,lu:ṣ-a-ti,burns,[T. 11097.1],l
2333,11097.1,2332,11097.1,1,PNur,luṣa-,,,l
2334,11119,,,0,OIA,lok′a-,world; people,[T. 11119],l
2335,n1935,,,0,PNur,loṛ,loom,,l
2336,n1936,,,0,EurAs,n,,"[G. 30, 42, 44, 
56]",n
2337,n1937,2336,n1936,1,PIE Form,n-,,[Pok. 756  *nĕ1  PIE formula: *n1],n
2338,n1938,2337,n1937,2,PAr,a-,,,n
2339,n1939,2336,n1936,1,PIE Form,ne,not,[Pok. 756  *nĕ1  PIE formula: *n1],n
2340,n1940,2339,n1939,2,PAr,n′a,,,n
2341,n1941,2340,n1940,3,PNur,na,,,n
2342,n1942,2340,n1940,3,OIA,na-iva,not indeed,,n
2343,n1943,2336,n1936,1,PIE Form,ne-gʱ′i,surely not,[Pok. 756  *nĕ1  PIE formula: *n1],n
2344,n1944,2343,n1943,2,PAr,na-gʱ′i,,,n
2345,n1945,2344,n1944,3,OIA,na-ɦ′i,surely not,,n
2346,n1946,2345,n1945,4,PNur,nâi,,,n
2347,n1947,2336,n1936,1,PIE Form,-n,,,n
2348,n1948,2347,n1947,2,PAr,-n,,,n
2349,n1949,2348,n1948,3,PNur,-˜,,,n
2350,n1950,2336,n1936,1,PIE Form,-n-o-,,,n
2351,n1951,2350,n1950,2,PAr,-n′a-,,,n
2352,n1952,2336,n1936,1,PIE Form,-n-o-,,,n
2353,n1953,2352,n1952,2,PAr,-n-a-,,,n
2354,n1954,2353,n1953,3,PNur,-˜,,,n
2355,n1955,2353,n1953,3,PNur,-ṇ,,,n
2356,n1956,2353,n1953,3,PNur,-na-,,,n
2357,n1957,2336,n1936,1,PIE Form,-n-o-,,,n
2358,n1958,2357,n1957,2,PAr,-a-i-na,,,n
2359,n1959,2336,n1936,1,PIE Form,-ōn,,,n
2360,n1960,2359,n1959,2,PAr,-ân,,,n
2361,n1961,2360,n1960,3,PNur,-a˜,,,n
2362,n1962,2336,n1936,1,PIE Form,n-s-m-e-,,[Pok. 758  *ne-2  PIE formula: *n-6],n
2363,n1963,2362,n1962,2,PAr,as-m′â-,,,n
2364,n1964,2336,n1936,1,PIE Form,-the-no,,,n
2365,n1965,2364,n1964,2,PAr,-tha-na,,,n
2366,n1966,2365,n1965,3,PNur,-n,,,n
2367,n1967,2336,n1936,1,PIE Form,-on-t-i,,,n
2368,n1968,2367,n1967,2,PAr,-ant-i,,,n
2369,n1969,2368,n1968,3,PNur,-˜ta,,,n
2370,n1970,2368,n1968,3,PNur,-nda,,,n
2371,n1971,2367,n1967,2,PAr,-s-ant-i,,,n
2372,n1972,2371,n1971,3,PNur,-st,,,n
2373,n1973,2336,n1936,1,PIE Form,-n-o-,,,n
2374,n1974,2373,n1973,2,PAr,-n′a-,,,n
2375,n1975,2374,n1974,3,PNur,-na-,,,n
2376,n1976,2336,n1936,1,PIE Form,-on-t-,,,n
2377,n1977,2376,n1976,2,PAr,-an-t-,,,n
2378,n1978,2377,n1977,3,PNur,-nda,,,n
2379,n1979,2336,n1936,1,PIE Form,en-tero-,in; inward,"[Pok. 311  *en-4  PIE formula: *ʔ-n-
11]",n
2380,n1980,2379,n1979,2,PAr,′antar-a-,,,n
2381,n1981,2380,n1980,3,PNur,âtara-,,,n
2382,n1982,2336,n1936,1,PIE Form,n-dʱi-,in; *into; below; about; on,"[Pok. 311  *en-4  PIE formula: *ʔ-n-
12]",n
2383,n1983,2382,n1982,2,PAr,′adʱi-,,,n
2384,n1984,2383,n1983,3,OIA,′adʱi-ka-,in; *into; below; about; on,,n
2385,n1985,2384,n1984,4,PNur,adi,,,n
2386,n1986,2382,n1982,2,PAr,′adʱi-ye-ti,,,n
2387,n1987,2386,n1986,3,OIA,′adʱi-ye-ti,in; into; below,,n
2388,n1988,2387,n1987,4,PNur,di-,,,n
2389,n1989,2336,n1936,1,PIE Form,n-dʱi-ko-,in; into; below,"[Pok. 311  *en4  PIE formula: *ʔ-n-
12]",n
2390,n1990,2389,n1989,2,PAr,adʱi-ka-,,,n
2391,n1991,2390,n1990,3,OIA,adʱi-ka-tara-,in; into; below,,n
2392,n1992,2391,n1991,4,PNur,di-,,,n
2393,n1993,2336,n1936,1,PIE Form,n-i-,in; into; below,"[Pok. 311  *en4  PIE formula: *ʔ-n-
13]",n
2394,n1994,2393,n1993,2,PAr,n′i,,,n
2395,n1995,2394,n1994,3,PNur,ni,,,n
2396,6924,,,0,OIA,nagar′a-,town,[T. 6924],n
2397,6935.1,,,0,OIA,*naṭṭa-,defective,[T. 6935.1],n
2398,6935.1,2397,6935.1,1,PNur,nâṭu,,,n
2399,6936.1,,,0,OIA,naḍ′a-,kind of reed; tube,[T. 6936.1],n
2400,n1996,,,0,Arb,naṣīhat,advice,,n
2401,n1997,,,0,PIE Root,nas,nose,"[Pok. 755  *nas-  PIE formula: *n-as-
]",n
2402,n1998,2401,n1997,1,PIE Form,nas-aɦ-,,,n
2403,n1999,2402,n1998,2,PAr,n′âs-a-:-,nose,,n
2404,n2000,2403,n1999,3,PNur,nâs,,,n
2405,n2001,2401,n1997,1,PIE Form,nas-o-,,,n
2406,n2002,2405,n2001,2,PAr,nâs-â-puṭa-,nostril,,n
2407,n2003,2401,n1997,1,PIE Form,nas-t-,,,n
2408,n2004,2407,n2003,2,PAr,nas-t′a-,,,n
2409,n2005,2408,n2004,3,OIA,nas-ta-,nose,,n
2410,n2006,,,0,Prs,nasvâr,snuff,,n
2411,n2007,,,0,PIE Root,nana,"mother, etc. (child word)","[Pok. 754  *nana  PIE formula: *na-
na]",n
2412,n2008,2411,n2007,1,PIE Form,na-n′a-,,,n
2413,n2009,2412,n2008,2,PAr,nânna-,,,n
2414,n2010,2413,n2009,3,OIA,nânna-,term for older kinsman,,n
2415,n2011,2414,n2010,4,PNur,nânn,,,n
2416,n2012,2414,n2010,4,PNur,nânni,,,n
2417,n2013,2411,n2007,1,PIE Form,nan′a-ɦ,,,n
2418,n2014,2417,n2013,2,PAr,nan′a-:-,mother,,n
2419,n2015,2418,n2014,3,PNur,naṇa,,,n
2420,n2016,,,0,PNur,nav-,shin,,n
2421,7003,,,0,OIA,n′ava-ni:ta-,fresh butter,[T. 7003],n
2422,7003,2421,7003,1,PNur,nuni,,,n
2423,n2017,,,0,Middle Prs,namâč,prayer,,n
2424,n2018,,,0,PNur,nâ las vâni,disadvantaged,,n
2425,n2019,,,0,PNur,nâušik,winnowing tray,,n
2426,7039.1,,,0,OIA,nâg′a-,snake,[T. 7039.1],n
2427,7047,,,0,OIA,nâḍ′i-:-,tubular stalk; tube,[T. 7047],n
2428,7047,2427,7047,1,PNur,nâṛ,,,n
2429,n2020,,,0,PNur,nâṣ,beak,,n
2430,n2021,,,0,PNur,nâr,lair,,n
2431,n2022,,,0,PNur,nâskâr,face,,n
2432,7053,,,0,OIA,n′ânâ,variously,[T. 7053],n
2433,n2023,,,0,PNur,nâm-sâ˜ṭ,namesake,,n
2434,n2024,,,0,PIE Root,nâus,boat,"[Pok. 755  *nâu-s-1  PIE formula: *n-âu-s-
]",n
2435,n2025,2434,n2024,1,PIE Form,naɦu-i-aɦ-,,,n
2436,n2026,2435,n2025,2,PAr,nâv-y`a-:-,(navigable) stream,,n
2437,n2027,2436,n2026,3,PNur,no,,,n
2438,n2028,,,0,Arb,nikâ,wedding ceremony,,n
2439,7165,,,0,OIA,*ni-gâ-ti,learns,[T. 7165],n
2440,7165,2439,7165,1,PNur,ninga-,,,n
2441,7177,,,0,OIA,*ni-čam-a-ti,sips,[T. 7177],n
2442,7183,,,0,OIA,*ni-ǰaɦ-â-ti,leaves,[T. 7183],n
2443,7491,,,0,PAr,niš-kus-a-,extracts,[T. 7491],n
2444,7440,,,0,OIA,niš-čay-a-ti-,observes,[T. 7440],n
2445,7500,,,0,PAr,niš-ti-,neck-band,[T. 7500],n
2446,7504,,,0,OIA,ni-ṣṭyu:-ta-,spittle,[T. 7504],n
2447,7504,2446,7504,1,PNur,lusṭik,,,n
2448,7542.2,,,0,OIA,*nir-dâ-ti,cuts down; weeds,[T. 7542.2],n
2449,7366,,,0,OIA,nir-mala-,spotless; clean,[T. 7366],n
2450,7373.1,,,0,OIA,*nir-muč-,let loose,[T. 7373.1],n
2451,n2029,,,0,PNur,-nis-,come out; show up,,n
2452,n2030,,,0,PNur,ningaṣ,enemy,,n
2453,n2031,,,0,Prs,nim randa,half-plane,,n
2454,7539,,,0,OIA,ni:,churn milk,[following  T. 7539],n
2455,7552,,,0,OIA,ni:r′a-,water,[T. 7552],n
2456,7552,2455,7552,1,PNur,nila,,,n
2457,7545,,,0,OIA,ni:-ta-,fresh butter,[T. 7545],n
2458,7545,2457,7545,1,PNur,niv,,,n
2459,7545,2457,7545,1,PNur,nivâ,,,n
2460,7563.1,,,0,OIA,n′i:la-,dark blue or green; black,[T. 7563.1],n
2461,7563.1,2460,7563.1,1,PNur,nila,,,n
2462,7563.1,2460,7563.1,1,PNur,nila-i,,,n
2463,7563.1,2460,7563.1,1,PNur,ni-nila,,,n
2464,n2032,,,0,PIE Root,neigʷ,wash,"[Pok. 761  *neigʷ-  PIE formula: *n-i-gʷ-
]",n
2465,n2033,2464,n2032,1,PIE Form,nei-gʷ-io-,,,n
2466,n2034,2465,n2033,2,PAr,niǰ-ya-ti,washes,,n
2467,n2035,2466,n2034,3,PNur,niǰa-,,,n
2468,n2036,,,0,PIE Root,neuos,new,"[Pok. 769  *neu̯os  PIE formula: *n-u-
]",n
2469,n2037,2468,n2036,1,PIE Form,neu-io-,,,n
2470,n2038,2469,n2037,2,PAr,n′av-ya-,new,,n
2471,n2039,2470,n2038,3,PNur,nu·i˜,,,n
2472,n2040,2470,n2038,3,PNur,nu·inka,,,n
2473,n2041,2468,n2036,1,PIE Form,neu-is-t′o-,,,n
2474,n2042,2473,n2041,2,PAr,n′av-išta-,newest; youngest; last,,n
2475,n2043,2474,n2042,3,PNur,nušt,,,n
2476,n2044,2468,n2036,1,PIE Form,neu-o-,,,n
2477,n2045,2476,n2044,2,PAr,nav-a-,,,n
2478,n2046,2477,n2045,3,OIA,un-nava-,very new,,n
2479,n2047,,,0,PIE Root,nek̂,death; dying; dead person,"[Pok. 762  *nek̂-  PIE formula: *n-k̂-
]",n
2480,n2048,2479,n2047,1,PIE Form,nek̂-e-,,,n
2481,n2049,2480,n2048,2,PAr,nâč-′ay-a-ti,,,n
2482,n2050,2481,n2049,3,OIA,nâš-′ay-a-ti,destroys; drives away; removes,,n
2483,n2051,2480,n2048,2,PAr,nâč-a-,,,n
2484,n2052,2483,n2051,3,OIA,nâš-a-,destruction; ruin; death,,n
2485,n2053,2479,n2047,1,PIE Form,nek̂-t′o-,,,n
2486,n2054,2485,n2053,2,PAr,naš-t′a-,,,n
2487,n2055,2486,n2054,3,OIA,naṣ-ṭ′a-,lost,,n
2488,n2056,2487,n2055,4,PNur,nasṭa,,,n
2489,n2057,,,0,Prs,nešân,mark,,n
2490,n2058,,,0,PIE Root,ner,vital energy; man,"[Pok. 765  *ner-1  PIE formula: *n-r-
]",n
2491,n2059,2490,n2058,1,PIE Form,nr-,,,n
2492,n2060,2491,n2059,2,PAr,n′r̥-,man; male,,n
2493,n2061,,,0,PIE Root,ner,turn; wind; etc.,"[Pok. 975  *(s)ner-2  PIE formula: *n-r-
]",n
2494,n2062,2493,n2061,1,PIE Form,ner-t-io-,,,n
2495,n2063,2494,n2062,2,PAr,nâṭ-ya-,dancing,,n
2496,n2064,2495,n2063,3,PNur,nâṭ,,,n
2497,7588,,,0,OIA,netra-,cord of churning stick,[T. 7588],n
2498,n2065,,,0,PIE Root,ned,sound; roar; etc.,"[Pok. 759  *ned-2  PIE formula: *n-t̰-
]",n
2499,n2066,2498,n2065,1,PIE Form,ned-i-,,,n
2500,n2067,2499,n2066,2,PAr,nad′i:-,river,,n
2501,n2068,2500,n2067,3,PNur,nandi,,,n
2502,n2069,,,0,PIE Root,nedo,reed,"[Pok. 759  *nedo-  PIE formula: *n-t̰-o-
]",n
2503,n2070,2502,n2069,1,PIE Form,ned-o-,,,n
2504,n2071,2503,n2070,2,PAr,nad′a-,kind of reed; tube,,n
2505,n2072,,,0,PIE Root,nepōt,uncle; nephew; descendant,"[Pok. 764  *nepōt-  PIE formula: *n-p-ōt-
]",n
2506,n2073,2505,n2072,1,PIE Form,nepōt-,,,n
2507,n2074,2506,n2073,2,PAr,n′apât-,grandson,,n
2508,n2075,2507,n2074,3,PNur,navâ,,,n
2509,n2076,2505,n2072,1,PIE Form,nept-i-ɦ-,,,n
2510,n2077,2509,n2076,2,PAr,napt-′i:-,granddaughter,,n
2511,n2078,2510,n2077,3,PNur,nat,,,n
2512,n2079,,,0,PIE Root,nem,bend,"[Pok. 764  *nem-2  PIE formula: *n-m-
]",n
2513,n2080,2512,n2079,1,PIE Form,nem-e-,,,n
2514,n2081,2513,n2080,2,PAr,n′am-a-ti,bends; bows,,n
2515,n2082,,,0,PNur,nut-i-navâ,great-grandchildren,,n
2516,n2083,,,0,PIE Root,nuh,now,"[Pok. 770  *nū̆-  PIE formula: *n-u-h-
",n
2517,n2084,2516,n2083,1,PIE Form,nuh-,,,n
2518,n2085,2517,n2084,2,PAr,nu:-,now,,n
2519,n2086,2518,n2085,3,PNur,nu-tri,,,n
2520,n2087,2517,n2084,2,PAr,nu:-n′am,now,,n
2521,n2088,,,0,PIE Root,nogʷ,naked,"[Pok. 769  *nogʷ-  PIE formula: *n-ok̰̊-
]",n
2522,n2089,2521,n2088,1,PIE Form,nogʷ-no-,,,n
2523,n2090,2522,n2089,2,PAr,nagn′-a,naked,,n
2524,7613,,,0,OIA,ny-`as-ya-ti,throws down,[T. 7613],n
2525,n2091,,,0,PNur,c̣ala,abomasum,,cRet
2526,n2092,,,0,Kal-mun,J̣ac̣,J′uc̣,,jRet
2527,5420.1,,,0,OIA,*ṭakk-,remain; stop,[T. 5420.1],tRet
2528,5420.1,2527,5420.1,1,PNur,ṭaka-,,,tRet
2529,5422.1,,,0,OIA,*ṭakka-,bald,[T. 5422.1],tRet
2530,5428.1,,,0,OIA,ṭanka-,rod; spike; leg,[T. 5428.1],tRet
2531,5426.2,,,0,OIA,ṭanga-,a coin,[T. 5426.2],tRet
2532,5445.1,,,0,OIA,*ṭappa-,tap; blow,[T. 5445.1],tRet
2533,n2093,,,0,PNur,ṭâ-,place,,tRet
2534,5458,,,0,OIA,*ṭikka-,mark; spot,[T. 5458],tRet
2535,n2094,,,0,PNur,ṭimikü,kind of drum,,tRet
2536,5466,,,0,OIA,*ṭukk-,cut; break,[T. 5466],tRet
2537,5466,2536,5466,1,PNur,trik-,,,tRet
2538,n2095,,,0,PNur,ṭum,pear,,tRet
2539,5476.1,,,0,OIA,*ṭokk-,strike; bite,[T. 5476.1],tRet
2540,5477.1,,,0,OIA,*ṭokka-,basket,[T. 5477.1],tRet
2541,5477.1,2540,5477.1,1,PNur,ṭoka,,,tRet
2542,5478.1,,,0,OIA,*ṭonka-,beak,[T. 5478.1],tRet
2543,5481,,,0,OIA,*ṭoppa-,hat; covering,[T. 5481],tRet
2544,5481,2543,5481,1,PNur,ṭopi,,,tRet
2545,5481,2543,5481,1,PNur,ṭupa,,,tRet
2546,5481,2543,5481,1,PNur,ṭupai,,,tRet
2547,n2096,,,0,PNur,ṭra,fart (audible),,tRet
2548,5487,,,0,OIA,ṭhakk-,clatter,[T. 5487],tRet
2549,5522.2,,,0,OIA,ḍak-,tremble,[T. 5522.2],dRet
2550,5522.2,2549,5522.2,1,PNur,ḍa-ḍak-,,,dRet
2551,5524.1,,,0,OIA,*ḍagga-,defective,[T. 5524.1],dRet
2552,5524.1,2551,5524.1,1,PNur,ḍaga,,,dRet
2553,5524.1,2551,5524.1,1,PNur,ḍagara,,,dRet
2554,n2097,,,0,PNur,ḍa˜kiâr,wolf,,dRet
2555,n2098,,,0,PNur,ḍan,fine,,dRet
2556,5524.2,,,0,OIA,ḍanga-,defective,[T. 5524.2],dRet
2557,5524.3,,,0,OIA,ḍanga-ra-,defective,[T. 5524.3],dRet
2558,5524.3,2557,5524.3,1,PNur,ḍaŋgura,,,dRet
2559,n2099,,,0,PNur,ḍavara,flat,,dRet
2560,5542.1,,,0,OIA,ḍâk-′ini:-,Kâli:'s female attendant,[T. 5542.1],dRet
2561,5542.1,2560,5542.1,1,PNur,ḍâkni,,,dRet
2562,n2100,,,0,PNur,ḍâḍu,jujube,,dRet
2563,n2101,,,0,PNur,ḍiga-,reach to,,dRet
2564,5536.3,,,0,OIA,ḍilla-,lump,[T. 5536.3],dRet
2565,5536.3,2564,5536.3,1,PNur,ḍillik,,,dRet
2566,5560.2,,,0,OIA,ḍuḍḍa-,defective (> blunt),[T. 5560.2],dRet
2567,n2102,,,0,PNur,ḍola,stalk; tassle,,dRet
2568,5576,,,0,OIA,*ḍʱaḍḍʱa-,drum,[T. 5576],dRetAsp
2569,5576,2568,5576,1,PNur,ḍâḍ,,,dRetAsp
2570,5582,,,0,OIA,ḍʱâkka-,back; waist,[T. 5582],dRetAsp
2571,5583,,,0,OIA,ḍʱâla-,shield,[T. 5583],dRetAsp
2572,5585.7,,,0,OIA,*ḍʱunga-,lump,[T. 5585.7],dRetAsp
2573,5585.7,2572,5585.7,1,PNur,ḍuŋa,,,dRetAsp
2574,5595.1,,,0,OIA,*ḍʱu:ss-,push; hole,[T. 5595.1],dRetAsp
2575,n2103,,,0,PNur,ṣačâm,snot,,sRet
2576,n2104,,,0,Arb,ṣandūq,box,,sRet
2577,n2105,,,0,Arb,ṣaḥīḥ,correct; true,,sRet
2578,n2106,,,0,PNur,ṣâ-koṭa-,skull,,sRet
2579,n2107,,,0,PNur,ṣâṛa,head (of livestock),,sRet
2580,n2108,,,0,Psht,ṣâm,,,sRet
2581,n2109,,,0,PNur,ṣiâ˜,stomach; udder; groin,,sRet
2582,n2110,,,0,PNur,ṣiŋ-niṣâ˜,horn-chair,,sRet
2583,n2111,,,0,PNur,ṣut-vo,Ṣup'u,,sRet
2584,n2112,,,0,PNur,ṣunḍ-,knead,,sRet
2585,n2113,,,0,PNur,ṣpik,scabbard,,sRet
2586,n2114,,,0,Arb,ẓâbiṭ,officer,,zRet
2587,n2115,,,0,EurAs,r,,[G. 29],r
2588,n2116,2587,n2115,1,PIE Form,-r-o-,,,r
2589,n2117,2588,n2116,2,PAr,-ra-,,,r
2590,n2118,2589,n2117,3,PNur,-ra,,,r
2591,n2119,2589,n2117,3,PNur,-ra-,,,r
2592,n2120,2589,n2117,3,OIA,â-r′a-,,,r
2593,n2121,,,0,Prs,raxt,clothes,,r
2594,n2122,,,0,PIE Root,ras,sound; cry,"[Pok. 852  *rā̆̆s-  PIE formula: *r-as-
]",r
2595,n2123,2594,n2122,1,PIE Form,ras-e-,,,r
2596,n2124,2595,n2123,2,PAr,r′as-a-ti,yells; praises,,r
2597,n2125,2596,n2124,3,PNur,â-ras′a-,,,r
2598,n2126,,,0,Arb,rasm,custom,,r
2599,n2127,,,0,PNur,ranč,,,r
2600,10566,,,0,PAr,ranǰ-a-,moves to and fro,[T. 10566],r
2601,10566,2600,10566,1,PNur,ranźa-,,,r
2602,n2128,,,0,Prs,randa,plane,,r
2603,n2129,,,0,OIA,rap,talk,,r
2604,10645,,,0,OIA,rav-a-te,breaks,[T. 10645],r
2605,10645,2604,10645,1,PNur,rava-,,,r
2606,10645,,,0,OIA,*rav-i-tr̥-,reaper ?,[T. 10645],r
2607,10627.1,,,0,OIA,rama-ṇi-:-,kind of plant (willow),[T. 10627.1],r
2608,10627.1,2607,10627.1,1,PNur,râmâ,,,r
2609,10633,,,0,OIA,rambʱ-a-ti,takes hold of,[T. 10633],r
2610,n2130,,,0,Arb,raʕīyyat,subject,,r
2611,n2131,,,0,PNur,râkust,musk deer,,r
2612,10685,,,0,OIA,râǰa-mudga-,kind of bean,[T. 10685],r
2613,10685,2612,10685,1,PNur,ẓum,,,r
2614,n2132,,,0,PNur,râź,raceme,,r
2615,10702,,,0,OIA,r′âtri:-,night,[T. 10702],r
2616,10702,2615,10702,1,PNur,râtr,,,r
2617,10702,2615,10702,1,PNur,râtr-,,,r
2618,10703,,,0,OIA,*râtri:-vâra-,nighttime,[T. 10703],r
2619,10703,2618,10703,1,PNur,râtvâr,,,r
2620,n2133,,,0,PNur,râl,pubic hair,,r
2621,n2134,,,0,OIA,râm-a-,Râma,,r
2622,n2135,2621,n2134,1,PNur,â-râm,,,r
2623,n2136,,,0,PNur,râmâ-gal,Řâmgal,,r
2624,n2137,,,0,PNur,ria,black,,r
2625,10735.1,,,0,OIA,rinkh-a-ti,moves; crawls,[T. 10735.1],r
2626,10735.1,2625,10735.1,1,PNur,â-rika-,,,r
2627,10735.1,2625,10735.1,1,PNur,rika-,,,r
2628,n2138,,,0,PIE Root,rei,tear; cut,"[Pok. 857  *rei-1  PIE formula: *r-i-
]",r
2629,n2139,2628,n2138,1,PIE Form,ri-k-h-e-,,,r
2630,n2140,2629,n2139,2,PAr,likh-a-,scratch,,r
2631,n2141,2630,n2140,3,PNur,li + ?,,,r
2632,n2142,,,0,PIE Root,reu,roar; murmur; etc.,"[Pok. 867  *reu-1  PIE formula: *r-u-
]",r
2633,n2143,2632,n2142,1,PIE Form,ru-to-,,,r
2634,n2144,2633,n2143,2,PAr,ru-t′a-,made to resound,,r
2635,n2145,2634,n2144,3,PNur,ẓu,,,r
