PDF_Page	Printed_Page	Page_Line	Item	Gloss	Site	Similarity_Group	Extracted_Form	Record_Type	Extraction_Note
75	65	58	154	paper	Bankri, W K A	1	loʔ	response	
75	65	59	154	paper	Bankri, W K A	2	kagos	response	
75	65	60	154	paper	Rongtheang, E K A	1	loʔ	response	
75	65	61	154	paper	Rongtheang, E K A	3	kot̪	response	
75	65	62	154	paper	Sunajoli, Lakhimpur	1	lo	response	
75	65	63	154	paper	Mikirgaon, Nagaon	2	kagos	response	
75	65	64	154	paper	Sardoka Ingti, E K A	1	loʔ	response	
75	65	67	155	needle	Holanki, Papumpare AP	2	ĭŋpɾim	response	
75	65	68	155	needle	S Cherrapunjee	3	təɾnĕja	response	
75	65	69	155	needle	Hajarongpi, E K A	2	ĭŋpɾim	response	
75	65	70	155	needle	Amguri, Kamrup	2	ĭŋpɾĭm	response	
75	65	71	155	needle	PaboiMisamari, Sonitpur	2	ĭŋpɾĭm	response	
75	65	72	155	needle	Maina Kharong, Kamrup	2	ĭŋpɾim	response	
75	65	73	155	needle	RongjariPlasha, Ri-Bhoi	2	ĭŋpɾim	response	
75	65	74	155	needle	Assamese, Dibrugarh	1	bedʒi	response	
75	65	75	155	needle	Amguri, W K A	2	ĭŋpɾim	response	
75	65	76	155	needle	Sermansingner, E K A	2	ĭŋpɾĭm	response	
75	65	77	155	needle	Langhemphi, W K A	2	ĭŋpɾim	response	
75	65	78	155	needle	Umrinti, W K A	2	ĭŋpɾim	response	
75	65	79	155	needle	Bankri, W K A	2	ĭŋpɾim	response	
75	65	80	155	needle	Rongtheang, E K A	2	ĭŋpɾim	response	
75	65	81	155	needle	Sunajoli, Lakhimpur	2	ĭŋpɾim	response	
75	65	82	155	needle	Mikirgaon, Nagaon	2	ĭŋpɾim	response	
75	65	83	155	needle	Sardoka Ingti, E K A	2	ĭŋpɾim	response	
76	66	4	156	thread	Holanki, Papumpare AP	2	hon	response	
76	66	5	156	thread	S Cherrapunjee	3	khəsai	response	
76	66	6	156	thread	Hajarongpi, E K A	2	hon	response	
76	66	7	156	thread	Amguri, Kamrup	2	hon	response	
76	66	8	156	thread	PaboiMisamari, Sonitpur	2	hon	response	
76	66	9	156	thread	Maina Kharong, Kamrup	2	hon	response	
76	66	10	156	thread	RongjariPlasha, Ri-Bhoi	2	hon	response	
76	66	11	156	thread	Assamese, Dibrugarh	1	hutʌ̆	response	
76	66	12	156	thread	Amguri, W K A	2	hon	response	
76	66	13	156	thread	Sermansingner, E K A	2	hon	response	
76	66	14	156	thread	Langhemphi, W K A	2	hon	response	
76	66	15	156	thread	Umrinti, W K A	2	hon	response	
76	66	16	156	thread	Bankri, W K A	2	hon	response	
76	66	17	156	thread	Rongtheang, E K A	2	hon	response	
76	66	18	156	thread	Sunajoli, Lakhimpur	2	hon	response	
76	66	19	156	thread	Mikirgaon, Nagaon	2	hon	response	
76	66	20	156	thread	Sardoka Ingti, E K A	2	hon	response	
76	66	23	157	broom	Holanki, Papumpare AP	2	ʌ̆ɾphek	response	
76	66	24	157	broom	S Cherrapunjee	3	sənsaɾ	response	
76	66	25	157	broom	Hajarongpi, E K A	2	ʌ̆ɾphek	response	
76	66	26	157	broom	Amguri, Kamrup	2	ʌ̆ɾphe	response	
76	66	27	157	broom	PaboiMisamari, Sonitpur	2	ʌ̆ɾpheʔ	response	
76	66	28	157	broom	Maina Kharong, Kamrup	2	ʌ̆ɾphe	response	
76	66	29	157	broom	RongjariPlasha, Ri-Bhoi	2	ʌ̆ɾpheʔ	response	
76	66	30	157	broom	Assamese, Dibrugarh	1	dʒaɾu	response	
76	66	31	157	broom	Amguri, W K A	2	ʌ̆ɾphek	response	
76	66	32	157	broom	Sermansingner, E K A	2	ʌ̆ɾphek	response	
76	66	33	157	broom	Langhemphi, W K A	2	ʌ̆ɾphek	response	
76	66	34	157	broom	Umrinti, W K A	2	ʌ̆ɾphek	response	
76	66	35	157	broom	Bankri, W K A	2	ʌ̆ɾphek	response	
76	66	36	157	broom	Rongtheang, E K A	2	ʌ̆ɾphek	response	
76	66	37	157	broom	Sunajoli, Lakhimpur	2	ʌ̆ɾphek	response	
76	66	38	157	broom	Mikirgaon, Nagaon	2	ʌ̆ɾphek	response	
76	66	39	157	broom	Sardoka Ingti, E K A	2	ʌ̆ɾphek	response	
76	66	42	158	spoon (for eating)	Holanki, Papumpare AP	1	samus	response	
76	66	43	158	spoon (for eating)	S Cherrapunjee	1	ʃamojt	response	
76	66	44	158	spoon (for eating)	Hajarongpi, E K A	1	samus	response	
76	66	45	158	spoon (for eating)	Amguri, Kamrup	1	ʃamuʃ	response	
76	66	46	158	spoon (for eating)	PaboiMisamari, Sonitpur	1	ʃamot	response	
76	66	47	158	spoon (for eating)	Maina Kharong, Kamrup	1	samus	response	
76	66	48	158	spoon (for eating)	RongjariPlasha, Ri-Bhoi	1	sʌmus	response	
76	66	49	158	spoon (for eating)	Assamese, Dibrugarh	1	sʌ̆mus	response	
76	66	50	158	spoon (for eating)	Amguri, W K A	1	samus	response	
76	66	51	158	spoon (for eating)	Sermansingner, E K A	1	samus	response	
76	66	52	158	spoon (for eating)	Langhemphi, W K A	1	samus	response	
76	66	53	158	spoon (for eating)	Umrinti, W K A	1	samus	response	
76	66	54	158	spoon (for eating)	Bankri, W K A	1	samus	response	
76	66	55	158	spoon (for eating)	Rongtheang, E K A	1	samus	response	
76	66	56	158	spoon (for eating)	Sunajoli, Lakhimpur	1	samus	response	
76	66	57	158	spoon (for eating)	Mikirgaon, Nagaon	1	samus	response	
76	66	58	158	spoon (for eating)	Sardoka Ingti, E K A	1	samus	response	
76	66	59	158	spoon (for eating)	Sardoka Ingti, E K A	2	lumplakso	response	
76	66	62	159	knife (to cut meat)	Holanki, Papumpare AP	4	nokek	response	
76	66	63	159	knife (to cut meat)	S Cherrapunjee	5	t̪aɾi	response	
76	66	64	159	knife (to cut meat)	Hajarongpi, E K A	4	noke	response	
76	66	65	159	knife (to cut meat)	Amguri, Kamrup	3	nokso	response	
76	66	66	159	knife (to cut meat)	Amguri, Kamrup	4	noke	response	
76	66	67	159	knife (to cut meat)	PaboiMisamari, Sonitpur	4	nokeʔ	response	
76	66	68	159	knife (to cut meat)	Maina Kharong, Kamrup	3	nukso	response	
76	66	69	159	knife (to cut meat)	RongjariPlasha, Ri-Bhoi	3	nokso	response	
76	66	70	159	knife (to cut meat)	Assamese, Dibrugarh	1	koʈaɾi	response	
76	66	71	159	knife (to cut meat)	Amguri, W K A	5	t̪ʌ̆ɾʋi	response	
76	66	72	159	knife (to cut meat)	Sermansingner, E K A	4	nokek	response	
76	66	73	159	knife (to cut meat)	Langhemphi, W K A	4	nokek	response	
76	66	74	159	knife (to cut meat)	Langhemphi, W K A	5	t̪aɾi	response	
76	66	75	159	knife (to cut meat)	Umrinti, W K A	4	nokek	response	
76	66	76	159	knife (to cut meat)	Umrinti, W K A	5	t̪aɾi	response	
76	66	77	159	knife (to cut meat)	Bankri, W K A	4	nokek	response	
76	66	78	159	knife (to cut meat)	Rongtheang, E K A	2	nupak	response	
76	66	79	159	knife (to cut meat)	Sunajoli, Lakhimpur	4	nukek	response	
76	66	80	159	knife (to cut meat)	Mikirgaon, Nagaon	4	noke	response	
76	66	81	159	knife (to cut meat)	Sardoka Ingti, E K A	4	nukeʔ	response	
77	67	4	160	hammer	Holanki, Papumpare AP	3	kĭbːu	response	
77	67	5	160	hammer	S Cherrapunjee	5	t̪əɾənʌ̆m	response	
77	67	6	160	hammer	Hajarongpi, E K A	3	kĭbu	response	
77	67	7	160	hammer	Amguri, Kamrup	2	mʌtul	response	
77	67	8	160	hammer	PaboiMisamari, Sonitpur	3	kĭbu	response	
77	67	9	160	hammer	Maina Kharong, Kamrup	1	hʌ̆tuɾi	response	
77	67	10	160	hammer	Maina Kharong, Kamrup	4	dʌnu	response	
77	67	11	160	hammer	RongjariPlasha, Ri-Bhoi	2	mʌɾtul	response	
77	67	12	160	hammer	Assamese, Dibrugarh	1	hʌ̆t̪uɾi	response	
77	67	13	160	hammer	Amguri, W K A	3	kĭbːu	response	
77	67	14	160	hammer	Sermansingner, E K A	3	kĭbːu	response	
77	67	15	160	hammer	Langhemphi, W K A	3	kĭbu	response	
77	67	16	160	hammer	Umrinti, W K A	3	kĭbu	response	
77	67	17	160	hammer	Bankri, W K A	3	kĭbu	response	
77	67	18	160	hammer	Rongtheang, E K A	3	kĭbu	response	
77	67	19	160	hammer	Sunajoli, Lakhimpur	3	kĭbu	response	
77	67	20	160	hammer	Mikirgaon, Nagaon	3	kibu	response	
77	67	21	160	hammer	Sardoka Ingti, E K A	3	kĭbu	response	
77	67	24	161	axe	Holanki, Papumpare AP	2	tʃo	response	
77	67	25	161	axe	S Cherrapunjee	3	sdi	response	
77	67	26	161	axe	Hajarongpi, E K A	2	tʃo	response	
77	67	27	161	axe	Amguri, Kamrup	1	kuthaɾ	response	
77	67	28	161	axe	PaboiMisamari, Sonitpur	2	tʃo	response	
77	67	29	161	axe	Maina Kharong, Kamrup	1	kŭthaɾ	response	
77	67	30	161	axe	Maina Kharong, Kamrup	1	kutʌɾ	response	
77	67	31	161	axe	RongjariPlasha, Ri-Bhoi	1	kŭthaɾ	response	
77	67	32	161	axe	Assamese, Dibrugarh	1	kŭʈhaɾ	response	
77	67	33	161	axe	Amguri, W K A	2	tʃo	response	
77	67	34	161	axe	Sermansingner, E K A	2	tʃo	response	
77	67	35	161	axe	Langhemphi, W K A	2	tʃo	response	
77	67	36	161	axe	Umrinti, W K A	2	tʃo	response	
77	67	37	161	axe	Bankri, W K A	2	tʃo	response	
77	67	38	161	axe	Rongtheang, E K A	2	tʃo	response	
77	67	39	161	axe	Sunajoli, Lakhimpur	2	tʃo	response	
77	67	40	161	axe	Mikirgaon, Nagaon	2	tʃŭo	response	
77	67	41	161	axe	Sardoka Ingti, E K A	2	tʃo	response	
77	67	44	162	bow	Holanki, Papumpare AP	3	t̪hai	response	
77	67	45	162	bow	S Cherrapunjee	4	ɾənte	response	
77	67	46	162	bow	Hajarongpi, E K A	3	thaj	response	
77	67	47	162	bow	Amguri, Kamrup	3	bɦatŭlu	response	
77	67	48	162	bow	PaboiMisamari, Sonitpur	3	thai	response	
77	67	49	162	bow	Maina Kharong, Kamrup	3	bɦant̪ŭlu	response	
77	67	50	162	bow	RongjariPlasha, Ri-Bhoi	2	thʌ̆l	response	
77	67	51	162	bow	Assamese, Dibrugarh	1	d̪ɦonu	response	
77	67	52	162	bow	Amguri, W K A	3	t̪hai	response	
77	67	53	162	bow	Sermansingner, E K A	3	t̪hai	response	
77	67	54	162	bow	Langhemphi, W K A	3	t̪hai	response	
77	67	55	162	bow	Umrinti, W K A	2	baptheli	response	
77	67	56	162	bow	Bankri, W K A	3	t̪hai	response	
77	67	57	162	bow	Rongtheang, E K A	3	t̪hai	response	
77	67	58	162	bow	Sunajoli, Lakhimpur	3	t̪hai	response	
77	67	59	162	bow	Mikirgaon, Nagaon	2	bʌ̆thali	response	
77	67	60	162	bow	Sardoka Ingti, E K A	3	t̪hai	response	
77	67	63	163	arrow	Holanki, Papumpare AP	1	t̪haiʌ̆so	response	
77	67	64	163	arrow	S Cherrapunjee	7	khnam	response	
77	67	65	163	arrow	Hajarongpi, E K A	1	ʌ̆soʔ	response	
77	67	66	163	arrow	Hajarongpi, E K A	5	tʃo	response	
77	67	67	163	arrow	Amguri, Kamrup	2	ʌ̆hoŋ	response	
77	67	68	163	arrow	PaboiMisamari, Sonitpur	1	thaiʌ̆so	response	
77	67	69	163	arrow	Maina Kharong, Kamrup	3	kaɾ	response	
77	67	70	163	arrow	RongjariPlasha, Ri-Bhoi	4	ʌ̆muʔ	response	
77	67	71	163	arrow	Assamese, Dibrugarh	3	kaɾ	response	
77	67	72	163	arrow	Amguri, W K A	1	t̪haiʌ̆so	response	
77	67	73	163	arrow	Sermansingner, E K A	1	t̪haiʌ̆soʔ	response	
77	67	74	163	arrow	Langhemphi, W K A	1	t̪haiʌ̆so	response	
77	67	75	163	arrow	Umrinti, W K A	1	t̪haiʌ̆so	response	
77	67	76	163	arrow	Bankri, W K A	1	t̪haiʌ̆so	response	
77	67	77	163	arrow	Rongtheang, E K A	1	t̪haiʌ̆so	response	
77	67	78	163	arrow	Sunajoli, Lakhimpur	1	t̪haiʌ̆so	response	
77	67	79	163	arrow	Sunajoli, Lakhimpur	1	ʌ̆so	response	
77	67	80	163	arrow	Mikirgaon, Nagaon	6	tʃiŋar	response	
77	67	81	163	arrow	Sardoka Ingti, E K A	1	t̪haiʌ̆soʔ	response	
78	68	4	164	spear	Holanki, Papumpare AP	2	tʃiɾ	response	
78	68	5	164	spear	S Cherrapunjee	5	suom	response	
78	68	6	164	spear	Hajarongpi, E K A	2	tʃiɾ	response	
78	68	7	164	spear	Amguri, Kamrup	3	tokʌn	response	
78	68	8	164	spear	PaboiMisamari, Sonitpur	2	tʃiɾ	response	
78	68	9	164	spear	Maina Kharong, Kamrup	4	tʃiɾklɔŋ	response	
78	68	10	164	spear	RongjariPlasha, Ri-Bhoi	3	tokʌn	response	
78	68	11	164	spear	Assamese, Dibrugarh	1	dʒaʈhi	response	
78	68	12	164	spear	Amguri, W K A	2	tʃiɾ	response	
78	68	13	164	spear	Sermansingner, E K A	2	tʃiɾ	response	
78	68	14	164	spear	Langhemphi, W K A	2	tʃiɾ	response	
78	68	15	164	spear	Umrinti, W K A	2	tʃiɾ	response	
78	68	16	164	spear	Bankri, W K A	2	tʃiɾ	response	
78	68	17	164	spear	Rongtheang, E K A	2	tʃiɾ	response	
78	68	18	164	spear	Sunajoli, Lakhimpur	2	tʃiɾ	response	
78	68	19	164	spear	Mikirgaon, Nagaon	2	tʃiɾ	response	
78	68	20	164	spear	Sardoka Ingti, E K A	2	tʃiɾ	response	
78	68	23	165	fire	Holanki, Papumpare AP	2	me	response	
78	68	24	165	fire	S Cherrapunjee	3	dĭŋ	response	
78	68	25	165	fire	Hajarongpi, E K A	2	meʔ	response	
78	68	26	165	fire	Amguri, Kamrup	2	me	response	
78	68	27	165	fire	PaboiMisamari, Sonitpur	2	mei	response	
78	68	28	165	fire	Maina Kharong, Kamrup	2	me	response	
78	68	29	165	fire	RongjariPlasha, Ri-Bhoi	2	me	response	
78	68	30	165	fire	Assamese, Dibrugarh	1	dʒuj	response	
78	68	31	165	fire	Amguri, W K A	2	mi	response	
78	68	32	165	fire	Sermansingner, E K A	2	meʔ	response	
78	68	33	165	fire	Langhemphi, W K A	2	meʔ	response	
78	68	34	165	fire	Umrinti, W K A	2	meʔ	response	
78	68	35	165	fire	Bankri, W K A	2	me	response	
78	68	36	165	fire	Bankri, W K A	2	mei	response	
78	68	37	165	fire	Rongtheang, E K A	2	me	response	
78	68	38	165	fire	Sunajoli, Lakhimpur	2	me	response	
78	68	39	165	fire	Mikirgaon, Nagaon	2	me	response	
78	68	40	165	fire	Sardoka Ingti, E K A	2	me	response	
78	68	43	166	ashes	Holanki, Papumpare AP	2	t̪hegɭo	response	
78	68	44	166	ashes	S Cherrapunjee	5	dəpej	response	
78	68	45	166	ashes	Hajarongpi, E K A	2	theglo	response	
78	68	46	166	ashes	Hajarongpi, E K A	3	theglo	response	
78	68	47	166	ashes	Amguri, Kamrup	3	tholo	response	
78	68	48	166	ashes	PaboiMisamari, Sonitpur	2	thĕglo	response	
78	68	49	166	ashes	PaboiMisamari, Sonitpur	3	thĕglo	response	
78	68	50	166	ashes	Maina Kharong, Kamrup	1	saj	response	
78	68	51	166	ashes	RongjariPlasha, Ri-Bhoi	3	t̪elo	response	
78	68	52	166	ashes	Assamese, Dibrugarh	1	saj	response	
78	68	53	166	ashes	Amguri, W K A	2	t̪hegɭo	response	
78	68	54	166	ashes	Sermansingner, E K A	2	t̪hegɭo	response	
78	68	55	166	ashes	Langhemphi, W K A	2	t̪hegɭoʔ	response	
78	68	56	166	ashes	Umrinti, W K A	4	mekpon	response	
78	68	57	166	ashes	Bankri, W K A	2	t̪hegɭo	response	
78	68	58	166	ashes	Rongtheang, E K A	2	theglo	response	
78	68	59	166	ashes	Rongtheang, E K A	3	theglo	response	
78	68	60	166	ashes	Rongtheang, E K A	3	t̪elo	response	
78	68	61	166	ashes	Rongtheang, E K A	4	mepun	response	
78	68	62	166	ashes	Sunajoli, Lakhimpur	2	t̪hegɭo	response	
78	68	63	166	ashes	Mikirgaon, Nagaon	2	theglo	response	
78	68	64	166	ashes	Mikirgaon, Nagaon	3	theglo	response	
78	68	65	166	ashes	Sardoka Ingti, E K A	2	t̪heklo	response	
78	68	66	166	ashes	Sardoka Ingti, E K A	3	t̪heklo	response	
78	68	69	167	smoke	Holanki, Papumpare AP	2	mĭhi	response	
78	68	70	167	smoke	S Cherrapunjee	3	t̪ədem	response	
78	68	71	167	smoke	Hajarongpi, E K A	2	mĭhi	response	
78	68	72	167	smoke	Amguri, Kamrup	2	mĭhĭt	response	
78	68	73	167	smoke	PaboiMisamari, Sonitpur	2	mĭhi	response	
78	68	74	167	smoke	Maina Kharong, Kamrup	2	mihi	response	
78	68	75	167	smoke	RongjariPlasha, Ri-Bhoi	2	mĭhip	response	
78	68	76	167	smoke	Assamese, Dibrugarh	1	d̪ɦũʌ̆	response	
78	68	77	167	smoke	Amguri, W K A	2	mĭhi	response	
78	68	78	167	smoke	Sermansingner, E K A	2	mĭhi	response	
78	68	79	167	smoke	Langhemphi, W K A	2	mĭhi	response	
78	68	80	167	smoke	Umrinti, W K A	2	mĭhi	response	
78	68	81	167	smoke	Bankri, W K A	2	mĭhi	response	
78	68	82	167	smoke	Bankri, W K A	2	mihi	response	
78	68	83	167	smoke	Rongtheang, E K A	2	mihi	response	
78	68	84	167	smoke	Sunajoli, Lakhimpur	2	mĭhi	response	
78	68	85	167	smoke	Mikirgaon, Nagaon	2	ʌ̆mihi	response	
78	68	86	167	smoke	Sardoka Ingti, E K A	2	mĭhi	response	
79	69	4	168	candle	Holanki, Papumpare AP	1	mom	response	
79	69	5	168	candle	S Cherrapunjee	1	bompʌ̆ti	response	
79	69	6	168	candle	Hajarongpi, E K A	1	mom	response	
79	69	7	168	candle	Amguri, Kamrup	1	mom	response	
79	69	8	168	candle	PaboiMisamari, Sonitpur	1	mom	response	
79	69	9	168	candle	Maina Kharong, Kamrup	1	mom	response	
79	69	10	168	candle	RongjariPlasha, Ri-Bhoi	1	mom	response	
79	69	11	168	candle	Assamese, Dibrugarh	1	mombʌ̆t̪i	response	
79	69	12	168	candle	Amguri, W K A	1	mom	response	
79	69	13	168	candle	Sermansingner, E K A	1	mom	response	
79	69	14	168	candle	Langhemphi, W K A	1	mom	response	
79	69	15	168	candle	Umrinti, W K A	1	mom	response	
79	69	16	168	candle	Bankri, W K A	1	mom	response	
79	69	17	168	candle	Rongtheang, E K A	1	mom	response	
79	69	18	168	candle	Sunajoli, Lakhimpur	1	mom	response	
79	69	19	168	candle	Mikirgaon, Nagaon	1	mom	response	
79	69	20	168	candle	Sardoka Ingti, E K A	1	mom	response	
79	69	23	169	boat	Holanki, Papumpare AP	2	tĕloŋ	response	
79	69	24	169	boat	S Cherrapunjee	3	liĕŋ	response	
79	69	25	169	boat	Hajarongpi, E K A	2	tĕloŋ	response	
79	69	26	169	boat	Amguri, Kamrup	2	tĕloŋ	response	
79	69	27	169	boat	Amguri, Kamrup	2	tiluŋ	response	
79	69	28	169	boat	PaboiMisamari, Sonitpur	2	tĕloŋ	response	
79	69	29	169	boat	Maina Kharong, Kamrup	2	tĭlːoŋ	response	
79	69	30	169	boat	RongjariPlasha, Ri-Bhoi	2	tĭloŋ	response	
79	69	31	169	boat	Assamese, Dibrugarh	1	naw	response	
79	69	32	169	boat	Amguri, W K A	2	tĕloŋ	response	
79	69	33	169	boat	Sermansingner, E K A	2	tĕlːoŋ	response	
79	69	34	169	boat	Langhemphi, W K A	2	tĕloŋ	response	
79	69	35	169	boat	Umrinti, W K A	2	tĕloŋ	response	
79	69	36	169	boat	Bankri, W K A	2	tĕloŋ	response	
79	69	37	169	boat	Bankri, W K A	2	teloŋ	response	
79	69	38	169	boat	Rongtheang, E K A	2	teloŋ	response	
79	69	39	169	boat	Sunajoli, Lakhimpur	2	tĕloŋ	response	
79	69	40	169	boat	Mikirgaon, Nagaon	2	tĭlːoŋ	response	
79	69	41	169	boat	Sardoka Ingti, E K A	2	t̪eloŋ	response	
79	69	44	170	road	Holanki, Papumpare AP	2	t̪owaɾ	response	
79	69	45	170	road	S Cherrapunjee	3	suɾok	response	
79	69	46	170	road	Hajarongpi, E K A	4	pakːa aɭi	response	
79	69	47	170	road	Amguri, Kamrup	3	soɾok	response	
79	69	48	170	road	PaboiMisamari, Sonitpur	2	tŭarpi	response	
79	69	49	170	road	Maina Kharong, Kamrup	2	dŭaɾ	response	
79	69	50	170	road	RongjariPlasha, Ri-Bhoi	3	soɾok	response	
79	69	51	170	road	Assamese, Dibrugarh	1	ɾʌ̆st̪ʌ̆	response	
79	69	52	170	road	Amguri, W K A	2	towaɾpi	response	
79	69	53	170	road	Sermansingner, E K A	2	t̪oaɾ	response	
79	69	54	170	road	Sermansingner, E K A	4	pokali	response	
79	69	55	170	road	Langhemphi, W K A	2	towaɾ	response	
79	69	56	170	road	Umrinti, W K A	2	towaɾ	response	
79	69	57	170	road	Umrinti, W K A	2	towaɾpi	response	
79	69	58	170	road	Bankri, W K A	2	towaɾ	response	
79	69	59	170	road	Rongtheang, E K A	2	t̪oaɾ	response	
79	69	60	170	road	Sunajoli, Lakhimpur	2	t̪owaɾ	response	
79	69	61	170	road	Mikirgaon, Nagaon	4	mot̪oɾʌ̆li	response	
79	69	62	170	road	Sardoka Ingti, E K A	2	towaɾpi	response	
79	69	65	171	path	Holanki, Papumpare AP	2	t̪owaɾ	response	
79	69	66	171	path	S Cherrapunjee	4	lʌ̆ŋti	response	
79	69	67	171	path	Hajarongpi, E K A	2	t̪oaɾ	response	
79	69	68	171	path	Amguri, Kamrup	2	dŭaɾ	response	
79	69	69	171	path	PaboiMisamari, Sonitpur	2	tŭaɾso	response	
79	69	70	171	path	Maina Kharong, Kamrup	2	dŭaɾ	response	
79	69	71	171	path	RongjariPlasha, Ri-Bhoi	2	dŭaɾ	response	
79	69	72	171	path	RongjariPlasha, Ri-Bhoi	2	duwʌɾ	response	
79	69	73	171	path	Assamese, Dibrugarh	1	bat̪	response	
79	69	74	171	path	Amguri, W K A	2	t̪owaɾ	response	
79	69	75	171	path	Sermansingner, E K A	2	t̪oaɾ	response	
79	69	76	171	path	Langhemphi, W K A	2	towaɾso	response	
79	69	77	171	path	Umrinti, W K A	2	towaɾso	response	
79	69	78	171	path	Bankri, W K A	2	t̪owaɾ	response	
79	69	79	171	path	Rongtheang, E K A	3	lot̪i	response	
79	69	80	171	path	Sunajoli, Lakhimpur	2	towaɾso	response	
79	69	81	171	path	Mikirgaon, Nagaon	2	t̪uaɾ	response	
79	69	82	171	path	Sardoka Ingti, E K A	2	towaɾso	response	
80	70	4	172	to go	Holanki, Papumpare AP	2	kedam	response	
80	70	5	172	to go	S Cherrapunjee	3	bʌ̆nleit	response	
80	70	6	172	to go	Hajarongpi, E K A	2	kedam	response	
80	70	7	172	to go	Amguri, Kamrup	2	kidam	response	
80	70	8	172	to go	PaboiMisamari, Sonitpur	2	kĭdam	response	
80	70	9	172	to go	Maina Kharong, Kamrup	2	kidam	response	
80	70	10	172	to go	RongjariPlasha, Ri-Bhoi	2	kĭdam	response	
80	70	11	172	to go	Assamese, Dibrugarh	1	dʒʌ̆boloe luʌ̆	response	
80	70	12	172	to go	Amguri, W K A	2	kedam	response	
80	70	13	172	to go	Sermansingner, E K A	2	kedam	response	
80	70	14	172	to go	Langhemphi, W K A	2	kedam	response	
80	70	15	172	to go	Umrinti, W K A	2	kedam	response	
80	70	16	172	to go	Bankri, W K A	2	kedam	response	
80	70	17	172	to go	Rongtheang, E K A	2	d̪am	response	
80	70	18	172	to go	Sunajoli, Lakhimpur	2	kedam	response	
80	70	19	172	to go	Mikirgaon, Nagaon	2	kĭd̪am	response	
80	70	20	172	to go	Sardoka Ingti, E K A	2	kedam	response	
80	70	23	173	to come	Holanki, Papumpare AP	2	kĕwaŋ	response	
80	70	24	173	to come	Holanki, Papumpare AP	3	kĕwaŋ	response	
80	70	25	173	to come	S Cherrapunjee	3	wʌ̆n	response	
80	70	26	173	to come	Hajarongpi, E K A	2	kĕwaŋ	response	
80	70	27	173	to come	Hajarongpi, E K A	3	kĕwaŋ	response	
80	70	28	173	to come	Amguri, Kamrup	2	ʋaŋ	response	
80	70	29	173	to come	PaboiMisamari, Sonitpur	2	kĭwaŋ	response	
80	70	30	173	to come	PaboiMisamari, Sonitpur	3	kĭwaŋ	response	
80	70	31	173	to come	Maina Kharong, Kamrup	2	kĭwaŋ	response	
80	70	32	173	to come	Maina Kharong, Kamrup	3	kĭwaŋ	response	
80	70	33	173	to come	RongjariPlasha, Ri-Bhoi	2	kiwʌŋ	response	
80	70	34	173	to come	RongjariPlasha, Ri-Bhoi	3	kiwʌŋ	response	
80	70	35	173	to come	Assamese, Dibrugarh	1	ahĭboloe lua	response	
80	70	36	173	to come	Amguri, W K A	2	kĕwaŋ	response	
80	70	37	173	to come	Amguri, W K A	3	kĕwaŋ	response	
80	70	38	173	to come	Sermansingner, E K A	2	kĕʋan	response	
80	70	39	173	to come	Langhemphi, W K A	2	kĕwaŋ	response	
80	70	40	173	to come	Langhemphi, W K A	3	kĕwaŋ	response	
80	70	41	173	to come	Umrinti, W K A	2	kĕwaŋ	response	
80	70	42	173	to come	Umrinti, W K A	3	kĕwaŋ	response	
80	70	43	173	to come	Bankri, W K A	2	kĕwaŋ	response	
80	70	44	173	to come	Bankri, W K A	3	kĕwaŋ	response	
80	70	45	173	to come	Rongtheang, E K A	2	waŋ	response	
80	70	46	173	to come	Rongtheang, E K A	3	waŋ	response	
80	70	47	173	to come	Sunajoli, Lakhimpur	2	kĕwaŋ	response	
80	70	48	173	to come	Sunajoli, Lakhimpur	3	kĕwaŋ	response	
80	70	49	173	to come	Mikirgaon, Nagaon	2	kĭʋaŋ	response	
80	70	50	173	to come	Sardoka Ingti, E K A	2	kĕwaŋ	response	
80	70	51	173	to come	Sardoka Ingti, E K A	3	kĕwaŋ	response	
80	70	54	174	to stand	Holanki, Papumpare AP	2	kʌ̆ɾdʒap	response	
80	70	55	174	to stand	S Cherrapunjee	5	əjʌ̆ŋ	response	
80	70	56	174	to stand	Hajarongpi, E K A	2	kʌ̆ɾdʒap	response	
80	70	57	174	to stand	Amguri, Kamrup	2	kʌ̆ɾdʒap	response	
80	70	58	174	to stand	Amguri, Kamrup	2	ʌ̆ɾdʒap	response	
80	70	59	174	to stand	PaboiMisamari, Sonitpur	2	kʌ̆ɾdʒap	response	
80	70	60	174	to stand	Maina Kharong, Kamrup	2	kʌ̆ɾdʒap	response	
80	70	61	174	to stand	RongjariPlasha, Ri-Bhoi	2	kaɾjap	response	
80	70	62	174	to stand	Assamese, Dibrugarh	1	t̪heohoboloe lua	response	
80	70	63	174	to stand	Amguri, W K A	2	kʌ̆ɾdʒap	response	
80	70	64	174	to stand	Sermansingner, E K A	2	kʌ̆ɾdʒap	response	
80	70	65	174	to stand	Sermansingner, E K A	4	tŭɾnoi	response	
80	70	66	174	to stand	Langhemphi, W K A	2	kʌ̆ɾdʒap	response	
80	70	67	174	to stand	Umrinti, W K A	2	kʌ̆ɾdʒap	response	
80	70	68	174	to stand	Bankri, W K A	2	kʌ̆ɾdʒap	response	
80	70	69	174	to stand	Rongtheang, E K A	2	kaɾdʒap	response	
80	70	70	174	to stand	Sunajoli, Lakhimpur	2	kʌ̆ɾdʒap	response	
80	70	71	174	to stand	Mikirgaon, Nagaon	2	kʌ̆ɾdʒap	response	
