Item	Gloss	List_Code	Raw_Form	Form	PDF_Page	Printed_Page	Column	Status	Continuation_Lines	Review
101	name	WAA	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	WAA	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	WAA	s7VzV	ɕʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	QUE	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	QUE	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	QUE	s7VzV	ɕʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	CHA	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	CHA	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	CHA	s7VdzV / s7VzV	ɕʌdzʌ / ɕʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	PAS	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	PAS	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	PAS	S7VzV / S7VdzV	ʂʌzʌ / ʂʌdzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	KAK	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	KAK	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	KAK	S7VzV	ʂʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	KHR	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	KHR	s7àRVi	ɕɑɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	KHR	s7VzV	ɕʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	WCI	num	num	130	112	1	response	0	SILDoulosNP positioned text
102	man	WCI	sàRà	sɑɽɑ	130	112	2	response	0	SILDoulosNP positioned text
103	woman	WCI	s7VzV	ɕʌzʌ	130	112	3	response	0	SILDoulosNP positioned text
101	name	ORM	nàm	nɑm	130	112	1	response	0	SILDoulosNP positioned text
102	man	ORM	sVRVi	sʌɽʌi	130	112	2	response	0	SILDoulosNP positioned text
103	woman	ORM	dzVrkV	dzʌrkʌ	130	112	3	response	0	SILDoulosNP positioned text
104	child	PES	mà's7um	mɑ'ɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	PES	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	PES	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	CHS	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	CHS	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	CHS	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	MAR	mà's7um	mɑ'ɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	MAR	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MAR	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	SWA	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	SWA	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	SWA	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	MAD	màs7um / wàRuke	mɑɕum / wɑɽuke	131	113	1	response	0	SILDoulosNP positioned text
105	father	MAD	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MAD	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	MIN	màs7um / wàRuke	mɑɕum / wɑɽuke	131	113	1	response	0	SILDoulosNP positioned text
105	father	MIN	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MIN	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	BAT	màs7um / bVce	mɑɕum / bʌce	131	113	1	response	0	SILDoulosNP positioned text
105	father	BAT	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	BAT	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	BAF	màs7um / jàtke / bVce	mɑɕum / jɑtke / bʌce	131	113	1	response	0	SILDoulosNP positioned text
105	father	BAF	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	BAF	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	OGI	jàtke	jɑtke	131	113	1	response	0	SILDoulosNP positioned text
105	father	OGI	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	OGI	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	DIR	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	DIR	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	DIR	àbVi	ɑbʌi	131	113	3	response	0	SILDoulosNP positioned text
104	child	BAJ	bVce	bʌce	131	113	1	response	0	SILDoulosNP positioned text
105	father	BAJ	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	BAJ	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	MOH	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	MOH	plVro	plʌro	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MOH	moro	moro	131	113	3	response	0	SILDoulosNP positioned text
104	child	NIG	mà's7um	mɑ'ɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	NIG	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	NIG	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	SHN	mà's7um	mɑ'ɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	SHN	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	SHN	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	BAR	bVce	bʌce	131	113	1	response	0	SILDoulosNP positioned text
105	father	BAR	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	BAR	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	MAL	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	MAL	plVr	plʌr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MAL	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	ZKH	mos7um	moɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	ZKH	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	ZKH	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	JAM	mà's7um	mɑ'ɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	JAM	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	JAM	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	TIR	bà'cài	bɑ'cɑi	131	113	1	response	0	SILDoulosNP positioned text
105	father	TIR	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	TIR	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	JAL	màs7um	mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	JAL	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	JAL	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	CHE	màs7um / bVcà	mɑɕum / bʌcɑ	131	113	1	response	0	SILDoulosNP positioned text
105	father	CHE	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	CHE	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	PAR	bVcài / màs7um	bʌcɑi / mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	PAR	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	PAR	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	HAN	woRke / bVce	woɽke / bʌce	131	113	1	response	0	SILDoulosNP positioned text
105	father	HAN	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	HAN	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	TAL	woRkV	woɽkʌ	131	113	1	response	0	SILDoulosNP positioned text
105	father	TAL	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	TAL	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	KRK	bVcài	bʌcɑi	131	113	1	response	0	SILDoulosNP positioned text
105	father	KRK	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	KRK	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	LAK	kRàtsVi / zVNVkVi	kɽɑtsʌi / zʌɳʌkʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	LAK	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	LAK	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	BAN	bVcài	bʌcɑi	131	113	1	response	0	SILDoulosNP positioned text
105	father	BAN	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	BAN	mer	mer	131	113	3	response	0	SILDoulosNP positioned text
104	child	MIR	{VNkài / màs7um	ʒʌɳkɑi / mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	MIR	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	MIR	mer	mer	131	113	3	response	0	SILDoulosNP positioned text
104	child	WAA	wàRikVi	wɑɽikʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	WAA	plor	plor	131	113	2	response	0	SILDoulosNP positioned text
106	mother	WAA	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	QUE	kus7nVi	kuɕnʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	QUE	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	QUE	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	CHA	kUs7nVi	kʊɕnʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	CHA	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	CHA	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	PAS	kUs7nVi / màs7um	kʊɕnʌi / mɑɕum	131	113	1	response	0	SILDoulosNP positioned text
105	father	PAS	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	PAS	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	KAK	kUs7nVi	kʊɕnʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	KAK	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	KAK	mor / morkVi	mor / morkʌi	131	113	3	response	0	SILDoulosNP positioned text
104	child	KHR	kus7nài / kus7nVi / InjIlVi	kuɕnɑi / kuɕnʌi / ɪnjɪlʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	KHR	plàr	plɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	KHR	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	WCI	wRVkVi	wɽʌkʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	WCI	piyàr	piyɑr	131	113	2	response	0	SILDoulosNP positioned text
106	mother	WCI	mor	mor	131	113	3	response	0	SILDoulosNP positioned text
104	child	ORM	woRkVi	woɽkʌi	131	113	1	response	0	SILDoulosNP positioned text
105	father	ORM	pie	pie	131	113	2	response	0	SILDoulosNP positioned text
106	mother	ORM	màwO	mɑwɔ	131	113	3	response	0	SILDoulosNP positioned text
107	older brother	PES	'mVs7Vr ror	'mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	PES	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	PES	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	CHS	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	CHS	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	CHS	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MAR	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MAR	wàRuke ror	wɑɽuke ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MAR	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	SWA	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	SWA	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	SWA	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MAD	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MAD	kVs7Vr ror / wàRuke ror	kʌɕʌr ror / wɑɽuke ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MAD	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MIN	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MIN	kVs7Vr ror / wàRuke ror	kʌɕʌr ror / wɑɽuke ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MIN	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	BAT	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	BAT	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	BAT	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	BAF	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	BAF	kVs7Vr ror / wàRike ror	kʌɕʌr ror / wɑɽike ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	BAF	mVs7rà xor / lueV xo	mʌɕrɑ xor / lueʌ xo	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	OGI	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	OGI	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	OGI	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	DIR	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	DIR	wVrkoTVi ror	wʌrkoʈʌi ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	DIR	mVs7rV xor	mʌɕrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	BAJ	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	BAJ	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	BAJ	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MOH	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MOH	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MOH	mVs7rà xoro	mʌɕrɑ xoro	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	NIG	'mVs7Vr ror	'mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	NIG	'kVs7Vr ror	'kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	NIG	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	SHN	'mVs7Vr ror	'mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	SHN	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	SHN	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	BAR	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	BAR	wVRuke wror	wʌɽuke wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	BAR	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MAL	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MAL	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MAL	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	ZKH	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	ZKH	kVs7Vr wror	kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	ZKH	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	JAM	'mVs7Vr ror	'mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	JAM	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	JAM	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	TIR	'mVs7Vr wror	'mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	TIR	kVs7Vr wror	kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	TIR	'mVs7Vrà xor	'mʌɕʌrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	JAL	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	JAL	wVRukVi ror / kVs7Vr ror	wʌɽukʌi ror / kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	JAL	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	CHE	mVs7Vr ror	mʌɕʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	CHE	kVs7Vr ror	kʌɕʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	CHE	mVs7rà xor	mʌɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	PAR	mVs7Vr wror / gVT wror	mʌɕʌr wror / gʌʈ wror	132	114	1	response	1	SILDoulosNP positioned text; visual continuation joined
108	younger brother	PAR	wVRuke wror / kVs7Vr wror	wʌɽuke wror / kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	PAR	mVs7rV xor	mʌɕrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	HAN	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	HAN	wàuke wror	wɑuke wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	HAN	mVs7rV xor	mʌɕrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	TAL	stVr ror	stʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	TAL	wVRukV ror	wʌɽukʌ ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	TAL	stVrV xor	stʌrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	KRK	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	KRK	wVRikV wror	wʌɽikʌ wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	KRK	stVrV xor	stʌrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	LAK	stVr wror / mVs7Vr wror	stʌr wror / mʌɕʌr wror	132	114	1	response	1	SILDoulosNP positioned text; visual continuation joined
108	younger brother	LAK	wVRUkVi wror / kVm wror	wʌɽʊkʌi wror / kʌm wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	LAK	stVrV xor / mVs7rà xor	stʌrʌ xor / mʌɕrɑ xor	132	114	3	response	1	SILDoulosNP positioned text; visual continuation joined
107	older brother	BAN	stVr wrer	stʌr wrer	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	BAN	wàRkV wrer	wɑɽkʌ wrer	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	BAN	stVrà xer	stʌrɑ xer	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	MIR	stVr wrer	stʌr wrer	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	MIR	wVRikVi wrer / kVs7Vr wrer	wʌɽikʌi wrer / kʌɕʌr wrer	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	MIR	stVrV xer / mVs7rà xer	stʌrʌ xer / mʌɕrɑ xer	132	114	3	response	1	SILDoulosNP positioned text; visual continuation joined
107	older brother	WAA	stVr wror	stʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	WAA	wVà4ikVi wror	wʌɑ̣ikʌi wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	WAA	stVrV xor	stʌrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	QUE	mVs7Vr ror / làlà / lue wror	mʌɕʌr ror / lɑlɑ / lue wror	132	114	1	response	1	SILDoulosNP positioned text; visual continuation joined
108	younger brother	QUE	kVs7Vr ror / kus7nVi wror	kʌɕʌr ror / kuɕnʌi wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	QUE	mVs7rV xor	mʌɕrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	CHA	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	CHA	kUs7nVi wror / kVs7Vr wror	kʊɕnʌi wror / kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	CHA	màs7rà xor	mɑɕrɑ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	PAS	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	PAS	kUs7nVi wror / kVs7Vr wror	kʊɕnʌi wror / kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	PAS	mVs7rV xor / lue xo	mʌɕrʌ xor / lue xo	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	KAK	mVsVr ror	mʌsʌr ror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	KAK	kVsVr ror	kʌsʌr ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	KAK	mVsrV xor	mʌsrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	KHR	mVs7Vr wror	mʌɕʌr wror	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	KHR	kVs7Vr wror	kʌɕʌr wror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	KHR	mVs7rV xor	mʌɕrʌ xor	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	WCI	mVser ror / Vkà	mʌser ror / ʌkɑ	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	WCI	wRVkVi ror / kVser ror	wɽʌkʌi ror / kʌser ror	132	114	2	response	0	SILDoulosNP positioned text
109	older sister	WCI	mVser xur	mʌser xur	132	114	3	response	0	SILDoulosNP positioned text
107	older brother	ORM	stur mVrzV	stur mʌrzʌ	132	114	1	response	0	SILDoulosNP positioned text
108	younger brother	ORM	zVri mVrzV / zVrikotkài mVrzà	zʌri mʌrzʌ / zʌrikotkɑi mʌrzɑ	132	114	2	response	1	SILDoulosNP positioned text; visual continuation joined
109	older sister	ORM	stVr xwàr	stʌr xwɑr	132	114	3	response	0	SILDoulosNP positioned text
110	younger sister	PES	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	PES	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	PES	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	CHS	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	CHS	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	CHS	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	MAR	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	MAR	zwi	zwi	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	MAR	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	SWA	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	SWA	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	SWA	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	MAD	kVs7rà / wàRV xor	kʌɕrɑ / wɑɽʌ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	MAD	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	MAD	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	MIN	kVs7rà / wVRuke xor	kʌɕrɑ / wʌɽuke xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	MIN	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	MIN	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	BAT	kVs7rà / wàRV xor	kʌɕrɑ / wɑɽʌ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	BAT	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	BAT	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	BAF	kVs7rà / wàRike xor	kʌɕrɑ / wɑɽike xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	BAF	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	BAF	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	OGI	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	OGI	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	OGI	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	DIR	wVRV xor	wʌɽʌ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	DIR	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	DIR	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	BAJ	xorVi	xorʌi	133	115	1	response	0	SILDoulosNP positioned text
111	son	BAJ	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	BAJ	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	MOH	kVs7rà xoro	kʌɕrɑ xoro	133	115	1	response	0	SILDoulosNP positioned text
111	son	MOH	zwi	zwi	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	MOH	loro	loro	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	NIG	kVs7Vrà xor	kʌɕʌrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	NIG	zoi	zoi	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	NIG	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	SHN	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	SHN	zoi	zoi	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	SHN	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
110	younger sister	BAR	kVs7rà xor	kʌɕrɑ xor	133	115	1	response	0	SILDoulosNP positioned text
111	son	BAR	zwe	zwe	133	115	2	response	0	SILDoulosNP positioned text
112	daughter	BAR	lur	lur	133	115	3	response	0	SILDoulosNP positioned text
