Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
113	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i113-BHU-pdf087.png				pending manual source-image review			
113	CHI	Chinninal Village	84	77	2	cells/i113-CHI-pdf084.png	^ mirid:s^			pending manual source-image review			
113	CHU	Churla / Lag Valley	83	76	2	cells/i113-CHU-pdf083.png	mandhas			pending manual source-image review			
113	GAR	Garsah	87	80	1	cells/i113-GAR-pdf087.png	-			pending manual source-image review			
113	JIB	Jibhi	86	79	2	cells/i113-JIB-pdf086.png				pending manual source-image review			
113	KUL	Kullu (District Headquarters)	87	80	2	cells/i113-KUL-pdf087.png				pending manual source-image review			
113	LOR	Loren / South Kullu Valley	83	76	3	cells/i113-LOR-pdf083.png	еГзур			pending manual source-image review			
113	MAN	Manali	85	78	1	cells/i113-MAN-pdf085.png				pending manual source-image review			
113	MAR	Maraur Village	85	78	3	cells/i113-MAR-pdf085.png				pending manual source-image review			
113	MNK	Manikaran	88	81	1	cells/i113-MNK-pdf088.png				pending manual source-image review			
113	RAI	Raila Village	85	78	2	cells/i113-RAI-pdf085.png	: es			pending manual source-image review			
113	SHA	Shalwar Village	84	77	1	cells/i113-SHA-pdf084.png	te=t/mand/deus			pending manual source-image review			
113	SHG	Shangarh	84	77	3	cells/i113-SHG-pdf084.png	tharlu			pending manual source-image review			
113	SID	Sidua	86	79	1	cells/i113-SID-pdf086.png				pending manual source-image review			
114	ANI	Ani	88	81	2	cells/i114-ANI-pdf088.png				pending manual source-image review			
114	BAT	Bathad	86	79	3	cells/i114-BAT-pdf086.png				pending manual source-image review			
114	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i114-BHU-pdf087.png				pending manual source-image review			
114	CHI	Chinninal Village	84	77	2	cells/i114-CHI-pdf084.png	maridhara			pending manual source-image review			
114	CHU	Churla / Lag Valley	83	76	2	cells/i114-CHU-pdf083.png	eJpuvm			pending manual source-image review			
114	GAR	Garsah	87	80	1	cells/i114-GAR-pdf087.png				pending manual source-image review			
114	JIB	Jibhi	86	79	2	cells/i114-JIB-pdf086.png				pending manual source-image review			
114	KUL	Kullu (District Headquarters)	87	80	2	cells/i114-KUL-pdf087.png				pending manual source-image review			
114	LOR	Loren / South Kullu Valley	83	76	3	cells/i114-LOR-pdf083.png	dEr^			pending manual source-image review			
114	MAN	Manali	85	78	1	cells/i114-MAN-pdf085.png	dheca			pending manual source-image review			
114	MAR	Maraur Village	85	78	3	cells/i114-MAR-pdf085.png				pending manual source-image review			
114	MNK	Manikaran	88	81	1	cells/i114-MNK-pdf088.png				pending manual source-image review			
114	RAI	Raila Village	85	78	2	cells/i114-RAI-pdf085.png	mund's			pending manual source-image review			
114	SHA	Shalwar Village	84	77	1	cells/i114-SHA-pdf084.png	(03			pending manual source-image review			
114	SHG	Shangarh	84	77	3	cells/i114-SHG-pdf084.png	dE4I1			pending manual source-image review			
114	SID	Sidua	86	79	1	cells/i114-SID-pdf086.png				pending manual source-image review			
115	ANI	Ani	88	81	2	cells/i115-ANI-pdf088.png				pending manual source-image review			
115	BAT	Bathad	86	79	3	cells/i115-BAT-pdf086.png				pending manual source-image review			
115	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i115-BHU-pdf087.png				pending manual source-image review			
115	CHI	Chinninal Village	84	77	2	cells/i115-CHI-pdf084.png	Sa. d			pending manual source-image review			
115	CHU	Churla / Lag Valley	83	76	2	cells/i115-CHU-pdf083.png	s^'dzn			pending manual source-image review			
115	GAR	Garsah	87	80	1	cells/i115-GAR-pdf087.png	SIi			pending manual source-image review			
115	JIB	Jibhi	86	79	2	cells/i115-JIB-pdf086.png				pending manual source-image review			
115	KUL	Kullu (District Headquarters)	87	80	2	cells/i115-KUL-pdf087.png				pending manual source-image review			
115	LOR	Loren / South Kullu Valley	83	76	3	cells/i115-LOR-pdf083.png	sadzr			pending manual source-image review			
115	MAN	Manali	85	78	1	cells/i115-MAN-pdf085.png	15.			pending manual source-image review			
115	MAR	Maraur Village	85	78	3	cells/i115-MAR-pdf085.png				pending manual source-image review			
115	MNK	Manikaran	88	81	1	cells/i115-MNK-pdf088.png				pending manual source-image review			
115	RAI	Raila Village	85	78	2	cells/i115-RAI-pdf085.png	teuar			pending manual source-image review			
115	SHA	Shalwar Village	84	77	1	cells/i115-SHA-pdf084.png	e3ja:ts.			pending manual source-image review			
115	SHG	Shangarh	84	77	3	cells/i115-SHG-pdf084.png				pending manual source-image review			
115	SID	Sidua	86	79	1	cells/i115-SID-pdf086.png				pending manual source-image review			
116	ANI	Ani	88	81	2	cells/i116-ANI-pdf088.png				pending manual source-image review			
116	BAT	Bathad	86	79	3	cells/i116-BAT-pdf086.png				pending manual source-image review			
116	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i116-BHU-pdf087.png	diharn			pending manual source-image review			
116	CHI	Chinninal Village	84	77	2	cells/i116-CHI-pdf084.png	atima			pending manual source-image review			
116	CHU	Churla / Lag Valley	83	76	2	cells/i116-CHU-pdf083.png	: nJ			pending manual source-image review			
116	GAR	Garsah	87	80	1	cells/i116-GAR-pdf087.png				pending manual source-image review			
116	JIB	Jibhi	86	79	2	cells/i116-JIB-pdf086.png				pending manual source-image review			
116	KUL	Kullu (District Headquarters)	87	80	2	cells/i116-KUL-pdf087.png				pending manual source-image review			
116	LOR	Loren / South Kullu Valley	83	76	3	cells/i116-LOR-pdf083.png				pending manual source-image review			
116	MAN	Manali	85	78	1	cells/i116-MAN-pdf085.png				pending manual source-image review			
116	MAR	Maraur Village	85	78	3	cells/i116-MAR-pdf085.png				pending manual source-image review			
116	MNK	Manikaran	88	81	1	cells/i116-MNK-pdf088.png				pending manual source-image review			
116	RAI	Raila Village	85	78	2	cells/i116-RAI-pdf085.png	mıň/bhuth			pending manual source-image review			
116	SHA	Shalwar Village	84	77	1	cells/i116-SHA-pdf084.png	U:osd			pending manual source-image review			
116	SHG	Shangarh	84	77	3	cells/i116-SHG-pdf084.png				pending manual source-image review			
116	SID	Sidua	86	79	1	cells/i116-SID-pdf086.png				pending manual source-image review			
117	ANI	Ani	88	81	2	cells/i117-ANI-pdf088.png	dherlo			pending manual source-image review			
117	BAT	Bathad	86	79	3	cells/i117-BAT-pdf086.png	dehad/din			pending manual source-image review			
117	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i117-BHU-pdf087.png	ra:th			pending manual source-image review			
117	CHI	Chinninal Village	84	77	2	cells/i117-CHI-pdf084.png	aia:! R:			pending manual source-image review			
117	CHU	Churla / Lag Valley	83	76	2	cells/i117-CHU-pdf083.png	dhihare			pending manual source-image review			
117	GAR	Garsah	87	80	1	cells/i117-GAR-pdf087.png	17. dias^			pending manual source-image review			
117	JIB	Jibhi	86	79	2	cells/i117-JIB-pdf086.png	*diairo			pending manual source-image review			
117	KUL	Kullu (District Headquarters)	87	80	2	cells/i117-KUL-pdf087.png	ahiara			pending manual source-image review			
117	LOR	Loren / South Kullu Valley	83	76	3	cells/i117-LOR-pdf083.png	di(h)ass			pending manual source-image review			
117	MAN	Manali	85	78	1	cells/i117-MAN-pdf085.png	1I7. diad'			pending manual source-image review			
117	MAR	Maraur Village	85	78	3	cells/i117-MAR-pdf085.png	diad			pending manual source-image review			
117	MNK	Manikaran	88	81	1	cells/i117-MNK-pdf088.png	dijada			pending manual source-image review			
117	RAI	Raila Village	85	78	2	cells/i117-RAI-pdf085.png	diha:c			pending manual source-image review			
117	SHA	Shalwar Village	84	77	1	cells/i117-SHA-pdf084.png	dihaC			pending manual source-image review			
117	SHG	Shangarh	84	77	3	cells/i117-SHG-pdf084.png				pending manual source-image review			
117	SID	Sidua	86	79	1	cells/i117-SID-pdf086.png	dihada			pending manual source-image review			
118	ANI	Ani	88	81	2	cells/i118-ANI-pdf088.png	=atf			pending manual source-image review			
118	BAT	Bathad	86	79	3	cells/i118-BAT-pdf086.png	rath			pending manual source-image review			
118	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i118-BHU-pdf087.png	doth			pending manual source-image review			
118	CHI	Chinninal Village	84	77	2	cells/i118-CHI-pdf084.png	rnLju:			pending manual source-image review			
118	CHU	Churla / Lag Valley	83	76	2	cells/i118-CHU-pdf083.png	sa:t			pending manual source-image review			
118	GAR	Garsah	87	80	1	cells/i118-GAR-pdf087.png	11X. ra:t			pending manual source-image review			
118	JIB	Jibhi	86	79	2	cells/i118-JIB-pdf086.png	sntS			pending manual source-image review			
118	KUL	Kullu (District Headquarters)	87	80	2	cells/i118-KUL-pdf087.png	fu:!			pending manual source-image review			
118	LOR	Loren / South Kullu Valley	83	76	3	cells/i118-LOR-pdf083.png	n'asa			pending manual source-image review			
118	MAN	Manali	85	78	1	cells/i118-MAN-pdf085.png	'rathua			pending manual source-image review			
118	MAR	Maraur Village	85	78	3	cells/i118-MAR-pdf085.png	sats			pending manual source-image review			
118	MNK	Manikaran	88	81	1	cells/i118-MNK-pdf088.png	7C J L			pending manual source-image review			
118	RAI	Raila Village	85	78	2	cells/i118-RAI-pdf085.png	"sa:tf"""			pending manual source-image review			
118	SHA	Shalwar Village	84	77	1	cells/i118-SHA-pdf084.png	ra:tl			pending manual source-image review			
118	SHG	Shangarh	84	77	3	cells/i118-SHG-pdf084.png				pending manual source-image review			
118	SID	Sidua	86	79	1	cells/i118-SID-pdf086.png	rath			pending manual source-image review			
119	ANI	Ani	88	81	2	cells/i119-ANI-pdf088.png				pending manual source-image review			
119	BAT	Bathad	86	79	3	cells/i119-BAT-pdf086.png				pending manual source-image review			
119	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i119-BHU-pdf087.png	diiapa			pending manual source-image review			
119	CHI	Chinninal Village	84	77	2	cells/i119-CHI-pdf084.png	dothi			pending manual source-image review			
119	CHU	Churla / Lag Valley	83	76	2	cells/i119-CHU-pdf083.png	dot'			pending manual source-image review			
119	GAR	Garsah	87	80	1	cells/i119-GAR-pdf087.png	19. dothi			pending manual source-image review			
119	JIB	Jibhi	86	79	2	cells/i119-JIB-pdf086.png	do:th			pending manual source-image review			
119	KUL	Kullu (District Headquarters)	87	80	2	cells/i119-KUL-pdf087.png				pending manual source-image review			
119	LOR	Loren / South Kullu Valley	83	76	3	cells/i119-LOR-pdf083.png	doti/dzifn			pending manual source-image review			
119	MAN	Manali	85	78	1	cells/i119-MAN-pdf085.png	:19. doti			pending manual source-image review			
119	MAR	Maraur Village	85	78	3	cells/i119-MAR-pdf085.png	и7ср			pending manual source-image review			
119	MNK	Manikaran	88	81	1	cells/i119-MNK-pdf088.png	!·ep			pending manual source-image review			
119	RAI	Raila Village	85	78	2	cells/i119-RAI-pdf085.png	470yP			pending manual source-image review			
119	SHA	Shalwar Village	84	77	1	cells/i119-SHA-pdf084.png	do:ti:			pending manual source-image review			
119	SHG	Shangarh	84	77	3	cells/i119-SHG-pdf084.png				pending manual source-image review			
119	SID	Sidua	86	79	1	cells/i119-SID-pdf086.png	dhothi			pending manual source-image review			
120	ANI	Ani	88	81	2	cells/i120-ANI-pdf088.png	eledr.p			pending manual source-image review			
120	BAT	Bathad	86	79	3	cells/i120-BAT-pdf086.png	dowari			pending manual source-image review			
120	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i120-BHU-pdf087.png	sonzk			pending manual source-image review			
120	CHI	Chinninal Village	84	77	2	cells/i120-CHI-pdf084.png	daphapa			pending manual source-image review			
120	CHU	Churla / Lag Valley	83	76	2	cells/i120-CHU-pdf083.png	dhi(hlapi			pending manual source-image review			
120	GAR	Garsah	87	80	1	cells/i120-GAR-pdf087.png	120. diasi			pending manual source-image review			
120	JIB	Jibhi	86	79	2	cells/i120-JIB-pdf086.png	dophaf			pending manual source-image review			
120	KUL	Kullu (District Headquarters)	87	80	2	cells/i120-KUL-pdf087.png	b5,1pp			pending manual source-image review			
120	LOR	Loren / South Kullu Valley	83	76	3	cells/i120-LOR-pdf083.png	dhihnği			pending manual source-image review			
120	MAN	Manali	85	78	1	cells/i120-MAN-pdf085.png	20. 'diadi			pending manual source-image review			
120	MAR	Maraur Village	85	78	3	cells/i120-MAR-pdf085.png	dophss			pending manual source-image review			
120	MNK	Manikaran	88	81	1	cells/i120-MNK-pdf088.png	d ijar			pending manual source-image review			
120	RAI	Raila Village	85	78	2	cells/i120-RAI-pdf085.png	dophefo			pending manual source-image review			
120	SHA	Shalwar Village	84	77	1	cells/i120-SHA-pdf084.png	trpa:c			pending manual source-image review			
120	SHG	Shangarh	84	77	3	cells/i120-SHG-pdf084.png				pending manual source-image review			
120	SID	Sidua	86	79	1	cells/i120-SID-pdf086.png	dopher			pending manual source-image review			
121	ANI	Ani	88	81	2	cells/i121-ANI-pdf088.png	udhe			pending manual source-image review			
121	BAT	Bathad	86	79	3	cells/i121-BAT-pdf086.png	bhelka			pending manual source-image review			
121	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i121-BHU-pdf087.png	kal/idz			pending manual source-image review			
121	CHI	Chinninal Village	84	77	2	cells/i121-CHI-pdf084.png	sOn.л			pending manual source-image review			
121	CHU	Churla / Lag Valley	83	76	2	cells/i121-CHU-pdf083.png	ts*k'a:l			pending manual source-image review			
121	GAR	Garsah	87	80	1	cells/i121-GAR-pdf087.png	121. son(d)z			pending manual source-image review			
121	JIB	Jibhi	86	79	2	cells/i121-JIB-pdf086.png	tarkain			pending manual source-image review			
121	KUL	Kullu (District Headquarters)	87	80	2	cells/i121-KUL-pdf087.png	Se.naz			pending manual source-image review			
121	LOR	Loren / South Kullu Valley	83	76	3	cells/i121-LOR-pdf083.png	son:°			pending manual source-image review			
121	MAN	Manali	85	78	1	cells/i121-MAN-pdf085.png	121. 'sona			pending manual source-image review			
121	MAR	Maraur Village	85	78	3	cells/i121-MAR-pdf085.png				pending manual source-image review			
121	MNK	Manikaran	88	81	1	cells/i121-MNK-pdf088.png				pending manual source-image review			
121	RAI	Raila Village	85	78	2	cells/i121-RAI-pdf085.png	son:°			pending manual source-image review			
121	SHA	Shalwar Village	84	77	1	cells/i121-SHA-pdf084.png	3An:			pending manual source-image review			
121	SHG	Shangarh	84	77	3	cells/i121-SHG-pdf084.png				pending manual source-image review			
121	SID	Sidua	86	79	1	cells/i121-SID-pdf086.png	bialkha			pending manual source-image review			
122	ANI	Ani	88	81	2	cells/i122-ANI-pdf088.png	kala			pending manual source-image review			
122	BAT	Bathad	86	79	3	cells/i122-BAT-pdf086.png	idz			pending manual source-image review			
122	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i122-BHU-pdf087.png	adz			pending manual source-image review			
122	CHI	Chinninal Village	84	77	2	cells/i122-CHI-pdf084.png	phnsji/pitfal			pending manual source-image review			
122	CHU	Churla / Lag Valley	83	76	2	cells/i122-CHU-pdf083.png	i:d3			pending manual source-image review			
122	GAR	Garsah	87	80	1	cells/i122-GAR-pdf087.png	122. (h)idz			pending manual source-image review			
122	JIB	Jibhi	86	79	2	cells/i122-JIB-pdf086.png	i:dz			pending manual source-image review			
122	KUL	Kullu (District Headquarters)	87	80	2	cells/i122-KUL-pdf087.png	Lazk			pending manual source-image review			
122	LOR	Loren / South Kullu Valley	83	76	3	cells/i122-LOR-pdf083.png	kлl°			pending manual source-image review			
122	MAN	Manali	85	78	1	cells/i122-MAN-pdf085.png	12. 'idz			pending manual source-image review			
122	MAR	Maraur Village	85	78	3	cells/i122-MAR-pdf085.png				pending manual source-image review			
122	MNK	Manikaran	88	81	1	cells/i122-MNK-pdf088.png	Lâza			pending manual source-image review			
122	RAI	Raila Village	85	78	2	cells/i122-RAI-pdf085.png	hi:dz			pending manual source-image review			
122	SHA	Shalwar Village	84	77	1	cells/i122-SHA-pdf084.png	hLdzü			pending manual source-image review			
122	SHG	Shangarh	84	77	3	cells/i122-SHG-pdf084.png	¿ diac?			pending manual source-image review			
122	SID	Sidua	86	79	1	cells/i122-SID-pdf086.png	khaL			pending manual source-image review			
123	ANI	Ani	88	81	2	cells/i123-ANI-pdf088.png	adz(a)			pending manual source-image review			
123	BAT	Bathad	86	79	3	cells/i123-BAT-pdf086.png	adjh /adz			pending manual source-image review			
123	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i123-BHU-pdf087.png	k^l			pending manual source-image review			
123	CHI	Chinninal Village	84	77	2	cells/i123-CHI-pdf084.png	a: d3			pending manual source-image review			
123	CHU	Churla / Lag Valley	83	76	2	cells/i123-CHU-pdf083.png	pid3/1			pending manual source-image review			
123	GAR	Garsah	87	80	1	cells/i123-GAR-pdf087.png	- adz			pending manual source-image review			
123	JIB	Jibhi	86	79	2	cells/i123-JIB-pdf086.png	d:d3			pending manual source-image review			
123	KUL	Kullu (District Headquarters)	87	80	2	cells/i123-KUL-pdf087.png	0az			pending manual source-image review			
123	LOR	Loren / South Kullu Valley	83	76	3	cells/i123-LOR-pdf083.png	22z			pending manual source-image review			
123	MAN	Manali	85	78	1	cells/i123-MAN-pdf085.png	-123. 'odz			pending manual source-image review			
123	MAR	Maraur Village	85	78	3	cells/i123-MAR-pdf085.png	adz			pending manual source-image review			
123	MNK	Manikaran	88	81	1	cells/i123-MNK-pdf088.png	isdza			pending manual source-image review			
123	RAI	Raila Village	85	78	2	cells/i123-RAI-pdf085.png	adz			pending manual source-image review			
123	SHA	Shalwar Village	84	77	1	cells/i123-SHA-pdf084.png	adks			pending manual source-image review			
123	SHG	Shangarh	84	77	3	cells/i123-SHG-pdf084.png				pending manual source-image review			
123	SID	Sidua	86	79	1	cells/i123-SID-pdf086.png	adzh			pending manual source-image review			
124	ANI	Ani	88	81	2	cells/i124-ANI-pdf088.png	kala			pending manual source-image review			
124	BAT	Bathad	86	79	3	cells/i124-BAT-pdf086.png	khala			pending manual source-image review			
124	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i124-BHU-pdf087.png	tn soz/hapk			pending manual source-image review			
124	CHI	Chinninal Village	84	77	2	cells/i124-CHI-pdf084.png	knl/ dasan:			pending manual source-image review			
124	CHU	Churla / Lag Valley	83	76	2	cells/i124-CHU-pdf083.png	ka:l			pending manual source-image review			
124	GAR	Garsah	87	80	1	cells/i124-GAR-pdf087.png	124. ka:l			pending manual source-image review			
124	JIB	Jibhi	86	79	2	cells/i124-JIB-pdf086.png	k^l			pending manual source-image review			
124	KUL	Kullu (District Headquarters)	87	80	2	cells/i124-KUL-pdf087.png	Kac.!			pending manual source-image review			
124	LOR	Loren / South Kullu Valley	83	76	3	cells/i124-LOR-pdf083.png	kal?			pending manual source-image review			
124	MAN	Manali	85	78	1	cells/i124-MAN-pdf085.png	0 124. Sui			pending manual source-image review			
124	MAR	Maraur Village	85	78	3	cells/i124-MAR-pdf085.png	kal/ Suwi			pending manual source-image review			
124	MNK	Manikaran	88	81	1	cells/i124-MNK-pdf088.png	jui			pending manual source-image review			
124	RAI	Raila Village	85	78	2	cells/i124-RAI-pdf085.png	Juwi			pending manual source-image review			
124	SHA	Shalwar Village	84	77	1	cells/i124-SHA-pdf084.png	Jumi			pending manual source-image review			
124	SHG	Shangarh	84	77	3	cells/i124-SHG-pdf084.png	"lia:2"""			pending manual source-image review			
124	SID	Sidua	86	79	1	cells/i124-SID-pdf086.png	dhothi			pending manual source-image review			
125	ANI	Ani	88	81	2	cells/i125-ANI-pdf088.png	hopto			pending manual source-image review			
125	BAT	Bathad	86	79	3	cells/i125-BAT-pdf086.png	haphtha			pending manual source-image review			
125	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i125-BHU-pdf087.png	muni^			pending manual source-image review			
125	CHI	Chinninal Village	84	77	2	cells/i125-CHI-pdf084.png	aldiaçi			pending manual source-image review			
125	CHU	Churla / Lag Valley	83	76	2	cells/i125-CHU-pdf083.png	hspkt'n			pending manual source-image review			
125	GAR	Garsah	87	80	1	cells/i125-GAR-pdf087.png	125. haftha			pending manual source-image review			
125	JIB	Jibhi	86	79	2	cells/i125-JIB-pdf086.png	haptha			pending manual source-image review			
125	KUL	Kullu (District Headquarters)	87	80	2	cells/i125-KUL-pdf087.png	hATLrIc			pending manual source-image review			
125	LOR	Loren / South Kullu Valley	83	76	3	cells/i125-LOR-pdf083.png	at' foz			pending manual source-image review			
125	MAN	Manali	85	78	1	cells/i125-MAN-pdf085.png	: 125. heptha			pending manual source-image review			
125	MAR	Maraur Village	85	78	3	cells/i125-MAR-pdf085.png	ath Ioz			pending manual source-image review			
125	MNK	Manikaran	88	81	1	cells/i125-MNK-pdf088.png	apteri			pending manual source-image review			
125	RAI	Raila Village	85	78	2	cells/i125-RAI-pdf085.png	haphts			pending manual source-image review			
125	SHA	Shalwar Village	84	77	1	cells/i125-SHA-pdf084.png				pending manual source-image review			
125	SHG	Shangarh	84	77	3	cells/i125-SHG-pdf084.png				pending manual source-image review			
125	SID	Sidua	86	79	1	cells/i125-SID-pdf086.png	haphtha			pending manual source-image review			
126	ANI	Ani	88	81	2	cells/i126-ANI-pdf088.png	minio			pending manual source-image review			
126	BAT	Bathad	86	79	3	cells/i126-BAT-pdf086.png	mino			pending manual source-image review			
126	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i126-BHU-pdf087.png	brs			pending manual source-image review			
126	CHI	Chinninal Village	84	77	2	cells/i126-CHI-pdf084.png				pending manual source-image review			
126	CHU	Churla / Lag Valley	83	76	2	cells/i126-CHU-pdf083.png	m(h)in:a/mínia			pending manual source-image review			
126	GAR	Garsah	87	80	1	cells/i126-GAR-pdf087.png	126. Mun:^			pending manual source-image review			
126	JIB	Jibhi	86	79	2	cells/i126-JIB-pdf086.png				pending manual source-image review			
126	KUL	Kullu (District Headquarters)	87	80	2	cells/i126-KUL-pdf087.png	mince			pending manual source-image review			
126	LOR	Loren / South Kullu Valley	83	76	3	cells/i126-LOR-pdf083.png	v:uw			pending manual source-image review			
126	MAN	Manali	85	78	1	cells/i126-MAN-pdf085.png	4 126. 'mina			pending manual source-image review			
126	MAR	Maraur Village	85	78	3	cells/i126-MAR-pdf085.png	mLn:A			pending manual source-image review			
126	MNK	Manikaran	88	81	1	cells/i126-MNK-pdf088.png	mina			pending manual source-image review			
126	RAI	Raila Village	85	78	2	cells/i126-RAI-pdf085.png	mLni^			pending manual source-image review			
126	SHA	Shalwar Village	84	77	1	cells/i126-SHA-pdf084.png	mun:^			pending manual source-image review			
126	SHG	Shangarh	84	77	3	cells/i126-SHG-pdf084.png				pending manual source-image review			
126	SID	Sidua	86	79	1	cells/i126-SID-pdf086.png	mina			pending manual source-image review			
127	ANI	Ani	88	81	2	cells/i127-ANI-pdf088.png	sjoya			pending manual source-image review			
127	BAT	Bathad	86	79	3	cells/i127-BAT-pdf086.png	Seya			pending manual source-image review			
127	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i127-BHU-pdf087.png	hijũa			pending manual source-image review			
127	CHI	Chinninal Village	84	77	2	cells/i127-CHI-pdf084.png	:l =émuus) phns?l			pending manual source-image review			
127	CHU	Churla / Lag Valley	83	76	2	cells/i127-CHU-pdf083.png	sa:l/bor|			pending manual source-image review			
127	GAR	Garsah	87	80	1	cells/i127-GAR-pdf087.png	127 ...			pending manual source-image review			
127	JIB	Jibhi	86	79	2	cells/i127-JIB-pdf086.png	Sa:l			pending manual source-image review			
127	KUL	Kullu (District Headquarters)	87	80	2	cells/i127-KUL-pdf087.png				pending manual source-image review			
127	LOR	Loren / South Kullu Valley	83	76	3	cells/i127-LOR-pdf083.png	sal/barf			pending manual source-image review			
127	MAN	Manali	85	78	1	cells/i127-MAN-pdf085.png	1,27. Sal			pending manual source-image review			
127	MAR	Maraur Village	85	78	3	cells/i127-MAR-pdf085.png	(Jeq			pending manual source-image review			
127	MNK	Manikaran	88	81	1	cells/i127-MNK-pdf088.png	hars			pending manual source-image review			
127	RAI	Raila Village	85	78	2	cells/i127-RAI-pdf085.png	brs)			pending manual source-image review			
127	SHA	Shalwar Village	84	77	1	cells/i127-SHA-pdf084.png	v$i) {jeq			pending manual source-image review			
127	SHG	Shangarh	84	77	3	cells/i127-SHG-pdf084.png				pending manual source-image review			
127	SID	Sidua	86	79	1	cells/i127-SID-pdf086.png	bhal			pending manual source-image review			
128	ANI	Ani	88	81	2	cells/i128-ANI-pdf088.png				pending manual source-image review			
128	BAT	Bathad	86	79	3	cells/i128-BAT-pdf086.png				pending manual source-image review			
128	BHU	Bhutti Village / Lag Valley	87	80	3	cells/i128-BHU-pdf087.png				pending manual source-image review			
128	CHI	Chinninal Village	84	77	2	cells/i128-CHI-pdf084.png	ipi Laviqa/jE.l			pending manual source-image review			
128	CHU	Churla / Lag Valley	83	76	2	cells/i128-CHU-pdf083.png	Jois/ajun.y			pending manual source-image review			
128	GAR	Garsah	87	80	1	cells/i128-GAR-pdf087.png	128 hiung			pending manual source-image review			
128	JIB	Jibhi	86	79	2	cells/i128-JIB-pdf086.png				pending manual source-image review			
128	KUL	Kullu (District Headquarters)	87	80	2	cells/i128-KUL-pdf087.png				pending manual source-image review			
128	LOR	Loren / South Kullu Valley	83	76	3	cells/i128-LOR-pdf083.png	^ heund°			pending manual source-image review			
128	MAN	Manali	85	78	1	cells/i128-MAN-pdf085.png	11 128. 'hiund'			pending manual source-image review			
128	MAR	Maraur Village	85	78	3	cells/i128-MAR-pdf085.png	hiund			pending manual source-image review			
128	MNK	Manikaran	88	81	1	cells/i128-MNK-pdf088.png				pending manual source-image review			
128	RAI	Raila Village	85	78	2	cells/i128-RAI-pdf085.png	hiünd/tands			pending manual source-image review			
128	SHA	Shalwar Village	84	77	1	cells/i128-SHA-pdf084.png	Indes dik			pending manual source-image review			
128	SHG	Shangarh	84	77	3	cells/i128-SHG-pdf084.png				pending manual source-image review			
128	SID	Sidua	86	79	1	cells/i128-SID-pdf086.png	hijungh.			pending manual source-image review			
129	ANI	Ani	95	88	2	cells/i129-ANI-pdf095.png				pending manual source-image review			
129	BAT	Bathad	93	86	3	cells/i129-BAT-pdf093.png				pending manual source-image review			
129	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i129-BHU-pdf094.png	(grm Inga)			pending manual source-image review			
129	CHI	Chinninal Village	91	84	2	cells/i129-CHI-pdf091.png	p?rani			pending manual source-image review			
129	CHU	Churla / Lag Valley	90	83	2	cells/i129-CHU-pdf090.png	bsia: |(3)			pending manual source-image review			
129	GAR	Garsah	94	87	1	cells/i129-GAR-pdf094.png	1129. bria:/			pending manual source-image review			
129	JIB	Jibhi	93	86	2	cells/i129-JIB-pdf093.png				pending manual source-image review			
129	KUL	Kullu (District Headquarters)	94	87	2	cells/i129-KUL-pdf094.png				pending manual source-image review			
129	LOR	Loren / South Kullu Valley	90	83	3	cells/i129-LOR-pdf090.png	brial			pending manual source-image review			
129	MAN	Manali	92	85	1	cells/i129-MAN-pdf092.png	9121. dipe9.			pending manual source-image review			
129	MAR	Maraur Village	92	85	3	cells/i129-MAR-pdf092.png	brial			pending manual source-image review			
129	MNK	Manikaran	95	88	1	cells/i129-MNK-pdf095.png				pending manual source-image review			
129	RAI	Raila Village	92	85	2	cells/i129-RAI-pdf092.png	bsi(h)a:l/gn8°			pending manual source-image review			
129	SHA	Shalwar Village	91	84	1	cells/i129-SHA-pdf091.png	!movE			pending manual source-image review			
129	SHG	Shangarh	91	84	3	cells/i129-SHG-pdf091.png				pending manual source-image review			
129	SID	Sidua	93	86	1	cells/i129-SID-pdf093.png	- шелсув			pending manual source-image review			
130	ANI	Ani	95	88	2	cells/i130-ANI-pdf095.png	samsi			pending manual source-image review			
130	BAT	Bathad	93	86	3	cells/i130-BAT-pdf093.png	-Jobala			pending manual source-image review			
130	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i130-BHU-pdf094.png	khnss/Jabali			pending manual source-image review			
130	CHI	Chinninal Village	91	84	2	cells/i130-CHI-pdf091.png	Whik/atshia:			pending manual source-image review			
