PDF_Page	Printed_Page	Site	First_Item	Forms_JSON	Review	Uncertainty_JSON	Notes
101	94	KUL	145	["bʊɳe","ʃetʰə","kaɭə","laɭ","niɭə","ek","dʊwi","t̪ɽai","tʃaɽ","pəɳtʃ","tʃʰaʊ","sotə","otʰə","noʊ","dʌs","gʰijaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
101	94	BHU	145	["nʊʃtʰə","ʃetʰə","kʰaɭə","lʌɭ","nʊːɭə","ekʰ","dʊwi","t̪ɽai","tʃaːɽ","pãɳz","tʃʰeː","satʰ","ʌtʰ","naʊ","dʌs",""]	manual-source-image	["","","","","","","","","","","","","","","","blank"]	Item 160 is a source dash/confirmed blank; every other cell reviewed
102	95	MNK	145	["bʊɳe","ʃetʊ","kaː","laɭ","niɭə","ek","dʊwi","t̪ɽa","tsaɽ","pʊɳzə","tso","sotə","otʰ","noʊ","dʊs","gʰeɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
102	95	ANI	145	["oɳɖe","ʃetʰo","kaɭo","laɭ","hoɽo","ek","dʊwi","tʃoɳ","tʃʰaɽ","pəɳdʒ","tsaʊ","sot","ʌtʰ","no","dos","geaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
104	97	CHU	161	["baɽə","t̪eɽə","tʃaʊd̪ə","pəɳd̪(r)ə","soˈɭə","sət̪aɽə","t̪ʰaɽə","ʊnːi","biːh","ikˈiː","t̪iːh","pəˈdʒaː","ʃoʊ","ˈdʊi ʃoʊ","ek həzaːɽ","dʊi həzaːɽ"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop; parenthesized r in item 164 is source qualification
104	97	LOR	161	["baɽə","t̪eɽə","","","","","","","biː","ekʰiː","t̪iːh","pədʒə","ʃoːʊ","dʊi ʃoʊ","ek hədʒaɽ","dʊi hə(d)ʒaɽ"]	manual-source-image	["","","blank","blank","blank","blank","blank","blank","","","","","","","",""]	Items 163-168 are visually confirmed source blanks; every other cell reviewed
105	98	SHA	161	["baɽə","","","","","","t̪aːɽə","ˈʊnːi / nʊnːi","biː","kʰoi","t̪iː","pəzaː","ˈek ʃoʊ","dʊi ʃoʊ","dʊs ʃoʊ","dʊi həzaɽ"]	manual-source-image	["","blank","blank","blank","blank","blank","","","","","","","","","",""]	Items 162-166 are visually confirmed source blanks; every other cell reviewed
105	98	CHI	161	["baɽə","","","","","","","","biːh","","","pədzaː","ʃoʊ","","a(d)zaːɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Items 162-168, 170-171, 174, and 176 are visually confirmed source blanks; item 175 preserves source parenthetical
105	98	SHG	161	["","","","","","","","","","","","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 161-176
106	99	MAN	161	["","","","","","","","","","","","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 161-176
106	99	RAI	161	["baɽə","","","","","","","","biːh","","","pəɳdʒaː","ʃoʊ","","həzaːɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Items 162-168, 170-171, 174, and 176 are visually confirmed source blanks
106	99	MAR	161	["baɽə","","","","","","","","biː","","","pəɳdzaː","ʃaʊ","","(h)əzaːɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Items 162-168, 170-171, 174, and 176 are visually confirmed source blanks; item 175 preserves source parenthetical
107	100	SID	161	["","","","","","","","","bi","","","pədʒə","sõ","","həzaɽ",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Items 161-168, 170-171, 174, and 176 are visually confirmed source blanks
107	100	JIB	161	["","","","","","","","","","","","","ʃaːʊ","","(h)əzaːɽ",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","","blank","","blank"]	Only items 173 and 175 contain source responses; all other cells are visually confirmed blank
107	100	BAT	161	["","","","","","","","","bʰiː","","","pʊzə","ek ʃo","","ek həzaɽ",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Only items 169, 172-173, and 175 contain source responses; all other cells are visually confirmed blank
108	101	GAR	161	["","","","","","","","","biːh","","","pəzaːh","ʃaʊ","","həzaːɽ",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Only items 169, 172-173, and 175 contain source responses; all other cells are visually confirmed blank
108	101	KUL	161	["baɽə","","","","","","","","bi","","","pʊdʒə","ʃaʊ","","dʒaɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Only items 161, 169, 172-173, and 175 contain source responses; all other cells are visually confirmed blank
108	101	BHU	161	["","","","","","","","","","","","pədʒə","ʃaʊ","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","","","blank","blank","blank"]	Only items 172-173 contain source responses; all other cells are visually confirmed blank
109	102	MNK	161	["baɽə","","","","","","","","bi","","","","ʃaʊ","","dzaɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","blank","","blank","","blank"]	Only items 161, 169, 173, and 175 contain source responses; all other cells are visually confirmed blank
109	102	ANI	161	["bʰaɽə","","","","","","","","bi","","","pizə","ʃaʊ","","həzaɽ",""]	manual-source-image	["","blank","blank","blank","blank","blank","blank","blank","","blank","blank","","","blank","","blank"]	Only items 161, 169, 172-173, and 175 contain source responses; all other cells are visually confirmed blank
111	104	CHU	177	["dəs həzaːɽ","ˈage","bʰeˈɽi","ˈt̪(h)ɽidʒə ˈnəmbəɽ","odʰə","odʰə nə odʰə","soː kʊn sə","e(ə) ki sə","soː ki sə","eː(ə) ki sə","soː ki sə","ˈt̪use ˈkoβe tsole","t̪oː ˈkebe ˈdʒãɽə","t̪oː ˈkəɳɖe ˈdʒaɽə","ˈt̪use ˈkit̪ɽe ˈməɳusi","ˈũĩɽi ˈkit̪ɽi ˈkimət̪ sə"]	manual-source-image	[]	Every cell checked against full-page scan; source parentheticals preserved
111	104	LOR	177	["dəs həzaɽ","","","","odʰə","ˈodʰə ˈodʰə","eː kʊn sə","eː kiː sə","eː kiː sə","eː kiː sə","eː kiː sə","kaːβəɳ tʃəlʊ","kəbə dʒaɳə","kəɳɖe dʒaɳə","eː ket̪ɽe si","ket̪ɽe kimət̪"]	manual-source-image	["","blank","blank","blank","","","","","","","","","","","",""]	Items 178-180 are explicit source dashes/confirmed blanks; every other cell reviewed
112	105	SHA	177	["dəs (h)əzaːɽ","pəiˈlə","dədʒə","tʃiʊɳə","ədʰə","tsəʊtʰ","ə ˈkʊːɳ sə","ə ˈkeː sə","sə ˈkeː sə","ə ˈkeː sə","t̪ĩ ˈkeː sə","t̪ʊ ˈkõmbʰ tsəlʊdəs","t̪ʊ kebɽe tsəlʊdəs","t̪ʊ kʊbɽe tsəlʊdəs","",""]	manual-source-image	["","","","","","","","","","","","","","","blank","blank"]	Items 191-192 are visually confirmed source blanks; every other cell reviewed
112	105	CHI	177	["ekʰ lakʰ","","","","ədʰə","","ek je kəɳə tʰi","ek je keː sə","ek je kʰeː tʰi","əː ke tʰi","ek je keː sə","t̪ʊ kõ tsəlʊ","dʒeb kebɽi naːɳə","t̪ʊ kʊbɽe tsəlʊ","","ek je kit̪ɽe dədʒə"]	manual-source-image	["","blank","blank","blank","","blank","","","","","","","","","blank","ambiguous-final-word"]	Items 178-180, 182, and 191 are source dashes/blanks; item 177 carries source note 100,000 despite prompt ten thousand; item 192 final word remains a difficult reading
112	105	SHG	177	["","","","","","","","","","","","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 177-192
113	106	MAN	177	["","ˈpehələ","dʊdʒə","t̪ɽʊdʒə","ˈodʰə","ˈpəʊə","ˈe kʊn sə","ˈe ki sə","ˈe ki sə","ˈe ki sə","ˈe ki sə","t̪ʊe koβe ˈtsole də sə","t̪ʊe kebe ˈtsole də sə","t̪ʊe kʊɳɖe ˈtsole də sə","ˈəke kit̪ɽə sə","ˈijeɽi ki ˈkimət̪ sə"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 177 is a visually confirmed source blank; every other cell reviewed
113	106	RAI	177	["lakʰ","poilə","dʊdʒə","t̪ɽidʒə","odʰə","tsaʊtʰə","sə kʊːn sə","eː keː sə","sə keː sə","eː keː sə","pəɽ keː sə","t̪ʊ kõmb tsəlʊdə","t̪ʊ kebɽe tsəlʊ","t̪ʊ keɳɖe tsəlʊ","t̪eke kit̪ɽə sə","ʊdʒe ke mʊːl sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
113	106	MAR	177	["lakʰ","poˈlə","d̪odʒə","dʒiəɳə","ədʰə","","t̪e kʊn sə","ə keː sə","t̪e keː sə","","","t̪ʊ kõ tsəlʊ","kʊbɽe nãːɳə","t̪ʊ keɽə tsəlʊ","t̪e kʊt̪ɽə sə","keː baʊ sə"]	manual-source-image	["","","","","","blank","","","","blank","blank","","","","",""]	Items 182 and 186-187 are visually confirmed source blanks; every other cell reviewed
114	107	SID	177	["lakʰ","pailə","dʊdʒə","t̪isərə","adə","tʃʊkɳə","ijo kəɳə həsə","ijo ke həsə","ijo ke həsə(a)","ijo ke (h)əsə","ijo ke (h)əsə","t̪ʊ koĩs səlʊ","t̪ʊ kebere tʃəlʊ","t̪ʊ keɖe t̪eɽe tʃəlʊ","t̪əɳɖi ke (h)əsə","et̪ʰi ket̪ɽi kimət̪ə həsə"]	manual-source-image	[]	Every cell checked against full-page scan; source parentheticals preserved
114	107	JIB	177	["lakʰ","poilə","dʊːdʒə","tʃiɳə","ədʰə","pəʊə","ˈie kʊn sə","io ˈke əsə","io ˈke əsə","io ˈke əsə","io ˈke əsə","t̪ʊ kõ tsəlʊ","t̪ʊ ˈkebɽe tsəlʊ","t̪ʊ kʰet̪ə tsəlʊ","t̪ãɳɖi kədʒəɽə əsə","et̪ ke kʊt̪ɽe dobə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
114	107	BAT	177	["ek lakʰ","pelə","dʊdʒə","dʒijʊnə","ədə","tʃet̪ai sə","ijo kʊn əsə","ijo ke əsə","so ke əsə","ijo ke əsə","t̪ejo ke əsə","t̪ome kʊɳɖʊ bʊl(t̪)ʃəli","t̪ome koɖʊ səli","t̪ome kibe səli","t̪oj ket̪ɽə əsə","səɽi ke kimət̪"]	manual-source-image	[]	Every cell checked against full-page scan; source parenthetical preserved in item 188
115	108	GAR	177	["lakʰ","pehələ","dədʒə","t̪ɽʊdʒə","odʰə","tʃəʊkɽʊ","eː kʊːn sə","eː kiː sə","sə kiː sə","eː kiː sə","sə kiː sə","t̪ʊ kaːβe ˈtsəlʊdəs","t̪ə kəbəɽe dʒaɳə","t̪ʊse kibe tsəlʊdəs","t̪oke kʊt̪əɽə sə","ʊt̪ɽeɽi kʊt̪əɽi kimət̪ sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
115	108	KUL	177	["lakʰ","pelə","dʊdʒə","t̪idʒə","ədʰə","t̪odə dʒiə","eh kʊn sə","e ki sə","so ki sə","e ki sə","","t̪ʊ se ko tʃole","t̪ʊse kebe dʒaɳə","t̪ʊse keɳɖe dʒaɳə","so kʊt̪iɽə sə","e kʊt̪ɽe bə lio"]	manual-source-image	["","","","","","","","","","","blank","","","","",""]	Item 187 is an explicit source dash/confirmed blank; every other cell reviewed
115	108	BHU	177	["lakʰ","paˈilə","dəsəɽə","t̪isəɽə","ədʰə","tʃaʊtʰə","eː ˈkʊːn sə","eː ˈkiː sə","so ˈkiː sə","eː kiː tʃiz sə","kiː tʃiz sə","t̪ʊ kaːβ tsəleɽə","t̪ʊ kəb dʒəneɖə","t̪ʊ ki komə tsəleɽə","kʊt̪əɽə tʃiz si","kiː mʊːl"]	manual-source-image	["","","","","","","","","","","source-question-mark","","","","",""]	Item 187 has a source question mark; every cell manually reviewed
116	109	MNK	177	["lakʰ","age","dʊdʒə","t̪ɽidʒə","adʰə","adʰə nə gaɽtə","e kʊ̃n sə","e ki sə","e ki sə","","","kobət̪ səlʊ","kebe tsəlʊ","keɳɖe səlʊ","t̪okʰə ket̪ɽə sə","ʊwĩɖi ket̪ɽi kimət̪ sə"]	manual-source-image	["","","","","","","","","","blank","blank","","","","",""]	Items 186-187 are explicit source dashes/confirmed blanks; every other cell reviewed
116	109	ANI	177	["lakʰ","pele","dʊdʒo","dʒio","adʰo","tsokəno","t̪idi kʊn əsə","t̪idi kidʒi əsə","t̪idi kidʒi əsə","o kidʒi əsə","o kidʒi əsə","t̪ʊ kidələ səlo","t̪ʊ kebe səlo","t̪ʊ kile səlo","kidi ket̪ɽe","et̪e ket̪ɽi kimət̪"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
118	111	CHU	193	["hoː","ne(i)","ˈbəɽəbəɽ(a)","ˈəŋgi","ˈmʊmbe pət̪ə ne(i)","t̪eɽə nãː ki sə"]	manual-source-image	[]	Every cell checked against full-page scan; source parentheticals preserved
118	111	LOR	193	["hã","neː","","əŋgi","mʊmbe nei pət̪ə","t̪oseɽə ki nãː sə"]	manual-source-image	["","","blank","","",""]	Item 195 is an explicit source dash/confirmed blank; every other cell reviewed
119	112	SHA	193	["","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 193-198
119	112	CHI	193	["oː","nai","bəɽəbəɽ","əlʊg","me ni dʒaːɳə","t̪eɽə nã keː sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
119	112	SHG	193	["","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 193-198
120	113	MAN	193	["hã","nai","ˈek dʒə","ˈkisəm","hãʊ ne (d)zəɳdə / nəhi","ˈt̪ʊrə nã ˈki sə"]	manual-source-image	[]	Every cell checked against full-page scan; item 197 preserves both source qualification and added nahi
120	113	RAI	193	["oː","noi","ek bəɽəbəɽ","eki t̪ɽʊlə / ˈoŋgi ˈoŋgi","hãʊ ni dʒaʊ̃ nəɖə","t̪eɽə nã ke sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
120	113	MAR	193	["(h)ã","nə̃i","bəɽəbəɽ","ˈoŋgi ˈoŋgi","hã nəi zəɳdə","t̪eɽə ke nə̃ sə"]	manual-source-image	[]	Every cell checked against full-page scan; source parenthetical preserved
121	114	SID	193	["wə","nai","ek ke bərəbəɽ","lai dʰə","hõ nai dʒəɳəɖo","t̪eɽə nõ ke əsə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
121	114	JIB	193	["hã / oː","nəi","eke bəɽəbəɽ","ˈzəɖə ˈzəɖə","hã ni zəɳəɖo","t̪eɽə nã ke əsə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
121	114	BAT	193	["ə","nəi","ek zejo","hə̃si kizəm","hõ nəi dʒəɳeto","t̪eɽə ke nõ"]	manual-source-image	["ambiguous-faint-reading","","","","",""]	Item 193 is faint but manually read as ə; every cell checked against full-page scan
122	115	GAR	193	["ha","nə̃i","bəɽəbəɽ / aʊɽi","ˈbãt̪i ˈbãt̪i","hãʊ̃ ni bʊdʒdə","t̪ʊsəɽə ˈkiː nã sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
122	115	KUL	193	["hũ","ni","nowəɽ","əŋgi","omːə ni pət̪ʰə","t̪ʊseɽə nə ki sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
122	115	BHU	193	["əsə","nə̃i","mʊli t̪ʰik","ˈəŋgi ˈəŋgi","","eːɽe nãʊ̃ ki sə"]	manual-source-image	["","","source-question-mark","","blank",""]	Item 195 has a source question mark; item 197 is an explicit source dash/confirmed blank
123	116	MNK	193	["hũ","ne","pʊrə pʊrə","əŋgi əŋgi","ãʊ̃ ne dʒəɳəda","t̪eɽə no ki sə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
123	116	ANI	193	["hoɳdʒi","nai","ek ki əsə","","t̪ogə nai","t̪eɽə nʊ kidʒi əsə"]	manual-source-image	["","","","blank","",""]	Item 196 is an explicit source dash/confirmed blank; every other cell reviewed
