PDF_Page	Printed_Page	Line	Item	Gloss	Similarity_Group	Manual_Form	Site_Codes	Unknown_Site_Codes	Confidence	Review_Status	Review_Note
73	63	118	83	salt	1	bʊluŋg	AJ		high	complete	
73	63	119	83	salt	1	buluŋg	Ucjptuw	u	high	complete	unidentified source site code; retained, never reassigned
73	63	120	83	salt	2	ɳõn	k		high	complete	
73	63	121	83	salt	2	nɔn	V		high	complete	
73	63	122	83	salt	2	non	B		high	complete	
73	63	123	83	salt	2	nõn	k		high	complete	
73	63	126	84	meat	1	kɔkɔʔ	CHS		high	complete	
73	63	127	84	meat	1	koko	D		high	complete	
73	63	128	84	meat	1	kokoʔ	GLR		high	complete	
73	63	129	84	meat	2	dʒel	T		high	complete	
73	63	130	84	meat	2	dʒil	JSTbcdjmptw		high	complete	
73	63	131	84	meat	2	dʒilu	U		high	complete	
73	63	132	84	meat	3	gos	Vk		high	complete	
73	63	133	84	meat	3	mɐs	k		high	complete	
73	63	134	84	meat	3	mas	BKMZ		high	complete	
73	63	135	84	meat	4	sɪkar	A		high	complete	
73	63	136	84	meat	4	sikar	BV		high	complete	
74	64	4	85	fat	1	ɪt̪il	ACDGJKLMRSTUbdmt		high	complete	
74	64	5	85	fat	1	ɪt̪t̪il	H		high	complete	
74	64	6	85	fat	1	it̪il	Zcjpw		high	complete	
74	64	7	85	fat	2	tʃɐrbi	BV		high	complete	
74	64	8	85	fat	2	tʃəɾbi	k		high	complete	
74	64	9	85	fat	3	bɐɔs	V		high	complete	
74	64	10	85	fat	3	bɔɐs	B		high	complete	
74	64	11	85	fat	4	mat̪rom	L		high	complete	
74	64	12	85	fat	5	bɐsil	Z		high	complete	
74	64	15	86	fish	1	hɐʔku	j		high	complete	
74	64	16	86	fish	1	hɐkku	CDHLMRSUZcdw		high	complete	
74	64	17	86	fish	1	hɐkkuh	mp		high	complete	
74	64	18	86	fish	1	hakɔ	T		high	complete	
74	64	19	86	fish	1	hʌku	AJ		high	complete	
74	64	20	86	fish	1	hʌkʊ	Gt		high	complete	
74	64	21	86	fish	1	hʌkʊku	Kb		high	complete	
74	64	22	86	fish	2	mɐtʃhɨri	BV		high	complete	
74	64	23	86	fish	2	mətʃhəɾi	k		high	complete	
74	64	26	87	chicken	1	sim	ACDGHJKLMRSTUZbcdjmptw		high	complete	
74	64	27	87	chicken	2	mʊrgi	BV		high	complete	
74	64	28	87	chicken	2	muɾgi	k		high	complete	
74	64	31	88	egg	1	bɪlɪ	CZ		high	complete	
74	64	32	88	egg	1	bɪlɪh	M		high	complete	
74	64	33	88	egg	1	bɪlit̪	DGHKLR		high	complete	
74	64	34	88	egg	1	bilːi	A		high	complete	
74	64	35	88	egg	2	hɔhɔn	cjmptw		high	complete	
74	64	36	88	egg	2	hɔn	m		high	complete	
74	64	37	88	egg	3	ʌɳɖkom	Sbd		high	complete	
74	64	38	88	egg	4	ɐɽɐ	k		high	complete	
74	64	39	88	egg	4	ɐ̃ɽɐ̃	T		high	complete	
74	64	40	88	egg	5	haːɖɨ	B		high	complete	
74	64	41	88	egg	5	haɖɨ	T		high	complete	
74	64	42	88	egg	6	mʌkhən	J		high	complete	
74	64	43	88	egg	7	dʒɐɾɔm	U		high	complete	
74	64	44	88	egg	8	ɐkra	V		high	complete	
74	64	47	89	cow	1	urɪdʒɨ	CGLMR		high	complete	
74	64	48	89	cow	1	urig	DHZ		high	complete	
74	64	49	89	cow	2	ɖɐŋgra	Tbcdjmpw		high	complete	
74	64	50	89	cow	2	ɖɔŋgɾaku	S		high	complete	
74	64	51	89	cow	3	gɐi	U		high	complete	
74	64	52	89	cow	3	gai	AJ		high	complete	
74	64	53	89	cow	3	gai	BTmpt		high	complete	
74	64	54	89	cow	3	gʌj	K		high	complete	
74	64	55	89	cow	4	gəɾu	k		high	complete	
74	64	56	89	cow	4	goru	BV		high	complete	
74	64	59	90	buffalo	1	bɦẽs	AJ		high	complete	
74	64	60	90	buffalo	1	bhɐɪse	LT		high	complete	
74	64	61	90	buffalo	1	bhɐɪsku	S		high	complete	
74	64	62	90	buffalo	1	bhɐ̃ins	k		high	complete	
74	64	63	90	buffalo	1	bhɐ̃isi	GUbcdjmptw		high	complete	
74	64	64	90	buffalo	1	bhẽɪs	CMV		high	complete	
74	64	65	90	buffalo	1	bhẽs	KZ		high	complete	
74	64	66	90	buffalo	1	bhʌɪs	DR		high	complete	
74	64	67	90	buffalo	1	bhʌ̃ɪs	BH		high	complete	
74	64	68	90	buffalo	2	kəɽɐ	k		high	complete	
74	64	72	91	milk	1	d̪uːdhɨ	cmw		high	complete	
74	64	73	91	milk	1	d̪ʊːd̪h	BGVZbdjpt		high	complete	
74	64	74	91	milk	1	d̪udh	k		high	complete	
74	64	75	91	milk	1	d̪ud̪ɦ	J		high	complete	
74	64	76	91	milk	1	d̪ud̪hɨ	CDHKLRST		high	complete	
74	64	77	91	milk	2	goɾos	Z		high	complete	
74	64	78	91	milk	2	gorʌs	BM		high	complete	
74	64	79	91	milk	2	t̪ɔʋa	A		high	complete	
74	64	80	91	milk	3	t̪oːa	U		high	complete	
74	64	83	92	horns	1	sɪŋgɨ	d		high	complete	
74	64	84	92	horns	1	sɪŋghat̪ɨ	m		high	complete	
74	64	85	92	horns	1	sɪŋghat̪u	t		high	complete	
74	64	86	92	horns	1	siŋgha	STbcjpw		high	complete	
74	64	87	92	horns	1	siŋghat̪	jp		high	complete	
74	64	88	92	horns	1	sĩŋg	BVZkm		high	complete	
74	64	89	92	horns	2	d̪ɛɾeŋg	HRS		high	complete	
74	64	90	92	horns	2	d̪ɛreŋg	CDGKLM		high	complete	
74	64	91	92	horns	2	d̪ɪriŋ	AJ		high	complete	
74	64	92	92	horns	2	d̪iɾing	U		high	complete	
74	64	95	93	tail	1	tʃʌɖom	DGR		high	complete	
74	64	96	93	tail	1	tʃʌɭɔm	A		high	complete	
74	64	97	93	tail	1	tʃʌlɔm	K		high	complete	
74	64	98	93	tail	1	tʃʌɳɖlɔm	J		high	complete	
74	64	99	93	tail	1	tʃʌɽrɔm	CK		high	complete	
74	64	100	93	tail	1	tʃʌrɖom	HL		high	complete	
74	64	101	93	tail	1	tʃʌrlɔm	M		high	complete	
74	64	102	93	tail	2	tʃɐɽalɔm	U		high	complete	
74	64	103	93	tail	2	tʃʌɳɖlɔm	J		high	complete	
74	64	104	93	tail	2	tʃʌɽrɔm	CK		high	complete	
74	64	105	93	tail	2	tʃʌrɖom	HL		high	complete	
74	64	106	93	tail	2	tʃʌrlɔm	M		high	complete	
74	64	107	93	tail	3	tʃʊpɪt̪ɨ	Sm		high	complete	
74	64	108	93	tail	3	tʃupi	cpw		high	complete	
74	64	109	93	tail	3	tʃupit̪	bdjmp		high	complete	
74	64	110	93	tail	4	tʃʊpɪt̪ɨ	Sm		high	complete	
74	64	111	93	tail	4	tʃʊpɪt̪u	t		high	complete	
74	64	112	93	tail	4	tʃupiʔd	c		high	complete	
74	64	113	93	tail	5	puɲtʃhi	BV		high	complete	
74	64	114	93	tail	5	putʃhi	TZ		high	complete	
74	64	115	93	tail	5	putʃhiɾi	k		high	complete	
74	64	116	93	tail	6	moɖha	T		high	complete	
74	64	119	94	goat	1	sɪɾɪ	R		high	complete	
74	64	120	94	goat	1	sɪri	HK		high	complete	
74	64	121	94	goat	1	tʃɛgɾi	k		high	complete	
74	64	122	94	goat	1	tʃhɛɾi	C		high	complete	
74	64	123	94	goat	1	tʃheri	BGV		high	complete	
74	64	124	94	goat	1	tʃɪri	KM		high	complete	
74	64	125	94	goat	2	mɛɾɔm	J		high	complete	
74	64	126	94	goat	2	mɛɾom	DLMSm		high	complete	
74	64	127	94	goat	2	mɛɾʌm	A		high	complete	
74	64	128	94	goat	2	mɛrɔm	jp		high	complete	
74	64	129	94	goat	2	merɔm	TUbcdtw		high	complete	
74	64	130	94	goat	2	merom	Z		high	complete	
74	64	133	95	dog	1	kʊt̪hu	H		high	complete	
74	64	134	95	dog	1	kʊt̪t̪ʊ	LSbcdjmptw		high	complete	
74	64	135	95	dog	1	kʊt̪u	CDGKMRZ		high	complete	
74	64	136	95	dog	2	sat̪aʔ	T		high	complete	
74	64	137	95	dog	2	sɛit̪a	AJ		high	complete	
74	64	138	95	dog	2	set̪t̪a	U		high	complete	
75	65	3	95	dog	3	kukːuɾ	BVk		high	complete	
75	65	4	95	dog	4	hʌɖi	L		high	complete	
75	65	7	96	snake	1	bhiŋ	K		high	complete	
75	65	8	96	snake	1	bhiŋg	DLMR		high	complete	
75	65	9	96	snake	1	biɲ	Udjpt		high	complete	
75	65	10	96	snake	1	biɲdʒɨ	STbcmw		high	complete	
75	65	11	96	snake	1	biŋ	G		high	complete	
75	65	12	96	snake	1	biŋg	ACHJZ		high	complete	
75	65	13	96	snake	2	sɐp	k		high	complete	
75	65	14	96	snake	2	sãːp	BV		high	complete	
75	65	17	97	monkey	1	bɐn̪d̪ɨra	U		high	complete	
75	65	18	97	monkey	1	bɐn̪d̪ra	ABJV		high	complete	
75	65	19	97	monkey	1	bənd̪əɾɐ	k		high	complete	
75	65	20	97	monkey	1	bʌndra	GK		high	complete	
75	65	21	97	monkey	1	bʌndraku	M		high	complete	
75	65	22	97	monkey	1	bʌn̪d̪ɾa	CDHRm		high	complete	
75	65	23	97	monkey	2	sɐraʔ	Tcmpw		high	complete	
75	65	24	97	monkey	2	sɐraʔɔ	t		high	complete	
75	65	25	97	monkey	2	saraʔku	G		high	complete	
75	65	26	97	monkey	2	sʌrʌʔ	LZ		high	complete	
75	65	27	97	monkey	2	sʌrʌʔku	M		high	complete	
75	65	28	97	monkey	3	gɐɖi	LTbcdmpt		high	complete	
75	65	29	97	monkey	3	gɐɽi	jw		high	complete	
75	65	30	97	monkey	3	gʌɖiku	MS		high	complete	
75	65	31	97	monkey	4	ʈekɖi	STbdm		high	complete	
75	65	32	97	monkey	4	tekɖi	cw		high	complete	
75	65	35	98	mosquito	1	sɪkɪɽɪku	GKM		high	complete	
75	65	36	98	mosquito	1	sɪkɳɪ	H		high	complete	
75	65	37	98	mosquito	1	sɪkɽɪ	CDLRTt		high	complete	
75	65	38	98	mosquito	1	sikɨɳi	U		high	complete	
75	65	39	98	mosquito	1	sikəɖi	J		high	complete	
75	65	40	98	mosquito	1	sikɳi	jmpw		high	complete	
75	65	41	98	mosquito	1	sikɽĩ	cjmw		high	complete	
75	65	42	98	mosquito	2	bhusɨɖi	BSZb		high	complete	
75	65	43	98	mosquito	2	bhusɖi	ACVd		high	complete	
75	65	44	98	mosquito	2	bhusuʈi	k		high	complete	
75	65	45	98	mosquito	2	bhũsɖi	c		high	complete	
75	65	48	99	ant	1	mʊʔdʒ	c		high	complete	
75	65	49	99	ant	1	mʊɪdʒ	CDHLRm		high	complete	
75	65	50	99	ant	1	mʊɪg	K		high	complete	
75	65	51	99	ant	1	mʊidʒɨ	STZbjptw		high	complete	
75	65	52	99	ant	1	muiʔ	G		high	complete	
75	65	53	99	ant	1	mui	J		high	complete	
75	65	54	99	ant	1	muik	A		high	complete	
75	65	55	99	ant	2	tʃãʈi	BV		high	complete	
75	65	56	99	ant	2	tʃemti	c		high	complete	
75	65	57	99	ant	2	tʃeuti	bd		high	complete	
75	65	58	99	ant	2	tʃiũti	S		high	complete	
75	65	59	99	ant	2	tʃĩmʈi	k		high	complete	
75	65	60	99	ant	3	gɛɳɖel (small)	CGHLSd		high	complete	
75	65	61	99	ant	4	dɔŋgrɔ	bd		high	complete	
75	65	62	99	ant	4	gɔɳdɨrɔ	bc		high	complete	
75	65	63	99	ant	5	mʊɪdʒku	M		high	complete	
75	65	64	99	ant	5	mʊiku	K		high	complete	
75	65	65	99	ant	5	muiʔku	G		high	complete	
75	65	66	99	ant	6	mʊʔdʒ	c		high	complete	
75	65	67	99	ant	6	mʊiʔĩn	U		high	complete	
75	65	70	100	spider	1	ben̪d̪i	cpw		high	complete	
75	65	71	100	spider	1	bɪnd̪ɪ	CDHKLRm		high	complete	
75	65	72	100	spider	1	bɪnd̪iku	GKM		high	complete	
75	65	73	100	spider	1	bin̪d̪i	Zjpt		high	complete	
75	65	74	100	spider	2	məkːəɾɐ	k		high	complete	
75	65	75	100	spider	2	mʌkɽa	AJ		high	complete	
75	65	76	100	spider	2	mʌkra	BDSTVd		high	complete	
75	65	77	100	spider	3	ben̪d̪idʒala	Sbcdmtw		high	complete	
75	65	78	100	spider	4	bɪnd̪iku	KM		high	complete	
75	65	79	100	spider	4	bin̪d̪rɐm	U		high	complete	
75	65	82	101	name	1	ɳɐm	k		high	complete	
75	65	83	101	name	1	ɲummu	S		high	complete	
75	65	84	101	name	1	ɲumu	Tbcjptw		high	complete	
75	65	85	101	name	1	nam	KLMZ		high	complete	
75	65	86	101	name	1	naũ	BCDGHRV		high	complete	
75	65	87	101	name	1	nʊmu	A		high	complete	
75	65	88	101	name	2	ɲummu	S		high	complete	
75	65	89	101	name	2	ɲummum	d		high	complete	
75	65	90	101	name	2	ɲumu	Tbcjptw		high	complete	
75	65	91	101	name	2	ɲumum	m		high	complete	
75	65	92	101	name	2	njʊmʊn	J		high	complete	
75	65	93	101	name	2	nʊmu	A		high	complete	
75	65	94	101	name	3	ɲummum	d		high	complete	
75	65	95	101	name	3	ɲumum	m		high	complete	
75	65	96	101	name	3	nut̪um	U		high	complete	
75	65	99	102	man	1	hɔɖa	AJ		high	complete	
75	65	100	102	man	1	hɔɽɨ	CDHKLMRSTZbcdjmptw		high	complete	
75	65	101	102	man	1	hɔɽɔ	U		high	complete	
75	65	102	102	man	1	hoɽɨ	G		high	complete	
75	65	103	102	man	2	koɖa hɔɲ	Sbpw		high	complete	
75	65	104	102	man	3	ɐd̪mi	k		high	complete	
75	65	105	102	man	3	ad̪mi	BV		high	complete	
75	65	108	103	woman	1	aɪmi	CDGHKLRTZ		high	complete	
75	65	109	103	woman	1	ajumi	KM		high	complete	
75	65	110	103	woman	2	kɔɖi	d		high	complete	
75	65	111	103	woman	2	koɖi ku	S		high	complete	
75	65	112	103	woman	2	koɽi ku	cjw		high	complete	
75	65	113	103	woman	2	kʊɖi	J		high	complete	
75	65	114	103	woman	2	kʊɖi ku	t		high	complete	
75	65	115	103	woman	2	kʊɽi	U		high	complete	
75	65	116	103	woman	3	koɖi hoɲ	Sbjpw		high	complete	
75	65	117	103	woman	3	kuɖi hɔɳɨ	m		high	complete	
75	65	118	103	woman	4	dʒɐni	k		high	complete	
75	65	119	103	woman	4	siani	V		high	complete	
75	65	120	103	woman	5	ɖoki	B		high	complete	
75	65	121	103	woman	6	tʃhõti	k		high	complete	
75	65	122	103	woman	7	log	B		high	complete	
75	65	123	103	woman	8	lai	A		high	complete	
75	65	126	104	child	1	lɐiŋg	H		high	complete	
75	65	127	104	child	1	lʌĩdʒɨ	CM		high	complete	
75	65	128	104	child	1	lʌji	KR		high	complete	
75	65	129	104	child	1	lʌjɪŋg	L		high	complete	
75	65	130	104	child	1	lʌjiŋku	DMRZ		high	complete	
75	65	131	104	child	2	tʃɔɳɖidʒ	b		high	complete	
75	65	132	104	child	2	tʃɔɳɖidʒɨ	Sdpw		high	complete	
75	65	133	104	child	2	tʃoɳɖija	T		high	complete	
75	65	134	104	child	2	tʃʊɳɖidʒɨ	jt		high	complete	
75	65	135	104	child	2	tʃuɳɖidʒɨ	m		high	complete	
75	65	136	104	child	3	hɔpon	bd		high	complete	
75	65	137	104	child	3	koda/koɖi hɔpoɲ	c		high	complete	
76	66	3	104	child	4	laɳidʒɨ	K		high	complete	
76	66	4	104	child	4	laŋidʒ	G		high	complete	
76	66	5	104	child	5	tʃhɐʊʋɐ	Bk		high	complete	
76	66	6	104	child	6	lɐrka	BV		high	complete	
76	66	7	104	child	7	ʃɛŋgɔi	J		high	complete	
76	66	8	104	child	7	tʃeŋka	A		high	complete	
76	66	9	104	child	8	hɔn	U		high	complete	
76	66	10	104	child	9	hon̪t̪o	R		high	complete	
76	66	13	105	father	1	apaŋg	G		high	complete	
76	66	14	105	father	1	appum	STdm		high	complete	
76	66	15	105	father	1	appuɲ	Scdmw		high	complete	
76	66	16	105	father	1	apuiɲ	bt		high	complete	
76	66	17	105	father	1	ʌppaŋg	CDHKLMRZ		high	complete	
76	66	18	105	father	2	ɐbːɐ	k		high	complete	
76	66	19	105	father	2	ɐppa	cw		high	complete	
76	66	20	105	father	2	apa	pt		high	complete	
76	66	21	105	father	2	apat̪	b		high	complete	
76	66	22	105	father	2	appat̪	T		high	complete	
76	66	23	105	father	2	apu	U		high	complete	
76	66	24	105	father	2	ʌpa	A		high	complete	
76	66	25	105	father	3	ɐbːɐ	k		high	complete	
76	66	26	105	father	3	ɐppa	cw		high	complete	
76	66	27	105	father	3	apa	pt		high	complete	
76	66	28	105	father	3	baba	ATV		high	complete	
76	66	29	105	father	4	apat̪	b		high	complete	
76	66	30	105	father	4	appat̪	T		high	complete	
76	66	31	105	father	4	ʌpaat̪e	J		high	complete	
76	66	32	105	father	5	d̪au	BV		high	complete	
76	66	35	106	mother	1	ɐjo	k		high	complete	
76	66	36	106	mother	1	aja	A		high	complete	
76	66	37	106	mother	1	ajat̪e	J		high	complete	
76	66	38	106	mother	1	ʌja	BCDGHKLMRTVZ		high	complete	
76	66	39	106	mother	2	ɪŋgaɲɨ	Sm		high	complete	
76	66	40	106	mother	2	iŋga	SUbcjptw		high	complete	
76	66	41	106	mother	2	iŋgam	dm		high	complete	
76	66	42	106	mother	2	iŋgat̪	Tbcw		high	complete	
76	66	43	106	mother	3	iŋgat̪	bcw		high	complete	
76	66	44	106	mother	3	jɛgat̪	K		high	complete	
76	66	45	106	mother	4	d̪ai	B		high	complete	
76	66	46	106	mother	4	mɐi	k		high	complete	
76	66	49	107	older brother	1	bɐɖɨka d̪ad̪a	T		high	complete	
76	66	50	107	older brother	1	bɐde d̪ad̪a	cpw		high	complete	
76	66	51	107	older brother	1	bʌɖɛd̪ad̪a	A		high	complete	
76	66	52	107	older brother	1	bʌɖed̪ad̪a at̪e	J		high	complete	
76	66	53	107	older brother	1	d̪ɐd̪ɐ	k		high	complete	
76	66	54	107	older brother	1	d̪ad̪a	BGHKLMRUVZbj		high	complete	
76	66	55	107	older brother	1	d̪ad̪aɲ	mpt		high	complete	
76	66	56	107	older brother	1	ɾoʈ d̪ad̪a	CD		high	complete	
76	66	57	107	older brother	2	bɐde mɐga	cw		high	complete	
76	66	58	107	older brother	2	bɐde mɐgɐt̪	S		high	complete	
76	66	59	107	older brother	2	bɐde mɐgaɲ	t		high	complete	
76	66	60	107	older brother	2	mɐgam	bd		high	complete	
76	66	61	107	older brother	3	bɐde mɐga	cw		high	complete	
76	66	62	107	older brother	3	bɐde mɐgɐt̪	S		high	complete	
76	66	63	107	older brother	3	bɐde mɐgaɲ	t		high	complete	
76	66	64	107	older brother	3	bɐdeʔ d̪ad̪aɲ	m		high	complete	
76	66	65	107	older brother	4	wagʌt̪ (eldest)	KM		high	complete	
76	66	66	107	older brother	5	bhɐija	V		high	complete	
76	66	67	107	older brother	6	mɐraŋg haga	U		high	complete	
76	66	68	107	older brother	7	boɖe bhai	S		high	complete	
76	66	71	108	younger brother	1	bohoŋg	H		high	complete	
76	66	72	108	younger brother	1	hoɖiɲja	p		high	complete	
76	66	73	108	younger brother	1	hʊɖiŋ	K		high	complete	
76	66	74	108	younger brother	1	hʊɖiŋg	MR		high	complete	
76	66	75	108	younger brother	1	hʌɖiŋgi	K		high	complete	
76	66	76	108	younger brother	1	huɖiɲja	T		high	complete	
76	66	77	108	younger brother	1	huɖiŋgig	G		high	complete	
76	66	78	108	younger brother	1	huɖiŋgra	Z		high	complete	
76	66	79	108	younger brother	2	hɔdiɲibohɔt	c		high	complete	
76	66	80	108	younger brother	2	hoɖiŋg bhai	S		high	complete	
76	66	81	108	younger brother	2	hoɖiŋg bɔhɔɲ	cjw		high	complete	
76	66	82	108	younger brother	2	hʊɖiŋg bhai	C		high	complete	
76	66	83	108	younger brother	2	hʊɖiŋg haga	U		high	complete	
76	66	84	108	younger brother	3	bɔhɔɲ	m		high	complete	
76	66	85	108	younger brother	3	bohɔm	bd		high	complete	
76	66	86	108	younger brother	3	bohɔɲ	t		high	complete	
76	66	87	108	younger brother	3	bohɔt̪	K		high	complete	
76	66	88	108	younger brother	3	bohoŋg	H		high	complete	
76	66	89	108	younger brother	4	babu	LMTbd		high	complete	
76	66	90	108	younger brother	4	bohɔt̪	K		high	complete	
76	66	91	108	younger brother	5	bhɐi	k		high	complete	
76	66	92	108	younger brother	5	bhaɪ t̪ɪŋg	D		high	complete	
76	66	93	108	younger brother	5	bhai	B		high	complete	
76	66	94	108	younger brother	5	bhait̪iŋg	A		high	complete	
76	66	95	108	younger brother	5	hoɖiŋg bhai	S		high	complete	
76	66	96	108	younger brother	5	hʊɖiŋg bhai	C		high	complete	
76	66	97	108	younger brother	6	hɔdiɲibohɔt	c		high	complete	
76	66	98	108	younger brother	6	ɔɖɪɲi bɔkot̪e	J		high	complete	
76	66	101	109	older sister	1	d̪hid̪hi	k		high	complete	
76	66	102	109	older sister	1	d̪ɪd̪ɪ	HKM		high	complete	
76	66	103	109	older sister	1	d̪ɪd̪ɪɲ	m		high	complete	
76	66	104	109	older sister	1	d̪id̪i	BGVZbd		high	complete	
76	66	105	109	older sister	1	d̪id̪it̪iŋg	A		high	complete	
76	66	106	109	older sister	2	bɐde d̪id̪iɲ	cjt		high	complete	
76	66	107	109	older sister	2	bɐdeʔ d̪id̪i	pw		high	complete	
76	66	108	109	older sister	2	bɐdeʔ d̪id̪iɲ	jm		high	complete	
76	66	109	109	older sister	2	bɐdeʔe d̪ad̪i	T		high	complete	
76	66	110	109	older sister	2	bhʌɖe d̪id̪i	S		high	complete	
76	66	111	109	older sister	3	adʒim	Sbcd		high	complete	
76	66	112	109	older sister	3	adʒit̪	K		high	complete	
76	66	113	109	older sister	4	roɖ d̪ɪd̪ɪ	LR		high	complete	
76	66	114	109	older sister	4	roʈ d̪ɪd̪ɪ	CD		high	complete	
76	66	115	109	older sister	5	d̪ai	U		high	complete	
76	66	116	109	older sister	5	d̪ai ɪt̪e	J		high	complete	
76	66	117	109	older sister	6	mɐrɐŋg nana	U		high	complete	
76	66	120	110	younger sister	1	hodiɲi misiɲ	cj		high	complete	
76	66	121	110	younger sister	1	mɛseŋg	H		high	complete	
76	66	122	110	younger sister	1	meseŋ	G		high	complete	
76	66	123	110	younger sister	1	mɪsiɲ	mt		high	complete	
76	66	124	110	younger sister	1	missi	Sbw		high	complete	
76	66	125	110	younger sister	1	missim	d		high	complete	
76	66	126	110	younger sister	1	missiɲ	cjw		high	complete	
76	66	127	110	younger sister	2	hʊɖiɲja	T		high	complete	
76	66	128	110	younger sister	2	hʊɖiŋ	K		high	complete	
76	66	129	110	younger sister	2	hʊɖiŋgi	KR		high	complete	
76	66	130	110	younger sister	3	hoɖiɲ d̪id̪i	p		high	complete	
76	66	131	110	younger sister	3	hoɖiŋg d̪id̪i	S		high	complete	
76	66	132	110	younger sister	3	hʊɖiŋg d̪id̪i	L		high	complete	
76	66	133	110	younger sister	4	hodiɲi misiɲ	cj		high	complete	
76	66	134	110	younger sister	4	hʊɖiŋg missi	U		high	complete	
76	66	135	110	younger sister	5	mɐ̃ja	bd		high	complete	
76	66	136	110	younger sister	6	bɐhɪn	BV		high	complete	
76	66	137	110	younger sister	6	bəhɪn	k		high	complete	
77	67	3	110	younger sister	6	bʌhint̪iŋg	A		high	complete	
77	67	4	110	younger sister	6	bʌhʌn t̪iŋg	D		high	complete	
77	67	5	110	younger sister	6	hʊɖiŋg bhʌhin	C		high	complete	
77	67	6	110	younger sister	7	nuni	MZ		high	complete	
77	67	7	110	younger sister	8	nuɖiŋɠra	Z		high	complete	
77	67	8	110	younger sister	9	ɔɖɪɲibɔkot̪e	J		high	complete	
77	67	11	111	son	1	bɛʈːɐ	k		high	complete	
77	67	12	111	son	1	bɛʈɛɪŋg	R		high	complete	
77	67	13	111	son	1	beʈa	BCDKLMTVd		high	complete	
77	67	14	111	son	1	beʈaɪŋg	GH		high	complete	
77	67	15	111	son	2	hɔpoɲ	jp		high	complete	
77	67	16	111	son	2	koɖa hɔpɔn	d		high	complete	
77	67	17	111	son	2	koɖa hɔpɔɲ	Sbcjptw		high	complete	
77	67	18	111	son	2	koɖa hɔponiɲ	m		high	complete	
77	67	19	111	son	3	babu	AKMZb		high	complete	
77	67	20	111	son	4	koɽa hɔn	U		high	complete	
77	67	21	111	son	5	ɔpɔnt̪e	J		high	complete	
77	67	24	112	daughter	1	bɛʈːi	k		high	complete	
77	67	25	112	daughter	1	beʈi	BCDKLTVd		high	complete	
77	67	26	112	daughter	1	bɪʈɪŋg	DGHMR		high	complete	
77	67	27	112	daughter	1	biʈi	KZ		high	complete	
77	67	28	112	daughter	2	hɔpoɲ	jp		high	complete	
77	67	29	112	daughter	2	koɖi hɔpɔn	d		high	complete	
77	67	30	112	daughter	2	koɖi hɔpɔɲ	Sbcjpw		high	complete	
77	67	31	112	daughter	2	kuɖi hɔpoɲ	t		high	complete	
77	67	32	112	daughter	2	kuɖi hɔponiɲ	m		high	complete	
77	67	33	112	daughter	3	koɖi hɔpɔn	d		high	complete	
77	67	34	112	daughter	3	koɖi hɔpɔɲ	Sbcjpw		high	complete	
77	67	35	112	daughter	3	kʊɖi ɔpɔnt̪e	J		high	complete	
77	67	36	112	daughter	3	kuɖi hɔpoɲ	t		high	complete	
77	67	37	112	daughter	3	kuɖi hɔponiɲ	m		high	complete	
77	67	38	112	daughter	3	kuɽi hɔn	U		high	complete	
77	67	39	112	daughter	4	nʊ̃ɳi	H		high	complete	
77	67	40	112	daughter	4	nuni	KZ		high	complete	
77	67	41	112	daughter	5	mai	A		high	complete	
77	67	44	113	husband	1	hɐɖam	GT		high	complete	
77	67	45	113	husband	1	hɐɖɔm	cdjw		high	complete	
77	67	46	113	husband	1	hʌɽam	LSUbmt		high	complete	
77	67	47	113	husband	1	hʌɽʌm t̪o	KM		high	complete	
77	67	48	113	husband	2	buɖha	BSTZbcdmptw		high	complete	
77	67	49	113	husband	3	hɛɾel	CDGHKR		high	complete	
77	67	50	113	husband	4	pɐt̪i	BV		high	complete	
77	67	51	113	husband	5	məɾət̪	k		high	complete	
77	67	52	113	husband	5	mʌɾʌd̪	M		high	complete	
77	67	53	113	husband	6	kɔɽat̪e	U		high	complete	
77	67	54	113	husband	6	kʌɖʌmt̪e	J		high	complete	
77	67	55	113	husband	7	koɖa hɔn	d		high	complete	
77	67	56	113	husband	8	oɽamuar	m		high	complete	
77	67	57	113	husband	9	ɐd̪mi	k		high	complete	
77	67	58	113	husband	a	sɛjãɖ t̪iŋg	A		high	complete	
77	67	61	114	wife	1	jɛɾat̪h	CDGHKLMR		high	complete	
77	67	62	114	wife	1	jeraɪɲ	S		high	complete	
77	67	63	114	wife	2	buɖhi	BSTUZbcdjmptw		high	complete	
77	67	64	114	wife	3	aɪmi	CDG		high	complete	
77	67	65	114	wife	3	ajumi	M		high	complete	
77	67	66	114	wife	4	kɐnja	jp		high	complete	
77	67	67	114	wife	5	pɐt̪ni	BV		high	complete	
77	67	68	114	wife	6	kʊɽit̪e	U		high	complete	
77	67	69	114	wife	7	koɖi hɔn	d		high	complete	
77	67	70	114	wife	8	ɪŋɪra	K		high	complete	
77	67	71	114	wife	9	oɽamʊaɾin	m		high	complete	
77	67	72	114	wife	a	dʒəni	k		high	complete	
77	67	73	114	wife	b	sɛjãɖi t̪iŋg	A		high	complete	
77	67	74	114	wife	c	laɲit̪e	J		high	complete	
77	67	77	115	boy	1	kɔɖa	J		high	complete	
77	67	78	115	boy	1	kɔɖa tʃʌɳɖidʒ	S		high	complete	
77	67	79	115	boy	1	koɖa	A		high	complete	
77	67	80	115	boy	1	koɖa hɔpɔɲ	bcpw		high	complete	
