PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Raw_Fragments	Notes	Source_Status
122	122	130	good	Rajwadi-Malvi-Bhandia	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Umadwadi-Malvi-Jhadmu	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Umadwadi-Malvi-Semlikakad	1	1	ʌtʃʰɑ	(cid:106)t(cid:53)h(cid:35)		response
122	122	130	good	Umadwadi-Malvi-Sagpur	1	1	ʌtʃʰo	(cid:106)t(cid:53)ho		response
122	122	130	good	Umadwadi-Malvi-Paldyabana	1	1	ɑtʃʰi	(cid:35)t(cid:53)hi		response
122	122	130	good	Umadwadi-Malvi-Paldyabana	4	2	hʌᵘ	h(cid:106)u		response
122	122	130	good	Umadwadi-Malvi-Mungavali	1	1	ʌtʃʰo	(cid:106)t(cid:53)ho		response
122	122	130	good	Sondhwadi-Malvi-Harnauda	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Sondhwadi-Malvi-Narana	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Sondhwadi-Malvi-Adakhedi	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Sondhwadi-Malvi-Era	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Sondhwadi-Malvi-Deevdi	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Sondhwadi-Malvi-Jamli	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Gond-Malvi-Kalwar	1	1	ʌtʃːo	(cid:106)t(cid:53)(cid:3)o		response
122	122	130	good	Gond-Malvi-Samapura	1	1	ɑtʃʰɑ	(cid:35)t(cid:53)h(cid:35)		response
122	122	130	good	Bhil-Malvi-Bhandikhali	2	1	ʌsʌl	(cid:106)s(cid:106)l		response
122	122	130	good	Bhili-Kankaria	2	1	ʌsʌl	(cid:106)s(cid:106)l		response
122	122	130	good	Bhili-Athwaniya	4	1	hʌᵘ	h(cid:106)u		response
122	122	130	good	Nimadi-Jajumkhedi	1	1	ʌtʃːo	(cid:106)t(cid:53)(cid:3)o		response
122	122	130	good	Nimadi-Sonipura	1	1	ʌtʃʰɔ	(cid:106)t(cid:53)h(cid:107)		response
122	122	130	good	Bhopali-Rpura	1	1	ɑtʃʰɑ	(cid:35)t(cid:53)h(cid:35)		response
122	122	130	good	Hindi-standard	1	1	ʌtʃtʃʰɑ	(cid:106)t(cid:53)t(cid:53)h(cid:35)		response
122	122	130	good	Hindi-standard	6	2	bəɽʱijɑ	b(cid:101)(cid:95)(cid:137)ij(cid:35)		response
122	122	130	good	Gujarati-Standard	7	1	sɑɾəs	s(cid:35)(cid:52)(cid:101)s		response
122	122	130	good	Marathi-Standard	5	1	tsɑŋglɑ	ts(cid:35)(cid:132)(cid:73)l(cid:35)		response
123	123	131	bad	Ujjaini-Malvi-Harsodan	1	1	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Ujjaini-Malvi-Harsodan	3	2	buɾʌ	bu(cid:52)(cid:106)		response
123	123	131	bad	Ujjaini-Malvi-Chandukhedi	3	1	bʊɾo	b(cid:55)(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Nain	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Koyal	3	1	bʌɾo	b(cid:106)(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Rojdi	1	1	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Ujjaini-Malvi-Rojdi	3	2	buɾo	bu(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Thillorkhurd	3	1	bʊɾo	b(cid:55)(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Kumardi	3	1	buɾʌ	bu(cid:52)(cid:106)		response
123	123	131	bad	Ujjaini-Malvi-Jokhar	1	1	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Ujjaini-Malvi-Bercha	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Ujjaini-Malvi-Moondikhedi	3	1	buɾɑ	bu(cid:52)(cid:35)		response
123	123	131	bad	Rajwadi-Malvi-Lojithara	1	1	kʰʌɾɑb	kh(cid:106)(cid:52)(cid:35)b		response
123	123	131	bad	Rajwadi-Malvi-Bhimakhedi	1	1	kʰʌɾɑb	kh(cid:106)(cid:52)(cid:35)b		response
123	123	131	bad	Rajwadi-Malvi-Kishorpura	3	1	boɾo	bo(cid:52)o		response
123	123	131	bad	Rajwadi-Malvi-Bhunyakhedi	4	1	bod̪a	bod(cid:196)a		response
123	123	131	bad	Rajwadi-Malvi-Jesingpura	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Rajwadi-Malvi-Jesingpura	1	2	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Rajwadi-Malvi-Bhandia	1	1	kʰʌɾɑb	kh(cid:106)(cid:52)(cid:35)b		response
123	123	131	bad	Umadwadi-Malvi-Jhadmu	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Umadwadi-Malvi-Semlikakad	5	1	bekaɾ	beka(cid:52)		response
123	123	131	bad	Umadwadi-Malvi-Sagpur	3	1	buɾɑ	bu(cid:52)(cid:35)		response
123	123	131	bad	Umadwadi-Malvi-Paldyabana	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Umadwadi-Malvi-Mungavali	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Sondhwadi-Malvi-Harnauda	3	1	bʌɾo	b(cid:106)(cid:52)o		response
123	123	131	bad	Sondhwadi-Malvi-Narana	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Sondhwadi-Malvi-Adakhedi	3	1	bʊɾo	b(cid:55)(cid:52)o		response
123	123	131	bad	Sondhwadi-Malvi-Adakhedi	7	2	ɑʊnikɑɾijo	(cid:35)(cid:55)nik(cid:35)(cid:52)ijo		response
123	123	131	bad	Sondhwadi-Malvi-Era	3	1	bʌɾo	b(cid:106)(cid:52)o		response
123	123	131	bad	Sondhwadi-Malvi-Deevdi	1	1	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Sondhwadi-Malvi-Jamli	3	1	buɾo	bu(cid:52)o		response
123	123	131	bad	Gond-Malvi-Kalwar	3	1	buɾɑ	bu(cid:52)(cid:35)		response
123	123	131	bad	Gond-Malvi-Samapura	3	1	buɾɑ	bu(cid:52)(cid:35)		response
123	123	131	bad	Bhil-Malvi-Bhandikhali	1	1	kʰʌɾab	kh(cid:106)(cid:52)ab		response
123	123	131	bad	Bhili-Kankaria	1	1	kʰʌɾɑb	kh(cid:106)(cid:52)(cid:35)b		response
123	123	131	bad	Bhili-Athwaniya	4	1	bod̪o	bod(cid:196)o		response
123	123	131	bad	Nimadi-Jajumkhedi	6	1	bʱʌlt̪ɔ	b(cid:137)(cid:106)lt(cid:196)(cid:107)		response
123	123	131	bad	Nimadi-Sonipura	3	1	bʊɾodʒ	b(cid:55)(cid:52)od(cid:60)		response
123	123	131	bad	Bhopali-Rpura	5	1	bekh^ʌɾ	bekh(cid:64)(cid:106)(cid:52)		response
123	123	131	bad	Hindi-standard	1	1	kʰəɾɑb	kh(cid:101)(cid:52)(cid:35)b		response
123	123	131	bad	Gujarati-Standard	1	1	kʰəɾɑb	kh(cid:101)(cid:52)(cid:35)b		response
123	123	131	bad	Marathi-Standard	1	1	kʰʌɾɑb	kh(cid:106)(cid:52)(cid:35)b		response
123	123	131	bad	Marathi-Standard	2	2	wɑiʈ	w(cid:35)i(cid:121)		response
123	123	132	wet	Ujjaini-Malvi-Harsodan	3,1	1	gɪlːa,gilo	(cid:73)(cid:43)l(cid:3)a,(cid:73)ilo		response
123	123	132	wet	Ujjaini-Malvi-Chandukhedi	2	1	alo	alo		response
123	123	132	wet	Ujjaini-Malvi-Nain	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Ujjaini-Malvi-Koyal	1,3	1	gɪlːo	(cid:73)(cid:43)l(cid:3)o		response
123	123	132	wet	Ujjaini-Malvi-Koyal	2,3	2	ɑlo,lɪlːo	(cid:35)lo,l(cid:43)l(cid:3)o		response
123	123	132	wet	Ujjaini-Malvi-Rojdi	2,3	1	ʌlːo	(cid:106)l(cid:3)o		response
123	123	132	wet	Ujjaini-Malvi-Thillorkhurd	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Ujjaini-Malvi-Kumardi	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Ujjaini-Malvi-Jokhar	2	1	alo	alo		response
123	123	132	wet	Ujjaini-Malvi-Bercha	1,2	1	gilɑ,alɑ	(cid:73)il(cid:35),al(cid:35)		response
123	123	132	wet	Ujjaini-Malvi-Bercha	1	2	gɪlːa	(cid:73)(cid:43)l(cid:3)a		response
123	123	132	wet	Ujjaini-Malvi-Bercha	a	3	sɪlʌɳɨ	s(cid:43)l(cid:106)(cid:118)(cid:98)		response
123	123	132	wet	Ujjaini-Malvi-Moondikhedi	1,2	1	gilo,alɑ	(cid:73)ilo,al(cid:35)		response
123	123	132	wet	Ujjaini-Malvi-Moondikhedi	5	2	bʱiɲdʒɑ	b(cid:137)i(cid:126)d(cid:60)(cid:35)		response
123	123	132	wet	Rajwadi-Malvi-Lojithara	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Rajwadi-Malvi-Lojithara	3	2	lɪlːu	l(cid:43)l(cid:3)u		response
123	123	132	wet	Rajwadi-Malvi-Bhimakhedi	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Rajwadi-Malvi-Kishorpura	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Rajwadi-Malvi-Bhunyakhedi	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Rajwadi-Malvi-Jesingpura	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Rajwadi-Malvi-Bhandia	2	1	alo	alo		response
123	123	132	wet	Umadwadi-Malvi-Jhadmu	2	1	alo	alo		response
123	123	132	wet	Umadwadi-Malvi-Semlikakad	2	1	alo	alo		response
123	123	132	wet	Umadwadi-Malvi-Sagpur	1,2	1	gilɑ,ɑlo	(cid:73)il(cid:35),(cid:35)lo		response
123	123	132	wet	Umadwadi-Malvi-Paldyabana	2	1	alo	alo		response
123	123	132	wet	Umadwadi-Malvi-Mungavali	2	1	alo	alo		response
123	123	132	wet	Sondhwadi-Malvi-Harnauda	2	1	alo	alo		response
123	123	132	wet	Sondhwadi-Malvi-Narana	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Sondhwadi-Malvi-Adakhedi	2	1	ɑlːɑ	(cid:35)l(cid:3)(cid:35)		response
123	123	132	wet	Sondhwadi-Malvi-Adakhedi	4	2	gɑtʃʰɑn	(cid:73)(cid:35)t(cid:53)h(cid:35)n		response
123	123	132	wet	Sondhwadi-Malvi-Era	2,3	1	ɑlːo	(cid:35)l(cid:3)o		response
123	123	132	wet	Sondhwadi-Malvi-Deevdi	2	1	alɑ	al(cid:35)		response
123	123	132	wet	Sondhwadi-Malvi-Jamli	2	1	alɑ	al(cid:35)		response
123	123	132	wet	Gond-Malvi-Kalwar	2	1	alɑ	al(cid:35)		response
123	123	132	wet	Gond-Malvi-Samapura	2	1	ɑlo	(cid:35)lo		response
123	123	132	wet	Bhil-Malvi-Bhandikhali	3	1	lɪlːɑ	l(cid:43)l(cid:3)(cid:35)		response
123	123	132	wet	Bhili-Kankaria	7	1	bʱigɭi	b(cid:137)i(cid:73)(cid:124)i		response
123	123	132	wet	Bhili-Athwaniya	b	1	ʌllɛdjot̪ʰʌkko	(cid:106)ll(cid:39)djot(cid:196)h(cid:106)kko		response
123	123	132	wet	Nimadi-Jajumkhedi	1,2	1	gilo,alɔ	(cid:73)ilo,al(cid:107)		response
123	123	132	wet	Nimadi-Jajumkhedi	5,8	2	bʱindʒʌⁱlɔ	b(cid:137)ind(cid:60)(cid:106)il(cid:107)		response
123	123	132	wet	Nimadi-Sonipura	1	1	gilo	(cid:73)ilo		response
123	123	132	wet	Bhopali-Rpura	5	1	bʱiɲdʒɑ	b(cid:137)i(cid:126)d(cid:60)(cid:35)		response
123	123	132	wet	Bhopali-Rpura	9	2	ʈoʈɑɾ	(cid:121)o(cid:121)(cid:35)(cid:52)		response
123	123	132	wet	Hindi-standard	1	1	gilɑ	(cid:73)il(cid:35)		response
123	123	132	wet	Gujarati-Standard	6	1	bʱinũ	b(cid:137)inu(cid:174)		response
123	123	132	wet	Gujarati-Standard	c	2	pəɭɑɾəvũ	p(cid:101)(cid:124)(cid:35)(cid:52)(cid:101)vu(cid:174)		response
123	123	132	wet	Marathi-Standard	2	1	olɑ	ol(cid:35)		response
123	123	132	wet	Marathi-Standard	8	2	bʱʌdʒlelɑ	b(cid:137)(cid:106)d(cid:60)lel(cid:35)		response
124	124	133	dry	Ujjaini-Malvi-Harsodan	1	1	sukɔ	suk(cid:107)		response
124	124	133	dry	Ujjaini-Malvi-Harsodan	1	2	sukɔ	suk(cid:107)		response
124	124	133	dry	Ujjaini-Malvi-Chandukhedi	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Chandukhedi	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Nain	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Nain	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Koyal	1	1	kʊko	k(cid:55)ko		response
124	124	133	dry	Ujjaini-Malvi-Koyal	1	2	kʊko	k(cid:55)ko		response
124	124	133	dry	Ujjaini-Malvi-Rojdi	1	1	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Rojdi	1	2	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Thillorkhurd	1	1	sukʰo	sukho		response
124	124	133	dry	Ujjaini-Malvi-Thillorkhurd	1	2	sukʰo	sukho		response
124	124	133	dry	Ujjaini-Malvi-Kumardi	1	1	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Kumardi	1	2	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Jokhar	1	1	sukʰo	sukho		response
124	124	133	dry	Ujjaini-Malvi-Jokhar	1	2	sukʰo	sukho		response
124	124	133	dry	Ujjaini-Malvi-Bercha	1	1	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Bercha	1	2	sukʌ	suk(cid:106)		response
124	124	133	dry	Ujjaini-Malvi-Bercha	1	3	sʊkːo	s(cid:55)k(cid:3)o		response
124	124	133	dry	Ujjaini-Malvi-Bercha	1	4	sukʌ	suk(cid:106)		response
124	124	133	dry	Ujjaini-Malvi-Moondikhedi	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Ujjaini-Malvi-Moondikhedi	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Rajwadi-Malvi-Lojithara	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Lojithara	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Bhimakhedi	1	1	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Rajwadi-Malvi-Bhimakhedi	1	2	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Rajwadi-Malvi-Kishorpura	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Kishorpura	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Bhunyakhedi	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Bhunyakhedi	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Jesingpura	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Jesingpura	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Rajwadi-Malvi-Bhandia	1	1	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Rajwadi-Malvi-Bhandia	1	2	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Umadwadi-Malvi-Jhadmu	1	1	sukʰo	sukho		response
124	124	133	dry	Umadwadi-Malvi-Jhadmu	1	2	sukʰo	sukho		response
124	124	133	dry	Umadwadi-Malvi-Semlikakad	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Umadwadi-Malvi-Semlikakad	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Umadwadi-Malvi-Sagpur	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Umadwadi-Malvi-Sagpur	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Umadwadi-Malvi-Paldyabana	1	1	sukʰo	sukho		response
124	124	133	dry	Umadwadi-Malvi-Paldyabana	1	2	sukʰo	sukho		response
124	124	133	dry	Umadwadi-Malvi-Mungavali	1	1	sukʰo	sukho		response
124	124	133	dry	Umadwadi-Malvi-Mungavali	1	2	sukʰo	sukho		response
124	124	133	dry	Sondhwadi-Malvi-Harnauda	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Sondhwadi-Malvi-Harnauda	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Sondhwadi-Malvi-Narana	1	1	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Sondhwadi-Malvi-Narana	1	2	hʊkːo	h(cid:55)k(cid:3)o		response
124	124	133	dry	Sondhwadi-Malvi-Adakhedi	1	1	çukːɑ	(cid:37)uk(cid:3)(cid:35)		response
124	124	133	dry	Sondhwadi-Malvi-Adakhedi	1	2	çukːɑ	(cid:37)uk(cid:3)(cid:35)		response
124	124	133	dry	Sondhwadi-Malvi-Era	1	1	hukːɑ	huk(cid:3)(cid:35)		response
124	124	133	dry	Sondhwadi-Malvi-Era	1	2	hukːɑ	huk(cid:3)(cid:35)		response
124	124	133	dry	Sondhwadi-Malvi-Deevdi	1	1	hukɔ	huk(cid:107)		response
124	124	133	dry	Sondhwadi-Malvi-Deevdi	1	2	hukɔ	huk(cid:107)		response
124	124	133	dry	Sondhwadi-Malvi-Jamli	1	1	hukːʌ	huk(cid:3)(cid:106)		response
124	124	133	dry	Sondhwadi-Malvi-Jamli	1	2	hukːʌ	huk(cid:3)(cid:106)		response
124	124	133	dry	Gond-Malvi-Kalwar	1	1	sukʰʌ	sukh(cid:106)		response
124	124	133	dry	Gond-Malvi-Kalwar	1	2	sukʰʌ	sukh(cid:106)		response
124	124	133	dry	Gond-Malvi-Samapura	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Gond-Malvi-Samapura	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Bhil-Malvi-Bhandikhali	1	1	hukəɭʌ	huk(cid:101)(cid:124)(cid:106)		response
124	124	133	dry	Bhil-Malvi-Bhandikhali	1	2	hukəɭʌ	huk(cid:101)(cid:124)(cid:106)		response
124	124	133	dry	Bhili-Kankaria	1	1	hukʰi	hukhi		response
124	124	133	dry	Bhili-Kankaria	1	2	hukʰi	hukhi		response
124	124	133	dry	Bhili-Athwaniya	1	1	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Bhili-Athwaniya	1	2	hʊkʰo	h(cid:55)kho		response
124	124	133	dry	Nimadi-Jajumkhedi	1	1	sukʰɔ	sukh(cid:107)		response
124	124	133	dry	Nimadi-Jajumkhedi	1	2	sukʰɔ	sukh(cid:107)		response
124	124	133	dry	Nimadi-Sonipura	1	1	sukʰʌⁱ	sukh(cid:106)i		response
124	124	133	dry	Nimadi-Sonipura	1	2	sukʰʌⁱ	sukh(cid:106)i		response
124	124	133	dry	Bhopali-Rpura	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Bhopali-Rpura	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Hindi-standard	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Hindi-standard	1	2	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Gujarati-Standard	1	1	sukũ	suku(cid:174)		response
124	124	133	dry	Gujarati-Standard	2	2	koɾũ	ko(cid:52)u(cid:174)		response
124	124	133	dry	Gujarati-Standard	1	3	sukũ	suku(cid:174)		response
124	124	133	dry	Gujarati-Standard	2	4	koɾũ	ko(cid:52)u(cid:174)		response
124	124	133	dry	Marathi-Standard	1	1	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Marathi-Standard	2	2	koɖɑ	ko(cid:122)(cid:35)		response
124	124	133	dry	Marathi-Standard	1	3	sukʰɑ	sukh(cid:35)		response
124	124	133	dry	Marathi-Standard	2	4	koɖɑ	ko(cid:122)(cid:35)		response
125	125	134	long	Ujjaini-Malvi-Harsodan	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Ujjaini-Malvi-Chandukhedi	1	1	lambo	lambo		response
125	125	134	long	Ujjaini-Malvi-Nain	1	1	lʌmbɑ	l(cid:106)mb(cid:35)		response
125	125	134	long	Ujjaini-Malvi-Koyal	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Ujjaini-Malvi-Rojdi	1	1	lʌmbɔ	l(cid:106)mb(cid:107)		response
125	125	134	long	Ujjaini-Malvi-Thillorkhurd	1	1	lɛmbo	l(cid:39)mbo		response
125	125	134	long	Ujjaini-Malvi-Kumardi	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Ujjaini-Malvi-Jokhar	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Ujjaini-Malvi-Bercha	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Ujjaini-Malvi-Moondikhedi	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Rajwadi-Malvi-Lojithara	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Rajwadi-Malvi-Bhimakhedi	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Rajwadi-Malvi-Kishorpura	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Rajwadi-Malvi-Bhunyakhedi	1	1	lambo	lambo		response
125	125	134	long	Rajwadi-Malvi-Jesingpura	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Rajwadi-Malvi-Bhandia	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Umadwadi-Malvi-Jhadmu	1	1	lambo	lambo		response
125	125	134	long	Umadwadi-Malvi-Semlikakad	1	1	lʌmbɑ	l(cid:106)mb(cid:35)		response
125	125	134	long	Umadwadi-Malvi-Sagpur	1	1	lɑmbʌ	l(cid:35)mb(cid:106)		response
125	125	134	long	Umadwadi-Malvi-Paldyabana	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Umadwadi-Malvi-Mungavali	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Harnauda	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Narana	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Adakhedi	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Era	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Deevdi	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Sondhwadi-Malvi-Deevdi	1	2	laməɖɑ	lam(cid:101)(cid:122)(cid:35)		response
125	125	134	long	Sondhwadi-Malvi-Jamli	1	1	lʌmbɔ	l(cid:106)mb(cid:107)		response
125	125	134	long	Gond-Malvi-Kalwar	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Gond-Malvi-Samapura	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Bhil-Malvi-Bhandikhali	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Bhili-Kankaria	1	1	lɛmbo	l(cid:39)mbo		response
125	125	134	long	Bhili-Athwaniya	1	1	lɑmbɑ	l(cid:35)mb(cid:35)		response
125	125	134	long	Nimadi-Jajumkhedi	1	1	lʌmbɔ	l(cid:106)mb(cid:107)		response
125	125	134	long	Nimadi-Sonipura	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Bhopali-Rpura	1	1	lʌmbo	l(cid:106)mbo		response
125	125	134	long	Hindi-standard	1	1	ləmɑ	l(cid:101)m(cid:35)		response
125	125	134	long	Gujarati-Standard	1	1	lɑmbũ	l(cid:35)mbu(cid:174)		response
125	125	134	long	Marathi-Standard	1	1	lɑmbʌ	l(cid:35)mb(cid:106)		response
125	125	135	short	Ujjaini-Malvi-Harsodan	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Chandukhedi	6	1	nɑno	n(cid:35)no		response
125	125	135	short	Ujjaini-Malvi-Nain	3	1	tʃoʈɑ	t(cid:53)o(cid:121)(cid:35)		response
125	125	135	short	Ujjaini-Malvi-Koyal	3	1	tʃoʈɑ	t(cid:53)o(cid:121)(cid:35)		response
125	125	135	short	Ujjaini-Malvi-Rojdi	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Thillorkhurd	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Kumardi	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Jokhar	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Bercha	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Ujjaini-Malvi-Bercha	6	2	nɑno	n(cid:35)no		response
125	125	135	short	Ujjaini-Malvi-Moondikhedi	6	1	nɑnɑ	n(cid:35)n(cid:35)		response
125	125	135	short	Rajwadi-Malvi-Lojithara	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Rajwadi-Malvi-Bhimakhedi	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Rajwadi-Malvi-Kishorpura	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Rajwadi-Malvi-Bhunyakhedi	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Rajwadi-Malvi-Jesingpura	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Rajwadi-Malvi-Bhandia	9	1	pʰoɾɔ	pho(cid:52)(cid:107)		response
125	125	135	short	Umadwadi-Malvi-Jhadmu	1	1	goʈjo	(cid:73)o(cid:121)jo		response
125	125	135	short	Umadwadi-Malvi-Semlikakad	3	1	tʃʰoʈɑ	t(cid:53)ho(cid:121)(cid:35)		response
125	125	135	short	Umadwadi-Malvi-Semlikakad	6	2	nano	nano		response
125	125	135	short	Umadwadi-Malvi-Sagpur	3	1	tʃoʈo	t(cid:53)o(cid:121)o		response
125	125	135	short	Umadwadi-Malvi-Paldyabana	b	1	hatʰo	hatho		response
125	125	135	short	Umadwadi-Malvi-Mungavali	3	1	tʃʰoʈo	t(cid:53)ho(cid:121)o		response
125	125	135	short	Sondhwadi-Malvi-Harnauda	6	1	nano	nano		response
125	125	135	short	Sondhwadi-Malvi-Narana	6	1	nɑno	n(cid:35)no		response
125	125	135	short	Sondhwadi-Malvi-Adakhedi	3	1	tʃʰoʈɑ	t(cid:53)ho(cid:121)(cid:35)		response
