PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Continuation	Raw_Fragments	Source_Status
128	121	125	week	Rathwi Pauri-Segwi	3	1	haptu̪		0	Rathwi Pauri-Segwi 3 haptu̪	response
128	121	125	week	Rathwi Bareli-Tharadpura	3	1	hɑptu̪		0	Rathwi Bareli-Tharadpura 3 hɑptu̪	response
128	121	125	week	Rathwi Bareli-Udainagar	3	1	hʌptu̪		0	Rathwi Bareli-Udainagar 3 hʌptu̪	response
128	121	125	week	Rathwi Bareli-Chiklia	2	1	hɑʈ		0	Rathwi Bareli-Chiklia 2 hɑʈ	response
128	121	125	week	Rathwi-Chenpur	2	1	hɑʈ		0	Rathwi-Chenpur 2 hɑʈ	response
128	121	125	week	Rathwi-Dongargaon	2	1	hɑʈh		0	Rathwi-Dongargaon 2 hɑʈh	response
128	121	125	week	Bhilali-Bodugam	2	1	hɑʈ		0	Bhilali-Bodugam 2 hɑʈ	response
128	121	125	week	Bhili-Punyawat	2	1	xɑʈ		0	Bhili-Punyawat 2 xɑʈ	response
128	121	125	week	Bhili-Anjhera	3	1	hʌptɔ̪		0	Bhili-Anjhera 3 hʌptɔ̪	response
128	121	125	week	Bhilali-Anjhera	3	1	hʌptu̪		0	Bhilali-Anjhera 3 hʌptu̪	response
128	121	125	week	Bhilali-Mandwi	3	1	hʌptɑ̪		0	Bhilali-Mandwi 3 hʌptɑ̪	response
128	121	125	week	Bhilali-Navalpura	2	1	hɑʈh		0	Bhilali-Navalpura 2 hɑʈh	response
128	121	125	week	Bhilali-Agar	2	1	hɑʈh		0	Bhilali-Agar 2 hɑʈh	response
128	121	125	week	Bhilali-Udaigadh	2	1	hɑʈh		0	Bhilali-Udaigadh 2 hɑʈh	response
128	121	125	week	Bhilali-Kattivada	2	1	hɑʈh		0	Bhilali-Kattivada 2 hɑʈh	response
128	121	125	week	Parya Bhilali-Bhorwada	3	1	hɑpto̪		0	Parya Bhilali- Bhorwada 3 hɑpto̪	response
128	121	125	week	Bhili-Piplia	3	1	hʌfto̪		0	Bhili-Piplia 3 hʌfto̪	response
128	121	125	week	Bhili-Kharod	1	1	athwario		0	Bhili-Kharod 1 athwario	response
128	121	125	week	Bhilali-Aspai	2	1	hɑ̃ʈɑhɑʈ		0	Bhilali-Aspai 2 hɑ̃ʈɑhɑʈ	response
128	121	125	week	Rathawi-Mankodi	2	1	hɑʈe		0	Rathawi-Mankodi 2 hɑʈe	response
128	121	125	week	Palya-Choutharya	2	1	hɑʈh		0	Palya-Choutharya 2 hɑʈh	response
128	121	125	week	Palya-Natvada	2	1	hɑʈh		0	Palya-Natvada 2 hɑʈh	response
128	121	125	week	Bareli Pauri-Shahana	1	1	aʈhoɖu		0	Bareli Pauri-Shahana 1 aʈhoɖu	response
128	121	125	week	Bareli Pauri-Mandvi	3	1	haptu̪		0	Bareli Pauri-Mandvi 3 haptu̪	response
128	121	125	week	Bareli Pauri-Khadki	3	1	hɑptu̪		0	Bareli Pauri-Khadki 3 hɑptu̪	response
128	121	125	week	Nimadi-Khargone	3	1	hɑptɔ̪		0	Nimadi-Khargone 3 hɑptɔ̪	response
128	121	125	week	Nimadi-Awlia	3	1	hʌptɔ̪		0	Nimadi-Awlia 3 hʌptɔ̪	response
128	121	125	week	Nimadi-Ashapur	3	1	hʌptɔ̪		0	Nimadi-Ashapur 3 hʌptɔ̪	response
128	121	125	week	Ahirani-Dhule	2	1	hɑʈ		0	Ahirani-Dhule 2 hɑʈ	response
128	121	125	week	Hindi	3	1	hʌphtɑ̪		0	Hindi 3 hʌphtɑ̪	response
128	121	125	week	Hindi	3	2	səptɑ̪h		1	3 səptɑ̪h	response
128	121	125	week	Gujarati	1	1	ɑʈhɑwɑɖiũ		0	Gujarati 1 ɑʈhɑwɑɖiũ	response
128	121	125	week	Gujarati	3	2	səptɑ̪h		1	3 səptɑ̪h	response
128	121	125	week	Marathi	1	1	ɑʈhwʌɖɑ		0	Marathi 1 ɑʈhwʌɖɑ	response
128	121	126	month	Rathwi Pauri-Amalwadi	1	1	mohoɳo		0	Rathwi Pauri-Amalwadi 1 mohoɳo	response
128	121	126	month	Rathwi Pauri-Segwi	1	1	mohʌɳo		0	Rathwi Pauri-Segwi 1 mohʌɳo	response
128	121	126	month	Rathwi Bareli-Tharadpura	1	1	mohənɔ		0	Rathwi Bareli-Tharadpura 1 mohənɔ	response
128	121	126	month	Rathwi Bareli-Udainagar	1	1	mɔhnu		0	Rathwi Bareli-Udainagar 1 mɔhnu	response
128	121	126	month	Rathwi Bareli-Chiklia	1	1	mohənɔ		0	Rathwi Bareli-Chiklia 1 mohənɔ	response
128	121	126	month	Rathwi-Chenpur	1	1	mɔhɳɔ		0	Rathwi-Chenpur 1 mɔhɳɔ	response
128	121	126	month	Rathwi-Dongargaon	1	1	mɔhno		0	Rathwi-Dongargaon 1 mɔhno	response
128	121	126	month	Bhilali-Bodugam	1	1	mɔhno		0	Bhilali-Bodugam 1 mɔhno	response
128	121	126	month	Bhili-Punyawat	1	1	mɔhnu		0	Bhili-Punyawat 1 mɔhnu	response
128	121	126	month	Bhili-Anjhera	1	1	mɑhənu		0	Bhili-Anjhera 1 mɑhənu	response
128	121	126	month	Bhilali-Anjhera	1	1	mɑino		0	Bhilali-Anjhera 1 mɑino	response
128	121	126	month	Bhilali-Mandwi	1	1	mɔhnɑ		0	Bhilali-Mandwi 1 mɔhnɑ	response
128	121	126	month	Bhilali-Navalpura	1	1	mɔhno		0	Bhilali-Navalpura 1 mɔhno	response
128	121	126	month	Bhilali-Agar	1	1	mɔhno		0	Bhilali-Agar 1 mɔhno	response
128	121	126	month	Bhilali-Udaigadh	1	1	mohənɔ		0	Bhilali-Udaigadh 1 mohənɔ	response
128	121	126	month	Bhilali-Kattivada	1	1	mʌhino		0	Bhilali-Kattivada 1 mʌhino	response
128	121	126	month	Parya Bhilali-Bhorwada	1	1	mʌjɪno		0	Parya Bhilali- Bhorwada 1 mʌjɪno	response
128	121	126	month	Bhili-Piplia	1	1	mɑino		0	Bhili-Piplia 1 mɑino	response
128	121	126	month	Bhili-Kharod	1	1	mʌino		0	Bhili-Kharod 1 mʌino	response
128	121	126	month	Bhilali-Aspai	1	1	mɑhino		0	Bhilali-Aspai 1 mɑhino	response
128	121	126	month	Rathawi-Mankodi	1	1	mɑino		0	Rathawi-Mankodi 1 mɑino	response
128	121	126	month	Palya-Choutharya	1	1	mʌino		0	Palya-Choutharya 1 mʌino	response
128	121	126	month	Palya-Natvada	1	1	mʌjino		0	Palya-Natvada 1 mʌjino	response
128	121	126	month	Bareli Pauri-Shahana	1	1	mʌin̪o		0	Bareli Pauri-Shahana 1 mʌin̪o	response
128	121	126	month	Bareli Pauri-Mandvi	1	1	maonu		0	Bareli Pauri-Mandvi 1 maonu	response
128	121	126	month	Bareli Pauri-Khadki	1	1	moino		0	Bareli Pauri-Khadki 1 moino	response
128	121	126	month	Nimadi-Khargone	1	1	mɑinɔ		0	Nimadi-Khargone 1 mɑinɔ	response
128	121	126	month	Nimadi-Awlia	1	1	mʌhino		0	Nimadi-Awlia 1 mʌhino	response
128	121	126	month	Nimadi-Ashapur	1	1	mʌino		0	Nimadi-Ashapur 1 mʌino	response
128	121	126	month	Ahirani-Dhule	1	1	mʌhina		0	Ahirani-Dhule 1 mʌhina	response
128	121	126	month	Hindi	1	1	məhinɑ		0	Hindi 1 məhinɑ	response
128	121	126	month	Gujarati	1	1	mɑ̃hino		0	Gujarati 1 mɑ̃hino	response
128	121	126	month	Marathi	1	1	mʌihiɳɑ		0	Marathi 1 mʌihiɳɑ	response
128	121	127	year	Rathwi Pauri-Amalwadi	1	1	wʌɾih		0	Rathwi Pauri-Amalwadi 1 wʌɾih	response
128	121	127	year	Rathwi Pauri-Segwi	1	1	woɾis		0	Rathwi Pauri-Segwi 1 woɾis	response
128	121	127	year	Rathwi Bareli-Tharadpura	1	1	vəɾɪʃ		0	Rathwi Bareli-Tharadpura 1 vəɾɪʃ	response
128	121	127	year	Rathwi Bareli-Udainagar	2	1	sɑl		0	Rathwi Bareli-Udainagar 2 sɑl	response
128	121	127	year	Rathwi Bareli-Chiklia	1	1	vɔɾɪʃ		0	Rathwi Bareli-Chiklia 1 vɔɾɪʃ	response
128	121	127	year	Rathwi-Chenpur	1	1	vʌɾiʃ		0	Rathwi-Chenpur 1 vʌɾiʃ	response
128	121	127	year	Rathwi-Chenpur	2	2	sɑl		1	2 sɑl	response
128	121	127	year	Rathwi-Dongargaon	1	1	vəɾɪʃ		0	Rathwi-Dongargaon 1 vəɾɪʃ	response
128	121	127	year	Rathwi-Dongargaon	2	2	sɑl		1	2 sɑl	response
128	121	127	year	Bhilali-Bodugam	1	1	vʌɾɪs		0	Bhilali-Bodugam 1 vʌɾɪs	response
128	121	127	year	Bhili-Punyawat	1	1	vɔɾix		0	Bhili-Punyawat 1 vɔɾix	response
128	121	127	year	Bhili-Anjhera	2	1	sɑl		0	Bhili-Anjhera 2 sɑl	response
128	121	127	year	Bhilali-Anjhera	2	1	sɑl		0	Bhilali-Anjhera 2 sɑl	response
128	121	127	year	Bhilali-Mandwi	2	1	sɑl		0	Bhilali-Mandwi 2 sɑl	response
128	121	127	year	Bhilali-Navalpura	2	1	sɑl		0	Bhilali-Navalpura 2 sɑl	response
128	121	127	year	Bhilali-Agar	1	1	vʌɾɪɕ		0	Bhilali-Agar 1 vʌɾɪɕ	response
128	121	127	year	Bhilali-Udaigadh	2	1	sɑl		0	Bhilali-Udaigadh 2 sɑl	response
128	121	127	year	Bhilali-Kattivada	1	1	vɑɾeh		0	Bhilali-Kattivada 1 vɑɾeh	response
128	121	127	year	Parya Bhilali-Bhorwada	2	1	sɑl		0	Parya Bhilali- Bhorwada 2 sɑl	response
128	121	127	year	Bhili-Piplia	1	1	vɑɾeh		0	Bhili-Piplia 1 vɑɾeh	response
128	121	127	year	Bhili-Kharod	1	1	wʌras		0	Bhili-Kharod 1 wʌras	response
128	121	127	year	Bhilali-Aspai	1	1	vəre		0	Bhilali-Aspai 1 vəre	response
128	121	127	year	Rathawi-Mankodi	1	1	vʌɾe		0	Rathawi-Mankodi 1 vʌɾe	response
128	121	127	year	Palya-Choutharya	1	1	vʌɾeh		0	Palya-Choutharya 1 vʌɾeh	response
128	121	127	year	Palya-Natvada	1	1	vʌɾe		0	Palya-Natvada 1 vʌɾe	response
128	121	127	year	Bareli Pauri-Shahana	1	1	wʌɾih		0	Bareli Pauri-Shahana 1 wʌɾih	response
128	121	127	year	Bareli Pauri-Mandvi	1	1	wʌɾi		0	Bareli Pauri-Mandvi 1 wʌɾi	response
128	121	127	year	Bareli Pauri-Khadki	1	1	vʌɾi		0	Bareli Pauri-Khadki 1 vʌɾi	response
128	121	127	year	Nimadi-Khargone	2	1	sɑl		0	Nimadi-Khargone 2 sɑl	response
128	121	127	year	Nimadi-Awlia	2	1	sɑl		0	Nimadi-Awlia 2 sɑl	response
128	121	127	year	Nimadi-Ashapur	2	1	sɑl		0	Nimadi-Ashapur 2 sɑl	response
128	121	127	year	Ahirani-Dhule	1	1	wʌɾiʂ		0	Ahirani-Dhule 1 wʌɾiʂ	response
128	121	127	year	Hindi	1	1	vəɾʂ		0	Hindi 1 vəɾʂ	response
128	121	127	year	Hindi	2	2	sɑl		1	2 sɑl	response
128	121	127	year	Gujarati	1	1	vəɾʃ		0	Gujarati 1 vəɾʃ	response
128	121	127	year	Marathi	1	1	wʌɾʂʌ		0	Marathi 1 wʌɾʂʌ	response
128	121	127	year	Marathi	2	2	sɑl		1	2 sɑl	response
129	122	128	old	Rathwi Pauri-Amalwadi	1	1	d̪zu̪ n̪lu		0	Rathwi Pauri-Amalwadi 1 d̪zu̪ n̪lu	response
129	122	128	old	Rathwi Pauri-Segwi	1	1	d̪zu̪ n̪lʌ		0	Rathwi Pauri-Segwi 1 d̪zu̪ n̪lʌ	response
129	122	128	old	Rathwi Bareli-Tharadpura	1	1	dʒunlo		0	Rathwi Bareli-Tharadpura 1 dʒunlo	response
129	122	128	old	Rathwi Bareli-Udainagar	1	1	dʒunəlɔ		0	Rathwi Bareli-Udainagar 1 dʒunəlɔ	response
129	122	128	old	Rathwi Bareli-Chiklia	1	1	dʒunlo		0	Rathwi Bareli-Chiklia 1 dʒunlo	response
129	122	128	old	Rathwi-Chenpur	1	1	dʒʊnlo		0	Rathwi-Chenpur 1 dʒʊnlo	response
129	122	128	old	Rathwi-Dongargaon	1	1	dʒʊnlo		0	Rathwi-Dongargaon 1 dʒʊnlo	response
129	122	128	old	Bhilali-Bodugam	1	1	dʒʊnlo		0	Bhilali-Bodugam 1 dʒʊnlo	response
129	122	128	old	Bhili-Punyawat	1	1	dʒunɖəlɔ		0	Bhili-Punyawat 1 dʒunɖəlɔ	response
129	122	128	old	Bhili-Anjhera	1	1	dʒunlo		0	Bhili-Anjhera 1 dʒunlo	response
129	122	128	old	Bhilali-Anjhera	1	1	dʒʊno		0	Bhilali-Anjhera 1 dʒʊno	response
129	122	128	old	Bhilali-Mandwi	1	1	dʒʊɳlo		0	Bhilali-Mandwi 1 dʒʊɳlo	response
129	122	128	old	Bhilali-Navalpura	1	1	dʒʊnlo		0	Bhilali-Navalpura 1 dʒʊnlo	response
129	122	128	old	Bhilali-Agar	1	1	dʒʊnlɑ		0	Bhilali-Agar 1 dʒʊnlɑ	response
129	122	128	old	Bhilali-Udaigadh	1	1	dʒʊnɭɑ		0	Bhilali-Udaigadh 1 dʒʊnɭɑ	response
129	122	128	old	Bhilali-Kattivada	1	1	dʒʊnlu		0	Bhilali-Kattivada 1 dʒʊnlu	response
129	122	128	old	Parya Bhilali-Bhorwada	1	1	dʒʊnlo		0	Parya Bhilali- Bhorwada 1 dʒʊnlo	response
129	122	128	old	Bhili-Piplia	1	1	zunu		0	Bhili-Piplia 1 zunu	response
129	122	128	old	Bhili-Kharod	1	1	dzunu		0	Bhili-Kharod 1 dzunu	response
129	122	128	old	Bhilali-Aspai	1	1	dʒʊnlə		0	Bhilali-Aspai 1 dʒʊnlə	response
129	122	128	old	Rathawi-Mankodi	1	1	dʒʊnlu		0	Rathawi-Mankodi 1 dʒʊnlu	response
129	122	128	old	Palya-Choutharya	1	1	dʒʊnlu		0	Palya-Choutharya 1 dʒʊnlu	response
129	122	128	old	Palya-Natvada	1	1	dʒʊnlu		0	Palya-Natvada 1 dʒʊnlu	response
129	122	128	old	Bareli Pauri-Shahana	1	1	d̪zu̪ n̪lo		0	Bareli Pauri-Shahana 1 d̪zu̪ n̪lo	response
129	122	128	old	Bareli Pauri-Mandvi	1	1	d̪zu̪ nɭo		0	Bareli Pauri-Mandvi 1 d̪zu̪ nɭo	response
129	122	128	old	Bareli Pauri-Khadki	1	1	dʒunlo		0	Bareli Pauri-Khadki 1 dʒunlo	response
129	122	128	old	Nimadi-Khargone	2	1	puɾɑnɔ		0	Nimadi-Khargone 2 puɾɑnɔ	response
129	122	128	old	Nimadi-Awlia	2	1	puɾɑnɔ		0	Nimadi-Awlia 2 puɾɑnɔ	response
129	122	128	old	Nimadi-Ashapur	2	1	puɾɑɳu		0	Nimadi-Ashapur 2 puɾɑɳu	response
129	122	128	old	Ahirani-Dhule	1	1	dʒunɑ		0	Ahirani-Dhule 1 dʒunɑ	response
129	122	128	old	Hindi	2	1	pʊɾɑnɑ		0	Hindi 2 pʊɾɑnɑ	response
129	122	128	old	Gujarati	1	1	dʒunu		0	Gujarati 1 dʒunu	response
129	122	128	old	Marathi	1	1	dzunə		0	Marathi 1 dzunə	response
129	122	129	new	Rathwi Pauri-Amalwadi	1	1	n̪ʌulu		0	Rathwi Pauri-Amalwadi 1 n̪ʌulu	response
129	122	129	new	Rathwi Pauri-Segwi	1	1	naulʌ		0	Rathwi Pauri-Segwi 1 naulʌ	response
129	122	129	new	Rathwi Bareli-Tharadpura	1	1	nəvlo		0	Rathwi Bareli-Tharadpura 1 nəvlo	response
129	122	129	new	Rathwi Bareli-Udainagar	1	1	nɑʋlɔ		0	Rathwi Bareli-Udainagar 1 nɑʋlɔ	response
129	122	129	new	Rathwi Bareli-Chiklia	1	1	nɑʋlo		0	Rathwi Bareli-Chiklia 1 nɑʋlo	response
129	122	129	new	Rathwi-Chenpur	1	1	nɔvlɔ		0	Rathwi-Chenpur 1 nɔvlɔ	response
129	122	129	new	Rathwi-Dongargaon	1	1	nɔvlɔ		0	Rathwi-Dongargaon 1 nɔvlɔ	response
129	122	129	new	Bhilali-Bodugam	1	1	nʌvlo		0	Bhilali-Bodugam 1 nʌvlo	response
129	122	129	new	Bhili-Punyawat	1	1	nɔvlɔ		0	Bhili-Punyawat 1 nɔvlɔ	response
129	122	129	new	Bhili-Anjhera	1	1	nɔʋlũ		0	Bhili-Anjhera 1 nɔʋlũ	response
129	122	129	new	Bhilali-Anjhera	1	1	nʌvlo		0	Bhilali-Anjhera 1 nʌvlo	response
129	122	129	new	Bhilali-Mandwi	1	1	nʌvlo		0	Bhilali-Mandwi 1 nʌvlo	response
129	122	129	new	Bhilali-Navalpura	1	1	nʌvlo		0	Bhilali-Navalpura 1 nʌvlo	response
129	122	129	new	Bhilali-Agar	1	1	nʌvlɑ		0	Bhilali-Agar 1 nʌvlɑ	response
129	122	129	new	Bhilali-Udaigadh	1	1	nɔvɭɑ		0	Bhilali-Udaigadh 1 nɔvɭɑ	response
129	122	129	new	Bhilali-Kattivada	1	1	nʌvlu		0	Bhilali-Kattivada 1 nʌvlu	response
129	122	129	new	Parya Bhilali-Bhorwada	1	1	nʌvlo		0	Parya Bhilali- Bhorwada 1 nʌvlo	response
129	122	129	new	Bhili-Piplia	1	1	nʌvũ		0	Bhili-Piplia 1 nʌvũ	response
129	122	129	new	Bhili-Kharod	1	1	nʌwo		0	Bhili-Kharod 1 nʌwo	response
129	122	129	new	Bhilali-Aspai	1	1	nəvʊlʊ		0	Bhilali-Aspai 1 nəvʊlʊ	response
129	122	129	new	Rathawi-Mankodi	1	1	nʌvlu		0	Rathawi-Mankodi 1 nʌvlu	response
129	122	129	new	Palya-Choutharya	1	1	nʌvlu		0	Palya-Choutharya 1 nʌvlu	response
129	122	129	new	Palya-Natvada	1	1	nʌvlu		0	Palya-Natvada 1 nʌvlu	response
129	122	129	new	Bareli Pauri-Shahana	1	1	n̪ʌolo		0	Bareli Pauri-Shahana 1 n̪ʌolo	response
129	122	129	new	Bareli Pauri-Mandvi	1	1	n̪aoɭʌ		0	Bareli Pauri-Mandvi 1 n̪aoɭʌ	response
129	122	129	new	Bareli Pauri-Khadki	1	1	nəvlo		0	Bareli Pauri-Khadki 1 nəvlo	response
129	122	129	new	Nimadi-Khargone	1	1	nɑvɔ		0	Nimadi-Khargone 1 nɑvɔ	response
129	122	129	new	Nimadi-Awlia	2	1	nʌjo		0	Nimadi-Awlia 2 nʌjo	response
129	122	129	new	Nimadi-Ashapur	2	1	nʌjo		0	Nimadi-Ashapur 2 nʌjo	response
129	122	129	new	Ahirani-Dhule	1	1	nʌwɑ		0	Ahirani-Dhule 1 nʌwɑ	response
129	122	129	new	Hindi	1	1	nəvə		0	Hindi 1 nəvə	response
129	122	129	new	Hindi	2	2	nəjɑ		1	2 nəjɑ	response
129	122	129	new	Gujarati	1	1	nəvũ		0	Gujarati 1 nəvũ	response
129	122	129	new	Marathi	1	1	nʌwɑ		0	Marathi 1 nʌwɑ	response
129	122	130	good	Rathwi Pauri-Amalwadi	10	1	warlo		0	Rathwi Pauri-Amalwadi 10 warlo	response
129	122	130	good	Rathwi Pauri-Segwi	10	1	warlʌ		0	Rathwi Pauri-Segwi 10 warlʌ	response
129	122	130	good	Rathwi Bareli-Tharadpura	10	1	vɑɾlu		0	Rathwi Bareli-Tharadpura 10 vɑɾlu	response
129	122	130	good	Rathwi Bareli-Udainagar	10	1	vɑɾlɔ		0	Rathwi Bareli-Udainagar 10 vɑɾlɔ	response
129	122	130	good	Rathwi Bareli-Chiklia	10	1	ʋɑɾu		0	Rathwi Bareli-Chiklia 10 ʋɑɾu	response
129	122	130	good	Rathwi-Chenpur	10	1	vɑɾɔ		0	Rathwi-Chenpur 10 vɑɾɔ	response
129	122	130	good	Rathwi-Dongargaon	10	1	vɑɾu		0	Rathwi-Dongargaon 10 vɑɾu	response
129	122	130	good	Bhilali-Bodugam	10	1	vɑrlo		0	Bhilali-Bodugam 10 vɑrlo	response
129	122	130	good	Bhili-Punyawat	10	1	vɑɾlɔ		0	Bhili-Punyawat 10 vɑɾlɔ	response
129	122	130	good	Bhili-Anjhera	10	1	vɑɾlu		0	Bhili-Anjhera 10 vɑɾlu	response
129	122	130	good	Bhilali-Anjhera	10	1	vɑrlo		0	Bhilali-Anjhera 10 vɑrlo	response
129	122	130	good	Bhilali-Mandwi	10	1	vɑrlo		0	Bhilali-Mandwi 10 vɑrlo	response
129	122	130	good	Bhilali-Navalpura	10	1	vɑɾu		0	Bhilali-Navalpura 10 vɑɾu	response
129	122	130	good	Bhilali-Agar	10	1	vɑɾu		0	Bhilali-Agar 10 vɑɾu	response
129	122	130	good	Bhilali-Udaigadh	10	1	vɑɾlu		0	Bhilali-Udaigadh 10 vɑɾlu	response
129	122	130	good	Bhilali-Kattivada	10	1	vɑɾlu		0	Bhilali-Kattivada 10 vɑɾlu	response
129	122	130	good	Parya Bhilali-Bhorwada	10	1	vɑrlo		0	Parya Bhilali- Bhorwada 10 vɑrlo	response
129	122	130	good	Bhili-Piplia	1	1	ʌsəli		0	Bhili-Piplia 1 ʌsəli	response
129	122	130	good	Bhili-Kharod	6	1	sari		0	Bhili-Kharod 6 sari	response
129	122	130	good	Bhilali-Aspai	10	1	vɑɾʊ		0	Bhilali-Aspai 10 vɑɾʊ	response
129	122	130	good	Rathawi-Mankodi	10	1	vɑɾu		0	Rathawi-Mankodi 10 vɑɾu	response
129	122	130	good	Palya-Choutharya	10	1	vɑɾu		0	Palya-Choutharya 10 vɑɾu	response
129	122	130	good	Palya-Natvada	10	1	vɑɾu		0	Palya-Natvada 10 vɑɾu	response
129	122	130	good	Bareli Pauri-Shahana	11	1	had̪zl̪o		0	Bareli Pauri-Shahana 11 had̪zl̪o	response
129	122	130	good	Bareli Pauri-Mandvi	11	1	had̪zɭ̪ʌ		0	Bareli Pauri-Mandvi 11 had̪zɭ̪ʌ	response
129	122	130	good	Bareli Pauri-Khadki	11	1	hɑdʒo		0	Bareli Pauri-Khadki 11 hɑdʒo	response
129	122	130	good	Nimadi-Khargone	7	1	ɑtʃhɔ		0	Nimadi-Khargone 7 ɑtʃhɔ	response
129	122	130	good	Nimadi-Awlia	7	1	ʌtʃtʃho		0	Nimadi-Awlia 7 ʌtʃtʃho	response
129	122	130	good	Nimadi-Ashapur	7	1	ʌtʃtʃho		0	Nimadi-Ashapur 7 ʌtʃtʃho	response
129	122	130	good	Ahirani-Dhule	9	1	tʃaŋgla		0	Ahirani-Dhule 9 tʃaŋgla	response
129	122	130	good	Hindi	7	1	ʌtʃtʃhɑ		0	Hindi 7 ʌtʃtʃhɑ	response
129	122	130	good	Hindi	12	2	bəɽɦijɑ		1	12 bəɽɦijɑ	response
129	122	130	good	Gujarati	6	1	sɑɾəs		0	Gujarati 6 sɑɾəs	response
129	122	130	good	Marathi	9	1	tsɑŋglɑ		0	Marathi 9 tsɑŋglɑ	response
130	123	131	bad	Rathwi Pauri-Amalwadi	1	1	khʌɾap		0	Rathwi Pauri-Amalwadi 1 khʌɾap	response
130	123	131	bad	Rathwi Pauri-Amalwadi	7	2	ni-waɾu		1	7 ni-waɾu	response
130	123	131	bad	Rathwi Pauri-Segwi	1	1	khʌɾap		0	Rathwi Pauri-Segwi 1 khʌɾap	response
130	123	131	bad	Rathwi Bareli-Tharadpura	12	1	bɦunɖũ		0	Rathwi Bareli-Tharadpura 12 bɦunɖũ	response
130	123	131	bad	Rathwi Bareli-Udainagar	12	1	bɦuɳɖɔ		0	Rathwi Bareli-Udainagar 12 bɦuɳɖɔ	response
130	123	131	bad	Rathwi Bareli-Chiklia	12	1	bɦunɖo		0	Rathwi Bareli-Chiklia 12 bɦunɖo	response
130	123	131	bad	Rathwi-Chenpur	12	1	bɦunɖo		0	Rathwi-Chenpur 12 bɦunɖo	response
130	123	131	bad	Rathwi-Dongargaon	4	1	bɦigʌɖlɔ		0	Rathwi-Dongargaon 4 bɦigʌɖlɔ	response
130	123	131	bad	Bhilali-Bodugam	12	1	bɦuɳɖlo		0	Bhilali-Bodugam 12 bɦuɳɖlo	response
130	123	131	bad	Bhili-Punyawat	12	1	bɦunɖɔt̪		0	Bhili-Punyawat 12 bɦunɖɔt ̪	response
130	123	131	bad	Bhili-Anjhera	12	1	bɦunɖũ		0	Bhili-Anjhera 12 bɦunɖũ	response
130	123	131	bad	Bhilali-Anjhera	1	1	khʌɾɑb		0	Bhilali-Anjhera 1 khʌɾɑb	response
130	123	131	bad	Bhilali-Mandwi	12	1	bɦuɳʈʌn		0	Bhilali-Mandwi 12 bɦuɳʈʌn	response
130	123	131	bad	Bhilali-Navalpura	12	1	bɦuɳɖo		0	Bhilali-Navalpura 12 bɦuɳɖo	response
130	123	131	bad	Bhilali-Agar	12	1	bɦuɳɖɑ		0	Bhilali-Agar 12 bɦuɳɖɑ	response
130	123	131	bad	Bhilali-Udaigadh	12	1	bɦuɳɖʌn		0	Bhilali-Udaigadh 12 bɦuɳɖʌn	response
130	123	131	bad	Bhilali-Kattivada	8	1	kajnu		0	Bhilali-Kattivada 8 kajnu	response
130	123	131	bad	Parya Bhilali-Bhorwada	12	1	bɦunɖʊdʒ		0	Parya Bhilali- Bhorwada 12 bɦunɖʊdʒ	response
130	123	131	bad	Bhili-Piplia	12	1	buɳɖo		0	Bhili-Piplia 12 buɳɖo	response
130	123	131	bad	Bhili-Kharod	1	1	khʌrab		0	Bhili-Kharod 1 khʌrab	response
130	123	131	bad	Bhili-Kharod	2	2	bod̪ũ		1	2 bod̪ũ	response
130	123	131	bad	Bhilali-Aspai	7	1	nɪvɑɾʊ		0	Bhilali-Aspai 7 nɪvɑɾʊ	response
130	123	131	bad	Rathawi-Mankodi	1	1	khʌɾɑb		0	Rathawi-Mankodi 1 khʌɾɑb	response
130	123	131	bad	Palya-Choutharya	8	1	kʌini vɑɾu		0	Palya-Choutharya 8 kʌini vɑɾu	response
130	123	131	bad	Palya-Choutharya	1	2	khʌɾɑb		1	1 khʌɾɑb	response
130	123	131	bad	Palya-Natvada	4	1	bɦʌgʌɖu		0	Palya-Natvada 4 bɦʌgʌɖu	response
130	123	131	bad	Palya-Natvada	1	2	khʌɾɑb		1	1 khʌɾɑb	response
130	123	131	bad	Bareli Pauri-Shahana	1	1	khʌɾap		0	Bareli Pauri-Shahana 1 khʌɾap	response
130	123	131	bad	Bareli Pauri-Mandvi	8	1	ne-hadzʌ		0	Bareli Pauri-Mandvi 8 ne-hadzʌ	response
130	123	131	bad	Bareli Pauri-Khadki	8	1	kɑjnihɑdʒo		0	Bareli Pauri-Khadki 8 kɑjnihɑdʒo	response
130	123	131	bad	Nimadi-Khargone	11	1	gɑnd̪ɔ		0	Nimadi-Khargone 11 gɑnd̪ɔ	response
130	123	131	bad	Nimadi-Awlia	1	1	khʌɾɑb		0	Nimadi-Awlia 1 khʌɾɑb	response
130	123	131	bad	Nimadi-Awlia	2	2	bʊɾo		1	2 bʊɾo	response
130	123	131	bad	Nimadi-Ashapur	1	1	khʌɾɑb		0	Nimadi-Ashapur 1 khʌɾɑb	response
130	123	131	bad	Ahirani-Dhule	1	1	khrab		0	Ahirani-Dhule 1 khrab	response
130	123	131	bad	Hindi	1	1	khəɾɑb		0	Hindi 1 khəɾɑb	response
130	123	131	bad	Hindi	2	2	buɾa		1	2 buɾa	response
130	123	131	bad	Gujarati	1	1	khəɾɑb		0	Gujarati 1 khəɾɑb	response
