Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
200	listen!, he heard	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i200	attested	ɑjumem, ɑjumleɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 69, item 200, list DUM]	attested	ajum|ea|ajumem	varenkamp2024ho[Appendix D.3, printed p. 129, item 200, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
201	look!, he saw	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i201	attested	nelem, nellejɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 69, item 201, list DUM]	attested	nel|eja|nelem	varenkamp2024ho[Appendix D.3, printed p. 129, item 201, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
202	I (1st sg)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i202	attested	iŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 69, item 202, list DUM]	attested	iŋ	varenkamp2024ho[Appendix D.3, printed p. 130, item 202, list BRA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
203	you (2nd sg, informal)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i203	attested	ɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 69, item 203, list DUM]	attested	am	varenkamp2024ho[Appendix D.3, printed p. 130, item 203, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
204	you (2nd sg, formal)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i204	attested	ɑben	1	baileymaggard2015bhumij[Appendix B.3, printed p. 70, item 204, list DUM]	attested	aben	varenkamp2024ho[Appendix D.3, printed p. 130, item 204, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
205	he (3rd sg, masculine)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i205	attested	iniʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 70, item 205, list DUM]	attested	ini?i	varenkamp2024ho[Appendix D.3, printed p. 131, item 205, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
206	she (3rd sg, feminine)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i206	attested	iniʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 70, item 206, list DUM]	attested	ini?i	varenkamp2024ho[Appendix D.3, printed p. 131, item 206, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
207	we (1st pl, inclusive)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i207	attested	ɑbu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 70, item 207, list DUM]	attested	abu	varenkamp2024ho[Appendix D.3, printed p. 131, item 207, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
208	we (1st pl, exclusive)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i208	attested	ɑle	1	baileymaggard2015bhumij[Appendix B.3, printed p. 70, item 208, list DUM]	attested	ale	varenkamp2024ho[Appendix D.3, printed p. 132, item 208, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
209	you (2nd pl)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i209	attested	ɑpe	1	baileymaggard2015bhumij[Appendix B.3, printed p. 71, item 209, list DUM]	attested	ape	varenkamp2024ho[Appendix D.3, printed p. 132, item 209, list BRA]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
210	they (3rd pl)	DUM	BRA	Dumadie, Rairangpur, Mayurbhanj	1989-03-08	bhumij1989-dumadie	bhumij1989-dumadie-i210	attested	inku	1	baileymaggard2015bhumij[Appendix B.3, printed p. 71, item 210, list DUM]	attested	inku	varenkamp2024ho[Appendix D.3, printed p. 132, item 210, list BRA]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
1	body	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i001	attested	hoɾəmo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list LAD]	attested	horᵉmo	varenkamp2024ho[Appendix D.3, printed p. 63, item 1, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
2	head	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i002	attested	boʔo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list LAD]	attested	bo?o	varenkamp2024ho[Appendix D.3, printed p. 63, item 2, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
3	hair	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i003	attested	ubʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list LAD]	attested	ub?	varenkamp2024ho[Appendix D.3, printed p. 63, item 3, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
4	face	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i004	attested	metʔn̩mũɑɳɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list LAD]	attested	met?ŋ mɨana	varenkamp2024ho[Appendix D.3, printed p. 64, item 4, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
5	eye	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i005	attested	metʔn̩	1	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list LAD]	attested	met?ŋ	varenkamp2024ho[Appendix D.3, printed p. 64, item 5, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
6	ear	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i006	attested	lut̪uɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list LAD]	attested	luṯur	varenkamp2024ho[Appendix D.3, printed p. 64, item 6, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
7	nose	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i007	attested	mũ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list LAD]	attested	mɨ	varenkamp2024ho[Appendix D.3, printed p. 65, item 7, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
8	mouth	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i008	attested	motʃɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list LAD]	attested	motʃa	varenkamp2024ho[Appendix D.3, printed p. 65, item 8, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
9	tooth	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i009	attested	d̪ɑʔtɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 9, list LAD]	attested	ḏa?ta	varenkamp2024ho[Appendix D.3, printed p. 65, item 9, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
10	tongue	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i010	attested	leʔe	2	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 10, list LAD]	attested	le?e	varenkamp2024ho[Appendix D.3, printed p. 66, item 10, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
11	breast	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i011	attested	nunu	2	baileymaggard2015bhumij[Appendix B.3, printed p. 31, item 11, list LAD]	attested	nunu	varenkamp2024ho[Appendix D.3, printed p. 66, item 11, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
12	belly	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i012	attested	lɑʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 31, item 12, list LAD]	attested	la?i	varenkamp2024ho[Appendix D.3, printed p. 66, item 12, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
13	arm	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i013	attested	t̪i	1	baileymaggard2015bhumij[Appendix B.3, printed p. 31, item 13, list LAD]	attested	ṯi	varenkamp2024ho[Appendix D.3, printed p. 67, item 13, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
14	elbow	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i014	attested	ukːɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 31, item 14, list LAD]	attested	uk·a	varenkamp2024ho[Appendix D.3, printed p. 67, item 14, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
15	palm	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i015	attested	t̪i t̪ɛlkɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 31, item 15, list LAD]	attested	ti telka	varenkamp2024ho[Appendix D.3, printed p. 67, item 15, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
16	finger	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i016	attested	ɖɑd̪o	3	baileymaggard2015bhumij[Appendix B.3, printed p. 32, item 16, list LAD]	attested	ɖaɖo	varenkamp2024ho[Appendix D.3, printed p. 68, item 16, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
17	fingernail	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i017	attested	sɑɾsɑɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 32, item 17, list LAD]	attested	sarsar	varenkamp2024ho[Appendix D.3, printed p. 68, item 17, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
18	leg	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i018	attested	kɑrʈɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 32, item 18, list LAD]	attested	karta	varenkamp2024ho[Appendix D.3, printed p. 68, item 18, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
19	skin	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i019	attested	ũɾ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 32, item 19, list LAD]	attested	ɖr	varenkamp2024ho[Appendix D.3, printed p. 69, item 19, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
20	bone	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i020	attested	dʒɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 32, item 20, list LAD]	attested	dʒaŋ	varenkamp2024ho[Appendix D.3, printed p. 69, item 20, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
21	heart	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i021	attested	mɑjɑm oɽɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 21, list LAD]	attested	majam oɽa	varenkamp2024ho[Appendix D.3, printed p. 69, item 21, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
22	blood	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i022	attested	mɑjʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 22, list LAD]	attested	maja	varenkamp2024ho[Appendix D.3, printed p. 70, item 22, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
23	urine	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i023	attested	duki	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 23, list LAD]	attested	duki	varenkamp2024ho[Appendix D.3, printed p. 70, item 23, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
24	feces	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i024	attested	iʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 24, list LAD]	attested	i?i	varenkamp2024ho[Appendix D.3, printed p. 70, item 24, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
25	village	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i025	attested	hɑ̃t̪u	1	baileymaggard2015bhumij[Appendix B.3, printed p. 33, item 25, list LAD]	attested	haṯu	varenkamp2024ho[Appendix D.3, printed p. 71, item 25, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
26	house	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i026	attested	oɽɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 26, list LAD]	attested	oɽa	varenkamp2024ho[Appendix D.3, printed p. 71, item 26, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
27	roof	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i027	attested	sɑɾimɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 27, list LAD]	attested	sarima	varenkamp2024ho[Appendix D.3, printed p. 71, item 27, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
28	door	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i028	attested	silpiŋ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 28, list LAD]	attested	silpiŋ	varenkamp2024ho[Appendix D.3, printed p. 72, item 28, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
29	firewood	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i029	attested	sɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 29, list LAD]	attested	saŋ	varenkamp2024ho[Appendix D.3, printed p. 72, item 29, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
30	broom	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i030	attested	dʒonoʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 34, item 30, list LAD]	attested	dʒono?	varenkamp2024ho[Appendix D.3, printed p. 72, item 30, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
31	mortar	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i031	attested	sʌsɑŋɾɪɖd̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 31, list LAD]	attested	sʌsaŋ rɨḏ ḏiri	varenkamp2024ho[Appendix D.3, printed p. 73, item 31, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
32	pestle	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i032	attested	goɾgi d̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 32, list LAD]	attested	gorgi ḏiri	varenkamp2024ho[Appendix D.3, printed p. 73, item 32, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
33	hammer	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i033	attested	mɑɾt̪uɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 33, list LAD]	attested	marṯur	varenkamp2024ho[Appendix D.3, printed p. 73, item 33, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
34	knife	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i034	attested	tʃuɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 34, list LAD]	attested	tʃuri	varenkamp2024ho[Appendix D.3, printed p. 74, item 34, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
35	axe	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i035	attested	hɑke	2	baileymaggard2015bhumij[Appendix B.3, printed p. 35, item 35, list LAD]	attested	hake	varenkamp2024ho[Appendix D.3, printed p. 74, item 35, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
36	rope	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i036	attested	bɑijɑɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 36, list LAD]	attested	baʲjar	varenkamp2024ho[Appendix D.3, printed p. 74, item 36, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
37	thread	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i037	attested	sut̪ʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 37, list LAD]	attested	suṯʌm	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
38	needle	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i038	attested	sui	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 38, list LAD]	attested	sui	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
39	cloth	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i039	attested	kitʃɪɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 39, list LAD]	attested	kitʃtʃr	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
40	ring	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i040	attested	muld̪ʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 36, item 40, list LAD]	attested	muldʌm	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
41	sun	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i041	attested	siŋgi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 41, list LAD]	attested	siŋgi	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
42	moon	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i042	attested	tʃɑnd̪u	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 42, list LAD]	attested	tʃaṇɖu	varenkamp2024ho[Appendix D.3, printed p. 76, item 42, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
43	sky	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i043	attested	siɾmɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 43, list LAD]	attested	sirma	varenkamp2024ho[Appendix D.3, printed p. 77, item 43, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
44	star	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i044	attested	ipil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 44, list LAD]	attested	ipil	varenkamp2024ho[Appendix D.3, printed p. 77, item 44, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
45	rain	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i045	attested	gɔmʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 37, item 45, list LAD]	attested	gɔmʌ	varenkamp2024ho[Appendix D.3, printed p. 77, item 45, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
46	water	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i046	attested	d̪ɑʔʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 46, list LAD]	attested	ɖa?ʌ	varenkamp2024ho[Appendix D.3, printed p. 78, item 46, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
47	river	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i047	attested	gɑd̪ʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 47, list LAD]	attested	gaɖʌ	varenkamp2024ho[Appendix D.3, printed p. 78, item 47, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
48	cloud	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i048	attested	ɾɛmbʔil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 48, list LAD]	attested	remb?l	varenkamp2024ho[Appendix D.3, printed p. 78, item 48, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
