Item	Gloss	Site_Code	Language_Label	Site_Name	Target	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Dialect_ID	Stable_Cell_ID	Disposition
94	goat	MDI	Mundari	Dictionary	no	52	47	right	meɾom	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	MDH	Mundari	Dhungarisai	no	52	47	right	mɛɾom	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	MJH	Mundari	Jharmunda	no	52	47	right	meɾom	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	HDI	Ho	Dillisore	no	52	47	right	mɛɾɔm	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	SDI	Santali	Dictionary	no	52	47	right	meɾom	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	SNA	Santali	Nayarangamotia	no	52	47	right	mɛɾom	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
94	goat	ORI	Oriya	Cuttack	no	52	47	right	tʃheɭi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, rhotics, nasalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	BAI	Bhumij	Baigodia	yes	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i095	target-staged
95	dog	CHA	Bhumij	Champi	yes	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i095	target-staged
95	dog	DIG	Bhumij	Dighinuasahi	yes	52	47	right	sɛʈɑʔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i095	target-staged
95	dog	DUM	Bhumij	Dumadie	yes	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i095	target-staged
95	dog	LAD	Bhumij	Ladhiramsai	yes	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i095	target-staged
95	dog	MAD	Bhumij	Madhupur	yes	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i095	target-staged
95	dog	MOH	Bhumij	Mohuldiha	yes	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i095	target-staged
95	dog	MUN	Bhumij	Munduy	yes	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i095	target-staged
95	dog	POD	Bhumij	Podadiha	yes	52	47	right	siʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i095	target-staged
95	dog	UDA	Bhumij/Mundari	Udala	yes	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i095	target-staged
95	dog	MCH	Mundari	Chalagi	no	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	MDI	Mundari	Dictionary	no	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	MDH	Mundari	Dhungarisai	no	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	MJH	Mundari	Jharmunda	no	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	HDI	Ho	Dillisore	no	52	47	right	siʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	SDI	Santali	Dictionary	no	52	47	right	seʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	SNA	Santali	Nayarangamotia	no	52	47	right	sɛʈɑ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
95	dog	ORI	Oriya	Cuttack	no	52	47	right	kukuɾɑ	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	BAI	Bhumij	Baigodia	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i096	target-staged
96	snake	CHA	Bhumij	Champi	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i096	target-staged
96	snake	DIG	Bhumij	Dighinuasahi	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i096	target-staged
96	snake	DUM	Bhumij	Dumadie	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i096	target-staged
96	snake	LAD	Bhumij	Ladhiramsai	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i096	target-staged
96	snake	MAD	Bhumij	Madhupur	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i096	target-staged
96	snake	MOH	Bhumij	Mohuldiha	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i096	target-staged
96	snake	MUN	Bhumij	Munduy	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i096	target-staged
96	snake	POD	Bhumij	Podadiha	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i096	target-staged
96	snake	UDA	Bhumij/Mundari	Udala	yes	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i096	target-staged
96	snake	MCH	Mundari	Chalagi	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	MDI	Mundari	Dictionary	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	MDH	Mundari	Dhungarisai	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	MJH	Mundari	Jharmunda	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	HDI	Ho	Dillisore	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	SDI	Santali	Dictionary	no	52	47	right	biŋ | kɑl	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	SNA	Santali	Nayarangamotia	no	52	47	right	biŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
96	snake	ORI	Oriya	Cuttack	no	52	47	right	sɑpo	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	BAI	Bhumij	Baigodia	yes	53	48	left	gɑɭi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i097	target-staged
97	monkey	CHA	Bhumij	Champi	yes	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i097	target-staged
97	monkey	DIG	Bhumij	Dighinuasahi	yes	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i097	target-staged
97	monkey	DUM	Bhumij	Dumadie	yes	53	48	left	gʌɭi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i097	target-staged
97	monkey	LAD	Bhumij	Ladhiramsai	yes	53	48	left	gɑɖi | hanumɑn	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i097	target-staged
97	monkey	MAD	Bhumij	Madhupur	yes	53	48	left	gɛɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i097	target-staged
97	monkey	MOH	Bhumij	Mohuldiha	yes	53	48	left	hɑɳu	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i097	target-staged
97	monkey	MUN	Bhumij	Munduy	yes	53	48	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i097	target-source-blank-excluded
97	monkey	POD	Bhumij	Podadiha	yes	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i097	target-staged
97	monkey	UDA	Bhumij/Mundari	Udala	yes	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i097	target-staged
97	monkey	MCH	Mundari	Chalagi	no	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	MDI	Mundari	Dictionary	no	53	48	left			source_blank	high	source explicitly prints '0 no entry'	manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-blank-excluded
97	monkey	MDH	Mundari	Dhungarisai	no	53	48	left	gɑɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	MJH	Mundari	Jharmunda	no	53	48	left	seɾɑ	3	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	HDI	Ho	Dillisore	no	53	48	left	gai	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	SDI	Santali	Dictionary	no	53	48	left	gɑ̃ɾĩ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	SNA	Santali	Nayarangamotia	no	53	48	left	heɳu	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
97	monkey	ORI	Oriya	Cuttack	no	53	48	left	mɑŋkəɾə	4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
98	mosquito	BAI	Bhumij	Baigodia	yes	53	48	left	sikɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-baigodia	bhumij1989-baigodia-i098	target-staged
98	mosquito	CHA	Bhumij	Champi	yes	53	48	left	luʈi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-champi	bhumij1989-champi-i098	target-staged
98	mosquito	DIG	Bhumij	Dighinuasahi	yes	53	48	left	sikini	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-dighinuasahi	bhumij1996-dighinuasahi-i098	target-staged
98	mosquito	DUM	Bhumij	Dumadie	yes	53	48	left	siknĩ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-dumadie	bhumij1989-dumadie-i098	target-staged
98	mosquito	LAD	Bhumij	Ladhiramsai	yes	53	48	left	sikəɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i098	target-staged
98	mosquito	MAD	Bhumij	Madhupur	yes	53	48	left	sikɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-madhupur	bhumij1989-madhupur-i098	target-staged
98	mosquito	MOH	Bhumij	Mohuldiha	yes	53	48	left	luʈi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-mohuldiha	bhumij1996-mohuldiha-i098	target-staged
98	mosquito	MUN	Bhumij	Munduy	yes	53	48	left	luʈi	2	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1996-munduy	bhumij1996-munduy-i098	target-staged
98	mosquito	POD	Bhumij	Podadiha	yes	53	48	left	sikini	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij1989-podadiha	bhumij1989-podadiha-i098	target-staged
98	mosquito	UDA	Bhumij/Mundari	Udala	yes	53	48	left	sikiɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	bhumij-mundari1989-udala	bhumij-mundari1989-udala-i098	target-staged
98	mosquito	MCH	Mundari	Chalagi	no	53	48	left	sikiɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
98	mosquito	MDI	Mundari	Dictionary	no	53	48	left	bɦusɾi	4	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
98	mosquito	MDH	Mundari	Dhungarisai	no	53	48	left	sikiɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
98	mosquito	MJH	Mundari	Jharmunda	no	53	48	left	sikɳi	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
98	mosquito	HDI	Ho	Dillisore	no	53	48	left	sikiŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF pages with retroflexes, nasalization, glottalization, continuation lines, and page/column breaks rechecked at 800 dpi; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control			comparison-control-excluded
