PDF_Page	Printed_Page	Line	Item	Gloss	Site	Scaffold_Form	Manual_Form	Correction_Class	Visual_Review
113	104	R42@573.32	153	three	Jujhari	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R43@585.32	153	three	Kakalpoda	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R44@597.32	153	three	Kantigad	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R45@609.33	153	three	Potenda	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R46@621.33	153	three	Sabhapatiguda	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R47@633.34	153	three	Sindhiguda	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R48@645.34	153	three	Souraguda	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R49@657.34	153	three	Sourakundi	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R50@669.35	153	three	Burja	ti̪ n ta	t̪in ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R51@681.35	153	three	Dame side	ti̪ n ta	t̪in ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R52@693.36	153	three	Patta Maliguda	ti̪ n ta	t̪in ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R53@705.30	153	three	Gemelput	ti̪ ni	t̪ini	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	L01@76.92	153	three	Konda Maliguda	ti̪ nta	t̪inta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	L02@88.92	153	three	Sindhiguda	ti̪ nta	t̪inta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	L40@561.30	155	five	Gumalput	pɐt̃ ʃ	pɐ̃tʃ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	L41@573.30	155	five	Kakalpoda	pɐt̃ ʃ	pɐ̃tʃ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	L42@585.31	155	five	Kantigad	pɐt̃ ʃ	pɐ̃tʃ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R16@253.09	157	seven	Chhatrabor	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R17@265.10	157	seven	Gagnapur	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R18@277.10	157	seven	Ghumar	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R19@289.10	157	seven	Potenda	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R20@301.11	157	seven	Sabhapatiguda	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R21@313.11	157	seven	Souraguda	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R22@325.12	157	seven	Sourakundi	sat ̪	sat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R23@337.12	157	seven	Gumalput	sɐt ̪	sɐt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R24@349.12	157	seven	Kakalpoda	sɐt ̪	sɐt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R25@361.13	157	seven	Kantigad	sɐt ̪	sɐt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R29@409.14	157	seven	Dame side	sat ̪ ta	sat̪ ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R30@421.15	157	seven	Konda Maliguda	sat ̪ ta	sat̪ ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R31@433.15	157	seven	Patta Maliguda	sat ̪ ta	sat̪ ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R32@445.08	157	seven	Gemelput	satɔ̪	sat̪ɔ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R43@585.34	158	eight	Gumalput	ɐʈ̃	ɐ̃ʈ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R44@597.34	158	eight	Kakalpoda	ɐʈ̃	ɐ̃ʈ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
114	105	R45@609.35	158	eight	Kantigad	ɐʈ̃	ɐ̃ʈ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
115	106	L10@184.96	159	nine	Gumalput	nɔ ̃	nɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
115	106	L11@196.96	159	nine	Kakalpoda	nɔ ̃	nɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
115	106	L12@208.96	159	nine	Kantigad	nɔ ̃	nɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	L03@109.09	164	one hundred	Kakalpoda	pɐt̃ ʃ kɔɽi	pɐ̃tʃ kɔɽi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R18@277.08	167	where?	Gumalput	kɔntɪ̪	kɔnt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R19@289.09	167	where?	Kakalpoda	kɔntɪ̪	kɔnt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R20@301.09	167	where?	Kantigad	kɔntɪ̪	kɔnt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R21@313.10	167	where?	Chhatrabor	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R22@325.10	167	where?	Ghumar	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R23@337.10	167	where?	Jujhari	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R24@349.11	167	where?	Konda Maliguda	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R25@361.11	167	where?	Patta Maliguda	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R26@373.12	167	where?	Sabhapatiguda	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R27@385.12	167	where?	Sindhiguda	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R28@397.12	167	where?	Souraguda	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R29@409.13	167	where?	Sourakundi	kɔn̪ti̪	kɔn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R48@637.11	167	where?	Potenda	kõnte̪	kõnt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
116	107	R52@685.13	167	where?	Gagnapur	kʊn̪ti̪	kʊn̪t̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L27@397.08	169	how many?	Sourakundi	kɐtɔ̪ k	kɐt̪ɔk	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L28@409.09	169	how many?	Aunli	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L29@421.09	169	how many?	Bodgaon	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L30@433.10	169	how many?	Burja	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L31@445.10	169	how many?	Chhatrabor	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L32@457.10	169	how many?	Dame side	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L33@469.11	169	how many?	Gagnapur	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L34@481.11	169	how many?	Gemelput	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L35@493.12	169	how many?	Ghumar	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L36@505.12	169	how many?	Gumalput	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L37@517.12	169	how many?	Jujhari	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L38@529.13	169	how many?	Konda Maliguda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L39@541.13	169	how many?	Patta Maliguda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L40@553.14	169	how many?	Potenda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L41@565.14	169	how many?	Sabhapatiguda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L42@577.14	169	how many?	Sindhiguda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L43@589.15	169	how many?	Souraguda	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L44@601.15	169	how many?	Sourakundi	kete̪ k	ket̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L45@613.16	169	how many?	Gumalput	ketᵉ̪ ʈɐ	ket̪ᵉʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L46@625.08	169	how many?	Kakalpoda	ketᵉ̪ ʈɐ	ket̪ᵉʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	L47@637.08	169	how many?	Kantigad	ketᵉ̪ ʈɐ	ket̪ᵉʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R02@76.93	170	what kind?	Patta Maliguda	kan̪ta̪ r	kan̪t̪ar	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R03@88.94	170	what kind?	Chhatrabor	kan̪ta̪ ta	kan̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R04@100.94	170	what kind?	Jujhari	kan̪ta̪ ta	kan̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R05@112.94	170	what kind?	Konda Maliguda	kan̪ta̪ ta	kan̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R06@124.95	170	what kind?	Sourakundi	kɐn̪te̪ ta	kɐn̪t̪eta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R10@172.96	170	what kind?	Ghumar	ken̪ta̪	ken̪t̪a	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R11@184.97	170	what kind?	Gemelput	ken̪ta̪ rɔkɔm ta	ken̪t̪a rɔkɔm ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R12@196.97	170	what kind?	Gemelput	ken̪ta̪ ta	ken̪t̪a ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R13@208.98	170	what kind?	Burja	ken̪ta̪ r	ken̪t̪ar	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R14@220.98	170	what kind?	Sabhapatiguda	ken̪ta̪ r	ken̪t̪ar	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R15@232.98	170	what kind?	Bodgaon	ken̪ta̪ ta	ken̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R16@244.99	170	what kind?	Potenda	ken̪ta̪ ta	ken̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R17@256.99	170	what kind?	Sindhiguda	ken̪ta̪ ta	ken̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R18@269.00	170	what kind?	Souraguda	ken̪ta̪ ta	ken̪t̪ata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R19@281.00	170	what kind?	Gumalput	ken̪tɐ̪ ʈɐ	ken̪t̪ɐʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R20@293.00	170	what kind?	Kakalpoda	ken̪tɐ̪ ʈɐ	ken̪t̪ɐʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R21@305.01	170	what kind?	Kantigad	ken̪tɐ̪ ʈɐ	ken̪t̪ɐʈɐ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R22@317.01	170	what kind?	Patta Maliguda	ken̪te̪ ta	ken̪t̪eta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R23@329.02	170	what kind?	Dame side	ken̪ti̪ ta	ken̪t̪i ta	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R24@341.02	170	what kind?	Aunli	ken̪ti̪ ta	ken̪t̪ita	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R25@353.02	170	what kind?	Sindhiguda	ken̪ti̪ ta	ken̪t̪ita	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
117	108	R26@365.03	170	what kind?	Burja	ket ̪ rɔkɔm	ket̪ rɔkɔm	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
118	109	L19@292.99	172	that	Dame side	tʰ̪ aː	t̪ʰaː	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
118	109	R11@184.98	174	those	Dame side	tʰ̪ ata	t̪ʰata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L22@337.08	177	whole	Gagnapur	bɐrti̪	bɐrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L23@349.09	177	whole	Bodgaon	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L24@361.09	177	whole	Chhatrabor	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L25@373.10	177	whole	Gemelput	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L26@385.10	177	whole	Ghumar	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L27@397.10	177	whole	Gumalput	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L28@409.11	177	whole	Kantigad	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L29@421.11	177	whole	Konda Maliguda	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L30@433.12	177	whole	Patta Maliguda	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L31@445.12	177	whole	Potenda	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L32@457.12	177	whole	Sindhiguda	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L33@469.13	177	whole	Sourakundi	bɔrti̪	bɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L34@481.13	177	whole	Aunli	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L35@493.14	177	whole	Burja	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L36@505.14	177	whole	Dame side	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L37@517.08	177	whole	Jujhari	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L38@529.08	177	whole	Kakalpoda	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L39@541.09	177	whole	Sabhapatiguda	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L40@553.09	177	whole	Souraguda	bʰɔrti̪	bʰɔrt̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
119	110	L44@601.11	177	whole	Aunli	siɡlɔt ̪	siɡlɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L22@337.15	180	many	Aunli	bʰute̪ k	bʰut̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L23@349.15	180	many	Jujhari	bʰute̪ k	bʰut̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L24@361.16	180	many	Konda Maliguda	bʰute̪ k	bʰut̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L25@373.16	180	many	Patta Maliguda	bʰute̪ k	bʰut̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L26@385.16	180	many	Bodgaon	bute̪ k	but̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L27@397.17	180	many	Burja	bute̪ k	but̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L28@409.17	180	many	Dame side	bute̪ k	but̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L29@421.18	180	many	Gagnapur	bute̪ k	but̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L30@433.18	180	many	Souraguda	bute̪ k	but̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L31@445.18	180	many	Gumalput	bʊte̪ k	bʊt̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L32@457.19	180	many	Kantigad	bʊte̪ k	bʊt̪ek	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	L46@633.31	181	all	Gagnapur	sɐrte̪	sɐrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R11@184.98	181	all	Potenda	sɔrtɔ̪	sɔrt̪ɔ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R12@196.99	181	all	Aunli	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R13@208.99	181	all	Bodgaon	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R14@221.00	181	all	Burja	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R15@233.00	181	all	Dame side	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R16@245.00	181	all	Gemelput	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R17@257.01	181	all	Jujhari	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R18@269.01	181	all	Konda Maliguda	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R19@281.02	181	all	Patta Maliguda	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R20@293.02	181	all	Sabhapatiguda	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R21@305.02	181	all	Sindhiguda	sɔrte̪	sɔrt̪e	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R51@681.31	183	bite!, he bit	Burja	tʃaba de̪ li	tʃaba d̪eli	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R52@693.32	183	bite!, he bit	Dame side	tʃaba de̪ li	tʃaba d̪eli	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
120	111	R53@705.30	183	bite!, he bit	Gemelput	tʃabi de̪ la	tʃabi d̪ela	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	L27@397.12	184	he is, he was hungry	Burja	bʰuk laɡta̪ i	bʰuk laɡt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	L28@409.12	184	he is, he was hungry	Dame side	bʰuk laɡta̪ i	bʰuk laɡt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	L46@633.32	185	drink!, he drank	Dame side	ɖʰukta̪ i	ɖʰukt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	R17@257.02	185	drink!, he drank	Burja	piːta̪ e	piːt̪ae	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	R39@529.10	186	he is, he was thirsty	Burja	sɔs laɡta̪ e	sɔs laɡt̪ae	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
121	112	R40@541.11	186	he is, he was thirsty	Dame side	sɔs laɡta̪ i	sɔs laɡt̪ai	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
122	113	L11@196.96	187	sleep!, he slept	Dame side	sua di̪ a atʃʰe	sua d̪ia atʃʰe	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
122	113	R44@597.34	191	it burns, it burned	Chhatrabor	dʒɔi laɡsiatʃ̪ e	dʒɔi laɡsiat̪ʃe	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
