PDF_Page	Printed_Page	Line	Item	Gloss	Site	Manual_Form	Similarity_Group	Confidence	Review_Method	Review_Status	Source_Text
101	92	L19@301.12	98	mosquito	Chhatrabor	ɡuɳɖi	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor ɡuɳɖi 3
101	92	L20@313.12	98	mosquito	Ghumar	ɡuɳɖi	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar ɡuɳɖi 3
101	92	L21@325.12	98	mosquito	Jujhari	ɡuɳɖi	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari ɡuɳɖi 3
101	92	L22@337.13	98	mosquito	Souraguda	ɡuɳɖi	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda ɡuɳɖi 3
101	92	L23@349.13	98	mosquito	Sourakundi	ɡuɳɖi	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi ɡuɳɖi 3
101	92	L24@361.14	98	mosquito	Kantigad	mɔsa	4	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mɔsa 4
101	92	L25@373.14	98	mosquito	Kakalpoda	mɔtʃa	4	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mɔtʃa 4
101	92	L26@385.14	98	mosquito	Burja	mɔtʃi	4	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja mɔtʃi 4
101	92	L27@397.15	98	mosquito	Bodgaon	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon tʃabra 1
101	92	L28@409.15	98	mosquito	Gagnapur	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur tʃabra 1
101	92	L29@421.16	98	mosquito	Jujhari	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari tʃabra 1
101	92	L30@433.16	98	mosquito	Konda Maliguda	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda tʃabra 1
101	92	L31@445.16	98	mosquito	Patta Maliguda	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda tʃabra 1
101	92	L32@457.17	98	mosquito	Sabhapatiguda	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda tʃabra 1
101	92	L33@469.17	98	mosquito	Souraguda	tʃabra	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda tʃabra 1
101	92	L34@481.18	98	mosquito	Gumalput	tʃabɾa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput tʃabɾa 1
101	92	L35@493.18	98	mosquito	Kakalpoda	tʃabɾa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda tʃabɾa 1
101	92	L36@505.18	98	mosquito	Kantigad	tʃabɾa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad tʃabɾa 1
101	92	L37@517.19	98	mosquito	Burja	tʃabra mɔtʃi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja tʃabra mɔtʃi 1
101	92	L39@549.30	99	ant	Sindhiguda	bitʃati	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda bitʃati 2
101	92	L40@561.30	99	ant	Gemelput	tʃaɳti	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput tʃaɳti 1
101	92	L41@573.30	99	ant	Dame side	tʃaɳʈi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side tʃaɳʈi 1
101	92	L42@585.31	99	ant	Aunli	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli tʃati 1
101	92	L43@597.31	99	ant	Bodgaon	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon tʃati 1
101	92	L44@609.32	99	ant	Burja	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja tʃati 1
101	92	L45@621.32	99	ant	Chhatrabor	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor tʃati 1
101	92	L46@633.32	99	ant	Gagnapur	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur tʃati 1
101	92	L47@645.33	99	ant	Ghumar	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar tʃati 1
101	92	L48@657.33	99	ant	Jujhari	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari tʃati 1
101	92	L49@669.34	99	ant	Konda Maliguda	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda tʃati 1
101	92	L50@681.34	99	ant	Patta Maliguda	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda tʃati 1
101	92	L51@693.34	99	ant	Sabhapatiguda	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda tʃati 1
101	92	L52@705.35	99	ant	Sindhiguda	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda tʃati 1
101	92	R02@76.96	99	ant	Souraguda	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda tʃati 1
101	92	R03@88.97	99	ant	Sourakundi	tʃati	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi tʃati 1
101	92	R04@100.97	99	ant	Potenda	tʃãti	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda tʃãti 1
101	92	R05@112.98	99	ant	Gumalput	tʃɐʈɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput tʃɐʈɪ 1
101	92	R06@124.98	99	ant	Kakalpoda	tʃɐʈɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda tʃɐʈɪ 1
101	92	R07@136.98	99	ant	Kantigad	tʃɐʈɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad tʃɐʈɪ 1
101	92	R09@169.08	100	spider	Gagnapur	kɔn̪d̪ru	4	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur kɔn̪d̪ru 4
101	92	R10@181.09	100	spider	Konda Maliguda	makɔɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda makɔɖa 1
101	92	R11@193.09	100	spider	Patta Maliguda	makɔɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda makɔɖa 1
101	92	R12@205.10	100	spider	Sabhapatiguda	makɔɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda makɔɖa 1
101	92	R13@217.10	100	spider	Gumalput	mɐkɔɽɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mɐkɔɽɐ 1
101	92	R14@229.10	100	spider	Kakalpoda	mɐkɔɽɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mɐkɔɽɐ 1
101	92	R15@241.11	100	spider	Chhatrabor	makɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor makɖa 1
101	92	R16@253.11	100	spider	Sindhiguda	makɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda makɖa 1
101	92	R17@265.12	100	spider	Aunli	mɐkɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli mɐkɖa 1
101	92	R18@277.12	100	spider	Bodgaon	mɐkɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon mɐkɖa 1
101	92	R19@289.12	100	spider	Jujhari	mɐkɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari mɐkɖa 1
101	92	R20@301.13	100	spider	Souraguda	mɐkɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda mɐkɖa 1
101	92	R21@313.13	100	spider	Ghumar	makɨɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar makɨɖa 1
101	92	R22@325.14	100	spider	Sourakundi	makɨɖa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi makɨɖa 1
101	92	R23@337.14	100	spider	Sabhapatiguda	paʈ makɔɖa	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda paʈ makɔɖa 2
101	92	R24@349.14	100	spider	Potenda	pat makɖa	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda pat makɖa 2
101	92	R25@361.15	100	spider	Dame side	pat mɐkdi	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side pat mɐkdi 2
101	92	R26@373.15	100	spider	Gemelput	paʈ mɐkɖi	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput paʈ mɐkɖi 2
101	92	R27@385.08	100	spider	Burja	patia butʃu	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja patia butʃu 3
101	92	R28@397.08	100	spider	Kantigad	pɐʈmɐkɽi	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad pɐʈmɐkɽi 2
101	92	R30@429.30	101	name	Gumalput	nãᵘ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput nãᵘ 1
101	92	R31@441.31	101	name	Kakalpoda	nãᵘ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda nãᵘ 1
101	92	R32@453.31	101	name	Kantigad	nãᵘ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad nãᵘ 1
101	92	R33@465.32	101	name	Aunli	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli naː 1
101	92	R34@477.32	101	name	Burja	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja naː 1
101	92	R35@489.32	101	name	Chhatrabor	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor naː 1
101	92	R36@501.33	101	name	Dame side	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side naː 1
101	92	R37@513.33	101	name	Ghumar	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar naː 1
101	92	R38@525.34	101	name	Souraguda	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda naː 1
101	92	R39@537.34	101	name	Sourakundi	naː	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi naː 1
101	92	R40@549.34	101	name	Ghumar	naɔ̃	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar naɔ ̃ 1
101	92	R41@561.35	101	name	Gemelput	nau	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput nau 1
101	92	R42@573.35	101	name	Konda Maliguda	nau	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda nau 1
101	92	R43@585.36	101	name	Patta Maliguda	nau	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda nau 1
101	92	R44@597.36	101	name	Potenda	nau	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda nau 1
101	92	R45@609.36	101	name	Sindhiguda	nau	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda nau 1
101	92	R46@621.37	101	name	Bodgaon	naũ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon naũ 1
101	92	R47@633.37	101	name	Gagnapur	naũ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur naũ 1
101	92	R48@645.38	101	name	Jujhari	naũ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari naũ 1
101	92	R49@657.38	101	name	Sabhapatiguda	naũ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda naũ 1
101	92	R51@689.46	102	man	Gagnapur	ɐɳɖra	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur ɐɳɖra 2
101	92	R52@701.46	102	man	Patta Maliguda	ɐɳɖra	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda ɐɳɖra 2
102	93	L01@76.92	102	man	Souraguda	ɐɳɖra	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda ɐɳɖra 2
102	93	L02@88.92	102	man	Jujhari	ɔɳdra pila	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari ɔɳdra pila 2
102	93	L03@100.93	102	man	Chhatrabor	ɔɳɖra pila	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor ɔɳɖra pila 2
102	93	L04@112.93	102	man	Potenda	mɔnɔs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda mɔnɔs 1
102	93	L05@124.94	102	man	Konda Maliguda	mɔnɔs pila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda mɔnɔs pila 1
102	93	L06@136.94	102	man	Bodgaon	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon munus 1
102	93	L07@148.94	102	man	Burja	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja munus 1
102	93	L08@160.95	102	man	Dame side	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side munus 1
102	93	L09@172.95	102	man	Potenda	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda munus 1
102	93	L10@184.96	102	man	Sabhapatiguda	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda munus 1
102	93	L11@196.96	102	man	Sindhiguda	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda munus 1
102	93	L12@208.96	102	man	Sourakundi	munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi munus 1
102	93	L13@220.97	102	man	Aunli	mʊnʊs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli mʊnʊs 1
102	93	L14@232.97	102	man	Gumalput	mʊnʊs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mʊnʊs 1
102	93	L15@244.98	102	man	Kakalpoda	mʊnʊs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mʊnʊs 1
102	93	L16@256.98	102	man	Kantigad	mʊnʊs	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mʊnʊs 1
102	93	L17@268.98	102	man	Gemelput	munus pila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput munus pila 1
102	93	L18@280.99	102	man	Ghumar	munus pila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar munus pila 1
102	93	L19@292.99	102	man	Patta Maliguda	munus pila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda munus pila 1
102	93	L20@305.00	102	man	Souraguda	pila munus	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda pila munus 1
102	93	L22@337.08	103	woman	Ghumar	bail toki	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar bail toki 2
102	93	L23@349.09	103	woman	Sourakundi	bail toki	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi bail toki 2
102	93	L24@361.09	103	woman	Aunli	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli maidʒi 1
102	93	L25@373.10	103	woman	Bodgaon	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon maidʒi 1
102	93	L26@385.10	103	woman	Burja	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja maidʒi 1
102	93	L27@397.10	103	woman	Dame side	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side maidʒi 1
102	93	L28@409.11	103	woman	Potenda	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda maidʒi 1
102	93	L29@421.11	103	woman	Sabhapatiguda	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda maidʒi 1
102	93	L30@433.12	103	woman	Sindhiguda	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda maidʒi 1
102	93	L31@445.12	103	woman	Souraguda	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda maidʒi 1
102	93	L32@457.12	103	woman	Sourakundi	maidʒi	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi maidʒi 1
102	93	L33@469.13	103	woman	Chhatrabor	maidʒi toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor maidʒi toki 1
102	93	L34@481.13	103	woman	Gemelput	maidʒi toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput maidʒi toki 1
102	93	L35@493.14	103	woman	Jujhari	maidʒi toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari maidʒi toki 1
102	93	L36@505.14	103	woman	Konda Maliguda	maidʒi toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda maidʒi toki 1
102	93	L37@517.14	103	woman	Patta Maliguda	maidʒi toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda maidʒi toki 1
102	93	L38@529.15	103	woman	Gumalput	mɐjdʒɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput mɐjdʒɪ 1
102	93	L39@541.15	103	woman	Kakalpoda	mɐjdʒɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda mɐjdʒɪ 1
102	93	L40@553.16	103	woman	Kantigad	mɐjdʒɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad mɐjdʒɪ 1
102	93	L41@565.16	103	woman	Gagnapur	tɔkilɔk	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur tɔkilɔk 3
102	93	L43@597.30	104	child	Burja	pila	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja pila 1
102	93	L44@609.31	104	child	Kakalpoda	pɪlɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda pɪlɐ 1
102	93	L45@621.31	104	child	Ghumar	pila tɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar pila tɔki 1
102	93	L46@633.32	104	child	Sindhiguda	pila tɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda pila tɔki 1
102	93	L47@645.32	104	child	Sourakundi	pila tɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi pila tɔki 1
102	93	L48@657.32	104	child	Bodgaon	pila ʈɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon pila ʈɔki 1
102	93	L49@669.33	104	child	Potenda	pila ʈɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda pila ʈɔki 1
102	93	L50@681.33	104	child	Sabhapatiguda	pila ʈɔki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda pila ʈɔki 1
102	93	L51@693.34	104	child	Aunli	pila toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli pila toki 1
102	93	L52@705.34	104	child	Gagnapur	pila toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur pila toki 1
102	93	R02@76.96	104	child	Gemelput	pila toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pila toki 1
102	93	R03@88.96	104	child	Jujhari	pila toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari pila toki 1
102	93	R04@100.96	104	child	Souraguda	pila toki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda pila toki 1
102	93	R05@112.97	104	child	Chhatrabor	pila ʈoki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor pila ʈoki 1
102	93	R06@124.97	104	child	Dame side	pila ʈoki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side pila ʈoki 1
102	93	R07@136.98	104	child	Konda Maliguda	pila ʈoki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda pila ʈoki 1
102	93	R08@148.98	104	child	Patta Maliguda	pila ʈoki	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda pila ʈoki 1
102	93	R09@160.98	104	child	Gumalput	pɪlɐʈɔkɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput pɪlɐʈɔkɪ 1
102	93	R10@172.99	104	child	Kantigad	pɪlɐʈɔkɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad pɪlɐʈɔkɪ 1
102	93	R12@205.08	105	father	Dame side	aba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side aba 1
102	93	R13@217.09	105	father	Gagnapur	aba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur aba 1
102	93	R14@229.09	105	father	Souraguda	aba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda aba 1
102	93	R15@241.10	105	father	Gumalput	ɐba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput ɐba 1
102	93	R16@253.10	105	father	Bodgaon	ba	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon ba 3
102	93	R17@265.10	105	father	Aunli	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli baba 1
102	93	R18@277.11	105	father	Bodgaon	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon baba 1
102	93	R19@289.11	105	father	Chhatrabor	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor baba 1
102	93	R20@301.12	105	father	Dame side	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side baba 1
102	93	R21@313.12	105	father	Gemelput	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput baba 1
102	93	R22@325.12	105	father	Ghumar	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar baba 1
102	93	R23@337.13	105	father	Jujhari	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari baba 1
102	93	R24@349.13	105	father	Kakalpoda	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda baba 1
102	93	R25@361.14	105	father	Potenda	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda baba 1
102	93	R26@373.14	105	father	Sabhapatiguda	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda baba 1
102	93	R27@385.14	105	father	Sindhiguda	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda baba 1
102	93	R28@397.15	105	father	Souraguda	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda baba 1
102	93	R29@409.15	105	father	Sourakundi	baba	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi baba 1
102	93	R30@421.16	105	father	Gumalput	bɐbɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput bɐbɐ 1
102	93	R31@433.16	105	father	Kantigad	bɐbɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad bɐbɐ 1
102	93	R32@445.16	105	father	Konda Maliguda	bapa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda bapa 1
102	93	R33@457.17	105	father	Patta Maliguda	bapa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda bapa 1
102	93	R34@469.17	105	father	Burja	bua	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja bua 2
102	93	R35@481.18	105	father	Patta Maliguda	bua	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda bua 2
102	93	R36@493.08	105	father	Sourakundi	bua	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi bua 2
102	93	R37@505.08	105	father	Kakalpoda	buɐ	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda buɐ 2
102	93	R39@537.30	106	mother	Aunli	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli aja 1
102	93	R40@549.31	106	mother	Bodgaon	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon aja 1
102	93	R41@561.31	106	mother	Burja	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja aja 1
102	93	R42@573.32	106	mother	Dame side	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side aja 1
102	93	R43@585.32	106	mother	Gagnapur	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur aja 1
102	93	R44@597.32	106	mother	Gemelput	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput aja 1
102	93	R45@609.33	106	mother	Jujhari	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari aja 1
102	93	R46@621.33	106	mother	Patta Maliguda	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda aja 1
102	93	R47@633.34	106	mother	Potenda	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda aja 1
102	93	R48@645.34	106	mother	Sabhapatiguda	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda aja 1
102	93	R49@657.34	106	mother	Sindhiguda	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda aja 1
102	93	R50@669.35	106	mother	Souraguda	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda aja 1
102	93	R51@681.35	106	mother	Sourakundi	aja	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi aja 1
102	93	R52@693.36	106	mother	Gumalput	ɐjɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput ɐjɐ 1
102	93	R53@705.30	106	mother	Kakalpoda	ɐjɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda ɐjɐ 1
103	94	L01@76.92	106	mother	Kantigad	ɐjɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad ɐjɐ 1
103	94	L02@88.92	106	mother	Dame side	ma	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side ma 2
103	94	L03@100.93	106	mother	Sabhapatiguda	ma	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda ma 2
