Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
114	spirit (evil)	DHA	Dharba	19	14	3	bu:ʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 114, list DHA]	1	dhurwa2021:p019:i114:DHA:a1
114	spirit (evil)	KUK	Kukanar	19	14	4	bu:ʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 114, list KUK]	1	dhurwa2021:p019:i114:KUK:a1
114	spirit (evil)	U5	Unlabeled fifth printed column	19	14	5	bu:ʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 114, list U5]	0	
115	day	TIR	Tiriya	19	14	1	pʌkʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 115, list TIR]	1	dhurwa2021:p019:i115:TIR:a1
115	day	NET	Nethanar	19	14	2	pʌkʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 115, list NET]	1	dhurwa2021:p019:i115:NET:a1
115	day	DHA	Dharba	19	14	3	pʌkʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 115, list DHA]	1	dhurwa2021:p019:i115:DHA:a1
115	day	KUK	Kukanar	19	14	4	pʌkʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 115, list KUK]	1	dhurwa2021:p019:i115:KUK:a1
115	day	U5	Unlabeled fifth printed column	19	14	5	pʌkʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 115, list U5]	0	
116	night	TIR	Tiriya	19	14	1	ciʈ:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 116, list TIR]	1	dhurwa2021:p019:i116:TIR:a1
116	night	NET	Nethanar	19	14	2	ciʈ:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 116, list NET]	1	dhurwa2021:p019:i116:NET:a1
116	night	DHA	Dharba	19	14	3	ciʈ:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 116, list DHA]	1	dhurwa2021:p019:i116:DHA:a1
116	night	KUK	Kukanar	19	14	4	ciʈ:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 116, list KUK]	1	dhurwa2021:p019:i116:KUK:a1
116	night	U5	Unlabeled fifth printed column	19	14	5	ciʈ:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 116, list U5]	0	
117	morning	TIR	Tiriya	19	14	1	po:ka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 117, list TIR]	1	dhurwa2021:p019:i117:TIR:a1
117	morning	NET	Nethanar	19	14	2	po:ka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 117, list NET]	1	dhurwa2021:p019:i117:NET:a1
117	morning	DHA	Dharba	19	14	3	po:ka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 117, list DHA]	1	dhurwa2021:p019:i117:DHA:a1
117	morning	KUK	Kukanar	19	14	4	po:ka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 117, list KUK]	1	dhurwa2021:p019:i117:KUK:a1
117	morning	U5	Unlabeled fifth printed column	19	14	5	po:kayi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 117, list U5]	0	
118	noon	TIR	Tiriya	19	14	1	ʈɪʈ:e ɖɛlkul	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 118, list TIR]	1	dhurwa2021:p019:i118:TIR:a1
118	noon	NET	Nethanar	19	14	2	ʈɪʈ:e ɖɛlkul	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 118, list NET]	1	dhurwa2021:p019:i118:NET:a1
118	noon	DHA	Dharba	19	14	3	ʈɪʈ:eɖɛlkul	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 118, list DHA]	1	dhurwa2021:p019:i118:DHA:a1
118	noon	KUK	Kukanar	19	14	4	ʈɪʈ:eɖɛlkul	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 118, list KUK]	1	dhurwa2021:p019:i118:KUK:a1
118	noon	U5	Unlabeled fifth printed column	19	14	5	ʈɛlkul po:kal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 118, list U5]	0	
119	evening	TIR	Tiriya	19	14	1	aɳɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 119, list TIR]	1	dhurwa2021:p019:i119:TIR:a1
119	evening	NET	Nethanar	19	14	2	aɳɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 119, list NET]	1	dhurwa2021:p019:i119:NET:a1
119	evening	DHA	Dharba	19	14	3	aɳɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 119, list DHA]	1	dhurwa2021:p019:i119:DHA:a1
119	evening	KUK	Kukanar	19	14	4	aɳɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 119, list KUK]	1	dhurwa2021:p019:i119:KUK:a1
119	evening	U5	Unlabeled fifth printed column	19	14	5	aɳɖek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 119, list U5]	0	
120	yesterday	TIR	Tiriya	19	14	1	ari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 120, list TIR]	1	dhurwa2021:p019:i120:TIR:a1
120	yesterday	NET	Nethanar	19	14	2	ari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 120, list NET]	1	dhurwa2021:p019:i120:NET:a1
120	yesterday	DHA	Dharba	19	14	3	ari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 120, list DHA]	1	dhurwa2021:p019:i120:DHA:a1
120	yesterday	KUK	Kukanar	19	14	4	ari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 120, list KUK]	1	dhurwa2021:p019:i120:KUK:a1
120	yesterday	U5	Unlabeled fifth printed column	19	14	5	ari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 120, list U5]	0	
121	to day	TIR	Tiriya	19	14	1	ɪne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 121, list TIR]	1	dhurwa2021:p019:i121:TIR:a1
121	to day	NET	Nethanar	19	14	2	ɪne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 121, list NET]	1	dhurwa2021:p019:i121:NET:a1
121	to day	DHA	Dharba	19	14	3	ɪne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 121, list DHA]	1	dhurwa2021:p019:i121:DHA:a1
121	to day	KUK	Kukanar	19	14	4	ɪne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 121, list KUK]	1	dhurwa2021:p019:i121:KUK:a1
121	to day	U5	Unlabeled fifth printed column	19	14	5	ɪneni	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 121, list U5]	0	
122	to morrow	TIR	Tiriya	19	14	1	ʈolli	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 122, list TIR]	1	dhurwa2021:p019:i122:TIR:a1
122	to morrow	NET	Nethanar	19	14	2	ʈol:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 122, list NET]	1	dhurwa2021:p019:i122:NET:a1
122	to morrow	DHA	Dharba	19	14	3	ʈol:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 122, list DHA]	1	dhurwa2021:p019:i122:DHA:a1
122	to morrow	KUK	Kukanar	19	14	4	ʈol:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 122, list KUK]	1	dhurwa2021:p019:i122:KUK:a1
122	to morrow	U5	Unlabeled fifth printed column	19	14	5	ʈol:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 122, list U5]	0	
123	day after tomorrow	TIR	Tiriya	19	14	1	pɪnge	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 123, list TIR]	1	dhurwa2021:p019:i123:TIR:a1
123	day after tomorrow	NET	Nethanar	19	14	2	pɪnge	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 123, list NET]	1	dhurwa2021:p019:i123:NET:a1
123	day after tomorrow	DHA	Dharba	19	14	3	pɪnge	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 123, list DHA]	1	dhurwa2021:p019:i123:DHA:a1
123	day after tomorrow	KUK	Kukanar	19	14	4	pɪɖne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 123, list KUK]	1	dhurwa2021:p019:i123:KUK:a1
123	day after tomorrow	U5	Unlabeled fifth printed column	19	14	5	pɪɖne	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 123, list U5]	0	
124	week	TIR	Tiriya	19	14	1	aʈ ɖina	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 124, list TIR]	1	dhurwa2021:p019:i124:TIR:a1
124	week	NET	Nethanar	19	14	2	ad ɖina	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 124, list NET]	1	dhurwa2021:p019:i124:NET:a1
124	week	DHA	Dharba	19	14	3	aʈ ɖina	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 124, list DHA]	1	dhurwa2021:p019:i124:DHA:a1
124	week	KUK	Kukanar	19	14	4	aʈ ɖin	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 14, item 124, list KUK]	1	dhurwa2021:p019:i124:KUK:a1
124	week	U5	Unlabeled fifth printed column	19	14	5	aɖ ɖina	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 14, item 124, list U5]	0	
125	month	TIR	Tiriya	20	15	1	nɛlɪŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 125, list TIR]	1	dhurwa2021:p020:i125:TIR:a1
125	month	NET	Nethanar	20	15	2	nɛliŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 125, list NET]	1	dhurwa2021:p020:i125:NET:a1
125	month	DHA	Dharba	20	15	3	nɛlɪŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 125, list DHA]	1	dhurwa2021:p020:i125:DHA:a1
125	month	KUK	Kukanar	20	15	4	nɛlɪŋ ba:r	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 125, list KUK]	1	dhurwa2021:p020:i125:KUK:a1
125	month	U5	Unlabeled fifth printed column	20	15	5	nɛliñ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 125, list U5]	0	
126	year	TIR	Tiriya	20	15	1	bɛrcikar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 126, list TIR]	1	dhurwa2021:p020:i126:TIR:a1
126	year	NET	Nethanar	20	15	2	vɛrcikar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 126, list NET]	1	dhurwa2021:p020:i126:NET:a1
126	year	DHA	Dharba	20	15	3	vɛrcikar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 126, list DHA]	1	dhurwa2021:p020:i126:DHA:a1
126	year	KUK	Kukanar	20	15	4	bɛrcikar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 126, list KUK]	1	dhurwa2021:p020:i126:KUK:a1
126	year	U5	Unlabeled fifth printed column	20	15	5	bɛrcikar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 126, list U5]	0	
127	cold season	TIR	Tiriya	20	15	1	pʌñyil	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 127, list TIR]	1	dhurwa2021:p020:i127:TIR:a1
127	cold season	NET	Nethanar	20	15	2	pʌñyil	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 127, list NET]	1	dhurwa2021:p020:i127:NET:a1
127	cold season	DHA	Dharba	20	15	3	pʌñyil	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 127, list DHA]	1	dhurwa2021:p020:i127:DHA:a1
127	cold season	KUK	Kukanar	20	15	4	pʌñyil	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 127, list KUK]	1	dhurwa2021:p020:i127:KUK:a1
127	cold season	U5	Unlabeled fifth printed column	20	15	5	pʌñdʒil	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 127, list U5]	0	
128	warm season	TIR	Tiriya	20	15	1	dʒeʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 128, list TIR]	1	dhurwa2021:p020:i128:TIR:a1
128	warm season	NET	Nethanar	20	15	2	jeta	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 128, list NET]	1	dhurwa2021:p020:i128:NET:a1
128	warm season	DHA	Dharba	20	15	3	jeta	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 128, list DHA]	1	dhurwa2021:p020:i128:DHA:a1
128	warm season	KUK	Kukanar	20	15	4	jeta	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 128, list KUK]	1	dhurwa2021:p020:i128:KUK:a1
128	warm season	U5	Unlabeled fifth printed column	20	15	5	dʒeʈa/neɳɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 15, item 128, list U5]	0	
129	rainy season	TIR	Tiriya	20	15	1	borca	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 129, list TIR]	1	dhurwa2021:p020:i129:TIR:a1
129	rainy season	NET	Nethanar	20	15	2	borca	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 15, item 129, list NET]	1	dhurwa2021:p020:i129:NET:a1
