Item	Gloss	Site_Key	Scope	PDF_Page	Printed_Page	Column	Source_Group_Labels	Manual_Transcription	Review_Status	Disposition	Reason	Language_ID	Dialect_ID	Source	Installed_Count	Entry_Keys	Confidence	Site_Assignment_Confidence	Uncertainty	Reviewer_Method	Reviewer_Declaration
126	month	RNK	target	54	49	left	1	mʌhʌna	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, RNK]	1	webster2017westerntharu:item126:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	RNS_Sisaikhara	target	54	49	left	1	mʌhʌna	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, RNS occurrence 1]	1	webster2017westerntharu:item126:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	RNS_Sisana	target	54	49	left	1	mʌhina	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, RNS occurrence 2]	1	webster2017westerntharu:item126:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	RKM	target	54	49	left	1	mʌhʌna	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, RkM]	1	webster2017westerntharu:item126:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	RKB	target	54	49	left	1	mahina	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, RKB]	1	webster2017westerntharu:item126:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	TkN	target	54	49	left	1	mʌhɪna	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, TkN]	1	webster2017westerntharu:item126:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	KkP	target	54	49	left	1	mʌhina	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, KkP]	1	webster2017westerntharu:item126:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	SkP	target	54	49	left	1	mʌhina	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, SkP]	1	webster2017westerntharu:item126:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	DKS	target	54	49	left	1	mʌhina	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, DKS]	1	webster2017westerntharu:item126:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	DDK	target	54	49	left	1	mʌhʌna	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, DDK]	1	webster2017westerntharu:item126:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	DGC	target	54	49	left	1	mʌhina	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, DGC]	1	webster2017westerntharu:item126:dgc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	DkR	target	54	49	left	1	mʌhina	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, DkR]	1	webster2017westerntharu:item126:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	CCC	target	54	49	left	1	mahina	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 49 (PDF p. 54), item 126, CCC]	1	webster2017westerntharu:item126:ccc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
126	month	HIN	control	54	49	left	1	mʌhina	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 49 (PDF p. 54), item 126, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	BNM	target	54	49	left	1	sal	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, BNM]	1	webster2017westerntharu:item127:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	BNT	target	54	49	left	1	sal	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, BNT]	1	webster2017westerntharu:item127:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	RNK	target	54	49	left	1	sal	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, RNK]	1	webster2017westerntharu:item127:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	RNS_Sisaikhara	target	54	49	left	1	sal	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, RNS occurrence 1]	1	webster2017westerntharu:item127:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	RNS_Sisana	target	54	49	left	1	sal	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, RNS occurrence 2]	1	webster2017westerntharu:item127:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	RKM	target	54	49	left	1	sal	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, RkM]	1	webster2017westerntharu:item127:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	RKB	target	54	49	left	1	sal	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, RKB]	1	webster2017westerntharu:item127:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	TkN	target	54	49	left	2	bʌɾʌs	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, TkN]	1	webster2017westerntharu:item127:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	KkP	target	54	49	left / right	1 / 2	sal / bʌɾʌs	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, KkP]	2	webster2017westerntharu:item127:kkp:form1 | webster2017westerntharu:item127:kkp:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	SkP	target	54	49	left	1	sal	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, SkP]	1	webster2017westerntharu:item127:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	DKS	target	54	49	left / right	1 / 2	sal / bʌɾʌs	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, DKS]	2	webster2017westerntharu:item127:dks:form1 | webster2017westerntharu:item127:dks:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	DDK	target	54	49	left	1	sal	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, DDK]	1	webster2017westerntharu:item127:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	DGC	target	54	49	left	1	sal	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, DGC]	1	webster2017westerntharu:item127:dgc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	DkR	target	54	49	left	2	bʌɾesdin	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, DkR]	1	webster2017westerntharu:item127:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	CCC	target	54	49	right	2	bʌɾʌs	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 49 (PDF p. 54), item 127, CCC]	1	webster2017westerntharu:item127:ccc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
127	year	HIN	control	54	49	left / right	1 / 2	sal / vʌɾʃ	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 49 (PDF p. 54), item 127, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	BNM	target	54	49	right	1 / 2	pʊɾana / bʌhutsalka	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, BNM]	2	webster2017westerntharu:item128:bnm:form1 | webster2017westerntharu:item128:bnm:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	BNT	target	54	49	right	1	pʊɾana	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, BNT]	1	webster2017westerntharu:item128:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	RNK	target	54	49	right	1	pʊɾanɔ	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, RNK]	1	webster2017westerntharu:item128:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	RNS_Sisaikhara	target	54	49	right	1	pʊɾanɔ	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, RNS occurrence 1]	1	webster2017westerntharu:item128:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	RNS_Sisana	target	54	49	right	1	pʊɾano	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, RNS occurrence 2]	1	webster2017westerntharu:item128:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	RKM	target	54	49	right	1	pʊɾano	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, RkM]	1	webster2017westerntharu:item128:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	RKB	target	54	49	right	1	purana	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, RKB]	1	webster2017westerntharu:item128:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	TkN	target	54	49	right	1	purano	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, TkN]	1	webster2017westerntharu:item128:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	KkP	target	54	49	right	1	pʊɾana	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, KkP]	1	webster2017westerntharu:item128:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	SkP	target	54	49	right	1	pʊɾan	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, SkP]	1	webster2017westerntharu:item128:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	DKS	target	54	49	right	1	puɾaɳa	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, DKS]	1	webster2017westerntharu:item128:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	DDK	target	54	49	right	1	pʊɾan	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, DDK]	1	webster2017westerntharu:item128:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	DGC	target	54	49	right	1	pʊɾana	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, DGC]	1	webster2017westerntharu:item128:dgc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	DkR	target	54	49	right	1	pʊɾan	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, DkR]	1	webster2017westerntharu:item128:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	CCC	target	54	49	right	1	puɾan	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 49 (PDF p. 54), item 128, CCC]	1	webster2017westerntharu:item128:ccc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
128	old	HIN	control	54	49	right	1	pʊɾana	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 49 (PDF p. 54), item 128, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	BNM	target	54	49	right	2	nʌja	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, BNM]	1	webster2017westerntharu:item129:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	BNT	target	54	49	right	2	nʌja	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, BNT]	1	webster2017westerntharu:item129:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	RNK	target	54	49	right	2	nãvi	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, RNK]	1	webster2017westerntharu:item129:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	RNS_Sisaikhara	target	54	49	right	2	nãvi	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, RNS occurrence 1]	1	webster2017westerntharu:item129:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	RNS_Sisana	target	54	49	right	2	nʌ̃u	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, RNS occurrence 2]	1	webster2017westerntharu:item129:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	RKM	target	54	49	right	2	nʌ̃u	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, RkM]	1	webster2017westerntharu:item129:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	RKB	target	54	49	right	2	nʌja	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, RKB]	1	webster2017westerntharu:item129:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	TkN	target	54	49	right	2	nʌjã	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, TkN]	1	webster2017westerntharu:item129:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	KkP	target	54	49	right	2	nʌmːa	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, KkP]	1	webster2017westerntharu:item129:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	SkP	target	54	49	right	1	lawa	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, SkP]	1	webster2017westerntharu:item129:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	DKS	target	54	49	right	1	lɔa	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, DKS]	1	webster2017westerntharu:item129:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	DDK	target	54	49	right	1	lawa	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, DDK]	1	webster2017westerntharu:item129:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	DGC	target	54	49	right	2	nʌjã	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, DGC]	1	webster2017westerntharu:item129:dgc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	DkR	target	54	49	right	1	lʌbːa	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, DkR]	1	webster2017westerntharu:item129:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	CCC	target	54	49	right	3	lʌota	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 49 (PDF p. 54), item 129, CCC]	1	webster2017westerntharu:item129:ccc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
129	new	HIN	control	54	49	right	2	nʌja	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 49 (PDF p. 54), item 129, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
130	good	BNM	target	54	49	right	1	ʌtʃʰːa	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 49 (PDF p. 54), item 130, BNM]	1	webster2017westerntharu:item130:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
130	good	BNT	target	54	49	right	1	ʌtʃʰːa	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 49 (PDF p. 54), item 130, BNT]	1	webster2017westerntharu:item130:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
130	good	RNK	target	54	49	right	1	ʌtʃʰːo	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 49 (PDF p. 54), item 130, RNK]	1	webster2017westerntharu:item130:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
130	good	RNS_Sisaikhara	target	54	49	right	1	ʌtʃʰːo	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 49 (PDF p. 54), item 130, RNS occurrence 1]	1	webster2017westerntharu:item130:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
