PDF_Page	Printed_Page	Item	Gloss	Site_Key	Source_Code	Issue_Type	Visual_Description	Candidates	Confidence
59	54	159	nine	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`nɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	160	ten	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`dʌs`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	160	ten	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`dʌs`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	161	eleven	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`gjaɾʌh`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	161	eleven	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`gjaɾʌh`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	162	twelve	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`baɾʌh`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	162	twelve	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`baɾʌh`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	163	twenty	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`bis`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	163	twenty	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`bis`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	164	hundred	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`sɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	164	hundred	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`sɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	165	who	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`kɔn`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	165	who	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`kɔːn`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	166	what	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`ka`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
60	55	166	what	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`ka`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	167	where	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`kʌhã`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	167	where	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`kʌhãko`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	168	when	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`kʌb`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	168	when	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`kʌb`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	169	how many	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-3 RNS response (`kitːe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	169	how many	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS response (`kitːe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	170	what kind	RNS_Sisaikhara	RNS	site_mapping	right column; first and third printed group-2 responses (`kɔnsitʌɾʌhʌko`, `konso`) plus the unmatched group-3 response (`konsitʌɾʌhʌko`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	170	what kind	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`kɔnsi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	171	this	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`dʒʌw`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
61	56	171	this	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`dʒʌ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	172	that	RNS_Sisaikhara	RNS	site_mapping	left column; unmatched group-3 (`bo`) and group-6 (`hʊn`) responses provisionally assigned to metadata row 1; source does not identify either locality	Sisaikhara / Sisana	medium
61 / 62	56 / 57	172	that	RNS_Sisana	RNS	site_mapping	right / left; no independently assignable response because each printed RNS group has only one occurrence, both retained provisionally under metadata row 1	Sisaikhara / Sisana	medium
62	57	173	these	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`dʒɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	173	these	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`dʒʌw`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	174	those	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`bo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	174	those	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`bo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	175	same	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`ekdʒæse`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	175	same	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`ekdʒæse`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	176	different	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-3 RNS response (`ɔɾeɔɾe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	176	different	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS response (`ɔɾeɔɾe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
62	57	177	whole	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS occurrence is the group-1 response (`puɾo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	177	whole	RNS_Sisana	RNS	site_mapping	left column; second printed RNS occurrence is the group-3 response (`sʌb`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	178	broken	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`tʊʈo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	178	broken	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`tʊʈo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	179	few	RNS_Sisaikhara	RNS	site_mapping	left column; first printed RNS occurrence is the group-3 response (`dʒʌɾase`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	179	few	RNS_Sisana	RNS	site_mapping	left column; second printed RNS occurrence is the group-9 response (`dʒʌɾʌjegʰaj`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	180	many	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS occurrence is the group-1 response (`bɔhʌt`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	180	many	RNS_Sisana	RNS	site_mapping	right column; second printed RNS occurrence is the group-4 response (`bʌɾadʒo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	181	all	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS occurrence is the group-2 response (`sʌb`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	181	all	RNS_Sisana	RNS	site_mapping	right column; second printed RNS occurrence is the group-4 response (`sʌbbʰar`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
63	58	182	eat!; he ate	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS paired response (`kʰao / kʰale`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	182	eat!; he ate	RNS_Sisana	RNS	site_mapping	left column; second printed RNS paired response (`kʰailo / kʰailʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	183	bite!; he bit	RNS_Sisaikhara	RNS	site_mapping	left column; first printed RNS paired response (`kaʈo / kaʈle`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	183	bite!; he bit	RNS_Sisana	RNS	site_mapping	left column; second printed RNS paired response (`kaʈ / kaʈdʌʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	184	he is/was hungry	RNS_Sisaikhara	RNS	site_mapping	left column; first printed RNS response (`bʰukʰo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	184	he is/was hungry	RNS_Sisana	RNS	site_mapping	left column; second printed RNS paired response (`bʰukʰo / bʰukʰorʌhʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	185	drink!; he drank	RNS_Sisaikhara	RNS	site_mapping	left column; first printed RNS paired response (`pile / pilʌi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	185	drink!; he drank	RNS_Sisana	RNS	site_mapping	right column; second printed RNS paired response (`pile / pilʊhʊ̃`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	186	he is/was thirsty	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS response (`pjaso`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	186	he is/was thirsty	RNS_Sisana	RNS	site_mapping	right column; second printed RNS paired response (`pjaso / pjasoɾʌhʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	187	he sleeps; he slept	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS paired response (`sodʒa / soʊɾʌhæ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	187	he sleeps; he slept	RNS_Sisana	RNS	site_mapping	right column; second printed RNS paired response (`sojdʒa / sotɾʌhẽ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	188	lie down!; he lay down	RNS_Sisaikhara	RNS	site_mapping	right column; first printed RNS paired response (`leʈdʒa / leʈoɾʌhæ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
64	59	188	lie down!; he lay down	RNS_Sisana	RNS	site_mapping	right column; second printed RNS paired response (`leʈdʒa / leʈoɾʌhæ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	189	sit down; he sat do	RNS_Sisaikhara	RNS	site_mapping	left column; first printed RNS paired response (`bæʈdʒa / baʈʰoɾʌʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	189	sit down; he sat do	RNS_Sisana	RNS	site_mapping	left column; second printed RNS paired response (`bæʈʰdʒa / bæʈʰoɾʌh`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	190	give!; he gave	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS paired response (`dæjʌdæ / dʌiɾʌhæ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	190	give!; he gave	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS paired response (`dejʌde / dejʌdɪ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	191	it burns; it burned	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-3 RNS paired response (`pʌdʒʌɾ / pʌdʒʌɾʌt`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	191	it burns; it burned	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS paired response (`pʌdʒʌɾʌt / pʌdʒʌɾʌt`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	192	he dies; he died	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS paired response (`mʌrvaro / mʌrgʌu`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	192	he dies; he died	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS paired response (`mʌrʌnwaro / mʌrʌgʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	193	kill!; he killed	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS paired response (`mar / mari`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	193	kill!; he killed	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS paired response (`marhe / mari`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
65	60	194	it flies; it flew	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS paired response (`ʊɽʌɾʌu / ʊɽgʌji`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	194	it flies; it flew	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS paired response (`uɾːɪhæ̃ / uɾːɪrʌhẽ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	195	walk!; he walked	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS paired response (`tʃʌlo / tʃʌlorʌhẽ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	195	walk!; he walked	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS paired response (`negʌtʰæ / negʌtrʌhe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	196	run!; he ran	RNS_Sisaikhara	RNS	site_mapping	left column; first RNS response within groups 1 and 2, unmatched third group-2 response, and sole group-3 response (`dɔrre / bʰadʒ / bʰadʒo / bʰadʒgʌʊ / dʒʰʌno`) provisionally assigned to metadata row 1	Sisaikhara / Sisana	medium
66	61	196	run!; he ran	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS paired response (`bʰadʒ / bʰadʒo`) provisionally assigned to metadata row 2	Sisaikhara / Sisana	medium
66	61	197	go!; he went	RNS_Sisaikhara	RNS	site_mapping	right column; sole group-2 RNS paired response plus first group-3 response (`tʃʌl / gʌʊ / bʰodʒdʒa`) provisionally assigned to metadata row 1	Sisaikhara / Sisana	medium
66	61	197	go!; he went	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS response (`bʰodʒdʒa`) provisionally assigned to metadata row 2	Sisaikhara / Sisana	medium
66	61	198	come!; he came	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS paired response (`ao / are`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	198	come!; he came	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS paired response (`ajːdʒa / ajʌgʊ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	199	speak!; he spoke	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS paired response (`bol / bolo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
66	61	199	speak!; he spoke	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS paired response (`bol / bolʌtrʌhẽ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	200	he hears; he heard	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS paired response (`sun / suno`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	200	he hears; he heard	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS paired response (`sʊnle / sʊnʌtrʌhẽ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	201	he sees; he saw	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS paired response (`dekʰʌthæ / dekʰi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	201	he sees; he saw	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS paired response (`dekʰle / dekʰo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	202	I	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`mæ̃`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	202	I	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`mæ̃`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	203	you (sg. informal)	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`tu`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	203	you (sg. informal)	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`tu`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	204	you (sg. formal)	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`tu`, followed by `(203)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	204	you (sg. formal)	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`tu`, followed by `(203)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	205	he	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`vo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
67	62	205	he	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`vo`, followed by `(174)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
68	63	206	she	RNS_Sisaikhara	RNS	site_mapping	left column; item prints only its heading and no response rows, so metadata row 1 has no independently assignable form	Sisaikhara / Sisana	medium
68	63	206	she	RNS_Sisana	RNS	site_mapping	left column; item prints only its heading and no response rows, so metadata row 2 has no independently assignable form	Sisaikhara / Sisana	medium
68	63	207	we (inc.)	RNS_Sisaikhara	RNS	site_mapping	left column; first group-1 RNS response plus sole group-2 response (`hʌm / hʌmsʌb`) provisionally assigned to metadata row 1	Sisaikhara / Sisana	medium
68	63	207	we (inc.)	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`hʌm`) provisionally assigned to metadata row 2	Sisaikhara / Sisana	medium
68	63	208	we (exc.)	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`hʌm`, followed by `(207)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
68	63	208	we (exc.)	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`hʌm`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
68	63	209	you (2nd pl.)	RNS_Sisaikhara	RNS	site_mapping	right column; sole group-2 RNS response plus first group-3 response (`tʊm / tumlog`) provisionally assigned to metadata row 1	Sisaikhara / Sisana	medium
68	63	209	you (2nd pl.)	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS response (`tumlog`) provisionally assigned to metadata row 2	Sisaikhara / Sisana	medium
68	63	210	they	RNS_Sisaikhara	RNS	site_mapping	right column; sole group-1 RNS response plus first group-2 response (`ve / vou`) provisionally assigned to metadata row 1	Sisaikhara / Sisana	medium
68	63	210	they	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`vo`, followed by `(205)`) provisionally assigned to metadata row 2	Sisaikhara / Sisana	medium
