Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
117	day	HIN	Hindi	58	52	right	ɖivəs | ɖin	2 | 5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 117, list HIN]	0	
117	day	NTE	Nahali-Tembhi	58	52	right	ɖija	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 117, list NTE]	1	noira2015:p058:i117:NTE:a1
117	day	TKO	Tukaithad-Korku	58	52	right	ɖija	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 117, list TKO]	1	noira2015:p058:i117:TKO:a1
117	day	NJA	Nihali-Jamod	58	52	right	ɖina	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 117, list NJA]	1	noira2015:p058:i117:NJA:a1
118	night	NCH	Noiri-Chillare	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NCH]	1	noira2015:p058:i118:NCH:a1
118	night	NPN	Noiri-Pannali	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NPN]	1	noira2015:p058:i118:NPN:a1
118	night	NAS	Noiri-Astambha	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NAS]	0	
118	night	NGO	Noiri-Gomon	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NGO]	1	noira2015:p058:i118:NGO:a1
118	night	BMU	Barutiya-Mutalwad	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list BMU]	0	
118	night	DBM	Dungra Bhili-Mathwad	58	52	right	raʈe	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list DBM]	1	noira2015:p058:i118:DBM:a1
118	night	DBA	Dungra Bhili-Ambadungar	58	52	right	raʈe	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list DBA]	1	noira2015:p058:i118:DBA:a1
118	night	NTO	Nahali-Toranmal	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NTO]	0	
118	night	KNA	Kotli-Narayanpur	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list KNA]	1	noira2015:p058:i118:KNA:a1
118	night	KTA	Kotli-Taradi	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list KTA]	1	noira2015:p058:i118:KTA:a1
118	night	GTA	Gujari-Taradi	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list GTA]	1	noira2015:p058:i118:GTA:a1
118	night	GUJ	Gujarati	58	52	right	raʈ | raʈri	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list GUJ]	0	
118	night	MAR	Marati	58	52	right	raʈra	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list MAR]	0	
118	night	HIN	Hindi	58	52	right	raʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list HIN]	0	
118	night	NTE	Nahali-Tembhi	58	52	right	raʈo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NTE]	1	noira2015:p058:i118:NTE:a1
118	night	TKO	Tukaithad-Korku	58	52	right	raʈo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list TKO]	1	noira2015:p058:i118:TKO:a1
118	night	NJA	Nihali-Jamod	58	52	right	mindi	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 118, list NJA]	1	noira2015:p058:i118:NJA:a1
119	morning	NCH	Noiri-Chillare	58	52	right	vehi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NCH]	1	noira2015:p058:i119:NCH:a1
119	morning	NPN	Noiri-Pannali	58	52	right	vegi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NPN]	1	noira2015:p058:i119:NPN:a1
119	morning	NAS	Noiri-Astambha	58	52	right	wegi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NAS]	0	
119	morning	NGO	Noiri-Gomon	58	52	right	vegidz	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NGO]	1	noira2015:p058:i119:NGO:a1
119	morning	BMU	Barutiya-Mutalwad	58	52	right	vegi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list BMU]	0	
119	morning	DBM	Dungra Bhili-Mathwad	58	52	right	raʈi	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list DBM]	1	noira2015:p058:i119:DBM:a1
119	morning	DBA	Dungra Bhili-Ambadungar	58	52	right	həɖãre | raʈidʒe	5 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list DBA]	2	noira2015:p058:i119:DBA:a1 | noira2015:p058:i119:DBA:a2
119	morning	NTO	Nahali-Toranmal	58	52	right	uʈjain	9	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NTO]	0	
119	morning	KNA	Kotli-Narayanpur	58	52	right	sʌkʌi	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list KNA]	1	noira2015:p058:i119:KNA:a1
119	morning	KTA	Kotli-Taradi	58	52	right	sʌkaj	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list KTA]	1	noira2015:p058:i119:KTA:a1
119	morning	GTA	Gujari-Taradi	58	52	right	sʌkkale	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list GTA]	1	noira2015:p058:i119:GTA:a1
119	morning	GUJ	Gujarati	58	52	right	səvər	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list GUJ]	0	
119	morning	MAR	Marati	58	52	right	sʌkaɭ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list MAR]	0	
119	morning	HIN	Hindi	58	52	right	səbera | subeh | səbera	3 | 3 | 5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list HIN]	0	
119	morning	NTE	Nahali-Tembhi	58	52	right	phidʒʌin | ʌɲʌn	7 | 8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 52, item 119, list NTE]	2	noira2015:p058:i119:NTE:a1 | noira2015:p058:i119:NTE:a2
119	morning	TKO	Tukaithad-Korku	59	53	left	phedʒʌr	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 119, list TKO]	1	noira2015:p059:i119:TKO:a1
119	morning	NJA	Nihali-Jamod	59	53	left	phɛdʒer	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 119, list NJA]	1	noira2015:p059:i119:NJA:a1
120	noon	NCH	Noiri-Chillare	59	53	left	hirʌupe | hirʌupe | hirʌupe	4 | 6 | 8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NCH]	3	noira2015:p059:i120:NCH:a1 | noira2015:p059:i120:NCH:a2 | noira2015:p059:i120:NCH:a3
120	noon	NPN	Noiri-Pannali	59	53	left	ɖihe | hirape | hirape	1 | 4 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NPN]	3	noira2015:p059:i120:NPN:a1 | noira2015:p059:i120:NPN:a2 | noira2015:p059:i120:NPN:a3
120	noon	NAS	Noiri-Astambha	59	53	left	ɖihɛ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NAS]	0	
120	noon	NGO	Noiri-Gomon	59	53	left	madzon-ɖihi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NGO]	1	noira2015:p059:i120:NGO:a1
120	noon	BMU	Barutiya-Mutalwad	59	53	left	ɖihɛ | hirʌo | hirʌo	1 | 4 | 8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list BMU]	0	
120	noon	DBM	Dungra Bhili-Mathwad	59	53	left	ɖihɔ | hiraɳupe	1 | 8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list DBM]	2	noira2015:p059:i120:DBM:a1 | noira2015:p059:i120:DBM:a2
120	noon	DBA	Dungra Bhili-Ambadungar	59	53	left	ɖihɔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list DBA]	1	noira2015:p059:i120:DBA:a1
120	noon	NTO	Nahali-Toranmal	59	53	left	boɽɖih	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NTO]	0	
120	noon	KNA	Kotli-Narayanpur	59	53	left	mʌdjan	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list KNA]	1	noira2015:p059:i120:KNA:a1
120	noon	KTA	Kotli-Taradi	59	53	left	mʌdhijan	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list KTA]	1	noira2015:p059:i120:KTA:a1
120	noon	GTA	Gujari-Taradi	59	53	left	mʌɖijan	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list GTA]	1	noira2015:p059:i120:GTA:a1
120	noon	GUJ	Gujarati	59	53	left	bəpor	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list GUJ]	0	
120	noon	MAR	Marati	59	53	left	ɖupʌr	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list MAR]	0	
120	noon	HIN	Hindi	59	53	left	ɖopəhər	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list HIN]	0	
120	noon	NTE	Nahali-Tembhi	59	53	left	ʌjipdʒʌn	7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NTE]	1	noira2015:p059:i120:NTE:a1
120	noon	TKO	Tukaithad-Korku	59	53	left	ɖija	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list TKO]	1	noira2015:p059:i120:TKO:a1
120	noon	NJA	Nihali-Jamod	59	53	left	baripar	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 120, list NJA]	1	noira2015:p059:i120:NJA:a1
121	evening/afternoon	NCH	Noiri-Chillare	59	53	left	hʌsʈivelli	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NCH]	1	noira2015:p059:i121:NCH:a1
121	evening/afternoon	NPN	Noiri-Pannali	59	53	left	hasʈivelle	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NPN]	1	noira2015:p059:i121:NPN:a1
121	evening/afternoon	NAS	Noiri-Astambha	59	53	left	hastiweɭe	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NAS]	0	
121	evening/afternoon	NGO	Noiri-Gomon	59	53	left	hʌsʈivello	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NGO]	1	noira2015:p059:i121:NGO:a1
121	evening/afternoon	BMU	Barutiya-Mutalwad	59	53	left	hʌsʈivell | hãndze_po	1 | 7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list BMU]	0	
121	evening/afternoon	DBM	Dungra Bhili-Mathwad	59	53	left	hʌsʈivell | hʌsʈɔ	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list DBM]	2	noira2015:p059:i121:DBM:a1 | noira2015:p059:i121:DBM:a2
121	evening/afternoon	DBA	Dungra Bhili-Ambadungar	59	53	left	hãsʈɔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list DBA]	1	noira2015:p059:i121:DBA:a1
121	evening/afternoon	NTO	Nahali-Toranmal	59	53	left	weɭʈo | weɭwar	11 | 12	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NTO]	0	
121	evening/afternoon	KNA	Kotli-Narayanpur	59	53	left	ɖimʌi	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list KNA]	1	noira2015:p059:i121:KNA:a1
121	evening/afternoon	KTA	Kotli-Taradi	59	53	left	ʌnɖija kʌj	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list KTA]	1	noira2015:p059:i121:KTA:a1
121	evening/afternoon	GTA	Gujari-Taradi	59	53	left	sʌnɖija kʌl	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list GTA]	1	noira2015:p059:i121:GTA:a1
121	evening/afternoon	GUJ	Gujarati	59	53	left	sãdʒ	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list GUJ]	0	
121	evening/afternoon	MAR	Marati	59	53	left	saijʌnkʌɭ | sʌnɖhja	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list MAR]	0	
121	evening/afternoon	HIN	Hindi	59	53	left	sõɖhja | ʃam	2 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list HIN]	0	
121	evening/afternoon	NTE	Nahali-Tembhi	59	53	left	sikurup-dʒʌin	9	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NTE]	1	noira2015:p059:i121:NTE:a1
121	evening/afternoon	TKO	Tukaithad-Korku	59	53	left	ʌjubdʒen	10	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list TKO]	1	noira2015:p059:i121:TKO:a1
121	evening/afternoon	NJA	Nihali-Jamod	59	53	right	budo	8	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 121, list NJA]	1	noira2015:p059:i121:NJA:a1
122	yesterday	NCH	Noiri-Chillare	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NCH]	1	noira2015:p059:i122:NCH:a1
122	yesterday	NPN	Noiri-Pannali	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NPN]	1	noira2015:p059:i122:NPN:a1
122	yesterday	NAS	Noiri-Astambha	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NAS]	0	
122	yesterday	NGO	Noiri-Gomon	59	53	right	kan	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NGO]	1	noira2015:p059:i122:NGO:a1
122	yesterday	BMU	Barutiya-Mutalwad	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list BMU]	0	
122	yesterday	DBM	Dungra Bhili-Mathwad	59	53	right	kan	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list DBM]	1	noira2015:p059:i122:DBM:a1
122	yesterday	DBA	Dungra Bhili-Ambadungar	59	53	right	kane	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list DBA]	1	noira2015:p059:i122:DBA:a1
122	yesterday	NTO	Nahali-Toranmal	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NTO]	0	
122	yesterday	KNA	Kotli-Narayanpur	59	53	right	kʌlɖi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list KNA]	1	noira2015:p059:i122:KNA:a1
122	yesterday	KTA	Kotli-Taradi	59	53	right	kalɖi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list KTA]	1	noira2015:p059:i122:KTA:a1
122	yesterday	GTA	Gujari-Taradi	59	53	right	kale	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list GTA]	1	noira2015:p059:i122:GTA:a1
122	yesterday	GUJ	Gujarati	59	53	right	kale | gəikal	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list GUJ]	0	
122	yesterday	MAR	Marati	59	53	right	kal	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list MAR]	0	
122	yesterday	HIN	Hindi	59	53	right	kʌl	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list HIN]	0	
122	yesterday	NTE	Nahali-Tembhi	59	53	right	kolɖin	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NTE]	1	noira2015:p059:i122:NTE:a1
122	yesterday	TKO	Tukaithad-Korku	59	53	right	koldin	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list TKO]	1	noira2015:p059:i122:TKO:a1
122	yesterday	NJA	Nihali-Jamod	59	53	right	çe	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 53, item 122, list NJA]	1	noira2015:p059:i122:NJA:a1
