Item	Gloss	Noira_Site	Dhule_Site	Noira_PDF_Page	Dhule_PDF_Page	Noira_Manual_Transcription	Dhule_Manual_Transcription	Comparison	Disposition
138	right	NTO	TOR	63	118	dʒeoɖo	3 dʒeoɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
139	left	NAS	AST	63	118	bʌŋgaɖi	2 baŋgaɖi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
139	left	BMU	MUN	63	118	bʌŋgaɖi	2 baŋgaɖi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
139	left	NTO	TOR	63	118	ɖakhrio	3 ɖakhrio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
140	near	NAS	AST	63	119	aʔhʌɳo	2 aʔhaɳe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
140	near	BMU	MUN	63	119	aʔhʌɳe	2 aʔhʌɳe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
140	near	NTO	TOR	63	119	ahɳe	2 ahɳe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
141	far	NAS	AST	63	119	seʈo	1 ʂete	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
141	far	BMU	MUN	63	119	ʂeʈe	1 ʂete	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
141	far	NTO	TOR	63	119	tʃeʈo	1 ʂeto	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
142	big	NAS	AST	63	119	waɖo	1 woɖu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
142	big	BMU	MUN	63	119	woʈu	1 woɖu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
142	big	NTO	TOR	63	119	moʈo | moʈo	1, 2 moto	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
143	small	NAS	AST	63	119	nano | nano	1 hanu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
143	small	BMU	MUN	63	119	hanu | hanu	1 hanu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
143	small	NTO	TOR	63	119	aʈʌlu	4 aʈʌlu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
144	heavy	NAS	AST	64	119	hʌʂi	2 paʔajo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
144	heavy	BMU	MUN	64	119	paʔajo | hʌdzo	2 paʔajo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
144	heavy	NTO	TOR	64	119	baro	3 baro	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
145	light	NAS	AST	64	120	olwo	2 olwo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
145	light	BMU	MUN	64	120	olwo	2 olwo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
145	light	NTO	TOR	64	120	phʌorõ	3 phʌorõ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
146	above	NAS	AST	64	120	uʂe	1 uʂe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
146	above	BMU	MUN	64	120	use	1 uʂe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
146	above	NTO	TOR	64	120	khaʈlapor	4 khaʈla-pʌr	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
147	below	NAS	AST	64	120	niʂe	1 niʂe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
147	below	BMU	MUN	64	120	nise	1 niʂe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
147	below	NTO	TOR	64	120	boɳɖ	3 boɳɖ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
148	white	NAS	AST	64	120	paɳɖo	2 paɳɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
148	white	BMU	MUN	64	120	paɳɖo	2 paɳɖu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
148	white	NTO	TOR	64	120	ɖoɭo	5 ɖolo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
149	black	NAS	AST	65	120	kalɔ	1 kalu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
149	black	BMU	MUN	65	120	kalu	1 kalu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
149	black	NTO	TOR	65	120	kaɭo	1 kalo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
150	red	NAS	AST	65	121	rʌʈɔ	1 raʈu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
150	red	BMU	MUN	65	121	rʌʈo	1 raʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
150	red	NTO	TOR	65	121	rʌʈʌɭõ	1 raʈʌlõ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
151	one	NAS	AST	65	121	lek	1 ek	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
151	one	BMU	MUN	65	121	ek	1 ek	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
151	one	NTO	TOR	65	121	ek	1 ək	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
152	two	NAS	AST	65	121	ben	1 ben	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
152	two	BMU	MUN	65	121	ben	1 ben	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
152	two	NTO	TOR	65	121	ɖwi	2 ɖwi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
153	three	NAS	AST	65	121	t̪iɳ	1 ʈiɳ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
153	three	BMU	MUN	65	121	t̪iɳ	1 ʈiɳ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
153	three	NTO	TOR	65	121	t̪iɳ	1 ʈiɳ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
154	four	NAS	AST	65	121	tʃar	1 tʃar	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
154	four	BMU	MUN	65	121	tʃar	1 ʃar	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
154	four	NTO	TOR	66	121	tʃar	1 tʃar	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
155	five	NAS	AST	66	122	pas	1 pas	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
155	five	BMU	MUN	66	122	pas	1 pas	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
155	five	NTO	TOR	66	122	pãʈs	1 paʈʂ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
156	six	NAS	AST	66	122	sʌo	1 sʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
156	six	BMU	MUN	66	122	sʌv	1 sʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
156	six	NTO	TOR	66	122	ʂo	1 ʂo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
157	seven	NAS	AST	66	122	haʈ	1 haʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
157	seven	BMU	MUN	66	122	haʈ	1 haʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
157	seven	NTO	TOR	66	122	haʈ	1 haʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
158	eight	NAS	AST	66	122	aʈ	1 aʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
158	eight	BMU	MUN	66	122	aʈ	1 aʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
158	eight	NTO	TOR	66	122	aʈh	1 aʈh	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
159	nine	NAS	AST	66	122	nʌo	1 nʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
159	nine	BMU	MUN	66	122	nʌo	1 nʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
159	nine	NTO	TOR	66	122	nʌo	1 nʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
160	ten	NAS	AST	67	123	doho	1 ɖoho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
160	ten	BMU	MUN	67	123	doho	1 ɖoho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
160	ten	NTO	TOR	67	123	ɖoh	1 ɖoh	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
161	eleven	NAS	AST	67	123	igjar	1 igjʌr	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
161	eleven	BMU	MUN	67	123	igjaʌ | igjara	1 igjʌr	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
161	eleven	NTO	TOR	67	123	gjara	1 igjara	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
162	twelve	NAS	AST	67	123	bara	1 bar	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
162	twelve	BMU	MUN	67	123	bare	1 bare	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
162	twelve	NTO	TOR	67	123	bava	1 bara	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
163	twenty	NAS	AST	67	123	vihi	1 βis	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
163	twenty	BMU	MUN	67	123	vihi	1 βihi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
163	twenty	NTO	TOR	67	123	βih	1 βih	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
164	one hundred	NAS	AST	67	123	ek hʌu	1 ek-hʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
164	one hundred	BMU	MUN	67	123	ekhʌo	1 ek-hʌo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
164	one hundred	NTO	TOR	67	123	ho	1 ho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
165	who?	NAS	AST	67	124	koɖo	1 koɽu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
165	who?	BMU	MUN	67	124	koɖu	1 koɽu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
165	who?	NTO	TOR	68	124	kuɳ	2 kuɳ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
166	what?	NAS	AST	68	124	ki	2 ki	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
166	what?	BMU	MUN	68	124	ki	2 ki	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
166	what?	NTO	TOR	68	124	kai	1 kai	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
167	where?	NAS	AST	68	124	ka	2 ka	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
167	where?	BMU	MUN	68	124	ka	2 ka	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
167	where?	NTO	TOR	68	124	kã	2 kã	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
168	when?	NAS	AST	68	124	kedihi	2 keɖihi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
168	when?	BMU	MUN	68	124	kẽhẽ | kedihi	2 keɖihi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
168	when?	NTO	TOR	68	124	kedi	2 keɖi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
169	how many?	NAS	AST	68	124	keteho	3 ketəho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
169	how many?	BMU	MUN	68	124	keteho | keʈuhu	3 keteho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
169	how many?	NTO	TOR	68	124	kolakh	5 kolakh	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
170	what kind?	NAS	AST	68	125	ket̪idzat̪ | hehinʌho	1 keʈi-dzaʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
170	what kind?	BMU	MUN	69	125	ket̪idzat̪ | kehʌloho	1 kete-dzaʈ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
170	what kind?	NTO	TOR	69	125	kolakh-dzat̪iɳ	4 kolak-dzaʈiɳ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
171	this	NAS	AST	69	125	o | oʔɔ	1 o	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
171	this	BMU	MUN	69	125	oʔõ | õ	1 õ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
171	this	NTO	TOR	69	125	jo	2 jo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
172	that	NAS	AST	69	125	phɔlɔ | to	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
172	that	BMU	MUN	69	125	phɔlo | t̪õ	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
172	that	NTO	TOR	69	125	t̪o	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
173	these	NAS	AST	69	125	i	1 e	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
173	these	BMU	MUN	69	125	e | e | e | e | eʔẽ | eʔẽ	1 e	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
173	these	NTO	TOR	69	125	jõ	5 ja	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
174	those	NAS	AST	69	125	te	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
174	those	BMU	MUN	70	125	t̪e	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
174	those	NTO	TOR	70	125	t̪a	4 ʈa	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
175	same	NAS	AST	70	126	harko	1 harko	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
175	same	BMU	MUN	70	126	sackha	1 harko	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
175	same	NTO	TOR	70	126	harkas̪	1 harkaʂ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
176	different	NAS	AST	70	126	alog | ɖihiro	2 alog	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
176	different	BMU	MUN	70	126	dʒuɖu | biru	1 dzuɖu, 2 alog	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
176	different	NTO	TOR	70	126	pharek	4 pharek	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
177	whole	NAS	AST	70	126	akhuwo	2 akhuwo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
177	whole	BMU	MUN	70	126	akhwo	2 akhuwo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
177	whole	NTO	TOR	70	126	akhwalo	2 akhwalo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
178	broken	NAS	AST	70	126	puʈno	1 puʈno	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
178	broken	BMU	MUN	70	126	puʈiio	1 puʈʈio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
178	broken	NTO	TOR	70	126	phuʈel	1 phuʈel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
179	few	NAS	AST	70	126	t̪oɖo	2 t̪oɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
179	few	BMU	MUN	71	126	thuɖo	2 t̪oɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
179	few	NTO	TOR	71	126	thorʌs̪	4 t̪horaʂ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
180	many	NAS	AST	71	127	dzaʔakho	1 dzaʔakho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
180	many	BMU	MUN	71	127	dzaʔakho	1 dzaʔakho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
180	many	NTO	TOR	71	127	dzobed̪	4 dʒobeɖ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
181	all	NAS	AST	71	127	akhe	2 akhe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
181	all	BMU	MUN	71	127	baɖe | akhe	1 baɖe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
181	all	NTO	TOR	71	127	akha | boʈha	2 akha, 3 boʈha	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
182	eat!, he ate	NAS	AST	71	127	khaɖo	1 khaɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
182	eat!, he ate	BMU	MUN	71	127	kha | khaɖo	1 khaɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
182	eat!, he ate	NTO	TOR	71	127	khaije	1 khaije	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
183	bite!, he bit	NAS	AST	71	127	saulio | sʌu	1 saulio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
183	bite!, he bit	BMU	MUN	71	127	sauwio | sau	1 sauwio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
183	bite!, he bit	NTO	TOR	71	127	tsaiel | tsaiel | saiel	1 tsaiel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
184	he is, he was hungry	NAS	AST	72	127	pukh̪lagi	1 pukh-lagi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
184	he is, he was hungry	BMU	MUN	72	127	pukh̪lagi	1 pukh-lagi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
184	he is, he was hungry	NTO	TOR	72	127	buklagi	1 bukh-lagʌɳo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
185	drink!, he drank	NAS	AST	72	128	piɖo	1 piɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
185	drink!, he drank	BMU	MUN	72	128	piɖo	1 piɖo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
185	drink!, he drank	NTO	TOR	72	128	pil | piɖo	1 piɭ	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
186	he is, he was thirsty	NAS	AST	72	128	toroholagi	2 toroho-lagi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
186	he is, he was thirsty	BMU	MUN	72	128	toroholagi	2 toroho-lagi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
186	he is, he was thirsty	NTO	TOR	72	128	t̪ihlagi	3 ʈih-lagʌɳo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
187	sleep!, he slept	NAS	AST	72	128	huwio	1 huwio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
187	sleep!, he slept	BMU	MUN	73	128	huvidʒa | huvidʒu | huwio	1 huwio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
187	sleep!, he slept	NTO	TOR	73	128	hujel	1 hujel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
188	lie down!, he lay down	NAS	AST	73	128	huʈʈidʒʌ | huʈʈiguju	3 noʈio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
188	lie down!, he lay down	BMU	MUN	73	128	loʈu | loʈu | loʈu	3 loʈu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
188	lie down!, he lay down	NTO	TOR	73	128	loʈel | loʈel	3 loʈel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
189	sit down!, he sat down	NAS	AST	73	128	bɔhju | bɔho	1 boʈhio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
189	sit down!, he sat down	BMU	MUN	73	128	boʈhuhe | biodʒa	1 boʈhuhu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
189	sit down!, he sat down	NTO	TOR	73	128	boho | bohel	1 bohel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
190	give!, he gave	NAS	AST	74	129	apiho	2 apʈho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
190	give!, he gave	BMU	MUN	74	129	ap | apiho	2 apʈho	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
190	give!, he gave	NTO	TOR	74	129	apil	2 apil	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
191	it burns, it burned	NAS	AST	74	129	peʈahe | peʈaʈ gujo | balio	2 balio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
191	it burns, it burned	BMU	MUN	74	129	bolehe | peʈahe	2 holehe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
191	it burns, it burned	NTO	TOR	74	129	bolil	2 bolil	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
192	don't die!, he died	NAS	AST	74	129	mamohi | mɔhiʈ guji	1 maju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
192	don't die!, he died	BMU	MUN	74	129	maju | moiʈguju	1 maju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
192	don't die!, he died	NTO	TOR	74	129	morjel	1 morjel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
193	don't kill!, he killed	NAS	AST	74	129	maɖʌhi | ɖɛɖu	1 mait-ʈekju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
193	don't kill!, he killed	BMU	MUN	74	129	maiʈʈakju | ɖɛɖu	1 mait-ʈakju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
193	don't kill!, he killed	NTO	TOR	75	129	maril	1 maril	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
194	fly!, it flew	NAS	AST	75	129	uɖio	1 uɖio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
194	fly!, it flew	BMU	MUN	75	129	uɖidʒa | uɖio	1 uɖio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
194	fly!, it flew	NTO	TOR	75	129	uɖel	1 uɖel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
195	walk!, he walked	NAS	AST	75	130	gojo	2 gojo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
195	walk!, he walked	BMU	MUN	75	130	saliu | sal	1 saliu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
195	walk!, he walked	NTO	TOR	75	130	tsalel | tsalo	1 tsalel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
196	run!, he ran	NAS	AST	75	130	gugɖiu	3 gugdiu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
196	run!, he ran	BMU	MUN	75	130	gugɖe | gugɖiu	3 gugdiu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
196	run!, he ran	NTO	TOR	75	130	ɖowɖil	1 ɖowɖil	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
197	go!, he went	NAS	AST	75	130	dʒo | goinu | gojo	1 gojo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
197	go!, he went	BMU	MUN	75	130	goju | dza	1 goju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
197	go!, he went	NTO	TOR	76	130	giljo | dzael | giljo | dzael	1 giljo, 2 dzael	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
198	come!, he came	NAS	AST	76	130	aiju | avu	1 aiju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
198	come!, he came	BMU	MUN	76	130	aiju | av	1 aiju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
198	come!, he came	NTO	TOR	76	130	aijel	1 aijel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
199	speak!, he spoke	NAS	AST	76	130	gogijo	1 gogijo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
199	speak!, he spoke	BMU	MUN	76	130	gogiju | goge	1 gogijo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
199	speak!, he spoke	NTO	TOR	76	130	ke | bolil	2 bolil	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
200	listen!, he heard	NAS	AST	76	131	unaiju	1 uɳaiju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
200	listen!, he heard	BMU	MUN	76	131	unaiju | una	1 uɳaiju	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
200	listen!, he heard	NTO	TOR	76	131	hombʌlil	2 hombʌlil	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
201	look!, he saw	NAS	AST	76	131	pal | palju | palio	4 palio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
201	look!, he saw	BMU	MUN	76	131	palio | pal	4 palio	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
201	look!, he saw	NTO	TOR	76	131	ɖekhel	5 ɖekhel	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
202	I (1st sg)	NAS	AST	77	131	ai | ai	1 ai	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
202	I (1st sg)	BMU	MUN	77	131	ai | ai	1 ai	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
202	I (1st sg)	NTO	TOR	77	131	mi	2 mi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
203	you (2nd sg, informal)	NAS	AST	77	131	t̪u	1 t̪u	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
203	you (2nd sg, informal)	BMU	MUN	77	131	t̪u	1 t̪u	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
203	you (2nd sg, informal)	NTO	TOR	77	131	t̪u	1 t̪u	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
204	you (2nd sg, formal)	NAS	AST	77	131	t̪umu	1 t̪umo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
204	you (2nd sg, formal)	BMU	MUN	77	131	t̪umu	1 t̪umu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
204	you (2nd sg, formal)	NTO	TOR	77	131	t̪umo	1 t̪umo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
205	he (3rd sg, masculine)	NAS	AST	77	132	t̪o	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
205	he (3rd sg, masculine)	BMU	MUN	77	132	t̪o	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
205	he (3rd sg, masculine)	NTO	TOR	77	132	t̪o	1 ʈo	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
206	she (3rd sg, feminine)	NAS	AST	77	132	t̪ɛ	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
206	she (3rd sg, feminine)	BMU	MUN	77	132	t̪ɛ	1 ʈe	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
206	she (3rd sg, feminine)	NTO	TOR	77	132	t̪i	1 ʈi	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
207	we (1st pl, inclusive)	NAS	AST	78	132	apu	1 apu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
207	we (1st pl, inclusive)	BMU	MUN	78	132	apu | apuhu | ʌmu	1 apu	same-source-representation-differs	exclude Noira republication; retain primary ESR 2013-004 route
