Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Staged_Entry_Keys
123	belly	SM	Shimong	25	21	middle	aki	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 123, list SM]	padung-sako2015adi:item:123:site:SM:response:1
123	belly	BK	Bokar	25	21	middle	kipo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 123, list BK]	padung-sako2015adi:item:123:site:BK:response:1
124	heart (organ)	MN	Minyong	25	21	middle	aʔɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list MN]	padung-sako2015adi:item:124:site:MN:response:1
124	heart (organ)	BR	Bori	25	21	middle	aːŋ	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list BR]	padung-sako2015adi:item:124:site:BR:response:1
124	heart (organ)	RM	Ramo	25	21	middle	hinoŋ	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list RM]	padung-sako2015adi:item:124:site:RM:response:1
124	heart (organ)	ML	Milang	25	21	middle	hapɯ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list ML]	padung-sako2015adi:item:124:site:ML:response:1
124	heart (organ)	PL	Pailibo	25	21	middle	aːpuk	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list PL]	padung-sako2015adi:item:124:site:PL:response:1
124	heart (organ)	AS	Ashing (Bogum Bokang)	25	21	middle	apuk	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list AS]	padung-sako2015adi:item:124:site:AS:response:1
124	heart (organ)	PD	Padam	25	21	middle	apɯ | apɯ	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list PD]	padung-sako2015adi:item:124:site:PD:response:1 | padung-sako2015adi:item:124:site:PD:response:2
124	heart (organ)	SM	Shimong	25	21	middle	apɯ | apɯ	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list SM]	padung-sako2015adi:item:124:site:SM:response:1 | padung-sako2015adi:item:124:site:SM:response:2
124	heart (organ)	BK	Bokar	25	21	middle	hinoŋ	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 124, list BK]	padung-sako2015adi:item:124:site:BK:response:1
125	back	MN	Minyong	25	21	right	lamku	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list MN]	padung-sako2015adi:item:125:site:MN:response:1
125	back	BR	Bori	25	21	right	laŋko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list BR]	padung-sako2015adi:item:125:site:BR:response:1
125	back	RM	Ramo	25	21	right	lamko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list RM]	padung-sako2015adi:item:125:site:RM:response:1
125	back	ML	Milang	25	21	right	ɾamə	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list ML]	padung-sako2015adi:item:125:site:ML:response:1
125	back	PL	Pailibo	25	21	right	lamko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list PL]	padung-sako2015adi:item:125:site:PL:response:1
125	back	AS	Ashing (Bogum Bokang)	25	21	right	laŋku	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list AS]	padung-sako2015adi:item:125:site:AS:response:1
125	back	PD	Padam	25	21	right	lamku	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list PD]	padung-sako2015adi:item:125:site:PD:response:1
125	back	SM	Shimong	25	21	right	lamku	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list SM]	padung-sako2015adi:item:125:site:SM:response:1
125	back	BK	Bokar	25	21	right	lamko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 125, list BK]	padung-sako2015adi:item:125:site:BK:response:1
126	body	MN	Minyong	25	21	right	amɯɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list MN]	padung-sako2015adi:item:126:site:MN:response:1
126	body	BR	Bori	25	21	right	amɯɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list BR]	padung-sako2015adi:item:126:site:BR:response:1
126	body	RM	Ramo	25	21	right	eɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list RM]	padung-sako2015adi:item:126:site:RM:response:1
126	body	ML	Milang	25	21	right	amɯl	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list ML]	padung-sako2015adi:item:126:site:ML:response:1
126	body	PL	Pailibo	25	21	right	aɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list PL]	padung-sako2015adi:item:126:site:PL:response:1
126	body	AS	Ashing (Bogum Bokang)	25	21	right	amɯɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list AS]	padung-sako2015adi:item:126:site:AS:response:1
126	body	PD	Padam	25	21	right	amɯl	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list PD]	padung-sako2015adi:item:126:site:PD:response:1
126	body	SM	Shimong	25	21	right	amɯɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list SM]	padung-sako2015adi:item:126:site:SM:response:1
126	body	BK	Bokar	25	21	right	aɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 126, list BK]	padung-sako2015adi:item:126:site:BK:response:1
127	person	MN	Minyong	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list MN]	padung-sako2015adi:item:127:site:MN:response:1
127	person	BR	Bori	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list BR]	padung-sako2015adi:item:127:site:BR:response:1
127	person	RM	Ramo	25	21	right	mi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list RM]	padung-sako2015adi:item:127:site:RM:response:1
127	person	ML	Milang	25	21	right	mi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list ML]	padung-sako2015adi:item:127:site:ML:response:1
127	person	PL	Pailibo	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list PL]	padung-sako2015adi:item:127:site:PL:response:1
127	person	AS	Ashing (Bogum Bokang)	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list AS]	padung-sako2015adi:item:127:site:AS:response:1
127	person	PD	Padam	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list PD]	padung-sako2015adi:item:127:site:PD:response:1
127	person	SM	Shimong	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list SM]	padung-sako2015adi:item:127:site:SM:response:1
127	person	BK	Bokar	25	21	right	mi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 127, list BK]	padung-sako2015adi:item:127:site:BK:response:1
128	man	MN	Minyong	25	21	right	miloko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list MN]	padung-sako2015adi:item:128:site:MN:response:1
128	man	BR	Bori	25	21	right	ami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list BR]	padung-sako2015adi:item:128:site:BR:response:1
128	man	RM	Ramo	25	21	right	mit̪uɾ | mit̪uɾ	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list RM]	padung-sako2015adi:item:128:site:RM:response:1 | padung-sako2015adi:item:128:site:RM:response:2
128	man	ML	Milang	25	21	right	malu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list ML]	padung-sako2015adi:item:128:site:ML:response:1
128	man	PL	Pailibo	25	21	right	ɲit̪uɾ	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list PL]	padung-sako2015adi:item:128:site:PL:response:1
128	man	AS	Ashing (Bogum Bokang)	25	21	right	miloko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list AS]	padung-sako2015adi:item:128:site:AS:response:1
128	man	PD	Padam	25	21	right	milokoŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list PD]	padung-sako2015adi:item:128:site:PD:response:1
128	man	SM	Shimong	25	21	right	miloko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list SM]	padung-sako2015adi:item:128:site:SM:response:1
128	man	BK	Bokar	25	21	right	mit̪uɾ | mit̪uɾ	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 128, list BK]	padung-sako2015adi:item:128:site:BK:response:1 | padung-sako2015adi:item:128:site:BK:response:2
129	woman	MN	Minyong	25	21	right	miməko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 129, list MN]	padung-sako2015adi:item:129:site:MN:response:1
129	woman	BR	Bori	25	21	right	ɲimə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 21, item 129, list BR]	padung-sako2015adi:item:129:site:BR:response:1
129	woman	RM	Ramo	26	22	left	ɲẽmə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list RM]	padung-sako2015adi:item:129:site:RM:response:1
129	woman	ML	Milang	26	22	left	mami	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list ML]	padung-sako2015adi:item:129:site:ML:response:1
129	woman	PL	Pailibo	26	22	left	ɲimə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list PL]	padung-sako2015adi:item:129:site:PL:response:1
129	woman	AS	Ashing (Bogum Bokang)	26	22	left	miməko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list AS]	padung-sako2015adi:item:129:site:AS:response:1
129	woman	PD	Padam	26	22	left	miməko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list PD]	padung-sako2015adi:item:129:site:PD:response:1
129	woman	SM	Shimong	26	22	left	miməko	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list SM]	padung-sako2015adi:item:129:site:SM:response:1
129	woman	BK	Bokar	26	22	left	ɲõmẽ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 129, list BK]	padung-sako2015adi:item:129:site:BK:response:1
130	father	MN	Minyong	26	22	left	jai	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list MN]	padung-sako2015adi:item:130:site:MN:response:1
130	father	BR	Bori	26	22	left	at̪e	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list BR]	padung-sako2015adi:item:130:site:BR:response:1
130	father	RM	Ramo	26	22	left	abo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list RM]	padung-sako2015adi:item:130:site:RM:response:1
130	father	ML	Milang	26	22	left	abe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list ML]	padung-sako2015adi:item:130:site:ML:response:1
130	father	PL	Pailibo	26	22	left	abo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list PL]	padung-sako2015adi:item:130:site:PL:response:1
130	father	AS	Ashing (Bogum Bokang)	26	22	left	abu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list AS]	padung-sako2015adi:item:130:site:AS:response:1
130	father	PD	Padam	26	22	left	abu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list PD]	padung-sako2015adi:item:130:site:PD:response:1
130	father	SM	Shimong	26	22	left	abu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list SM]	padung-sako2015adi:item:130:site:SM:response:1
130	father	BK	Bokar	26	22	left	abo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 130, list BK]	padung-sako2015adi:item:130:site:BK:response:1
131	mother	MN	Minyong	26	22	left	ummo	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list MN]	padung-sako2015adi:item:131:site:MN:response:1
131	mother	BR	Bori	26	22	left	aji	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list BR]	padung-sako2015adi:item:131:site:BR:response:1
131	mother	RM	Ramo	26	22	left	ane	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list RM]	padung-sako2015adi:item:131:site:RM:response:1
131	mother	ML	Milang	26	22	left	aji | adʒi	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list ML]	padung-sako2015adi:item:131:site:ML:response:1 | padung-sako2015adi:item:131:site:ML:response:2
131	mother	PL	Pailibo	26	22	left	ane | ɲene	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list PL]	padung-sako2015adi:item:131:site:PL:response:1 | padung-sako2015adi:item:131:site:PL:response:2
131	mother	AS	Ashing (Bogum Bokang)	26	22	left	anə	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list AS]	padung-sako2015adi:item:131:site:AS:response:1
131	mother	PD	Padam	26	22	left	ane	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list PD]	padung-sako2015adi:item:131:site:PD:response:1
131	mother	SM	Shimong	26	22	left	ane	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list SM]	padung-sako2015adi:item:131:site:SM:response:1
131	mother	BK	Bokar	26	22	left	anə | nanə	2 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 131, list BK]	padung-sako2015adi:item:131:site:BK:response:1 | padung-sako2015adi:item:131:site:BK:response:2
132	husband	MN	Minyong	26	22	left	midʒiŋ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list MN]	padung-sako2015adi:item:132:site:MN:response:1
132	husband	BR	Bori	26	22	left	milo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list BR]	padung-sako2015adi:item:132:site:BR:response:1
132	husband	RM	Ramo	26	22	left	melo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list RM]	padung-sako2015adi:item:132:site:RM:response:1
132	husband	ML	Milang	26	22	left	madʒaŋ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list ML]	padung-sako2015adi:item:132:site:ML:response:1
132	husband	PL	Pailibo	26	22	left	ɲilo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list PL]	padung-sako2015adi:item:132:site:PL:response:1
132	husband	AS	Ashing (Bogum Bokang)	26	22	left	milo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list AS]	padung-sako2015adi:item:132:site:AS:response:1
132	husband	PD	Padam	26	22	left	milo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list PD]	padung-sako2015adi:item:132:site:PD:response:1
132	husband	SM	Shimong	26	22	left	milo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list SM]	padung-sako2015adi:item:132:site:SM:response:1
132	husband	BK	Bokar	26	22	left	melo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 132, list BK]	padung-sako2015adi:item:132:site:BK:response:1
133	wife	MN	Minyong	26	22	left	mimə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 22, item 133, list MN]	padung-sako2015adi:item:133:site:MN:response:1
