Record_Type,Report,PDF_Page,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Comparison_Role,Response,Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,adimathara2019mudhili,28,24,1,110,younger sister,Kotha,Kothavalasa,target,1,4,ʈoɖuɖ,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 110, Kothavalasa]",silgadaba2019:g110:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,110,younger sister,Suregadi,Suregadivalasa,target,1,4,ʈoɖuɖ,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 110, Suregadivalasa]",silgadaba2019:g110:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,110,younger sister,Suregadi,Suregadivalasa,target,2,5,tʃelːel,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 110, Suregadivalasa]",silgadaba2019:g110:sil-gadaba-2019-suregadivalasa:i2
wordlist response,adimathara2019mudhili,28,24,1,110,younger sister,Chinachipuru,Chinachipuruvalasa,target,1,6,pit̪ikako,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 110, Chinachipuruvalasa]",silgadaba2019:g110:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,110,younger sister,TELUGU,Srikakulam Telugu,comparison control,1,5,tʃinːətʃilːi,visually transcribed at quarter-column zoom,source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 110, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,1,111,son,Bobbili,Bobbilivalasa,target,1,1,tʃinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Bobbilivalasa]",silgadaba2019:g111:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Gogada,Gogaduvalasa,target,1,1,sinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Gogaduvalasa]",silgadaba2019:g111:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Panuku,Panukuvalasa,target,1,1,tʃinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Panukuvalasa]",silgadaba2019:g111:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Reyavani,Reyavanivalasa,target,1,1,tʃinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Reyavanivalasa]",silgadaba2019:g111:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Kotha,Kothavalasa,target,1,1,tʃinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Kothavalasa]",silgadaba2019:g111:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Suregadi,Suregadivalasa,target,1,1,sinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Suregadivalasa]",silgadaba2019:g111:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,Chinachipuru,Chinachipuruvalasa,target,1,1,sinɖu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Chinachipuruvalasa]",silgadaba2019:g111:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,111,son,TELUGU,Srikakulam Telugu,comparison control,1,3,koɖukːu,visually transcribed at quarter-column zoom,source-raster-coronal,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 111, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Bobbili,Bobbilivalasa,target,1,1,malu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Bobbilivalasa]",silgadaba2019:g112:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Gogada,Gogaduvalasa,target,1,1,malu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Gogaduvalasa]",silgadaba2019:g112:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Panuku,Panukuvalasa,target,1,1,melu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Panukuvalasa]",silgadaba2019:g112:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Reyavani,Reyavanivalasa,target,1,1,malu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Reyavanivalasa]",silgadaba2019:g112:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Kotha,Kothavalasa,target,1,1,melu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Kothavalasa]",silgadaba2019:g112:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Suregadi,Suregadivalasa,target,1,1,melu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Suregadivalasa]",silgadaba2019:g112:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,Chinachipuru,Chinachipuruvalasa,target,1,1,malu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Chinachipuruvalasa]",silgadaba2019:g112:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,112,daughter,TELUGU,Srikakulam Telugu,comparison control,1,3,kut̪uru,visually transcribed at quarter-column zoom,source-raster-coronal,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 112, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Bobbili,Bobbilivalasa,target,1,2,məgɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Bobbilivalasa]",silgadaba2019:g113:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Gogada,Gogaduvalasa,target,1,2,məgɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Gogaduvalasa]",silgadaba2019:g113:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Panuku,Panukuvalasa,target,1,2,məgɪnɖ,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Panukuvalasa]",silgadaba2019:g113:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Reyavani,Reyavanivalasa,target,1,2,məgɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Reyavanivalasa]",silgadaba2019:g113:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Kotha,Kothavalasa,target,1,2,məgɪn,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Kothavalasa]",silgadaba2019:g113:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Suregadi,Suregadivalasa,target,1,2,məgɪnɖ,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Suregadivalasa]",silgadaba2019:g113:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,Chinachipuru,Chinachipuruvalasa,target,1,2,məgɪn,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Chinachipuruvalasa]",silgadaba2019:g113:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,1,113,husband,TELUGU,Srikakulam Telugu,comparison control,1,4,pərt̪e,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 113, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Bobbili,Bobbilivalasa,target,1,3,ajal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Bobbilivalasa]",silgadaba2019:g114:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Gogada,Gogaduvalasa,target,1,3,ajal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Gogaduvalasa]",silgadaba2019:g114:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Panuku,Panukuvalasa,target,1,3,eⁱjel,visually transcribed at quarter-column zoom,source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Panukuvalasa]",silgadaba2019:g114:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Reyavani,Reyavanivalasa,target,1,3,ajal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Reyavanivalasa]",silgadaba2019:g114:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Kotha,Kothavalasa,target,1,3,əⁱjel,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Kothavalasa]",silgadaba2019:g114:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Suregadi,Suregadivalasa,target,1,3,eⁱjel,visually transcribed at quarter-column zoom,source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Suregadivalasa]",silgadaba2019:g114:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,Chinachipuru,Chinachipuruvalasa,target,1,3,ajal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Chinachipuruvalasa]",silgadaba2019:g114:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,114,wife,TELUGU,Srikakulam Telugu,comparison control,1,5,bʰerje,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 114, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Bobbili,Bobbilivalasa,target,1,1,tʃepːəl,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Bobbilivalasa]",silgadaba2019:g115:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Gogada,Gogaduvalasa,target,1,1,tʃepəl,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Gogaduvalasa]",silgadaba2019:g115:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Panuku,Panukuvalasa,target,1,1,tʃepel,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Panukuvalasa]",silgadaba2019:g115:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Reyavani,Reyavanivalasa,target,1,1,tʃepːəl,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Reyavanivalasa]",silgadaba2019:g115:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Kotha,Kothavalasa,target,1,1,tʃepːel,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Kothavalasa]",silgadaba2019:g115:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Suregadi,Suregadivalasa,target,1,1,sepel,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Suregadivalasa]",silgadaba2019:g115:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,Chinachipuru,Chinachipuruvalasa,target,1,1,tʃepəl,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Chinachipuruvalasa]",silgadaba2019:g115:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,115,boy,TELUGU,Srikakulam Telugu,comparison control,1,3,ʌbːeji,visually transcribed at quarter-column zoom,source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 115, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Bobbili,Bobbilivalasa,target,1,1,mal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Bobbilivalasa]",silgadaba2019:g116:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Gogada,Gogaduvalasa,target,1,1,mal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Gogaduvalasa]",silgadaba2019:g116:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Panuku,Panukuvalasa,target,1,1,melu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Panukuvalasa]",silgadaba2019:g116:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Reyavani,Reyavanivalasa,target,1,1,mal,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Reyavanivalasa]",silgadaba2019:g116:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Kotha,Kothavalasa,target,1,1,mel,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Kothavalasa]",silgadaba2019:g116:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Suregadi,Suregadivalasa,target,1,1,melu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Suregadivalasa]",silgadaba2019:g116:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,Chinachipuru,Chinachipuruvalasa,target,1,1,malu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Chinachipuruvalasa]",silgadaba2019:g116:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,116,girl,TELUGU,Srikakulam Telugu,comparison control,1,5,ʌmːeji,visually transcribed at quarter-column zoom,source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 116, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,2,117,day,Bobbili,Bobbilivalasa,target,1,2,rodʒu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Bobbilivalasa]",silgadaba2019:g117:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Gogada,Gogaduvalasa,target,1,2,rodʒu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Gogaduvalasa]",silgadaba2019:g117:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Panuku,Panukuvalasa,target,1,3,inːen,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Panukuvalasa]",silgadaba2019:g117:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Reyavani,Reyavanivalasa,target,1,2,rodʒu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Reyavanivalasa]",silgadaba2019:g117:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Kotha,Kothavalasa,target,1,3,inːen,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Kothavalasa]",silgadaba2019:g117:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Suregadi,Suregadivalasa,target,1,2,rodʒu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Suregadivalasa]",silgadaba2019:g117:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,Chinachipuru,Chinachipuruvalasa,target,1,2,rodʒu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Chinachipuruvalasa]",silgadaba2019:g117:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,2,117,day,TELUGU,Srikakulam Telugu,comparison control,1,2,rodʒu,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 117, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,3,118,night,Bobbili,Bobbilivalasa,target,1,1,nʌrkəm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Bobbilivalasa]",silgadaba2019:g118:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Gogada,Gogaduvalasa,target,1,1,nʌrkəm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Gogaduvalasa]",silgadaba2019:g118:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Panuku,Panukuvalasa,target,1,1,nərkəm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Panukuvalasa]",silgadaba2019:g118:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Reyavani,Reyavanivalasa,target,1,1,nʌrkəm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Reyavanivalasa]",silgadaba2019:g118:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Kotha,Kothavalasa,target,1,1,nərkən,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Kothavalasa]",silgadaba2019:g118:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Suregadi,Suregadivalasa,target,1,1,nərkɛm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Suregadivalasa]",silgadaba2019:g118:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Chinachipuru,Chinachipuruvalasa,target,1,1,nʌrkəm,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Chinachipuruvalasa]",silgadaba2019:g118:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,118,night,Chinachipuru,Chinachipuruvalasa,target,2,3,d̪ʌrʌmʌndʒi,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Chinachipuruvalasa]",silgadaba2019:g118:sil-gadaba-2019-chinachipuruvalasa:i2
wordlist response,adimathara2019mudhili,28,24,3,118,night,TELUGU,Srikakulam Telugu,comparison control,1,2,reːt̪ri,visually transcribed at quarter-column zoom,source-raster-coronal,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 118, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Bobbili,Bobbilivalasa,target,1,1,arʈol,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Bobbilivalasa]",silgadaba2019:g119:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Bobbili,Bobbilivalasa,target,2,5,vegeʈe,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Bobbilivalasa]",silgadaba2019:g119:sil-gadaba-2019-bobbilivalasa:i2
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Gogada,Gogaduvalasa,target,1,1,arʈol,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Gogaduvalasa]",silgadaba2019:g119:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Gogada,Gogaduvalasa,target,2,2,pakəʈəl,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Gogaduvalasa]",silgadaba2019:g119:sil-gadaba-2019-gogaduvalasa:i2
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Gogada,Gogaduvalasa,target,3,5,vegeʈe,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Gogaduvalasa]",silgadaba2019:g119:sil-gadaba-2019-gogaduvalasa:i3
wordlist response,adimathara2019mudhili,28,24,3,119,morning,Panuku,Panukuvalasa,target,1,1,ərʈol,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 24, item 119, Panukuvalasa]",silgadaba2019:g119:sil-gadaba-2019-panukuvalasa:i1
