PDF_Page,Printed_Page,Column,Head_Source,Form,Dialect,Language_ID,POS,Gloss,CDIAL_ID,Link_Source,CDIAL_Candidates,Entry_Text
247,237,1,tuìri,tuìri,J,Mai-Jijal,adj.f,brave,,unlinked,,tuìri adj.f. ‘brave’. ← tùru.
247,237,1,"t:,r̄́ ṽ (3m)",t,J,Mai-Jijal,v.t,to cool,,unlinked,,"t:,r̄́ ṽ (3m) v.t. ‘to cool’. Pres. tṛ sùh tuirā́th ‘he cools (s.th.)’. Pres. caus. sùh tuiriā́th ‘he causes (s.o.) to cool (s.th.)’. Pres. pasṣ sùh tuirzɑ̄̀th ‘it gets cooled’. Perf. pasṣ sùh turízi thū̀ ‘it has been cooled’. Aoṛ tṛ sʌ́ỹ tuirā́ or tuirḗl ‘he cooled (s.th.)’. Conv. tṛ tuirā́-. ← tū̀ 1 plus causative sufﬁx -r-."
247,237,1,tuihɑ̄̀r,tuihɑ̄̀r,J,Mai-Jijal,n.m,coldness,5894,dictionary,5894,tuihɑ̄̀r n.m. ‘coldness’. < túṣāra- (5894). At the end of the lemma Turner considers for K. a protoform *tuhār-.
247,237,1,"tùī (J, Š)",tùī,J,Mai-Jijal,adj.f,cold,,unlinked,,"tùī (J, Š) adj.f. ‘cold’. ← tū̀ 1."
247,237,1,"tùī (J, Š)",tùī,Š,Mai-Shatot,adj.f,cold,,unlinked,,"tùī (J, Š) adj.f. ‘cold’. ← tū̀ 1."
247,237,1,tukɑ̄̀l (Š),tukɑ̄̀l,Š,Mai-Shatot,n.m,moist earth,,unlinked,,tukɑ̄̀l (Š) n.m. ‘moist earth’. Also Sh.
247,237,1,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G)",tutkū́,J,Mai-Jijal,n.m,a ﬂute,,unlinked,,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G) n.m. ‘a ﬂute’. Sh. tuták, Buṛ tuték ‘Blockﬂöte’. Perṣ totak ‘a shepherd’s pipe’."
247,237,1,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G)",tütɑ̈́k,B,bhatr,n.m,a ﬂute,,unlinked,,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G) n.m. ‘a ﬂute’. Sh. tuták, Buṛ tuték ‘Blockﬂöte’. Perṣ totak ‘a shepherd’s pipe’."
247,237,1,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G)",tuṭɑ̈́k,B,bhatr,n.m,a ﬂute,,unlinked,,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G) n.m. ‘a ﬂute’. Sh. tuták, Buṛ tuték ‘Blockﬂöte’. Perṣ totak ‘a shepherd’s pipe’."
247,237,1,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G)",tutúk,G,Gowro,n.m,a ﬂute,,unlinked,,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G) n.m. ‘a ﬂute’. Sh. tuták, Buṛ tuték ‘Blockﬂöte’. Perṣ totak ‘a shepherd’s pipe’."
247,237,1,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G)",tutkáh,G,Gowro,n.m,a ﬂute,,unlinked,,"tutkū́, -ṓ (J); tütɑ̈́k, tuṭɑ̈́k (B); tutúk, tutkáh (G) n.m. ‘a ﬂute’. Sh. tuták, Buṛ tuték ‘Blockﬂöte’. Perṣ totak ‘a shepherd’s pipe’."
247,237,1,"+ G, J bāšō̃́",tutkū́ G,J,Mai-Jijal,,to blow a ﬂute,,unlinked,,"+ G, J bāšō̃́ ‘to blow a ﬂute’."
247,237,1,"+ G, J bāšō̃́",tutkū́ bāšō̃́,J,Mai-Jijal,,to blow a ﬂute,,unlinked,,"+ G, J bāšō̃́ ‘to blow a ﬂute’."
247,237,1,"t̀ün, t́uṇ (B)",t̀ün,B,bhatr,,navel; umbilical cord,5860,dictionary,5860,"t̀ün, t́uṇ (B) ‘navel; umbilical cord’; tuni, tunéh (G); túnd, tunʒ̀ (Š) n.f. ‘navel’. Same as J tuìni. < tundi- (5860)."
247,237,1,"t̀ün, t́uṇ (B)",t́uṇ,B,bhatr,,navel; umbilical cord,5860,dictionary,5860,"t̀ün, t́uṇ (B) ‘navel; umbilical cord’; tuni, tunéh (G); túnd, tunʒ̀ (Š) n.f. ‘navel’. Same as J tuìni. < tundi- (5860)."
247,237,1,tùnd,tùnd,J,Mai-Jijal,n.m,a big kind of basket made from pašʌ̀ṽ twigs for storing grains,,unlinked,,tùnd n.m. ‘a big kind of basket made from pašʌ̀ṽ twigs for storing grains’. Sh. tǔ’n-i-yě ‘bag’. Cf. Pshṭ tavan-gai ‘a small basket or portmanteau’.
247,237,1,"tunū́, -ṓ or tundū́, -ṓ",tunū́,J,Mai-Jijal,n.m,"a (small) cage (for chicken, birds)",,unlinked,,"tunū́, -ṓ or tundū́, -ṓ n.m. ‘a (small) cage (for chicken, birds)’. Dimiṇ of prec̣"
247,237,1,"tunū́, -ṓ or tundū́, -ṓ",tundū́,J,Mai-Jijal,n.m,"a (small) cage (for chicken, birds)",,unlinked,,"tunū́, -ṓ or tundū́, -ṓ n.m. ‘a (small) cage (for chicken, birds)’. Dimiṇ of prec̣"
247,237,1,"tùmbur or tùmur, tùmrah",tùmbur,J,Mai-Jijal,n.m,a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease,5872,dictionary,5872,"tùmbur or tùmur, tùmrah n.m. ‘a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease’ vḕ-phíri)’. Prob. Embelia ribeṣ Same as B t́ïmbɑ̈ṛ < *timbaru- (5872)."
247,237,1,"tùmbur or tùmur, tùmrah",tùmur,J,Mai-Jijal,n.m,a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease,5872,dictionary,5872,"tùmbur or tùmur, tùmrah n.m. ‘a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease’ vḕ-phíri)’. Prob. Embelia ribeṣ Same as B t́ïmbɑ̈ṛ < *timbaru- (5872)."
247,237,1,"tùmbur or tùmur, tùmrah",tùmrah,J,Mai-Jijal,n.m,a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease,5872,dictionary,5872,"tùmbur or tùmur, tùmrah n.m. ‘a tree with black seeds and covered with thorns (even its trunk) (extract is given as medicine to goats when they have a sprained neck; also used against the ‘water disease’ vḕ-phíri)’. Prob. Embelia ribeṣ Same as B t́ïmbɑ̈ṛ < *timbaru- (5872)."
247,237,2,tumrā̃̀,tumrā̃̀,J,Mai-Jijal,n.f,name of a tree (its leaves are used as fodder for goats),,unlinked,,tumrā̃̀ n.f. ‘name of a tree (its leaves are used as fodder for goats)’. Cf. prec̣
247,237,2,tùru,tùru,J,Mai-Jijal,adj.m,brave; bravery,,unlinked,,tùru adj.m.; n.m. ‘brave; bravery’. Pshṭ tūrzan ‘a gallant soldier’. Perh. from Turk. tūrā ‘a chieftain’. Cf. tūrzʌ́ṅg.
247,237,2,"turī̀, -ah (J); türë́i (B)",turī̀,J,Mai-Jijal,n.f,"a horn, trumpet",5901,dictionary,5901,"turī̀, -ah (J); türë́i (B) n.f. ‘a horn, trumpet’. < *tūriya- (5901)."
247,237,2,"turī̀, -ah (J); türë́i (B)",türë́i,B,bhatr,n.f,"a horn, trumpet",5901,dictionary,5901,"turī̀, -ah (J); türë́i (B) n.f. ‘a horn, trumpet’. < *tūriya- (5901)."
247,237,2,türṛä̃kḱï (B),türṛä̃kḱï,B,bhatr,n.f,a kind of swallow,,unlinked,,türṛä̃kḱï (B) n.f. ‘a kind of swallow’. Perh. a compound < OIA *tura-ḍak- ‘quick tremble’. In this case it is perh. a similar compound as ph́ürphüräkï ‘butterﬂy’.
247,237,2,tulʌ́y,tulʌ́y,J,Mai-Jijal,n.f,a mattress,5905,dictionary,5905,tulʌ́y n.f. ‘a mattress’. Same as B thu.lë́i. < tūlavatī- (5905).
247,237,2,"tùs (G, J, Š) perṣproṇpl.",tùs perṣproṇpl.,G,Gowro,,you,10511,dictionary,10511,"tùs (G, J, Š) perṣproṇpl. ‘you’. < yuṣmad- (10511)."
247,237,2,"tùs (G, J, Š) perṣproṇpl.",tùs perṣproṇpl.,J,Mai-Jijal,,you,10511,dictionary,10511,"tùs (G, J, Š) perṣproṇpl. ‘you’. < yuṣmad- (10511)."
247,237,2,"tùs (G, J, Š) perṣproṇpl.",tùs perṣproṇpl.,Š,Mai-Shatot,,you,10511,dictionary,10511,"tùs (G, J, Š) perṣproṇpl. ‘you’. < yuṣmad- (10511)."
247,237,2,"tū̀ 1 (J, Š)",tū̀,J,Mai-Jijal,adj.m,cold,,unlinked,,"tū̀ 1 (J, Š) adj.m. ‘cold’. Perh. connected with tuihɑ̄̀ṛ See adj.f. tùī."
247,237,2,"tū̀ 1 (J, Š)",tū̀,Š,Mai-Shatot,adj.m,cold,,unlinked,,"tū̀ 1 (J, Š) adj.m. ‘cold’. Perh. connected with tuihɑ̄̀ṛ See adj.f. tùī."
247,237,2,tū́ 2,tū́,J,Mai-Jijal,n.m,"coldness, frost",,unlinked,,"tū́ 2 n.m. ‘coldness, frost’. See prec̣"
247,237,2,tū̀ 3 -tū,tū̀-tū,J,Mai-Jijal,,komm! (zu Hühnern),,unlinked,,tū̀ 3 -tū sound for luring chickeṇ Buṛ túto ‘komm! (zu Hühnern)’. Same as tī́-tī.
247,237,2,tū̀ɣ,tū̀ɣ,J,Mai-Jijal,n.m,a feather worn on the cap,,unlinked,,"tū̀ɣ n.m. ‘a feather worn on the cap’. Pshṭ toɣ ‘a ﬂag, standard’."
247,237,2,tūrī́,tūrī́,J,Mai-Jijal,n.f,,,unlinked,,tūrī́ n.f. same as tōrʌ́y.
247,237,2,tūrzʌ́ṅg,tūrzʌ́ṅg,J,Mai-Jijal,adj,"active; dextrous, clever",,unlinked,,"tūrzʌ́ṅg adj. ‘active; dextrous, clever’. Cf. tùru."
247,237,2,tū́l 1,tū́l,J,Mai-Jijal,adj,"equal, similar",5888,dictionary,5888,"tū́l 1 adj. ‘equal, similar’. < túlya- (5888)."
247,237,2,+ karʌ́ṽ,tū́l karʌ́ṽ,J,Mai-Jijal,,to balance,,unlinked,,+ karʌ́ṽ ‘to balance’.
247,237,2,"tū̀l 2, -ah (G, J), Gpl. tūláh",tū̀l,G,Gowro,n.m,quill of a porcupine,5904,dictionary,5904,"tū̀l 2, -ah (G, J), Gpl. tūláh n.m. ‘quill of a porcupine’; J also ‘arrow; spear’; G also ‘iron axle of a spindle’. < tū́la-1 (5904)."
247,237,2,"tū̀l 2, -ah (G, J), Gpl. tūláh",tū̀l,J,Mai-Jijal,n.m,quill of a porcupine,5904,dictionary,5904,"tū̀l 2, -ah (G, J), Gpl. tūláh n.m. ‘quill of a porcupine’; J also ‘arrow; spear’; G also ‘iron axle of a spindle’. < tū́la-1 (5904)."
247,237,2,tèh,tèh,J,Mai-Jijal,adv,"and, then",,unlinked,,"tèh adv. ‘and, then’. Same as tḕ."
247,237,2,t́eɣ (B),t́eɣ,B,bhatr,n.m,a sapling,,unlinked,,"t́eɣ (B) n.m. ‘a sapling’. Cf. G, J tḕɣ."
247,237,2,t́ëĩ (B),t́ëĩ,B,bhatr,n.f,a cord for binding trousers,,unlinked,,"t́ëĩ (B) n.f. ‘a cord for binding trousers’. Same word as G, J tʌ̀ỹ 2 and same meaning as B guvō̃̀."
247,237,2,tès proṇ,tès proṇ,J,Mai-Jijal,,this (very),,unlinked,,tès proṇ ‘this (very)’ (children’s language). Buṛ teṣ
247,237,2,tḕ (J); t́ē (B),tḕ,J,Mai-Jijal,adv,"and, then",5649,dictionary,5649,"tḕ (J); t́ē (B) adv. ‘and, then’. Same as tèh and Š tùh 2. D.. ta ‘and’. Cf. mulṭ atte ‘and’. < tadā́ (5649)."
247,237,2,tḕ (J); t́ē (B),t́ē,B,bhatr,adv,"and, then",5649,dictionary,5649,"tḕ (J); t́ē (B) adv. ‘and, then’. Same as tèh and Š tùh 2. D.. ta ‘and’. Cf. mulṭ atte ‘and’. < tadā́ (5649)."
248,238,1,+ B aṅgàỹ kɑ̄̀l,tḕ aṅgàỹ kɑ̄̀l,B,bhatr,,three years ago,,unlinked,,+ B aṅgàỹ kɑ̄̀l ‘three years ago’.
248,238,1,+ J karʌ́ṽ,tḕ karʌ́ṽ,J,Mai-Jijal,,to put off s.th. (to a later time),,unlinked,,+ J karʌ́ṽ ‘to put off s.th. (to a later time)’.
248,238,1,+ B pätë̀ĩ kālḗ,tḕ pätë̀ĩ kālḗ,B,bhatr,,after three years,,unlinked,,+ B pätë̀ĩ kālḗ ‘after three years’.
248,238,1,+ B pätë̀ĩ d́īs or d̀ïs,tḕ pätë̀ĩ d́īs,B,bhatr,,day after tomorrow,,unlinked,,+ B pätë̀ĩ d́īs or d̀ïs ‘day after tomorrow’.
248,238,1,+ B pätë̀ĩ d́īs or d̀ïs,tḕ d̀ïs,B,bhatr,,day after tomorrow,,unlinked,,+ B pätë̀ĩ d́īs or d̀ïs ‘day after tomorrow’.
248,238,1,+ J -lʌ̀kh (n1),tḕlʌ̀kh,J,Mai-Jijal,adv,"then, lateron",,unlinked,,"+ J -lʌ̀kh (n1) adv. ‘then, lateron’. See lʌ̀kh 1."
248,238,1,"tḕɣ, -ah (G, J [G no pl.])",tḕɣ,J,Mai-Jijal,n.m,"a sapling, the eye of a potato",,unlinked,,"tḕɣ, -ah (G, J [G no pl.]) n.m. ‘a sapling, the eye of a potato’. Same as B t́eɣ. Pshṭ (Perṣ) teɣ."
248,238,1,tḕɣʌṽ vī̀ (n1),tḕɣʌṽ vī̀,J,Mai-Jijal,n.m,the ﬁrst water irrigated into a ﬁeld,,unlinked,,"tḕɣʌṽ vī̀ (n1) n.m. ‘the ﬁrst water irrigated into a ﬁeld’. ← prec̣, see second worḍ Cf. dòē̃ vɑ̄̀r vī̀."
248,238,1,tḗz (G),tḗz,G,Gowro,adj,fast,,unlinked,,tḗz (G) adj. ‘fast’. Perṣ teẓ
248,238,1,tērā́l (J),tērā́l,J,Mai-Jijal,adj.m,sharp (edged or pointed),,unlinked,,tērā́l (J) adj.m. – adj.f. tērḗli; tērā́lo (Š) adj.m. ‘sharp (edged or pointed)’. ← prec̣
248,238,1,tērʌ̀y,tērʌ̀y,J,Mai-Jijal,adj,"surplus, excess",,unlinked,,"tērʌ̀y adj. ‘surplus, excess’."
248,238,1,+ karʌ́ṽ,tērʌ̀y karʌ́ṽ,J,Mai-Jijal,,"to strain, exert oṣ",,unlinked,,"+ karʌ́ṽ ‘to strain, exert oṣ’"
248,238,1,tḗl (G),tḗl,G,Gowro,n.m,oil,5958,dictionary,5958,tḗl (G) n.m. ‘oil’. Same as J tī́l. < tailá- (5958).
248,238,1,"tēsī̀, -ah",tēsī̀,J,Mai-Jijal,n.f,an iron which is hit on the ﬂint to create sparks; a kind of axe with a broad edge used to chop off wooden shavings,,unlinked,,"tēsī̀, -ah n.f. ‘an iron which is hit on the ﬂint to create sparks; a kind of axe with a broad edge used to chop off wooden shavings’. P. tessā ‘a carpenters adze’. The words appear to be connected with Perṣ teša ‘axe’. Cf. ṭḕċh."
248,238,1,"toɣū́, -ṓ",toɣū́,J,Mai-Jijal,n.m,a small feather worn on the cap,,unlinked,,"toɣū́, -ṓ n.m. ‘a small feather worn on the cap’. Dimiṇ of tū̀ɣ."
248,238,1,totkéy (G),totkéy,G,Gowro,n.f,a swallow,,unlinked,,totkéy (G) n.f. ‘a swallow’. Same as B tōtäké.e.
248,238,2,tolʌ́y or tolḗ,tolʌ́y,J,Mai-Jijal,n.f,a quilt,,unlinked,,tolʌ́y or tolḗ n.f. ‘a quilt’. Pshṭ tolāī.
248,238,2,tolʌ́y or tolḗ,tolḗ,J,Mai-Jijal,n.f,a quilt,,unlinked,,tolʌ́y or tolḗ n.f. ‘a quilt’. Pshṭ tolāī.
248,238,2,"tṑ 1, -ah",tṑ,J,Mai-Jijal,n.m,,,unlinked,,"tṑ 1, -ah n.m. same as tʌ̀v 2."
248,238,2,tṑ 2 or tṑ khuíčhi (n2),tṑ,J,Mai-Jijal,n.m,the sound of calling a dog,,unlinked,,"tṑ 2 or tṑ khuíčhi (n2) n.m. sound for calling a dog. Pshṭ to to ‘the sound of calling a dog’ plus, perh., an II word for ‘dog’, cf., e.g., Paṛ and Orm. kučuk ‘dog’."
248,238,2,tṑ 2 or tṑ khuíčhi (n2),tṑ khuíčhi,J,Mai-Jijal,n.m,the sound of calling a dog,,unlinked,,"tṑ 2 or tṑ khuíčhi (n2) n.m. sound for calling a dog. Pshṭ to to ‘the sound of calling a dog’ plus, perh., an II word for ‘dog’, cf., e.g., Paṛ and Orm. kučuk ‘dog’."
248,238,2,"tṓk 1, -áh (G)",tṓk,G,Gowro,n.m,shoulder blade,,unlinked,,"tṓk 1, -áh (G) n.m. ‘shoulder blade’. Cf. nexṭ"
248,238,2,"tṓk 2, -áh (G)",tṓk,G,Gowro,n.m,a ﬂat iron plate (for baking bread-cakes),,unlinked,,"tṓk 2, -áh (G) n.m. ‘a ﬂat iron plate (for baking bread-cakes)’. Cf. J tṑ 1, G tʌbʌy 1 and Aṛ tabaq ‘plate’."
248,238,2,tōtäké.e (B),tōtäké.e,B,bhatr,n.m,a swallow,,unlinked,,tōtäké.e (B) n.m. ‘a swallow’. Pshṭ totakai.
248,238,2,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B)",tōtā́,G,Gowro,n.m,a parrot,,unlinked,,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B) n.m. ‘a parrot’. Mot savant: Uṛ totā, Perṣ totī, etc̣"
248,238,2,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B)",tōtā́,J,Mai-Jijal,n.m,a parrot,,unlinked,,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B) n.m. ‘a parrot’. Mot savant: Uṛ totā, Perṣ totī, etc̣"
248,238,2,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B)",tōtā,B,bhatr,n.m,a parrot,,unlinked,,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B) n.m. ‘a parrot’. Mot savant: Uṛ totā, Perṣ totī, etc̣"
248,238,2,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B)",tōtiʌỹ,B,bhatr,n.m,a parrot,,unlinked,,"tōtā́ 1 (G, J), Gpl. tōtī́; Jobl. tōtʌ̀ṽ; tōtā, tōtiʌỹ (B) n.m. ‘a parrot’. Mot savant: Uṛ totā, Perṣ totī, etc̣"
248,238,2,tōtā́ 2,tōtā́,J,Mai-Jijal,n.m,a big blue-colored butterﬂy,5855,dictionary,5855,tōtā́ 2 n.m. ‘a big blue-colored butterﬂy’. < *totta- (5855). 2
248,238,2,tōtī̀1,tōtī̀,J,Mai-Jijal,n.f,a parrot,,unlinked,,tōtī̀1 n.f. ‘a parrot’. ← tōtā́ 1.
248,238,2,tōtī̀2,tōtī̀,J,Mai-Jijal,n.f,a big blue-colored butterﬂy,,unlinked,,tōtī̀2 n.f. ‘a big blue-colored butterﬂy’. ← tōtā́ 2.
248,238,2,"tṑph, -ah",tṑph,J,Mai-Jijal,n.m,"a cannon, heavy artillery",,unlinked,,"tṑph, -ah n.m. ‘a cannon, heavy artillery’. Turk. top."
248,238,2,tōfɑ̀h,tōfɑ̀h,J,Mai-Jijal,n.m,"a gift, present",,unlinked,,"tōfɑ̀h n.m. ‘a gift, present’. Aṛ toh.fa."
248,238,2,"tōphɑ̄̀n, -ah (J); tōphān (B)",tōphɑ̄̀n,J,Mai-Jijal,n.m,a storm,,unlinked,,"tōphɑ̄̀n, -ah (J); tōphān (B) n.m. ‘a storm’. Aṛ tūfāṇ"
248,238,2,"tōphɑ̄̀n, -ah (J); tōphān (B)",tōphān,B,bhatr,n.m,a storm,,unlinked,,"tōphɑ̄̀n, -ah (J); tōphān (B) n.m. ‘a storm’. Aṛ tūfāṇ"
248,238,2,"tōphī̀qh, -ah",tōphī̀qh,J,Mai-Jijal,n.m,courage,,unlinked,,"tōphī̀qh, -ah n.m. ‘courage’."
248,238,2,"tōbàh (G, J); Gpl. tōbʌ́y",tōbàh,G,Gowro,n.m,"forgiveness, pardon; good heavens!",,unlinked,,"tōbàh (G, J); Gpl. tōbʌ́y n.m.; interj. ‘forgiveness, pardon; good heavens!’ Aṛ tauba."
248,238,2,"tōbàh (G, J); Gpl. tōbʌ́y",tōbàh,J,Mai-Jijal,n.m,"forgiveness, pardon; good heavens!",,unlinked,,"tōbàh (G, J); Gpl. tōbʌ́y n.m.; interj. ‘forgiveness, pardon; good heavens!’ Aṛ tauba."
248,238,2,tṑr,tṑr,J,Mai-Jijal,n.f,"manner, way",,unlinked,,"tṑr n.f. ‘manner, way’. Aṛ tauṛ"
248,238,2,"tōràh, -ī́",tōràh,J,Mai-Jijal,n.m,"presents given by the parents of a woman after giving birth to a son when she visits them some days after the birth; presents given to D.oms on the occasion of a marriage, etc̣",,unlinked,,"tōràh, -ī́ n.m. ‘presents given by the parents of a woman after giving birth to a son when she visits them some days after the birth; presents given to D.oms on the occasion of a marriage, etc̣’ Perṣ tavar ‘hospitality, entertainment of a guest’."
248,238,2,tōrʌ́y (J); tōrë́i (B),tōrʌ́y,J,Mai-Jijal,n.f,a type of pumpkin or gourd or small longish melon (used as a vegetable),5977,dictionary,5977,tōrʌ́y (J); tōrë́i (B) n.f. ‘a type of pumpkin or gourd or small longish melon (used as a vegetable)’. < *torī- (5977).
248,238,2,tōrʌ́y (J); tōrë́i (B),tōrë́i,B,bhatr,n.f,a type of pumpkin or gourd or small longish melon (used as a vegetable),5977,dictionary,5977,tōrʌ́y (J); tōrë́i (B) n.f. ‘a type of pumpkin or gourd or small longish melon (used as a vegetable)’. < *torī- (5977).
249,239,1,tōrɑ̄bɑ̄̀n,tōrɑ̄bɑ̄̀n,J,Mai-Jijal,n.m,name of giant,,unlinked,,tōrɑ̄bɑ̄̀n n.m. ‘name of giant’.
249,239,1,"tōrū́, -ṓ",tōrū́,J,Mai-Jijal,n.m,a spindle,5880,dictionary,5880,"tōrū́, -ṓ n.m. ‘a spindle’. Cf. G thūri. < turī- (5880)?"
249,239,1,+ kaṭʌ́ṽ,tōrū́ kaṭʌ́ṽ,J,Mai-Jijal,,to spin,,unlinked,,+ kaṭʌ́ṽ ‘to spin’.
249,239,1,trēšʌ́l mʌšī́n,trēšʌ́l mʌšī́n,J,Mai-Jijal,,,,unlinked,,trēšʌ́l mʌšī́n same as tirēšʌ́l mʌšī́ṇ TH
249,239,1,thagzʌ́ṽ,thagzʌ́ṽ,J,Mai-Jijal,v.i,to go out (ﬁre),,unlinked,,thagzʌ́ṽ v.i. ‘to go out (ﬁre)’. ← prec̣
249,239,2,thäc̣ā̃́ (B),thäc̣ā̃́,B,bhatr,n.m,a carpenter,5621,dictionary,5621,thäc̣ā̃́ (B) n.m. ‘a carpenter’. < tákṣan- (5621) and leftshift of aspiration from a protoform *tac̣haṇ
249,239,2,thäc̣iyɛ̄̃́ (B),thäc̣iyɛ̄̃́,B,bhatr,n.f,the wife of a carpenter,,unlinked,,thäc̣iyɛ̄̃́ (B) n.f. ‘the wife of a carpenter’. ← prec̣
249,239,2,thʌṛàh,thʌṛàh,J,Mai-Jijal,n.m,a saddlecloth,13714,dictionary,13714,thʌṛàh n.m. ‘a saddlecloth’. < *stṛta- (13714).
249,239,2,"thʌṛī̀, -ah",thʌṛī̀,J,Mai-Jijal,n.f,straw and drainage channel in cow-shed for feces and urine,13715,dictionary,13715,"thʌṛī̀, -ah n.f. ‘straw and drainage channel in cow-shed for feces and urine’. < stŕṭi- (13715). Same meaning as G gutrēṛ."
249,239,2,thatʌ́ṛ,thatʌ́ṛ,J,Mai-Jijal,adj,"soft (bread), creamy (sauce)",,unlinked,,"thatʌ́ṛ adj. ‘soft (bread), creamy (sauce)’."
249,239,2,"thatʌ́r, -àh",thatʌ́r,J,Mai-Jijal,n.f,smallpox,,unlinked,,"thatʌ́r, -àh n.f. ‘smallpox’."
249,239,2,"thátā, thátɛy (G); thät́ā (B)",thátā,G,Gowro,n.m,a stammerer,5965,dictionary,5965,"thátā, thátɛy (G); thät́ā (B) n.m. ‘a stammerer’. < *thottha-3 (5965)."
249,239,2,"thátā, thátɛy (G); thät́ā (B)",thátɛy,G,Gowro,n.m,a stammerer,5965,dictionary,5965,"thátā, thátɛy (G); thät́ā (B) n.m. ‘a stammerer’. < *thottha-3 (5965)."
249,239,2,"thátā, thátɛy (G); thät́ā (B)",thät́ā,B,bhatr,n.m,a stammerer,5965,dictionary,5965,"thátā, thátɛy (G); thät́ā (B) n.m. ‘a stammerer’. < *thottha-3 (5965)."
249,239,2,thʌtuìš,thʌtuìš,J,Mai-Jijal,n.m,a person having a lisp,,unlinked,,thʌtuìš n.m. ‘a person having a lisp’. Cf. thʌ́t-thʌth karʌ́ṽ.
249,239,2,thɑ́tɛy ghō̃́ (G),thɑ́tɛy ghō̃́,G,Gowro,v.i,"to stammer, babble",,unlinked,,"thɑ́tɛy ghō̃́ (G) v.i. ‘to stammer, babble’. ← thátā."
249,239,2,thʌtkɑ̄̀,thʌtkɑ̄̀,J,Mai-Jijal,adj.m,stammering; a stammerer,,unlinked,,"thʌtkɑ̄̀ adj.m.; n.m. – adj.f.; n.f. thʌtkī̀, -ah ‘stammering; a stammerer’. Cf. prec̣ entrieṣ Same meaning as dhʌtkɑ̄̀."
249,239,2,thʌ́t-thʌth karʌ́ṽ,thʌ́t-thʌth karʌ́ṽ,J,Mai-Jijal,,to lisp,,unlinked,,thʌ́t-thʌth karʌ́ṽ ‘to lisp’. Cf. prec̣ entrieṣ
249,239,2,thʌ́ph,thʌ́ph,J,Mai-Jijal,adj,"dark; extinguished (light, ﬁre)",,unlinked,,"thʌ́ph adj. ‘dark; extinguished (light, ﬁre)’. Sh.chil. thap (do.). Cf. next three entrieṣ"
249,239,2,+ ho-,thʌ́ph ho-,J,Mai-Jijal,,to get dark; to disappear suddenly,,unlinked,,+ ho- ‘to get dark; to disappear suddenly’.
249,239,2,thʌ́p-čukh,thʌ́p-čukh,J,Mai-Jijal,adj,pitch dark,,unlinked,,thʌ́p-čukh adj. ‘pitch dark’. Connected with tʌ̀pčʌkh ho-. Cf. nexṭ
249,239,2,thʌ́p-tamʌ̀ỹ (n1),thʌ́p-tamʌ̀ỹ,J,Mai-Jijal,adj,pitch dark,,unlinked,,thʌ́p-tamʌ̀ỹ (n1) adj. ‘pitch dark’. See tamʌ̀ỹ and cf. prec̣ and nexṭ
