Record_Type,Report,Raw_Line,PDF_Page,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Comparison_Role,Response,Group,Raw_OCR,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,ernest-oleary-kelsall2018irula,1717,39,34,1,72,oil,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 72, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1720,39,34,1,73,salt,KUN,Kunjapanai,Mele Nadu,target,1,1,uppi,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Kunjapanai (KUN)]",silirula2018:g073:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1721,39,34,1,73,salt,KOL,Kolikarai,Mele Nadu,target,1,1,uppu,uppu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Kolikarai (KOL)]",silirula2018:g073:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1722,39,34,1,73,salt,CHE,Chemmanarai,Mele Nadu,target,1,1,uppé,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Chemmanarai (CHE)]",silirula2018:g073:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1723,39,34,1,73,salt,KIL,Kilkupkad,Mele Nadu,target,1,1,uppé,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Kilkupkad (KIL)]",silirula2018:g073:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1724,39,34,1,73,salt,MET,Mettukal,Mele Nadu,target,1,1,uppu,uppu,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Mettukal (MET)]",silirula2018:g073:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1725,39,34,1,73,salt,CHO,Chokkanalli,Northern,target,1,1,upp:,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Chokkanalli (CHO)]",silirula2018:g073:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1726,39,34,1,73,salt,MAV,Mavanalla,Northern,target,1,1,uppu,uppu,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Mavanalla (MAV)]",silirula2018:g073:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1727,39,34,1,73,salt,ANA,Anaikatty,Northern,target,1,1,uppi,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Anaikatty (ANA)]",silirula2018:g073:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1728,39,34,1,73,salt,BOO,Bookapuram,Northern,target,1,1,upp,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Bookapuram (BOO)]",silirula2018:g073:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1729,39,34,1,73,salt,THA,Thaliyur,Vette Kada,target,1,1,upp:,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Thaliyur (THA)]",silirula2018:g073:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1730,39,34,1,73,salt,NEL,Nellithurai,Vette Kada,target,1,1,upp:,uppɨ,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Nellithurai (NEL)]",silirula2018:g073:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1731,39,34,1,73,salt,CBT,Coimbatore Tamil,,elicited comparison list,1,1,uppé,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1732,39,34,1,73,salt,MAD,MAD (unresolved),,unresolved comparison list,1,1,wuppu,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1733,39,34,1,73,salt,KAN,Kannada,,comparison list culled from Blair 2012,1,1,wuppu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1734,39,34,1,73,salt,BAD,Badaga,,comparison list culled from Blair 2012,1,1,wuppu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1735,39,34,1,73,salt,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,1,uppu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1736,39,34,1,73,salt,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,1,wuppu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1737,39,34,1,73,salt,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,1,wuppu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 73, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1739,39,34,1,74,meat (raw),KUN,Kunjapanai,Mele Nadu,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Kunjapanai (KUN)]",silirula2018:g074:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1740,39,34,1,74,meat (raw),KOL,Kolikarai,Mele Nadu,target,1,1,Kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Kolikarai (KOL)]",silirula2018:g074:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1741,39,34,1,74,meat (raw),CHE,Chemmanarai,Mele Nadu,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Chemmanarai (CHE)]",silirula2018:g074:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1742,39,34,1,74,meat (raw),KIL,Kilkupkad,Mele Nadu,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Kilkupkad (KIL)]",silirula2018:g074:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1743,39,34,1,74,meat (raw),MET,Mettukal,Mele Nadu,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Mettukal (MET)]",silirula2018:g074:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1744,39,34,1,74,meat (raw),CHO,Chokkanalli,Northern,target,1,1,Kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Chokkanalli (CHO)]",silirula2018:g074:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1745,39,34,1,74,meat (raw),MAV,Mavanalla,Northern,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Mavanalla (MAV)]",silirula2018:g074:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1746,39,34,1,74,meat (raw),ANA,Anaikatty,Northern,target,1,1,Kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Anaikatty (ANA)]",silirula2018:g074:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1747,39,34,1,74,meat (raw),BOO,Bookapuram,Northern,target,1,2,badé,bʌɖɨ,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Bookapuram (BOO)]",silirula2018:g074:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1748,39,34,1,74,meat (raw),THA,Thaliyur,Vette Kada,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Thaliyur (THA)]",silirula2018:g074:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1749,39,34,1,74,meat (raw),NEL,Nellithurai,Vette Kada,target,1,1,kari,kʌɾi,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Nellithurai (NEL)]",silirula2018:g074:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1750,39,34,1,74,meat (raw),CBT,Coimbatore Tamil,,elicited comparison list,1,1,kari,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1753,39,34,2,74,meat (raw),MAD,MAD (unresolved),,unresolved comparison list,1,3,mamisam,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1755,39,34,2,74,meat (raw),KAN,Kannada,,comparison list culled from Blair 2012,1,4,mamsa,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1757,39,34,2,74,meat (raw),BAD,Badaga,,comparison list culled from Blair 2012,1,2,badu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1759,39,34,2,74,meat (raw),ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,2,badu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1761,39,34,2,74,meat (raw),BET,Betta Kurumba,,comparison list culled from Blair 2012,1,5,arust,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1763,39,34,2,74,meat (raw),JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,2,badu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 74, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1767,39,34,2,75,fish,KUN,Kunjapanai,Mele Nadu,target,1,1,mins,minɨ,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Kunjapanai (KUN)]",silirula2018:g075:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1769,39,34,2,75,fish,KOL,Kolikarai,Mele Nadu,target,1,1,minu,minu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Kolikarai (KOL)]",silirula2018:g075:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1771,39,34,2,75,fish,CHE,Chemmanarai,Mele Nadu,target,1,1,mini,minɨ,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Chemmanarai (CHE)]",silirula2018:g075:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1773,39,34,2,75,fish,KIL,Kilkupkad,Mele Nadu,target,1,1,min,min,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Kilkupkad (KIL)]",silirula2018:g075:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1775,39,34,2,75,fish,MET,Mettukal,Mele Nadu,target,1,1,mini,minɨ,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Mettukal (MET)]",silirula2018:g075:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1777,39,34,2,75,fish,CHO,Chokkanalli,Northern,target,1,1,mins,minɨ,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Chokkanalli (CHO)]",silirula2018:g075:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1779,39,34,2,75,fish,MAV,Mavanalla,Northern,target,1,1,mini,minɨ,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Mavanalla (MAV)]",silirula2018:g075:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1781,39,34,2,75,fish,ANA,Anaikatty,Northern,target,1,1,mini,minɨ,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Anaikatty (ANA)]",silirula2018:g075:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1783,39,34,2,75,fish,BOO,Bookapuram,Northern,target,1,1,mini,minɨ,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Bookapuram (BOO)]",silirula2018:g075:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1785,39,34,2,75,fish,THA,Thaliyur,Vette Kada,target,1,1,min,min,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Thaliyur (THA)]",silirula2018:g075:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1787,39,34,2,75,fish,NEL,Nellithurai,Vette Kada,target,1,1,minu,minu,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Nellithurai (NEL)]",silirula2018:g075:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1789,39,34,2,75,fish,CBT,Coimbatore Tamil,,elicited comparison list,1,1,mini,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1791,39,34,2,75,fish,MAD,MAD (unresolved),,unresolved comparison list,1,1,min,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1793,39,34,2,75,fish,KAN,Kannada,,comparison list culled from Blair 2012,1,1,minu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1795,39,34,2,75,fish,BAD,Badaga,,comparison list culled from Blair 2012,1,1,minu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1797,39,34,2,75,fish,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,1,minu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1799,39,34,2,75,fish,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,1,minu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1801,39,34,2,75,fish,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,1,minu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 75, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1805,39,34,2,76,chicken,KUN,Kunjapanai,Mele Nadu,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Kunjapanai (KUN)]",silirula2018:g076:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1807,39,34,2,76,chicken,KOL,Kolikarai,Mele Nadu,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Kolikarai (KOL)]",silirula2018:g076:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1809,39,34,2,76,chicken,CHE,Chemmanarai,Mele Nadu,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Chemmanarai (CHE)]",silirula2018:g076:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1811,39,34,2,76,chicken,KIL,Kilkupkad,Mele Nadu,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Kilkupkad (KIL)]",silirula2018:g076:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1813,39,34,2,76,chicken,MET,Mettukal,Mele Nadu,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Mettukal (MET)]",silirula2018:g076:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1815,39,34,2,76,chicken,CHO,Chokkanalli,Northern,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Chokkanalli (CHO)]",silirula2018:g076:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1817,39,34,2,76,chicken,MAV,Mavanalla,Northern,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Mavanalla (MAV)]",silirula2018:g076:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1819,39,34,2,76,chicken,ANA,Anaikatty,Northern,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Anaikatty (ANA)]",silirula2018:g076:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1821,39,34,2,76,chicken,BOO,Bookapuram,Northern,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Bookapuram (BOO)]",silirula2018:g076:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1823,39,34,2,76,chicken,THA,Thaliyur,Vette Kada,target,1,2,ko!,koɪ,reviewed,source-raster-legacy-glyph-ɪ,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Thaliyur (THA)]",silirula2018:g076:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1825,39,34,2,76,chicken,NEL,Nellithurai,Vette Kada,target,1,1,koji,koʤi,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Nellithurai (NEL)]",silirula2018:g076:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1827,39,34,2,76,chicken,CBT,Coimbatore Tamil,,elicited comparison list,1,1,koli,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1829,39,34,2,76,chicken,MAD,MAD (unresolved),,unresolved comparison list,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1830,39,34,2,76,chicken,KAN,Kannada,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1831,39,34,2,76,chicken,BAD,Badaga,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1832,39,34,2,76,chicken,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1833,39,34,2,76,chicken,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1834,39,34,2,76,chicken,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 76, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1837,39,34,2,77,egg,KUN,Kunjapanai,Mele Nadu,target,1,1,mutta,muʈʈʌ,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Kunjapanai (KUN)]",silirula2018:g077:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1839,39,34,2,77,egg,KOL,Kolikarai,Mele Nadu,target,1,1,mutte,muʈʈe,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Kolikarai (KOL)]",silirula2018:g077:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1841,39,34,2,77,egg,CHE,Chemmanarai,Mele Nadu,target,1,1,mutta,muʈʈʌ,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Chemmanarai (CHE)]",silirula2018:g077:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1843,39,34,2,77,egg,KIL,Kilkupkad,Mele Nadu,target,1,1,mutte,muʈʈe,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Kilkupkad (KIL)]",silirula2018:g077:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1845,39,34,2,77,egg,MET,Mettukal,Mele Nadu,target,1,1,mutta,muʈʈʌ,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Mettukal (MET)]",silirula2018:g077:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1849,39,34,3,77,egg,CHO,Chokkanalli,Northern,target,1,1,mutta,muʈʈʌ,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 34, item 77, Chokkanalli (CHO)]",silirula2018:g077:nilgiri-irula-chokkanalli:i1
