Record_Type,Item,Gloss,Site_Code,Site_Name,Role,Dialect_Group,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Alternate_Digital_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,95,dog,POD,Podia Koya,target,eastern Koya,86,81,3,naiːu,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 95, Podia Koya]",silkoya1985:pod:i095:v1
wordlist cell,95,dog,TEL,Telugu,comparison control,,117,112,1,kukːa,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 95, Telugu]",
wordlist cell,95,dog,UTN,Utnoor Gondi,target,western Gondi,96,91,1,nɛiːu,manual-source-image,,tesseract_raw.txt#pdf96,nɛiːu,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 95, Utnoor Gondi]",silkoya1985:utn:i095:v1
wordlist cell,96,snake,BHG,Bhamani Gondi,target,western Gondi,96,91,2,t̪aras,manual-source-image,,tesseract_raw.txt#pdf96,t̪aras,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 96, Bhamani Gondi]",silkoya1985:bhg:i096:v1
wordlist cell,96,snake,BHM,Bhamani Madia,target,western Madia,96,91,3,t̪aɾsu,manual-source-image,,tesseract_raw.txt#pdf96,t̪aɾsu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 96, Bhamani Madia]",silkoya1985:bhm:i096:v1
wordlist cell,96,snake,CHI,Chintoor Koya,target,eastern Koya,86,81,2,taɾs,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 96, Chintoor Koya]",silkoya1985:chi:i096:v1
wordlist cell,96,snake,JAG,Jaganathapuram Koya,target,eastern Koya,86,81,1,pamu,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 96, Jaganathapuram Koya]",silkoya1985:jag:i096:v1
wordlist cell,96,snake,MAL,Malakanagiri Koya,target,eastern Koya,106,101,1,naitːaɾs,manual-source-image,,tesseract_raw.txt#pdf106,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 101, item 96, Malakanagiri Koya]",silkoya1985:mal:i096:v1
wordlist cell,96,snake,ORI,Oriya,comparison control,,117,112,2,sapo,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 96, Oriya]",
wordlist cell,96,snake,POD,Podia Koya,target,eastern Koya,86,81,3,taɾsu,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 96, Podia Koya]",silkoya1985:pod:i096:v1
wordlist cell,96,snake,TEL,Telugu,comparison control,,117,112,1,pamu,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 96, Telugu]",
wordlist cell,96,snake,UTN,Utnoor Gondi,target,western Gondi,96,91,1,tʌras̪,manual-source-image,,tesseract_raw.txt#pdf96,tʌras̪,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 96, Utnoor Gondi]",silkoya1985:utn:i096:v1
wordlist cell,97,monkey,BHG,Bhamani Gondi,target,western Gondi,96,91,2,kot̪i,manual-source-image,,tesseract_raw.txt#pdf96,kot̪i,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 97, Bhamani Gondi]",silkoya1985:bhg:i097:v1
wordlist cell,97,monkey,BHM,Bhamani Madia,target,western Madia,96,91,3,kou̯e,manual-source-image,,tesseract_raw.txt#pdf96,kou̯e,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 97, Bhamani Madia]",silkoya1985:bhm:i097:v1
wordlist cell,97,monkey,CHI,Chintoor Koya,target,eastern Koya,86,81,2,kove,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 97, Chintoor Koya]",silkoya1985:chi:i097:v1
wordlist cell,97,monkey,JAG,Jaganathapuram Koya,target,eastern Koya,86,81,1,koti,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 97, Jaganathapuram Koya]",silkoya1985:jag:i097:v1
wordlist cell,97,monkey,MAL,Malakanagiri Koya,target,eastern Koya,106,101,1,mundʒu,manual-source-image,,tesseract_raw.txt#pdf106,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 101, item 97, Malakanagiri Koya]",silkoya1985:mal:i097:v1
wordlist cell,97,monkey,ORI,Oriya,comparison control,,117,112,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 97, Oriya]",
wordlist cell,97,monkey,POD,Podia Koya,target,eastern Koya,86,81,3,kowi,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 97, Podia Koya]",silkoya1985:pod:i097:v1
wordlist cell,97,monkey,TEL,Telugu,comparison control,,117,112,1,koti,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 97, Telugu]",
wordlist cell,97,monkey,UTN,Utnoor Gondi,target,western Gondi,96,91,1,koːβɛ,manual-source-image,,tesseract_raw.txt#pdf96,koːβɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 97, Utnoor Gondi]",silkoya1985:utn:i097:v1
wordlist cell,98,mosquito,BHG,Bhamani Gondi,target,western Gondi,96,91,2,t̪loma,manual-source-image,,tesseract_raw.txt#pdf96,t̪loma,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 98, Bhamani Gondi]",silkoya1985:bhg:i098:v1
wordlist cell,98,mosquito,BHM,Bhamani Madia,target,western Madia,96,91,3,nulˑe,manual-source-image,,tesseract_raw.txt#pdf96,nulˑe,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 98, Bhamani Madia]",silkoya1985:bhm:i098:v1
wordlist cell,98,mosquito,CHI,Chintoor Koya,target,eastern Koya,86,81,2,nulːe,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 98, Chintoor Koya]",silkoya1985:chi:i098:v1
wordlist cell,98,mosquito,JAG,Jaganathapuram Koya,target,eastern Koya,86,81,1,nulːe,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 98, Jaganathapuram Koya]",silkoya1985:jag:i098:v1
wordlist cell,98,mosquito,MAL,Malakanagiri Koya,target,eastern Koya,106,101,1,nulːe,manual-source-image,,tesseract_raw.txt#pdf106,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 101, item 98, Malakanagiri Koya]",silkoya1985:mal:i098:v1
wordlist cell,98,mosquito,ORI,Oriya,comparison control,,117,112,2,moʃa,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 98, Oriya]",
wordlist cell,98,mosquito,POD,Podia Koya,target,eastern Koya,86,81,3,nulːe,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 98, Podia Koya]",silkoya1985:pod:i098:v1
wordlist cell,98,mosquito,TEL,Telugu,comparison control,,117,112,1,domalu,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 98, Telugu]",
wordlist cell,98,mosquito,UTN,Utnoor Gondi,target,western Gondi,96,91,1,d̪oima,manual-source-image,,tesseract_raw.txt#pdf96,d̪oima,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 98, Utnoor Gondi]",silkoya1985:utn:i098:v1
wordlist cell,99,ant,BHG,Bhamani Gondi,target,western Gondi,96,91,2,pet̪e,manual-source-image,,tesseract_raw.txt#pdf96,pet̪e,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 99, Bhamani Gondi]",silkoya1985:bhg:i099:v1
wordlist cell,99,ant,BHM,Bhamani Madia,target,western Madia,96,91,3,pet̪ˑe,manual-source-image,,tesseract_raw.txt#pdf96,pet̪ˑe,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 99, Bhamani Madia]",silkoya1985:bhm:i099:v1
wordlist cell,99,ant,CHI,Chintoor Koya,target,eastern Koya,86,81,2,alli/pete,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 99, Chintoor Koya]",silkoya1985:chi:i099:v1|silkoya1985:chi:i099:v2
wordlist cell,99,ant,JAG,Jaganathapuram Koya,target,eastern Koya,86,81,1,petːe,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 99, Jaganathapuram Koya]",silkoya1985:jag:i099:v1
wordlist cell,99,ant,MAL,Malakanagiri Koya,target,eastern Koya,106,101,1,pudu/oɾŋu,manual-source-image,,tesseract_raw.txt#pdf106,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 101, item 99, Malakanagiri Koya]",silkoya1985:mal:i099:v1|silkoya1985:mal:i099:v2
wordlist cell,99,ant,ORI,Oriya,comparison control,,117,112,2,matʃi,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 99, Oriya]",
wordlist cell,99,ant,POD,Podia Koya,target,eastern Koya,86,81,3,petːe,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 99, Podia Koya]",silkoya1985:pod:i099:v1
wordlist cell,99,ant,TEL,Telugu,comparison control,,117,112,1,tʃemalu,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 99, Telugu]",
wordlist cell,99,ant,UTN,Utnoor Gondi,target,western Gondi,96,91,1,pɛt̪ːɛŋ,manual-source-image,,tesseract_raw.txt#pdf96,pɛt̪ːɛŋ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 99, Utnoor Gondi]",silkoya1985:utn:i099:v1
wordlist cell,100,spider,BHG,Bhamani Gondi,target,western Gondi,96,91,2,bʰalˑi,manual-source-image,,tesseract_raw.txt#pdf96,bʰalˑi,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 100, Bhamani Gondi]",silkoya1985:bhg:i100:v1
wordlist cell,100,spider,BHM,Bhamani Madia,target,western Madia,96,91,3,kopˑanbaɡa,manual-source-image,,tesseract_raw.txt#pdf96,kopˑanbaɡa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 100, Bhamani Madia]",silkoya1985:bhm:i100:v1
wordlist cell,100,spider,CHI,Chintoor Koya,target,eastern Koya,86,81,2,bʰali,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 100, Chintoor Koya]",silkoya1985:chi:i100:v1
wordlist cell,100,spider,JAG,Jaganathapuram Koya,target,eastern Koya,86,81,1,bʰaludu,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 100, Jaganathapuram Koya]",silkoya1985:jag:i100:v1
wordlist cell,100,spider,MAL,Malakanagiri Koya,target,eastern Koya,106,101,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf106,,missing,source prints a blank or ruled missing cell,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 101, item 100, Malakanagiri Koya]",
wordlist cell,100,spider,ORI,Oriya,comparison control,,117,112,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 100, Oriya]",
wordlist cell,100,spider,POD,Podia Koya,target,eastern Koya,86,81,3,balu,manual-source-image,,tesseract_raw.txt#pdf86,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 81, item 100, Podia Koya]",silkoya1985:pod:i100:v1
wordlist cell,100,spider,TEL,Telugu,comparison control,,117,112,1,sita kokatʃilaka,manual-source-image,,tesseract_raw.txt#pdf117,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 112, item 100, Telugu]",
wordlist cell,100,spider,UTN,Utnoor Gondi,target,western Gondi,96,91,1,kuduɾdokːɛ,manual-source-image,,tesseract_raw.txt#pdf96,kuduɾdokːɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 91, item 100, Utnoor Gondi]",silkoya1985:utn:i100:v1
wordlist cell,101,name,BHG,Bhamani Gondi,target,western Gondi,97,92,2,poˑɾoi,manual-source-image,,tesseract_raw.txt#pdf97,poˑɾoi,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 101, Bhamani Gondi]",silkoya1985:bhg:i101:v1
wordlist cell,101,name,BHM,Bhamani Madia,target,western Madia,97,92,3,ped̪iɾ,manual-source-image,,tesseract_raw.txt#pdf97,ped̪iɾ,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 101, Bhamani Madia]",silkoya1985:bhm:i101:v1
wordlist cell,101,name,CHI,Chintoor Koya,target,eastern Koya,87,82,2,pedeɾ,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 101, Chintoor Koya]",silkoya1985:chi:i101:v1
wordlist cell,101,name,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,pedeɾ,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 101, Jaganathapuram Koya]",silkoya1985:jag:i101:v1
wordlist cell,101,name,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,naːwa/pedeɾ,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 101, Malakanagiri Koya]",silkoya1985:mal:i101:v1|silkoya1985:mal:i101:v2
wordlist cell,101,name,ORI,Oriya,comparison control,,118,113,2,naːmɔ,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 101, Oriya]",
wordlist cell,101,name,POD,Podia Koya,target,eastern Koya,87,82,3,pedːeɾ,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 101, Podia Koya]",silkoya1985:pod:i101:v1
wordlist cell,101,name,TEL,Telugu,comparison control,,118,113,1,peɾːa,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 101, Telugu]",
wordlist cell,101,name,UTN,Utnoor Gondi,target,western Gondi,97,92,1,poroːl,manual-source-image,,tesseract_raw.txt#pdf97,poroːl,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 101, Utnoor Gondi]",silkoya1985:utn:i101:v1
wordlist cell,102,man,BHG,Bhamani Gondi,target,western Gondi,97,92,2,manikel,manual-source-image,,tesseract_raw.txt#pdf97,manikel,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 102, Bhamani Gondi]",silkoya1985:bhg:i102:v1
wordlist cell,102,man,BHM,Bhamani Madia,target,western Madia,97,92,3,mankal,manual-source-image,,tesseract_raw.txt#pdf97,mankal,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 102, Bhamani Madia]",silkoya1985:bhm:i102:v1
wordlist cell,102,man,CHI,Chintoor Koya,target,eastern Koya,87,82,2,manusond,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 102, Chintoor Koya]",silkoya1985:chi:i102:v1
wordlist cell,102,man,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,madusu,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 102, Jaganathapuram Koya]",silkoya1985:jag:i102:v1
wordlist cell,102,man,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,menːe,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 102, Malakanagiri Koya]",silkoya1985:mal:i102:v1
wordlist cell,102,man,ORI,Oriya,comparison control,,118,113,2,moniʃo,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 102, Oriya]",
wordlist cell,102,man,POD,Podia Koya,target,eastern Koya,87,82,3,manusun,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 102, Podia Koya]",silkoya1985:pod:i102:v1
wordlist cell,102,man,TEL,Telugu,comparison control,,118,113,1,maniʃi,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 102, Telugu]",
wordlist cell,102,man,UTN,Utnoor Gondi,target,western Gondi,97,92,1,mai̯nl,manual-source-image,,tesseract_raw.txt#pdf97,mai̯nl,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 102, Utnoor Gondi]",silkoya1985:utn:i102:v1
wordlist cell,103,woman,BHG,Bhamani Gondi,target,western Gondi,97,92,2,murt̪adaʔ,manual-source-image,,tesseract_raw.txt#pdf97,murt̪adaʔ,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 103, Bhamani Gondi]",silkoya1985:bhg:i103:v1
wordlist cell,103,woman,BHM,Bhamani Madia,target,western Madia,97,92,3,antʃadi,manual-source-image,,tesseract_raw.txt#pdf97,antʃadi,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 103, Bhamani Madia]",silkoya1985:bhm:i103:v1
wordlist cell,103,woman,CHI,Chintoor Koya,target,eastern Koya,87,82,2,natuad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 103, Chintoor Koya]",silkoya1985:chi:i103:v1
wordlist cell,103,woman,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,natodi,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 103, Jaganathapuram Koya]",silkoya1985:jag:i103:v1
wordlist cell,103,woman,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,mutːe,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 103, Malakanagiri Koya]",silkoya1985:mal:i103:v1
wordlist cell,103,woman,ORI,Oriya,comparison control,,118,113,2,stɾi,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 103, Oriya]",
wordlist cell,103,woman,POD,Podia Koya,target,eastern Koya,87,82,3,natːad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 103, Podia Koya]",silkoya1985:pod:i103:v1
wordlist cell,103,woman,TEL,Telugu,comparison control,,118,113,1,stɾi,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 103, Telugu]",
wordlist cell,103,woman,UTN,Utnoor Gondi,target,western Gondi,97,92,1,vɛloʔ,manual-source-image,,tesseract_raw.txt#pdf97,vɛloʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 103, Utnoor Gondi]",silkoya1985:utn:i103:v1
wordlist cell,104,child,BHG,Bhamani Gondi,target,western Gondi,97,92,2,(tʃinˑu)poɾod,manual-source-image,,tesseract_raw.txt#pdf97,(tʃinˑu)poɾod,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 104, Bhamani Gondi]",silkoya1985:bhg:i104:v1
wordlist cell,104,child,BHM,Bhamani Madia,target,western Madia,97,92,3,pila,manual-source-image,,tesseract_raw.txt#pdf97,pila,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 104, Bhamani Madia]",silkoya1985:bhm:i104:v1
wordlist cell,104,child,CHI,Chintoor Koya,target,eastern Koya,87,82,2,pilːa,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 104, Chintoor Koya]",silkoya1985:chi:i104:v1
wordlist cell,104,child,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,pilːa,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 104, Jaganathapuram Koya]",silkoya1985:jag:i104:v1
wordlist cell,104,child,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,pilːa,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 104, Malakanagiri Koya]",silkoya1985:mal:i104:v1
wordlist cell,104,child,ORI,Oriya,comparison control,,118,113,2,pilːa,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 104, Oriya]",
wordlist cell,104,child,POD,Podia Koya,target,eastern Koya,87,82,3,pilːe,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 104, Podia Koya]",silkoya1985:pod:i104:v1
wordlist cell,104,child,TEL,Telugu,comparison control,,118,113,1,bida,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 104, Telugu]",
wordlist cell,104,child,UTN,Utnoor Gondi,target,western Gondi,97,92,1,mod̪ːɛ,manual-source-image,,tesseract_raw.txt#pdf97,mod̪ːɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 104, Utnoor Gondi]",silkoya1985:utn:i104:v1
wordlist cell,105,father,BHG,Bhamani Gondi,target,western Gondi,97,92,2,bʰalu,manual-source-image,,tesseract_raw.txt#pdf97,bʰalu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 105, Bhamani Gondi]",silkoya1985:bhg:i105:v1
wordlist cell,105,father,BHM,Bhamani Madia,target,western Madia,97,92,3,t̪apˑe,manual-source-image,,tesseract_raw.txt#pdf97,t̪apˑe,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 105, Bhamani Madia]",silkoya1985:bhm:i105:v1
wordlist cell,105,father,CHI,Chintoor Koya,target,eastern Koya,87,82,2,ia/tapːe,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 105, Chintoor Koya]",silkoya1985:chi:i105:v1|silkoya1985:chi:i105:v2
wordlist cell,105,father,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,iːla,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 105, Jaganathapuram Koya]",silkoya1985:jag:i105:v1
wordlist cell,105,father,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,baːbal,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 105, Malakanagiri Koya]",silkoya1985:mal:i105:v1
wordlist cell,105,father,ORI,Oriya,comparison control,,118,113,2,bapa,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 105, Oriya]",
wordlist cell,105,father,POD,Podia Koya,target,eastern Koya,87,82,3,iamːal,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 105, Podia Koya]",silkoya1985:pod:i105:v1
