Snapshot_Date,Collation_Date,Printed_Page,PDF_Page,Column,Item,List,Letter,Raw_Headword,Raw_Grammar,Raw_Gloss_German,Raw_Etymology,Unit_Form,Unit_Relation,Status,Reason,Entry_Key,Language_ID,Tags,Gloss_English,Source_Marks,Citations,Etymon_Cited,Etymon_Status,Etymon_Candidates,Parameter_ID,Review,Record_SHA256
2026-08-25,2026-08-25,327,328,L,09,Indische Etyma,T,tato,adj,warm,< pk. tatta- < ai. tapta-; vgl. hi. tattā,tato,head,ingested,,boretzky1994romani:ind:327:L:09,eur,adj,warm,,,tapta-,linked,5679,5679,,d724c404866e1a7ea7266d1461c9845e055f3703647d70ebf312574be31a5548
2026-08-25,2026-08-25,327,328,L,10,Indische Etyma,T,te¹,,daß (Konjunktivpartikel),"< ai. tad ""das""; arm. the unwahrscheinlich wegen Aspiration",te,head,ingested,,boretzky1994romani:ind:327:L:10,eur,,that (subjunctive particle),,,tad,unmatched,,,homonym 1; no grammatical label,16ea08c46af3db1a051b93886630088be41048d4a9a7228f19b1c8414d393d9b
2026-08-25,2026-08-25,327,328,L,11,Indische Etyma,T,te²,präp,"(Paspati) zu, bei",mit lok -te identisch,te,head,ingested,,boretzky1994romani:ind:327:L:11,eur,prep,to; at,Paspati,paspati1870tchinghianes,,no-etymon,,,homonym 2,f0c310c58b387443c263f86e85d058b879cf85adae3a91e23d8caf1cc2a7b66b
2026-08-25,2026-08-25,327,328,L,12,Indische Etyma,T,tehara,xref,s. tajsa,,,,crossref,s. tajsa,,,,,,,,,,,see-reference,66da698716dc654b08f8ea2afc1cf3802942e98dc8371bd64a2ae0e14eee2202
2026-08-25,2026-08-25,327,328,L,13,Indische Etyma,T,tele,adv,"unten, herunter","< ai. tala- ""Grund, Boden"", adv tale; vgl. hi. tale ""unter(halb)""",tele,head,ingested,,boretzky1994romani:ind:327:L:13,eur,adv,below; down,,,tala-,ambiguous,5731 14559,,,0921e11c627bfd719628deadffb274ea21630d245ce5aa0a3ea1c5fc9be9f1b7
2026-08-25,2026-08-25,327,328,L,14,Indische Etyma,T,ter: ter po ter,adv,allmählich,ohne Etym.,ter,head,ingested,,boretzky1994romani:ind:327:L:14,eur,adv,gradually (in ter po ter),,,,no-etymon,,,printed as a phrase entry,6748f485d38e8e2ae585345e65ad25761a922e24198d19e9312847e1afaa3c82
2026-08-25,2026-08-25,327,328,L,15,Indische Etyma,T,terno,adj,jung,< pk. ai. taruṇa-,terno,head,ingested,,boretzky1994romani:ind:327:L:15,eur,adj,young,,,taruṇa-,linked,5712,5712,,e148252f088c7dcde032e942892b2ac035eaedc906668fef0c3d0c65767e92c4
2026-08-25,2026-08-25,327,328,L,16,Indische Etyma,T,"tikno, cikno",adj,klein,"< pa. tikkha-/tikhiṇa- < ai. tīkṣṇa- ""scharf, heiß, fein""?; vgl. hi. tīkhā ""scharf""; cikno mit unregelm. Lautentwicklung",tikno,head,ingested,,boretzky1994romani:ind:327:L:16,eur,adj uncertain,small,,,tīkṣṇa-,linked,5839,5839,,8e2c6fac2a62ac929a9848fd1ca38c8dbb173fd9c5b5d3a20e305aa2e1dcc3a1
2026-08-25,2026-08-25,327,328,L,16,Indische Etyma,T,"tikno, cikno",adj,klein,"< pa. tikkha-/tikhiṇa- < ai. tīkṣṇa- ""scharf, heiß, fein""?; vgl. hi. tīkhā ""scharf""; cikno mit unregelm. Lautentwicklung",cikno,variant,ingested,,boretzky1994romani:ind:327:L:16:variant:2,eur,adj alternate uncertain,small,,,tīkṣṇa-,linked,5839,5839,,8e2c6fac2a62ac929a9848fd1ca38c8dbb173fd9c5b5d3a20e305aa2e1dcc3a1
2026-08-25,2026-08-25,327,328,L,17,Indische Etyma,T,"tiro, toro",pron,dein,vgl. apabhr. tuhara; hi. terā,tiro,head,ingested,,boretzky1994romani:ind:327:L:17,eur,pron,your,,,,no-etymon,,,,afd48c64b0d25fd36d696544ebffafd0fc6cd3bb0d6bc39c57de9d6b64e7c1c9
2026-08-25,2026-08-25,327,328,L,17,Indische Etyma,T,"tiro, toro",pron,dein,vgl. apabhr. tuhara; hi. terā,toro,variant,ingested,,boretzky1994romani:ind:327:L:17:variant:2,eur,pron alternate,your,,,,no-etymon,,,,afd48c64b0d25fd36d696544ebffafd0fc6cd3bb0d6bc39c57de9d6b64e7c1c9
2026-08-25,2026-08-25,327,328,L,18,Indische Etyma,T,tradel,tr,treiben,"< ai. tardati (tṛṇatti) ""aufspalten, freisetzen""; pk. taḍḍaï ""ausbreiten""?",tradel,head,ingested,,boretzky1994romani:ind:327:L:18,eur,verb tr uncertain,to drive,,,tardati,ambiguous,5721 5722,,,7ca0ef081f083ec24a44eb36fef2705d8fc4eae582c494f164925399c421a36d
2026-08-25,2026-08-25,327,328,L,19,Indische Etyma,T,traš,f,"Angst, Furcht","< ai. trāsa- ""Zittern""; vgl. u. trašal; ähnlich auch pers. tars ""Furcht"", tarsīdan ""sich fürchten""",traš,head,ingested,,boretzky1994romani:ind:327:L:19,eur,f noun,fear,,,trāsa-,linked,6013,6013,,b14d24c64ee7fa7f462c1074c4ae95237c8d385cf056b7ad0e117a0ade10011d
2026-08-25,2026-08-25,327,328,L,20,Indische Etyma,T,trašal,itr,sich fürchten,"< ai. trasati ""zittern, sich fürchten"" (mit a nach ai. trāsa- ?); š von *tarṣati ?",trašal,head,ingested,,boretzky1994romani:ind:327:L:20,eur,verb intr uncertain,to be afraid,,,trasati / trāsa-,source-alternatives,6006 6013,,,6b4eb3846c5c2b40bbafae3f515774daad4a03b14d9dabf872f68976144fd152
2026-08-25,2026-08-25,327,328,L,21,Indische Etyma,T,trin,num,drei,< ai. neutr trīṇi; vgl. hi. tīn,trin,head,ingested,,boretzky1994romani:ind:327:L:21,eur,num,three,,,,no-etymon,,,,5ef51ff1897ad73cb426b03f787cb236afe6a570012561c6eeda6ad93db2bac0
2026-08-25,2026-08-25,327,328,L,22,Indische Etyma,T,truš,f,Durst,"< ai. tṛṣā ""Durst"", tṛṣyati ""dürsten""",truš,head,ingested,,boretzky1994romani:ind:327:L:22,eur,f noun,thirst,,,tṛṣā,ambiguous,5936 14578,,,2194868f1a91c31248a81ff25b8731f44c4563f4aed4a9567099eda718792547
2026-08-25,2026-08-25,327,328,L,23,Indische Etyma,T,trušul,m/f,Kreuz,"< ai. triśūla- ""Dreizack""",trušul,head,ingested,,boretzky1994romani:ind:327:L:23,eur,mf noun,cross,,,triśūla-,linked,6058,6058,,9cdf3e22ab6009b7ecfaee4182f71168ba011b1ab709df748d6c440a0f5b28f1
2026-08-25,2026-08-25,327,328,R,24,Indische Etyma,T,tu,pron,du,< pk. tum < ai. tuvam/tvam; vgl. hi. tū,tu,head,ingested,,boretzky1994romani:ind:327:R:24,eur,pron,you,,,tuvam/tvam,source-alternatives,5889 14573,,,c23c352ca6d8c4a4f7a02756085691627140b446f1aaf427f852337f2db37b37
2026-08-25,2026-08-25,327,328,R,25,Indische Etyma,T,tumaro,pron,euer,vgl. apabhr. tumhāra,tumaro,head,ingested,,boretzky1994romani:ind:327:R:25,eur,pron,your (plural),,,,no-etymon,,,,dd89b65c32442733b0957a470ea042b3b3e5621bb82cd8d06b815dcce119aa2c
2026-08-25,2026-08-25,327,328,R,26,Indische Etyma,T,tumen,pron,ihr (2.pl.),< pk. tumhe,tumen,head,ingested,,boretzky1994romani:ind:327:R:26,eur,pron,you (plural),,,,no-etymon,,,,64c52ecdf09245aa25f2998c086949444e98304a0a00e96efc1c6d84fb124877
2026-08-25,2026-08-25,327,328,R,27,Indische Etyma,T,tušni,f,"Glas, Flasche",ohne Etym.,tušni,head,ingested,,boretzky1994romani:ind:327:R:27,eur,f noun,glass; bottle,,,,no-etymon,,,,62e37987d9753bd1259a53fb193eefb3acc23e8dc1b55412281fe6eae64c0bc0
2026-08-25,2026-08-25,327,328,R,28,Indische Etyma,TH,thabol,itr,brennen,"< mi. *dambh-/*dabbh- ""brennen"" statt ai. dah-, dagdha-; vgl. panjābī dambhṇā",thabol,head,ingested,,boretzky1994romani:ind:327:R:28,eur,verb intr,to burn,,,dah-,unmatched,,,,2d44ff10153a35ecd97101ab04104436f5634b6eb9a04c4f42a461d9546754f1
2026-08-25,2026-08-25,327,328,R,29,Indische Etyma,TH,thaj,konj,und,"< ai. tathāpi ""so, in der Weise"" ?; vgl. pašto thā ""dann""",thaj,head,ingested,,boretzky1994romani:ind:327:R:29,eur,conj uncertain,and,,,tathāpi,ambiguous,5647 14550,,,2e79f95cfa199ebf08556b5671d0d6fb850908486e80aa709c5eee1878ebdf5b
2026-08-25,2026-08-25,327,328,R,30,Indische Etyma,TH,than¹,m,"Raum, Platz",< pk. thāna- < ai. sthāna-; vgl. hi. thān,than,head,ingested,,boretzky1994romani:ind:327:R:30,eur,m noun,room; place,,,sthāna-,linked,13753,13753,homonym 1,98cb07b3022afa0f0596873c314fdd06e60d7e43da3368660311cfdf02b279c9
2026-08-25,2026-08-25,327,328,R,31,Indische Etyma,TH,than²,m,"(So) Tuch, Stoff","vgl. hi. thān ""Stück Stoff""",than,head,ingested,,boretzky1994romani:ind:327:R:31,eur,m noun,cloth; fabric,So,sowa1898zigeuner,,no-etymon,,,homonym 2,fd02c3c81edf3759da0ee05643539f7f19aa8ded4e3589ff1786374d605fd107
2026-08-25,2026-08-25,327,328,R,32,Indische Etyma,TH,thar,f,Backenzahn,"< pk. daṁṭha ""Reißzahn"" < ai. *daṁstra- oder pk. dāḍhā < ai. dāṭhā; vgl. hi. dāṛh",thar,head,ingested,,boretzky1994romani:ind:327:R:32,eur,f noun,molar,,,*daṁstra- / dāṭhā,source-alternatives,,,diacritics on the two Prakrit/OIA forms verified at higher magnification,973597ecb62301a1a11168f871e18c9cf870f88d1fa2a839c28234a241180a36
2026-08-25,2026-08-25,327,328,R,33,Indische Etyma,TH,tharel¹,tr/itr,brennen,"< pk. daḍḍha- < ai. dagdha- ""verbrannt""; vgl. hi. dāṛhnā itr ""brennen""",tharel,head,ingested,,boretzky1994romani:ind:327:R:33,eur,verb tr intr,to burn,,,dagdha-,linked,6121,6121,homonym 1,3d367344b23da35aeb5c68376a7ba3cfdb3ae8d0af8d70d9b284879ea4ffa2fb
2026-08-25,2026-08-25,327,328,R,34,Indische Etyma,TH,tharel²,xref,s. atharel,,,,crossref,s. atharel,,,,,,,,,,,homonym 2; see-reference,71a84672af5bcc686d38b45cd69908d9fbd824eea1a5fd5ad18244494199288b
2026-08-25,2026-08-25,327,328,R,35,Indische Etyma,TH,thav¹,m,Faden,"< pk. dabbha- < ai. darbha- ""Grasbüschel"" (Turner); < ai. sthāman- ""Standort"" (mit der Bedeutung von gr. στημόνι ""Aufzug""; vgl. Mikl); nach Sa < ai. *dhāgga-, hi. dhāgā ""Faden""; < ai. dāman- ""Band, Binde, Fessel"" (Valt; ohne Aspiration!)",thav,head,ingested,,boretzky1994romani:ind:327:R:35,eur,m noun,thread,,,darbha-,linked,6203,6203,homonym 1,4344d26ab460b91434d7be627f34aa2e27e1fff6fa555ceacb6d85fafcce6ba6
2026-08-25,2026-08-25,327,328,R,36,Indische Etyma,TH,thav²,m,"(Sa) ""Schütteln""",ohne Etym.,thav,head,ingested,,boretzky1994romani:ind:327:R:36,eur,m noun,shaking,Sa,sampson1926welsh,,no-etymon,,,homonym 2,1055f1c8b84e9561b2347a500c89d051e04f538ff4c14fc47a0d1792a716db7b
2026-08-25,2026-08-25,327,328,R,37,Indische Etyma,TH,thavdel,itr,fließen,"< ai. dhāvati ""fließen"" + del; vgl. hi. dhāwnā (Turner)",thavdel,head,ingested,,boretzky1994romani:ind:327:R:37,eur,verb intr,to flow,,,dhāvati,ambiguous,6802 6803 14648,,,018a705942c01cb7c9c76957ab149f3291cd2772245ea8f72daeb1b4f05f9fed
2026-08-25,2026-08-25,327,328,R,38,Indische Etyma,TH,therel,tr,"bekommen, haben","< ai. dharati ""halten""; vgl. hi. dharnā; tharel, part. thardo < ai. dhārayati ""halten""",therel,head,ingested,,boretzky1994romani:ind:327:R:38,eur,verb tr,to get; to have,,,dharati,ambiguous,6747 14644,,,6c445c05d0359e998b44fcdcb5ace7a12f20dce1e19f075952ac197bfd6be77d
2026-08-25,2026-08-25,327,328,R,39,Indische Etyma,TH,thovel¹,tr,"setzen, stellen, legen","< ai. dhāpayati kaus ""stellen lassen"" oder < pk. thāveï < ai. sthāpayati kaus ""hinstellen"" ?",thovel,head,ingested,,boretzky1994romani:ind:327:R:39,eur,verb tr uncertain,to set; to put; to lay,,,dhāpayati / sthāpayati,source-alternatives,6783 13756,,homonym 1,2964d02e344b6c10d5c94637daeaad223490fb820272c240854fa52fec14b070
2026-08-25,2026-08-25,327,328,R,40,Indische Etyma,TH,thovel²,tr,waschen,< pa. dhovati < ai. dhāvati; vgl. hi. dhonā,thovel,head,ingested,,boretzky1994romani:ind:327:R:40,eur,verb tr,to wash,,,dhāvati,ambiguous,6802 6803 14648,,homonym 2,508971c7180368fe9c2ef36149db2cb8659995e8989cacc0a22ce4755c2585ca
2026-08-25,2026-08-25,327,328,R,41,Indische Etyma,TH,thud,m,Milch,"< pk. duddha- < ai. dugdha- ""gemolken""; vgl. hi. dūdh",thud,head,ingested,,boretzky1994romani:ind:327:R:41,eur,m noun,milk,,,dugdha-,linked,6391,6391,the etymology bracket is printed at the head of p. 328 col. 1,7d58e946e1e8d8ceaf793c069881f6d2b9bdea7703a31ee8b919e5d55c87b5bf
2026-08-25,2026-08-25,328,329,L,01,Indische Etyma,TH,thulo,adj,"dick, fett",< pk. thūla- < ai. sthūla-; vgl. hi. thūlā (Turner),thulo,head,ingested,,boretzky1994romani:ind:328:L:01,eur,adj,thick; fat,,,sthūla-,linked,13776,13776,the bracket printed above this entry belongs to thud on p. 327,5f2444e1b181004a03c0d122dcaaf0fa72f1c153d622bce55c3c489304e79894
2026-08-25,2026-08-25,328,329,L,02,Indische Etyma,TH,thuv,m,Rauch,< pk. ai. dhūma-; vgl. hi. dhūã:,thuv,head,ingested,,boretzky1994romani:ind:328:L:02,eur,m noun,smoke,,,dhūma-,ambiguous,6849 14653,,,4cee96717a31b6f90f30f4a17a2e85bd297a6a00c8ed9baf182e6612399cc277
2026-08-25,2026-08-25,328,329,L,03,Indische Etyma,U,učo,adj,hoch,"< pa. ai. ucca- ""hoch(ragend)""; vgl. hi. ũ:c(a)",učo,head,ingested,,boretzky1994romani:ind:328:L:03,eur,adj,high,,,ucca-,ambiguous,1634 14300,,,1f634e87416151af3af6f4986538a52da8931f2cb8c7a6d89cd57beaeaeaef19
2026-08-25,2026-08-25,328,329,L,04,Indische Etyma,U,učhal,f,Schatten,"< ai. *ava-chāda- ""bedecken""; vgl. hi. ojhal ""Versteck, Deckung"", gujarātī ojhaṭ ""Schatten""",učhal,head,ingested,,boretzky1994romani:ind:328:L:04,eur,f noun,shadow,,,*ava-chāda-,unmatched,,,,37d250351cf1eb9a3a35924d03527170665c460ddf0681baa122cce555292411
2026-08-25,2026-08-25,328,329,L,05,Indische Etyma,U,"učhanel, ušanel",tr,sieben,"< ai. *ut-kṣāṇayati; vgl. pk. chāṇaṇa- ""sieben, aussondern""; hi. chānnā ""durchsieben""; unsicher wegen š in vielen Romani-Dialekten",učhanel,head,ingested,,boretzky1994romani:ind:328:L:05,eur,verb tr,seven,,,*ut-kṣāṇayati,linked,1745,1745,,1deb781679f138ecdb7d681d5ce80822f6fb8029b61e2c3331a32cc9643e2b0f
2026-08-25,2026-08-25,328,329,L,05,Indische Etyma,U,"učhanel, ušanel",tr,sieben,"< ai. *ut-kṣāṇayati; vgl. pk. chāṇaṇa- ""sieben, aussondern""; hi. chānnā ""durchsieben""; unsicher wegen š in vielen Romani-Dialekten",ušanel,variant,ingested,,boretzky1994romani:ind:328:L:05:variant:2,eur,verb tr alternate,seven,,,*ut-kṣāṇayati,linked,1745,1745,,1deb781679f138ecdb7d681d5ce80822f6fb8029b61e2c3331a32cc9643e2b0f
2026-08-25,2026-08-25,328,329,L,06,Indische Etyma,U,učhar,xref,s. čhar,,,,crossref,s. čhar,,,,,,,,,,,see-reference,449783d82ec2017e2c358869b25c451855bc95ea27dcd30a4b1be04fb0deac4e
2026-08-25,2026-08-25,328,329,L,07,Indische Etyma,U,učharel,tr,bedecken,"< ai. ava-chādayati ""bedecken""; vgl. pk. occhāiya; vgl. o. učhal; mit učhar kontam.?",učharel,head,ingested,,boretzky1994romani:ind:328:L:07,eur,verb tr uncertain,to cover,,,ava-chādayati,unmatched,,,,4cab91beb4feeefbe09a588e468eb7f70b525a343b457091ed55becb05ca06c9
2026-08-25,2026-08-25,328,329,L,08,Indische Etyma,U,udžile,adj,"verschuldet, verpflichtet","vgl. dard. ūsh ""Schuld""",udžile,head,ingested,,boretzky1994romani:ind:328:L:08,eur,adj,indebted; obliged,,,,no-etymon,,,,a95bac95ca916a40076f637f9f05bed21952cff6c74aa8de61ee0e370d45628f
2026-08-25,2026-08-25,328,329,L,09,Indische Etyma,U,uhjel,xref,s. huljel,,,,crossref,s. huljel,,,,,,,,,,,see-reference,7a595cfeacca9602be0121cd124ebcf91e38b9d8bad8c58d8fa843b715ac9f3b
2026-08-25,2026-08-25,328,329,L,10,Indische Etyma,U,ukljel,itr,"steigen, klettern","< ai. *ut-kalati ""steigen, besteigen"" ?; nur im Romani",ukljel,head,ingested,,boretzky1994romani:ind:328:L:10,eur,verb intr uncertain,to climb,,,*ut-kalati,ambiguous,1716 14303,,,17b997f15bee462cbe8afe7c19b6dc22cdbac7768da97573e256be960a19a7d9
2026-08-25,2026-08-25,328,329,L,11,Indische Etyma,U,"ulavel, fulavel, hulavel",tr,"trennen, teilen, kämmen","< pk. uvalabhaï ""erhalten"" < ai. *upalābhayati kaus ""erhalten machen"" ?",ulavel,head,ingested,,boretzky1994romani:ind:328:L:11,eur,verb tr uncertain,to separate; to divide; to comb,,,*upalābhayati,linked,2230,2230,,b14b71df8487dc0aeae416f6614d3c18265a99b6857fb07fae57e810bcc3347f
2026-08-25,2026-08-25,328,329,L,11,Indische Etyma,U,"ulavel, fulavel, hulavel",tr,"trennen, teilen, kämmen","< pk. uvalabhaï ""erhalten"" < ai. *upalābhayati kaus ""erhalten machen"" ?",fulavel,variant,ingested,,boretzky1994romani:ind:328:L:11:variant:2,eur,verb tr alternate uncertain,to separate; to divide; to comb,,,*upalābhayati,linked,2230,2230,,b14b71df8487dc0aeae416f6614d3c18265a99b6857fb07fae57e810bcc3347f
2026-08-25,2026-08-25,328,329,L,11,Indische Etyma,U,"ulavel, fulavel, hulavel",tr,"trennen, teilen, kämmen","< pk. uvalabhaï ""erhalten"" < ai. *upalābhayati kaus ""erhalten machen"" ?",hulavel,variant,ingested,,boretzky1994romani:ind:328:L:11:variant:3,eur,verb tr alternate uncertain,to separate; to divide; to comb,,,*upalābhayati,linked,2230,2230,,b14b71df8487dc0aeae416f6614d3c18265a99b6857fb07fae57e810bcc3347f
2026-08-25,2026-08-25,328,329,L,12,Indische Etyma,U,"umal, mal",m,"Feld, Weide","< pk. māla- ""Garten"" < ai. māla- ""Stadtforst""; vgl. oṛiyā māla ""Dschungel""; u- < ai. ava- ?",umal,head,ingested,,boretzky1994romani:ind:328:L:12,eur,m noun uncertain,field; pasture,,,māla-,linked,10088,10088,,8a17f6246a9600c07e04458a9d1ad4c94f05e82fb50d9ea89627d2bd2e8086b1
2026-08-25,2026-08-25,328,329,L,12,Indische Etyma,U,"umal, mal",m,"Feld, Weide","< pk. māla- ""Garten"" < ai. māla- ""Stadtforst""; vgl. oṛiyā māla ""Dschungel""; u- < ai. ava- ?",mal,variant,ingested,,boretzky1994romani:ind:328:L:12:variant:2,eur,m noun alternate uncertain,field; pasture,,,māla-,linked,10088,10088,,8a17f6246a9600c07e04458a9d1ad4c94f05e82fb50d9ea89627d2bd2e8086b1
2026-08-25,2026-08-25,328,329,L,13,Indische Etyma,U,umblal,f,Holzscheit,ohne Etym.,umblal,head,ingested,,boretzky1994romani:ind:328:L:13,eur,f noun,log,,,,no-etymon,,,,81b6167d564b91e2e2cb94a59b621b1b7860239f5ed04dd1d531be83cd6748a6
2026-08-25,2026-08-25,328,329,L,14,Indische Etyma,U,umblavel,tr,"hängen, aufhängen","< pa. olambhati < ai. avalambhate ""herunterhängen""; vgl. hi. olamnā (Turner)",umblavel,head,ingested,,boretzky1994romani:ind:328:L:14,eur,verb tr,to hang; to hang up,,,avalambhate,unmatched,,,,526b076dda8e2d3b621dbc6a4fa580d5c5d0f2b01e742d9658885efb5ec8d605
2026-08-25,2026-08-25,328,329,L,15,Indische Etyma,U,upre,adv,"oben, aufwärts",< ai. *uppari statt upari; vgl. hi. ūpar,upre,head,ingested,,boretzky1994romani:ind:328:L:15,eur,adv,above; upwards,,,*uppari,linked,2333,2333,,b2d1a3f8d4af4cea3d34c2dffcc9c078186b266000765f5df52b49f7cb866c28
2026-08-25,2026-08-25,328,329,L,16,Indische Etyma,U,urjal,itr,fliegen,"< pa. uḍḍeti < ai. uḍḍīyate/uḍḍayati ""auffliegen""; vgl. hi. uṛnā",urjal,head,ingested,,boretzky1994romani:ind:328:L:16,eur,verb intr,to fly,,,uḍḍīyate/uḍḍayati,source-alternatives,1697,,,b28fa2ccb73e9ae0a2cb13f5fdf07270c6c64e126c401f28c38e780795984881
2026-08-25,2026-08-25,328,329,L,17,Indische Etyma,U,urjavel,tr,ankleiden,"vgl. pk. uḍḍiya ""blanket for wearing"" u. hi. oṛhnā ""bedecken, anziehen""",urjavel,head,ingested,,boretzky1994romani:ind:328:L:17,eur,verb tr,to dress,,,,no-etymon,,,,c8920026e5070f46d6632894940470a11610a371cd4c6bed2b522511fbc423a4
2026-08-25,2026-08-25,328,329,R,18,Indische Etyma,U,ušanel,xref,s. učhanel,,,,crossref,s. učhanel,,,,,,,,,,,see-reference,e5b17819aa7eaba6d3d303ae217af6958a1493fe4d82b8fb2e7a9812f4c3e400
2026-08-25,2026-08-25,328,329,R,19,Indische Etyma,U,ušjol,p-i (part ušlo),sauer werden (Milch),ohne Etym.,ušjol,head,ingested,,boretzky1994romani:ind:328:R:19,eur,verb intr pass,to turn sour (of milk),,,,no-etymon,,,,d08a58b3c94a098112b6b5000b5817f0e3b47793dcb704821e0e8d7e73fdb0a3
2026-08-25,2026-08-25,328,329,R,20,Indische Etyma,U,uštavel,tr,"heben, aufwecken","vgl. pk. utthāveï < ai. utthāpayati (*uṣṭhā- < *ut-sthā- ?) ""heben, aufstehen machen""; vgl. hi. uṭhānā",uštavel,head,ingested,,boretzky1994romani:ind:328:R:20,eur,verb tr uncertain,to lift; to wake,,,utthāpayati,unmatched,,,,3f398e6978a48a4e459bccf74e4790aa15f4ff57a68f90edc3e06962a8f1e5f6
2026-08-25,2026-08-25,328,329,R,21,Indische Etyma,U,uštel,itr,aufstehen,< ai. *ut-sthāti; vgl. pa. utthāti u. hi. uṭhnā,uštel,head,ingested,,boretzky1994romani:ind:328:R:21,eur,verb intr,to stand up,,,*ut-sthāti,linked,1900,1900,,954cb9a98c6cf21a6661f66c8294531f207512241bc9cb62d96a6c0c3be4cc5c
2026-08-25,2026-08-25,328,329,R,22,Indische Etyma,U,užo,adj,"rein, sauber","< pk. uju-/ujju- < ai. ṛju- ""gerade, ehrlich""; vgl. bangali uj",užo,head,ingested,,boretzky1994romani:ind:328:R:22,eur,adj,clean,,,ṛju-,linked,2448,2448,,f9ba71debfb9825c86cb014d4c1fb9ac79c2d3d53514895fe7aec1e913be63ff
2026-08-25,2026-08-25,328,329,R,23,Indische Etyma,V,va,xref,s. ova,,,,crossref,s. ova,,,,,,,,,,,see-reference,a0afe94302ea1257f756dbf57bbfce3da3928c87bc98dfcc79c82178e6f31108
2026-08-25,2026-08-25,328,329,R,24,Indische Etyma,V,vaćarel,tr,"reden, sprechen","zu pk. vakka-, ai. vākya- ""Rede, Worte""; vgl. panjābī vāk/bāk. Formen mit r wie rakerel/vrakerel könnten vom präfig. Part stammen, vgl. nir-ukta, evtl. durch Kontam. mit vak-",vaćarel,head,ingested,,boretzky1994romani:ind:328:R:24,eur,verb tr,to talk; to speak,,,vākya-,linked,11468,11468,,060ee05e5943a8eda83cf2611d11afa8a2c04736a2b47f4f1efe6026bd2d8215
2026-08-25,2026-08-25,328,329,R,25,Indische Etyma,V,"vago (So), avgo",,erster,"zu ai. agra-?; vgl. hi. āgū ""vorwärts""",vago,head,ingested,,boretzky1994romani:ind:328:R:25,eur,uncertain,first,So,sowa1898zigeuner,agra-,linked,68,68,no grammatical label,b8d31791afb47c4242b2eb6ac776f1d2ec914564119e9be92e73054bc3381968
2026-08-25,2026-08-25,328,329,R,25,Indische Etyma,V,"vago (So), avgo",,erster,"zu ai. agra-?; vgl. hi. āgū ""vorwärts""",avgo,variant,ingested,,boretzky1994romani:ind:328:R:25:variant:2,eur,alternate uncertain,first,,,agra-,linked,68,68,no grammatical label,b8d31791afb47c4242b2eb6ac776f1d2ec914564119e9be92e73054bc3381968
2026-08-25,2026-08-25,328,329,R,26,Indische Etyma,V,vaj,konj,oder,< pk. ai. RV vā,vaj,head,ingested,,boretzky1994romani:ind:328:R:26,eur,conj,or,,,,no-etymon,,,,8ee6f21b53f813e9f2f47be987aae9c7a14b4a8e483b830510975fb2a2fd5eee
2026-08-25,2026-08-25,328,329,R,27,Indische Etyma,V,vangli (Sa),f,Ring,"< ai. (pa. hi.) aṅguli- ""Finger""",vangli,head,ingested,,boretzky1994romani:ind:328:R:27,eur,f noun,ring,Sa,sampson1926welsh,,no-etymon,,,,f0390aadba4cb844f599be77229515113199c667d8227f674d6df9868b08999c
2026-08-25,2026-08-25,328,329,R,28,Indische Etyma,V,-var,,Mal,< ai. vāra-; vgl. hi. bār,-var,head,ingested,,boretzky1994romani:ind:328:R:28,eur,suffix,time (occurrence),,,vāra-,ambiguous,11547 11548 11549,,suffix entry; no grammatical label,a490c5586a2ca7410a7e5cb0c7adddeb8c542fd51c4e0462f867fd392e14f59c
2026-08-25,2026-08-25,328,329,R,29,Indische Etyma,V,vast,m,Hand,< ai. hasta-; vgl. hi. hāth,vast,head,ingested,,boretzky1994romani:ind:328:R:29,eur,m noun,hand,,,hasta-,ambiguous,14024 14844,,,fb5d75ff26158f111df6e1d3f49f99ca3a2f73d58937ad10820ab41a3e32d7e0
2026-08-25,2026-08-25,328,329,R,30,Indische Etyma,V,vaš,präp,"für, wegen","< ai. vaśnā ""kraft, mittels, wegen""",vaš,head,ingested,,boretzky1994romani:ind:328:R:30,eur,prep,for; because of,,,vaśnā,unmatched,,,,f044cb7e5f90f4cb543afe10c6b9d8c9f20413a334f3cb7467aaaf85b61afe04
2026-08-25,2026-08-25,328,329,R,31,Indische Etyma,V,venderja,xref,s. enderja,,,,crossref,s. enderja,,,,,,,,,,,see-reference,58788a082ffe0c74b7c9461cc90f67d44b244ba426d2d3f940e0b243caf752a8
2026-08-25,2026-08-25,328,329,R,32,Indische Etyma,V,vesto,adj,"froh, munter",ohne Etym.,vesto,head,ingested,,boretzky1994romani:ind:328:R:32,eur,adj,glad; cheerful,,,,no-etymon,,,,2e76f67988f6de6ec490afc222e6f5e17354e4ad5f49d4180b2d6fea375dd4e4
2026-08-25,2026-08-25,328,329,R,33,Indische Etyma,V,vi,,"auch, ebenfalls","< pk. avi < ai. api ""auch""; vgl. sindhī bi/bhī u. hi. bhī ""ebenso""",vi,head,ingested,,boretzky1994romani:ind:328:R:33,eur,,also; likewise,,,api,linked,485,485,no grammatical label,8e2414527f30316001d87ca32ecc8f5ba18e8f8115a34e4c53a97fd13ef57438
2026-08-25,2026-08-25,328,329,R,34,Indische Etyma,V,vijand,xref,s. ivand,,,,crossref,s. ivand,,,,,,,,,,,see-reference,415f48dbb1702532a172ada8cb9169708a3c29b1144f051a4e2fd5460021c245
