Stable_Key,Installed_Key,PDF_Page,Printed_Page,Column,Entry_Ordinal,OCR_Form,Legacy_Form,Method,Score
berger:p300:c2:e015,berger-entry-6261,154,300,2,15,náro,lnáro,page-sequence,0.8889
berger:p300:c2:e016,berger-entry-6262,154,300,2,16,náro,náro,page-sequence,1.0000
berger:p300:c2:e017,berger-entry-6264,154,300,2,17,nars,nars,page-sequence,1.0000
berger:p301:c1:e001,berger-entry-6265,154,301,1,1,nas,lnas,page-sequence,0.8571
berger:p301:c1:e002,berger-entry-6266,154,301,1,2,núsan,núsan,page-sequence,1.0000
berger:p301:c1:e003,berger-entry-6267,154,301,1,3,náskiś,náskiś,page-sequence,1.0000
berger:p301:c1:e004,berger-entry-6268,154,301,1,4,nas-qhunás,nas-qhunás,page-sequence,1.0000
berger:p301:c1:e005,berger-entry-6269,154,301,1,5,nas,nas,page-sequence,1.0000
berger:p301:c1:e006,berger-entry-6270,154,301,1,6,nasawáar,nasawáar,page-sequence,1.0000
berger:p301:c1:e007,berger-entry-6271,154,301,1,7,nasiihát,nasiihát,page-sequence,1.0000
berger:p301:c1:e008,berger-entry-6272,154,301,1,8,nasíip,nasíip,page-sequence,1.0000
berger:p301:c1:e009,berger-entry-6273,154,301,1,9,nasíipkiś,nasíip-śuá,page-sequence,0.7778
berger:p301:c2:e001,berger-entry-6274,154,301,2,1,nasiipá,nasíipkiś,page-sequence,0.7500
berger:p301:c2:e003,berger-entry-6275,154,301,2,3,náskiś,nasiipá,page-sequence,0.6154
berger:p301:c2:e004,berger-entry-6278,154,301,2,4,nas,nas,page-sequence,1.0000
berger:p301:c2:e005,berger-entry-6279,154,301,2,5,naśá,naśá,page-sequence,1.0000
berger:p301:c2:e006,berger-entry-6280,154,301,2,6,naṭ ét-,naṭ ét-,page-sequence,1.0000
berger:p301:c2:e007,berger-entry-6281,154,301,2,7,natúskuin,natúskuin,page-sequence,1.0000
berger:p301:c2:e008,berger-entry-6283,154,301,2,8,naujeéko,naujeéko,page-sequence,1.0000
berger:p302:c1:e001,berger-entry-6284,155,302,1,1,naukár,naukár,page-sequence,1.0000
berger:p302:c1:e002,berger-entry-6285,155,302,1,2,nauróos,nauróos,page-sequence,1.0000
berger:p302:c1:e003,berger-entry-6286,155,302,1,3,nawáq,nawáq,page-sequence,1.0000
berger:p302:c1:e004,berger-entry-6287,155,302,1,4,nawarajeék,nawarajeék,page-sequence,1.0000
berger:p302:c1:e005,berger-entry-6288,155,302,1,5,nayaláaq,nayaláaq,page-sequence,1.0000
berger:p302:c1:e006,berger-entry-6289,155,302,1,6,nazaará,nazaará,page-sequence,1.0000
berger:p302:c1:e007,berger-entry-6290,155,302,1,7,nazár,nazár,page-sequence,1.0000
berger:p302:c1:e008,berger-entry-6291,155,302,1,8,nazárkuś,nazárkuś,page-sequence,1.0000
berger:p302:c1:e010,berger-entry-6293,155,302,1,10,nazarí,nazarí,page-sequence,1.0000
berger:p302:c1:e011,berger-entry-6294,155,302,1,11,názar,lnázar,page-sequence,0.9091
berger:p302:c2:e003,berger-entry-6305,155,302,2,3,nazér,lnazér,page-sequence,0.9091
berger:p302:c2:e004,berger-entry-6306,155,302,2,4,nazér,nazér,page-sequence,1.0000
berger:p302:c2:e006,berger-entry-6308,155,302,2,6,di-nċhír- -ć-,di-nċhír- -ć-,page-sequence,1.0000
berger:p302:c2:e007,berger-entry-6309,155,302,2,7,dznċir- -ć-,dznċir- -ć-,page-sequence,1.0000
berger:p302:c2:e009,berger-entry-6311,155,302,2,9,ndil,ndil,page-sequence,1.0000
berger:p303:c1:e001,berger-entry-6317,155,303,1,1,tne,née,page-sequence,0.6667
berger:p303:c1:e003,berger-entry-6320,155,303,1,3,née,neéśk,page-sequence,0.7500
berger:p303:c1:e004,berger-entry-6321,155,303,1,4,ni- -ć-,ni- -ć-,page-sequence,1.0000
berger:p303:c2:e001,berger-entry-6322,155,303,2,1,niz,níi,page-sequence,0.6667
berger:p303:c2:e002,berger-entry-6323,155,303,2,2,ní,niz,page-sequence,0.8000
berger:p303:c2:e003,berger-entry-6324,155,303,2,3,niáas,niáas,page-sequence,1.0000
berger:p303:c2:e004,berger-entry-6325,155,303,2,4,niát ét-,niát ét-,page-sequence,1.0000
berger:p303:c2:e005,berger-entry-6326,155,303,2,5,nićhaár,nićhaár,page-sequence,1.0000
berger:p303:c2:e006,berger-entry-6327,155,303,2,6,nigôon ét-,nigôon ét-,page-sequence,1.0000
berger:p303:c2:e007,berger-entry-6328,155,303,2,7,nií,nií,page-sequence,1.0000
berger:p304:c1:e003,berger-entry-6332,156,304,1,3,nikár,nikár,page-sequence,1.0000
berger:p304:c1:e004,berger-entry-6333,156,304,1,4,nikárt,nikárt,page-sequence,1.0000
berger:p304:c1:e005,berger-entry-6334,156,304,1,5,niknaamí,niknaamí,page-sequence,1.0000
berger:p304:c1:e006,berger-entry-6335,156,304,1,6,niknik,niknik,page-sequence,1.0000
berger:p304:c1:e007,berger-entry-6336,156,304,1,7,nimáaz,nimáaz,page-sequence,1.0000
berger:p304:c1:e008,berger-entry-6337,156,304,1,8,nimás,nimás,page-sequence,1.0000
berger:p304:c1:e009,berger-entry-6338,156,304,1,9,niméek,niméek,page-sequence,1.0000
berger:p304:c1:e010,berger-entry-6339,156,304,1,10,nimêesi,nimêesi,page-sequence,1.0000
berger:p304:c1:e011,berger-entry-6340,156,304,1,11,nimnám,nimnám,page-sequence,1.0000
berger:p304:c1:e012,berger-entry-6341,156,304,1,12,níni,níni,page-sequence,1.0000
berger:p304:c1:e013,berger-entry-6342,156,304,1,13,nioóṅ,nioóṅ,page-sequence,1.0000
berger:p304:c1:e014,berger-entry-6344,156,304,1,14,niré -mán-,niré -mán-,page-sequence,1.0000
berger:p304:c1:e015,berger-entry-6345,156,304,1,15,niríl,niríl,page-sequence,1.0000
berger:p304:c1:e016,berger-entry-6347,156,304,1,16,nirk,nirk,page-sequence,1.0000
berger:p304:c2:e001,berger-entry-6349,156,304,2,1,nirnir,nirnir,page-sequence,1.0000
berger:p304:c2:e003,berger-entry-6350,156,304,2,3,nisbát ét-,nisbát ét-,page-sequence,1.0000
berger:p304:c2:e004,berger-entry-6351,156,304,2,4,niśáan,niśáan,page-sequence,1.0000
berger:p304:c2:e005,berger-entry-6352,156,304,2,5,niśaaná,niśaaná,page-sequence,1.0000
berger:p304:c2:e007,berger-entry-6353,156,304,2,7,niśék,niśék,page-sequence,1.0000
berger:p304:c2:e008,berger-entry-6355,156,304,2,8,nizá,nizá,page-sequence,1.0000
berger:p304:c2:e009,berger-entry-6356,156,304,2,9,no,no,page-sequence,1.0000
berger:p304:c2:e010,berger-entry-6358,156,304,2,10,nok,nok,page-sequence,1.0000
berger:p304:c2:e011,berger-entry-6359,156,304,2,11,nok-jeék,nok-jeék,page-sequence,1.0000
berger:p304:c2:e012,berger-entry-6361,156,304,2,12,nóknok,nóknok,page-sequence,1.0000
berger:p304:c2:e013,berger-entry-6362,156,304,2,13,nóno,nóno,page-sequence,1.0000
berger:p304:c2:e014,berger-entry-6363,156,304,2,14,nónok,nónok,page-sequence,1.0000
berger:p304:c2:e015,berger-entry-6364,156,304,2,15,nóo,lnóo,page-sequence,0.8571
berger:p305:c1:e001,berger-entry-6366,156,305,1,1,?nóo,nőóoç,page-sequence,0.7500
berger:p305:c1:e002,berger-entry-6367,156,305,1,2,noóők-jeéko,noóők-jeéko,page-sequence,1.0000
berger:p305:c1:e003,berger-entry-6368,156,305,1,3,noól,noól,page-sequence,1.0000
berger:p305:c1:e004,berger-entry-6369,156,305,1,4,nóôoman,nóôoman,page-sequence,1.0000
berger:p305:c1:e005,berger-entry-6370,156,305,1,5,noőóů,noőóů,page-sequence,1.0000
berger:p305:c1:e006,berger-entry-6342-dialect-1,156,305,1,6,noós,noóů,unique-page-form,0.7500
berger:p305:c1:e007,berger-entry-6372,156,305,1,7,nósan,nósan,page-sequence,1.0000
berger:p305:c2:e001,berger-entry-6373,156,305,2,1,núno,núno,page-sequence,1.0000
berger:p305:c2:e002,berger-entry-6374,156,305,2,2,nuqs,nuqs,page-sequence,1.0000
berger:p305:c2:e003,berger-entry-6375,156,305,2,3,nuráàani,nuráàani,page-sequence,1.0000
berger:p305:c2:e005,berger-entry-6377,156,305,2,5,núure,núure,page-sequence,1.0000
berger:p305:c2:e006,berger-entry-6378,156,305,2,6,núyo,núyo,page-sequence,1.0000
berger:p306:c1:e002,berger-entry-6380,157,306,1,2,gżé,gżé,page-sequence,1.0000
berger:p306:c2:e001,berger-entry-6382,157,306,2,1,zùgo,zùgo,page-sequence,1.0000
berger:p306:c2:e002,berger-entry-6383,157,306,2,2,dz-ùgur-,dz-ùgur-,page-sequence,1.0000
berger:p307:c1:e001,berger-entry-6389,157,307,1,1,ógur,ógur,page-sequence,1.0000
berger:p307:c1:e002,berger-entry-6390,157,307,1,2,ohóo,ohóo,page-sequence,1.0000
berger:p307:c1:e003,berger-entry-6391,157,307,1,3,ói- -ć-,ói- -ć-,page-sequence,1.0000
berger:p307:c1:e004,berger-entry-6392,157,307,1,4,ókšśi-rákśi,ókšśi-rákśi,page-sequence,1.0000
berger:p307:c1:e005,berger-entry-6393,157,307,1,5,óltur,óltur,page-sequence,1.0000
berger:p307:c1:e006,berger-entry-6394,157,307,1,6,on,lon,page-sequence,0.8000
berger:p307:c2:e001,berger-entry-6399,157,307,2,1,õó ét-,õó ét-,page-sequence,1.0000
berger:p307:c2:e002,berger-entry-6388,157,307,2,2,o,o,unique-page-form,1.0000
berger:p307:c2:e004,berger-entry-6402,157,307,2,4,óo-,óo-,page-sequence,1.0000
berger:p307:c2:e005,berger-entry-6403,157,307,2,5,oődi,oődi,page-sequence,1.0000
berger:p307:c2:e006,berger-entry-6404,157,307,2,6,óoli -mán-,óoli -mán-,page-sequence,1.0000
berger:p307:c2:e007,berger-entry-6405,157,307,2,7,oomíit,oomíit,page-sequence,1.0000
berger:p307:c2:e008,berger-entry-6406,157,307,2,8,oőq-boóq,oőq-boóq,page-sequence,1.0000
berger:p307:c2:e009,berger-entry-6407,157,307,2,9,oóqćhot,oóqćhot,page-sequence,1.0000
berger:p307:c2:e010,berger-entry-6408,157,307,2,10,óor,lóor,page-sequence,0.8571
berger:p307:c2:e011,berger-entry-6409,157,307,2,11,óor,óor,page-sequence,1.0000
berger:p308:c1:e001,berger-entry-6410,158,308,1,1,óos- -ś-,óos- -ś-,page-sequence,1.0000
berger:p308:c1:e002,berger-entry-6412,158,308,1,2,oóśin,oóśin,page-sequence,1.0000
berger:p308:c1:e004,berger-entry-6414,158,308,1,4,oót,oót,page-sequence,1.0000
berger:p308:c1:e005,berger-entry-6416,158,308,1,5,oq,oq,page-sequence,1.0000
berger:p308:c1:e006,berger-entry-6417,158,308,1,6,do-óq- -ić-,do-óq- -ić-,page-sequence,1.0000
berger:p308:c1:e007,berger-entry-6419,158,308,1,7,duq- -ić-,duq- -ić-,page-sequence,1.0000
berger:p308:c1:e008,berger-entry-6420,158,308,1,8,óqo,óqo,page-sequence,1.0000
berger:p308:c2:e001,berger-entry-6421,158,308,2,1,óqući man,óqući man,page-sequence,1.0000
berger:p308:c2:e002,berger-entry-6422,158,308,2,2,do-ór- -ć- herab-,do-ór- -ć- herab-,page-sequence,1.0000
berger:p308:c2:e003,berger-entry-6422-dialect-1,158,308,2,3,d-ó-oọr-,do-hőr-,unique-page-form,0.8000
berger:p308:c2:e005,berger-entry-6425,158,308,2,5,óśçum,óśçum,page-sequence,1.0000
berger:p308:c2:e006,berger-entry-6429,158,308,2,6,óśçumuśi,óśçumuśi,page-sequence,1.0000
berger:p308:c2:e007,berger-entry-6430,158,308,2,7,őtiki,őtiki,page-sequence,1.0000
berger:p309:c1:e002,berger-entry-6432,158,309,1,2,paabulék,paabulék,page-sequence,1.0000
berger:p309:c1:e003,berger-entry-6433,158,309,1,3,paagál,paagál,page-sequence,1.0000
berger:p309:c1:e004,berger-entry-6434,158,309,1,4,paagalí,paagalí,page-sequence,1.0000
berger:p309:c1:e005,berger-entry-6435,158,309,1,5,påáak,påáak,page-sequence,1.0000
berger:p309:c1:e006,berger-entry-6436,158,309,1,6,paakiát,paakiát,page-sequence,1.0000
berger:p309:c1:e007,berger-entry-6437,158,309,1,7,paakizá,paakizá,page-sequence,1.0000
berger:p309:c2:e001,berger-entry-6444,158,309,2,1,paćawées,paćawées,page-sequence,1.0000
berger:p309:c2:e004,berger-entry-6445,158,309,2,4,+paći,páći,page-sequence,1.0000
berger:p309:c2:e005,berger-entry-6447,158,309,2,5,paćim,paćim,page-sequence,1.0000
berger:p309:c2:e006,berger-entry-6448,158,309,2,6,páçi,páçi,page-sequence,1.0000
berger:p310:c1:e001,berger-entry-6450,159,310,1,1,páçimo,páçimo,page-sequence,1.0000
berger:p310:c1:e002,berger-entry-6451,159,310,1,2,padáay,padáay,page-sequence,1.0000
berger:p310:c1:e003,berger-entry-6452,159,310,1,3,padár,padár,page-sequence,1.0000
berger:p310:c1:e004,berger-entry-6453,159,310,1,4,padér,padér,page-sequence,1.0000
berger:p310:c1:e005,berger-entry-6454,159,310,1,5,padáo,padáo,page-sequence,1.0000
berger:p310:c1:e006,berger-entry-6455,159,310,1,6,paháaṭt,paháaṭt,page-sequence,1.0000
berger:p310:c1:e007,berger-entry-6456,159,310,1,7,pahlawáan,pahlawáan,page-sequence,1.0000
berger:p310:c1:e008,berger-entry-6457,159,310,1,8,pahlawaaní,pahlawaaní,page-sequence,1.0000
berger:p310:c1:e009,berger-entry-6458,159,310,1,9,paí,paí,page-sequence,1.0000
berger:p310:c1:e010,berger-entry-6459,159,310,1,10,paidáa,paidáa,page-sequence,1.0000
berger:p310:c1:e011,berger-entry-6460,159,310,1,11,paigá,paigá,page-sequence,1.0000
berger:p310:c2:e001,berger-entry-6462,159,310,2,1,paigambár,paigambár,page-sequence,1.0000
berger:p310:c2:e002,berger-entry-6463,159,310,2,2,paisá,paisá,page-sequence,1.0000
berger:p310:c2:e003,berger-entry-6464,159,310,2,3,páka,páka,page-sequence,1.0000
berger:p310:c2:e004,berger-entry-6465,159,310,2,4,pal,pal,page-sequence,1.0000
berger:p310:c2:e005,berger-entry-6466,159,310,2,5,påla,påla,page-sequence,1.0000
berger:p310:c2:e006,berger-entry-6467,159,310,2,6,paláaćiṅů,paláaćiṅů,page-sequence,1.0000
berger:p310:c2:e007,berger-entry-6468,159,310,2,7,palámat,palámat,page-sequence,1.0000
berger:p310:c2:e008,berger-entry-6469,159,310,2,8,paléet,paléet,page-sequence,1.0000
berger:p310:c2:e009,berger-entry-6470,159,310,2,9,paliaál,paliaál,page-sequence,1.0000
berger:p310:c2:e010,berger-entry-6472,159,310,2,10,palós,palós,page-sequence,1.0000
berger:p311:c1:e002,berger-entry-6474,159,311,1,2,pandá,pándalan,page-sequence,0.7692
berger:p311:c1:e003,berger-entry-6475,159,311,1,3,panjá,pandá,page-sequence,0.8000
berger:p311:c1:e004,berger-entry-6477,159,311,1,4,paùkát,paùkát,page-sequence,1.0000
berger:p311:c1:e005,berger-entry-6478,159,311,1,5,pápa,pápa,page-sequence,1.0000
berger:p311:c1:e006,berger-entry-6479,159,311,1,6,pápan,pápan,page-sequence,1.0000
berger:p311:c1:e008,berger-entry-6483,159,311,1,8,paranáai gán-,paranáai gán-,page-sequence,1.0000
berger:p311:c1:e009,berger-entry-6484,159,311,1,9,párbat,párbat,page-sequence,1.0000
berger:p311:c2:e001,berger-entry-6485,159,311,2,1,parćám,parćám,page-sequence,1.0000
berger:p311:c2:e002,berger-entry-6486,159,311,2,2,pardá,pardá,page-sequence,1.0000
berger:p311:c2:e003,berger-entry-6487,159,311,2,3,paré,paré,page-sequence,1.0000
berger:p311:c2:e004,berger-entry-6488,159,311,2,4,parhéez ét-,parhéez ét-,page-sequence,1.0000
berger:p311:c2:e005,berger-entry-6489,159,311,2,5,parhizgáar,parhizgáar,page-sequence,1.0000
berger:p311:c2:e006,berger-entry-6490,159,311,2,6,pári,pári,page-sequence,1.0000
berger:p312:c1:e002,berger-entry-6492,160,312,1,2,parizáat,parizáat,page-sequence,1.0000
berger:p312:c1:e003,berger-entry-6493,160,312,1,3,párianċe-párianċe ní-,párianċe-párianċe ní-,page-sequence,1.0000
berger:p312:c1:e004,berger-entry-6494,160,312,1,4,pariiśáan,pariiśáan,page-sequence,1.0000
berger:p312:c1:e005,berger-entry-6495,160,312,1,5,parindá,parindá,page-sequence,1.0000
berger:p312:c1:e006,berger-entry-6496,160,312,1,6,parindáas,parindáas,page-sequence,1.0000
berger:p312:c1:e007,berger-entry-6497,160,312,1,7,pariśáan,pariśáan,page-sequence,1.0000
berger:p312:c1:e008,berger-entry-6498,160,312,1,8,pariiśaní,pariiśaní,page-sequence,1.0000
berger:p312:c1:e009,berger-entry-6500,160,312,1,9,parizáat,parpát,page-sequence,0.7143
berger:p312:c1:e010,berger-entry-6501,160,312,1,10,parpát,parát,page-sequence,0.9091
berger:p312:c1:e011,berger-entry-6502,160,312,1,11,parát,paršát man,page-sequence,0.7143
berger:p312:c2:e001,berger-entry-6503,160,312,2,1,partí,partí,page-sequence,1.0000
berger:p312:c2:e002,berger-entry-6504,160,312,2,2,parwáa ét-,parwáa ét-,page-sequence,1.0000
berger:p312:c2:e003,berger-entry-6505,160,312,2,3,parwarí ét-,parwarí ét-,page-sequence,1.0000
berger:p312:c2:e004,berger-entry-6506,160,312,2,4,pasán,pasán,page-sequence,1.0000
berger:p312:c2:e005,berger-entry-6508,160,312,2,5,pasandidaarí,pasandidaarí,page-sequence,1.0000
berger:p312:c2:e006,berger-entry-6509,160,312,2,6,pasóom,pasóom,page-sequence,1.0000
berger:p313:c1:e001,berger-entry-6514,160,313,1,1,pasúl,pasúl,page-sequence,1.0000
berger:p313:c1:e002,berger-entry-6515,160,313,1,2,paśšaimáan,paśšaimáan,page-sequence,1.0000
berger:p313:c1:e003,berger-entry-6516,160,313,1,3,pašanoó,pašanoó,page-sequence,1.0000
berger:p313:c1:e004,berger-entry-6517,160,313,1,4,pašoőó,pašoőó,page-sequence,1.0000
berger:p313:c1:e005,berger-entry-6518,160,313,1,5,paśuú,paśuú,page-sequence,1.0000
berger:p313:c1:e007,berger-entry-6521,160,313,1,7,patki,patki,page-sequence,1.0000
berger:p313:c1:e008,berger-entry-6522,160,313,1,8,páta,páta,page-sequence,1.0000
berger:p313:c2:e001,berger-entry-6523,160,313,2,1,patáari man,patáari man,page-sequence,1.0000
berger:p313:c2:e002,berger-entry-6524,160,313,2,2,patalúuniů,patalúuniů,page-sequence,1.0000
berger:p313:c2:e003,berger-entry-6525,160,313,2,3,patáħů,patáħů,page-sequence,1.0000
berger:p313:c2:e005,berger-entry-6527,160,313,2,5,patháq,patháq,page-sequence,1.0000
berger:p313:c2:e006,berger-entry-6528,160,313,2,6,paṭaásiů,paṭaásiů,page-sequence,1.0000
berger:p313:c2:e007,berger-entry-6530,160,313,2,7,patí,patí,page-sequence,1.0000
berger:p313:c2:e008,berger-entry-6531,160,313,2,8,patkán -mán-,patkán -mán-,page-sequence,1.0000
berger:p313:c2:e009,berger-entry-6532,160,313,2,9,páṭto,páṭto,page-sequence,1.0000
berger:p313:c2:e010,berger-entry-6533,160,313,2,10,paudár,paudár,page-sequence,1.0000
berger:p313:c2:e011,berger-entry-6534,160,313,2,11,payáali,payáali,page-sequence,1.0000
berger:p313:c2:e012,berger-entry-6535,160,313,2,12,payáalto,payáalto,page-sequence,1.0000
berger:p314:c1:e002,berger-entry-6537,161,314,1,2,péela,péela,page-sequence,1.0000
berger:p314:c1:e003,berger-entry-6538,161,314,1,3,peentalíiis,peentalíiis,page-sequence,1.0000
berger:p314:c1:e004,berger-entry-6539,161,314,1,4,péeś,péeś,page-sequence,1.0000
berger:p314:c1:e005,berger-entry-6540-dialect-1,161,314,1,5,peś,peś,unique-page-form,1.0000
berger:p314:c1:e006,berger-entry-6540,161,314,1,6,pési,pési,page-sequence,1.0000
berger:p314:c1:e007,berger-entry-6541,161,314,1,7,?péśi,peś bišśá-,page-sequence,0.6667
berger:p314:c1:e008,berger-entry-6543,161,314,1,8,pi,pi,page-sequence,1.0000
berger:p314:c1:e009,berger-entry-6544,161,314,1,9,piki,piki,page-sequence,1.0000
berger:p314:c1:e010,berger-entry-6545,161,314,1,10,piaadál,piaadál,page-sequence,1.0000
berger:p314:c1:e012,berger-entry-6546,161,314,1,12,piaqmár,piaqmár,page-sequence,1.0000
berger:p314:c1:e013,berger-entry-6547,161,314,1,13,píćle,píćle,page-sequence,1.0000
berger:p314:c2:e001,berger-entry-6549,161,314,2,1,pićíići,pićíići,page-sequence,1.0000
berger:p314:c2:e002,berger-entry-6550,161,314,2,2,píću,píću,page-sequence,1.0000
berger:p314:c2:e003,berger-entry-6551,161,314,2,3,píem,píem,page-sequence,1.0000
berger:p314:c2:e004,berger-entry-6552,161,314,2,4,piíća-piíćao ét-,piíća-piíćao ét-,page-sequence,1.0000
berger:p314:c2:e005,berger-entry-6553,161,314,2,5,pipa,pipa,page-sequence,1.0000
berger:p314:c2:e006,berger-entry-6574,161,314,2,6,piir,pirć,unique-page-form,0.7500
berger:p314:c2:e008,berger-entry-6554,161,314,2,8,piis,piis,page-sequence,1.0000
berger:p314:c2:e009,berger-entry-6556,161,314,2,9,píito,píito,page-sequence,1.0000
berger:p314:c2:e011,berger-entry-6557,161,314,2,11,spiku,spiku,page-sequence,1.0000
berger:p314:c2:e012,berger-entry-6563,161,314,2,12,tpílili,pilpíli,page-sequence,0.5714
berger:p315:c1:e001,berger-entry-6564,161,315,1,1,ipin,ipin,page-sequence,1.0000
berger:p315:c1:e002,berger-entry-6566,161,315,1,2,pin,pin,page-sequence,1.0000
berger:p315:c1:e003,berger-entry-6567,161,315,1,3,pin,pin,page-sequence,1.0000
berger:p315:c2:e002,berger-entry-6570,161,315,2,2,pípikiś,pípikiś,page-sequence,1.0000
berger:p315:c2:e003,berger-entry-6571,161,315,2,3,pípin man,pípin man,page-sequence,1.0000
berger:p315:c2:e004,berger-entry-6572,161,315,2,4,piqmár,piqmár,page-sequence,1.0000
berger:p315:c2:e005,berger-entry-6573,161,315,2,5,dzpirċ-,dzpirċ-,page-sequence,1.0000
berger:p315:c2:e006,berger-entry-6575,161,315,2,6,pirććaáno,pirććaáno,page-sequence,1.0000
berger:p315:c2:e007,berger-entry-6576,161,315,2,7,pirgíti,pirgíti,page-sequence,1.0000
berger:p315:c2:e008,berger-entry-6577,161,315,2,8,dz-pirkan-,dz-pirkan-,page-sequence,1.0000
berger:p315:c2:e009,berger-entry-6579,161,315,2,9,pisók,pisók,page-sequence,1.0000
berger:p315:c2:e010,berger-entry-6582,161,315,2,10,piśkáś,piśkáś,page-sequence,1.0000
berger:p316:c1:e001,berger-entry-6583,162,316,1,1,pit,pit,page-sequence,1.0000
berger:p316:c1:e002,berger-entry-6584,162,316,1,2,pítkiś,pítkiś,page-sequence,1.0000
berger:p316:c1:e004,berger-entry-6586,162,316,1,4,pit,pit,page-sequence,1.0000
berger:p316:c1:e006,berger-entry-6587,162,316,1,6,píto,píto,page-sequence,1.0000
berger:p316:c1:e007,berger-entry-6588,162,316,1,7,phíiro-píto,phíiro-píto,page-sequence,1.0000
berger:p316:c1:e008,berger-entry-6589,162,316,1,8,pitán,pitán,page-sequence,1.0000
berger:p316:c1:e010,berger-entry-6590,162,316,1,10,piwán,piwán,page-sequence,1.0000
berger:p316:c1:e011,berger-entry-6591,162,316,1,11,pku,pku,page-sequence,1.0000
berger:p316:c1:e012,berger-entry-6592,162,316,1,12,piku,piku,page-sequence,1.0000
berger:p316:c1:e013,berger-entry-6593,162,316,1,13,poù,poù,page-sequence,1.0000
berger:p316:c2:e001,berger-entry-6594,162,316,2,1,pőo,pőo,page-sequence,1.0000
berger:p316:c2:e003,berger-entry-6596,162,316,2,3,poodár,poodár,page-sequence,1.0000
berger:p316:c2:e004,berger-entry-6597,162,316,2,4,poón,poón,page-sequence,1.0000
berger:p316:c2:e005,berger-entry-6598,162,316,2,5,poošáak,poošáak,page-sequence,1.0000
berger:p316:c2:e006,berger-entry-6599,162,316,2,6,póoy,póoy,page-sequence,1.0000
berger:p316:c2:e007,berger-entry-6600,162,316,2,7,poq ét-,poq ét-,page-sequence,1.0000
berger:p316:c2:e008,berger-entry-6603,162,316,2,8,póro,póro,page-sequence,1.0000
berger:p316:c2:e009,berger-entry-6604,162,316,2,9,pőóro,pőóro,page-sequence,1.0000
berger:p316:c2:e010,berger-entry-6605,162,316,2,10,pot,pot,page-sequence,1.0000
berger:p316:c2:e011,berger-entry-6606,162,316,2,11,prääq,prääq,page-sequence,1.0000
berger:p317:c1:e002,berger-entry-6615,162,317,1,2,pran,pran,page-sequence,1.0000
berger:p317:c1:e003,berger-entry-6616,162,317,1,3,prápraq,prápraq,page-sequence,1.0000
berger:p317:c1:e004,berger-entry-6617,162,317,1,4,praprát,praprát,page-sequence,1.0000
berger:p317:c1:e005,berger-entry-6618,162,317,1,5,praq,praq,page-sequence,1.0000
berger:p317:c1:e006,berger-entry-6621,162,317,1,6,praś,praś,page-sequence,1.0000
berger:p317:c1:e007,berger-entry-6624,162,317,1,7,prat,prat,page-sequence,1.0000
berger:p317:c2:e001,berger-entry-6629,162,317,2,1,prat man-,prat man-,page-sequence,1.0000
berger:p317:c2:e002,berger-entry-6630,162,317,2,2,prapráṭt,prapráṭt,page-sequence,1.0000
berger:p317:c2:e003,berger-entry-6631,162,317,2,3,pretís ét-,pretís ét-,page-sequence,1.0000
berger:p317:c2:e004,berger-entry-6632,162,317,2,4,prik(iù) dél-,prik(iù),page-sequence,0.8000
berger:p317:c2:e005,berger-entry-6634,162,317,2,5,priprík gáåarċ-,priprík gáåarċ-,page-sequence,1.0000
berger:p317:c2:e006,berger-entry-6635,162,317,2,6,pun,pun,page-sequence,1.0000
berger:p317:c2:e007,berger-entry-6636,162,317,2,7,punár,punár,page-sequence,1.0000
berger:p318:c1:e001,berger-entry-6638,163,318,1,1,punóko,punóko,page-sequence,1.0000
berger:p318:c1:e002,berger-entry-6639,163,318,1,2,puùpá,puùpá,page-sequence,1.0000
berger:p318:c1:e004,berger-entry-6640,163,318,1,4,púpo,púpo,page-sequence,1.0000
berger:p318:c1:e005,berger-entry-6642,163,318,1,5,pupur-,pupur-,page-sequence,1.0000
berger:p318:c1:e006,berger-entry-6643,163,318,1,6,d:-puqur-,purá,page-sequence,0.6000
berger:p318:c2:e001,berger-entry-6644,163,318,2,1,purayeéś man,purayeéś man,page-sequence,1.0000
berger:p318:c2:e003,berger-entry-6645,163,318,2,3,purká,purká,page-sequence,1.0000
berger:p318:c2:e004,berger-entry-6646,163,318,2,4,púrme,púrme,page-sequence,1.0000
berger:p318:c2:e005,berger-entry-6647,163,318,2,5,pururúro,pururúro,page-sequence,1.0000
berger:p318:c2:e006,berger-entry-6652,163,318,2,6,pus+,pusú-,page-sequence,0.8571
berger:p318:c2:e007,berger-entry-6653,163,318,2,7,+-pus- -Ś-,puśá-,page-sequence,0.7500
berger:p318:c2:e012,berger-entry-6654,163,318,2,12,puśíi,puśíi,page-sequence,1.0000
berger:p319:c1:e001,berger-entry-6656,163,319,1,1,puśóori,puśóori,page-sequence,1.0000
berger:p319:c1:e002,berger-entry-6657,163,319,1,2,pušőóro,pušőóro,page-sequence,1.0000
berger:p319:c1:e003,berger-entry-6658,163,319,1,3,püūśt,püūśt,page-sequence,1.0000
berger:p319:c1:e004,berger-entry-6660,163,319,1,4,puśiṅóoro,puśiṅóoro,page-sequence,1.0000
berger:p319:c1:e005,berger-entry-6661-dialect-1,163,319,1,5,puśuṅóoro,puśuṅńóor,unique-page-form,0.8889
berger:p319:c1:e006,berger-entry-6661,163,319,1,6,puśuṅóőro,puśuṅóoro,page-sequence,1.0000
