Source_File,Location_Code,Concept_Number,Gloss,Form,Split,Raw
kohistani,LAM,99,ant,gy,heuristic,ph | ith | pi'lil gy | EKgEr'puTh
kohistani,LAM,100,spider,EKgEr'puTh,heuristic,ph | ith | pi'lil gy | EKgEr'puTh
kohistani,RAJ,98,mosquito,phit,exact,ph | it ph | i'lil gEKgEr'puT / jolà
kohistani,RAJ,99,ant,phi'lil,exact,ph | it ph | i'lil gEKgEr'puT / jolà
kohistani,RAJ,100,spider,gEKgEr'puT / jolà,exact,ph | it ph | i'lil gEKgEr'puT / jolà
kohistani,KLK,98,mosquito,phith,exact,ph | ith | pi'lil 'jolo
kohistani,KLK,99,ant,pi'lil,exact,ph | ith | pi'lil 'jolo
kohistani,KLK,100,spider,'jolo,exact,ph | ith | pi'lil 'jolo
kohistani,TOR,101,name,nàm,exact,nàm màS7 C7h | i
kohistani,TOR,102,man,màS7,exact,nàm màS7 C7h | i
kohistani,TOR,103,woman,C7hi,exact,nàm màS7 C7h | i
kohistani,CHL,101,name,nVm,exact,nVm màS7 jVpVy
kohistani,CHL,102,man,màS7,exact,nVm màS7 jVpVy
kohistani,CHL,103,woman,jVpVy,exact,nVm màS7 jVpVy
kohistani,DSH,101,name,nàm,exact,nàm mi`} is
kohistani,DSH,102,man,mi`},exact,nàm mi`} is
kohistani,DSH,103,woman,is,exact,nàm mi`} is
kohistani,KAL,101,name,nOm,exact,nOm mi} is
kohistani,KAL,102,man,mi},exact,nOm mi} is
kohistani,KAL,103,woman,is,exact,nOm mi} is
kohistani,USH,101,name,nOmp,exact,nOmp mi} is
kohistani,USH,102,man,mi},exact,nOmp mi} is
kohistani,USH,103,woman,is,exact,nOmp mi} is
kohistani,THL,101,name,nàm,exact,nàm mi} is
kohistani,THL,102,man,mi},exact,nàm mi} is
kohistani,THL,103,woman,is,exact,nàm mi} is
kohistani,LAM,101,name,nOë`m,exact,nOë`m mië`} is
kohistani,LAM,102,man,mië`},exact,nOë`m mië`} is
kohistani,LAM,103,woman,is,exact,nOë`m mië`} is
kohistani,RAJ,101,name,nàm,exact,nàm mi} is
kohistani,RAJ,102,man,mi},exact,nàm mi} is
kohistani,RAJ,103,woman,is,exact,nàm mi} is
kohistani,KLK,101,name,nà`m / nàm,exact,nà`m / nàm me} trEër
kohistani,KLK,102,man,me},exact,nà`m / nàm me} trEër
kohistani,KLK,103,woman,trEër,exact,nà`m / nàm me} trEër
kohistani,TOR,104,child,po / low,exact,po / low bàb yei
kohistani,TOR,105,father,bàb,exact,po / low bàb yei
kohistani,TOR,106,mother,yei,exact,po / low bàb yei
kohistani,CHL,104,child,low,exact,low bàb yVi
kohistani,CHL,105,father,bàb,exact,low bàb yVi
kohistani,CHL,106,mother,yVi,exact,low bàb yVi
kohistani,DSH,104,child,po,exact,po bop yëei
kohistani,DSH,105,father,bop,exact,po bop yëei
kohistani,DSH,106,mother,yëei,exact,po bop yëei
kohistani,KAL,104,child,phoë,exact,ph | oë bop yëVi
kohistani,KAL,105,father,bop,exact,ph | oë bop yëVi
kohistani,KAL,106,mother,yëVi,exact,ph | oë bop yëVi
kohistani,USH,104,child,phoë,exact,ph | oë bOp yëei
kohistani,USH,105,father,bOp,exact,ph | oë bOp yëei
kohistani,USH,106,mother,yëei,exact,ph | oë bOp yëei
kohistani,THL,104,child,po,exact,po bOp yëei
kohistani,THL,105,father,bOp,exact,po bOp yëei
kohistani,THL,106,mother,yëei,exact,po bOp yëei
kohistani,LAM,104,child,poë,exact,poë bàp yei
kohistani,LAM,105,father,bàp,exact,poë bàp yei
kohistani,LAM,106,mother,yei,exact,poë bàp yei
kohistani,RAJ,104,child,pu,exact,pu bVb ye
kohistani,RAJ,105,father,bVb,exact,pu bVb ye
kohistani,RAJ,106,mother,ye,exact,pu bVb ye
kohistani,KLK,104,child,'puC7ur / pu'to`},exact,'puC7ur / pu'to`} bop / bob yE`
kohistani,KLK,105,father,bop / bob,exact,'puC7ur / pu'to`} bop / bob yE`
kohistani,KLK,106,mother,yE`,exact,'puC7ur / pu'to`} bop / bob yE`
kohistani,TOR,107,older brother,ghVn bà ghQn,heuristic,gh | Vn bà gh | Qn }u po
kohistani,TOR,109,older sister,}u,heuristic,gh | Vn bà gh | Qn }u po
kohistani,TOR,111,son,po,heuristic,gh | Vn bà gh | Qn }u po
kohistani,CHL,107,older brother,ghVn bhà ghQn,heuristic,gh | Vn bh | à gh | Qn }u puS7
kohistani,CHL,109,older sister,}u,heuristic,gh | Vn bh | à gh | Qn }u puS7
kohistani,CHL,111,son,puS7,heuristic,gh | Vn bh | à gh | Qn }u puS7
kohistani,DSH,107,older brother,gàn dài` gy En,heuristic,gàn dài` gy | En bàn pu
kohistani,DSH,109,older sister,bàn,heuristic,gàn dài` gy | En bàn pu
kohistani,DSH,111,son,pu,heuristic,gàn dài` gy | En bàn pu
kohistani,KAL,107,older brother,gy En jà` gy en,heuristic,gy | En jà` gy | en i}po po
kohistani,KAL,109,older sister,i}po,heuristic,gy | En jà` gy | en i}po po
kohistani,KAL,111,son,po,heuristic,gy | En jà` gy | en i}po po
kohistani,USH,107,older brother,gàn jà gEn,heuristic,gàn jà gEn i}po po
kohistani,USH,109,older sister,i}po,heuristic,gàn jà gEn i}po po
kohistani,USH,111,son,po,heuristic,gàn jà gEn i}po po
kohistani,THL,107,older brother,gy àn dor gy En,heuristic,gy | àn dor gy | En i}po po
kohistani,THL,109,older sister,i}po,heuristic,gy | àn dor gy | En i}po po
kohistani,THL,111,son,po,heuristic,gy | àn dor gy | En i}po po
kohistani,LAM,107,older brother,gy àn jà gy En,heuristic,gy | àn jà gy | En i}po po
kohistani,LAM,109,older sister,i}po,heuristic,gy | àn jà gy | En i}po po
kohistani,LAM,111,son,po,heuristic,gy | àn jà gy | En i}po po
kohistani,RAJ,107,older brother,gVn dà` gy En,heuristic,gVn dà` gy | En bEn pu
kohistani,RAJ,109,older sister,bEn,heuristic,gVn dà` gy | En bEn pu
kohistani,RAJ,111,son,pu,heuristic,gVn dà` gy | En bEn pu
kohistani,KLK,107,older brother,gVn drà gy En,heuristic,gVn drà gy | En bQn ph | u
kohistani,KLK,109,older sister,bQn,heuristic,gVn drà gy | En bQn ph | u
kohistani,KLK,111,son,phu,heuristic,gVn drà gy | En bQn ph | u
kohistani,TOR,112,daughter,seràn,exact,seràn bwe C7h | i
kohistani,TOR,113,husband,bwe,exact,seràn bwe C7h | i
kohistani,TOR,114,wife,C7hi,exact,seràn bwe C7h | i
kohistani,CHL,112,daughter,dhu,exact,dh | u be ci
kohistani,CHL,113,husband,be,exact,dh | u be ci
kohistani,CHL,114,wife,ci,exact,dh | u be ci
kohistani,DSH,112,daughter,'tEkEr,exact,'tEkEr mi} is
kohistani,DSH,113,husband,mi},exact,'tEkEr mi} is
kohistani,DSH,114,wife,is,exact,'tEkEr mi} is
kohistani,KAL,112,daughter,bI'rE,exact,bI'rE mi} is
kohistani,KAL,113,husband,mi},exact,bI'rE mi} is
kohistani,KAL,114,wife,is,exact,bI'rE mi} is
kohistani,USH,112,daughter,bI'rE,exact,bI'rE mi} is
kohistani,USH,113,husband,mi},exact,bI'rE mi} is
kohistani,USH,114,wife,is,exact,bI'rE mi} is
kohistani,THL,112,daughter,bI're,exact,bI're mi} is
kohistani,THL,113,husband,mi},exact,bI're mi} is
kohistani,THL,114,wife,is,exact,bI're mi} is
kohistani,LAM,112,daughter,bI'rE,exact,bI'rE mië} is
kohistani,LAM,113,husband,mië},exact,bI'rE mië} is
kohistani,LAM,114,wife,is,exact,bI'rE mië} is
kohistani,RAJ,112,daughter,'Tikir,exact,'Tikir mi`} is
kohistani,RAJ,113,husband,mi`},exact,'Tikir mi`} is
kohistani,RAJ,114,wife,is,exact,'Tikir mi`} is
kohistani,KLK,112,daughter,pe,exact,pe me} / 'bErV trEër
kohistani,KLK,113,husband,me} / 'bErV,exact,pe me} / 'bErV trEër
kohistani,KLK,114,wife,trEër,exact,pe me} / 'bErV trEër
kohistani,TOR,115,boy,po,exact,po seràn di
kohistani,TOR,116,girl,seràn,exact,po seràn di
kohistani,TOR,117,day,di,exact,po seràn di
kohistani,CHL,115,boy,po,exact,po serQn di
kohistani,CHL,116,girl,serQn,exact,po serQn di
kohistani,CHL,117,day,di,exact,po serQn di
kohistani,DSH,115,boy,pu,exact,pu 'tEkEr dos
kohistani,DSH,116,girl,'tEkEr,exact,pu 'tEkEr dos
kohistani,DSH,117,day,dos,exact,pu 'tEkEr dos
kohistani,KAL,115,boy,po,exact,po bI'rE dos
kohistani,KAL,116,girl,bI'rE,exact,po bI'rE dos
kohistani,KAL,117,day,dos,exact,po bI'rE dos
kohistani,USH,115,boy,po,exact,po bI'rE dos
kohistani,USH,116,girl,bI'rE,exact,po bI'rE dos
kohistani,USH,117,day,dos,exact,po bI'rE dos
kohistani,THL,115,boy,po,exact,po bI're dos
kohistani,THL,116,girl,bI're,exact,po bI're dos
kohistani,THL,117,day,dos,exact,po bI're dos
kohistani,LAM,115,boy,po,exact,po bI'rE dos
kohistani,LAM,116,girl,bI'rE,exact,po bI'rE dos
kohistani,LAM,117,day,dos,exact,po bI'rE dos
kohistani,RAJ,115,boy,pu,exact,pu 'Tikir dos
kohistani,RAJ,116,girl,'Tikir,exact,pu 'Tikir dos
kohistani,RAJ,117,day,dos,exact,pu 'Tikir dos
kohistani,KLK,115,boy,phu,exact,ph | u pEtE`} dos
kohistani,KLK,116,girl,pEtE`},exact,ph | u pEtE`} dos
kohistani,KLK,117,day,dos,exact,ph | u pEtE`} dos
kohistani,TOR,118,night,Z7àëd,exact,Z7àëd Z7àët pe3}i
kohistani,TOR,119,morning,Z7àët,exact,Z7àëd Z7àët pe3}i
kohistani,TOR,120,noon,pe3}i,exact,Z7àëd Z7àët pe3}i
kohistani,CHL,118,night,Z7àth,short,Z7àth | Z7Vth | àrdi
kohistani,CHL,119,morning,Z7Vthàrdi,short,Z7àth | Z7Vth | àrdi
kohistani,DSH,118,night,ràëth,exact,ràëth | sàër0 bVr'dàd
kohistani,DSH,119,morning,sàër0,exact,ràëth | sàër0 bVr'dàd
kohistani,DSH,120,noon,bVr'dàd,exact,ràëth | sàër0 bVr'dàd
kohistani,KAL,118,night,rOët,exact,rOët sOër pi}
kohistani,KAL,119,morning,sOër,exact,rOët sOër pi}
kohistani,KAL,120,noon,pi},exact,rOët sOër pi}
kohistani,USH,118,night,rOët,exact,rOët sàr` pi}
kohistani,USH,119,morning,sàr`,exact,rOët sàr` pi}
kohistani,USH,120,noon,pi},exact,rOët sàr` pi}
kohistani,THL,118,night,ràët,exact,ràët sàr bVrdEt
kohistani,THL,119,morning,sàr,exact,ràët sàr bVrdEt
kohistani,THL,120,noon,bVrdEt,exact,ràët sàr bVrdEt
kohistani,LAM,118,night,rOëth,exact,rOëth | sàër piS7
kohistani,LAM,119,morning,sàër,exact,rOëth | sàër piS7
kohistani,LAM,120,noon,piS7,exact,rOëth | sàër piS7
kohistani,RAJ,118,night,ràt,exact,ràt sà`r Gàrmà / bVrdet
kohistani,RAJ,119,morning,sà`r,exact,ràt sà`r Gàrmà / bVrdet
kohistani,RAJ,120,noon,Gàrmà / bVrdet,exact,ràt sà`r Gàrmà / bVrdet
kohistani,KLK,118,night,ràët,exact,ràët sàër0 GVrmà / bVrdEt
kohistani,KLK,119,morning,sàër0,exact,ràët sàër0 GVrmà / bVrdEt
kohistani,KLK,120,noon,GVrmà / bVrdEt,exact,ràët sàër0 GVrmà / bVrdEt
kohistani,TOR,121,evening,nQ}àm,exact,nQ}àm bEl à}
kohistani,TOR,122,yesterday,bEl,exact,nQ}àm bEl à}
kohistani,TOR,123,today,à},exact,nQ}àm bEl à}
kohistani,CHL,121,evening,ny Q}Vm by,heuristic,ny | Q}Vm by | El àj
kohistani,CHL,122,yesterday,El,heuristic,ny | Q}Vm by | El àj
kohistani,CHL,123,today,àj,heuristic,ny | Q}Vm by | El àj
kohistani,DSH,121,evening,nimà}àm,exact,nimà}àm 'lupàrà à{
kohistani,DSH,122,yesterday,'lupàrà,exact,nimà}àm 'lupàrà à{
kohistani,DSH,123,today,à{,exact,nimà}àm 'lupàrà à{
kohistani,KAL,121,evening,nimà'}Om,exact,nimà'}Om jàl O{
kohistani,KAL,122,yesterday,jàl,exact,nimà'}Om jàl O{
kohistani,KAL,123,today,O{,exact,nimà'}Om jàl O{
kohistani,USH,121,evening,nimà'}Om,exact,nimà'}Om jOl oëc
kohistani,USH,122,yesterday,jOl,exact,nimà'}Om jOl oëc
kohistani,USH,123,today,oëc,exact,nimà'}Om jOl oëc
kohistani,THL,121,evening,'nimV}àm,exact,'nimV}àm jàl à{
kohistani,THL,122,yesterday,jàl,exact,'nimV}àm jàl à{
kohistani,THL,123,today,à{,exact,'nimV}àm jàl à{
kohistani,LAM,121,evening,ni'mà}Om,exact,ni'mà}Om jàl àë{
kohistani,LAM,122,yesterday,jàl,exact,ni'mà}Om jàl àë{
kohistani,LAM,123,today,àë{,exact,ni'mà}Om jàl àë{
kohistani,RAJ,121,evening,nimV}àm,exact,nimV}àm bIàl àj
kohistani,RAJ,122,yesterday,bIàl,exact,nimV}àm bIàl àj
kohistani,RAJ,123,today,àj,exact,nimV}àm bIàl àj
kohistani,KLK,121,evening,'nimà}àm,exact,'nimà}àm biàl à{ / àj
kohistani,KLK,122,yesterday,biàl,exact,'nimà}àm biàl à{ / àj
kohistani,KLK,123,today,à{ / àj,exact,'nimà}àm biàl à{ / àj
kohistani,TOR,124,tomorrow,lolo,exact,lolo hàftà mà3
kohistani,TOR,125,week,hàftà,exact,lolo hàftà mà3
kohistani,TOR,126,month,mà3,exact,lolo hàftà mà3
kohistani,CHL,124,tomorrow,lVlo,exact,lVlo àPtV mà3
kohistani,CHL,125,week,àPtV,exact,lVlo àPtV mà3
kohistani,CHL,126,month,mà3,exact,lVlo àPtV mà3
kohistani,DSH,124,tomorrow,'sàrV,exact,'sàrV hVPtV yu3ën
kohistani,DSH,125,week,hVPtV,exact,'sàrV hVPtV yu3ën
kohistani,DSH,126,month,yu3ën,exact,'sàrV hVPtV yu3ën
kohistani,KAL,124,tomorrow,'rEdà,exact,'rEdà hàPtà mO
kohistani,KAL,125,week,hàPtà,exact,'rEdà hàPtà mO
kohistani,KAL,126,month,mO,exact,'rEdà hàPtà mO
kohistani,USH,124,tomorrow,'rEëtV,exact,'rEëtV hàPtà mO3
kohistani,USH,125,week,hàPtà,exact,'rEëtV hàPtà mO3
kohistani,USH,126,month,mO3,exact,'rEëtV hàPtà mO3
kohistani,THL,124,tomorrow,'rEdV,exact,'rEdV àPtà mO3
kohistani,THL,125,week,àPtà,exact,'rEdV àPtà mO3
kohistani,THL,126,month,mO3,exact,'rEdV àPtà mO3
kohistani,LAM,124,tomorrow,rE'jàrà,exact,rE'jàrà hàPtà mO3ë
kohistani,LAM,125,week,hàPtà,exact,rE'jàrà hàPtà mO3ë
kohistani,LAM,126,month,mO3ë,exact,rE'jàrà hàPtà mO3ë
kohistani,RAJ,124,tomorrow,rE`Et,exact,rE`Et hVftV mà` / yun
kohistani,RAJ,125,week,hVftV,exact,rE`Et hVftV mà` / yun
kohistani,RAJ,126,month,mà` / yun,exact,rE`Et hVftV mà` / yun
kohistani,KLK,124,tomorrow,lo'pàr,exact,lo'pàr hVftà mO`
kohistani,KLK,125,week,hVftà,exact,lo'pàr hVftà mO`
kohistani,KLK,126,month,mO`,exact,lo'pàr hVftà mO`
kohistani,TOR,127,year,kàl,exact,kàl po'ràn nVm
kohistani,TOR,128,old,po'ràn,exact,kàl po'ràn nVm
kohistani,TOR,129,new,nVm,exact,kàl po'ràn nVm
kohistani,CHL,127,year,kàl,exact,kàl puràn nVm
kohistani,CHL,128,old,puràn,exact,kàl puràn nVm
kohistani,CHL,129,new,nVm,exact,kàl puràn nVm
kohistani,DSH,127,year,kàl,exact,kàl puëràn nVm
kohistani,DSH,128,old,puëràn,exact,kàl puëràn nVm
kohistani,DSH,129,new,nVm,exact,kàl puëràn nVm
kohistani,KAL,127,year,kOl,exact,kOl lE}im nVm
kohistani,KAL,128,old,lE}im,exact,kOl lE}im nVm
kohistani,KAL,129,new,nVm,exact,kOl lE}im nVm
kohistani,USH,127,year,kOl,exact,kOl zoTh | nàm
kohistani,USH,128,old,zoTh,exact,kOl zoTh | nàm
kohistani,USH,129,new,nàm,exact,kOl zoTh | nàm
kohistani,THL,127,year,kàl,exact,kàl zoR nVm
kohistani,THL,128,old,zoR,exact,kàl zoR nVm
kohistani,THL,129,new,nVm,exact,kàl zoR nVm
kohistani,LAM,127,year,kàl,exact,kàl zoëT nVm
kohistani,LAM,128,old,zoëT,exact,kàl zoëT nVm
kohistani,LAM,129,new,nVm,exact,kàl zoëT nVm
kohistani,RAJ,127,year,kàl,exact,kàl dV'mok / lV}Vn nVm
kohistani,RAJ,128,old,dV'mok / lV}Vn,exact,kàl dV'mok / lV}Vn nVm
kohistani,RAJ,129,new,nVm,exact,kàl dV'mok / lV}Vn nVm
kohistani,KLK,127,year,kàl,exact,kàl làS7in nVm
kohistani,KLK,128,old,làS7in,exact,kàl làS7in nVm
kohistani,KLK,129,new,nVm,exact,kàl làS7in nVm
kohistani,TOR,130,good,Gorà,exact,Gorà làS7 VS7
kohistani,TOR,131,bad,làS7,exact,Gorà làS7 VS7
kohistani,TOR,132,wet,VS7,exact,Gorà làS7 VS7
kohistani,CHL,130,good,Gorà,exact,Gorà làS7 VS7
kohistani,CHL,131,bad,làS7,exact,Gorà làS7 VS7
kohistani,CHL,132,wet,VS7,exact,Gorà làS7 VS7
kohistani,DSH,130,good,ràn,exact,ràn lVM Od`
kohistani,DSH,131,bad,lVM,exact,ràn lVM Od`
kohistani,DSH,132,wet,Od`,exact,ràn lVM Od`
kohistani,KAL,130,good,rVn,exact,rVn lVlM àl
kohistani,KAL,131,bad,lVlM,exact,rVn lVlM àl
kohistani,KAL,132,wet,àl,exact,rVn lVlM àl
kohistani,USH,130,good,ràn`,exact,ràn` lVlM Vl
kohistani,USH,131,bad,lVlM,exact,ràn` lVlM Vl
kohistani,USH,132,wet,Vl,exact,ràn` lVlM Vl
kohistani,THL,130,good,ràn,exact,ràn lVlM à'lu
kohistani,THL,131,bad,lVlM,exact,ràn lVlM à'lu
kohistani,THL,132,wet,à'lu,exact,ràn lVlM à'lu
kohistani,LAM,130,good,rEë`n,exact,rEë`n lVM 'àluth
kohistani,LAM,131,bad,lVM,exact,rEë`n lVM 'àluth
kohistani,LAM,132,wet,'àluth,exact,rEë`n lVM 'àluth
kohistani,RAJ,130,good,rQ`n,exact,rQ`n lV} / xV'ràp àt
kohistani,RAJ,131,bad,lV} / xV'ràp,exact,rQ`n lV} / xV'ràp àt
kohistani,RAJ,132,wet,àt,exact,rQ`n lV} / xV'ràp àt
kohistani,KLK,130,good,ràn`,exact,ràn` làëtr0 àëdr
kohistani,KLK,131,bad,làëtr0,exact,ràn` làëtr0 àëdr
kohistani,KLK,132,wet,àëdr,exact,ràn` làëtr0 àëdr
kohistani,TOR,133,dry,}ugel,exact,}ugel jik kh | VRVn
kohistani,TOR,134,long,jik,exact,}ugel jik kh | VRVn
kohistani,TOR,135,short,khVRVn,exact,}ugel jik kh | VRVn
kohistani,CHL,133,dry,cu'kEl,exact,cu'kEl Z7ig kVTVN
kohistani,CHL,134,long,Z7ig,exact,cu'kEl Z7ig kVTVN
kohistani,CHL,135,short,kVTVN,exact,cu'kEl Z7ig kVTVN
kohistani,DSH,133,dry,}i'}àl,exact,}i'}àl dik kETVn
kohistani,DSH,134,long,dik,exact,}i'}àl dik kETVn
kohistani,DSH,135,short,kETVn,exact,}i'}àl dik kETVn
kohistani,KAL,133,dry,}i'}àl,exact,}i'}àl liky | cE'TVn
kohistani,KAL,134,long,liky,exact,}i'}àl liky | cE'TVn
kohistani,KAL,135,short,cE'TVn,exact,}i'}àl liky | cE'TVn
kohistani,USH,133,dry,}i'}àl,exact,}i'}àl ligy | kh | V'TVn
kohistani,USH,134,long,ligy,exact,}i'}àl ligy | kh | V'TVn
kohistani,USH,135,short,khV'TVn,exact,}i'}àl ligy | kh | V'TVn
kohistani,THL,133,dry,}ukhy,exact,}ukhy — —
kohistani,THL,134,long,—,exact,}ukhy — —
kohistani,THL,135,short,—,exact,}ukhy — —
kohistani,LAM,133,dry,}i'}à`l,exact,}i'}à`l lig —
kohistani,LAM,134,long,lig,exact,}i'}à`l lig —
kohistani,LAM,135,short,—,exact,}i'}à`l lig —
kohistani,RAJ,133,dry,}i}à`l,exact,}i}à`l dik kVTVn
kohistani,RAJ,134,long,dik,exact,}i}à`l dik kVTVn
kohistani,RAJ,135,short,kVTVn,exact,}i}à`l dik kVTVn
kohistani,KLK,133,dry,}i'}àl`,exact,}i'}àl` drIg kE'TVn
kohistani,KLK,134,long,drIg,exact,}i'}àl` drIg kE'TVn
kohistani,KLK,135,short,kE'TVn,exact,}i'}àl` drIg kE'TVn
kohistani,TOR,136,hot,thàth,exact,t | h | àth | }idVl su'wVn
kohistani,TOR,137,cold,}idVl,exact,t | h | àth | }idVl su'wVn
kohistani,TOR,138,right,su'wVn,exact,t | h | àth | }idVl su'wVn
kohistani,CHL,136,hot,thàth,exact,t | h | àth | }i'dEl so'bVn
kohistani,CHL,137,cold,}i'dEl,exact,t | h | àth | }i'dEl so'bVn
kohistani,CHL,138,right,so'bVn,exact,t | h | àth | }i'dEl so'bVn
kohistani,DSH,136,hot,tVth,exact,tVth | '}idEl 'dV}tim
kohistani,DSH,137,cold,'}idEl,exact,tVth | '}idEl 'dV}tim
kohistani,DSH,138,right,'dV}tim,exact,tVth | '}idEl 'dV}tim
kohistani,KAL,136,hot,u'S7un,exact,u'S7un }i'dEl là}im
kohistani,KAL,137,cold,}i'dEl,exact,u'S7un }i'dEl là}im
kohistani,KAL,138,right,là}im,exact,u'S7un }i'dEl là}im
kohistani,USH,136,hot,u'S7un,exact,u'S7un }i'dàl làC7um
kohistani,USH,137,cold,}i'dàl,exact,u'S7un }i'dàl làC7um
kohistani,USH,138,right,làC7um,exact,u'S7un }i'dàl làC7um
kohistani,THL,136,hot,u'S7un,exact,u'S7un '}idVl làC7im
kohistani,THL,137,cold,'}idVl,exact,u'S7un '}idVl làC7im
kohistani,THL,138,right,làC7im,exact,u'S7un '}idVl làC7im
kohistani,LAM,136,hot,gVrVm,exact,gVrVm }i'dVl làC7um
kohistani,LAM,137,cold,}i'dVl,exact,gVrVm }i'dVl làC7um
kohistani,LAM,138,right,làC7um,exact,gVrVm }i'dVl làC7um
kohistani,RAJ,136,hot,u}un / tVbijel,exact,u}un / tVbijel }idVl 'là}in
kohistani,RAJ,137,cold,}idVl,exact,u}un / tVbijel }idVl 'là}in
kohistani,RAJ,138,right,'là}in,exact,u}un / tVbijel }idVl 'là}in
kohistani,KLK,136,hot,gIrVm,exact,gIrVm }i'dEl 'drVS7um
kohistani,KLK,137,cold,}i'dEl,exact,gIrVm }i'dEl 'drVS7um
kohistani,KLK,138,right,'drVS7um,exact,gIrVm }i'dEl 'drVS7um
kohistani,TOR,139,left,àë'wVn,exact,àë'wVn nio3 dh | u
kohistani,TOR,140,near,nio3,exact,àë'wVn nio3 dh | u
kohistani,TOR,141,far,dhu,exact,àë'wVn nio3 dh | u
kohistani,CHL,139,left,à'bVn,exact,à'bVn nV dh | u
kohistani,CHL,140,near,nV,exact,à'bVn nV dh | u
kohistani,CHL,141,far,dhu,exact,à'bVn nV dh | u
kohistani,DSH,139,left,khor0,exact,kh | or0 niàr dur
kohistani,DSH,140,near,niàr,exact,kh | or0 niàr dur
kohistani,DSH,141,far,dur,exact,kh | or0 niàr dur
kohistani,KAL,139,left,khoëri,exact,kh | oëri 'neërV dur
kohistani,KAL,140,near,'neërV,exact,kh | oëri 'neërV dur
kohistani,KAL,141,far,dur,exact,kh | oëri 'neërV dur
kohistani,USH,139,left,khor,exact,kh | or nir dur
kohistani,USH,140,near,nir,exact,kh | or nir dur
kohistani,USH,141,far,dur,exact,kh | or nir dur
kohistani,THL,139,left,khori,exact,kh | ori niVr0 duër
kohistani,THL,140,near,niVr0,exact,kh | ori niVr0 duër
kohistani,THL,141,far,duër,exact,kh | ori niVr0 duër
kohistani,LAM,139,left,koër,exact,koër nir dur`
kohistani,LAM,140,near,nir,exact,koër nir dur`
kohistani,LAM,141,far,dur`,exact,koër nir dur`
kohistani,RAJ,139,left,khor / xer,exact,kh | or / xer niEr du`r
kohistani,RAJ,140,near,niEr,exact,kh | or / xer niEr du`r
kohistani,RAJ,141,far,du`r,exact,kh | or / xer niEr du`r
kohistani,KLK,139,left,khor / khEër,exact,kh | or / kh | Eër niEr0 du`r0 / dur
kohistani,KLK,140,near,niEr0,exact,kh | or / kh | Eër niEr0 du`r0 / dur
kohistani,KLK,141,far,du`r0 / dur,exact,kh | or / kh | Eër niEr0 du`r0 / dur
kohistani,TOR,142,big,ghVn,exact,gh | Vn low ugu
kohistani,TOR,143,small,low,exact,gh | Vn low ugu
kohistani,TOR,144,heavy,ugu,exact,gh | Vn low ugu
kohistani,CHL,142,big,ghVn,exact,gh | Vn low o'gu
kohistani,CHL,143,small,low,exact,gh | Vn low o'gu
kohistani,CHL,144,heavy,o'gu,exact,gh | Vn low o'gu
kohistani,DSH,142,big,gy àn,heuristic,gy | àn loikhy u'Gur
kohistani,DSH,143,small,loikhy,heuristic,gy | àn loikhy u'Gur
kohistani,DSH,144,heavy,u'Gur,heuristic,gy | àn loikhy u'Gur
kohistani,KAL,142,big,gy En,heuristic,gy | En lukuT u'Gur
kohistani,KAL,143,small,lukuT,heuristic,gy | En lukuT u'Gur
kohistani,KAL,144,heavy,u'Gur,heuristic,gy | En lukuT u'Gur
kohistani,USH,142,big,gVn,exact,gVn lukuT u'Gur
kohistani,USH,143,small,lukuT,exact,gVn lukuT u'Gur
kohistani,USH,144,heavy,u'Gur,exact,gVn lukuT u'Gur
kohistani,THL,142,big,gy Vn,heuristic,gy | Vn luku'To} u'Gur0
kohistani,THL,143,small,luku'To},heuristic,gy | Vn luku'To} u'Gur0
kohistani,THL,144,heavy,u'Gur0,heuristic,gy | Vn luku'To} u'Gur0
kohistani,LAM,142,big,gy En,heuristic,gy | En lukuT u'gur
kohistani,LAM,143,small,lukuT,heuristic,gy | En lukuT u'gur
kohistani,LAM,144,heavy,u'gur,heuristic,gy | En lukuT u'gur
kohistani,RAJ,142,big,gVn,exact,gVn lukuT u'gur
kohistani,RAJ,143,small,lukuT,exact,gVn lukuT u'gur
kohistani,RAJ,144,heavy,u'gur,exact,gVn lukuT u'gur
kohistani,KLK,142,big,gVn,exact,gVn lukuT u'gur
kohistani,KLK,143,small,lukuT,exact,gVn lukuT u'gur
kohistani,KLK,144,heavy,u'gur,exact,gVn lukuT u'gur
kohistani,TOR,145,light,ufuR,exact,ufuR Z7Eth | tEn
kohistani,TOR,146,above,Z7Eth,exact,ufuR Z7Eth | tEn
kohistani,TOR,147,below,tEn,exact,ufuR Z7Eth | tEn
kohistani,CHL,145,light,ofuth,exact,ofuth | Z7Et tEn
kohistani,CHL,146,above,Z7Et,exact,ofuth | Z7Et tEn
kohistani,CHL,147,below,tEn,exact,ofuth | Z7Et tEn
kohistani,DSH,145,light,'ubuT,exact,'ubuT 'ucVt tuà
kohistani,DSH,146,above,'ucVt,exact,'ubuT 'ucVt tuà
kohistani,DSH,147,below,tuà,exact,'ubuT 'ucVt tuà
kohistani,KAL,145,light,u'buT,exact,u'buT rVtV tuà
kohistani,KAL,146,above,rVtV,exact,u'buT rVtV tuà
kohistani,KAL,147,below,tuà,exact,u'buT rVtV tuà
kohistani,USH,145,light,'ubuT,exact,'ubuT rVtV tuà
kohistani,USH,146,above,rVtV,exact,'ubuT rVtV tuà
kohistani,USH,147,below,tuà,exact,'ubuT rVtV tuà
