Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p146:e17,162,146,oḍyoːḷm,oḍyoːḷm,,,sign (Ta. aṭaiyāḷam),noun,emeneau-toda1984[p. 10],89,,,"oḍyoːḷm n. sign (Ta. aṭaiyāḷam). DEDR 89, TGT 10"
ingested,,bhaskararao-toda2025:p146:e18,162,146,-of,-of,,,"suffix in some names of female buffaloes (Emeneau 1979, p. 226)",suffix,emeneau-toda1984[p. 25],334,,,"-of suff. suffix in some names of female buffaloes (Emeneau 1979, p. 226). DEDR 334, TGT 25"
ingested,,bhaskararao-toda2025:p146:e19,162,146,of- (ofθ-),of-,ofθ-,,"shiver, tremble",verb intr,bhaskararao-toda-notes[p. 100],,,,"of- (ofθ-) vi. shiver, tremble. PB 100 2"
ingested,,bhaskararao-toda2025:p146:e20,162,146,ofc-,ofc-,,,S ofofy- ‘to calm down’,verb,,,,,ofc- v. S ofofy- ‘to calm down’
ingested,,bhaskararao-toda2025:p146:e21,162,146,ofeːsy̱,ofeːsy̱,,,one wall of pen (esp. in song),noun,,990,,,ofeːsy̱ n. one wall of pen (esp. in song). DEDR 990
ingested,,bhaskararao-toda2025:p146:e22,162,146,ofeːs̱yïr,ofeːs̱yïr,,,buffalo of same pen,noun,,,,,ofeːs̱yïr n. buffalo of same pen. Sak. 317
ingested,,bhaskararao-toda2025:p146:e23,162,146,offul,offul,,,"grassfromswampusedforthatchinghousesandtemples(ofy-,(ofs-)‘to pat down, subdue’ + pul)",noun,bhaskararao-toda-notes[p. 35],,,,"offul n. grassfromswampusedforthatchinghousesandtemples(ofy-,(ofs-)‘to pat down, subdue’ + pul). PB 35"
ingested,,bhaskararao-toda2025:p146:e24,162,146,ofïl,ofïl,,,puffed rice (PB offïl),noun,bhaskararao-toda-notes[p. 100],2391,,,"ofïl n. puffed rice (PB offïl). RSLST 85, DEDR 2391, PB 100"
ingested,,bhaskararao-toda2025:p146:e25,162,146,ofïlašky,ofïlašky,,,Hedyotis stylesa,noun,,,,,ofïlašky n. Hedyotis stylesa. Sak. 317
ingested,,bhaskararao-toda2025:p146:e26,162,146,ofoḏy,ofoḏy,,,"all, töw ofoḏy ‘all the gods’, töw ofoḏym ‘all the gods’, iθ ofoḏy ‘all these’, aθ ofoḏy ‘all those’, ofoḏy oːɫ (̣also -oːɫṃ ) ‘all the people/Todas’, oːɫ̣ ofoḏy ‘all the people’, ofoḏy xeːɫf̣ ‘all things’, om ofoḏyum ‘all of us (inclu- sive)’, nïmofoḏyum‘allofyou’(elicited)",noun,emeneau-toda1984[p. 108],,,,"ofoḏy n. all, töw ofoḏy ‘all the gods’, töw ofoḏym ‘all the gods’, iθ ofoḏy ‘all these’, aθ ofoḏy ‘all those’, ofoḏy oːɫ (̣also -oːɫṃ ) ‘all the people/Todas’, oːɫ̣ ofoḏy ‘all the people’, ofoḏy xeːɫf̣ ‘all things’, om ofoḏyum ‘all of us (inclu- sive)’, nïmofoḏyum‘allofyou’(elicited). TGT 108"
ingested,,bhaskararao-toda2025:p146:e27,162,146,ofoḏyng,ofoḏyng,,,"to all, than all (dat.)",proper-noun,"emeneau-toda1984[p. 13, 80]",,,,"ofoḏyng prop. to all, than all (dat.). TGT 13, 80"
ingested,,bhaskararao-toda2025:p146:e28,162,146,ofoḏytaːṟ,ofoḏytaːṟ,,,all around,adv,emeneau-toda1984[p. 108],,,,ofoḏytaːṟ adv. all around. TGT 108
ingested,,bhaskararao-toda2025:p147:e1,163,147,ofoj,ofoj,,,vapour,noun,bhaskararao-toda-notes[p. 100],,,,ofoj n. vapour. PB 100
ingested,,bhaskararao-toda2025:p147:e2,163,147,ofoyḍim,ofoyḍim,,,everybody,noun,bhaskararao-toda-notes[p. 100],,,,ofoyḍim n. everybody. PB 100 2
ingested,,bhaskararao-toda2025:p147:e3,163,147,ofs-,ofs-,,,S ofofy- ‘to calm down’,verb,,,,,ofs- v. S ofofy- ‘to calm down’
ingested,,bhaskararao-toda2025:p147:e4,163,147,ofsoṟm,ofsoṟm,,,(cf. ofsoːrm) urgency (obl. ofsoṟt-),noun,bhaskararao-toda-notes[p. 6],,,,ofsoṟm n. (cf. ofsoːrm) urgency (obl. ofsoṟt-). PB 6
ingested,,bhaskararao-toda2025:p147:e5,163,147,ofsoṟt-,ofsoṟt-,,,obl. of ofsoṟm ‘urgency’,noun,,,,,ofsoṟt- n. obl. of ofsoṟm ‘urgency’
ingested,,bhaskararao-toda2025:p147:e6,163,147,ofsoːrm,ofsoːrm,,,"(PBofsoṟm)hurry, urgency (obl. ofsoːrt-)",noun,emeneau-toda1984[p. 71]|bhaskararao-toda-notes[p. 6],,,,"ofsoːrm n (PBofsoṟm)hurry, urgency (obl. ofsoːrt-). TGT 71, PB 6"
ingested,,bhaskararao-toda2025:p147:e7,163,147,ofsoːrt-,ofsoːrt-,,,"obl. of ofsoːrm ‘hurry, urgency’ 2",noun,,,,,"ofsoːrt- n. obl. of ofsoːrm ‘hurry, urgency’ 2"
ingested,,bhaskararao-toda2025:p147:e8,163,147,ofθ-,ofθ-,,,S of of-,verb,,,,,ofθ- v. S of of-
ingested,,bhaskararao-toda2025:p147:e9,163,147,ofy,ofy,,,breath,noun,,393,,,ofy n. breath. DEDR 393
ingested,,bhaskararao-toda2025:p147:e10,163,147,ofy- (ofc-),ofy-,ofc-,,"to calm down, make to cease talking, to control somebody; to groomhair, toarrangewaːṛ inconstructiontemple(seewaːṛ-ofct-paːṇ)",verb tr,emeneau-toda1984[p. 124]|bhaskararao-toda-notes[p. 100],267,,,"ofy- (ofc-) vt. to calm down, make to cease talking, to control somebody; to groomhair, toarrangewaːṛ inconstructiontemple(seewaːṛ-ofct-paːṇ). DEDR 267, TGT 124; PB 100"
ingested,,bhaskararao-toda2025:p147:e11,163,147,ofy- (ofs-),ofy-,ofs-,,"to calm down, cease talking (intr.)",verb intr,emeneau-toda1984[p. 122],267,,,"ofy- (ofs-) vi. to calm down, cease talking (intr.). DEDR 267, TGT 122"
ingested,,bhaskararao-toda2025:p147:e12,163,147,ogm,ogm,,,rope(obl.ogt-),noun,emeneau-toda1984[p. 71]|bhaskararao-toda-notes[p. 100],,,,"ogm n rope(obl.ogt-). TGT 71, PB 100"
ingested,,bhaskararao-toda2025:p147:e13,163,147,ogoḏy,ogoḏy,,,bazaar (?< Badaga),noun,emeneau-toda1984[p. 26],35,,,"ogoḏy n. bazaar (?< Badaga). DEDR 35, TGT 26"
ingested,,bhaskararao-toda2025:p147:e14,163,147,ogoḏyxoːṟn,ogoḏyxoːṟn,,,shop keeper,noun,,,,,ogoḏyxoːṟn n. shop keeper. Sak. 317
ingested,,bhaskararao-toda2025:p147:e15,163,147,ogoḍy,ogoḍy,,,"shops, shop (Te. angaḍi)",noun,"bhaskararao-toda-notes[p. 100, 149]",,,,"ogoḍy n. shops, shop (Te. angaḍi). PB 100, 149"
ingested,,bhaskararao-toda2025:p147:e16,163,147,ogt-,ogt-,,,obl. of ogm ‘rope’,noun,,,,,ogt- n. obl. of ogm ‘rope’
ingested,,bhaskararao-toda2025:p147:e17,163,147,ohoːːː¿,ohoːːː¿,,,excl. of surprise,interj,emeneau-toda1984[p. 188],,,,ohoːːː¿ itj. excl. of surprise. TGT 188 2
ingested,,bhaskararao-toda2025:p147:e18,163,147,oj-,oj-,,,S ofoz-̡,verb,,,,,oj- v. S ofoz-̡
ingested,,bhaskararao-toda2025:p147:e19,163,147,oj,oj,,,step,noun,,,,,oj n. step. Sak. 317
ingested,,bhaskararao-toda2025:p147:e20,163,147,ojky,ojky,,,see ozk̡.,noun,,,,,ojky n. see ozk̡.
ingested,,bhaskararao-toda2025:p147:e21,163,147,ojuṟt- (ojuṟty-),ojuṟt-,ojuṟty-,,"to terrify (oz-̡ ‘to fear’, for uṟt-, cf. Ta. uṟuttu ‘to cause to be’)",verb tr,emeneau-toda1984[p. 118],55|710,,,"ojuṟt- (ojuṟty-) vt. to terrify (oz-̡ ‘to fear’, for uṟt-, cf. Ta. uṟuttu ‘to cause to be’). DEDR 55,0710, TGT 118 2"
ingested,,bhaskararao-toda2025:p147:e22,163,147,ojuṟty-,ojuṟty-,,,S ofojuṟt-,verb,,,,,ojuṟty- v. S ofojuṟt-
ingested,,bhaskararao-toda2025:p147:e23,163,147,ok,ok,,,"elder sister, okaː¿ ‘O elder sister!’",noun,emeneau-toda1984[p. 88],,,,"ok kin. elder sister, okaː¿ ‘O elder sister!’ RSLST 91, TGT 88"
ingested,,bhaskararao-toda2025:p147:e24,163,147,okïraːm,okïraːm,,,treachery (Skt. akrama-),noun,emeneau-toda1984[p. 27],,,,okïraːm n. treachery (Skt. akrama-). TGT 27
ingested,,bhaskararao-toda2025:p147:e25,163,147,okn,okn,,,(also okok) elder sister or female parallel cousin,noun,emeneau-toda1984[p. 22],23,,,"okn kin. (also okok) elder sister or female parallel cousin. DEDR 23, TGT 22"
ingested,,bhaskararao-toda2025:p147:e26,163,147,okok,okok,,,see okn,noun,,23,,,okok kin. see okn. DEDR 23
ingested,,bhaskararao-toda2025:p147:e27,163,147,okos̱ ïr,okos̱ ïr,,,"two buffaloes that give milk to one calf; iθ eːḍm okos̱ïr ïyi ‘These two are okos̱ïr’, iy-ïr ay-ïr-k okos̱ ïyi ‘This buffalo is okos̱ to that buffalo’ (ok could be short form of okka ‘sister’ + oːl is an archaic form of poːs̱ ‘milk’, so the whole form okos-̱ïr could have meant ‘milk-sister-buffalo’)",noun,bhaskararao-toda-notes[p. 101],,,,"okos̱ ïr n. two buffaloes that give milk to one calf; iθ eːḍm okos̱ïr ïyi ‘These two are okos̱ïr’, iy-ïr ay-ïr-k okos̱ ïyi ‘This buffalo is okos̱ to that buffalo’ (ok could be short form of okka ‘sister’ + oːl is an archaic form of poːs̱ ‘milk’, so the whole form okos-̱ïr could have meant ‘milk-sister-buffalo’). PB 101"
ingested,,bhaskararao-toda2025:p147:e28,163,147,okwaːw,okwaːw,,,onekwaːxmeasureofgrain,num,emeneau-toda1984[p. 40],990,,,"okwaːw num. onekwaːxmeasureofgrain. DEDR 990, TGT 40"
ingested,,bhaskararao-toda2025:p147:e29,163,147,oky,oky,,,"sleeping-place, bedding (< Badaga)",noun,,4007,,,"oky n. sleeping-place, bedding (< Badaga). DEDR 4007"
ingested,,bhaskararao-toda2025:p147:e30,163,147,olug,olug,,,a vessel of the tiː dairy,noun,,,,,olug n. a vessel of the tiː dairy. Sak. 317
ingested,,bhaskararao-toda2025:p148:e1,164,148,oḷ,oḷ,,,molar tooth,noun,,114,,,oḷ n. molar tooth. DEDR 114
ingested,,bhaskararao-toda2025:p148:e2,164,148,oḷb,oḷb,,,"animal’s den, cave",noun,emeneau-toda1984[p. 22],308,,,"oḷb n. animal’s den, cave. DEDR 308, TGT 22"
ingested,,bhaskararao-toda2025:p148:e3,164,148,oḷg faṟ,oḷg faṟ,,,"articles (paṟ) in the outer room or outer portion of the room of the tiː dairy, i.e., articles more exposed to ritual pollution than those of the inner section (= eṟ taṭ faṟ)",noun,,284,,,"oḷg faṟ n. articles (paṟ) in the outer room or outer portion of the room of the tiː dairy, i.e., articles more exposed to ritual pollution than those of the inner section (= eṟ taṭ faṟ). RSLST 13, DEDR 284"
ingested,,bhaskararao-toda2025:p148:e4,164,148,oḷḷɨ,oḷḷɨ,,,molar teeth,noun,bhaskararao-toda-notes[p. 101],,,,oḷḷɨ n. molar teeth. PB 101
ingested,,bhaskararao-toda2025:p148:e5,164,148,oḷyaːs̱,oḷyaːs̱,,,a pollution hut for menstruating woman who stay for 5 days. The hut where womenstayafter pïs-̱ïṭt ceremony (in the olden days),noun,"bhaskararao-toda-notes[p. 101, 128]",,,,"oḷyaːs̱ n. a pollution hut for menstruating woman who stay for 5 days. The hut where womenstayafter pïs-̱ïṭt ceremony (in the olden days). PB 101, 128"
ingested,,bhaskararao-toda2025:p148:e6,164,148,- o ɫ ỵ,- o ɫ ỵ,,,"in: wïs̱oɫỵ dairy of a particular grade, whose dairyman is wïs̱ oːɫ.̣",noun,emeneau-toda1984[p. 33],4018,,,"- o ɫ ỵ n. in: wïs̱oɫỵ dairy of a particular grade, whose dairyman is wïs̱ oːɫ.̣ DEDR 4018, TGT 33"
ingested,,bhaskararao-toda2025:p148:e7,164,148,om,om,,,"we, our(inclusive; obl. om-), om muːḏom ‘we three’",pron,emeneau-toda1984[p. 79],,,,"om pron. we, our(inclusive; obl. om-), om muːḏom ‘we three’. TGT 79"
ingested,,bhaskararao-toda2025:p148:e8,164,148,omegoɫ̣,omegoɫ̣,,,our friend,noun,bhaskararao-toda-notes[p. 156],,,,omegoɫ̣ n. our friend. PB 156
ingested,,bhaskararao-toda2025:p148:e9,164,148,omelom,omelom,,,all of us,pron,emeneau-toda1984[p. 184],844,,,"omelom pron. all of us. DEDR 844, TGT 184"
ingested,,bhaskararao-toda2025:p148:e10,164,148,omeːḍom,omeːḍom,,,thetwoofus(inclusive),pron,emeneau-toda1984[p. 106],,,,omeːḍom pron. thetwoofus(inclusive). TGT 106
ingested,,bhaskararao-toda2025:p148:e11,164,148,omeːɫṭ,omeːɫṭ,,,of us two,adj,"emeneau-toda1984[p. 75, 106]",,,,"omeːɫṭ a. of us two. TGT 75, 106"
ingested,,bhaskararao-toda2025:p148:e12,164,148,omg- (omgy-),omg-,omgy-,,"to be pressed down, subdued",verb intr,emeneau-toda1984[p. 28]|bhaskararao-toda-notes[p. 101],169,,,"omg- (omgy-) vi. to be pressed down, subdued. RSLST 79, DEDR 169, TGT 28, PB 101 2"
ingested,,bhaskararao-toda2025:p148:e13,164,148,omgy-,omgy-,,,S ofomg-,verb,,,,,omgy- v. S ofomg-
ingested,,bhaskararao-toda2025:p148:e14,164,148,omk-(omky-),omk-(omky-),,,to press down,verb tr,emeneau-toda1984[p. 120]|bhaskararao-toda-notes[p. 101],169,,,"omk-(omky-) vt. to press down. DEDR 169, TGT 120, PB 101 2"
ingested,,bhaskararao-toda2025:p148:e15,164,148,omky-,omky-,,,S ofomk-,verb,,,,,omky- v. S ofomk-
ingested,,bhaskararao-toda2025:p148:e16,164,148,omnoːḍ,omnoːḍ,,,ourcountry,noun,bhaskararao-toda-notes[p. 181],,,,omnoːḍ n. ourcountry. PB 181
ingested,,bhaskararao-toda2025:p148:e17,164,148,omody,omody,,,sticky moss on stagnant water,noun,bhaskararao-toda-notes[p. 101],,,,omody n. sticky moss on stagnant water. PB 101
ingested,,bhaskararao-toda2025:p148:e18,164,148,omoːf,omoːf,,,seeöːṯe moːf,noun,,,,,omoːf n. seeöːṯe moːf
ingested,,bhaskararao-toda2025:p148:e19,164,148,omoːf ïr,omoːf ïr,,,"bison, gaur",noun,emeneau-toda1984[p. 250],,,,"omoːf ïr n. bison, gaur. TGT 250"
ingested,,bhaskararao-toda2025:p148:e20,164,148,omθam,omθam,,,"ourownrelatives, our moiety people",noun,bhaskararao-toda-notes[p. 156],,,,"omθam n. ourownrelatives, our moiety people. PB 156"
ingested,,bhaskararao-toda2025:p148:e21,164,148,omθand-,omθand-,,,possessive of omθam,adj,bhaskararao-toda-notes[p. 156],,,,omθand- a. possessive of omθam. PB 156
ingested,,bhaskararao-toda2025:p148:e22,164,148,omun,omun,,,oneside,num,emeneau-toda1984[p. 71],990,,,"omun num. oneside. DEDR 990, TGT 71"
ingested,,bhaskararao-toda2025:p148:e23,164,148,omut,omut,,,nameofatree,noun,bhaskararao-toda-notes[p. 198],,,,omut n. nameofatree. PB 198
ingested,,bhaskararao-toda2025:p148:e24,164,148,omuːf ïr,omuːf ïr,,,"wild buffalo of non-Toda breed, bison",noun,bhaskararao-toda-notes[p. 101],,,,"omuːf ïr n. wild buffalo of non-Toda breed, bison. PB 101"
ingested,,bhaskararao-toda2025:p148:e25,164,148,omx-(omxy-),omx-(omxy-),,,to be pressed down,verb intr,emeneau-toda1984[p. 28],169,,,"omx-(omxy-) vi. to be pressed down. DEDR 169, TGT 28 2"
ingested,,bhaskararao-toda2025:p148:e26,164,148,omxy-,omxy-,,,S ofomx-,verb,,,,,omxy- v. S ofomx-
ingested,,bhaskararao-toda2025:p148:e27,164,148,onk- (onky-),onk-,onky-,,(rain) drizzles,verb intr,emeneau-toda1984[p. 120],4035,,,"onk- (onky-) vi. (rain) drizzles. DEDR 4035, TGT 120 2"
ingested,,bhaskararao-toda2025:p148:e28,164,148,onky-,onky-,,,S of onk-,verb,,,,,onky- v. S of onk-
ingested,,bhaskararao-toda2025:p148:e29,164,148,onm,onm,,,"giftoffood, food (obl. ont-)",noun,emeneau-toda1984[p. 71],,,,"onm n giftoffood, food (obl. ont-). RSLST 87; TGT 71"
ingested,,bhaskararao-toda2025:p148:e30,164,148,onmaṟfoːy noːɫ xöːṛ̣,onmaṟfoːy noːɫ xöːṛ̣,,,relics for the second funeral,noun,emeneau-toda1984[p. 318],,,,onmaṟfoːy noːɫ xöːṛ̣ n. relics for the second funeral. TGT 318
ingested,,bhaskararao-toda2025:p148:e31,164,148,onmiːθy,onmiːθy,,,buffalo of the Ïnkity clan (kwas̱m),noun,,,,,onmiːθy n. buffalo of the Ïnkity clan (kwas̱m). Sak. 319
ingested,,bhaskararao-toda2025:p149:e1,165,149,ont-,ont-,,,"obl. of onm ‘gift of food, food’",noun,,,,,"ont- n. obl. of onm ‘gift of food, food’"
ingested,,bhaskararao-toda2025:p149:e2,165,149,onuːṟ,onuːṟ,,,hundred,num,emeneau-toda1984[p. 105],990,,,"onuːṟ num. hundred. DEDR 990, TGT 105"
ingested,,bhaskararao-toda2025:p149:e3,165,149,ony,ony,,,edgeofswamp,noun,,122,,,ony n. edgeofswamp. DEDR 122
ingested,,bhaskararao-toda2025:p149:e4,165,149,oṇ,oṇ,,,"(also oṇoṇ; acc. oṇṇ, pl. oṇ-aːm) elder brother, male parallel cousin, oṇaː¿ ‘O elder brother!’",noun,emeneau-toda1984[p. 70]|bhaskararao-toda-notes[p. 101],131,,,"oṇ kin. (also oṇoṇ; acc. oṇṇ, pl. oṇ-aːm) elder brother, male parallel cousin, oṇaː¿ ‘O elder brother!’ RSLST 45, DEDR 131, TGT 70; PB 101"
ingested,,bhaskararao-toda2025:p149:e5,165,149,oṇc,oṇc,,,ferrule on stick or pounder,noun,emeneau-toda1984[p. 22],120,,,"oṇc n. ferrule on stick or pounder. DEDR 120, TGT 22"
ingested,,bhaskararao-toda2025:p149:e6,165,149,oṇoṇ,oṇoṇ,,,(also oṇ) elder brother or male parallel cousin,noun,emeneau-toda1984[p. 70],131,,,"oṇoṇ kin. (also oṇ) elder brother or male parallel cousin. DEDR 131, TGT 70"
ingested,,bhaskararao-toda2025:p149:e7,165,149,oṇ-tafn,oṇ-tafn,,,brothers (elder and younger brothers),noun,bhaskararao-toda-notes[p. 101],,,,oṇ-tafn kin. brothers (elder and younger brothers). PB 101
ingested,,bhaskararao-toda2025:p149:e8,165,149,oṇykwaṟuːr,oṇykwaṟuːr,,,Anikore,noun,,,,,oṇykwaṟuːr n. Anikore. Sak. 317
ingested,,bhaskararao-toda2025:p149:e9,165,149,opot,opot,,,fasting,noun,,,,,opot n. fasting. Sak. 317
ingested,,bhaskararao-toda2025:p149:e10,165,149,opotïr-,opotïr-,,,to sit (for a meal) one time (a day),verb intr,emeneau-toda1984[p. 367],,,,opotïr- vi. to sit (for a meal) one time (a day). TGT 367
ingested,,bhaskararao-toda2025:p149:e11,165,149,opoːt,opoːt,,,fasting; opoːt-noːɫ ‘dayṣ of fasting’,noun,bhaskararao-toda-notes[p. 101],,,,opoːt n. fasting; opoːt-noːɫ ‘dayṣ of fasting’. PB 101
ingested,,bhaskararao-toda2025:p149:e12,165,149,orozf̡um,orozf̡um,,,orange,noun,,,,,orozf̡um n. orange. Sak. 317
ingested,,bhaskararao-toda2025:p149:e13,165,149,oṛ,oṛ,,,name of a tree,noun,bhaskararao-toda-notes[p. 199],,,,oṛ n. name of a tree. PB 199
ingested,,bhaskararao-toda2025:p149:e14,165,149,oṛ- (oṛy-),oṛ-,oṛy-,,(child) to weep; buffalo cries when alarmedandafraid,verb intr,emeneau-toda1984[p. 121]|bhaskararao-toda-notes[p. 101],282,,,"oṛ- (oṛy-) vi. (child) to weep; buffalo cries when alarmedandafraid. DEDR 282, TGT 121; PB 101"
ingested,,bhaskararao-toda2025:p149:e15,165,149,oṛ- (oṭ-),oṛ-,oṭ-,,to cook,verb tr intr,emeneau-toda1984[p. 125]|bhaskararao-toda-notes[p. 101],76,,,"oṛ- (oṭ-) vt., vi. to cook. DEDR 76, TGT 125, PB 101"
ingested,,bhaskararao-toda2025:p149:e16,165,149,oṛk- (oṛky-),oṛk-,oṛky-,,"to subdue, pile; to give sleeping accommodation in a crowded place",verb tr,emeneau-toda1984[p. 28]|bhaskararao-toda-notes[p. 101],63|80,,,"oṛk- (oṛky-) vt. to subdue, pile; to give sleeping accommodation in a crowded place. DEDR 63,80, TGT 28; PB 101"
ingested,,bhaskararao-toda2025:p149:e17,165,149,oṛkm,oṛkm,,,thestateofbeingneatlyadjusted(Ta.aṭakku)(asinabox); fakïnm paṟ poṭy-ky oṛkm oːy fiːšši ‘All the things got nicely adjusted in the box.’,noun,bhaskararao-toda-notes[p. 101],,,,oṛkm n. thestateofbeingneatlyadjusted(Ta.aṭakku)(asinabox); fakïnm paṟ poṭy-ky oṛkm oːy fiːšši ‘All the things got nicely adjusted in the box.’ PB 101
ingested,,bhaskararao-toda2025:p149:e18,165,149,oṛkm kïy- (kïs-),oṛkm kïy-,kïs-,,to make submissive; koyk oṛkm kïy ‘Make him submissive under your hand!’,verb tr,bhaskararao-toda-notes[p. 101],,,,oṛkm kïy- (kïs-) vt. to make submissive; koyk oṛkm kïy ‘Make him submissive under your hand!’ PB 101 2
ingested,,bhaskararao-toda2025:p149:e19,165,149,oṛky-,oṛky-,,,S of oṛk-,verb,,,,,oṛky- v. S of oṛk-
ingested,,bhaskararao-toda2025:p149:e20,165,149,oṛx- (oṛxy-),oṛx-,oṛxy-,,be subdued,verb intr,bhaskararao-toda-notes[p. 102],,,,oṛx- (oṛxy-) vi. be subdued. PB 102 2
ingested,,bhaskararao-toda2025:p149:e21,165,149,oṛxy-,oṛxy-,,,S of oṛx- 2,verb,,,,,oṛxy- v. S of oṛx- 2
ingested,,bhaskararao-toda2025:p149:e22,165,149,oṛy-,oṛy-,,,S ofoṛ- ‘to weep’,verb,,,,,oṛy- v. S ofoṛ- ‘to weep’
ingested,,bhaskararao-toda2025:p149:e23,165,149,oṛy,oṛy,,,"foot, step, foot print, hoof of buffalo",noun,emeneau-toda1984[p. 274]|bhaskararao-toda-notes[p. 102],72,,,"oṛy n. foot, step, foot print, hoof of buffalo. RSLST 79, DEDR 72, TGT 274; PB 102"
ingested,,bhaskararao-toda2025:p149:e24,165,149,oṛy-faṯ,oṛy-faṯ,,,"a male buffalo follows the smell of hoof prints of female buffalo to mate. However, this is said in the following way: ïr oṛy-faṯš-k-aː? ‘Did the she-buffalo mate?’ instead of eːṟ ïr oṛy-faṯš-k-aː? ‘Did the male buffalo mate with the female buffalo?’",noun,bhaskararao-toda-notes[p. 102],,,,"oṛy-faṯ n. a male buffalo follows the smell of hoof prints of female buffalo to mate. However, this is said in the following way: ïr oṛy-faṯš-k-aː? ‘Did the she-buffalo mate?’ instead of eːṟ ïr oṛy-faṯš-k-aː? ‘Did the male buffalo mate with the female buffalo?’ PB 102"
ingested,,bhaskararao-toda2025:p149:e25,165,149,oṛy xwïṛy,oṛy xwïṛy,,,echo; one step at all,noun,emeneau-toda1984[p. 274],,,,oṛy xwïṛy n. echo; one step at all. TGT 274
ingested,,bhaskararao-toda2025:p149:e26,165,149,oseṟ,oseṟ,,,a variety of lentil,noun,bhaskararao-toda-notes[p. 102],,,,oseṟ n. a variety of lentil. PB 102
ingested,,bhaskararao-toda2025:p149:e27,165,149,osf,osf,,,hunger (Kannaḍa pasivu),noun,emeneau-toda1984[p. 213],3825,,,"osf n. hunger (Kannaḍa pasivu). DEDR 3825, TGT 213"
ingested,,bhaskararao-toda2025:p150:e1,166,150,osf- (ost-),osf-,ost-,,hunger is (to a person),verb intr,emeneau-toda1984[p. 124],3825,,,"osf- (ost-) vi. hunger is (to a person). DEDR 3825, TGT 124"
ingested,,bhaskararao-toda2025:p150:e2,166,150,ospitiːṟy,ospitiːṟy,,,hospital,noun,bhaskararao-toda-notes[p. 105],,,,ospitiːṟy n. hospital. PB 105 2
ingested,,bhaskararao-toda2025:p150:e3,166,150,ost-,ost-,,,S ofosf-,verb,,,,,ost- v. S ofosf-
ingested,,bhaskararao-toda2025:p150:e4,166,150,osturm,osturm,,,"small piece of cloth in which small articles are tied and carried, hand- kerchief (obl. osturt-) (Hindi astar ‘lining’ (e.g. of a coat) < Persian)",noun,emeneau-toda1984[p. 26]|bhaskararao-toda-notes[p. 102],,,,"osturm n. small piece of cloth in which small articles are tied and carried, hand- kerchief (obl. osturt-) (Hindi astar ‘lining’ (e.g. of a coat) < Persian). TGT 26; PB 102"
ingested,,bhaskararao-toda2025:p150:e5,166,150,osturt-,osturt-,,,obl. of osturm ‘small piece of cloth’,noun,,,,,osturt- n. obl. of osturm ‘small piece of cloth’
ingested,,bhaskararao-toda2025:p150:e6,166,150,osx,osx,,,washing place in stream,noun,,36,,,"osx n. washing place in stream. RSLST 41, 56, DEDR 36"
ingested,,bhaskararao-toda2025:p150:e7,166,150,osxn,osxn,,,washerman,noun,bhaskararao-toda-notes[p. 102],,,,osxn n. washerman. PB 102
ingested,,bhaskararao-toda2025:p150:e8,166,150,osxty,osxty,,,washerwoman,noun,,,,,osxty n. washerwoman. Sak. 318
ingested,,bhaskararao-toda2025:p150:e9,166,150,oṣtal,oṣtal,,,the plain (unembroidered) portion of puːtxuɫỵ which has the kwïːṣ (pocket),noun,bhaskararao-toda-notes[p. 33],,,,oṣtal n. the plain (unembroidered) portion of puːtxuɫỵ which has the kwïːṣ (pocket). PB 33
ingested,,bhaskararao-toda2025:p150:e10,166,150,oš,oš,,,"one, oš teṟ foṇm ‘one handful of coins’",noun,"emeneau-toda1984[p. 40, 107]",,,,"oš n. one, oš teṟ foṇm ‘one handful of coins’. TGT 40, 107"
ingested,,bhaskararao-toda2025:p150:e11,166,150,oštal,oštal,,,"halfofcloakthatcontainspocket, halfofcloakunderwhichonesleeps",noun,emeneau-toda1984[p. 40],990,,,"oštal n. halfofcloakthatcontainspocket, halfofcloakunderwhichonesleeps. DEDR 990, TGT 40, Sak. 318"
ingested,,bhaskararao-toda2025:p150:e12,166,150,oš teṟ,oš teṟ,,,one handful (oš- ‘one’),num,emeneau-toda1984[p. 40]|bhaskararao-toda-notes[p. 102],990,,,"oš teṟ num. one handful (oš- ‘one’). DEDR 990, TGT 40, PB 102"
ingested,,bhaskararao-toda2025:p150:e13,166,150,otakm,otakm,,,camel,noun,,,,,otakm n. camel. Sak. 318
ingested,,bhaskararao-toda2025:p150:e14,166,150,oty,oty,,,fig tree,noun,bhaskararao-toda-notes[p. 102],,,,"oty n. fig tree. RSLST 21, PB 102 2"
ingested,,bhaskararao-toda2025:p150:e15,166,150,oṭ-,oṭ-,,,S ofoṛ- ‘to cook’,verb,,,,,oṭ- v. S ofoṛ- ‘to cook’
ingested,,bhaskararao-toda2025:p150:e16,166,150,oṭ,oṭ,,,cliff (song word; said to be < Badaga haṭṭu),noun,,101,,,oṭ n. cliff (song word; said to be < Badaga haṭṭu). DEDR 101
