Tab,Sheet_Row,Variant,Form,Gloss,Page,Legacy_Key,Score,Reason
Nagaraja,1343,1,koːko,womb,,nagaraja2014-wiktionary:1042,1.0000,exact_form_gloss
Nagaraja,1344,1,bera,close relatives,,nagaraja2014-wiktionary:171,1.0000,exact_form_gloss
Nagaraja,1345,1,balla oṭoki,hill side,,nagaraja2014-wiktionary:113,1.0000,exact_form_gloss
Nagaraja,1346,1,acci-be,to dig,,nagaraja2014-wiktionary:4,1.0000,exact_form_gloss
Nagaraja,1347,1,addo,thick (e.g. cloth),,nagaraja2014-wiktionary:8,1.0000,exact_form_gloss
Nagaraja,1348,1,agin,sweat,,nagaraja2014-wiktionary:11,1.0000,exact_form_gloss
Nagaraja,1349,1,agin-be,to perspire,,nagaraja2014-wiktionary:12,1.0000,exact_form_gloss
Nagaraja,1350,1,agri-be,to close (door),,nagaraja2014-wiktionary:14,1.0000,exact_form_gloss
Nagaraja,1351,1,ajini,to vomit,,nagaraja2014-wiktionary:19,1.0000,exact_form_gloss
Nagaraja,1352,1,ajyu,also,,nagaraja2014-wiktionary:22,1.0000,exact_form_gloss
Nagaraja,1353,1,akaw aːḍḍo,a kind of tree,,nagaraja2014-wiktionary:23,1.0000,exact_form_gloss
Nagaraja,1354,1,anci-be,to select,,nagaraja2014-wiktionary:31,1.0000,exact_form_gloss
Nagaraja,1355,1,ane,hello (to call attention of someone),,nagaraja2014-wiktionary:32,1.0000,exact_form_gloss
Nagaraja,1356,1,aːpakamaː-be,to make to cry,,nagaraja2014-wiktionary:37,1.0000,exact_form_gloss
Nagaraja,1357,1,ara-be,"to see, search",,nagaraja2014-wiktionary:42,1.0000,exact_form_gloss
Nagaraja,1358,1,aːḍḍo,tree,,nagaraja2014-wiktionary:58,1.0000,exact_form_gloss
Nagaraja,1359,1,aːdmoskini,feel lazy,,nagaraja2014-wiktionary:60,1.0000,exact_form_gloss
Nagaraja,1360,1,aːhi,"below, underneath",,nagaraja2014-wiktionary:64,1.0000,exact_form_gloss
Nagaraja,1361,1,aːpa-be,"to weep, cry (intr.)",,nagaraja2014-wiktionary:73,1.0000,exact_form_gloss
Nagaraja,1362,1,aːpho,firewood,,nagaraja2014-wiktionary:75,1.0000,exact_form_gloss
Nagaraja,1362,2,aːpo,firewood,,nagaraja2014-wiktionary:75:v2,1.0000,exact_form_gloss
Nagaraja,1362,3,aːpa,firewood,,nagaraja2014-wiktionary:75:v3,1.0000,exact_form_gloss
Nagaraja,1363,1,aːraːni,innocent,,nagaraja2014-wiktionary:76,1.0000,exact_form_gloss
Nagaraja,1364,1,aːṭo,husband,,nagaraja2014-wiktionary:84,1.0000,exact_form_gloss
Nagaraja,1364,2,aːṭho,husband,,nagaraja2014-wiktionary:84:v2,1.0000,exact_form_gloss
Nagaraja,1365,1,backa pasaːr,narrow passage,,nagaraja2014-wiktionary:90,1.0000,exact_form_gloss
Nagaraja,1366,1,badaː-ka,(to be) similar,,nagaraja2014-wiktionary:93,1.0000,exact_form_gloss
Nagaraja,1367,1,bakko,hand and arm together,,nagaraja2014-wiktionary:104,1.0000,exact_form_gloss
Nagaraja,1368,1,bakko minḍi-jikit,wrist,,nagaraja2014-wiktionary:106,1.0000,exact_form_gloss
Nagaraja,1369,1,bakko minjar,palm of hand,,nagaraja2014-wiktionary:107,1.0000,exact_form_gloss
Nagaraja,1370,1,bakko ṭephrej,dorsum of hand,,nagaraja2014-wiktionary:108,1.0000,exact_form_gloss
Nagaraja,1371,1,bakko thapṭi-be,to clasp (hands),,nagaraja2014-wiktionary:109,1.0000,exact_form_gloss
Nagaraja,1372,1,barow,song,,nagaraja2014-wiktionary:121,1.0000,exact_form_gloss
Nagaraja,1373,1,bardo,sickle,,nagaraja2014-wiktionary:125,1.0000,exact_form_gloss
Nagaraja,1374,1,baṭka akhanḍa,finger – little,,nagaraja2014-wiktionary:133,1.0000,exact_form_gloss
Nagaraja,1375,1,baːki-jere(y),"to get stuck, caught",,nagaraja2014-wiktionary:144,1.0000,exact_form_gloss
Nagaraja,1376,1,baːrbor minjar,trunk (of a tree),,nagaraja2014-wiktionary:147,1.0000,exact_form_gloss
Nagaraja,1377,1,baːroː-be,to sing,,nagaraja2014-wiktionary:148,1.0000,exact_form_gloss
Nagaraja,1378,1,baːy,"today, now",,nagaraja2014-wiktionary:155,1.0000,exact_form_gloss
Nagaraja,1379,1,baːy piya,a kind of bird,,nagaraja2014-wiktionary:158,1.0000,exact_form_gloss
Nagaraja,1380,1,bekki-be,to reap,,nagaraja2014-wiktionary:164,1.0000,exact_form_gloss
Nagaraja,1381,1,benga,a unit of length – thumb tip to small finger of a hand stretched,,nagaraja2014-wiktionary:169,1.0000,exact_form_gloss
Nagaraja,1382,1,benitto (ṭṭ),"blunt, not sharp",,nagaraja2014-wiktionary:170,0.9100,conservative_fuzzy
Nagaraja,1383,1,beṭhe,"no, not",,nagaraja2014-wiktionary:176,1.0000,exact_form_gloss
Nagaraja,1384,1,betto-be,to die,,nagaraja2014-wiktionary:179,1.0000,exact_form_gloss
Nagaraja,1385,1,bhaːwci,a kind of bird,,nagaraja2014-wiktionary:218,1.0000,exact_form_gloss
Nagaraja,1386,1,bhum,"sharp (knife, etc.)",,nagaraja2014-wiktionary:231,1.0000,exact_form_gloss
Nagaraja,1387,1,biḍḍaːw,once,,nagaraja2014-wiktionary:242,1.0000,exact_form_gloss
Nagaraja,1388,1,biḍi byanga,one length: distance between the extended thumb and the little finger,,,,unmatched
Nagaraja,1389,1,biḍi gajjo,length of two hands,,nagaraja2014-wiktionary:246,1.0000,exact_form_gloss
Nagaraja,1390,1,biḍisãː,of same/similar type,,nagaraja2014-wiktionary:249,1.0000,exact_form_gloss
Nagaraja,1391,1,biji,negative marker,,nagaraja2014-wiktionary:253,1.0000,exact_form_gloss
Nagaraja,1392,1,bitni-be,to unroll (mat),,nagaraja2014-wiktionary:263,1.0000,exact_form_gloss
Nagaraja,1393,1,biya,village,,nagaraja2014-wiktionary:266,1.0000,exact_form_gloss
Nagaraja,1394,1,biya ungaːy-re,villager,,nagaraja2014-wiktionary:267,1.0000,exact_form_gloss
Nagaraja,1395,1,biːkini,to bleed,,nagaraja2014-wiktionary:271,1.0000,exact_form_gloss
Nagaraja,1396,1,bolor,an edible root,,nagaraja2014-wiktionary:274,1.0000,exact_form_gloss
Nagaraja,1397,1,boːr-be?,to get tired,,nagaraja2014-wiktionary:279,1.0000,exact_form_gloss
Nagaraja,1398,1,bundi,"near, towards",,nagaraja2014-wiktionary:288,1.0000,exact_form_gloss
Nagaraja,1399,1,burikamay,to surround,,nagaraja2014-wiktionary:290,1.0000,exact_form_gloss
Nagaraja,1400,1,buːndi,above (on a tree),,nagaraja2014-wiktionary:295,1.0000,exact_form_gloss
Nagaraja,1401,1,cagi-be,to shoot (with arrow),,nagaraja2014-wiktionary:305,1.0000,exact_form_gloss
Nagaraja,1402,1,caharka,echo,,nagaraja2014-wiktionary:306,1.0000,exact_form_gloss
Nagaraja,1403,1,cekiji,tongs,,nagaraja2014-wiktionary:307,1.0000,exact_form_gloss
Nagaraja,1404,1,cakni,to hear,,nagaraja2014-wiktionary:310,1.0000,exact_form_gloss
Nagaraja,1405,1,calphet,"stone slab, used as a lid",,nagaraja2014-wiktionary:313,1.0000,exact_form_gloss
Nagaraja,1405,2,calphej,"stone slab, used as a lid",,nagaraja2014-wiktionary:313:v2,1.0000,exact_form_gloss
Nagaraja,1406,1,caraːy,"rivulet, canal",,nagaraja2014-wiktionary:319,1.0000,exact_form_gloss
Nagaraja,1407,1,carkha akhanḍa,finger – ring,,nagaraja2014-wiktionary:321,1.0000,exact_form_gloss
Nagaraja,1408,1,carkhat,waist,,nagaraja2014-wiktionary:322,1.0000,exact_form_gloss
Nagaraja,1409,1,caṭṭa,"design/pattern on skin, etc.",,nagaraja2014-wiktionary:327,1.0000,exact_form_gloss
Nagaraja,1410,1,caːṭopaːṭ-,to be hungry,,nagaraja2014-wiktionary:330,1.0000,exact_form_gloss
Nagaraja,1411,1,caːgo,stone,,nagaraja2014-wiktionary:334,1.0000,exact_form_gloss
Nagaraja,1411,2,caːrgo,stone,,nagaraja2014-wiktionary:334:v2,1.0000,exact_form_gloss
Nagaraja,1412,1,caːkṭo-/caːṭṭo-kam-be,to rinse (cloth),,nagaraja2014-wiktionary:338,1.0000,exact_form_gloss
Nagaraja,1413,1,caːn,fish,,nagaraja2014-wiktionary:342,1.0000,exact_form_gloss
Nagaraja,1414,1,caːn ceki,to catch (fish),,nagaraja2014-wiktionary:343,1.0000,exact_form_gloss
Nagaraja,1415,1,caːni-be,to cut (vegetable),,nagaraja2014-wiktionary:346,1.0000,exact_form_gloss
Nagaraja,1416,1,caːpiːr,an edible root,,nagaraja2014-wiktionary:348,1.0000,exact_form_gloss
Nagaraja,1417,1,caːṭo,hunger,,nagaraja2014-wiktionary:352,1.0000,exact_form_gloss
Nagaraja,1418,1,caːwgo,to be afraid,,nagaraja2014-wiktionary:354,1.0000,exact_form_gloss
Nagaraja,1419,1,caːwni,temple (of face),,nagaraja2014-wiktionary:355,1.0000,exact_form_gloss
Nagaraja,1420,1,cek(k)i-be,"to hold, arrest, catch",,nagaraja2014-wiktionary:358,1.0000,exact_form_gloss
Nagaraja,1420,2,caka-be,"to hold, arrest, catch",,nagaraja2014-wiktionary:358:v2,1.0000,exact_form_gloss
Nagaraja,1421,1,cekṭo,axe,,nagaraja2014-wiktionary:359,1.0000,exact_form_gloss
Nagaraja,1422,1,cekṭo-be,to cut (something),,nagaraja2014-wiktionary:360,1.0000,exact_form_gloss
Nagaraja,1423,1,cerekkamaː-be,"to make to fall, to vote",,nagaraja2014-wiktionary:364,1.0000,exact_form_gloss
Nagaraja,1424,1,cergo-be,"to run, pursue",,nagaraja2014-wiktionary:365,1.0000,exact_form_gloss
Nagaraja,1425,1,cerk,to fall (from up to down),,nagaraja2014-wiktionary:366,1.0000,exact_form_gloss
Nagaraja,1426,1,cetyer,a poisonous lizard,,nagaraja2014-wiktionary:369,1.0000,exact_form_gloss
Nagaraja,1427,1,ceyni,"ancient times, formerly, previously, first",,nagaraja2014-wiktionary:370,1.0000,exact_form_gloss
Nagaraja,1428,1,ceṭṭoː-be,to cause to eat,,nagaraja2014-wiktionary:376,1.0000,exact_form_gloss
Nagaraja,1429,1,cigam,ear,,nagaraja2014-wiktionary:380,1.0000,exact_form_gloss
Nagaraja,1430,1,cigam pasla,ear – back side of it,,nagaraja2014-wiktionary:381,1.0000,exact_form_gloss
Nagaraja,1431,1,cippo-be,"to stand, to erect (something)",,nagaraja2014-wiktionary:393,1.0000,exact_form_gloss
Nagaraja,1432,1,cippo-kam-be,to make something erect,,nagaraja2014-wiktionary:394,1.0000,exact_form_gloss
Nagaraja,1433,1,citer bakki,"to give birth, deliver (baby)",,nagaraja2014-wiktionary:399,1.0000,exact_form_gloss
Nagaraja,1434,1,cogom,pig,,nagaraja2014-wiktionary:410,1.0000,exact_form_gloss
Nagaraja,1435,1,comṭa,Nahals addressing Korkus,,nagaraja2014-wiktionary:412,1.0000,exact_form_gloss
Nagaraja,1436,1,copṭi,a drop of water,,nagaraja2014-wiktionary:413,1.0000,exact_form_gloss
Nagaraja,1437,1,coːn,nose,,nagaraja2014-wiktionary:418,1.0000,exact_form_gloss
Nagaraja,1438,1,cuːryakaːnḍro,moth – a thin variety,,nagaraja2014-wiktionary:428,1.0000,exact_form_gloss
Nagaraja,1439,1,daray,sound of cock,,nagaraja2014-wiktionary:434,1.0000,exact_form_gloss
Nagaraja,1440,1,daːraː-,"to be in heat (animal), to bleat",,nagaraja2014-wiktionary:450,1.0000,exact_form_gloss
Nagaraja,1441,1,ḍabbal-ki,immediately,,nagaraja2014-wiktionary:454,1.0000,exact_form_gloss
Nagaraja,1442,1,ḍawra joppo,muddy water,,nagaraja2014-wiktionary:459,1.0000,exact_form_gloss
Nagaraja,1443,1,ḍaːna,clitoris,,nagaraja2014-wiktionary:465,1.0000,exact_form_gloss
Nagaraja,1444,1,ḍãːy/ḍa(ː)y,"way, path, road",,nagaraja2014-wiktionary:467,1.0000,exact_form_gloss
Nagaraja,1445,1,dej babra,an edible root,,nagaraja2014-wiktionary:469,1.0000,exact_form_gloss
Nagaraja,1446,1,ḍelen-be,to drink,,nagaraja2014-wiktionary:475,1.0000,exact_form_gloss
Nagaraja,1447,1,ḍelenkamaː-be,to cause to drink,,nagaraja2014-wiktionary:476,1.0000,exact_form_gloss
Nagaraja,1448,1,dheḍne,bumblebee,,nagaraja2014-wiktionary:497,1.0000,exact_form_gloss
Nagaraja,1449,1,dhondru,lips,,nagaraja2014-wiktionary:507,1.0000,exact_form_gloss
Nagaraja,1450,1,diskom,sleep (n.),,nagaraja2014-wiktionary:524,1.0000,exact_form_gloss
Nagaraja,1451,1,diwi,a poisonous root,,nagaraja2014-wiktionary:527,1.0000,exact_form_gloss
Nagaraja,1452,1,ḍobba-jere (o,to ferment (something),,nagaraja2014-wiktionary:535,0.9621,conservative_fuzzy
Nagaraja,1452,2,a),to ferment (something),,,,unmatched
Nagaraja,1453,1,ḍoḍhor,skeleton,,nagaraja2014-wiktionary:537,1.0000,exact_form_gloss
Nagaraja,1454,1,ḍojri,giraffe,,nagaraja2014-wiktionary:539,1.0000,exact_form_gloss
Nagaraja,1455,1,ḍokom-be,to wear (cloth: lady),,nagaraja2014-wiktionary:541,1.0000,exact_form_gloss
Nagaraja,1456,1,ḍokore,to sit and beg,,nagaraja2014-wiktionary:542,1.0000,exact_form_gloss
Nagaraja,1457,1,ḍokso,"flood, to flood",,nagaraja2014-wiktionary:543,1.0000,exact_form_gloss
Nagaraja,1458,1,ḍokuma,leaf cup,,nagaraja2014-wiktionary:544,1.0000,exact_form_gloss
Nagaraja,1459,1,ḍuma,lizard (monitor),,nagaraja2014-wiktionary:555,1.0000,exact_form_gloss
Nagaraja,1460,1,ḍutni-be,to see stealthily,,nagaraja2014-wiktionary:556,1.0000,exact_form_gloss
Nagaraja,1461,1,eden-,to pain/ache,,nagaraja2014-wiktionary:562,1.0000,exact_form_gloss
Nagaraja,1462,1,egato,to drink (liquor),,nagaraja2014-wiktionary:563,1.0000,exact_form_gloss
Nagaraja,1463,1,eger,to remove,,nagaraja2014-wiktionary:564,1.0000,exact_form_gloss
Nagaraja,1464,1,eger-kama,to shave,,nagaraja2014-wiktionary:565,1.0000,exact_form_gloss
Nagaraja,1465,1,ejer,"boy, son",,nagaraja2014-wiktionary:566,1.0000,exact_form_gloss
Nagaraja,1466,1,ekher-be,to spill,,nagaraja2014-wiktionary:570,1.0000,exact_form_gloss
Nagaraja,1467,1,epṭa,bee,,nagaraja2014-wiktionary:581,1.0000,exact_form_gloss
Nagaraja,1468,1,erte-be,to remove (water),,nagaraja2014-wiktionary:583,1.0000,exact_form_gloss
Nagaraja,1469,1,eṭe(y),"he, that person (visible)",,nagaraja2014-wiktionary:584,1.0000,exact_form_gloss
Nagaraja,1470,1,eṭla,they,,nagaraja2014-wiktionary:585,1.0000,exact_form_gloss
Nagaraja,1471,1,etre(y),"he (distant, invisible)",,nagaraja2014-wiktionary:586,1.0000,exact_form_gloss
Nagaraja,1472,1,eːr-,to go,,nagaraja2014-wiktionary:587,1.0000,exact_form_gloss
Nagaraja,1472,2,eṛe,to go,,nagaraja2014-wiktionary:587:v2,1.0000,exact_form_gloss
Nagaraja,1473,1,gaṭaːl,penis,,nagaraja2014-wiktionary:604,1.0000,exact_form_gloss
Nagaraja,1474,1,gaːngrya,referred to Korkus by Nahals,,nagaraja2014-wiktionary:609,1.0000,exact_form_gloss
Nagaraja,1475,1,geyi,supporting beam of the roof,,nagaraja2014-wiktionary:628,1.0000,exact_form_gloss
Nagaraja,1476,1,geyra,slow(ly),,nagaraja2014-wiktionary:629,1.0000,exact_form_gloss
Nagaraja,1477,1,geyraː-ki,slowly,,nagaraja2014-wiktionary:630,1.0000,exact_form_gloss
Nagaraja,1478,1,ghaskarang,chicken pox,,nagaraja2014-wiktionary:637,1.0000,exact_form_gloss
Nagaraja,1479,1,ghokru moːr,babul tree’s thorn,,nagaraja2014-wiktionary:648,1.0000,exact_form_gloss
Nagaraja,1480,1,gidaːr,"many, longtime; as an intensifier",,nagaraja2014-wiktionary:654,1.0000,exact_form_gloss
Nagaraja,1481,1,gingiso,a red fruit,,nagaraja2014-wiktionary:656,1.0000,exact_form_gloss
Nagaraja,1482,1,giraː germi,to feel hot,,,,unmatched
Nagaraja,1483,1,gogḍu,an edible root,,nagaraja2014-wiktionary:666,1.0000,exact_form_gloss
Nagaraja,1484,1,gogṭi,a kind of bird,,nagaraja2014-wiktionary:667,1.0000,exact_form_gloss
Nagaraja,1485,1,goyraːku,referred to Nahals by Korku,,nagaraja2014-wiktionary:680,1.0000,exact_form_gloss
Nagaraja,1486,1,gunta,for,,nagaraja2014-wiktionary:688,1.0000,exact_form_gloss
Nagaraja,1487,1,gursa,"bones of hand, thigh, leg, etc.",,nagaraja2014-wiktionary:691,1.0000,exact_form_gloss
Nagaraja,1488,1,haṭ(i)ka,there,,nagaraja2014-wiktionary:706,1.0000,exact_form_gloss
Nagaraja,1489,1,haṭin-ki/hin-ki,there,,nagaraja2014-wiktionary:707,1.0000,exact_form_gloss
Nagaraja,1489,2,houtin,there,,nagaraja2014-wiktionary:707:v2,1.0000,exact_form_gloss
Nagaraja,1490,1,hawan-ḍãːy,level road,,nagaraja2014-wiktionary:709,1.0000,exact_form_gloss
Nagaraja,1491,1,hayom,no/not,,nagaraja2014-wiktionary:710,1.0000,exact_form_gloss
Nagaraja,1492,1,h(i)yan,this much,,nagaraja2014-wiktionary:711,1.0000,exact_form_gloss
Nagaraja,1493,1,haːgo-be,"to smile, laugh",,nagaraja2014-wiktionary:712,1.0000,exact_form_gloss
Nagaraja,1494,1,hem-be,to send,,nagaraja2014-wiktionary:718,1.0000,exact_form_gloss
Nagaraja,1495,1,here(y),this,,nagaraja2014-wiktionary:719,1.0000,exact_form_gloss
Nagaraja,1496,1,hinal,tap (water),,nagaraja2014-wiktionary:726,1.0000,exact_form_gloss
Nagaraja,1497,1,hinal,to flow,,nagaraja2014-wiktionary:727,1.0000,exact_form_gloss
Nagaraja,1498,1,hindyaːn,to aim,,nagaraja2014-wiktionary:728,1.0000,exact_form_gloss
Nagaraja,1499,1,hin-ki,here,,nagaraja2014-wiktionary:730,1.0000,exact_form_gloss
Nagaraja,1500,1,hippo-be,to stop,,nagaraja2014-wiktionary:731,1.0000,exact_form_gloss
Nagaraja,1501,1,hiṭkel,they two (those two),,nagaraja2014-wiktionary:732,1.0000,exact_form_gloss
Nagaraja,1502,1,hubehu,identical (shape),,nagaraja2014-wiktionary:748,1.0000,exact_form_gloss
Nagaraja,1503,1,hulya,innocent,,nagaraja2014-wiktionary:749,1.0000,exact_form_gloss
Nagaraja,1504,1,hunḍa,accumulation of mucus in chest,,nagaraja2014-wiktionary:751,1.0000,exact_form_gloss
Nagaraja,1505,1,imni,to be,,nagaraja2014-wiktionary:758,1.0000,exact_form_gloss
Nagaraja,1506,1,iṭi,that,,nagaraja2014-wiktionary:763,1.0000,exact_form_gloss
Nagaraja,1506,2,hiki,that,,nagaraja2014-wiktionary:763:v2,1.0000,exact_form_gloss
Nagaraja,1506,3,hotaw,that,,nagaraja2014-wiktionary:763:v3,1.0000,exact_form_gloss
Nagaraja,1507,1,iṭika,here,,nagaraja2014-wiktionary:764,1.0000,exact_form_gloss
Nagaraja,1508,1,iːrgiṭa hiṭkel,two sisters,,nagaraja2014-wiktionary:768,1.0000,exact_form_gloss
Nagaraja,1509,1,jalu-be,"to descend, climb down",,nagaraja2014-wiktionary:779,1.0000,exact_form_gloss
Nagaraja,1510,1,jalu-ḍãːy,descending road,,nagaraja2014-wiktionary:780,1.0000,exact_form_gloss
Nagaraja,1511,1,jalukamaː-be,to make to descend,,nagaraja2014-wiktionary:781,1.0000,exact_form_gloss
Nagaraja,1512,1,jaran,crab,,nagaraja2014-wiktionary:786,1.0000,exact_form_gloss
Nagaraja,1513,1,jaːkaji,everything,,nagaraja2014-wiktionary:792,1.0000,exact_form_gloss
Nagaraja,1514,1,jaːmo,to measure,,,,unmatched
Nagaraja,1515,1,je(ː)nḍ-paraːy,confluence (of streams),,nagaraja2014-wiktionary:799,1.0000,exact_form_gloss
Nagaraja,1516,1,jeneːr-kini,to walk (on all four limbs),,nagaraja2014-wiktionary:803,1.0000,exact_form_gloss
Nagaraja,1517,1,jere(y)-,"to remain, become, happen",,nagaraja2014-wiktionary:804,1.0000,exact_form_gloss
Nagaraja,1518,1,jhoryaːnta,a kind of bird,,nagaraja2014-wiktionary:818,1.0000,exact_form_gloss
Nagaraja,1519,1,jiki(t) aːṭo > jikinnaːṭo,tears,,nagaraja2014-wiktionary:822,1.0000,exact_form_gloss
Nagaraja,1520,1,jiki(t) bi,to suffer from sore eyes,,nagaraja2014-wiktionary:823,1.0000,exact_form_gloss
Nagaraja,1521,1,jiki(t) sili,eye-sand,,nagaraja2014-wiktionary:825,1.0000,exact_form_gloss
Nagaraja,1522,1,jikiggaːra,retina,,nagaraja2014-wiktionary:826,1.0000,exact_form_gloss
Nagaraja,1523,1,jikit,eye,,nagaraja2014-wiktionary:829,1.0000,exact_form_gloss
Nagaraja,1524,1,jiki(t) ṭapne,eyebrow,,nagaraja2014-wiktionary:831,1.0000,exact_form_gloss
Nagaraja,1525,1,jo,I,,nagaraja2014-wiktionary:835,1.0000,exact_form_gloss
Nagaraja,1526,1,joppo,water,,nagaraja2014-wiktionary:838,1.0000,exact_form_gloss
Nagaraja,1527,1,jyoːti,a bunch of flowers found in forest,,nagaraja2014-wiktionary:848,1.0000,exact_form_gloss
Nagaraja,1528,1,ka(ː)m-be,to put/serve (food),,nagaraja2014-wiktionary:851,1.0000,exact_form_gloss
Nagaraja,1529,1,kaggo,mouth,,nagaraja2014-wiktionary:855,1.0000,exact_form_gloss
Nagaraja,1530,1,kajaːr,"above, top of something",,nagaraja2014-wiktionary:857,1.0000,exact_form_gloss
Nagaraja,1531,1,kaka-be,to carry on shoulder (e.g. baby); to adopt,,nagaraja2014-wiktionary:858,1.0000,exact_form_gloss
Nagaraja,1532,1,kalaṭṭa,people (pl.),,nagaraja2014-wiktionary:862,1.0000,exact_form_gloss
Nagaraja,1533,1,kalaṭyel,wife’s elder brother,,nagaraja2014-wiktionary:863,1.0000,exact_form_gloss
Nagaraja,1533,2,kalaṭṭṭel,wife’s elder brother,,nagaraja2014-wiktionary:863:v2,1.0000,exact_form_gloss
Nagaraja,1534,1,kalen,egg,,nagaraja2014-wiktionary:864,1.0000,exact_form_gloss
Nagaraja,1535,1,kalṭo,a Naha:l person,,nagaraja2014-wiktionary:867,1.0000,exact_form_gloss
Nagaraja,1536,1,kama,"to prepare, causative form",,nagaraja2014-wiktionary:868,1.0000,exact_form_gloss
Nagaraja,1537,1,kandro,a type of fly,,nagaraja2014-wiktionary:873,1.0000,exact_form_gloss
Nagaraja,1538,1,kappo-be,to sleep,,nagaraja2014-wiktionary:880,1.0000,exact_form_gloss
Nagaraja,1539,1,karpi-be,to sell,,nagaraja2014-wiktionary:887,1.0000,exact_form_gloss
Nagaraja,1540,1,karpi-re,seller,,nagaraja2014-wiktionary:888,1.0000,exact_form_gloss
Nagaraja,1541,1,katharnaːk,beautiful,,nagaraja2014-wiktionary:896,1.0000,exact_form_gloss
Nagaraja,1542,1,kaṭhin,haircut (short),,nagaraja2014-wiktionary:897,1.0000,exact_form_gloss
Nagaraja,1543,1,kaṭṭha,blue-necked bird (nilakanth नीलकंठ),,nagaraja2014-wiktionary:903,1.0000,exact_form_gloss
Nagaraja,1544,1,kaːgo,to taste bitter,,nagaraja2014-wiktionary:912,1.0000,exact_form_gloss
Nagaraja,1545,1,kaːnḍro,"fly, n (big size – green colour)",,nagaraja2014-wiktionary:922,1.0000,exact_form_gloss
Nagaraja,1546,1,kaːryom,elder brother’s wife,,nagaraja2014-wiktionary:930,1.0000,exact_form_gloss
Nagaraja,1547,1,kaːṭa,a balance (weighing),,nagaraja2014-wiktionary:931,1.0000,exact_form_gloss
Nagaraja,1548,1,kaːṭe,bamboo shoot,,nagaraja2014-wiktionary:932,1.0000,exact_form_gloss
Nagaraja,1549,1,kaːṭu,an organ in living being (kidney of a lamb?),,nagaraja2014-wiktionary:933,1.0000,exact_form_gloss
Nagaraja,1550,1,kela-be,to cook,,nagaraja2014-wiktionary:937,1.0000,exact_form_gloss
Nagaraja,1551,1,keːpe,louse,,nagaraja2014-wiktionary:945,1.0000,exact_form_gloss
Nagaraja,1552,1,keːri,powder of chana dal,,nagaraja2014-wiktionary:948,1.0000,exact_form_gloss
Nagaraja,1553,1,kharaːṭi,empty,,nagaraja2014-wiktionary:957,1.0000,exact_form_gloss
Nagaraja,1554,1,khaṭli,wooden swing,,nagaraja2014-wiktionary:964,1.0000,exact_form_gloss
Nagaraja,1555,1,khatre,wooden frame (for carrying the dead),,nagaraja2014-wiktionary:965,1.0000,exact_form_gloss
Nagaraja,1556,1,khawnḍor,to water remaining in pits of river beds,,nagaraja2014-wiktionary:968,1.0000,exact_form_gloss
Nagaraja,1557,1,khobaːki,to fix (an agarbatti on the ground),,nagaraja2014-wiktionary:987,1.0000,exact_form_gloss
Nagaraja,1558,1,khor,plant (e.g. banana),,nagaraja2014-wiktionary:991,1.0000,exact_form_gloss
Nagaraja,1559,1,khuḍu,bamboo door,,nagaraja2014-wiktionary:997,0.9012,conservative_fuzzy
Nagaraja,1559,2,koːḍo,bamboo door,,nagaraja2014-wiktionary:997:v2,0.9012,conservative_fuzzy
Nagaraja,1560,1,kiṭhil,cartridge,,nagaraja2014-wiktionary:1016,1.0000,exact_form_gloss
Nagaraja,1561,1,koca-be,"to walk, go",,nagaraja2014-wiktionary:1021,1.0000,exact_form_gloss
Nagaraja,1562,1,kokoyñ,ant,,nagaraja2014-wiktionary:1025,1.0000,exact_form_gloss
Nagaraja,1563,1,koplya,hoe,,nagaraja2014-wiktionary:1029,1.0000,exact_form_gloss
Nagaraja,1564,1,kora(ji),concentrate (of e.g. liquor),,nagaraja2014-wiktionary:1030,1.0000,exact_form_gloss
Nagaraja,1565,1,koːgo,snake,,nagaraja2014-wiktionary:1037,1.0000,exact_form_gloss
Nagaraja,1566,1,koːgo onol,discarded skin of snake,,nagaraja2014-wiktionary:1039,1.0000,exact_form_gloss
Nagaraja,1567,1,koːke,single-stringed musical instrument,,nagaraja2014-wiktionary:1041,1.0000,exact_form_gloss
Nagaraja,1568,1,koːl,"woman, wife",,nagaraja2014-wiktionary:1043,1.0000,exact_form_gloss
Nagaraja,1569,1,koːl-ṭa,women (pl.),,nagaraja2014-wiktionary:1045,1.0000,exact_form_gloss
Nagaraja,1570,1,kutru,fruit of a tree gives itching sensation by rubbing,,nagaraja2014-wiktionary:1065,1.0000,exact_form_gloss
Nagaraja,1571,1,kuːca,fruit of mahua tree,,nagaraja2014-wiktionary:1067,1.0000,exact_form_gloss
Nagaraja,1572,1,kyaːm(p),tomorrow,,nagaraja2014-wiktionary:1068,1.0000,exact_form_gloss
Nagaraja,1573,1,latru,sweet potato,,nagaraja2014-wiktionary:1079,1.0000,exact_form_gloss
Nagaraja,1574,1,laː,you (pl.),,nagaraja2014-wiktionary:1085,1.0000,exact_form_gloss
Nagaraja,1575,1,lehen,row (like – one row),,nagaraja2014-wiktionary:1091,1.0000,exact_form_gloss
Nagaraja,1576,1,leñyar,an insect (found in forests),,nagaraja2014-wiktionary:1093,1.0000,exact_form_gloss
Nagaraja,1577,1,leːnju-be,to draw water (from a well),,nagaraja2014-wiktionary:1095,1.0000,exact_form_gloss
Nagaraja,1578,1,maney,we (pl.),,nagaraja2014-wiktionary:1113,1.0000,exact_form_gloss
