Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Section,Span_Index,Raw_Form,Raw_Gloss,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,3.10.2:4+1,18,140,3.10.2,4+1,,,ingest,Zargari lexical item glossed by the source,peli,she fell,verb pret 3sg f,,rezaibaghbidi2003zargari:p140:s3.10.2:i4+1,,no,"rezaibaghbidi2003zargari[p. 140, section 3.10.2]",043245231488e8dac7946a5cae289dee64113d76ac860f1d555db47c99a22fbc
2026-08-25,2026-08-25,3.10.2:5,18,140,3.10.2,5,ajili,he/she came,ingest,Zargari lexical item glossed by the source,ajili,he came; she came,verb pret 3sg,,rezaibaghbidi2003zargari:p140:s3.10.2:i5,the source notes it shows no gender distinction,no,"rezaibaghbidi2003zargari[p. 140, section 3.10.2]",af9d2a2eba9d155e1f9ed7f4c4f0f68c7dbdcb847281783cb4986d073a1331c8
2026-08-25,2026-08-25,3.11.1:5,18,140,3.11.1,5,kāš te-džāvās,I wish I went,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 140, section 3.11.1]",e01ddd541ddd8c4aabc06ccfbb26ac159d5709757632bef6d4429db590094c36
2026-08-25,2026-08-25,3.9.1:5,18,140,3.9.1,5,xodā keril dukhāv-lus,I hope to see him,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 140, section 3.9.1]",117220432d224c3526083ba07b9f2311128c95e129f47b15470f3dab6b1b3481
2026-08-25,2026-08-25,3.9.1:6,18,140,3.9.1,6,,God grant that I should see him,x-meta,"metalinguistic prose, an English gloss of a preceding gloss, a reconstruction, or a quotation",,,,,,the literal rendering of the preceding clause,no,"rezaibaghbidi2003zargari[p. 140, section 3.9.1]",7580d0c4d12880221c72ebefbc2105c626d4c410064b34819316ece423ccf53e
2026-08-25,2026-08-25,3.13.1:1,19,141,3.13.1,1,pučh,Ask!,dup,repeated mention; citation folded into the record installed at 2.3.23:1,,,,,rezaibaghbidi2003zargari:p129:s2.3.23:i1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.1]",8df6cd70c34ad13b86ea1853d32bccbe27e93c1e86cc8448bc36746f2925630c
2026-08-25,2026-08-25,3.13.2:1,19,141,3.13.2,1,3.13.2. In a few irregular verbs and the original compounds of d-,give,dup,repeated mention; citation folded into the record installed at 3.6.2:6,,,,,rezaibaghbidi2003zargari:p138:s3.6.2:i6,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",94799603ddb1b392bd19603011fc8fdf86341087bf122aad1388c731db9a741b
2026-08-25,2026-08-25,3.13.3:1,19,141,3.13.3,1,sov/pl. sovun,Sleep!,ingest,Zargari lexical item glossed by the source,sov,sleep!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.3:i1,the source notes the imperative keeps the basic stem variant sov- beside present soj-,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",962d2aae5a890cdbe6ad97d62feaf0ee9ecddf3a84e2d90088796fbf52e08248
2026-08-25,2026-08-25,3.14.1:1,19,141,3.14.1,1,"3.14.1. The present perfect can, under the influence of Persian, be formed with the present of the auxiliary verb isipej",to be,ingest,Zargari lexical item glossed by the source,isipej,to be,verb inf copula,,rezaibaghbidi2003zargari:p141:s3.14.1:i1,printed is-ipej at 3.18.2,no,"rezaibaghbidi2003zargari[p. 141, section 3.14.1]",c858d0912689d3481a46ff3ee6717c64aab8bd8dd64677a685e3a2c0628f484f
2026-08-25,2026-08-25,3.15.1:1,19,141,3.15.1,1,nāš- (inf. nāšipej,to run,ingest,Zargari lexical item glossed by the source,nāšipej,to run,verb inf,,rezaibaghbidi2003zargari:p141:s3.15.1:i1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",056fd925445bf2e61647e68ef22c80a8271bc91b40a68af29c207ff2415880a7
2026-08-25,2026-08-25,3.15.2:1,19,141,3.15.2,1,šukhar-/šukhard-,"to cause to become dry, to dry",ingest,Zargari lexical item glossed by the source,šukhar-,to cause to become dry; to dry,verb caus pres stem,A factitive in -ar to the adjective šukho 'dry'.,rezaibaghbidi2003zargari:p141:s3.15.2:i1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",96daa7b7cd19b38faedef93048010f62a8b1119981b4b1882172a62af1bb62eb
2026-08-25,2026-08-25,3.16.1:1,19,141,3.16.1,1,čhindiv-/čhindil-,to be cut,ingest,Zargari lexical item glossed by the source,čhindiv-,to be cut,verb pass pres stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",8e17bc113975b3ad1978f17656547e421aa82dbc769ca8eebfadf2d7d1764fea
2026-08-25,2026-08-25,3.13.3:1+1,19,141,3.13.3,1+1,,,ingest,Zargari lexical item glossed by the source,sovun,sleep!,verb impv 2pl,,rezaibaghbidi2003zargari:p141:s3.13.3:i1+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",029917f806630feae9237f4e0897e7310c0e96dc5cf7c7cb1012bfae61eabad1
2026-08-25,2026-08-25,3.15.1:1+1,19,141,3.15.1,1+1,,,ingest,Zargari lexical item glossed by the source,nāš-,to run,verb pres stem,,rezaibaghbidi2003zargari:p141:s3.15.1:i1+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",937d51b58d793a607c62648a41b201dfae38217f127cdcf538ad14ee7e8dd7b1
2026-08-25,2026-08-25,3.15.2:1+1,19,141,3.15.2,1+1,,,ingest,Zargari lexical item glossed by the source,šukhard-,to cause to become dry; to dry,verb caus perfect stem,,rezaibaghbidi2003zargari:p141:s3.15.2:i1+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",e992ca037b8725f24d0ae785089247f636e91397c35600c7814413c2d605c198
2026-08-25,2026-08-25,3.16.1:1+1,19,141,3.16.1,1+1,,,ingest,Zargari lexical item glossed by the source,čhindil-,to be cut,verb pass perfect stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i1+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",a61df84360d90d3c1ba93aad40bd64c91c8710d9195f6b60da9f6534f90eca0a
2026-08-25,2026-08-25,3.13.1:2,19,141,3.13.1,2,dikh,See!,dup,repeated mention; citation folded into the record installed at 2.3.5:1,,,,,rezaibaghbidi2003zargari:p127:s2.3.5:i1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.1]",229811ed188700f6e825e76a7ed074bcc87a6abb4bf2ee9055bf5fc97848fd34
2026-08-25,2026-08-25,3.13.2:2,19,141,3.13.2,2,čid-i,Pull!,ingest,Zargari lexical item glossed by the source,čid-i,pull!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.2:i2,the source's hyphen separates the stem from the harmonic ending,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",b410ac88528ce2eda40a28e3d0c6f99f5bd831244421b8a6140f24aaf14e4326
2026-08-25,2026-08-25,3.13.3:2,19,141,3.13.3,2,(cf. soj-ipej,to sleep,dup,repeated mention; citation folded into the record installed at 3.17.3.1:5,,,,,rezaibaghbidi2003zargari:p142:s3.17.3.1:i5,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",43b1c40a7f78777b7cbfdd4ba6207c5a2af9eaaa2a69ed6789cf61a28d657d63
2026-08-25,2026-08-25,3.14.1:2,19,141,3.14.1,2,bešipej,to sit,ingest,Zargari lexical item glossed by the source,bešipej,to sit,verb inf,,rezaibaghbidi2003zargari:p141:s3.14.1:i2,,no,"rezaibaghbidi2003zargari[p. 141, section 3.14.1]",a70004624ff86c20f35f77ed169d482ee061ff54fe688f10a1750c35db81649e
2026-08-25,2026-08-25,3.15.1:2,19,141,3.15.1,2,nāšaj-/nāšāvd- (inf. nāšajipej,to make run,ingest,Zargari lexical item glossed by the source,nāšajipej,to make run,verb inf caus,,rezaibaghbidi2003zargari:p141:s3.15.1:i2,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",378180c4ff56bdab453b1ff776d52f33f14f9422abb9086ff574f2aa408a11fc
2026-08-25,2026-08-25,3.15.2:2,19,141,3.15.2,2,(šukho,dry,ingest,Zargari lexical item glossed by the source,šukho,dry,adj,,rezaibaghbidi2003zargari:p141:s3.15.2:i2,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",90c33d0cc640c16b939f0b7c7f395ebabd11b23502f3b9ae5331383c833af5d8
2026-08-25,2026-08-25,3.16.1:2,19,141,3.16.1,2,xaliv-/xalil-,to be eaten,ingest,Zargari lexical item glossed by the source,xaliv-,to be eaten,verb pass pres stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i2,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",0665a10d46391980919f604b7576a77219223718a9e4c7b04cc1b3b6c40406d6
2026-08-25,2026-08-25,3.15.1:2+1,19,141,3.15.1,2+1,,,ingest,Zargari lexical item glossed by the source,nāšāvd-,to make run,verb caus perfect stem,,rezaibaghbidi2003zargari:p141:s3.15.1:i2+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",90e997b33c3c1de514986870f39d22332f2780712fb40ccd7117934ee525841f
2026-08-25,2026-08-25,3.16.1:2+1,19,141,3.16.1,2+1,,,ingest,Zargari lexical item glossed by the source,xalil-,to be eaten,verb pass perfect stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i2+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",69fe2c44309edffe201ef10e22761eab6f8ee859438161efb4ead330c7813627
2026-08-25,2026-08-25,3.13.2:3,19,141,3.13.2,3,d-e,Give!,ingest,Zargari lexical item glossed by the source,d-e,give!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.2:i3,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",c439171dcc573ba509e58c86195962d4073ffe35c7d4bb2636762507813cfeb3
2026-08-25,2026-08-25,3.13.3:3,19,141,3.13.3,3,ruv/ pl. ruvun,Cry!,ingest,Zargari lexical item glossed by the source,ruv,cry!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.3:i3,homonymous with ruv 'wolf',no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",884d49e8caa8f53a816450daa645b78eb5841702699c77937115bac78d4cec5f
2026-08-25,2026-08-25,3.14.1:3,19,141,3.14.1,3,bešdo,sat,ingest,Zargari lexical item glossed by the source,bešdo,sat,verb pp m,,rezaibaghbidi2003zargari:p141:s3.14.1:i3,,no,"rezaibaghbidi2003zargari[p. 141, section 3.14.1]",cedb233fc39747bed11e6b806bd8befc1d98506e11087c1073a0b52bc83c2699
2026-08-25,2026-08-25,3.15.1:3,19,141,3.15.1,3,pij- (inf. pijipej,to drink,ingest,Zargari lexical item glossed by the source,pijipej,to drink,verb inf,,rezaibaghbidi2003zargari:p141:s3.15.1:i3,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",6c16e64c4fb38c77831a872f1e1460d4469a41ee2368173e1bb82ef1d245d226
2026-08-25,2026-08-25,3.15.2:3,19,141,3.15.2,3,čikar-/čikard-,to cause to be muddy,ingest,Zargari lexical item glossed by the source,čikar-,to cause to be muddy,verb caus pres stem,A factitive in -ar to the noun čik 'mud'.,rezaibaghbidi2003zargari:p141:s3.15.2:i3,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",aff3992a952e53a870700dd0c0fbb9b3d95a91f47bf1b91360382353c5ff37ce
2026-08-25,2026-08-25,3.16.1:3,19,141,3.16.1,3,phuriv-/phuril-,to get old,ingest,Zargari lexical item glossed by the source,phuriv-,to get old,verb pass pres stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i3,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",ee8056cfebc105418f8aa7949dae60f0aaffe74e0d0470581e02c88b94a4a5bb
2026-08-25,2026-08-25,3.13.3:3+1,19,141,3.13.3,3+1,,,ingest,Zargari lexical item glossed by the source,ruvun,cry!,verb impv 2pl,,rezaibaghbidi2003zargari:p141:s3.13.3:i3+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",f1a7f2b6afd76dbbd9641837844cfbd33653c98bfdb2957b1259032952660682
2026-08-25,2026-08-25,3.15.1:3+1,19,141,3.15.1,3+1,,,ingest,Zargari lexical item glossed by the source,pij-,to drink,verb pres stem,,rezaibaghbidi2003zargari:p141:s3.15.1:i3+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",005837ae1948e14ff6fa796210cb3b087b3dfdb9895434628e113cc0722ed673
2026-08-25,2026-08-25,3.15.2:3+1,19,141,3.15.2,3+1,,,ingest,Zargari lexical item glossed by the source,čikard-,to cause to be muddy,verb caus perfect stem,,rezaibaghbidi2003zargari:p141:s3.15.2:i3+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",74bd435bc5674e59d4267b11faf81bfcb4754727ba2a8c282e442ef85b866b7b
2026-08-25,2026-08-25,3.16.1:3+1,19,141,3.16.1,3+1,,,ingest,Zargari lexical item glossed by the source,phuril-,to get old,verb pass perfect stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i3+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",4c9eef5755b93d46eae70d682c5a4597b8c65d790a3a1c2627543f5c75ee751c
2026-08-25,2026-08-25,3.13.2:4,19,141,3.13.2,4,γānd-o,Comb!,ingest,Zargari lexical item glossed by the source,γānd-o,comb!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.2:i4,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",ebb6b9b57ab7c865025aef4c42ae7cac52575dc684af0222bf0bb69d0ba47eb5
2026-08-25,2026-08-25,3.13.3:4,19,141,3.13.3,4,(cf. ruj-ipej,"to cry, to weep",ingest,Zargari lexical item glossed by the source,rujipej,to cry; to weep,verb inf,,rezaibaghbidi2003zargari:p141:s3.13.3:i4,printed ruj-ipej,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.3]",752869f55efbeef43f019bf40a1bf1710ca2b06e62f9621c77b2c8d3ca516577
2026-08-25,2026-08-25,3.14.1:4,19,141,3.14.1,4,bešdo-som (m.)/bešdi-som (f.),I am sitting (literally: I have sat),ingest,Zargari lexical item glossed by the source,bešdo-som,I am sitting,verb 1sg m,,rezaibaghbidi2003zargari:p141:s3.14.1:i4,the source glosses it literally as 'I have sat',no,"rezaibaghbidi2003zargari[p. 141, section 3.14.1]",305e92f6fa613347bce29ddbc62014e19192b32830442830657227ddfd3780b9
2026-08-25,2026-08-25,3.15.1:4,19,141,3.15.1,4,pijaj/pijāvd- (inf. pijajipej,to make drink,ingest,Zargari lexical item glossed by the source,pijajipej,to make drink,verb inf caus,,rezaibaghbidi2003zargari:p141:s3.15.1:i4,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",67506cc6c0be886d22abf2deee16fa77a8791e939893076cc3afe9a488d7df5a
2026-08-25,2026-08-25,3.15.2:4,19,141,3.15.2,4,(čik,mud,ingest,Zargari lexical item glossed by the source,čik,mud,noun,,rezaibaghbidi2003zargari:p141:s3.15.2:i4,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.2]",8a513e2953c7d1ce5a91adfee0e13c4f77bb5513e6d009b8c59fcdfaf6e22a85
2026-08-25,2026-08-25,3.16.1:4,19,141,3.16.1,4,(phuro,old,ingest,Zargari lexical item glossed by the source,phuro,old,adj,,rezaibaghbidi2003zargari:p141:s3.16.1:i4,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",e8a089543f679d951322fc6cedcdfad849eada88c5e94696f6b5804c05c5538a
2026-08-25,2026-08-25,3.14.1:4+1,19,141,3.14.1,4+1,,,ingest,Zargari lexical item glossed by the source,bešdi-som,I am sitting,verb 1sg f,,rezaibaghbidi2003zargari:p141:s3.14.1:i4+1,the source glosses it literally as 'I have sat',no,"rezaibaghbidi2003zargari[p. 141, section 3.14.1]",1d649bf54f8a6249b616c52c289630cb2e5d1ec509651ab4e1ba0f998418c185
2026-08-25,2026-08-25,3.15.1:4+1,19,141,3.15.1,4+1,,,ingest,Zargari lexical item glossed by the source,pijaj-,to make drink,verb caus pres stem,,rezaibaghbidi2003zargari:p141:s3.15.1:i4+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",477cbcee7fbeeb165cdd6a74d9fc246d003f27eae2fa4123454ec2d324f28501
2026-08-25,2026-08-25,3.15.1:4+2,19,141,3.15.1,4+2,,,ingest,Zargari lexical item glossed by the source,pijāvd-,to make drink,verb caus perfect stem,,rezaibaghbidi2003zargari:p141:s3.15.1:i4+2,,no,"rezaibaghbidi2003zargari[p. 141, section 3.15.1]",4abe02ea1271f7dbc4f2c4fd2ce4fe32f1a7a0bad8465f0168cd8c2107f9b125
2026-08-25,2026-08-25,3.13.2:5,19,141,3.13.2,5,jir-i,Put on!,ingest,Zargari lexical item glossed by the source,jir-i,put on!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.2:i5,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",16bd8ce34e07c8fdc9590581a403b9a36a56dec2573c43730a70ec25ca0358d7
2026-08-25,2026-08-25,3.16.1:5,19,141,3.16.1,5,khiniv-/khinil-,to get tired,ingest,Zargari lexical item glossed by the source,khiniv-,to get tired,verb pass pres stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i5,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",554a62d8da9ce9a610ea0857bc2e0b84411bc46de7aa515cf2d39f4f8871c723
2026-08-25,2026-08-25,3.16.1:5+1,19,141,3.16.1,5+1,,,ingest,Zargari lexical item glossed by the source,khinil-,to get tired,verb pass perfect stem,,rezaibaghbidi2003zargari:p141:s3.16.1:i5+1,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",7fd07c0826d14852c51ee52f8c93df2151712f448f1367e6489a6f27856f2040
2026-08-25,2026-08-25,3.13.2:6,19,141,3.13.2,6,l-e,Buy!; Get!,ingest,Zargari lexical item glossed by the source,l-e,buy!; get!,verb impv 2sg,,rezaibaghbidi2003zargari:p141:s3.13.2:i6,,no,"rezaibaghbidi2003zargari[p. 141, section 3.13.2]",a6741cfc0287f63a317d8702fd2b06def52749d1dd1ab0226338406ed253f5c3
2026-08-25,2026-08-25,3.16.1:6,19,141,3.16.1,6,(khino,tired,ingest,Zargari lexical item glossed by the source,khino,tired,adj,,rezaibaghbidi2003zargari:p141:s3.16.1:i6,,no,"rezaibaghbidi2003zargari[p. 141, section 3.16.1]",6689dd68223920fec5ea0014161add3a7ff13b64ee08c1a9c7f6d53d3b98f015
2026-08-25,2026-08-25,3.17.1.1:1,20,142,3.17.1.1,1,ruvindes fājnla bikendās,"crying, he sold the house",x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.1.1]",3ab5779e25bbb6c578a4e9c3345f642ff61177ecf922c08cf01fc22372b0c20a
2026-08-25,2026-08-25,3.17.2.1:1,20,142,3.17.2.1,1,xajeni/xajenis (m.)/xajenisa (f.),eating,ingest,Zargari lexical item glossed by the source,xajeni/xajenis,eating,verb participle pres m,,rezaibaghbidi2003zargari:p142:s3.17.2.1:i1 rezaibaghbidi2003zargari:p142:s3.17.2.1:i1:variant:2,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.2.1]",d145fd6f63092eeaa0960b04d1ee93701ffe3e207aa0813c4fe27a0aad59965c
2026-08-25,2026-08-25,3.17.2.2:1,20,142,3.17.2.2,1,"čhindo (m.), čhindi (f.), čhinde (pl.)",cut,ingest,Zargari lexical item glossed by the source,čhindo,cut,verb pp m,,rezaibaghbidi2003zargari:p142:s3.17.2.2:i1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.2.2]",a46801712c2a150a977b6ff790d330ad48db537fee9f2010c60eb7e940f8e3f1
2026-08-25,2026-08-25,3.17.3.1:1,20,142,3.17.3.1,1,čhinipej,to cut,ingest,Zargari lexical item glossed by the source,čhinipej,to cut,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.1:i1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.1]",8f6741996d2f5123a47131e683973d07f92dd57e2ea4231460e7d20455fd37c0
2026-08-25,2026-08-25,3.17.3.2:1,20,142,3.17.3.2,1,dejipej,to give,ingest,Zargari lexical item glossed by the source,dejipej,to give,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.2:i1,irregular infinitive to the stem d-,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.2]",713e840b00cff929254ec056585ac7c7fd637f22c358ef7bd1181bb15f75bcaa
2026-08-25,2026-08-25,3.17.3.3:1,20,142,3.17.3.3,1,akmeki,to plant,ingest,Zargari lexical item glossed by the source,akmeki,to plant,verb inf loanword,< Azari Turkish akmek.,rezaibaghbidi2003zargari:p142:s3.17.3.3:i1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.3]",a41f223393e34f4c12f0b9aa3a620ad67d06a89f28a33768f1409118d448ab91
2026-08-25,2026-08-25,3.18.2:1,20,142,3.18.2,1,"3.18.2. As can be seen from the table, the present indicative and the perfect are expressed with the verb is-ipej",to be,dup,repeated mention; citation folded into the record installed at 3.14.1:1,,,,,rezaibaghbidi2003zargari:p141:s3.14.1:i1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.18.2]",2849a31af4a222bcf77b3c865498149388c6b325f334eddc1cc387ea55b3244c
2026-08-25,2026-08-25,3.17.2.1:1+1,20,142,3.17.2.1,1+1,,,ingest,Zargari lexical item glossed by the source,xajenisa,eating,verb participle pres f,,rezaibaghbidi2003zargari:p142:s3.17.2.1:i1+1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.2.1]",2c4a0167b9a70aa7846fc7c27a3253371cb7d28da1161558cb1c84cfd7fc2834
2026-08-25,2026-08-25,3.17.2.2:1+1,20,142,3.17.2.2,1+1,,,ingest,Zargari lexical item glossed by the source,čhindi,cut,verb pp f,,rezaibaghbidi2003zargari:p142:s3.17.2.2:i1+1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.2.2]",15e3bd6d06ec865e20f30a5fa7a93daa19a41a65745de38165ce9edfa6f27174
2026-08-25,2026-08-25,3.17.2.2:1+2,20,142,3.17.2.2,1+2,,,ingest,Zargari lexical item glossed by the source,čhinde,cut,verb pp pl,,rezaibaghbidi2003zargari:p142:s3.17.2.2:i1+2,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.2.2]",e69b0735a979b308f75a496facfebe505624381440bd38eb41b00cf7c9a5343c
2026-08-25,2026-08-25,3.17.1.1:2,20,142,3.17.1.1,2,āssājindes ajilom,I came smiling,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.1.1]",ea851c24cbb0e6ed2e493a096f602024cb65e5e5f8577f87446899b01f55d9e5
2026-08-25,2026-08-25,3.17.3.1:2,20,142,3.17.3.1,2,nāšipej,to run,dup,repeated mention; citation folded into the record installed at 3.15.1:1,,,,,rezaibaghbidi2003zargari:p141:s3.15.1:i1,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.1]",95e4233981f03cdb4ec574c89bef2f5b0bbc94b088f63e011bfbc085b7561f96
2026-08-25,2026-08-25,3.17.3.2:2,20,142,3.17.3.2,2,džejipej,to go,ingest,Zargari lexical item glossed by the source,džejipej,to go,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.2:i2,irregular infinitive to the stem džā-,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.2]",174922f472d4c747c57bf3d8343ccfef64501634c9d52d50d7cd9d05207b0332
2026-08-25,2026-08-25,3.18.2:2,20,142,3.18.2,2,"but the present subjunctive, the imperfect and the imperative are expressed with the verb oj-ipey",to become,ingest,Zargari lexical item glossed by the source,ojipey,to become,verb inf copula,,rezaibaghbidi2003zargari:p142:s3.18.2:i2,"printed oj-ipey, with -ipey for the -ipej of every other infinitive in the article",no,"rezaibaghbidi2003zargari[p. 142, section 3.18.2]",7de161b62c980538d02c09c896de06365dd21d797b5bc589ae51a187076aae31
2026-08-25,2026-08-25,3.17.3.1:3,20,142,3.17.3.1,3,nāšajipej,to cause to run,dup,repeated mention; citation folded into the record installed at 3.15.1:2,,,,,rezaibaghbidi2003zargari:p141:s3.15.1:i2,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.1]",80d0f16e9312e6498cfdd664d56647a326a4298c28ed39a8d34f83f6c5d5dde0
2026-08-25,2026-08-25,3.17.3.2:3,20,142,3.17.3.2,3,lejipej,to buy; to get,ingest,Zargari lexical item glossed by the source,lejipej,to buy; to get,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.2:i3,irregular infinitive to the stem l-,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.2]",96088a220df317278ec56c47ad4ec2b6140ed62b89cdb1a887e9c5ccc0ab8947
2026-08-25,2026-08-25,3.17.3.1:4,20,142,3.17.3.1,4,phenipej,to say; to tell,ingest,Zargari lexical item glossed by the source,phenipej,to say; to tell,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.1:i4,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.1]",bebe39cbab34632837c972f58507ef1d2a836af8e2b89fd57ae3a5375e5d9205
2026-08-25,2026-08-25,3.17.3.1:5,20,142,3.17.3.1,5,sojipej,to sleep,ingest,Zargari lexical item glossed by the source,sojipej,to sleep,verb inf,,rezaibaghbidi2003zargari:p142:s3.17.3.1:i5,,no,"rezaibaghbidi2003zargari[p. 142, section 3.17.3.1]",dba8c6cda3afaa2bbc1ee34b4107d69953397bb2f8a62149cd5a6762e3d6b60f
2026-08-25,2026-08-25,3.19.1.1:1,21,143,3.19.1.1,1,3.19.1.1. ašti,can,ingest,Zargari lexical item glossed by the source,ašti,can,verb modal indecl,,rezaibaghbidi2003zargari:p143:s3.19.1.1:i1,,no,"rezaibaghbidi2003zargari[p. 143, section 3.19.1.1]",8ae35b8ecdf04b4773ab49ef2853b19e1b452bfc6cca913a1f2129e04e203580
2026-08-25,2026-08-25,3.19.1.2:1,21,143,3.19.1.2,1,3.19.1.2. garak,must,ingest,Zargari lexical item glossed by the source,garak,must,verb modal indecl,,rezaibaghbidi2003zargari:p143:s3.19.1.2:i1,,no,"rezaibaghbidi2003zargari[p. 143, section 3.19.1.2]",8b47d3ead2f6c22894ce4f133a333f7dbab70780ea860a0725dbbc6e750e3e48
2026-08-25,2026-08-25,3.20.1.2:1,21,143,3.20.1.2,1,āngunlo dis,the day before yesterday,ingest,Zargari lexical item glossed by the source,āngunlo dis,the day before yesterday,adv temporal multiword-expression,,rezaibaghbidi2003zargari:p143:s3.20.1.2:i1,,no,"rezaibaghbidi2003zargari[p. 143, section 3.20.1.2]",cc4c95ae0bdfb8c8a07304f4a9ff95d16832012f2aae4a48a2f4c5c8a46e041c
2026-08-25,2026-08-25,3.20.1.3:1,21,143,3.20.1.3,1,(ā)kātu/ātu,here,ingest,Zargari lexical item glossed by the source,ākātu/kātu/ātu,here,adv spatial,,rezaibaghbidi2003zargari:p143:s3.20.1.3:i1 rezaibaghbidi2003zargari:p143:s3.20.1.3:i1:variant:2 rezaibaghbidi2003zargari:p143:s3.20.1.3:i1:variant:3,the source prints (ā)kātu/ātu,no,"rezaibaghbidi2003zargari[p. 143, section 3.20.1.3]",e89f1d36f851ac9ea00c8621f938b0d3a73daf3c0cc9a1c70a54b2a433c619b7
