Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,125,week,KHA,Khanapur Ruma,target,52,47,2,hapta,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 125, Khanapur Ruma]",silkorku1985:kha:i125:v1
wordlist cell,125,week,KHM,Khamalpur Bondoy,target,85,80,2,hepta,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 125, Khamalpur Bondoy]",silkorku1985:khm:i125:v1
wordlist cell,125,week,LAH,Lahi Bouriya,target,74,69,2,hapta,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 125, Lahi Bouriya]",silkorku1985:lah:i125:v1
wordlist cell,125,week,MOR,Moragao Bouriya,target,74,69,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf74,missing,source prints a ruled blank,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 125, Moragao Bouriya]",
wordlist cell,125,week,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,hate,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 125, Jammat Jalgaon Nihali]",
wordlist cell,125,week,WAR,Warsari Ruma,target,63,58,2,aʈ din,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 125, Warsari Ruma]",silkorku1985:war:i125:v1
wordlist cell,126,month,AMD,Amdhana Mawasi,target,85,80,1,mohina,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 126, Amdhana Mawasi]",silkorku1985:amd:i126:v1
wordlist cell,126,month,BAG,Bagdara Ruma,target,63,58,1,mahina,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 126, Bagdara Ruma]",silkorku1985:bag:i126:v1
wordlist cell,126,month,CHI,Chikli Ruma,target,52,47,1,maːna,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 126, Chikli Ruma]",silkorku1985:chi:i126:v1
wordlist cell,126,month,KHA,Khanapur Ruma,target,52,47,2,mana,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 126, Khanapur Ruma]",silkorku1985:kha:i126:v1
wordlist cell,126,month,KHM,Khamalpur Bondoy,target,85,80,2,mena,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 126, Khamalpur Bondoy]",silkorku1985:khm:i126:v1
wordlist cell,126,month,LAH,Lahi Bouriya,target,74,69,2,meina,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 126, Lahi Bouriya]",silkorku1985:lah:i126:v1
wordlist cell,126,month,MOR,Moragao Bouriya,target,74,69,1,maina,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 126, Moragao Bouriya]",silkorku1985:mor:i126:v1
wordlist cell,126,month,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,maina,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 126, Jammat Jalgaon Nihali]",
wordlist cell,126,month,WAR,Warsari Ruma,target,63,58,2,maina,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 126, Warsari Ruma]",silkorku1985:war:i126:v1
wordlist cell,127,year,AMD,Amdhana Mawasi,target,85,80,1,sal,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 127, Amdhana Mawasi]",silkorku1985:amd:i127:v1
wordlist cell,127,year,BAG,Bagdara Ruma,target,63,58,1,sal,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 127, Bagdara Ruma]",silkorku1985:bag:i127:v1
wordlist cell,127,year,CHI,Chikli Ruma,target,52,47,1,sel,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 127, Chikli Ruma]",silkorku1985:chi:i127:v1
wordlist cell,127,year,KHA,Khanapur Ruma,target,52,47,2,bʰara mena,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 127, Khanapur Ruma]",silkorku1985:kha:i127:v1
wordlist cell,127,year,KHM,Khamalpur Bondoy,target,85,80,2,tisim,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 127, Khamalpur Bondoy]",silkorku1985:khm:i127:v1
wordlist cell,127,year,LAH,Lahi Bouriya,target,74,69,2,sal/bara mena,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 127, Lahi Bouriya]",silkorku1985:lah:i127:v1|silkorku1985:lah:i127:v2
wordlist cell,127,year,MOR,Moragao Bouriya,target,74,69,1,sal,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 127, Moragao Bouriya]",silkorku1985:mor:i127:v1
wordlist cell,127,year,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,bisal,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 127, Jammat Jalgaon Nihali]",
wordlist cell,127,year,WAR,Warsari Ruma,target,63,58,2,mia orso,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 127, Warsari Ruma]",silkorku1985:war:i127:v1
wordlist cell,128,old,AMD,Amdhana Mawasi,target,85,80,1,purana,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 128, Amdhana Mawasi]",silkorku1985:amd:i128:v1
wordlist cell,128,old,BAG,Bagdara Ruma,target,63,58,1,dʒunaen,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 128, Bagdara Ruma]",silkorku1985:bag:i128:v1
wordlist cell,128,old,CHI,Chikli Ruma,target,52,47,1,dʒuna,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 128, Chikli Ruma]",silkorku1985:chi:i128:v1
wordlist cell,128,old,KHA,Khanapur Ruma,target,52,47,2,dʒuna,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 128, Khanapur Ruma]",silkorku1985:kha:i128:v1
wordlist cell,128,old,KHM,Khamalpur Bondoy,target,85,80,2,dʒuna,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 128, Khamalpur Bondoy]",silkorku1985:khm:i128:v1
wordlist cell,128,old,LAH,Lahi Bouriya,target,74,69,2,ʒuna,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 128, Lahi Bouriya]",silkorku1985:lah:i128:v1
wordlist cell,128,old,MOR,Moragao Bouriya,target,74,69,1,dʒuna,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 128, Moragao Bouriya]",silkorku1985:mor:i128:v1
wordlist cell,128,old,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,puraje,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 128, Jammat Jalgaon Nihali]",
wordlist cell,128,old,WAR,Warsari Ruma,target,63,58,2,dʒuna,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 128, Warsari Ruma]",silkorku1985:war:i128:v1
wordlist cell,129,new,AMD,Amdhana Mawasi,target,85,80,1,une,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 129, Amdhana Mawasi]",silkorku1985:amd:i129:v1
wordlist cell,129,new,BAG,Bagdara Ruma,target,63,58,1,une,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 129, Bagdara Ruma]",silkorku1985:bag:i129:v1
wordlist cell,129,new,CHI,Chikli Ruma,target,52,47,1,une,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 129, Chikli Ruma]",silkorku1985:chi:i129:v1
wordlist cell,129,new,KHA,Khanapur Ruma,target,52,47,2,une,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 129, Khanapur Ruma]",silkorku1985:kha:i129:v1
wordlist cell,129,new,KHM,Khamalpur Bondoy,target,85,80,2,une,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 129, Khamalpur Bondoy]",silkorku1985:khm:i129:v1
wordlist cell,129,new,LAH,Lahi Bouriya,target,74,69,2,wene,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 129, Lahi Bouriya]",silkorku1985:lah:i129:v1
wordlist cell,129,new,MOR,Moragao Bouriya,target,74,69,1,uni,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 129, Moragao Bouriya]",silkorku1985:mor:i129:v1
wordlist cell,129,new,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,nawadʒ,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 129, Jammat Jalgaon Nihali]",
wordlist cell,129,new,WAR,Warsari Ruma,target,63,58,2,une,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 129, Warsari Ruma]",silkorku1985:war:i129:v1
wordlist cell,130,good,AMD,Amdhana Mawasi,target,85,80,1,etʃʰa,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 130, Amdhana Mawasi]",silkorku1985:amd:i130:v1
wordlist cell,130,good,BAG,Bagdara Ruma,target,63,58,1,atʃa,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 130, Bagdara Ruma]",silkorku1985:bag:i130:v1
wordlist cell,130,good,CHI,Chikli Ruma,target,52,47,1,ɟwalka,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 130, Chikli Ruma]",silkorku1985:chi:i130:v1
wordlist cell,130,good,KHA,Khanapur Ruma,target,52,47,2,atʃʰaka,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 130, Khanapur Ruma]",silkorku1985:kha:i130:v1
wordlist cell,130,good,KHM,Khamalpur Bondoy,target,85,80,2,etʃʰa,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 130, Khamalpur Bondoy]",silkorku1985:khm:i130:v1
wordlist cell,130,good,LAH,Lahi Bouriya,target,74,69,2,bacna/atʃʰa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 130, Lahi Bouriya]",silkorku1985:lah:i130:v1|silkorku1985:lah:i130:v2
wordlist cell,130,good,MOR,Moragao Bouriya,target,74,69,1,atʃa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 130, Moragao Bouriya]",silkorku1985:mor:i130:v1
wordlist cell,130,good,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,mastor,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 130, Jammat Jalgaon Nihali]",
wordlist cell,130,good,WAR,Warsari Ruma,target,63,58,2,saɖʒaka,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 130, Warsari Ruma]",silkorku1985:war:i130:v1
wordlist cell,131,bad,AMD,Amdhana Mawasi,target,85,80,1,bura,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 131, Amdhana Mawasi]",silkorku1985:amd:i131:v1
wordlist cell,131,bad,BAG,Bagdara Ruma,target,63,58,1,bura,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 131, Bagdara Ruma]",silkorku1985:bag:i131:v1
wordlist cell,131,bad,CHI,Chikli Ruma,target,52,47,1,bura/karabo/bekar,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 131, Chikli Ruma]",silkorku1985:chi:i131:v1|silkorku1985:chi:i131:v2|silkorku1985:chi:i131:v3
wordlist cell,131,bad,KHA,Khanapur Ruma,target,52,47,2,suʈe,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 131, Khanapur Ruma]",silkorku1985:kha:i131:v1
wordlist cell,131,bad,KHM,Khamalpur Bondoy,target,85,80,2,bekar,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 131, Khamalpur Bondoy]",silkorku1985:khm:i131:v1
wordlist cell,131,bad,LAH,Lahi Bouriya,target,74,69,2,bura/kʰaʒaŋ/swaja,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 131, Lahi Bouriya]",silkorku1985:lah:i131:v1|silkorku1985:lah:i131:v2|silkorku1985:lah:i131:v3
wordlist cell,131,bad,MOR,Moragao Bouriya,target,74,69,1,atʃabane,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 131, Moragao Bouriya]",silkorku1985:mor:i131:v1
wordlist cell,131,bad,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,bekatar,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 131, Jammat Jalgaon Nihali]",
wordlist cell,131,bad,WAR,Warsari Ruma,target,63,58,2,bekar,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 131, Warsari Ruma]",silkorku1985:war:i131:v1
wordlist cell,132,wet,AMD,Amdhana Mawasi,target,85,80,1,gilau,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 132, Amdhana Mawasi]",silkorku1985:amd:i132:v1
wordlist cell,132,wet,BAG,Bagdara Ruma,target,63,58,1,gʲlau,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 132, Bagdara Ruma]",silkorku1985:bag:i132:v1
wordlist cell,132,wet,CHI,Chikli Ruma,target,52,47,1,kaʈʃa/ola,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 132, Chikli Ruma]",silkorku1985:chi:i132:v1|silkorku1985:chi:i132:v2
wordlist cell,132,wet,KHA,Khanapur Ruma,target,52,47,2,ola ka,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 132, Khanapur Ruma]",silkorku1985:kha:i132:v1
wordlist cell,132,wet,KHM,Khamalpur Bondoy,target,85,80,2,tuouken,manual-source-image,medial vowel/consonant sequence is faint; visually read as tuouken,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 132, Khamalpur Bondoy]",silkorku1985:khm:i132:v1
wordlist cell,132,wet,LAH,Lahi Bouriya,target,74,69,2,katʃa/tupujen,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 132, Lahi Bouriya]",silkorku1985:lah:i132:v1|silkorku1985:lah:i132:v2
wordlist cell,132,wet,MOR,Moragao Bouriya,target,74,69,1,kotʃa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 132, Moragao Bouriya]",silkorku1985:mor:i132:v1
wordlist cell,132,wet,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,ola,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 132, Jammat Jalgaon Nihali]",
wordlist cell,132,wet,WAR,Warsari Ruma,target,63,58,2,olaen,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 132, Warsari Ruma]",silkorku1985:war:i132:v1
wordlist cell,133,dry,AMD,Amdhana Mawasi,target,85,80,1,lokʰod,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 133, Amdhana Mawasi]",silkorku1985:amd:i133:v1
wordlist cell,133,dry,BAG,Bagdara Ruma,target,63,58,1,lokʰor,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 133, Bagdara Ruma]",silkorku1985:bag:i133:v1
wordlist cell,133,dry,CHI,Chikli Ruma,target,52,47,1,lokoɖe,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 133, Chikli Ruma]",silkorku1985:chi:i133:v1
wordlist cell,133,dry,KHA,Khanapur Ruma,target,52,47,2,tokʰoʈeŋ,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 133, Khanapur Ruma]",silkorku1985:kha:i133:v1
wordlist cell,133,dry,KHM,Khamalpur Bondoy,target,85,80,2,lokʰadʒen,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 133, Khamalpur Bondoy]",silkorku1985:khm:i133:v1
wordlist cell,133,dry,LAH,Lahi Bouriya,target,74,69,2,lokor,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 133, Lahi Bouriya]",silkorku1985:lah:i133:v1
wordlist cell,133,dry,MOR,Moragao Bouriya,target,74,69,1,nokor,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 133, Moragao Bouriya]",silkorku1985:mor:i133:v1
wordlist cell,133,dry,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,petari,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 133, Jammat Jalgaon Nihali]",
wordlist cell,133,dry,WAR,Warsari Ruma,target,63,58,2,lokor,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 133, Warsari Ruma]",silkorku1985:war:i133:v1
wordlist cell,134,long,AMD,Amdhana Mawasi,target,85,80,1,lẽba,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 134, Amdhana Mawasi]",silkorku1985:amd:i134:v1
wordlist cell,134,long,BAG,Bagdara Ruma,target,63,58,1,lamba,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 134, Bagdara Ruma]",silkorku1985:bag:i134:v1
wordlist cell,134,long,CHI,Chikli Ruma,target,52,47,1,lambo,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 134, Chikli Ruma]",silkorku1985:chi:i134:v1
wordlist cell,134,long,KHA,Khanapur Ruma,target,52,47,2,kʰaɖ lamba,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 134, Khanapur Ruma]",silkorku1985:kha:i134:v1
wordlist cell,134,long,KHM,Khamalpur Bondoy,target,85,80,2,bedʒeka lemba,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 134, Khamalpur Bondoy]",silkorku1985:khm:i134:v1
wordlist cell,134,long,LAH,Lahi Bouriya,target,74,69,2,lemne,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 134, Lahi Bouriya]",silkorku1985:lah:i134:v1
wordlist cell,134,long,MOR,Moragao Bouriya,target,74,69,1,lumba,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 134, Moragao Bouriya]",silkorku1985:mor:i134:v1
wordlist cell,134,long,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,lemba,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 134, Jammat Jalgaon Nihali]",
wordlist cell,134,long,WAR,Warsari Ruma,target,63,58,2,lemba,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 134, Warsari Ruma]",silkorku1985:war:i134:v1
wordlist cell,135,short,AMD,Amdhana Mawasi,target,85,80,1,sani,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 135, Amdhana Mawasi]",silkorku1985:amd:i135:v1
wordlist cell,135,short,BAG,Bagdara Ruma,target,63,58,1,sanisa,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 135, Bagdara Ruma]",silkorku1985:bag:i135:v1
wordlist cell,135,short,CHI,Chikli Ruma,target,52,47,1,sani,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 135, Chikli Ruma]",silkorku1985:chi:i135:v1
wordlist cell,135,short,KHA,Khanapur Ruma,target,52,47,2,sani/akʰuɖ,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 135, Khanapur Ruma]",silkorku1985:kha:i135:v1|silkorku1985:kha:i135:v2
wordlist cell,135,short,KHM,Khamalpur Bondoy,target,85,80,2,jeresa mota,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 135, Khamalpur Bondoy]",silkorku1985:khm:i135:v1
wordlist cell,135,short,LAH,Lahi Bouriya,target,74,69,2,sani,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 135, Lahi Bouriya]",silkorku1985:lah:i135:v1
wordlist cell,135,short,MOR,Moragao Bouriya,target,74,69,1,soʈa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 135, Moragao Bouriya]",silkorku1985:mor:i135:v1
wordlist cell,135,short,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,sota,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 135, Jammat Jalgaon Nihali]",
wordlist cell,135,short,WAR,Warsari Ruma,target,63,58,2,soʈa,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 135, Warsari Ruma]",silkorku1985:war:i135:v1
wordlist cell,136,hot,AMD,Amdhana Mawasi,target,85,80,1,gɛrem,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 136, Amdhana Mawasi]",silkorku1985:amd:i136:v1
wordlist cell,136,hot,BAG,Bagdara Ruma,target,63,58,1,tʃaʈa,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 136, Bagdara Ruma]",silkorku1985:bag:i136:v1
