Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c1:y0235,296,276,1,235,"taudu/tavuḍdu n. millet husk, bran,
skin of a millet grain DEDR 3111
‘faudu timbavaga ode kaṇṇi na:t —
{What if] his waist-cord is stinking when a
man is eating husks? (Prov. 497)",taudu/tavuḍdu,taudu,tavuḍdu,n.,"millet husk, bran, skin of a millet grain",noun uncertain alternate,"hockings-pilotraichoor1992[p. 276, col. 1]",3111,,Hockings and Pilot-Raichoor cite DEDR 3111,88.49
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c1:y0291,296,276,1,291,"tauṇu n. town ( Eng. town)
‘tauṇu geda ho:raya:’ — Are you going
towards town? (idiom)",tauṇu,tauṇu,,n.,town (Eng. town),noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 1]",,,,83.87
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c1:y0324,296,276,1,324,"takka n. friend, acquaintance
DEDR 3005
‘..mudduga takkada guddu’—...the cuff
ofa friend [given] out of affection (Prov.
668)",takka,takka,,n.,"friend, acquaintance",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 1]",3005,,Hockings and Pilot-Raichoor cite DEDR 3005,94.36
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c1:y0379,296,276,1,379,"takkada adj. appropriate, right,
correct, equal to, in balance with
(cf. tagunda) DEDR 3005
‘ka:laga takkagda ko:la...? — [Place the]
ornamentation at the appropriate time...
(Prov. 49)",takkada,takkada,,adj.,"appropriate, right, correct, equal to, in balance with",adj uncertain,"hockings-pilotraichoor1992[p. 276, col. 1]",3005,,(cf. tagunda); Hockings and Pilot-Raichoor cite DEDR 3005,73.86
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c1:y0446,296,276,1,446,"takka:ḷi n. Malabar tamarind, acid
leaf tree, foreign tamarind, gorga,
Malabar gamboge, medium-leaved
gamboge, pot tamarind (Garcinia
cambogia; also called hi:la, its
fruit is eaten; Hooker 1872-97: I,
261-62; Macleane 1893:299; Yule
& Burell 1903: 254-55; Watt
1908: 552; Lushington 1915: 45;
Gamble 1922: 54; Fyson 1932: 50;
Gamble & Fischer 1956-57: 53;
Maharashtra 1957: 118; Cooke
1958: I, 81-82; Maharashtra 1961:
126-27, 283-84, 369; Matthew
1983:94-95) DEDR 3009",takka:ḷi,takka:ḷi,,n.,"Malabar tamarind, acid leaf tree, foreign tamarind, gorga, Malabar gamboge, medium-leaved gamboge, pot tamarind",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 1]",3009,,"(Garcinia cambogia; also called hi:la, its fruit is eaten; Hooker 1872-97: I, 261-62; Macleane 1893:299; Yule & Burell 1903: 254-55; Watt 1908: 552; Lushington 1915: 45; Gamble 1922: 54; Fyson 1932: 50; Gamble & Fischer 1956-57: 53; Maharashtra 1957: 118; Cooke 1958: I, 81-82; Maharashtra 1961: 126-27, 283-84, 369; Matthew 1983:94-95); Hockings and Pilot-Raichoor cite DEDR 3009",92.26
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0105,296,276,2,105,takke n. hip (anatomy),takke,takke,,n.,hip (anatomy),noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",,,,95.82
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0114,296,276,2,114,"takkettu n. ox used to train a
young one at ploughing (< taggu+
ettu, ‘bow down+tox’) DEDR 3178,
815",takkettu,takkettu,,n.,ox used to train a young one at ploughing,noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3178|815,,"(< taggu+ ettu, ‘bow down+tox’); Hockings and Pilot-Raichoor cite DEDR 3178, 815",91.78
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0160,296,276,2,160,"Tagadu:r np. Tagadur, Thogad-
uru, name of a town in Karnataka,
ca 85 km. N of Coonoor (place of
origin of Wodeyas belonging to
Ko:ye:ru kola, q.v.; cf. Ka. togate
+ūru, ‘pod, legume+tvillage’) DEDR
752",Tagadu:r,Tagadu:r,,np.,"Tagadur, Thogaduru, name of a town in Karnataka, ca 85 km. of Coonoor",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",752,,"(place of origin of Wodeyas belonging to Ko:ye:ru kola, q.v.; cf. Ka. togate +ūru, ‘pod, legume+tvillage’); Hockings and Pilot-Raichoor cite DEDR 752",88.04
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0237,296,276,2,237,"tagara:ru n. quarrel, dispute DEDR
3006
‘evakeradaga cijṭiga tagara:ru a:i buffa’
—There was a little quarrel between the
two",tagara:ru,tagara:ru,,n.,"quarrel, dispute",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3006,,Hockings and Pilot-Raichoor cite DEDR 3006,89.30
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0293,296,276,2,293,"tagaru n. pod (only used for a
bean pod, avare tagaru)",tagaru,tagaru,,n.,"pod (only used for a bean pod, avare tagaru)",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",,,,94.93
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0314,296,276,2,314,"tagare gidu n. vetch,
common vetch, tare ( Vicia sativa;
until early in this century when
aspirin became available this plant
was crushed for a medicine to cure
headaches; cf. asaru giḍdu/ hasaru
gidu, Hooker 1872-97:II, 178; Fy-
son 1915: 117; 1932:164; Gamble
& Fischer 1956-57: 246) DEDR
3003, 1941",tagare gidu,tagare gidu,,n.,"vetch, common vetch, tare",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3003|1941,,"(Vicia sativa; until early in this century when aspirin became available this plant was crushed for a medicine to cure headaches; cf. asaru giḍdu/ hasaru gidu, Hooker 1872-97:II, 178; Fyson 1915: 117; 1932:164; Gamble & Fischer 1956-57: 246); Hockings and Pilot-Raichoor cite DEDR 3003, 1941",91.88
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0424,296,276,2,424,"tagiye n. furrow, furrow-line in
a ploughed field DEDR 3004",tagiye,tagiye,,n.,"furrow, furrow-line in a ploughed field",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3004,,Hockings and Pilot-Raichoor cite DEDR 3004,93.56
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0446,296,276,2,446,"tagiye heccule n. the furrow-
line has not gone further (lit.), way
of describing a relationship
between two agnatic groups (cf.
taige heccule, bi:ga ma:dida
mane) DEDR 3004, 4411",tagiye heccule,tagiye heccule,,n.,"the furrowline has not gone further (lit.), way of describing a relationship between two agnatic groups",noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3004|4411,,"(cf. taige heccule, bi:ga ma:dida mane); Hockings and Pilot-Raichoor cite DEDR 3004, 4411",92.76
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0511,296,276,2,511,"tagu vi. to be fit, be suitable DEDR
3005",tagu,tagu,,vi.,"to be fit, be suitable",verb intr uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3005,,Hockings and Pilot-Raichoor cite DEDR 3005,94.14
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0534,296,276,2,534,"tagunda adj. suitable, fit (cf. tak-
ka) DEDR 3005",tagunda,tagunda,,adj.,"suitable, fit",adj uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3005,,(cf. takka); Hockings and Pilot-Raichoor cite DEDR 3005,92.79
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p276:c2:y0557,296,276,2,557,"Tagga:ra:du Beṭṭa np. Tagadu
betta, name of a mountain 1861 m.
in elevation, 12 km. S of Ootaca-
mund (< tagga:ru+ a:du+befta,
‘ceased breeding+goat+mountain’)
DEDR 3006, 5152, 5474",Tagga:ra:du Beṭṭa,Tagga:ra:du Beṭṭa,,np.,"Tagadu betta, name of a mountain 1861 m. in elevation, 12 km. S of Ootacamund (< tagga:ru+ a:du+befta",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 276, col. 2]",3006|5152|5474,,"Hockings and Pilot-Raichoor cite DEDR 3006, 5152, 5474",86.54
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0117,297,277,1,117,"tagga:ru n. buffalo or cow which
has ceased to calve DEDR 3006",tagga:ru,tagga:ru,,n.,buffalo or cow which has ceased to calve,noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3006,,Hockings and Pilot-Raichoor cite DEDR 3006,94.19
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0139,297,277,1,139,"taggu vt. to stop, stanch, staunch,
thin down the flow DEDR 3006",taggu,taggu,,vt.,"to stop, stanch, staunch, thin down the flow",verb tr uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3006,,Hockings and Pilot-Raichoor cite DEDR 3006,93.72
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0161,297,277,1,161,"taggu vi. lower oneself, humble
oneself, demean oneself; n. ditch,
valley, vale, depression, glen
DEDR 3178",taggu,taggu,,vi.,"lower oneself, humble oneself, demean oneself; ditch, valley, vale, depression, glen",verb intr noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3178,,Hockings and Pilot-Raichoor cite DEDR 3178,93.01
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0203,297,277,1,203,"tagguri n. obstacle, blockage,
block DEDR 3006",tagguri,tagguri,,n.,"obstacle, blockage, block",noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3006,,Hockings and Pilot-Raichoor cite DEDR 3006,94.64
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0226,297,277,1,226,"tanga pro. they; honorific 3rd pers.
pl. pro.
‘..anga makkava tanga:da doddira:? —...
will our own children grow up playing by
themselves? (Prov. 1011b)",tanga,tanga,,pro.,they; honorific 3rd pers. pl,pron uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",,,,89.62
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0281,297,277,1,281,"tangalḷitṭtu idiom. stale food ( tan-
galu+hiftu, ‘stale+food’) DEDR
3045, DBIA 269
<..muṇde tangaḷijṭu tindiya’™—...the bad
wife will eat the stale food (Prov. 343b)",tangalḷitṭtu,tangalḷitṭtu,,idiom.,"stale food (tangalu+hiftu, ‘stale+food’) , DBIA 269",multiword-expression uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,77.10
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0337,297,277,1,337,"tangaḷu adj. stale, too old DEDR
3045
‘tangaḷu tinda buddi| gaṇdana suga ari-
ya — A simple-minded woman who eats
stale {food herself] does not know [her
own] husbandď’s state of health (Prov.
343a)",tangaḷu,tangaḷu,,adj.,"stale, too old",adj uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,88.44
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c1:y0413,297,277,1,413,"Tanga:du np. Thangadu, Tangadu,
Thungada, Thangodu, Tungada,
Tangalu, name of a hamlet 11.5
km. SSW of Ootacamund; former-
ly belonging to Me:lu:ru commune
but now head village of Tanga:du
commune (Bra:ma kula; in exist-
ence prior to 1812, and built on the
site of a former Toda hamlet be-
longing to Mortxör clan; ca 80
Haruva houses in 1970; has akka
bakka, q.v.; cf. Avala:da; Thur-
ston & Rangachari 1909: I, 98; <
tan +ka:du, ‘primordial+forest’)
DEDR 3045, 1438",Tanga:du,Tanga:du,,np.,"Thangadu, Tangadu, Thungada, Thangodu, Tungada, Tangalu, name of a hamlet 11.5 km. SSW of Ootacamund; formerly belonging to Me:lu:ru commune but now head village of Tanga:du commune",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 1]",3045|1438,,"(Bra:ma kula; in existence prior to 1812, and built on the site of a former Toda hamlet belonging to Mortxör clan; ca 80 Haruva houses in 1970; has akka bakka, q.v.; cf. Avala:da; Thurston & Rangachari 1909: I, 98; < tan +ka:du, ‘primordial+forest’); Hockings and Pilot-Raichoor cite DEDR 3045, 1438",89.22
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0072,297,277,2,72,"Tanga:du Arehaṭṭi np. Tangadu
Araihatti, Arehatti, name of a ham-
let 11.5 km. SSW of Ootacamund,
formerly belonging to Me:lu:r but
now to Tanga:du commune (Bra:-
ma kula; 13 Haruva houses in
1970; also called Arehaṭfti,< taṇ
+ka:du+are+haftti, ‘primordial+
forest+flat rock+thamler’) DEDR
3045, 1438, 321, 3868",Tanga:du Arehaṭṭi,Tanga:du Arehaṭṭi,,np.,"Tangadu Araihatti, Arehatti, name of a hamlet 11.5 km. SSW of Ootacamund, formerly belonging to Me:lu:r but now to Tanga:du commune",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",3045|1438|321|3868,,"(Bra:ma kula; 13 Haruva houses in 1970; also called Arehaṭfti,< taṇ +ka:du+are+haftti, ‘primordial+ forest+flat rock+thamler’); Hockings and Pilot-Raichoor cite DEDR 3045, 1438, 321, 3868",83.73
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0181,297,277,2,181,"Tanga:du O:ranayi/O:ranayi np.
Tangadu Horanalli, Oranaly, Ora-
nully, Oranhalli, Voranhalli, name
of a hamlet 11.5 km. SSW of Oo-
tacamund, formerly belonging to
Me:lu:ru but now to Tanga:du
commune (Kasturi kula, in exist-
ence prior to 1812; ca 150 Gauda
houses in 1970, < taṇ+ka:du+
O:ra+na+hali,‘primordial+forest
+[name]+GEN+home farm’) DEDR
3045, 1438, 3999",Tanga:du O:ranayi/O:ranayi,Tanga:du O:ranayi,O:ranayi,np.,"Tangadu Horanalli, Oranaly, Oranully, Oranhalli, Voranhalli, name of a hamlet 11.5 km. SSW of Ootacamund, formerly belonging to Me:lu:ru but now to Tanga:du commune",noun proper-noun uncertain alternate,"hockings-pilotraichoor1992[p. 277, col. 2]",3045|1438|3999,,"(Kasturi kula, in existence prior to 1812; ca 150 Gauda houses in 1970, < taṇ+ka:du+ O:ra+na+hali,‘primordial+forest +[name]+GEN+home farm’); Hockings and Pilot-Raichoor cite DEDR 3045, 1438, 3999",88.34
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0312,297,277,2,312,"tange n. younger sister, son’s
wife’s mother, daughter's husband’s
mother (if younger than Ego; cf.
akka, dolli) DEDR 3015a
akka tange nafṭu nafjana be:da'—Elder
and younger sisters don’t need a relation-
ship with an affine (Prov. 9c)",tange,tange,,n.,"younger sister, son’s wife’s mother, daughter's husband’s mother",noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",3015,,"(if younger than Ego; cf. akka, dolli); Hockings and Pilot-Raichoor cite DEDR 3015",85.88
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0390,297,277,2,390,"tacca n. carpenter, woodworker,
woodcutter, lumberjack (cf. Skt.
taksha, ‘woodcutter, carpenter)",tacca,tacca,,n.,"carpenter, woodworker, woodcutter, lumberjack",noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",,,"(cf. Skt. taksha, ‘woodcutter, carpenter)",93.36
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0422,297,277,2,422,"tatta n. silversmith DEDR 3039
anga belji hollado:le | taffana ko:da
sande e:na’ — If our silver is base, why
quarrel with the silversmith? (Prov. 123b)",tatta,tatta,,n.,silversmith anga belji hollado:le | taffana ko:da,noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",3039,,Hockings and Pilot-Raichoor cite DEDR 3039,90.32
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0467,297,277,2,467,"tattamma n. fearsome goddess (<
tattutamma, ‘striking+ goddess’)
DEDR 3039, 183",tattamma,tattamma,,n.,fearsome goddess,noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",3039|183,,"(< tattutamma, ‘striking+ goddess’); Hockings and Pilot-Raichoor cite DEDR 3039, 183",66.22
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p277:c2:y0501,297,277,2,501,"Tattammagoge np. name of a
cave ca 3 km. from Uqdura:ya Ko:ṭe
(q.v.), where Udura:ya is said to
have held the girl Muttu Gauri of
Neddilu, whom he married, and
which is decorated with yellowish-
white paintings said to have been
done by another Kanarese wife,
Doḷlḷḷatiamma (¢ taṭṭtutamma+
koge, ‘striking+deity+cave’) DEDR
3039, 183, 3085",Tattammagoge,Tattammagoge,,np.,"name of a cave ca 3 km. from Uqdura:ya Ko:ṭe , where Udura:ya is said to have held the girl Muttu Gauri of Neddilu, whom he married, and which is decorated with yellowishwhite paintings said to have been done by another Kanarese wife, Doḷlḷḷatiamma (¢ taṭṭtutamma+ koge, ‘striking+deity+cave’)",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 277, col. 2]",3039|183|3085,,"(q.v.); Hockings and Pilot-Raichoor cite DEDR 3039, 183, 3085",86.11
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0116,298,278,1,116,tattu n. plate DEDR 3035,tattu,tattu,,n.,plate,noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3035,,Hockings and Pilot-Raichoor cite DEDR 3035,93.00
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0128,298,278,1,128,"tattu vt. to slap, tap, strike, knock,
cast off, remove, drive off (cattle)
DEDR 3039
‘..kitto:du taffile kai jo:ke’ — When re-
moving tiles [from the roof] for dusting,
the hands become sticky (Prov. 571)",tattu,tattu,,vt.,"to slap, tap, strike, knock, cast off, remove, drive off (cattle)",verb tr uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3039,,Hockings and Pilot-Raichoor cite DEDR 3039,89.58
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0193,298,278,1,193,"tattu n. slope, embankment, es-
carpment, hillside, ravine DEDR
3158
‘a: taffuno: oreyo: eyadu...’ — Behold,
you know [what is] on the outside of that
slope... (line from a poem; Prov. 1131,
17°)",tattu,tattu,,n.,"slope, embankment, escarpment, hillside, ravine",noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3158,,Hockings and Pilot-Raichoor cite DEDR 3158,90.85
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0270,298,278,1,270,tattu n. removal DEDR 3039,tattu,tattu,,n.,removal,noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3039,,Hockings and Pilot-Raichoor cite DEDR 3039,90.68
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0281,298,278,1,281,"Tattuka:du Haḷla np. Thatta-
kattu halla, Thattapallam, name of
a stream which flows E to join the
E:rka:du Halḷḷa ata point 13 km. E
of Coonoor (< taftu +ka:du+hal-
la, ‘ravinetforesttstream’) DEDR
3158, 1438, 4016",Tattuka:du Haḷla,Tattuka:du Haḷla,,np.,"Thattakattu halla, Thattapallam, name of a stream which flows E to join the E:rka:du Halḷḷa ata point 13 km. E of Coonoor",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3158|1438|4016,,"(< taftu +ka:du+halla, ‘ravinetforesttstream’); Hockings and Pilot-Raichoor cite DEDR 3158, 1438, 4016",83.04
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0359,298,278,1,359,"tatte n. time, turn, frequency (cf.
-uftu/ -otṭu, onda:rutaṭte) DEDR
3026
‘ondu taffe budda guiga | handi enda:le-
yu: bu:va—Even a pig, having once fall-
en into that pit, won’t fall into the same pit
again (Prov. 55)",tatte,tatte,,n.,"time, turn, frequency",noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3026,,"(cf. -uftu/ -otṭu, onda:rutaṭte); Hockings and Pilot-Raichoor cite DEDR 3026",84.06
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0436,298,278,1,436,"tatte n. 1. milkpot, churning pot,
cooking pot, vessel of varying size
in which milk is stored in a house
(the only pot into which milk may
be poured); 2. a unit of liquid mea-
surement for milk in earlier days
DEDR 3027
‘taffegu: tojlagu: ha:dara'’ — The butter-
milk vessel is touching the milk-pot (Prov.
966)
adj. flat; n. flatness DEDR
taṭtte
3035",tatte,tatte,,n.,"1. milkpot, churning pot, cooking pot, vessel of varying size in which milk is stored in a house (the only pot into which milk may be poured); 2. a unit of liquid measurement for milk in earlier days",noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3027,,Hockings and Pilot-Raichoor cite DEDR 3027,89.01
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c1:y0569,298,278,1,569,"Tattekukke Bettu np. Thattekuki
bettu, Thattakuki-bettu, name of
a mountain 2518 m in elevation,
19 km. SW of Ootacamund (al-
so called Naria:du Beṭta;< taḷ-
je+kukke+befṭu, ‘flat+basket+
mountain’) DEDR 3035, 1629, 5474",Tattekukke Bettu,Tattekukke Bettu,,np.,"Thattekuki bettu, Thattakuki-bettu, name of a mountain 2518 m in elevation, 19 km. SW of Ootacamund",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 1]",3035|1629|5474,,"(also called Naria:du Beṭta;< taḷje+kukke+befṭu, ‘flat+basket+ mountain’); Hockings and Pilot-Raichoor cite DEDR 3035, 1629, 5474",83.93
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c2:y0144,298,278,2,144,"Tattene:ri np. Thattaneri, Thati-
neri, Thutnaury, Thutnari, Thati-
nerichatti, Thatneri, name of two
hamlets: 1. Sholur Thattaneri, a
hamlet 9 km. NNW of Ootaca-
mund, belonging to So:lu:ru com-
mune (ca 20 Gauda, 5 Toreya hou-
ses in 1970); 2. a hamlet 6.5 km.
NNW of Ootacamund, belonging to
Tu:degu:r commune (Belli or Mal-
liga kula; in existence prior to
1812; 37 Be:da houses in 1970;
these people are said to be descen-
ded from servants of a commander
at Male Ko:te; < tattu +ne:ri, ‘hill-
side+umbrella tree’) DEDR 3158,
2917",Tattene:ri,Tattene:ri,,np.,"Thattaneri, Thatineri, Thutnaury, Thutnari, Thatinerichatti, Thatneri, name of two hamlets: 1. Sholur Thattaneri, a hamlet 9 km. NNW of Ootacamund, belonging to So:lu:ru commune (ca 20 Gauda, 5 Toreya houses in 1970); 2. a hamlet 6.5 km. NNW of Ootacamund, belonging to Tu:degu:r commune",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 2]",3158|2917,,"(Belli or Malliga kula; in existence prior to 1812; 37 Be:da houses in 1970; these people are said to be descended from servants of a commander at Male Ko:te; < tattu +ne:ri, ‘hillside+umbrella tree’); Hockings and Pilot-Raichoor cite DEDR 3158, 2917",91.89
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c2:y0328,298,278,2,328,"tada/dada n. path, cattle-track,
path cattle are driven along (cf.
da:ri) DEDR 3024
‘<..dana ho:pa tado:do:ge...—...entering
onthe cattle-track... (line from a poem;
Prov. 1131,11°)",tada/dada,tada,dada,n.,"path, cattle-track, path cattle are driven along",noun uncertain alternate,"hockings-pilotraichoor1992[p. 278, col. 2]",3024,,(cf. da:ri); Hockings and Pilot-Raichoor cite DEDR 3024,85.26
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c2:y0395,298,278,2,395,"tadavu vt. to caress, fondle, brush
(with hand), stroke, touch; n. blis-
ter caused by a thorn injury DEDR
3025
‘tabbariga:va taleya tadavile...” — If we
caress the head of an orphan... (Prov.
1011b)",tadavu,tadavu,,vt.,"to caress, fondle, brush (with hand), stroke, touch; blister caused by a thorn injury",verb tr noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 2]",3025,,Hockings and Pilot-Raichoor cite DEDR 3025,92.00
