Snapshot_Table,Source_Row,Concept_Number,Source_Item,Source_Gloss,Canonical_Gloss,Source_Lect,Upstream_Language_ID,Jambu_Language_ID,Dialect_ID,Raw_Cell,Form_Index,Transcription,Status,Reason,Entry_Key
khobwa.tsv,18,17,,bad,bad,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,nakpapaŋ,1,nakpapaŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r018:g:v1
khobwa.tsv,19,18,,bamboo,bamboo,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,moi,1,moi,installed,source-matrix form,abrahammonpa2018:khobwa:r019:w:v1
khobwa.tsv,19,18,,bamboo,bamboo,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,muẽ,1,muẽ,installed,source-matrix form,abrahammonpa2018:khobwa:r019:x:v1
khobwa.tsv,19,18,,bamboo,bamboo,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,moi,1,moi,installed,source-matrix form,abrahammonpa2018:khobwa:r019:v:v1
khobwa.tsv,19,18,,bamboo,bamboo,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,mai,1,mai,installed,source-matrix form,abrahammonpa2018:khobwa:r019:y:v1
khobwa.tsv,19,18,,bamboo,bamboo,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,mai,1,mai,installed,source-matrix form,abrahammonpa2018:khobwa:r019:z:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,ma,1,ma,installed,source-matrix form,abrahammonpa2018:khobwa:r019:E:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,ma,1,ma,installed,source-matrix form,abrahammonpa2018:khobwa:r019:i:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,me,1,me,installed,source-matrix form,abrahammonpa2018:khobwa:r019:b:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,meʔ,1,meʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r019:d:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,meh̥,1,meh̥,installed,source-matrix form,abrahammonpa2018:khobwa:r019:l:v1
khobwa.tsv,19,18,,bamboo,bamboo,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,ma,1,ma,installed,source-matrix form,abrahammonpa2018:khobwa:r019:m:v1
khobwa.tsv,19,18,,bamboo,bamboo,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,mei,1,mei,installed,source-matrix form,abrahammonpa2018:khobwa:r019:c:v1
khobwa.tsv,19,18,,bamboo,bamboo,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,mei,1,mei,installed,source-matrix form,abrahammonpa2018:khobwa:r019:g:v1
khobwa.tsv,20,19,,banana,banana,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,səm,1,səm,installed,source-matrix form,abrahammonpa2018:khobwa:r020:w:v1
khobwa.tsv,20,19,,banana,banana,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,səm; siŋ,1,səm,installed,source-matrix form,abrahammonpa2018:khobwa:r020:x:v1
khobwa.tsv,20,19,,banana,banana,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,səm; siŋ,2,siŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:x:v2
khobwa.tsv,20,19,,banana,banana,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,səm,1,səm,installed,source-matrix form,abrahammonpa2018:khobwa:r020:v:v1
khobwa.tsv,20,19,,banana,banana,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,səm,1,səm,installed,source-matrix form,abrahammonpa2018:khobwa:r020:y:v1
khobwa.tsv,20,19,,banana,banana,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,səm,1,səm,installed,source-matrix form,abrahammonpa2018:khobwa:r020:z:v1
khobwa.tsv,20,19,,banana,banana,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,musuŋ,1,musuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:E:v1
khobwa.tsv,20,19,,banana,banana,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,musuŋ,1,musuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:i:v1
khobwa.tsv,20,19,,banana,banana,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,musuŋ,1,musuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:b:v1
khobwa.tsv,20,19,,banana,banana,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,pə̆suŋ,1,pə̆suŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:d:v1
khobwa.tsv,20,19,,banana,banana,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,bosuŋ,1,bosuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:l:v1
khobwa.tsv,20,19,,banana,banana,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,musuŋ,1,musuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r020:m:v1
khobwa.tsv,20,19,,banana,banana,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,leisi,1,leisi,installed,source-matrix form,abrahammonpa2018:khobwa:r020:c:v1
khobwa.tsv,20,19,,banana,banana,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,lisi,1,lisi,installed,source-matrix form,abrahammonpa2018:khobwa:r020:g:v1
khobwa.tsv,21,20,,bear,bear,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,stəm,1,stəm,installed,source-matrix form,abrahammonpa2018:khobwa:r021:w:v1
khobwa.tsv,21,20,,bear,bear,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,stəm,1,stəm,installed,source-matrix form,abrahammonpa2018:khobwa:r021:x:v1
khobwa.tsv,21,20,,bear,bear,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,stəm,1,stəm,installed,source-matrix form,abrahammonpa2018:khobwa:r021:v:v1
khobwa.tsv,21,20,,bear,bear,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,stəm,1,stəm,installed,source-matrix form,abrahammonpa2018:khobwa:r021:y:v1
khobwa.tsv,21,20,,bear,bear,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,sə̆thum,1,sə̆thum,installed,source-matrix form,abrahammonpa2018:khobwa:r021:z:v1
khobwa.tsv,21,20,,bear,bear,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:E:v1
khobwa.tsv,21,20,,bear,bear,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:i:v1
khobwa.tsv,21,20,,bear,bear,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:b:v1
khobwa.tsv,21,20,,bear,bear,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:d:v1
khobwa.tsv,21,20,,bear,bear,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:l:v1
khobwa.tsv,21,20,,bear,bear,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,st̪uŋ,1,st̪uŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r021:m:v1
khobwa.tsv,21,20,,bear,bear,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,ʃijathum,1,ʃijathum,installed,source-matrix form,abrahammonpa2018:khobwa:r021:c:v1
khobwa.tsv,21,20,,bear,bear,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,sathom,1,sathom,installed,source-matrix form,abrahammonpa2018:khobwa:r021:g:v1
khobwa.tsv,22,21,,bee,bee,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,tʃəmut,1,tʃəmut,installed,source-matrix form,abrahammonpa2018:khobwa:r022:w:v1
khobwa.tsv,22,21,,bee,bee,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,tʃəmut,1,tʃəmut,installed,source-matrix form,abrahammonpa2018:khobwa:r022:x:v1
khobwa.tsv,22,21,,bee,bee,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,tʃəmut,1,tʃəmut,installed,source-matrix form,abrahammonpa2018:khobwa:r022:v:v1
khobwa.tsv,22,21,,bee,bee,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,tʃəmut,1,tʃəmut,installed,source-matrix form,abrahammonpa2018:khobwa:r022:y:v1
khobwa.tsv,22,21,,bee,bee,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,tʃəmut,1,tʃəmut,installed,source-matrix form,abrahammonpa2018:khobwa:r022:z:v1
khobwa.tsv,22,21,,bee,bee,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,tʃidʒemo,1,tʃidʒemo,installed,source-matrix form,abrahammonpa2018:khobwa:r022:E:v1
khobwa.tsv,22,21,,bee,bee,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,tʃhimu,1,tʃhimu,installed,source-matrix form,abrahammonpa2018:khobwa:r022:i:v1
khobwa.tsv,22,21,,bee,bee,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,tʃi,1,tʃi,installed,source-matrix form,abrahammonpa2018:khobwa:r022:b:v1
khobwa.tsv,22,21,,bee,bee,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,tʃăŋkwĕm,1,tʃăŋkwĕm,installed,source-matrix form,abrahammonpa2018:khobwa:r022:d:v1
khobwa.tsv,22,21,,bee,bee,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,tʃhankhom,1,tʃhankhom,installed,source-matrix form,abrahammonpa2018:khobwa:r022:l:v1
khobwa.tsv,22,21,,bee,bee,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,tʃə̆khəma,1,tʃə̆khəma,installed,source-matrix form,abrahammonpa2018:khobwa:r022:m:v1
khobwa.tsv,22,21,,bee,bee,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,tʃhutʃhu,1,tʃhutʃhu,installed,source-matrix form,abrahammonpa2018:khobwa:r022:c:v1
khobwa.tsv,22,21,,bee,bee,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,tʃiʔtʃhuama,1,tʃiʔtʃhuama,installed,source-matrix form,abrahammonpa2018:khobwa:r022:g:v1
khobwa.tsv,23,22,,belly,belly,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,elui,1,elui,installed,source-matrix form,abrahammonpa2018:khobwa:r023:w:v1
khobwa.tsv,23,22,,belly,belly,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,elui,1,elui,installed,source-matrix form,abrahammonpa2018:khobwa:r023:x:v1
khobwa.tsv,23,22,,belly,belly,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,elui,1,elui,installed,source-matrix form,abrahammonpa2018:khobwa:r023:v:v1
khobwa.tsv,23,22,,belly,belly,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,lui,1,lui,installed,source-matrix form,abrahammonpa2018:khobwa:r023:y:v1
khobwa.tsv,23,22,,belly,belly,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,lui,1,lui,installed,source-matrix form,abrahammonpa2018:khobwa:r023:z:v1
khobwa.tsv,23,22,,belly,belly,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,siɾiŋ,1,siɾiŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:E:v1
khobwa.tsv,23,22,,belly,belly,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,siɾiŋ,1,siɾiŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:i:v1
khobwa.tsv,23,22,,belly,belly,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,fəriŋ,1,fəriŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:b:v1
khobwa.tsv,23,22,,belly,belly,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,səɾiŋ,1,səɾiŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:d:v1
khobwa.tsv,23,22,,belly,belly,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,siɾiŋ,1,siɾiŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:l:v1
khobwa.tsv,23,22,,belly,belly,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,seri,1,seri,installed,source-matrix form,abrahammonpa2018:khobwa:r023:m:v1
khobwa.tsv,23,22,,belly,belly,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,hiliŋ,1,hiliŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:c:v1
khobwa.tsv,23,22,,belly,belly,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,hiɲiŋ,1,hiɲiŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r023:g:v1
khobwa.tsv,24,23,,below,below,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,bətʃou,1,bətʃou,installed,source-matrix form,abrahammonpa2018:khobwa:r024:w:v1
khobwa.tsv,24,23,,below,below,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,bətʃou; ləwa,1,bətʃou,installed,source-matrix form,abrahammonpa2018:khobwa:r024:x:v1
khobwa.tsv,24,23,,below,below,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,bətʃou; ləwa,2,ləwa,installed,source-matrix form,abrahammonpa2018:khobwa:r024:x:v2
khobwa.tsv,24,23,,below,below,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,bətʃou,1,bətʃou,installed,source-matrix form,abrahammonpa2018:khobwa:r024:v:v1
khobwa.tsv,24,23,,below,below,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,bətʃou,1,bətʃou,installed,source-matrix form,abrahammonpa2018:khobwa:r024:y:v1
khobwa.tsv,24,23,,below,below,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,bətʃou,1,bətʃou,installed,source-matrix form,abrahammonpa2018:khobwa:r024:z:v1
khobwa.tsv,24,23,,below,below,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,khuto,1,khuto,installed,source-matrix form,abrahammonpa2018:khobwa:r024:E:v1
khobwa.tsv,24,23,,below,below,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,khuto,1,khuto,installed,source-matrix form,abrahammonpa2018:khobwa:r024:i:v1
khobwa.tsv,24,23,,below,below,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,suŋkhu,1,suŋkhu,installed,source-matrix form,abrahammonpa2018:khobwa:r024:b:v1
khobwa.tsv,24,23,,below,below,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,ist̪aŋanɾo,1,ist̪aŋanɾo,installed,source-matrix form,abrahammonpa2018:khobwa:r024:d:v1
khobwa.tsv,24,23,,below,below,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,khuɾo,1,khuɾo,installed,source-matrix form,abrahammonpa2018:khobwa:r024:l:v1
khobwa.tsv,24,23,,below,below,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,khuɾo,1,khuɾo,installed,source-matrix form,abrahammonpa2018:khobwa:r024:m:v1
khobwa.tsv,24,23,,below,below,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,beita,1,beita,installed,source-matrix form,abrahammonpa2018:khobwa:r024:c:v1
khobwa.tsv,24,23,,below,below,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,khja,1,khja,installed,source-matrix form,abrahammonpa2018:khobwa:r024:g:v1
khobwa.tsv,25,24,,betelnut,betelnut,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:w:v1
khobwa.tsv,25,24,,betelnut,betelnut,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:x:v1
khobwa.tsv,25,24,,betelnut,betelnut,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:v:v1
khobwa.tsv,25,24,,betelnut,betelnut,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:y:v1
khobwa.tsv,25,24,,betelnut,betelnut,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:z:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:E:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:i:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,gui,1,gui,installed,source-matrix form,abrahammonpa2018:khobwa:r025:b:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:d:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:l:v1
khobwa.tsv,25,24,,betelnut,betelnut,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,sali,1,sali,installed,source-matrix form,abrahammonpa2018:khobwa:r025:m:v1
khobwa.tsv,25,24,,betelnut,betelnut,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,goi,1,goi,installed,source-matrix form,abrahammonpa2018:khobwa:r025:c:v1
khobwa.tsv,25,24,,betelnut,betelnut,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,–,,,excluded,explicit dash or blank source cell,
khobwa.tsv,26,25,,big,big,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,ebou,1,ebou,installed,source-matrix form,abrahammonpa2018:khobwa:r026:w:v1
khobwa.tsv,26,25,,big,big,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,bou,1,bou,installed,source-matrix form,abrahammonpa2018:khobwa:r026:x:v1
khobwa.tsv,26,25,,big,big,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,ebou,1,ebou,installed,source-matrix form,abrahammonpa2018:khobwa:r026:v:v1
khobwa.tsv,26,25,,big,big,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,bou,1,bou,installed,source-matrix form,abrahammonpa2018:khobwa:r026:y:v1
khobwa.tsv,26,25,,big,big,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,bou,1,bou,installed,source-matrix form,abrahammonpa2018:khobwa:r026:z:v1
khobwa.tsv,26,25,,big,big,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,adok,1,adok,installed,source-matrix form,abrahammonpa2018:khobwa:r026:E:v1
khobwa.tsv,26,25,,big,big,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,odok,1,odok,installed,source-matrix form,abrahammonpa2018:khobwa:r026:i:v1
khobwa.tsv,26,25,,big,big,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,adok,1,adok,installed,source-matrix form,abrahammonpa2018:khobwa:r026:b:v1
khobwa.tsv,26,25,,big,big,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,ăd̪oʔ,1,ăd̪oʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r026:d:v1
khobwa.tsv,26,25,,big,big,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,adoʔ,1,adoʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r026:l:v1
khobwa.tsv,26,25,,big,big,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,adok,1,adok,installed,source-matrix form,abrahammonpa2018:khobwa:r026:m:v1
khobwa.tsv,26,25,,big,big,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,adoʔ,1,adoʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r026:c:v1
khobwa.tsv,26,25,,big,big,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,ʔelaŋ,1,ʔelaŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r026:g:v1
khobwa.tsv,27,26,,bird,bird,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,fua,1,fua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:w:v1
khobwa.tsv,27,26,,bird,bird,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,fua,1,fua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:x:v1
khobwa.tsv,27,26,,bird,bird,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,fua,1,fua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:v:v1
khobwa.tsv,27,26,,bird,bird,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,fo,1,fo,installed,source-matrix form,abrahammonpa2018:khobwa:r027:y:v1
khobwa.tsv,27,26,,bird,bird,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,fua,1,fua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:z:v1
khobwa.tsv,27,26,,bird,bird,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,hu,1,hu,installed,source-matrix form,abrahammonpa2018:khobwa:r027:E:v1
khobwa.tsv,27,26,,bird,bird,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,hu,1,hu,installed,source-matrix form,abrahammonpa2018:khobwa:r027:i:v1
khobwa.tsv,27,26,,bird,bird,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,hu,1,hu,installed,source-matrix form,abrahammonpa2018:khobwa:r027:b:v1
khobwa.tsv,27,26,,bird,bird,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,huʔ,1,huʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r027:d:v1
khobwa.tsv,27,26,,bird,bird,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,huʔ,1,huʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r027:l:v1
khobwa.tsv,27,26,,bird,bird,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,fu,1,fu,installed,source-matrix form,abrahammonpa2018:khobwa:r027:m:v1
khobwa.tsv,27,26,,bird,bird,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,hua,1,hua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:c:v1
khobwa.tsv,27,26,,bird,bird,Lish (Lish),LishLish,Lish,abrahammonpa2018_lish_lish,hua,1,hua,installed,source-matrix form,abrahammonpa2018:khobwa:r027:g:v1
khobwa.tsv,28,27,,bitter,bitter,Bugun (Wangho),BugunWangho,Bugun,bugun_wangho,ekhou,1,ekhou,installed,source-matrix form,abrahammonpa2018:khobwa:r028:w:v1
khobwa.tsv,28,27,,bitter,bitter,Bugun (Bichom),BugunBichom,Bugun,bugun_bichom,khou,1,khou,installed,source-matrix form,abrahammonpa2018:khobwa:r028:x:v1
khobwa.tsv,28,27,,bitter,bitter,Bugun (Singchung),BugunSingchung,Bugun,bugun_singchung,khou,1,khou,installed,source-matrix form,abrahammonpa2018:khobwa:r028:v:v1
khobwa.tsv,28,27,,bitter,bitter,Bugun (Kaspi),BugunKaspi,Bugun,bugun_kaspi,khou,1,khou,installed,source-matrix form,abrahammonpa2018:khobwa:r028:y:v1
khobwa.tsv,28,27,,bitter,bitter,Bugun (Namphri),BugunNamphri,Bugun,bugun_namphri,ekhou,1,ekhou,installed,source-matrix form,abrahammonpa2018:khobwa:r028:z:v1
khobwa.tsv,28,27,,bitter,bitter,Sherdukpen (Shergaon),SherdukpenShergaon,Sherdukpen,abrahammonpa2018_sherdukpen_shergaon,atʃak,1,atʃak,installed,source-matrix form,abrahammonpa2018:khobwa:r028:E:v1
khobwa.tsv,28,27,,bitter,bitter,Sherdukpen (Rupa),SherdukpenRupa,Sherdukpen,abrahammonpa2018_sherdukpen_rupa,akhiok,1,akhiok,installed,source-matrix form,abrahammonpa2018:khobwa:r028:i:v1
khobwa.tsv,28,27,,bitter,bitter,Sartang (Khoitam),SartangKhoitam,Khoitam,abrahammonpa2018_sartang_khoitam,tʃakbe,1,tʃakbe,installed,source-matrix form,abrahammonpa2018:khobwa:r028:b:v1
khobwa.tsv,28,27,,bitter,bitter,Sartang (Darbu 1),SartangDarbuA,Sartang,abrahammonpa2018_sartang_darbu_a,ădʒuŋ,1,ădʒuŋ,installed,source-matrix form,abrahammonpa2018:khobwa:r028:d:v1
khobwa.tsv,28,27,,bitter,bitter,Sartang (Darbu 2),SartangDarbuB,Sartang,abrahammonpa2018_sartang_darbu_b,tʃhiba,1,tʃhiba,installed,source-matrix form,abrahammonpa2018:khobwa:r028:l:v1
khobwa.tsv,28,27,,bitter,bitter,Sartang (Khoina),SartangKhoina,Khoina,abrahammonpa2018_sartang_khoina,atʃak,1,atʃak,installed,source-matrix form,abrahammonpa2018:khobwa:r028:m:v1
khobwa.tsv,28,27,,bitter,bitter,Chug (Chug),ChugParchu,Chug,abrahammonpa2018_chug_parchu,tʃaʔdeʔ,1,tʃaʔdeʔ,installed,source-matrix form,abrahammonpa2018:khobwa:r028:c:v1
