Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Dialect_Tag,Page,Row,Item,Source_Record,Column,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Crossref_Target_Raw,Crossref_Target_Key,Crossref_Status,Crossref_Reason,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,bhattacharya1968bonda:C:c1.p108.r16.i2166.s2162,mɔi-,"to pluck flower, to gather fruit from the tree",,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,108,16,2166,2162,1,1,bhattacharya1968bonda:C:c1.p108.r16.i2166.s2162,,mɔi-,"to pluck flower, to gather fruit from the tree",,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 108, row 16, item 2166]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ec0ef8f251556f5def75a2ed6e148dd2b0f0eb385f631d947e527c0eebf58a60
2026-08-28,bhattacharya1968bonda:C:c1.p109.r1.i2168.s2164,mɔira-baǰna,"a flute of the sahnai type (played on by the Dom people), a kind of song-dance held in the month of Caitra which is accompanied by the music of the Doms",,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,1,2168,2164,1,1,bhattacharya1968bonda:C:c1.p109.r1.i2168.s2164,,mɔira-baǰna,"a flute of the sahnai type (played on by the Dom people), a kind of song-dance held in the month of Caitra which is accompanied by the music of the Doms",,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 1, item 2168]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,65ccab8c844159a44da478b96c54d50adaa0a34bf2881f1991d9d245d5d595fc
2026-08-28,bhattacharya1968bonda:C:c1.p108.r17.i2167.s2163,mɔitɔr,friend,!pl. /-e/; De,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,108,17,2167,2163,1,1,bhattacharya1968bonda:C:c1.p108.r17.i2167.s2163,,mɔitɔr,friend,pl. /-e/; De,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 108, row 17, item 2167]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,e9cbf763ff1b31224f9f4cec5a05251dd62e311bf5a4be26d5b166394ca9c6c1
2026-08-28,bhattacharya1968bonda:C:c1.p109.r3.i2170.s2166,"mɔksiŋ, muksiŋ",smoke,!pl. /-e/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,3,2170,2166,1,1,bhattacharya1968bonda:C:c1.p109.r3.i2170.s2166,,mɔksiŋ,smoke,pl. /-e/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 3, item 2170]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ce3549788613ab6b559cc3d5c40f1ce490091df870144c26afaa9596c260f128
2026-08-28,bhattacharya1968bonda:C:c1.p109.r3.i2170.s2166,"mɔksiŋ, muksiŋ",smoke,!pl. /-e/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,3,2170,2166,1,2,bhattacharya1968bonda:C:c1.p109.r3.i2170.s2166:v2,bhattacharya1968bonda:C:c1.p109.r3.i2170.s2166,muksiŋ,smoke,pl. /-e/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 3, item 2170]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ce3549788613ab6b559cc3d5c40f1ce490091df870144c26afaa9596c260f128
2026-08-28,bhattacharya1968bonda:C:c1.p109.r4.i2171.s2167,mɔksiŋ-,(smoke) to rise,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,4,2171,2167,1,1,bhattacharya1968bonda:C:c1.p109.r4.i2171.s2167,,mɔksiŋ-,(smoke) to rise,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 4, item 2171]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,1de4d3a27caad2dc4ae6f8b2070177e93350c0219ee2c4bea23b8a61baeed613
2026-08-28,bhattacharya1968bonda:C:c2.p109.r2.i2169.s2165,mɔkupti,knuckle,,Bondo [Hill],re,dialect:re:bhattacharya1968bonda-hill:Hill%20Bondo,109,2,2169,2165,2,1,bhattacharya1968bonda:C:c2.p109.r2.i2169.s2165,,mɔkupti,knuckle,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 2, item 2169]",dialect:re:bhattacharya1968bonda-hill:Hill%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,47c0b276529e40aeebc6324b39743381c16502fc6b8e6ce8e02889a712013fbb
2026-08-28,bhattacharya1968bonda:C:c1.p110.r13.i2199.s2196,mɔl,cost,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,13,2199,2196,1,1,bhattacharya1968bonda:C:c1.p110.r13.i2199.s2196,,mɔl,cost,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 13, item 2199]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,195e8814facb59fe50dd61324d92f7cf1f5a19bcec633f49af7ae8ff07b86718
2026-08-28,bhattacharya1968bonda:C:c1.p110.r14.i2200.s2197,mɔlua,kind of rat,ETY:De./mɔlua/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,14,2200,2197,1,1,bhattacharya1968bonda:C:c1.p110.r14.i2200.s2197,,mɔlua,kind of rat,,De./mɔlua/,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 14, item 2200]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,d16819fa405864a3a4ae4e5c10b0f0abfbe6c5f50195dda0c82ac95906e3db80
2026-08-28,bhattacharya1968bonda:C:c1.p110.r15.i2201.s2198,"mɔlɔi, mɔ?lɔy",five (neut.),!/mɔlɔ?ya/ five (masc. and fem.),Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,15,2201,2198,1,1,bhattacharya1968bonda:C:c1.p110.r15.i2201.s2198,,mɔlɔi,five (neut.),/mɔlɔ?ya/ five (masc. and fem.),,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 15, item 2201]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo f m,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,8af2b60f6e33c4974d1469f51e6291fe787d26dd740a28bd05d1e3a5f039cd8e
2026-08-28,bhattacharya1968bonda:C:c1.p110.r15.i2201.s2198,"mɔlɔi, mɔ?lɔy",five (neut.),!/mɔlɔ?ya/ five (masc. and fem.),Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,15,2201,2198,1,2,bhattacharya1968bonda:C:c1.p110.r15.i2201.s2198:v2,bhattacharya1968bonda:C:c1.p110.r15.i2201.s2198,mɔ?lɔy,five (neut.),/mɔlɔ?ya/ five (masc. and fem.),,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 15, item 2201]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo f m,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,8af2b60f6e33c4974d1469f51e6291fe787d26dd740a28bd05d1e3a5f039cd8e
2026-08-28,bhattacharya1968bonda:C:c1.p109.r15.i2182.s2178,mɔmaitɔr,kind of cake,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,15,2182,2178,1,1,bhattacharya1968bonda:C:c1.p109.r15.i2182.s2178,,mɔmaitɔr,kind of cake,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 15, item 2182]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,7dd28bd295e702ef44fcb07282e536210c47174dd127907e01a19d9011dc38e0
2026-08-28,bhattacharya1968bonda:C:c1.p109.r16.i2183.s2179,mɔmɔrtɔk',star,"!pl. /mɔmɔrtɔ?ge/, /mɔmɔrtɔgle/; also /mɔrtɔk'/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,16,2183,2179,1,1,bhattacharya1968bonda:C:c1.p109.r16.i2183.s2179,,mɔmɔrtɔk',star,"pl. /mɔmɔrtɔ?ge/, /mɔmɔrtɔgle/; also /mɔrtɔk'/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 16, item 2183]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,91cca257dfbd1654cb50c9b5ae3949725460c0bb4acb66d2dbbe5113157c932e
2026-08-28,bhattacharya1968bonda:C:c1.p109.r17.i2184.s2180,mɔmɔrtɔk'-,(star) to appear,"!/badɔl aḍiŋna mɔmɔrtɔgna/ stars would have appeared if there were no clouds; see /kimitɔk'-/, /arketɔk'-/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,17,2184,2180,1,1,bhattacharya1968bonda:C:c1.p109.r17.i2184.s2180,,mɔmɔrtɔk'-,(star) to appear,"/badɔl aḍiŋna mɔmɔrtɔgna/ stars would have appeared if there were no clouds; see /kimitɔk'-/, /arketɔk'-/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 17, item 2184]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ecad10c3676b57bbf762aecbb3aae8599e13ba660c90a11797f31eb3f67e2415
2026-08-28,bhattacharya1968bonda:C:c1.p109.r12.i2179.s2175,mɔn - ḍem-,"to like, to love, to elect, to select",ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,12,2179,2175,1,1,bhattacharya1968bonda:C:c1.p109.r12.i2179.s2175,,mɔn - ḍem-,"to like, to love, to elect, to select",,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 12, item 2179]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,eca0db984a9b73f01140c9358413dc25f0ddeaa3b60febc5fffa016188296c76
2026-08-28,bhattacharya1968bonda:C:c1.p109.r11.i2178.s2174,mɔna - ḍem-,to prohibit,"ETY:De./ma:na:/ ""prohibition""",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,11,2178,2174,1,1,bhattacharya1968bonda:C:c1.p109.r11.i2178.s2174,,mɔna - ḍem-,to prohibit,,"De./ma:na:/ ""prohibition""",etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 11, item 2178]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,bba57d1d19b8b9f4dc9fd41f1dc77354a0b5edccc3194d12c2517b3d863875e3
2026-08-28,bhattacharya1968bonda:C:c1.p109.r14.i2181.s2177,mɔne - ɔḍem-,to remind,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,14,2181,2177,1,1,bhattacharya1968bonda:C:c1.p109.r14.i2181.s2177,,mɔne - ɔḍem-,to remind,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 14, item 2181]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,53f010c582922e78a5ca55b87e63a2d675fee566aab8f11c38ece807f4d10934
2026-08-28,bhattacharya1968bonda:C:c1.p109.r9.i2176.s2172,mɔnḍi,impudent,ETY:De./mɔndi/__!/mɔnḍi ḍem-/ to be shameless,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,9,2176,2172,1,1,bhattacharya1968bonda:C:c1.p109.r9.i2176.s2172,,mɔnḍi,impudent,/mɔnḍi ḍem-/ to be shameless,De./mɔndi/,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 9, item 2176]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,817e8e3919556031ca156356a8fd12855f204fae9784ff426e13d8d75dad4339
2026-08-28,bhattacharya1968bonda:C:c1.p109.r13.i2180.s2176,mɔnḍɔi,a tree,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,13,2180,2176,1,1,bhattacharya1968bonda:C:c1.p109.r13.i2180.s2176,,mɔnḍɔi,a tree,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 13, item 2180]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ad42f552103cfef8a7c6f22a96004a85da41ca1a3658cb9032c4f3b271d61834
2026-08-28,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,"mɔr, mɔri, muri",how,"!/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,18,2185,2181,1,1,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,,mɔr,how,"/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 18, item 2185]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,d403d16e230ed4ae799f290c2c7c795a4c8a7e3f63170a5a87481d56f5fbbc3b
2026-08-28,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,"mɔr, mɔri, muri",how,"!/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,18,2185,2181,1,2,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181:v2,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,mɔri,how,"/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 18, item 2185]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,d403d16e230ed4ae799f290c2c7c795a4c8a7e3f63170a5a87481d56f5fbbc3b
2026-08-28,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,"mɔr, mɔri, muri",how,"!/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,18,2185,2181,1,3,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181:v3,bhattacharya1968bonda:C:c1.p109.r18.i2185.s2181,muri,how,"/mɔr-lɔn/ whatever; /mɔr-bai/ what kind of, De./kemtiṭa:/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 18, item 2185]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,d403d16e230ed4ae799f290c2c7c795a4c8a7e3f63170a5a87481d56f5fbbc3b
2026-08-28,bhattacharya1968bonda:C:c1.p109.r19.i2186.s2182,mɔrai-bai,"deceitful, a quarrelsome person",,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,109,19,2186,2182,1,1,bhattacharya1968bonda:C:c1.p109.r19.i2186.s2182,,mɔrai-bai,"deceitful, a quarrelsome person",,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 109, row 19, item 2186]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,84603b70dbdd420d023adb45dff954bc7d0fd0d7412307d93f9c94a163a29b7e
2026-08-28,bhattacharya1968bonda:C:c1.p110.r1.i2187.s2183,mɔrak'-,to rise from the bed,"!see /murak'-/, /mɔrak'-/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,1,2187,2183,1,1,bhattacharya1968bonda:C:c1.p110.r1.i2187.s2183,,mɔrak'-,to rise from the bed,"see /murak'-/, /mɔrak'-/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 1, item 2187]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,a8b11d2c8d9398f99f92cc4b9fd1c0ec06838bebd639940ac028aa11a8b802ff
2026-08-28,bhattacharya1968bonda:C:c1.p110.r2.i2188.s2184,mɔria-baǰna,see <mɔira-baǰna>,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,2,2188,2184,1,1,bhattacharya1968bonda:C:c1.p110.r2.i2188.s2184,bhattacharya1968bonda:C:c1.p109.r1.i2168.s2164,mɔria-baǰna,"a flute of the sahnai type (played on by the Dom people), a kind of song-dance held in the month of Caitra which is accompanied by the music of the Doms",Source cross-reference: see <mɔira-baǰna>,,none,mɔira-baǰna,bhattacharya1968bonda:C:c1.p109.r1.i2168.s2164,resolved,unique normalized printed target,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 2, item 2188]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,59fb020499ae8f036338d323ccc5b72beb63c3f591e1ce643a53c8b33d8406e9
2026-08-28,bhattacharya1968bonda:C:c1.p110.r3.i2189.s2185,mɔrka-bai,one whose ear is cut (masc.),!preceded by /luntur/; fem. /mɔrki-bai/ (usually applied to cows),Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,3,2189,2185,1,1,bhattacharya1968bonda:C:c1.p110.r3.i2189.s2185,,mɔrka-bai,one whose ear is cut (masc.),preceded by /luntur/; fem. /mɔrki-bai/ (usually applied to cows),,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 3, item 2189]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo f m,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,df94489bca502fdb569b4dc1d6abfc72aba1501f0d25a8c40be5ef1e23c46fc5
2026-08-28,bhattacharya1968bonda:C:c1.p110.r4.i2190.s2187,mɔrki,dirt,"ETY:De./mɔrki/__!/mɔrki/, /mɔrki bai/ dirty",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,4,2190,2187,1,1,bhattacharya1968bonda:C:c1.p110.r4.i2190.s2187,,mɔrki,dirt,"/mɔrki/, /mɔrki bai/ dirty",De./mɔrki/,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 4, item 2190]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,6724fa210f225d4e65bee73b5769ed94395d8a973dda66d13b3f530e46cbc46e
2026-08-28,bhattacharya1968bonda:C:c1.p110.r5.i2191.s2188,mɔrki-,to be dirty,!/mpɔ? mɔrkiga/ cloth has become dirty; see /ɔmɔrki-/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,5,2191,2188,1,1,bhattacharya1968bonda:C:c1.p110.r5.i2191.s2188,,mɔrki-,to be dirty,/mpɔ? mɔrkiga/ cloth has become dirty; see /ɔmɔrki-/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 5, item 2191]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,2ce332cd494f13cbdd34b4502a8a82351fa10310b35f5f1a1a9671a4d5caeac9
2026-08-28,bhattacharya1968bonda:C:c1.p110.r6.i2192.s2189,mɔrki-pɔ?,dirty cloth,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,6,2192,2189,1,1,bhattacharya1968bonda:C:c1.p110.r6.i2192.s2189,,mɔrki-pɔ?,dirty cloth,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 6, item 2192]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,f9ad767b2b50a2d1eb198b30c6d694eec2dd91c284dc3a0b02302733880d374e
2026-08-28,bhattacharya1968bonda:C:c1.p110.r8.i2194.s2191,mɔrsiŋ,chili,"!pl. /-e/, /-le/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,8,2194,2191,1,1,bhattacharya1968bonda:C:c1.p110.r8.i2194.s2191,,mɔrsiŋ,chili,"pl. /-e/, /-le/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 8, item 2194]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,9ced089e8bb71d586ae4dcf26119c7e39aa20191b87c16d93c58eb272bc7c2b3
2026-08-28,bhattacharya1968bonda:C:c1.p110.r9.i2195.s2192,mɔrsiŋ-,to be pungent,!/ɔmɔrsiŋ-/ to cook an overpungent food,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,9,2195,2192,1,1,bhattacharya1968bonda:C:c1.p110.r9.i2195.s2192,,mɔrsiŋ-,to be pungent,/ɔmɔrsiŋ-/ to cook an overpungent food,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 9, item 2195]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,48b9054a09126914787000f955dfd4fec1174c9cf625f6563311e33e2babfbec
2026-08-28,bhattacharya1968bonda:C:c1.p110.r7.i2193.s2190,"mɔrtɔk', mɔmɔrtɔk'",star,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,110,7,2193,2190,1,1,bhattacharya1968bonda:C:c1.p110.r7.i2193.s2190,,mɔrtɔk',star,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 110, row 7, item 2193]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,3953d9e24efd0456c195a51af634d5c3291123a52e96987e93918160e6b5decf
