Record_Type,Report,PDF_Page,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Source_Label,Comparison_Role,Response,Similarity_Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,john2008jaunsari,61,61,127,year,K,Korwa,Jaunsari-Korwa,target,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Korwa]",siljaunsari2008:g127:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,127,year,D,Khanaad,Jaunsari-Khanaad,target,1,2,bɐɾiʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Khanaad]",siljaunsari2008:g127:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,127,year,D,Khanaad,Jaunsari-Khanaad,target,2,3,bɐɾiʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Khanaad]",siljaunsari2008:g127:sil-jaunsari-2008-khanaad:i2
wordlist response,john2008jaunsari,61,61,127,year,C,Chapnu,Jaunsari-Chapnu,target,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Chapnu]",siljaunsari2008:g127:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,61,61,127,year,B,Bhandroli,Jaunsari-Bhandroli,target,1,3,boɾiʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Bhandroli]",siljaunsari2008:g127:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,61,61,127,year,M,Maindrath,MixedJB-Maindrath,target,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Maindrath]",siljaunsari2008:g127:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,61,61,127,year,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Lakhamandal]",siljaunsari2008:g127:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,61,61,127,year,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,2,2,bɐɾiʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Lakhamandal]",siljaunsari2008:g127:sil-jaunsari-2008-lakhamandal:i2
wordlist response,john2008jaunsari,61,61,127,year,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,3,3,bɐɾiʃ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Lakhamandal]",siljaunsari2008:g127:sil-jaunsari-2008-lakhamandal:i3
wordlist response,john2008jaunsari,61,61,127,year,A,Chakrata,Jaunsari-Chakratha,target,1,1,ʃal,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Chakrata]",siljaunsari2008:g127:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,61,61,127,year,h,Hindi,Hindi,comparison control,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Hindi]",
wordlist response,john2008jaunsari,61,61,127,year,h,Hindi,Hindi,comparison control,2,2,ʋəɾʂ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Hindi]",
wordlist response,john2008jaunsari,61,61,127,year,S,Bangani,Bangani,comparison control,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Bangani]",
wordlist response,john2008jaunsari,61,61,127,year,J,Jaunpuri,Jaunpuri,comparison control,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,127,year,N,Nagpuriya,Nagpuriya,comparison control,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,127,year,G,Sirmauri,Sirmauri,comparison control,1,1,sal,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 127, Sirmauri]",
wordlist response,john2008jaunsari,61,61,128,old,K,Korwa,Jaunsari-Korwa,target,1,1,puɾaɳɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Korwa]",siljaunsari2008:g128:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,128,old,D,Khanaad,Jaunsari-Khanaad,target,1,1,puɾaɳɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Khanaad]",siljaunsari2008:g128:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,128,old,C,Chapnu,Jaunsari-Chapnu,target,1,1,pʊɾaɳo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Chapnu]",siljaunsari2008:g128:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,61,61,128,old,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,pʊɾaɳo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Bhandroli]",siljaunsari2008:g128:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,61,61,128,old,M,Maindrath,MixedJB-Maindrath,target,1,1,pʊɾaɳo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Maindrath]",siljaunsari2008:g128:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,61,61,128,old,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,puɾaɳɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Lakhamandal]",siljaunsari2008:g128:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,61,61,128,old,A,Chakrata,Jaunsari-Chakratha,target,1,2,baʈa,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Chakrata]",siljaunsari2008:g128:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,61,61,128,old,h,Hindi,Hindi,comparison control,1,1,puɾɐnɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Hindi]",
wordlist response,john2008jaunsari,61,61,128,old,S,Bangani,Bangani,comparison control,1,1,puraɳə,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Bangani]",
wordlist response,john2008jaunsari,61,61,128,old,J,Jaunpuri,Jaunpuri,comparison control,1,1,puraɳu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,128,old,N,Nagpuriya,Nagpuriya,comparison control,1,1,puraɳu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,128,old,G,Sirmauri,Sirmauri,comparison control,1,1,puɾɐnɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 128, Sirmauri]",
wordlist response,john2008jaunsari,61,61,129,new,K,Korwa,Jaunsari-Korwa,target,1,1,nɐjɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Korwa]",siljaunsari2008:g129:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,129,new,K,Korwa,Jaunsari-Korwa,target,2,2,nɐjɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Korwa]",siljaunsari2008:g129:sil-jaunsari-2008-korwa:i2
wordlist response,john2008jaunsari,61,61,129,new,D,Khanaad,Jaunsari-Khanaad,target,1,1,nɔjɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Khanaad]",siljaunsari2008:g129:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,129,new,C,Chapnu,Jaunsari-Chapnu,target,1,3,nɔwɸ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Chapnu]",siljaunsari2008:g129:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,61,61,129,new,B,Bhandroli,Jaunsari-Bhandroli,target,1,3,nɔ̃,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Bhandroli]",siljaunsari2008:g129:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,61,61,129,new,M,Maindrath,MixedJB-Maindrath,target,1,2,nɐwɸo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Maindrath]",siljaunsari2008:g129:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,61,61,129,new,M,Maindrath,MixedJB-Maindrath,target,2,3,nɐo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Maindrath]",siljaunsari2008:g129:sil-jaunsari-2008-maindrath:i2
wordlist response,john2008jaunsari,61,61,129,new,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,3,nɔv,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Lakhamandal]",siljaunsari2008:g129:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,61,61,129,new,A,Chakrata,Jaunsari-Chakratha,target,1,3,nɔə,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Chakrata]",siljaunsari2008:g129:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,61,61,129,new,h,Hindi,Hindi,comparison control,1,1,nəja,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Hindi]",
wordlist response,john2008jaunsari,61,61,129,new,h,Hindi,Hindi,comparison control,2,2,nəja,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Hindi]",
wordlist response,john2008jaunsari,61,61,129,new,S,Bangani,Bangani,comparison control,1,3,nɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Bangani]",
wordlist response,john2008jaunsari,61,61,129,new,J,Jaunpuri,Jaunpuri,comparison control,1,1,nəju,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,129,new,J,Jaunpuri,Jaunpuri,comparison control,2,2,nəju,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,129,new,N,Nagpuriya,Nagpuriya,comparison control,1,1,nəjo,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,129,new,N,Nagpuriya,Nagpuriya,comparison control,2,2,nəjo,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,129,new,G,Sirmauri,Sirmauri,comparison control,1,3,noa,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 129, Sirmauri]",
wordlist response,john2008jaunsari,61,61,130,good,K,Korwa,Jaunsari-Korwa,target,1,1,ɐtʃhɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Korwa]",siljaunsari2008:g130:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,130,good,D,Khanaad,Jaunsari-Khanaad,target,1,1,ɐtʃhɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Khanaad]",siljaunsari2008:g130:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,130,good,C,Chapnu,Jaunsari-Chapnu,target,1,1,ɐtʃhɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Chapnu]",siljaunsari2008:g130:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,61,61,130,good,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,atʃhɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Bhandroli]",siljaunsari2008:g130:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,61,61,130,good,M,Maindrath,MixedJB-Maindrath,target,1,1,atʃhɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Maindrath]",siljaunsari2008:g130:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,61,61,130,good,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,ɐtʃhɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Lakhamandal]",siljaunsari2008:g130:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,61,61,130,good,A,Chakrata,Jaunsari-Chakratha,target,1,1,atʃhə,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Chakrata]",siljaunsari2008:g130:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,61,61,130,good,h,Hindi,Hindi,comparison control,1,1,ʌtʃtʃha,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Hindi]",
wordlist response,john2008jaunsari,61,61,130,good,S,Bangani,Bangani,comparison control,1,3,bəɖija,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Bangani]",
wordlist response,john2008jaunsari,61,61,130,good,J,Jaunpuri,Jaunpuri,comparison control,1,1,at̪tʃhu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,130,good,N,Nagpuriya,Nagpuriya,comparison control,1,2,bɦəl̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,130,good,G,Sirmauri,Sirmauri,comparison control,1,1,ətʃhːa,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 130, Sirmauri]",
wordlist response,john2008jaunsari,61,61,131,bad,K,Korwa,Jaunsari-Korwa,target,1,1,khɐɾab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Korwa]",siljaunsari2008:g131:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,131,bad,D,Khanaad,Jaunsari-Khanaad,target,1,1,khɐɾab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Khanaad]",siljaunsari2008:g131:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,131,bad,C,Chapnu,Jaunsari-Chapnu,target,1,1,khɐɾab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Chapnu]",siljaunsari2008:g131:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,61,61,131,bad,C,Chapnu,Jaunsari-Chapnu,target,2,2,bekar,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Chapnu]",siljaunsari2008:g131:sil-jaunsari-2008-chapnu:i2
wordlist response,john2008jaunsari,61,61,131,bad,B,Bhandroli,Jaunsari-Bhandroli,target,1,2,bekar,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Bhandroli]",siljaunsari2008:g131:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,61,61,131,bad,M,Maindrath,MixedJB-Maindrath,target,1,4,ɾɐd̪i,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Maindrath]",siljaunsari2008:g131:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,61,61,131,bad,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,3,katʃəɖɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Lakhamandal]",siljaunsari2008:g131:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,61,61,131,bad,A,Chakrata,Jaunsari-Chakratha,target,1,3,kətʃlo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Chakrata]",siljaunsari2008:g131:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,61,61,131,bad,h,Hindi,Hindi,comparison control,1,1,khəɾɐb,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Hindi]",
wordlist response,john2008jaunsari,61,61,131,bad,S,Bangani,Bangani,comparison control,1,4,ɾɔd̪i,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Bangani]",
wordlist response,john2008jaunsari,61,61,131,bad,J,Jaunpuri,Jaunpuri,comparison control,1,1,khəɾɐb,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Jaunpuri]",
wordlist response,john2008jaunsari,61,61,131,bad,N,Nagpuriya,Nagpuriya,comparison control,1,5,gənd̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Nagpuriya]",
wordlist response,john2008jaunsari,61,61,131,bad,G,Sirmauri,Sirmauri,comparison control,1,6,bura,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 61, item 131, Sirmauri]",
wordlist response,john2008jaunsari,61,61,132,wet,K,Korwa,Jaunsari-Korwa,target,1,1,gilɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 132, Korwa]",siljaunsari2008:g132:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,61,61,132,wet,K,Korwa,Jaunsari-Korwa,target,2,2,bɦidʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 132, Korwa]",siljaunsari2008:g132:sil-jaunsari-2008-korwa:i2
wordlist response,john2008jaunsari,61,61,132,wet,K,Korwa,Jaunsari-Korwa,target,3,3,bɦidʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 61, item 132, Korwa]",siljaunsari2008:g132:sil-jaunsari-2008-korwa:i3
wordlist response,john2008jaunsari,61,61,132,wet,D,Khanaad,Jaunsari-Khanaad,target,1,1,gilɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 61, item 132, Khanaad]",siljaunsari2008:g132:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,61,61,132,wet,C,Chapnu,Jaunsari-Chapnu,target,1,1,gilo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 61, item 132, Chapnu]",siljaunsari2008:g132:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,62,62,132,wet,B,Bhandroli,Jaunsari-Bhandroli,target,1,5,sinə,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Bhandroli]",siljaunsari2008:g132:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,62,62,132,wet,M,Maindrath,MixedJB-Maindrath,target,1,3,ɾudʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Maindrath]",siljaunsari2008:g132:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,62,62,132,wet,M,Maindrath,MixedJB-Maindrath,target,2,4,ɾudʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Maindrath]",siljaunsari2008:g132:sil-jaunsari-2008-maindrath:i2
wordlist response,john2008jaunsari,62,62,132,wet,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,3,ɾudʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Lakhamandal]",siljaunsari2008:g132:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,62,62,132,wet,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,2,4,ɾudʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Lakhamandal]",siljaunsari2008:g132:sil-jaunsari-2008-lakhamandal:i2
wordlist response,john2008jaunsari,62,62,132,wet,A,Chakrata,Jaunsari-Chakratha,target,1,1,gilo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Chakrata]",siljaunsari2008:g132:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,62,62,132,wet,h,Hindi,Hindi,comparison control,1,1,gila,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Hindi]",
wordlist response,john2008jaunsari,62,62,132,wet,S,Bangani,Bangani,comparison control,1,4,ɾudʒigo,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Bangani]",
wordlist response,john2008jaunsari,62,62,132,wet,J,Jaunpuri,Jaunpuri,comparison control,1,1,gilu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Jaunpuri]",
