Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Item,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Parameter_ID,Link_Status,Alignment_Method,Rau_Citation,Rau_Form,Rau_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,pinnow1960beitraege:C:i763,kaɖu iti,wrist,#So./kaddu:si:-n/.,Juang,ju,763,1,pinnow1960beitraege:C:i763,,kaɖu iti,wrist,,#So./kaddu:si:-n/.,comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 763],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,768e570048eebb6febba16ec46d21cfa2a5cd2eefc675aa46da38832c6142b7d
2026-08-28,pinnow1960beitraege:C:i762,kaɖu,"wristlet, bangle","#So./kaddu:-n/, Kh./karam/ ""wrist, bracelet"", /kaḍam/ ""hands joined"", /kaṛam/ ""hand-ring"", H./kəṛa/ ""bangle"", O./kɔṛa/, Guj./kəḍŨ/, cf. Kh./kaḍu'/ ""to embrace"".  Cf. /gaḍua/.",Juang,ju,762,1,pinnow1960beitraege:C:i762,,kaɖu,"wristlet, bangle",,"#So./kaddu:-n/, Kh./karam/ ""wrist, bracelet"", /kaḍam/ ""hands joined"", /kaṛam/ ""hand-ring"", H./kəṛa/ ""bangle"", O./kɔṛa/, Guj./kəḍŨ/, cf. Kh./kaḍu'/ ""to embrace"".  Cf. /gaḍua/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 762],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,ab34b9fcecde7fb316a46cd30c17ed49df5224ebdddd3a1ae49b3e18ea4c17f6
2026-08-28,pinnow1960beitraege:C:i772,kaɭia,black,"#Sad./kərIya/, H./kala/, O./kɔḷa/, Sk./kalə/.",Juang,ju,772,1,pinnow1960beitraege:C:i772,,kaɭia,black,,"#Sad./kərIya/, H./kala/, O./kɔḷa/, Sk./kalə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 772],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,082612d8565a5e3d0a5fdc8ba7dff6633750f93987da63763f28827765ea7796
2026-08-28,pinnow1960beitraege:C:i771,kaɭiarai,spotted,,Juang,ju,771,1,pinnow1960beitraege:C:i771,,kaɭiarai,spotted,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 771],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,6d76aec2f999ef0a7d49d4aa973c06ffdff623cc64a02ea20c3f8f6f7478ef4d
2026-08-28,pinnow1960beitraege:C:i773,kaɭuŋʈɔ,urine,"#So./aññum-ən/, Mon/knə̃/, Pal./hñu:m/, Pang./kənom/, /kaḷUŋ/ ??.",Juang,ju,773,1,pinnow1960beitraege:C:i773,,kaɭuŋʈɔ,urine,,"#So./aññum-ən/, Mon/knə̃/, Pal./hñu:m/, Pang./kənom/, /kaḷUŋ/ ??.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 773],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,7c941d91bda1717f4e1c6dc59e8dbf2a277c59a0b9303d1f18eadb0e4bcd5ee8
2026-08-28,pinnow1960beitraege:C:i787,kaɲjipaɳi,name of a village,"#Sa./kəñji/ ""a kind of sour or acid gruel"".",Juang,ju,787,1,pinnow1960beitraege:C:i787,,kaɲjipaɳi,name of a village,,"#Sa./kəñji/ ""a kind of sour or acid gruel"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 787],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,50c9f9088dba8b4736c9c4cd58d456aa1a9c185ff1cfffc0d6930872c1084a0f
2026-08-28,pinnow1960beitraege:C:i788,kaɳa,"blind, blind of one-eye","#Kh., Sa., Mu., Ho/kaṛ̃a/, Ho/kaṇa/, H./kana/, B./kaṇa/, O./kɔṇa/, Sk./kaṇə/.",Juang,ju,788,1,pinnow1960beitraege:C:i788,,kaɳa,"blind, blind of one-eye",,"#Kh., Sa., Mu., Ho/kaṛ̃a/, Ho/kaṇa/, H./kana/, B./kaṇa/, O./kɔṇa/, Sk./kaṇə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 788],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,e2c919857ef7eac3e4af2c65dd67cd073625c34e491974140af1c7c8baced0e1
2026-08-28,pinnow1960beitraege:C:i789,"kaɳa, kaɳɔ",?,,Juang,ju,789,1,pinnow1960beitraege:C:i789,,kaɳa,,Source gloss: ?,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 789],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,064041fa51cf24c04ad44d5e41474e3d6706614f16a5400bac8e76258403e39e
2026-08-28,pinnow1960beitraege:C:i789,"kaɳa, kaɳɔ",?,,Juang,ju,789,2,pinnow1960beitraege:C:i789:v2,pinnow1960beitraege:C:i789,kaɳɔ,,Source gloss: ?,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 789],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,064041fa51cf24c04ad44d5e41474e3d6706614f16a5400bac8e76258403e39e
2026-08-28,pinnow1960beitraege:C:i796,kaɽasa,"an earthen pot, a small earthen pitcher","#H./kərəcha/ ""a large-bowled spoon or ladle"", O./kɔḷɔsI/ ""pitcher"".",Juang,ju,796,1,pinnow1960beitraege:C:i796,,kaɽasa,"an earthen pot, a small earthen pitcher",,"#H./kərəcha/ ""a large-bowled spoon or ladle"", O./kɔḷɔsI/ ""pitcher"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 796],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,4d8e93bf4f5c09ff20d90442141b1ca260fb723272bd240f24e39c61fe38372a
2026-08-28,pinnow1960beitraege:C:i795,kaɽaɖ,crab,"#Kh./khaŋkṛa/, Sa./kaṭkɔm/, MuN/kaṭkɔm/, MuH/kaṛkɔm/, Ho/kaṭkɔm/, /kaṭɔ'b/, O./kɔ̃kɔra/, /kɔrkɔṭɔ/, H./kekəṛa/, Sk./kərkəṭə/; cf. Ju./tutukaḍ/.",Juang,ju,795,1,pinnow1960beitraege:C:i795,,kaɽaɖ,crab,,"#Kh./khaŋkṛa/, Sa./kaṭkɔm/, MuN/kaṭkɔm/, MuH/kaṛkɔm/, Ho/kaṭkɔm/, /kaṭɔ'b/, O./kɔ̃kɔra/, /kɔrkɔṭɔ/, H./kekəṛa/, Sk./kərkəṭə/; cf. Ju./tutukaḍ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 795],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,df57ad96f98c9a3013dcd0cd0b85b1690754e75bca6d6a566797fa0a42a66310
2026-08-28,pinnow1960beitraege:C:i797,kaɽia,hard,"#H./kəṛa-/, B./kɔṛa/ ""rough"".",Juang,ju,797,1,pinnow1960beitraege:C:i797,,kaɽia,hard,,"#H./kəṛa-/, B./kɔṛa/ ""rough"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 797],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,ee52ef1134d4ca370c25a69e3f98e751612b5abd343291e2b70ea79b4c011bf6
2026-08-28,pinnow1960beitraege:C:i802,kaʈaɭɔ,bug,"#H./khəṭəmələ/, Kh./tɔṇkɛ'ḍ/.",Juang,ju,802,1,pinnow1960beitraege:C:i802,,kaʈaɭɔ,bug,,"#H./khəṭəmələ/, Kh./tɔṇkɛ'ḍ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 802],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,b86f15f42d2df0d136b0283d97efb1b3c5b2b54bfeb92e0a8b0bf4e3e1548177
2026-08-28,pinnow1960beitraege:C:i1646,kaʈhɔ,"wood, timber","#Sa./kaṭ/, H./kaṭhə/, O./kaṭhɔ/, Sk./kaSṭhə/.",Juang,ju,1646,1,pinnow1960beitraege:C:i1646,,kaʈhɔ,"wood, timber",,"#Sa./kaṭ/, H./kaṭhə/, O./kaṭhɔ/, Sk./kaSṭhə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 1646],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,df29fb13861e9edd5f4347ad6dbf5e16e1d9e6e4e19eb31797db9469509ff71e
2026-08-28,pinnow1960beitraege:C:i804,kaʈi,twig,"#Sa./kəṭi/ ""the hand, pointer of a balance, the hands of a clock"", B./kaṭI/ ""twig"".",Juang,ju,804,1,pinnow1960beitraege:C:i804,,kaʈi,twig,,"#Sa./kəṭi/ ""the hand, pointer of a balance, the hands of a clock"", B./kaṭI/ ""twig"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 804],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,05162f2ee7e8a3dd04ca7a5b4dab7cc21a078c18c888c20541e0856212a27b53
2026-08-28,pinnow1960beitraege:C:i806,kaʈɔ,comb,"#Kh./kanasi/, H./kãṭa/ ""thorn, spike, fork"".",Juang,ju,806,1,pinnow1960beitraege:C:i806,,kaʈɔ,comb,,"#Kh./kanasi/, H./kãṭa/ ""thorn, spike, fork"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 806],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,7e48f8d4332024d5c9cbb5d42a23e5b6b15c31027029c57c881ae63d9a8c45b7
2026-08-28,pinnow1960beitraege:C:i801,kaʈə,the cotton plant,"#Sa./kaskɔm/, Mu./ka'sɔm/, /ka'dsɔm/, /kaskɔm/, Ho/kaṭsɔm/, Kh./kapas/, H./kəpasə/, O./kɔpa/, Sk./kərpasə/.",Juang,ju,801,1,pinnow1960beitraege:C:i801,,kaʈə,the cotton plant,,"#Sa./kaskɔm/, Mu./ka'sɔm/, /ka'dsɔm/, /kaskɔm/, Ho/kaṭsɔm/, Kh./kapas/, H./kəpasə/, O./kɔpa/, Sk./kərpasə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 801],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,351b6ffe23d7f3b9766d5b3deeaa1787b6d14d113f1c5797ceaaf2fd1c292045
2026-08-28,pinnow1960beitraege:C:i803,kaʈɛj-,to be angry,"#Ho/kurkur/; Sa./kur kur/ ""furious, to be furious"".",Juang,ju,803,1,pinnow1960beitraege:C:i803,,kaʈɛj-,to be angry,,"#Ho/kurkur/; Sa./kur kur/ ""furious, to be furious"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 803],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,02e7f6242f5c28ce9c1b4ebd564dfcea33693d67f49dc355fda310c1783e2f95
2026-08-28,pinnow1960beitraege:C:i805,kaʈɭa,?,"#Mu., Ho/koṭasi/ ""a small or middle-sized hammer"", O./kuṭa:si:/; Sa., Mu./kɔṭɛ'j/ ""to hammer"".  Cf. /hatuṛi/.",Juang,ju,805,1,pinnow1960beitraege:C:i805,,kaʈɭa,,Source gloss: ?,"#Mu., Ho/koṭasi/ ""a small or middle-sized hammer"", O./kuṭa:si:/; Sa., Mu./kɔṭɛ'j/ ""to hammer"".  Cf. /hatuṛi/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 805],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,3fd72e216ffbb33aa516bc883049addd6ad7d4a6e7ec60d2e1412ce6830ab427
2026-08-28,pinnow1960beitraege:C:i809,kebɔɭɔ,only,"#H./kevələ/, B./kebɔlɔ/, O./kebɔḷɔ/, Sk./kevələ/.",Juang,ju,809,1,pinnow1960beitraege:C:i809,,kebɔɭɔ,only,,"#H./kevələ/, B./kebɔlɔ/, O./kebɔḷɔ/, Sk./kevələ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 809],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,95cc85741e24f42e0f4c34c785084b65e937d3205755bdcfb416de17626fb5ec
2026-08-28,pinnow1960beitraege:C:i822,kesɔrɔ,"kernel, stone, pit, or seed of a fruit",,Juang,ju,822,1,pinnow1960beitraege:C:i822,,kesɔrɔ,"kernel, stone, pit, or seed of a fruit",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 822],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,576f41ba23223246bab9b935b2e90d884fad134f87d91e6144e7d9661fa3ad62
2026-08-28,pinnow1960beitraege:C:i972,kharaɽu,melon,"#Ho/kharbuja/, P.H./xərəbuza/, O./khɔrɔbUjɔ/.",Juang,ju,972,1,pinnow1960beitraege:C:i972,,kharaɽu,melon,,"#Ho/kharbuja/, P.H./xərəbuza/, O./khɔrɔbUjɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 972],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,f131bc96f59e2efa72fd2a0922f4eea921b4017cb4397bbc5785cf24aeb4e8ea
2026-08-28,pinnow1960beitraege:C:i971,khaɲci,a large basket,"#Sa./khəñci/, Mu./khanci/, /kanci/, Ho/kanci/, H./khãci/.",Juang,ju,971,1,pinnow1960beitraege:C:i971,,khaɲci,a large basket,,"#Sa./khəñci/, Mu./khanci/, /kanci/, Ho/kanci/, H./khãci/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 971],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,36efb1c6f482e57c718bea924e3badce44201070838e4c7180bfeb39b9a2da48
2026-08-28,pinnow1960beitraege:C:i975,khijri marmar,scorpion,"#Sa./kidiñ/ ""scorpion"", Ku./kidiŋ/.",Juang,ju,975,1,pinnow1960beitraege:C:i975,,khijri marmar,scorpion,,"#Sa./kidiñ/ ""scorpion"", Ku./kidiŋ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 975],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,d2caf38ed8f12b9d1c52e216838b1a8de17e15f4d4a2f468ffe5d14020ac4bd9
2026-08-28,pinnow1960beitraege:C:i977,khrustɔ̃,Christ,"#Mu./khirsta:n/, /kristan/, /kirtan/, H./khrISṭiyə/ ""christian"".",Juang,ju,977,1,pinnow1960beitraege:C:i977,,khrustɔ̃,Christ,,"#Mu./khirsta:n/, /kristan/, /kirtan/, H./khrISṭiyə/ ""christian"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 977],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,e1d1cad1666635df1ba2f45f2adcd8afcaa5e4e471a3a143561c56f7884bb0ac
2026-08-28,pinnow1960beitraege:C:i978,"khub, khup",very,"#Kh., Sa., Mu./khub/, Mu., EM/khu'b/, /ku'b/ ""very, very much"", P.H./xubə/ ""good, well, pleasant, very"".",Juang,ju,978,1,pinnow1960beitraege:C:i978,,khub,very,,"#Kh., Sa., Mu./khub/, Mu., EM/khu'b/, /ku'b/ ""very, very much"", P.H./xubə/ ""good, well, pleasant, very"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 978],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,5cd9f0871f3626d299fd72f79767f616e397e1b408806f8bdf68d3293335500a
2026-08-28,pinnow1960beitraege:C:i978,"khub, khup",very,"#Kh., Sa., Mu./khub/, Mu., EM/khu'b/, /ku'b/ ""very, very much"", P.H./xubə/ ""good, well, pleasant, very"".",Juang,ju,978,2,pinnow1960beitraege:C:i978:v2,pinnow1960beitraege:C:i978,khup,very,,"#Kh., Sa., Mu./khub/, Mu., EM/khu'b/, /ku'b/ ""very, very much"", P.H./xubə/ ""good, well, pleasant, very"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 978],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,5cd9f0871f3626d299fd72f79767f616e397e1b408806f8bdf68d3293335500a
2026-08-28,pinnow1960beitraege:C:i979,khunʈɔ,"stake, post","#Kh./khũṭɔ/, Ho/kũṭu/, Sad./khuṭa/, H./khũta/, O./khUṇṭa/ ""id"", Sa./khũṭ/ ""stock"", /sub-sept/, Mu./khũṭ/ ""either of the two branches of a village family"".  Cf. /kunṭa/.",Juang,ju,979,1,pinnow1960beitraege:C:i979,,khunʈɔ,"stake, post",,"#Kh./khũṭɔ/, Ho/kũṭu/, Sad./khuṭa/, H./khũta/, O./khUṇṭa/ ""id"", Sa./khũṭ/ ""stock"", /sub-sept/, Mu./khũṭ/ ""either of the two branches of a village family"".  Cf. /kunṭa/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 979],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,05ed89b33c25377682a362f785501f33f9d827b410ebf51ceff46e5ba00280ac
2026-08-28,pinnow1960beitraege:C:i980,khurɔ,hoof,"#Kh./khuram/, /khurḍom/, Sa./khurə/, MuN/khur/, MuH/kur/, H./khUrə/, O./khUrɔ/, Sk./khUrə/.",Juang,ju,980,1,pinnow1960beitraege:C:i980,,khurɔ,hoof,,"#Kh./khuram/, /khurḍom/, Sa./khurə/, MuN/khur/, MuH/kur/, H./khUrə/, O./khUrɔ/, Sk./khUrə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 980],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,a4ba00382b9664cf0c407ab9f9004a2d4b34ac63857ed4562a47223d54bb8431
2026-08-28,pinnow1960beitraege:C:i981,khusi,"pleasure, delight","#Sa./khusi/, /kusi/, Mu./khusi/, P.H./xu$i/.",Juang,ju,981,1,pinnow1960beitraege:C:i981,,khusi,"pleasure, delight",,"#Sa./khusi/, /kusi/, Mu./khusi/, P.H./xu$i/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 981],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,ffb36cb7cbd2afd59afc75b41d90cfe2a7f0a27128aab84c50972d89680d545e
2026-08-28,pinnow1960beitraege:C:i982,khusi-,?,Cf. /anandɔ kib-ɛ/.,Juang,ju,982,1,pinnow1960beitraege:C:i982,,khusi-,,Source gloss: ?,Cf. /anandɔ kib-ɛ/.,comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 982],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,c27dff2980fb79372ac31c22c596837914a9aca55c8d5159f0b4f58bca21ba3b
2026-08-28,pinnow1960beitraege:C:i983,khusi-basi,?,"#H./bəsəna/ ""to live, to dwell"", O./bɔsIba/ ""to sit"".  Cf. /khusi/, /basi/.",Juang,ju,983,1,pinnow1960beitraege:C:i983,,khusi-basi,,Source gloss: ?,"#H./bəsəna/ ""to live, to dwell"", O./bɔsIba/ ""to sit"".  Cf. /khusi/, /basi/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 983],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,a6b32565267b5bb5e266b6a1d4217da8167295940a77b81aff20bdd28bfcceaa
2026-08-28,pinnow1960beitraege:C:i984,khusu,"itch, scabies","#Sa., Mu., Ho/kasra/, B./khosɔ/.",Juang,ju,984,1,pinnow1960beitraege:C:i984,,khusu,"itch, scabies",,"#Sa., Mu., Ho/kasra/, B./khosɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 984],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,bba217552455f000ca2ae5ab50e1d5fbb10611d4366c847e6ce5451ac7a00267
2026-08-28,pinnow1960beitraege:C:i976,khɔpɔrɔ,tile,"#Sa., Mu./khapra/, H./khəpəra/, /khəpṛa/, O./khɔpɔrɔ/.",Juang,ju,976,1,pinnow1960beitraege:C:i976,,khɔpɔrɔ,tile,,"#Sa., Mu./khapra/, H./khəpəra/, /khəpṛa/, O./khɔpɔrɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 976],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,6f38dcb40b4c4abaacb9f79dbf3c0bc3c2c33b097410855454a1555ce3bc7879
2026-08-28,pinnow1960beitraege:C:i974,khɛsari,a cultivated pulse crop,"#Mu./khasari/, /kasari/, /kesari/, Sa./ke-sari/, Ho/kãsãri/, H./khəsari/ ""id."", Kh./khesari/.",Juang,ju,974,1,pinnow1960beitraege:C:i974,,khɛsari,a cultivated pulse crop,,"#Mu./khasari/, /kasari/, /kesari/, Sa./ke-sari/, Ho/kãsãri/, H./khəsari/ ""id."", Kh./khesari/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 974],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,aa39121d5d598c0f8a19040e4689c16fc82ffaddac705fc6b52f6ab9a0d4e954
2026-08-28,pinnow1960beitraege:C:i973,khɛɲc-,"to draw, to pull","#H./khĩcəna/, /khẽcəna/, /khɛ̃cəna/, B./khẽca/, O./khẽcIba/ ""to pull"".",Juang,ju,973,1,pinnow1960beitraege:C:i973,,khɛɲc-,"to draw, to pull",,"#H./khĩcəna/, /khẽcəna/, /khɛ̃cəna/, B./khẽca/, O./khẽcIba/ ""to pull"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 973],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,643a753ab950e67d589cf0536e93e1dbdaf361f77f0d0c266e95b985a8034c18
2026-08-28,pinnow1960beitraege:C:i829,kiaŋ-tɛɖ,sparrow,#So./s'u:ŋ-tid-ən/.,Juang,ju,829,1,pinnow1960beitraege:C:i829,,kiaŋ-tɛɖ,sparrow,,#So./s'u:ŋ-tid-ən/.,comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 829],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,3068c813c49c92b7dee8587ab069282c761abd03eb10efe08f1374f7f3a8a876
2026-08-28,pinnow1960beitraege:C:i830,kib-,"to do, to make","#H./kərəna/ ""to do"".",Juang,ju,830,1,pinnow1960beitraege:C:i830,,kib-,"to do, to make",,"#H./kərəna/ ""to do"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 830],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,e90053124534058a99d869bbae5c72e6a5a07130f8704fd4060ea8ac1c01b107
