Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Source_Language,Language_ID,SEAlang_Record,Page,Column,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Parameter_ID,Link_Status,Alignment_Method,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,munda1968proto:C:c1.p416.i82,hɛ-man,around there,Santali,sa,416,82,1,1,munda1968proto:C:c1.p416.i82,,hɛ-man,around there,pkh-416-82,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 82, SEAlang record 416]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e69f4b0487678acc320f24ad8b251f61ebfc580c0f503ffa946c4e9b22fb17ed
2026-08-28,munda1968proto:R:c2.p416.i82,hɛ-man,around there,pre Mundari,PreMu,416,82,2,1,munda1968proto:R:c2.p416.i82,,hɛ-man,around there,pkh-416-82,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 82, SEAlang record 416]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8816ae0d278211dab2311de9f3c007854ca15b8710ab70be14129bb7e1b6f1f0
2026-08-28,munda1968proto:C:c1.p413.i82,hɛ-n-ad,to come closer,Santali,sa,413,82,1,1,munda1968proto:C:c1.p413.i82,,hɛ-n-ad,to come closer,pkh-413-82,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 82, SEAlang record 413]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e5673b1543178f8fb46ae2326d45cf872c1008e89fcb86c89fadd1aef9f7eaf8
2026-08-28,munda1968proto:R:c2.p413.i82,hɛ-n-ad,to come closer,pre Mundari,PreMu,413,82,2,1,munda1968proto:R:c2.p413.i82,,hɛ-n-ad,to come closer,pkh-413-82,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 82, SEAlang record 413]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,a26f7ffcc10056c0b9e53867699f391631d0d35e5aba24ce1c0d78054bb0a445
2026-08-28,munda1968proto:R:c2.p1099.i132,hɛ-p-ad,to cling together,pre Mundari,PreMu,1099,132,2,1,munda1968proto:R:c2.p1099.i132,,hɛ-p-ad,to cling together,pkh-1099-132,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 132, SEAlang record 1099]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,3e55ff363690c90c0ce48714084feb2dcfd4f29a5b9ef425a387380f8b687bc3
2026-08-28,munda1968proto:C:c1.p1099.i132,hɛ-r-pad,to cling together,Santali,sa,1099,132,1,1,munda1968proto:C:c1.p1099.i132,,hɛ-r-pad,to cling together,pkh-1099-132,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 132, SEAlang record 1099]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,5038a5420c529b687c7b934d046ee944012e151d0c74b55a279ceeebf3962048
2026-08-28,munda1968proto:C:c1.p459.i86,hɛbɛn,tasteless,Santali,sa,459,86,1,1,munda1968proto:C:c1.p459.i86,,hɛbɛn,tasteless,pkh-459-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 459]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,7e9350e1b7b855c11b4a150dacf9343f71b660a5a53da8c59f1a41c23ce717e4
2026-08-28,munda1968proto:R:c2.p459.i86,hɛbɛn,tasteless,pre Mundari,PreMu,459,86,2,1,munda1968proto:R:c2.p459.i86,,hɛbɛn,tasteless,pkh-459-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 459]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e7e37dfaba42addbfdb6bb9816212fef236fc9abe100bd5311a1130881662785
2026-08-28,munda1968proto:R:c2.p470.i87,hɛhɔl,rat hole,pre Mundari,PreMu,470,87,2,1,munda1968proto:R:c2.p470.i87,,hɛhɔl,rat hole,pkh-470-87,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 87, SEAlang record 470]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,38a09d9f4a9d4a8d1cf1b444e9de8c800947113bb924f4e3e8c8797fc579c37f
2026-08-28,munda1968proto:C:c1.p391.i81,hɛlta,bamboo shoot,Santali,sa,391,81,1,1,munda1968proto:C:c1.p391.i81,,hɛlta,bamboo shoot,pkh-391-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 391]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,6e5494abb8650ec9b3194fe6bc25b1697158fbd79fffe0db994b0a321d270040
2026-08-28,munda1968proto:R:c2.p391.i81,hɛlta,bamboo shoot,pre Mundari,PreMu,391,81,2,1,munda1968proto:R:c2.p391.i81,,hɛlta,bamboo shoot,pkh-391-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 391]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,751e95f61bd00753a19ada6b358aa038aeffa6fb43f502349b659bbd25ed682e
2026-08-28,munda1968proto:C:c1.p392.i81,hɛn-ka,like that (adverb),Santali,sa,392,81,1,1,munda1968proto:C:c1.p392.i81,,hɛn-ka,like that,pkh-392-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 392]",adv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,653f27afefd23b41825e1a7a11facb31f2639f7f2907387598ddd74f944783f5
2026-08-28,munda1968proto:R:c2.p392.i81,hɛn-ka,like that (adverb),pre Mundari,PreMu,392,81,2,1,munda1968proto:R:c2.p392.i81,,hɛn-ka,like that,pkh-392-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 392]",adv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,43299deb9a2faadee80dbff213091b14a883016996fd8d54d2eb0a6b5be705c1
2026-08-28,munda1968proto:C:c1.p429.i84,hɛndɛ,black,Santali,sa,429,84,1,1,munda1968proto:C:c1.p429.i84,,hɛndɛ,black,pkh-429-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 429]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,474024383fdc9d71e1f2196044d7fd856e977048c34cf59d840883f6e133ce96
2026-08-28,munda1968proto:R:c2.p429.i84,hɛndɛ,black,pre Mundari,PreMu,429,84,2,1,munda1968proto:R:c2.p429.i84,,hɛndɛ,black,pkh-429-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 429]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,435f7dd8363827fe008768d3fb597fa4301f543d21eba5f46350e6a44f168bf0
2026-08-28,munda1968proto:C:c1.p434.i84,hɛrmɛd,to carry under arm,Santali,sa,434,84,1,1,munda1968proto:C:c1.p434.i84,,hɛrmɛd,to carry under arm,pkh-434-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 434]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,09ac3628a6aa3ce1c9875f5226c8e2f51dbfe16741a92d6cec845537677e71d8
2026-08-28,munda1968proto:R:c2.p434.i84,hɛrmɛd,to carry under arm,pre Mundari,PreMu,434,84,2,1,munda1968proto:R:c2.p434.i84,,hɛrmɛd,to carry under arm,pkh-434-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 434]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,c62631a459eb0b1ab149a1efb83fb6331205d81146e5aced8dd6d5be544e5a23
2026-08-28,munda1968proto:R:c3.p434.i84,hɛrmɛd,to carry under arm,proto Kherwarian,PKher,434,84,3,1,munda1968proto:R:c3.p434.i84,,hɛrmɛd,to carry under arm,pkh-434-84,linked,self,ingested,source reconstruction,"munda1968proto[p. 84, SEAlang record 434]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,d5135888d3046cc6c36406bd1c166c42b75ae7db65d50a9741d32ccb81527d0e
2026-08-28,munda1968proto:C:c1.p465.i86,hɛrɛl,husband,Santali,sa,465,86,1,1,munda1968proto:C:c1.p465.i86,,hɛrɛl,husband,pkh-465-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 465]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,0bd9b1942a071cc9ee30d3fbc1e55d09f4c395b2f64faaf0e71d887313bea8b1
2026-08-28,munda1968proto:R:c2.p465.i86,hɛrɛl,husband,pre Mundari,PreMu,465,86,2,1,munda1968proto:R:c2.p465.i86,,hɛrɛl,husband,pkh-465-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 465]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,f8d8375d7f38ee17b51a1a78d22fa762e6dd07688c352d850b6197a9a8220e57
2026-08-28,munda1968proto:C:c1.p430.i84,hɛsɛ,to chop off,Santali,sa,430,84,1,1,munda1968proto:C:c1.p430.i84,,hɛsɛ,to chop off,pkh-430-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 430]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,09790267f5441858941068d61616bc5bcc362b53f55fe01146a8ca0773d25c69
2026-08-28,munda1968proto:R:c2.p430.i84,hɛsɛ,to chop off,pre Mundari,PreMu,430,84,2,1,munda1968proto:R:c2.p430.i84,,hɛsɛ,to chop off,pkh-430-84,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 84, SEAlang record 430]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8f5ca7c456608bfd73b3db75d3bf5980674a869d445b57d9867af7b9dd9751f4
2026-08-28,munda1968proto:C:c1.p1080.i131,hɛta,to look back,Santali,sa,1080,131,1,1,munda1968proto:C:c1.p1080.i131,,hɛta,to look back,pkh-1080-131,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 131, SEAlang record 1080]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,990214a508448200721c98e82019b35194ec7d8ec1671346bb5f52ba5754be37
2026-08-28,munda1968proto:R:c2.p1080.i131,hɛta,to look back,pre Mundari,PreMu,1080,131,2,1,munda1968proto:R:c2.p1080.i131,,hɛta,to look back,pkh-1080-131,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 131, SEAlang record 1080]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,98976f7938903e913ab748b202c6b3ebe194cb3a08341671ab04b9e88aeb3b71
2026-08-28,munda1968proto:C:c1.p393.i81,hɛwa,habit,Santali,sa,393,81,1,1,munda1968proto:C:c1.p393.i81,,hɛwa,habit,pkh-393-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 393]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e1d36fa87846645fcc2a189bb3042fdcc439cb6590978be6ce6d2af03285134a
2026-08-28,munda1968proto:R:c2.p393.i81,hɛwa,habit,pre Mundari,PreMu,393,81,2,1,munda1968proto:R:c2.p393.i81,,hɛwa,habit,pkh-393-81,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 81, SEAlang record 393]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,0650bbef365bc4b4100661ed3f17d5ef2f0565d81afbe6ec60bb31617f76c845
2026-08-28,munda1968proto:C:c1.p1079.i131,hɛŋɡa,to rub,Santali,sa,1079,131,1,1,munda1968proto:C:c1.p1079.i131,,hɛŋɡa,to rub,pkh-1079-131,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 131, SEAlang record 1079]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,15817b0513b5f32ec46df835122fc49dd7aa7656bf811e310dd36694f9666aec
2026-08-28,munda1968proto:R:c2.p1079.i131,hɛŋɡa,to rub,pre Mundari,PreMu,1079,131,2,1,munda1968proto:R:c2.p1079.i131,,hɛŋɡa,to rub,pkh-1079-131,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 131, SEAlang record 1079]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,cff7e8543c054bfcd9d335e21e6414ef8d9c3a2052776617f428c0e05f97bd11
2026-08-28,munda1968proto:C:c1.p673.i102,hɛɟ,"to come, arrive",Santali,sa,673,102,1,1,munda1968proto:C:c1.p673.i102,,hɛɟ,"to come, arrive",pkh-673-102,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 102, SEAlang record 673]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,f4a6ef316e87210c73893be64e20e9547a49727ebfecce3f1c3ccc52144a528b
2026-08-28,munda1968proto:C:c1.p362.i78,hɛɟ,to pluck,Santali,sa,362,78,1,1,munda1968proto:C:c1.p362.i78,,hɛɟ,to pluck,pkh-362-78,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 78, SEAlang record 362]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,bd70a936347a644ef489f35744967dc198d5a6bd45e6a2d004dca7392d513961
2026-08-28,munda1968proto:R:c2.p362.i78,hɛɟ,to pluck,pre Mundari,PreMu,362,78,2,1,munda1968proto:R:c2.p362.i78,,hɛɟ,to pluck,pkh-362-78,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 78, SEAlang record 362]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,552c707535f5e6586343dc1995bad28aa2dfa59bd90ebf376f897da93446d5e8
2026-08-28,munda1968proto:R:c3.p362.i78,hɛɟ,to pluck,proto Kherwarian,PKher,362,78,3,1,munda1968proto:R:c3.p362.i78,,hɛɟ,to pluck,pkh-362-78,linked,self,ingested,source reconstruction,"munda1968proto[p. 78, SEAlang record 362]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,247bc3fa776a7a138a91699fb817e160324401647e863f8dd73be25bf387f151
2026-08-28,munda1968proto:C:c1.p473.i87,hɛɟɛɽ,to bare,Santali,sa,473,87,1,1,munda1968proto:C:c1.p473.i87,,hɛɟɛɽ,to bare,pkh-473-87,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 87, SEAlang record 473]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,759516c1c4bc4dfbc00d992ce8088908a521179b2bc265b16ef29f92b7ca438b
2026-08-28,munda1968proto:R:c2.p473.i87,hɛɟɛɽ,to bare,pre Mundari,PreMu,473,87,2,1,munda1968proto:R:c2.p473.i87,,hɛɟɛɽ,to bare,pkh-473-87,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 87, SEAlang record 473]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,06267df823edbeef3cc10ed8726bb4c877e4786db515d8413f9e63ede8b073ed
2026-08-28,munda1968proto:R:c2.p408.i82,hɛɲɟaʔ,rheum,pre Mundari,PreMu,408,82,2,1,munda1968proto:R:c2.p408.i82,,hɛɲɟaʔ,rheum,pkh-408-82,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 82, SEAlang record 408]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,415bcc1e1f646451fc5a81276ec8f26644a60b22fc7f5ed7d7d7a05ff142c12e
2026-08-28,munda1968proto:C:c1.p1175.i137,hɛɳɖɛd,to shut,Santali,sa,1175,137,1,1,munda1968proto:C:c1.p1175.i137,,hɛɳɖɛd,to shut,pkh-1175-137,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 137, SEAlang record 1175]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,779b02f0c15ad9557b4ee8e19099b04b093438969cc52bf76b9a6cac0f86aa47
2026-08-28,munda1968proto:C:c1.p374.i79,hɛɽ,husk,Santali,sa,374,79,1,1,munda1968proto:C:c1.p374.i79,,hɛɽ,husk,pkh-374-79,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 79, SEAlang record 374]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,6293059be9554518371b0fd3ed9941b90bf4fe8a1baa5456660eec8013aebc9e
2026-08-28,munda1968proto:C:c1.p1445.i153,hɛɽhɛd,to weed,Santali,sa,1445,153,1,1,munda1968proto:C:c1.p1445.i153,,hɛɽhɛd,to weed,pkh-1445-153,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 153, SEAlang record 1445]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,95dbc0c09bb93412c8623b3381440001cb86c6cc51ddf37643d79eb3327e66b7
2026-08-28,munda1968proto:R:c2.p1445.i153,hɛɽhɛd,to weed,pre Mundari,PreMu,1445,153,2,1,munda1968proto:R:c2.p1445.i153,,hɛɽhɛd,to weed,pkh-1445-153,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 153, SEAlang record 1445]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,64e381396629561cc1dfe33f68a8810c64d7d20ea5f2255ef8f07a56db6ba74a
2026-08-28,munda1968proto:R:c2.p374.i79,hɛɽɛ,husk,pre Mundari,PreMu,374,79,2,1,munda1968proto:R:c2.p374.i79,,hɛɽɛ,husk,pkh-374-79,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 79, SEAlang record 374]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,04926d89f70a1c2d98d27e84c7530a5c7ad454cd08c0b334c13991bb9da3c07d
2026-08-28,munda1968proto:C:c1.p458.i86,hɛɽɛm,sweet,Santali,sa,458,86,1,1,munda1968proto:C:c1.p458.i86,,hɛɽɛm,sweet,pkh-458-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 458]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,2f458c77d60d3be43c285e9268b52c87b27a1d0f4966d2cfe395859e63fd464a
2026-08-28,munda1968proto:R:c2.p458.i86,hɛɽɛm,sweet,pre Mundari,PreMu,458,86,2,1,munda1968proto:R:c2.p458.i86,,hɛɽɛm,sweet,pkh-458-86,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 86, SEAlang record 458]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,4ce2adfa55b9b6f252f393d05cb60f11e10171a25c17638d4f4cbc5920190b7d
2026-08-28,munda1968proto:C:c1.p354.i77,hɛ̃,yes,Santali,sa,354,77,1,1,munda1968proto:C:c1.p354.i77,,hɛ̃,yes,pkh-354-77,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 77, SEAlang record 354]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,fd01a685bba74b02b831c57052a7aec07222dd63a2c0a083b4dbb5e2331de64d
2026-08-28,munda1968proto:C:c1.p470.i87,hɛ̃hɛ̃l,rat hole,Santali,sa,470,87,1,1,munda1968proto:C:c1.p470.i87,,hɛ̃hɛ̃l,rat hole,pkh-470-87,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 87, SEAlang record 470]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,5424018577503066d6ab7b0f67612e8b5e41c7b44fd81a56212b55c63cb5fc7c
2026-08-28,munda1968proto:C:c1.p.i52,ia,so and so (adverb),Santali,sa,,52,1,1,munda1968proto:C:c1.p.i52,,ia,so and so,pkh-none-52,linked,locator+gloss,ingested,shared source locator and gloss,munda1968proto[p. 52],adv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,ff54ef81f9242980c433223faf06bab85a7d76fa9a1ec38e828fd725a33796a0
2026-08-28,munda1968proto:R:c2.p.i52-2,ia,so and so (adverb),pre Mundari,PreMu,,52-2,2,1,munda1968proto:R:c2.p.i52-2,,ia,so and so,pkh-none-52,linked,unique-gloss,ingested,unique exact source gloss,munda1968proto[p. 52-2],adv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,a90445e601241465d2220169e9e49998447fa3b917da1d3de2c3ec61d0befaf7
2026-08-28,munda1968proto:C:c1.p80.i57,ibil,thick,Santali,sa,80,57,1,1,munda1968proto:C:c1.p80.i57,,ibil,thick,pkh-80-57,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 57, SEAlang record 80]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,476fdf4946e4400aadbdc664bd0307319c0fc296f0666c60baaa1ec0c934edb2
2026-08-28,munda1968proto:R:c2.p80.i57,ibil,thick,pre Mundari,PreMu,80,57,2,1,munda1968proto:R:c2.p80.i57,,ibil,thick,pkh-80-57,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 57, SEAlang record 80]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,b4dd014e1c1da3696b37d9a589649ae7ddb4cf713f9861c78e9c0b6ec1d68e16
2026-08-28,munda1968proto:C:c1.p32.i53,icaʔ,to pinch; prawn; plant,Santali,sa,32,53,1,1,munda1968proto:C:c1.p32.i53,,icaʔ,to pinch; prawn; plant,pkh-32-53,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 53, SEAlang record 32]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,dbc2e35e1ed5ea534c7710554a563574a1fba5eab632883d3ca47a68885bdcb6
2026-08-28,munda1968proto:R:c2.p32.i53,icaʔ,to pinch; prawn; plant,pre Mundari,PreMu,32,53,2,1,munda1968proto:R:c2.p32.i53,,icaʔ,to pinch; prawn; plant,pkh-32-53,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 53, SEAlang record 32]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,b1c8c9522048558e905aa1b7b8c08be00bd25748f304443959b5cbd069c91161
2026-08-28,munda1968proto:C:c1.p57.i55,idi,to take away,Santali,sa,57,55,1,1,munda1968proto:C:c1.p57.i55,,idi,to take away,pkh-57-55,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 55, SEAlang record 57]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,247e98419a2fbb042e04fb061181dbd3454dd17ebb7a376f08e23671791f56d0
2026-08-28,munda1968proto:R:c2.p57.i55,idi,to take away,pre Mundari,PreMu,57,55,2,1,munda1968proto:R:c2.p57.i55,,idi,to take away,pkh-57-55,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 55, SEAlang record 57]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,9596f6f79baa3a48dd97ef3bc09232a740d048715afb482479d86b8aee73ddc8
2026-08-28,munda1968proto:C:c1.p43.i54,idu,perhaps,Santali,sa,43,54,1,1,munda1968proto:C:c1.p43.i54,,idu,perhaps,pkh-43-54,linked,locator+gloss,ingested,shared source locator and gloss,"munda1968proto[p. 54, SEAlang record 43]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,04a601bff053215c9091430b7d88aeb8a0c02d106c8860fd518ca215fc9d7e23
