Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Excluded_From_Similarity,Raw_Lect_Code,Lect_Code,Site,District,Reliability,Raw_Form,Form,Review,Source_Scope,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,MOS,MOS,Mosyari,Rawalpindi District,A,ʌdi tɛar,ʌdi tɛar,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, MOS]",silpaharipothwari2010:g120:mos
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,peši,peši,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, GHO]",silpaharipothwari2010:g120:gho
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,DEW,DEW,Dewal,Rawalpindi District,B,peši,peši,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, DEW]",silpaharipothwari2010:g120:dew
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,AYU,AYU,Ayubia,Abbottabad District,A,dʊpɛr,dʊpɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, AYU]",silpaharipothwari2010:g120:ayu
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,KOH,KOH,Kohala,Rawalpindi District,A,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, KOH]",silpaharipothwari2010:g120:koh
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, NIL]",silpaharipothwari2010:g120:nil
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,THA,THA,Thandiani,Abbottabad District,A,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, THA]",silpaharipothwari2010:g120:tha
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,LOR,LOR,Lora,Abbottabad District,A,dopɛrʌ̃,dopɛrʌ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, LOR]",silpaharipothwari2010:g120:lor
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,OSI,OSI,Osia,Rawalpindi District,A,teyaˑṛ,teyaˑṛ,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, OSI]",silpaharipothwari2010:g120:osi
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,peši,peši,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, MUZ]",silpaharipothwari2010:g120:muz
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,DUN,DUN,Dunga Gali,Abbottabad District,A,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, DUN]",silpaharipothwari2010:g120:dun
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,BHA,BHA,Bharakoh,Islamabad District,B,dʌpɛr,dʌpɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, BHA]",silpaharipothwari2010:g120:bha
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,ABB,ABB,Abbottabad,Abbottabad District,B,duper,duper,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, ABB]",
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,MAN,MAN,Mansehra,Mansehra District,B,dopɛr,dopɛr,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, MAN]",
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, MIR]",silpaharipothwari2010:g120:mir
wordlist cell,lothers-lothers2010pahari,183,177,120,noon,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,dopɛr,dopɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 177, item 120, GUJ]",silpaharipothwari2010:g120:guj
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,MOS,MOS,Mosyari,Rawalpindi District,A,nʌvašã,nʌvašã,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, MOS]",silpaharipothwari2010:g121:mos
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,nʌvašã,nʌvašã,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, GHO]",silpaharipothwari2010:g121:gho
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,DEW,DEW,Dewal,Rawalpindi District,B,šami,šami,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, DEW]",silpaharipothwari2010:g121:dew
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,AYU,AYU,Ayubia,Abbottabad District,A,nʌmašã,nʌmašã,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, AYU]",silpaharipothwari2010:g121:ayu
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,KOH,KOH,Kohala,Rawalpindi District,A,nʌmašã,nʌmašã,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, KOH]",silpaharipothwari2010:g121:koh
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,šam,šam,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, NIL]",silpaharipothwari2010:g121:nil
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,THA,THA,Thandiani,Abbottabad District,A,šami,šami,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, THA]",silpaharipothwari2010:g121:tha
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,LOR,LOR,Lora,Abbottabad District,A,nʌmaša,nʌmaša,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, LOR]",silpaharipothwari2010:g121:lor
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,OSI,OSI,Osia,Rawalpindi District,A,šami,šami,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, OSI]",silpaharipothwari2010:g121:osi
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,šami,šami,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, MUZ]",silpaharipothwari2010:g121:muz
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,DUN,DUN,Dunga Gali,Abbottabad District,A,sʌnyʌvɛlɛ,sʌnyʌvɛlɛ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, DUN]",silpaharipothwari2010:g121:dun
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,BHA,BHA,Bharakoh,Islamabad District,B,šam,šam,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, BHA]",silpaharipothwari2010:g121:bha
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,ABB,ABB,Abbottabad,Abbottabad District,B,nʌmašã,nʌmašã,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, ABB]",
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,MAN,MAN,Mansehra,Mansehra District,B,šam,šam,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, MAN]",
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,šammĩ,šammĩ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, MIR]",silpaharipothwari2010:g121:mir
wordlist cell,lothers-lothers2010pahari,184,178,121,evening,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,pešĩ,pešĩ,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 121, GUJ]",silpaharipothwari2010:g121:guj
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,MOS,MOS,Mosyari,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, MOS]",silpaharipothwari2010:g122:mos
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, GHO]",silpaharipothwari2010:g122:gho
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,DEW,DEW,Dewal,Rawalpindi District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, DEW]",silpaharipothwari2010:g122:dew
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,AYU,AYU,Ayubia,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, AYU]",silpaharipothwari2010:g122:ayu
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,KOH,KOH,Kohala,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, KOH]",silpaharipothwari2010:g122:koh
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, NIL]",silpaharipothwari2010:g122:nil
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,THA,THA,Thandiani,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, THA]",silpaharipothwari2010:g122:tha
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,LOR,LOR,Lora,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, LOR]",silpaharipothwari2010:g122:lor
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,OSI,OSI,Osia,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, OSI]",silpaharipothwari2010:g122:osi
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, MUZ]",silpaharipothwari2010:g122:muz
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,DUN,DUN,Dunga Gali,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, DUN]",silpaharipothwari2010:g122:dun
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,BHA,BHA,Bharakoh,Islamabad District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, BHA]",silpaharipothwari2010:g122:bha
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,ABB,ABB,Abbottabad,Abbottabad District,B,kʌl,kʌl,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, ABB]",
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,MAN,MAN,Mansehra,Mansehra District,B,kʌl,kʌl,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, MAN]",
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, MIR]",silpaharipothwari2010:g122:mir
wordlist cell,lothers-lothers2010pahari,184,178,122,yesterday,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 122, GUJ]",silpaharipothwari2010:g122:guj
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,MOS,MOS,Mosyari,Rawalpindi District,A,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, MOS]",silpaharipothwari2010:g123:mos
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, GHO]",silpaharipothwari2010:g123:gho
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,DEW,DEW,Dewal,Rawalpindi District,B,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, DEW]",silpaharipothwari2010:g123:dew
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,AYU,AYU,Ayubia,Abbottabad District,A,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, AYU]",silpaharipothwari2010:g123:ayu
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,KOH,KOH,Kohala,Rawalpindi District,A,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, KOH]",silpaharipothwari2010:g123:koh
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, NIL]",silpaharipothwari2010:g123:nil
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,THA,THA,Thandiani,Abbottabad District,A,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, THA]",silpaharipothwari2010:g123:tha
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,LOR,LOR,Lora,Abbottabad District,A,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, LOR]",silpaharipothwari2010:g123:lor
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,OSI,OSI,Osia,Rawalpindi District,A,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, OSI]",silpaharipothwari2010:g123:osi
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, MUZ]",silpaharipothwari2010:g123:muz
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,DUN,DUN,Dunga Gali,Abbottabad District,A,ai,ai,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, DUN]",silpaharipothwari2010:g123:dun
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,BHA,BHA,Bharakoh,Islamabad District,B,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, BHA]",silpaharipothwari2010:g123:bha
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,ABB,ABB,Abbottabad,Abbottabad District,B,ʌǰ,ʌǰ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, ABB]",
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,MAN,MAN,Mansehra,Mansehra District,B,aǰ,aǰ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, MAN]",
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, MIR]",silpaharipothwari2010:g123:mir
wordlist cell,lothers-lothers2010pahari,184,178,123,today,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ʌǰ,ʌǰ,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 123, GUJ]",silpaharipothwari2010:g123:guj
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,MOS,MOS,Mosyari,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, MOS]",silpaharipothwari2010:g124:mos
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, GHO]",silpaharipothwari2010:g124:gho
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,DEW,DEW,Dewal,Rawalpindi District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, DEW]",silpaharipothwari2010:g124:dew
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,AYU,AYU,Ayubia,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, AYU]",silpaharipothwari2010:g124:ayu
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,KOH,KOH,Kohala,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, KOH]",silpaharipothwari2010:g124:koh
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, NIL]",silpaharipothwari2010:g124:nil
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,THA,THA,Thandiani,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, THA]",silpaharipothwari2010:g124:tha
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,LOR,LOR,Lora,Abbottabad District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, LOR]",silpaharipothwari2010:g124:lor
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,OSI,OSI,Osia,Rawalpindi District,A,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, OSI]",silpaharipothwari2010:g124:osi
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, MUZ]",silpaharipothwari2010:g124:muz
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,DUN,DUN,Dunga Gali,Abbottabad District,A,kʌḷ,kʌḷ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, DUN]",silpaharipothwari2010:g124:dun
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,BHA,BHA,Bharakoh,Islamabad District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, BHA]",silpaharipothwari2010:g124:bha
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,ABB,ABB,Abbottabad,Abbottabad District,B,kʌl,kʌl,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, ABB]",
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,MAN,MAN,Mansehra,Mansehra District,B,kʌl,kʌl,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, MAN]",
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, MIR]",silpaharipothwari2010:g124:mir
wordlist cell,lothers-lothers2010pahari,184,178,124,tomorrow,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,kʌl,kʌl,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 178, item 124, GUJ]",silpaharipothwari2010:g124:guj
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,MOS,MOS,Mosyari,Rawalpindi District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, MOS]",silpaharipothwari2010:g125:mos
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, GHO]",silpaharipothwari2010:g125:gho
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,DEW,DEW,Dewal,Rawalpindi District,B,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, DEW]",silpaharipothwari2010:g125:dew
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,AYU,AYU,Ayubia,Abbottabad District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, AYU]",silpaharipothwari2010:g125:ayu
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,KOH,KOH,Kohala,Rawalpindi District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, KOH]",silpaharipothwari2010:g125:koh
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, NIL]",silpaharipothwari2010:g125:nil
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,THA,THA,Thandiani,Abbottabad District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, THA]",silpaharipothwari2010:g125:tha
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,LOR,LOR,Lora,Abbottabad District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, LOR]",silpaharipothwari2010:g125:lor
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,OSI,OSI,Osia,Rawalpindi District,A,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, OSI]",silpaharipothwari2010:g125:osi
wordlist cell,lothers-lothers2010pahari,185,179,125,week,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,hʌfta,hʌfta,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 179, item 125, MUZ]",silpaharipothwari2010:g125:muz
