Snapshot_Date,Collation_Date,Unit_ID,Printed_Page,Scan,Raw_Headline,Raw_Subparagraphs,Raw_Gloss_German,English_Gloss,Headwords,Labels,Turner_Claim,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Keys,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-27,2026-08-27,p277:e23,277,TN446831,kúmo Wimper. [Ikoh kum⟦ɜ|ʒ⟧].,372.,Wimper,eyelash,kúmo,,,installed_form,kúmo,,degener-shina2008:p277:e23,manually collated printed glossary headword paragraph,transcription uncertainty marker in comparanda,no,"degener-shina2008[p. 277, glossary entry 23]",468a810e649ce0cb3685e4f3629a566a382e0015634c43b6422710ebf96769a4
2026-08-27,2026-08-27,p278:e01,278,TN446831,"kunaáli fem. Stock, Wanderstab. [Bur. kunáli; T. 3289 u. 14396].","5, 440, 489, 499, 609, 751.","Stock, Wanderstab",stick; walking staff,kunaáli,fem.,,installed_form,kunaáli,,degener-shina2008:p278:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 1]",99b45feda5b4f08b377e0dc3b62082c801f2729469edcaa13bc30c5800765684
2026-08-27,2026-08-27,p278:e02,278,TN446831,kúno Leiche. [T. 3257].,"414, 463. Gen-s kúnekei 599. Loci-s kúnekeǰ 599. pl kúne 476.",Leiche,corpse,kúno,,3257,installed_form,kúno,3257,degener-shina2008:p278:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 2]",847157afe91127f9a44a512ea916f06b128cef8d8c896c878ac373b93c658d1b
2026-08-27,2026-08-27,p278:e03,278,TN446831,kunú fem. Bauch.,"Locii-s kunuwér 155, 591.",Bauch,belly,kunú,fem.,,installed_form,kunú,,degener-shina2008:p278:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 3]",b3e49a3afd058d4f898d5577bad36aa3204d9fd6c0188fb9b452455a7c26d470
2026-08-27,2026-08-27,p278:e04,278,TN446831,kunúuli fem. Taube.,196.,Taube,dove,kunúuli,fem.,,installed_form,kunúuli,,degener-shina2008:p278:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 4]",2a9f1994a0a9feda0ba2cede36f5aab811ebf703f7986c3fd7816d172744c4ff
2026-08-27,2026-08-27,p278:e05,278,TN446831,kurtáni [Pers.-Ur. kurta + ? tani Band?].,Hemd. Gen-s kurtányei 638.,Hemd,shirt,kurtáni,,,installed_form,kurtáni,,degener-shina2008:p278:e05,gloss Hemd is printed at the start of the following sub-paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 5]",c1741e7d84544cd2c1816d9d94a1526e7667030a7838c617015a37cced936e1c
2026-08-27,2026-08-27,p278:e06,278,TN446831,"kúro adj. m. mächtig, stark. [T. 3602].","26, 353. ⁋ fem. kúri 353. ⁋ pl kúre 26. ⁋ kúri adv.: sehr. 759.2 maṭ kúri híiǰi áalun ich sehne mich sehr nach ihm, 760 kúri šiláain (sie) schmerzt sehr.","mächtig, stark",mighty; strong,kúro,adj. | m.,3602,installed_form,kúro,3602,degener-shina2008:p278:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 6]",31bedbd49ea06701099ebbf2045f6d559fe334f952e603d63be6b6f1109018cf
2026-08-27,2026-08-27,p278:e07,278,TN446831,kúṛyer s. kuṭ.,,,,kúṛyer,,,audit_only_cross_reference,kúṛyer,,,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 7]",0095ce1ae9f8c51bb7dfe2fe46cbc5c7f8fd60aef028eac9ad2355cb6493aa8b
2026-08-27,2026-08-27,p278:e08,278,TN446831,"kúus fem. Feindseligkeit. [Bur. kúus ét- zaubern, verzaubern; neidisch sein].","kúus th- feindselig, böswillig, neidisch sein, jmdn. behexen. 270.",Feindseligkeit,hostility,kúus,fem.,,installed_form,kúus,,degener-shina2008:p278:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 8]",84597c06f06c52fc4365072046484ff77a4e71499d1f60a979de832d1a220ba6
2026-08-27,2026-08-27,p278:e09,278,TN446831,kusagáṭo adj. m. böswillig.,270.,böswillig,malicious,kusagáṭo,adj. | m.,,installed_form,kusagáṭo,,degener-shina2008:p278:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 9]",6bca84dc65655f0060465734d1f427263422d6a4e0716915afe2a895dae9195c
2026-08-27,2026-08-27,p278:e10,278,TN446831,kúuti fem. Ziegenfelltasche. [kleinere Version von kúuto].,492. Locii-s kúutyer 306.,Ziegenfelltasche,goatskin bag,kúuti,fem.,,installed_form,kúuti,,degener-shina2008:p278:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 10]",9668f590f635280061eb82747ee7ad092a90289851cbfaedea37cb85052c29ad
2026-08-27,2026-08-27,p278:e11,278,TN446831,"kúuto m. Leder-, Fellsack. [T. 3273; Bur. =].",Locii-s kúuter 515.,"Leder-, Fellsack",leather or skin sack,kúuto,m.,3273,installed_form,kúuto,3273,degener-shina2008:p278:e11,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 11]",613876aead5fb4a8f42e70737f337892193bb68e43ac3ff5a1ebbdb34295a281
2026-08-27,2026-08-27,p278:e12,278,TN446831,"kutúri fem. Hündin, als EN. [T. 3278].",597.,"Hündin, als EN","female dog, also as a personal name",kutúri,fem.,3278,installed_form,kutúri,3278,degener-shina2008:p278:e12,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 12]",e4d022d019112d7fd438e8e0c67b50cd9867c5f76ce5f24ef0dbe9833c98de3e
2026-08-27,2026-08-27,p278:e13,278,TN446831,"kuṭ fem. Wand, Mauer. [T. 3251].","153, kúṭak, kúṛak 786. Locii-s kúṛyer 246.","Wand, Mauer",wall,kuṭ,fem.,3251,installed_form,kuṭ,3251,degener-shina2008:p278:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 13]",b1e9cb095bb28b0e1027cd1ed4a758780f5d863fb5685ff9bd4e2d9a0b264034
2026-08-27,2026-08-27,p278:e14,278,TN446831,kuṭ diǰ- donnern. [zu kuṭ Wand].,hagaái-kuṭ diǰ- 786.,donnern,thunder,kuṭ | diǰ-,,,installed_form,kuṭ,,degener-shina2008:p278:e14 degener-shina2008:p278:e14:v2,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 14]",09b2c959f905e4aefa6175dcff504aae0c29d16af73077ff6351af60aa7675fb
2026-08-27,2026-08-27,p278:e15,278,TN446831,"kuṭ- trans. schlagen, dreschen; kastrieren. [T. 3241].","Abs kuṭeé 759.1. Prät 2sm kuṭeégaa 151, 217. pp-sm kuṭíito 759.3 der geschlagen hat, 767.2 kastriert.","schlagen, dreschen; kastrieren","beat, thresh; castrate",kuṭ-,trans.,3241,installed_form,kuṭ-,3241,degener-shina2008:p278:e15,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 15]",459b2ebcb2dab087301df90a28f015a32e77cd9d12ea808269a5edc9bc1a287b
2026-08-27,2026-08-27,p278:e16,278,TN446831,kúṭo m. Knie. [T. 3243].,Gen-s kúṭei 45.,Knie,knee,kúṭo,m.,3243,installed_form,kúṭo,3243,degener-shina2008:p278:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 16]",4d076dd8c9988a3b0e532ce04b5b7408ef10e3733e57e0ccf32a5a4e5a96cfcf
2026-08-27,2026-08-27,p278:e17,278,TN446831,kúuṭo adj. m. taub. [Bur. ġuṭ und kúuṭo taub].,fem. kúuṭi 535.,taub,deaf,kúuṭo,adj. | m.,,installed_form,kúuṭo,,degener-shina2008:p278:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 17]",8aabfe2dd3d8c8529d47cea547e69ec218f401bbf9907e0c5297f94ea0793aab
2026-08-27,2026-08-27,p278:e18,278,TN446831,"kuyoóč Untertan(en). [Bur. =; T. 3406, 14404].","151, 154. Loci-s kuyočóǰ 153.",Untertan(en),subject(s),kuyoóč,,,installed_form,kuyoóč,,degener-shina2008:p278:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 18]",9db9927f284051aa07ea8a841d1bcab9eaaf5a8f572a2c348b3c89fbcbd17e54
2026-08-27,2026-08-27,p278:e19,278,TN446831,kya interr. was? [← Ur. kyaa. Gramm. 2.4.3.4].,480.,interr. was?,what?,kya,,,installed_form,kya,,degener-shina2008:p278:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 19]",cf7c0f358e51d67d9af52cba2af61b6d4aefc8ca81ab3c59e0e5022eb37128d2
2026-08-27,2026-08-27,p278:e20,278,TN446831,kye interr. warum? [Gramm. 2.4.3.7].,"69, 228, 229, 235, 275, 278, 320, 414, 539.",interr. warum?,why?,kye,,,installed_form,kye,,degener-shina2008:p278:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 20]",c215046213d9da8bb455a1bef26d6e4705bd4d2589e40b1a6053d19561cc6c63
2026-08-27,2026-08-27,p278:e21,278,TN446831,"kha- trans. essen. [T. 3865, Atlas 87]. Essens 633. Prät 1sm khiyáas (Kohistani), kheégas 418; 2sf khigyée 44; 3sm khyuu 314, kheégu 314; 3sf kheégi 708; 3pl kheégye 435. Perf 2sf khigíni, kheégini 767.2. pp-sm khíto 617, khítuk 86, 550, khíituk 86; pp Gen-s khítei 314, khítakei 391; pp fem. khíti 257.","Inf. khoóiky 3, 253, 331, 332, 335, 470, 471, 581, 626, 632, 673; Inf Gen-s khoóikyei 626; Inf Dat-s khoóikyeṭ 634; Inf Abl-s khoóikyeǰo 138. Präs 3sm kháan 269; 3pl kháanen 631, 704, 705. Fut 1s kham 683; 3s kháai 28, 203, 216, 237, 269, 354, 405, 568, 574, 582; 3pl kháan 242. Imp 2s kha 335, 361, 524, 558. Opt khóot 429. Abs kheé 246, 254, 261, 352, 406, 649. Vb.nom. khóoǰa während des",essen,eat,kha-,trans.,3865,installed_form,kha-,3865,degener-shina2008:p278:e21,attestation prose carried onto the headline by the p278/279 page break; inflected forms remain audit prose,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 278, glossary entry 21]",f023ffa5bae600a82cb2521338f4d70434e0a4a36b22e582f1bf1b8427eb64a0
2026-08-27,2026-08-27,p279:e01,279,TN446831,khabár fem. Nachricht. [← Ar.-Ur. xabar].,"662, 733. khabárak 658. pl khabaré 764, 768.",Nachricht,news,khabár,fem.,,installed_form,khabár,,degener-shina2008:p279:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 1]",d9af21e2e5e42dd93483e832e865dd4bf27e0106ef8fc9f63fbcebad3b74a2c8
2026-08-27,2026-08-27,p279:e02,279,TN446831,khábo adj. m. link(s). [T. 3832].,"590, 658, 667, 668. ⁋ fem. khábi 662.",link(s),left,khábo,adj. | m.,3832,installed_form,khábo,3832,degener-shina2008:p279:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 2]",d3ee8d801383b0e9b3dd3bfa10ee74dd875ba3f323c3fc4284750a328c37ba0a
2026-08-27,2026-08-27,p279:e03,279,TN446831,"khač- itr. schlecht sein, Not leiden. [T. 14343].","Fut 3s khačéi 99, 114.","schlecht sein, Not leiden",be bad; suffer hardship,khač-,itr.,14343,installed_form,khač-,14343,degener-shina2008:p279:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 3]",a46d2c80bafd02e736907ac538d716a6b02f384df1b479fff861830ba8a0d3bd
2026-08-27,2026-08-27,p279:e04,279,TN446831,"khačeélo adj. m. geizig, Geizhals. [T. 14343].","vor 231. Gen-s khačéelei 669, khačeélakei 231.","geizig, Geizhals",stingy; miser,khačeélo,adj. | m.,14343,installed_form,khačeélo,14343,degener-shina2008:p279:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 4]",468138c4dfdf9fcd3befe2f6fedb8e0508be3832a1d43b4573d03feacac9e914
2026-08-27,2026-08-27,p279:e05,279,TN446831,kháčo adj. m. schlecht. [T. 14343].,"20, 61, 74, 81, 99, 107, 108, 109, 121, 139, 145, 267, 297, 303, 369, 382, 387, 395, 400, 445, 446. ⁋ kháčuk 369. Gen-s kháčakei 29, 166, 268. Abl-s kháčeǰo 107. ⁋ fem kháči 20, 81, 114, 653, 657, 658, 662, 728. ⁋ pl kháče 67, 159.",schlecht,bad,kháčo,adj. | m.,14343,installed_form,kháčo,14343,degener-shina2008:p279:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 5]",c4711d7845599cc3ba7b9a5ac635b12518002ef8009e42d2682fc8c3aae3d380
2026-08-27,2026-08-27,p279:e06,279,TN446831,"kháčo/ kháči th- + Dat. jdm. Schlechtes antun, jdn. schlecht behandeln.","20, 81.","(+ Dat.) jdm. Schlechtes antun, jdn. schlecht behandeln",do someone harm; treat someone badly,kháčo th- | kháči th-,,,installed_form,kháčo th-,,degener-shina2008:p279:e06 degener-shina2008:p279:e06:v2,printed masculine/feminine alternation kháčo/ kháči th- promoted to two variant rows,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 6]",abd8fb33b6f130fc9f1eb9c8eb550471c695c907fd2014504b008912d126a833
2026-08-27,2026-08-27,p279:e07,279,TN446831,"khačyaár fem. Schlechtigkeit, Unglück.","258, 268. pl khačyaré 230.","Schlechtigkeit, Unglück",badness; misfortune,khačyaár,fem.,,installed_form,khačyaár,,degener-shina2008:p279:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 7]",436ebe65b5028fa2a7c328a7c1efb88a1a1fa50f6c936434b15c9da187797450
2026-08-27,2026-08-27,p279:e08,279,TN446831,"khaǰ- itr. kratzen, jucken. [zu khan-].",Prät 3sm khaǰíilu 667.,"kratzen, jucken",scratch; itch,khaǰ-,itr.,,installed_form,khaǰ-,,degener-shina2008:p279:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 8]",d46c8b31477e7d9432bd0012a4b14f4842a0409317785e83a5ad84d0404c0a2c
2026-08-27,2026-08-27,p279:e09,279,TN446831,khaǰiǰ- itr. (pass.) jucken.,"Prät 3sm khaǰíidu 668, 3sf khaǰíidi 672.",(pass.) jucken,itch,khaǰiǰ-,itr.,,installed_form,khaǰiǰ-,,degener-shina2008:p279:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 9]",17affd7d4c8025bd343ebc4d9d30fed979e85d3096c0bd457965c0dd92cfcd56
2026-08-27,2026-08-27,p279:e10,279,TN446831,khaǰún m. Einwohner von Nager. [Bur. khajón].,216. Erg-s khaǰún-se 216.,Einwohner von Nager,inhabitant of Nager,khaǰún,m.,,installed_form,khaǰún,,degener-shina2008:p279:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 10]",3bf494a6b2a9d8cb8f17eeb0903f2ad65468553f60cb1164fc88cfebb8a5f2d9
2026-08-27,2026-08-27,p279:e11,279,TN446831,khal m. Dreschplatz. [T. 3834].,Loci-s khaléǰ 166. Locii-s khalér 642.,Dreschplatz,threshing floor,khal,m.,3834,installed_form,khal,3834,degener-shina2008:p279:e11,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 11]",dca88d8dd97547355baf8102c009d7deccd561029c88d1374dbd265fb69b90e8
2026-08-27,2026-08-27,p279:e12,279,TN446831,Khaláṭ EN eines Clans (qaum).,Gen-pl Khalaṭóo 376.,eines Clans (qaum),clan name,Khaláṭ,EN,,installed_form,Khaláṭ,,degener-shina2008:p279:e12,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 12]",3a6d9fb68fd26dc4f9a14c3eeae9061d32f338df4c10cc491b96c0c593640bd2
2026-08-27,2026-08-27,p279:e13,279,TN446831,khalteé fem. Lüge.,265. pl khalteǰé.,Lüge,lie,khalteé,fem.,,installed_form,khalteé,,degener-shina2008:p279:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 13]",15cda6a498dc10f90b0a4ac6587463a60bf08b9e7164598835878b9bcb378a09
2026-08-27,2026-08-27,p279:e14,279,TN446831,"khan m. Berg. [T. 3792; Radloff 1998, 45 khaṇ].","Gen-s khanéi 398, 562. Loci-s khanéǰ 527. Locii-s khanér 562.",Berg,mountain,khan,m.,3792,installed_form,khan,3792,degener-shina2008:p279:e14,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 14]",9db1653871b4739afcd01c3f4f32d911bfca3f0eac479696cc3b527797c3d9bc
2026-08-27,2026-08-27,p279:e15,279,TN446831,khan- trans. kratzen. [T. 2689].,"Abs khanií 422, 666. Prät 2sm khaniígaa 375; 3sf khaniígi 590.",kratzen,scratch,khan-,trans.,2689,installed_form,khan-,2689,degener-shina2008:p279:e15,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 15]",ed805e9c06a4e8272fd5f78dcb3de982395e1fcf59439e42ae1c5ee2af87a621
2026-08-27,2026-08-27,p279:e16,279,TN446831,khaniǰ- itr. (pass. von khan-) gekratzt werden.,Fut 2s khaniíǰee 375; 3s khaniíǰei 375.,(pass. von khan-) gekratzt werden,be scratched,khaniǰ-,itr.,,installed_form,khaniǰ-,,degener-shina2008:p279:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 16]",f2b05484b675c12f364709ed7fc14c700512cbf7b9868655af806ada177e584d
2026-08-27,2026-08-27,p279:e17,279,TN446831,"khaŋár m. Schwert. [= Bur., Ikoh khagʌ̀r, vgl. Buddruss 1996, 45].","57, 106, 311. Dat-s khaŋeréṭ 205. Abl-s khaŋréǰo 106.",Schwert,sword,khaŋár,m.,,installed_form,khaŋár,,degener-shina2008:p279:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 17]",dc935ce095d713d3a0c19c01d280431c5c56273569a10055b12fc1abe4a792bb
2026-08-27,2026-08-27,p279:e18,279,TN446831,khapái fem. Löffel. [Ikoh khapʌ́y~ Schöpfkelle].,khapéyek 675. Locii khapáyer 307.,Löffel,spoon,khapái,fem.,,installed_form,khapái,,degener-shina2008:p279:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 18]",000c07136de998b7780113b5b15e3188ac512d9a3be9f6a33e894c12dda91427
2026-08-27,2026-08-27,p279:e19,279,TN446831,khaš b- itr. geschlachtet werden.,621.,geschlachtet werden,be slaughtered,khaš b-,itr.,,installed_form,khaš b-,,degener-shina2008:p279:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 19]",fcc83c780927234316550c8206da968d76cf57897e05a1160a179f0ca9c7a823
2026-08-27,2026-08-27,p279:e20,279,TN446831,"khaš th- trans. schlachten. [Bur. =, Ikoh khʌ̀š].","587.2, 707, 729.",schlachten,slaughter,khaš th-,trans.,,installed_form,khaš th-,,degener-shina2008:p279:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 20]",99045b8267b95edc37cd4202e187792ece76ac13a0a5a974127d8e4bb2e92a80
2026-08-27,2026-08-27,p279:e21,279,TN446831,"khaáš Schneiden, Schnitt. [khaš th- schneiden, khaáš th- langsam, schmerzhaft schneiden].",8.,"Schneiden, Schnitt",cutting; cut,khaáš,,,installed_form,khaáš,,degener-shina2008:p279:e21,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 279, glossary entry 21]",438c18dfeba02defcee8ceffaa57677f945b59476c9cd74422eeead523c93d7d
2026-08-27,2026-08-27,p280:e01,280,TN447377,"khaáṣ th- streichen. [Ikoh khaṣ cleanliness, zu T. 2972].",313.,streichen,stroke,khaáṣ th-,,,installed_form,khaáṣ th-,,degener-shina2008:p280:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 1]",2f9eee6907e667888295f600b8b3959c995061c47f59aacfc8a06ff637e25adc
2026-08-27,2026-08-27,p280:e02,280,TN447377,"khaṭ Bett. [T. 3781, Atlas 82].",754.,Bett,bed,khaṭ,,3781,installed_form,khaṭ,3781,degener-shina2008:p280:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 2]",e99ef2a44cc2155734c3fbb0f01d86c417786967efe07a026b935f5b7f4889c7
2026-08-27,2026-08-27,p280:e03,280,TN447377,khaṭaár fem. Messer. [T. 2860; Aspiration von khaŋár?].,"101, 621, 622.",Messer,knife,khaṭaár,fem.,2860,installed_form,khaṭaár,2860,degener-shina2008:p280:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 3]",96540ff52e9faba49add6404449d6f50fa4cecf52fda487f1102020fcfc3e7a0
2026-08-27,2026-08-27,p280:e04,280,TN447377,"khayar-, kheer- trans. (Kaus. von kha-) zu fressen geben, verfüttern an (+ Dat.).","Inf kheeroóiky 261, 699. Fut 3s khayaréi 385, kheeréi 385. Imp 2s kheeré, khayaré 361.Prät 3sm kheereégu 645.","(Kaus. von kha-) zu fressen geben, verfüttern an (+ Dat.)",give to eat; feed to,khayar- | kheer-,trans.,,installed_form,khayar-,,degener-shina2008:p280:e04 degener-shina2008:p280:e04:v2,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 4]",7de4f1b157532024f05d9d2270b7bcfcb7eeb44917309a5e38439ae30bac53cf
2026-08-27,2026-08-27,p280:e05,280,TN447377,"khayáas fem. Baumwolle. [T. 2877, Bur. kayáas].",khayáazak 692.,Baumwolle,cotton,khayáas,fem.,2877,installed_form,khayáas,2877,degener-shina2008:p280:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 5]",2a3b758a8e94fd6023d46b29f0840cbf1af98d0d1e38b5881abcc95d1a050ef0
2026-08-27,2026-08-27,p280:e06,280,TN447377,kheéiše (pl) Korn mit Grannen und Stroh (ungedroschen).,151.,Korn mit Grannen und Stroh (ungedroschen),grain with awns and straw (unthreshed),kheéiše,(pl),,installed_form,kheéiše,,degener-shina2008:p280:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 6]",46150d52c4b184b090f9cdd963be639bcb205f2e0e96f1d21e3efc21269466ca
2026-08-27,2026-08-27,p280:e07,280,TN447377,khéeli fem. Nur in khéeli hagúi kleiner Finger.,748.,Nur in khéeli hagúi kleiner Finger,only in khéeli hagúi: little finger,khéeli,fem.,,installed_form,khéeli,,degener-shina2008:p280:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 7]",ba92d3dfde3e09843ac509150784bcf5c8cc17182f5c486b2b5e4a35fa2074a0
2026-08-27,2026-08-27,p280:e08,280,TN447377,khéen fem. Zeit. [= Bur.].,"647, 742. Locii-s khéener 591, 592, 632, 656.1, 669, 722, 747, 753, 758, 772, 779.",Zeit,time,khéen,fem.,,installed_form,khéen,,degener-shina2008:p280:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 8]",400a732d602b663650e369508c91f8c510a0b502dcc3a1285e0c77cd2e34dfbc
2026-08-27,2026-08-27,p280:e09,280,TN447377,khéer ge adv. gut. [←Ar.-Ur. xair + ge nach Urdu xair se].,719.,gut,well,khéer ge,adv.,,installed_form,khéer ge,,degener-shina2008:p280:e09,collocation headword with particle ge,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 9]",9807e7c5fe3522874301dc3d8944fb198d882853e6a2c252f44eb8f449b2a732
2026-08-27,2026-08-27,p280:e10,280,TN447377,kheer- s. khayar-.,,,give to eat; feed to,kheer-,,,installed_cross_reference_variant,kheer-,,degener-shina2008:p280:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 280, glossary entry 10]",fddc15091bd92de117a531a4f58cd68ad40a275e00bcca70ee1e107ae8ab8411
