Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Lect_Code,Language_Label,Site,Similarity_Group,Response_Index,Raw_Form,Form,Review,Uncertainty,Source_Scope,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,chamberlain-chamberlain2019lahul,70,62,121,evening,Ld,Ladakhi,Leh,2,1,pithok,pithok,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 121, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,121,evening,Ld,Ladakhi,Leh,b,2,dzɐɾɐpiɾ,dzɐɾɐpiɾ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 121, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,121,evening,Bh,Bhoti,Spiti,2,1,pitok,pitok,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 121, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,121,evening,Tb,Tibetan,Lhasa,3,1,gøŋtɔ,gøŋtɔ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 121, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Hi,Hindi,Standard,8,1,kʌl,kʌl,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pg,Pangi,Tindi,9,1,ʃudʒi,ʃudʒi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ch,Chinali,Gushal,4,1,i,i,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Chinali-Gushal]",sillahul2019:g122:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ch,Chinali,Nalda,4,1,hi,hi,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Chinali-Nalda]",sillahul2019:g122:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Lo,Lohari,Gondhla,4,1,iː,iː,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Lohari-Gondhla]",sillahul2019:g122:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Lo,Lohari,Gawzang,4,1,hi,hi,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Lohari-Gawzang]",sillahul2019:g122:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Jobrang,2,1,ɛɾe,ɛɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Jobrang]",sillahul2019:g122:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Jobrang,2,2,ɛɾek̚,ɛɾek̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Jobrang]",sillahul2019:g122:sil-lahul-2019-pa-jobrang:i2
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Thirot,2,1,ɛɾe,ɛɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Thirot]",sillahul2019:g122:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Udeypur,2,1,ɛɾek,ɛɾek,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Udeypur]",sillahul2019:g122:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Gushal,2,1,ɛɾe,ɛɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Gushal]",sillahul2019:g122:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Mooling,2,1,ɛɾe,ɛɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Mooling]",sillahul2019:g122:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Tholang,2,1,eɾɛk,eɾɛk,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Tholang]",sillahul2019:g122:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Chimrat,2,1,ɛɾe,ɛɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Chimrat]",sillahul2019:g122:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Pa,Pattani,Salgram,6,1,jeɾe,jeɾe,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Pattani-Salgram]",sillahul2019:g122:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ti,Tinani,Sissu,3,1,ekit̚,ekit̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Tinani-Sissu]",sillahul2019:g122:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ti,Tinani,Gondhla,2,1,ɛkig,ɛkig,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Tinani-Gondhla]",sillahul2019:g122:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ga,Gahri,Keylong,5,1,jɐ,jɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Gahri-Keylong]",sillahul2019:g122:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ga,Gahri,Stingri,5,1,jɐ,jɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Gahri-Stingri]",sillahul2019:g122:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ga,Gahri,Gawzang,5,1,jɐ,jɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Gahri-Gawzang]",sillahul2019:g122:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Darcha,1,1,dʌŋ,dʌŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Darcha]",sillahul2019:g122:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Kolong,1,1,d̪əŋ,d̪əŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Kolong]",sillahul2019:g122:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Rarig,1,1,d̪əŋ,d̪əŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Rarig]",sillahul2019:g122:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Tingrat,1,1,dɐŋ,dɐŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Tingrat]",sillahul2019:g122:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Khoksar,1,1,d̪ʌŋ,d̪ʌŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Khoksar]",sillahul2019:g122:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Ld,Ladakhi,Leh,1,1,dɐŋ,dɐŋ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Bh,Bhoti,Spiti,1,1,tʌŋ,tʌŋ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,122,yesterday,Tb,Tibetan,Lhasa,7,1,kaːsəŋ,kaːsəŋ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 122, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Hi,Hindi,Standard,1,1,ɐdʒ,ɐdʒ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pg,Pangi,Tindi,3,1,hi,hi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ch,Chinali,Gushal,1,1,ɐdʒ,ɐdʒ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Chinali-Gushal]",sillahul2019:g123:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ch,Chinali,Nalda,1,1,ʌdʒ,ʌdʒ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Chinali-Nalda]",sillahul2019:g123:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Lo,Lohari,Gondhla,1,1,ʌdz,ʌdz,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Lohari-Gondhla]",sillahul2019:g123:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Lo,Lohari,Gawzang,1,1,ɐdz,ɐdz,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Lohari-Gawzang]",sillahul2019:g123:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Jobrang,4,1,toʔ,toʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Jobrang]",sillahul2019:g123:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Thirot,4,1,to̪ ʔ,to̪ ʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Thirot]",sillahul2019:g123:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Udeypur,4,1,to̪ g,to̪ g,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Udeypur]",sillahul2019:g123:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Udeypur,4,2,to̪ k,to̪ k,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Udeypur]",sillahul2019:g123:sil-lahul-2019-pa-udeypur:i2
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Gushal,4,1,to̪ ʔ,to̪ ʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Gushal]",sillahul2019:g123:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Mooling,4,1,to̪,to̪,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Mooling]",sillahul2019:g123:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Tholang,4,1,to̪ g̚,to̪ g̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Tholang]",sillahul2019:g123:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Chimrat,4,1,to̪ ʔ,to̪ ʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Chimrat]",sillahul2019:g123:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Pa,Pattani,Salgram,4,1,to̪,to̪,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Pattani-Salgram]",sillahul2019:g123:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ti,Tinani,Sissu,4,1,toʔ,toʔ,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Tinani-Sissu]",sillahul2019:g123:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ti,Tinani,Gondhla,4,1,togh,togh,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Tinani-Gondhla]",sillahul2019:g123:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ga,Gahri,Keylong,5,1,tʌn,tʌn,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Gahri-Keylong]",sillahul2019:g123:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ga,Gahri,Stingri,5,1,th̪ ʌn,th̪ ʌn,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Gahri-Stingri]",sillahul2019:g123:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ga,Gahri,Gawzang,5,1,tʌn,tʌn,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Gahri-Gawzang]",sillahul2019:g123:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Darcha,2,1,dɾɪn,dɾɪn,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Darcha]",sillahul2019:g123:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Kolong,2,1,d̪ɪɾiŋ,d̪ɪɾiŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Kolong]",sillahul2019:g123:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Rarig,2,1,d̪ɪɾiŋ,d̪ɪɾiŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Rarig]",sillahul2019:g123:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Tingrat,2,1,tɪriŋ,tɪriŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Tingrat]",sillahul2019:g123:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Khoksar,6,1,tɛ̪ ɾiŋ,tɛ̪ ɾiŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Khoksar]",sillahul2019:g123:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Ld,Ladakhi,Leh,2,1,dɪɾiŋ,dɪɾiŋ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Bh,Bhoti,Spiti,6,1,tʌɾi,tʌɾi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,123,today,Tb,Tibetan,Lhasa,2,1,tḁɾiŋ,tḁɾiŋ,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 123, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Hi,Hindi,Standard,1,1,kʌl,kʌl,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pg,Pangi,Tindi,5,1,ʃu,ʃu,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Ch,Chinali,Gushal,5,1,sui,sui,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Chinali-Gushal]",sillahul2019:g124:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Ch,Chinali,Nalda,5,1,ʃuːi,ʃuːi,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Chinali-Nalda]",sillahul2019:g124:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Lo,Lohari,Gondhla,5,1,ʃui,ʃui,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Lohari-Gondhla]",sillahul2019:g124:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Lo,Lohari,Gawzang,5,1,ʃui,ʃui,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Lohari-Gawzang]",sillahul2019:g124:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Jobrang,2,1,mutʌŋ,mutʌŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Jobrang]",sillahul2019:g124:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Thirot,2,1,mutɐɳ,mutɐɳ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Thirot]",sillahul2019:g124:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Udeypur,2,1,mutʌ̪ ŋ,mutʌ̪ ŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Udeypur]",sillahul2019:g124:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Gushal,2,1,mutə̪ ŋ,mutə̪ ŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Gushal]",sillahul2019:g124:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Mooling,2,1,mutɐ̪ ːn,mutɐ̪ ːn,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Mooling]",sillahul2019:g124:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Tholang,2,1,muʔtʌ̪ ŋ,muʔtʌ̪ ŋ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Tholang]",sillahul2019:g124:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Chimrat,2,1,mutɐ̪ h,mutɐ̪ h,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Chimrat]",sillahul2019:g124:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,70,62,124,tomorrow,Pa,Pattani,Salgram,2,1,mud̪ɐ,mud̪ɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 62, item 124, Pattani-Salgram]",sillahul2019:g124:sil-lahul-2019-pa-salgram:i1
