Entry_Key,Form,Raw_Gloss_German,English_Gloss,Review,Translator,Model,Source_SHA256
berger-entry-4147:dialect:1,húuċhil,"húuċhil Wasser, das bei der Bewässerung auf der niederen Seite des Feldes wieder herausfließt","húuċhil water, which flows out again when watered on the lower side of the field",machine-translated-unreviewed,Argos Translate,de_en 1.3,b18d6132e93a4d18a95b6148edbc48b19d49adff039dd059ef9b036a12f91c14
berger-entry-4148,hurgás,"dick, kräftig (Haut, Leder, Stoff)","thick, strong (skin, leather, fabric)",machine-translated-unreviewed,Argos Translate,de_en 1.3,79981c4478009b94b6dfa372dc23d6c4145718b09dd200e8f565d6e0f1cfe86e
berger-entry-4149,tan-hurgás,ds. steigernd,same as boosting,machine-translated-unreviewed,Argos Translate,de_en 1.3,da7e66b1ec6f463406793b544ae0716a295af7cc254ce15a4d3243da2d0c33d7
berger-entry-4150,hurgó,"Anstieg, Steigung; bergauf, bergan","rise, slope; uphill, mountain",machine-translated-unreviewed,Argos Translate,de_en 1.3,8d45c163766e43ad3f81e2939f564c876f9d4f5913af30a002210990fd950a2f
berger-entry-4150:dialect:1,horgó,"Anstieg, Steigung; bergauf, bergan","rise, slope; uphill, mountain",machine-translated-unreviewed,Argos Translate,de_en 1.3,8d45c163766e43ad3f81e2939f564c876f9d4f5913af30a002210990fd950a2f
berger-entry-4151,huríl,+t- ausplündern,plunder +t-,machine-translated-unreviewed,Argos Translate,de_en 1.3,a4a0e0a576f395a853edf492f385020967b1fdf8a6c5f14fe77426d6125cf92d
berger-entry-4152,hurógo,Schweiß,sweat,machine-translated-unreviewed,Argos Translate,de_en 1.3,00cb6d18a13aef0d6d14398b00746c2a51265c505ce8c0fe75f05e0dedc3108d
berger-entry-4152:dialect:1,horógo,Schweiß,sweat,machine-translated-unreviewed,Argos Translate,de_en 1.3,00cb6d18a13aef0d6d14398b00746c2a51265c505ce8c0fe75f05e0dedc3108d
berger-entry-4154,hurś,"bhz.ng. -ánç zusammengestellte Garben, Kornhocke","bhz.ng. -ánç compiled sheaves, grain squat",machine-translated-unreviewed,Argos Translate,de_en 1.3,a6ceb50b78ca332cca47f8cd32766957a701c96639a83ea45afcb554239baa2f
berger-entry-4154:dialect:1,hurç,"bhz.ng. -ánç zusammengestellte Garben, Kornhocke","bhz.ng. -ánç compiled sheaves, grain squat",machine-translated-unreviewed,Argos Translate,de_en 1.3,a6ceb50b78ca332cca47f8cd32766957a701c96639a83ea45afcb554239baa2f
berger-entry-4155,hurt,Verkleidungsmauer bei terrassierten Feldern,fairing wall in terraced fields,machine-translated-unreviewed,Argos Translate,de_en 1.3,12766533f8680d6f1f99156b38572098e63fc45e37885f731632ba96fe588e79
berger-entry-4156,hurtá,(Boden) naß {sh. kurdó),(soil) wet {sh. kurdó],machine-translated-unreviewed,Argos Translate,de_en 1.3,7841484b7b885ea687da8bc4eac8f93541cd1d2d8424b9e09d1ccbf5941a1b25
berger-entry-4157,hurú,Saft der überreifen Frucht,juice of the overripe fruit,machine-translated-unreviewed,Argos Translate,de_en 1.3,28164fe9f8ee88ff6ece374e491f32d2d6e8cd24ae15e62d7950f9b8e9734b3f
berger-entry-4158,hurúginas,"Welle, Strömung, Wirbel (-rig-)","wave, current, vortex (-rig-)",machine-translated-unreviewed,Argos Translate,de_en 1.3,413f089d04a241ce7349dd16ddde1d9a212a9bf1a887f02f748be9856606ba41
berger-entry-4159,hurúś,"(Kleider, Korn) Feuchtwerden und allmähliches Verderben","(clothes, grain) wetting and gradual spoilage",machine-translated-unreviewed,Argos Translate,de_en 1.3,92a4d252820b32139076bc8c63598ba54367a99f1280171c5aa3fd46bf7e6d44
berger-entry-4160,hurút- -rúš-,"mit Pi.-Subj. hurúća- ; , Abs. nuúro ; ; ; und nuúrut(in) u.a.; neg. oórut- ; ; , Imp. hurú , , hurút ; ; sich setzen, (Perf.) sitzen ; ; ; sich niederlassen, siedeln (auch von Gefühlen und Zuständen beim Menschen), wohnen, bleiben ; ; ; ; (ab)warten , schwanger werden (mit -aṅe) ; sich setzen (vom Trüben der Flüssigkeit); bildet als Hilfsverbum mit dem Präsensptz. eine periphrastische Konstruktion mit durativer Funktion, vgl. Gr. .; ff","with Pi.-Subj. hurúća-; , Abs. nuúro; ; and nuúrut(in) among others; neg. oórut-; ;, Imp. hurú, , hurút; ; sit down, settle down (also from feelings and states in man), dwell, remain ; ; ; wait, get pregnant (with -aṅe) ; sit down (from the clouding of the fluid); as an auxiliary verb with the present-day specimen, a periphrastic construction with durative function, cf. Gr.; ff",machine-translated-unreviewed,Argos Translate,de_en 1.3,12e25859da606c2041ba3031d9e65754ed129a7050b8a78f4efdbb441fbf139b
berger-entry-4160:dialect:1,hurúṭ-,"mit Pi.-Subj. hurúća- ; , Abs. nuúro ; ; ; und nuúrut(in) u.a.; neg. oórut- ; ; , Imp. hurú , , hurút ; ; sich setzen, (Perf.) sitzen ; ; ; sich niederlassen, siedeln (auch von Gefühlen und Zuständen beim Menschen), wohnen, bleiben ; ; ; ; (ab)warten , schwanger werden (mit -aṅe) ; sich setzen (vom Trüben der Flüssigkeit); bildet als Hilfsverbum mit dem Präsensptz. eine periphrastische Konstruktion mit durativer Funktion, vgl. Gr. .; ff","with Pi.-Subj. hurúća-; , Abs. nuúro; ; and nuúrut(in) among others; neg. oórut-; ;, Imp. hurú, , hurút; ; sit down, settle down (also from feelings and states in man), dwell, remain ; ; ; wait, get pregnant (with -aṅe) ; sit down (from the clouding of the fluid); as an auxiliary verb with the present-day specimen, a periphrastic construction with durative function, cf. Gr.; ff",machine-translated-unreviewed,Argos Translate,de_en 1.3,12e25859da606c2041ba3031d9e65754ed129a7050b8a78f4efdbb441fbf139b
berger-entry-4161,urut-,"sitzen lassen, sich setzen lassen ; ; ; ; hinlegen ; ansiedeln, zum Dableiben veranlassen; sich halten (Diener, Haustier) ; ; ; , bei sich behalten 37. 21; ; `","let sit, let sit; ; ; lie down; settle, cause to stay; hold (servant, pet); ; ; keep with yourself 37",machine-translated-unreviewed,Argos Translate,de_en 1.3,71acd52ccf6bd1a3b5a3782bf29ca42d7faefef64fabaae5a0dfb477f03fdcd1
berger-entry-4161:dialect:1,=huruṭ-,"sitzen lassen, sich setzen lassen ; ; ; ; hinlegen ; ansiedeln, zum Dableiben veranlassen; sich halten (Diener, Haustier) ; ; ; , bei sich behalten 37. 21; ; `","let sit, let sit; ; ; lie down; settle, cause to stay; hold (servant, pet); ; ; keep with yourself 37",machine-translated-unreviewed,Argos Translate,de_en 1.3,71acd52ccf6bd1a3b5a3782bf29ca42d7faefef64fabaae5a0dfb477f03fdcd1
berger-entry-4165,d:urut-,"(Subj. = Pron.präfix) sich niederlassen, sich ruhig verhalten, seinen Wohnsitz nehmen ; kaltgestellt sein, zu nichts mehr imstande sein, unfähig sein (zu -ċum), (Ort, Person) mögen, gern haben (wen -ulo)","(subj. = pron.prefix) to settle down, to be quiet, to take up his residence ; to be cold, to be incapable of anything more, to be incapable (to -ċum), (place, person) to be able, to have like (wen -ulo)",machine-translated-unreviewed,Argos Translate,de_en 1.3,b6bb77624661c246af57cdc11e46fa6d43a1b6a19439b6d6d5e39a65e193ac42
berger-entry-4165:dialect:1,d*huruṭ-,"(Subj. = Pron.präfix) sich niederlassen, sich ruhig verhalten, seinen Wohnsitz nehmen ; kaltgestellt sein, zu nichts mehr imstande sein, unfähig sein (zu -ċum), (Ort, Person) mögen, gern haben (wen -ulo)","(subj. = pron.prefix) to settle down, to be quiet, to take up his residence ; to be cold, to be incapable of anything more, to be incapable (to -ċum), (place, person) to be able, to have like (wen -ulo)",machine-translated-unreviewed,Argos Translate,de_en 1.3,b6bb77624661c246af57cdc11e46fa6d43a1b6a19439b6d6d5e39a65e193ac42
berger-entry-4167,húskinum-dúskinum,"duró ét- schwer arbeiten, alles, was es auch sei, machen","duró ét- hard work, do whatever it may be",machine-translated-unreviewed,Argos Translate,de_en 1.3,e2d3764f25e88cff5c300f5ca605fc1f97514f1067df08c4931aab7d5e35c737
berger-entry-4168,huśáar,"und tuśśáar klug, intelligent, gescheit ; (u-)","and tuśśáar wise, intelligent, clever ; (u-)",machine-translated-unreviewed,Argos Translate,de_en 1.3,f9af1ef58634b9aa38eade780db7ee975e58359dd6fb085cf34b4b3cecd11c24
berger-entry-4169,uśaarí,Ķlugheit,Ķlugheit,machine-translated-unreviewed,Argos Translate,de_en 1.3,068534a5e46f16373566b155aeb9212fd6519e549bf0dc287d02bdd0bd50f69f
berger-entry-4170,huśkín-,(ganz wenig Wasser) her- _ austräufeln (zu 'hus),(very little water) to drizzle (to 'hus),machine-translated-unreviewed,Argos Translate,de_en 1.3,5f6b5591bf653d668569675301477b773267558264dec3c162cc3aa4f5b05140
berger-entry-4171,du-úśkin- -kii-,und,and,machine-translated-unreviewed,Argos Translate,de_en 1.3,856cc99d87343400dc05fe7d03fa666602a1d92c4fb0ee1f5ae2f0a5fb218eb8
berger-entry-4171:dialect:1,du-húśkin-,und,and,machine-translated-unreviewed,Argos Translate,de_en 1.3,856cc99d87343400dc05fe7d03fa666602a1d92c4fb0ee1f5ae2f0a5fb218eb8
berger:p208:c1:e001,d:-śkin-,"d:-śkukin- bis auf den letzten Tropfen ausleeren; (Kalb) ans Euter bringen, wenn die Kuh keine Milch mehr gibt",d:-śkukin- empty to the last drop; (calf) bring to the udder when the cow gives no more milk,machine-translated-unreviewed,Argos Translate,de_en 1.3,943316d4882f518e1e00e09a03621f317d68e66b7abb7cea640bbbd120d1c1f9
berger:p208:c1:e001:dialect:1,d+huśkin-,"d:-śkukin- bis auf den letzten Tropfen ausleeren; (Kalb) ans Euter bringen, wenn die Kuh keine Milch mehr gibt",d:-śkukin- empty to the last drop; (calf) bring to the udder when the cow gives no more milk,machine-translated-unreviewed,Argos Translate,de_en 1.3,943316d4882f518e1e00e09a03621f317d68e66b7abb7cea640bbbd120d1c1f9
berger-entry-4173,huśy,"Feuchtigkeit (im Feld, Boden), ng. grasbewachsener, nicht absichtlich bewässerter Abhang in der Nähe von Kanälen l","moisture (in the field, soil), ng. grassy, not intentionally watered slope near canals l",machine-translated-unreviewed,Argos Translate,de_en 1.3,f66fece8756c95f6d4a9668d69745f9a1b9815fc0c523ff9b5ce54b90fec3dd9
berger-entry-4173:dialect:1,huś,"Feuchtigkeit (im Feld, Boden), ng. grasbewachsener, nicht absichtlich bewässerter Abhang in der Nähe von Kanälen l","moisture (in the field, soil), ng. grassy, not intentionally watered slope near canals l",machine-translated-unreviewed,Argos Translate,de_en 1.3,f66fece8756c95f6d4a9668d69745f9a1b9815fc0c523ff9b5ce54b90fec3dd9
berger-entry-4174,?huś,den wohlverdienten Lohn oder Strafe bekommen habend,having received the well-deserved wage or punishment,machine-translated-unreviewed,Argos Translate,de_en 1.3,a9f7df5dc018dd00c92022663607e77435d58a4568920ce14956739916d617eb
berger-entry-4176,húto,"(Kindersprache) Huhn, Hahn, Henne","(children's language) chicken, rooster, hen",machine-translated-unreviewed,Argos Translate,de_en 1.3,d3920da5ff7da2041eb9a58890152ee4320c2a746d07db799c4c8c99046f58aa
berger-entry-4177,hutin-,s. utin,see utin,machine-translated-unreviewed,Argos Translate,de_en 1.3,0f914b84a0f7c261442cc57940f222505ef4888ba3b6cbf71720faa960fda117
berger-entry-4179,huú ét-,"(Gebet oder Segenswunsch) leise ins Ohr flüstern; (zum Wärmen oder Staubentfernen) anblasen, hauchen","whisper (prayer or blessing) quietly in the ear; blow (for warming or removing dust), breathe",machine-translated-unreviewed,Argos Translate,de_en 1.3,0986a3b35a3151e11c803dc12a1872032eb9e5cdc546b3ca477a6b11ee5310d1
berger-entry-4180,húuċhil,s. húrċhil,see húrċhil,machine-translated-unreviewed,Argos Translate,de_en 1.3,ba07768e3c12fa9bf0223f42765e12c70d7c90a3cf99fb800e4305bce45fa053
berger-entry-4181,húu-háa ét-,"(bei einem Fest) sich ausleben, sich freuen, essen, trinken, reden usw","(at a feast) to live out, rejoice, eat, drink, talk, etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,b500c3ee3f61e3308fb6e50b510806330069e636e9b28701c5a5421811ee7ea0
berger-entry-4182,håü-háã ét-,"nicht recht wollen, herumnörgeln","not right, nagging",machine-translated-unreviewed,Argos Translate,de_en 1.3,8b27afb06fb38df4bbb41f930721bafd64047199b3a12cdfb519c7d9a4cc980c
berger-entry-4183,huúp -t-,"schlürfen, verschlingen 15. 8, (Rauch) einatmen, inhalieren","slurp, devour 15, 8, (smoke) inhale, inhale",machine-translated-unreviewed,Argos Translate,de_en 1.3,ad62d1fe7557069ea29ec3b927883dda77ff22f78d8f9e4a1c0a180951c19e97
berger-entry-4184,húuś,hóoś Bewußtsein; Intelligenz ll,hóoś consciousness; intelligence ll,machine-translated-unreviewed,Argos Translate,de_en 1.3,90c7248f3ebfe15ba44471f11a13046933b9937358fb057fac718953d5234bf2
berger-entry-4185,hoośidáar--,"intelligent, klug","intelligent, smart",machine-translated-unreviewed,Argos Translate,de_en 1.3,b32050602e87ef7a5d5e63910ee2a20bdad96404b636a42bbef24c6d215523a7
berger-entry-4186,húuś-húuś,Ruf zum Anlocken von Kühen,call to attract cows,machine-translated-unreviewed,Argos Translate,de_en 1.3,b38d76ea1523b4fdf20dc2a48e60a31c6303b2d4a73a3c8c4e73cc5c84bb1738
berger-entry-4187,húusśi,"Beute, Raubgut","loot, robbery",machine-translated-unreviewed,Argos Translate,de_en 1.3,52e32974223870a08f45c30cce90d18407bae9d0679fb6fba47f426a5f86392c
berger-entry-4187:dialect:1,húśi,"Beute, Raubgut","loot, robbery",machine-translated-unreviewed,Argos Translate,de_en 1.3,52e32974223870a08f45c30cce90d18407bae9d0679fb6fba47f426a5f86392c
berger-entry-4188,húut,Triebsand,shooting sand,machine-translated-unreviewed,Argos Translate,de_en 1.3,711ea42365c6341554385d15e51c4f2eee4bb3047b6fc87359b0961c548de056
berger-entry-4189,húut-húut,Ruf zum Locken der Hühner,call to lure the chickens,machine-translated-unreviewed,Argos Translate,de_en 1.3,9dc6506e7ad62d52e61ddfb5dcec8ea14f0eb131320fdbad24067046c646f681
berger-entry-4190,húuyo,Eule; blind L Ż11 ',owl; blind L Ż11',machine-translated-unreviewed,Argos Translate,de_en 1.3,46cbe8f330cd704d5c9d18fd5fd8903061f6ac93f7a4c1e2d852f58d0dffd3da
berger-entry-4191,húya,"Gesang der Hirten vor den Häusern in der Zeit, wenn der Herbstweizen gesät wird, um getrocknete Aprikosen usw. geschenkt zu bekommen; Ruf, um Vögel zu verscheuchen (der Mädchen, wenn die Maulbeeren reifen)","singing of the shepherds in front of the houses in the time when the autumn wheat is sown to be given dried apricots, etc.; call to scare away birds (the girls when the mulberries ripen)",machine-translated-unreviewed,Argos Translate,de_en 1.3,3b806c330f94e78696341667b24ed33d35d5562800e51e0d53d8d98b9be8e23b
berger-entry-4194,húya,ċhaí ét- den Hirtengesang,ċhaí ét- the shepherd's song,machine-translated-unreviewed,Argos Translate,de_en 1.3,48dd27cd94d91201f06d57ec722995df42ecfaaa49e850eaa4504028a9e64a12
berger:p209:c1:e003,genhirte,27. 12; ; auch verächtlich für Niedrigerstehende,27:12; ; also contemptible for lower,machine-translated-unreviewed,Argos Translate,de_en 1.3,69f3f95e94120558f94e14930e7d53ddba4fb8d28ac87fb9689a67e5bb2b8840
berger:p209:c1:e005,Hay,"""hunyes"" Kleinvieh, d.i. Schafe und/oder Ziegen ; ; ; ; u.a","""hunyes"" cattle, i.e. sheep and/or goats ; ; ; ; etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,da91e261f3970b747c9ba3375c7f6a85c0067df3787f7f7791de731e42765a84
berger:p209:c1:e005:dialect:1,huyés,"""hunyes"" Kleinvieh, d.i. Schafe und/oder Ziegen ; ; ; ; u.a","""hunyes"" cattle, i.e. sheep and/or goats ; ; ; ; etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,da91e261f3970b747c9ba3375c7f6a85c0067df3787f7f7791de731e42765a84
berger-entry-4196,huyéskum Kleinvieh-,Zie,zie,machine-translated-unreviewed,Argos Translate,de_en 1.3,f63d3131234ee9f6fb94d16d5f5d5fbd5164106a01051c3b566a61d022b87ff3
berger-entry-4197,huyó,"Ledertasche für Mehl usw. (größer als kúuto, kleiner als","leather bag for flour, etc. (larger than kúuto, smaller than )",machine-translated-unreviewed,Argos Translate,de_en 1.3,40802d3aa57dc116a60847fcc8aa8007f32231b0809ad7fb3791acb03ebb46c7
berger-entry-4198,huyóo,"Tier mit Wolle, Schaf","animal with wool, sheep",machine-translated-unreviewed,Argos Translate,de_en 1.3,2ea72dae99ee556cccd10cb10fa294a1274b49eceec43b56d33e1187b441ff1d
berger-entry-4199,huyóokum,"ds., adj. Schafs","same as preceding entry., adj. sheep",machine-translated-unreviewed,Argos Translate,de_en 1.3,c23c52c433eccb6baea476264814107ea412b0c2c4ae5697e2e7774757bd317d
berger-entry-4200,i,"Lok. s. -ćij-i <i selbst, in jéi ich selbst, gúi du selbst usw., häufiger mit Verdoppelung des. Pronominalstamms","lok. s. -ćij-i <i itself, in jéi myself, gúi du yourself, etc., more often with doubling of the pronoun tribe",machine-translated-unreviewed,Argos Translate,de_en 1.3,4df2f41b1dfba199fbaa161d8f35db32d64ff29110891b2e7b3d42f9fdf22635
berger-entry-4201,í,"pl. bz.ng. -yú , ; , -yúa ; ; Sohn, pl. auch Kinder (-yúa); ; 386","pl. bz.ng. -yú ; , -yúa ; ; son, pl. also children (-yúa); ; 386",machine-translated-unreviewed,Argos Translate,de_en 1.3,13e917762545ce8de91093f57d4ea86acdea148fd87904d10466df64943a2cf8
berger-entry-4203,izJí-,s. iné,see iné,machine-translated-unreviewed,Argos Translate,de_en 1.3,4cc190d08ec8562a745af82dfb791c4f8fa9b01465f4a373a6898ce01fd6ba84
berger:p210:c2:e001,d:i-,s. di-é,see also di-é,machine-translated-unreviewed,Argos Translate,de_en 1.3,76e79ccf5f0132299a5a66d9f19575de0030be4c111673f63b0f4b5b368541a1
berger:p210:c2:e002,?d:i- -ć-,"d:in hz.ng., intr., vgl. Gr. . riechen, (Geruch) wahrnehmen (Pron.präfix = Subj.) {auch d:ya-)","d:in hz.ng., intr., cf. Gr. . smell, (smell) perceive (pron.prefix = subj.) {also d:ya-)",machine-translated-unreviewed,Argos Translate,de_en 1.3,2170137dd2d7ed648ea31b563fe93c4aa1e8a97b48c031c8e47301284135c758
berger-entry-4206,ibaadåt,"Verehrung, Anbetung","worship, worship",machine-translated-unreviewed,Argos Translate,de_en 1.3,4c3e0396ea7c12f34d133cba85e07d483e44ef6ec0808acf46f1320dac47cd6e
berger-entry-4207,iċčaaléè,s. alés,see also Ales,machine-translated-unreviewed,Argos Translate,de_en 1.3,78716651221694cae843456bd23ac749fa47b52845c799a4b13851ba40e2f387
berger-entry-4208,iċé,s. isé,see also Isé,machine-translated-unreviewed,Argos Translate,de_en 1.3,05dcc819fb1c27b79d258a36bb44adb59373f88928c1e63dbce9109ead33c1ef
berger:p210:c2:e006,ziċe,"einzeln, getrennt von anderen, für sich ültur s. yuúltur","individually, separately from others, for itself ültur s. yuúltur",machine-translated-unreviewed,Argos Translate,de_en 1.3,bac46aa84cf8f9d3a97292a05ae2c2a1a65807d47f95054d4481b3daeadfcd82
berger:p210:c2:e007,iċhúaṭe,s. -ċhú,see -ċhú,machine-translated-unreviewed,Argos Translate,de_en 1.3,35c5f173547c6e5b5bf02806e211d29f7882b79f4f09446145e7b8ac6dbbdfe6
berger-entry-4211,íćit,ständig bebautes Land (im Gegensatz zu ter) fitum zum ständig bebauten Land gehörig,permanently cultivated land (as opposed to ter) fitum belongs to the permanently cultivated land,machine-translated-unreviewed,Argos Translate,de_en 1.3,b8abd9286e4fcf0748de8da9f350068771ceb3c84b9b83818ec527873a40c79a
berger-entry-4212,iććúk,"Jacke (innen Pelz, außen Stoff) -ík -ićiù, Cunn. ""goyak"", Hay. ""gú","jacket (inside fur, outside fabric) -ík -ićiù, Cunn. ""goyak"", Hay. ""gú """,machine-translated-unreviewed,Argos Translate,de_en 1.3,a8d08a0cb0e401fc26f2c55db3317095e959570a0f83479e633f8f0d24c9739c
berger-entry-4214,igáś,"Stück Hoiz oder Horn, das am Ende des Schießbogens befestigt wird, mit Kerben für die Sehne Burushaski - Deutsch 2il","piece of hoiz or horn, which is attached to the end of the shooting arch, with notches for the tendon Burushaski - German 2il",machine-translated-unreviewed,Argos Translate,de_en 1.3,47411f0d346bc99f3fc862c2647d3bbc85902d88e6b7991d5733d3c2e855380e
berger:p211:c1:e001,i-,+ 'gas?),+ 'gas?',machine-translated-unreviewed,Argos Translate,de_en 1.3,82bc17c3a02cb0aca05207154f0d6883f9f88d50d10cc735dfe91173bd83f90e
berger:p211:c1:e004,zurückgehen,"(von í-lji, vgl. Gr. .)","(from í-lji, cf. Gr. .)",machine-translated-unreviewed,Argos Translate,de_en 1.3,69bb3930f7c148e6b0cd080211c080d89f87e995484e0dcea716e35f5868bdc1
berger-entry-4219,Tiljaqiś,"+t- zurückschieben, zurücktun ng. auch: eingezogenes Band in einer kleinen Tasche (zum Zusammenziehen)","+t- push back, put back ng. also: retracted band in a small pocket (to pull it together)",machine-translated-unreviewed,Argos Translate,de_en 1.3,bdb13bf119b3115d751864327b4b4e77b107926d331965fa01e4aceb77260cc5
berger:p211:c1:e006,durch,Kneten weich machen,make kneading soft,machine-translated-unreviewed,Argos Translate,de_en 1.3,8ec7974761dd28895893754cbcaf38765d4011a914c96685903c1dce514162e5
berger-entry-4224,ijaazát -ćhí-,ét- Erlaubnis geben,ét- give permission,machine-translated-unreviewed,Argos Translate,de_en 1.3,6272a676079ad158fa47631ba3ffcc63433e01de64611a9311dc9e373384dbb7
berger:p211:c1:e009,ijaazát gán-,um Erlaubnis bitten,ask for permission,machine-translated-unreviewed,Argos Translate,de_en 1.3,534269ccf993dc5939c59decbc3e27de963b8200618b583eff014d18f2aeb293
berger:p211:c1:e010,(bes,um sich verabschieden zu,to say goodbye,machine-translated-unreviewed,Argos Translate,de_en 1.3,bacdce66301b1b9e1357bd513f6b66fd26e272f8ef9fa3c58e0e9ece3b9a2a9c
berger:p211:c1:e012,machtes,Tuch aus Wolle und,cloth made of wool and,machine-translated-unreviewed,Argos Translate,de_en 1.3,5ff978480d4a3e383d4bddaa7e754ea32191c1c41dcbe1a70f081e9e45a246d1
berger:p211:c1:e013,Filzresten,"gemischt, zur Frauenkleidung ' yek"" (d.i. *gu-yék ""dein Name"")","mixed, to women's clothing 'yek' (i.e. *gu-yék ""your name"")",machine-translated-unreviewed,Argos Translate,de_en 1.3,2ee7d79a9604e4e7a3c4c0986d4d727e46cedb2bf00270d72ded365dd4ff508c
berger:p211:c1:e014,hz.ng,"Name , Ruf, guter Ruf","name, reputation, good reputation",machine-translated-unreviewed,Argos Translate,de_en 1.3,2d66707f9b0f7d3d06ff9f13be5f540e2c457e3178d5ec216e2b0390c359ce16
berger:p211:c1:e015,jáa,"aík ... bilá oder biláå ... ich heiße ... ; ; -é -Ík ét-, óos- ... nennen, den Namen ... geben, benennen, angeben als ; ; -će NN -ik bilá ... heißt NN ; iik dilá ng. sagt man, heißt es K -ikate im Namen von (Gen.)","aík ... bilá or biláå ... I am called ... ; ; -é -Ík ét-, óos- ... name, give the name ... name, name as ; ; -će NN -ik bilá ... means NN ; iik dilá ng. says it is called K -ikate in the name of (Gen.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,f6a1501ce7a88d208e2fe344752f149bd14d458b0a17f4266206457125f00802
berger-entry-4226,íkuś,(für *-ik-kuś) in -íikuśaṭe bz.ng. im Namen von (bes. Gott oder Toten),(for *-ik-kuś) in -íikuśaṭe bz.ng. in the name of (be it God or the dead),machine-translated-unreviewed,Argos Translate,de_en 1.3,3eccfc760ad1f5b137054ee5b3b30d6faab32f098989c9ddefa4bcc0698baac6
berger-entry-4229,ik,"Endung des determinierten Pl., vgl. Gr. . - 35","ending of the determined pl., cf. Gr. - 35",machine-translated-unreviewed,Argos Translate,de_en 1.3,047430ce2feb6bdee95380db245041aef221850f6ebe95f8aa4c623fa4dec513
berger-entry-4229:dialect:1,-ek,"Endung des determinierten Pl., vgl. Gr. . - 35","ending of the determined pl., cf. Gr. - 35",machine-translated-unreviewed,Argos Translate,de_en 1.3,047430ce2feb6bdee95380db245041aef221850f6ebe95f8aa4c623fa4dec513
berger-entry-4231,ikaalék,s. alés,see also Ales,machine-translated-unreviewed,Argos Translate,de_en 1.3,78716651221694cae843456bd23ac749fa47b52845c799a4b13851ba40e2f387
berger-entry-4232,iké,s. ité,see ité,machine-translated-unreviewed,Argos Translate,de_en 1.3,b48bd6dda82836a6ba613413ce2557647a412a4b8fe319ffebcb880be58f3580
berger-entry-4233,iki,s. -ki,see -ki,machine-translated-unreviewed,Argos Translate,de_en 1.3,a41b7e82ac1b9242859f0ce05fd64680bd225edfc1592e78b714bd417e9e7182
berger-entry-4234,sikin-,dz-ikin- s. hákin,dz-ikin- s. hákin,machine-translated-unreviewed,Argos Translate,de_en 1.3,4ae6fddf41292f3558aa5b2871a0d9afa65438a9a17195fc5a5d8bb4e74b2482
berger:p211:c2:e007,íkuś,s. -ík,see -ík,machine-translated-unreviewed,Argos Translate,de_en 1.3,fdaade65f330b2246c7d2f2727504b0c0b82ccc0ba4e2f6e807cd6c929323861
berger-entry-4236,sikhin-,"s. hákinil ziù, ng. -miṅ Nadelöhr; Loch (in der Perle usw.); Ende, Offnung eines Bewässerungskanals, Damm, Schleuse ; ; kleinerer Bewässerungskanal ys. il, sh. îr","see hákinil ziù, ng. -miṅ needle eye; hole (in the pearl, etc.); end, opening of a watering channel, dam, lock ; ; smaller watering channel ys. il, sh. îr",machine-translated-unreviewed,Argos Translate,de_en 1.3,3af51fa3e04b9d8a9bf368e336c1ef9a5a010155fb141d11716b39207210e1fb
berger-entry-4239,ilgúin,Wasserbesitzer,water owner,machine-translated-unreviewed,Argos Translate,de_en 1.3,8e74f4d813b2f35b3f16ec102da08f0801c01607741667e3b73139a338f0e94d
berger:p212:c1:e002,íl,"Lippe; Ufer, Rand (Fluß, Schlucht) ; ; s. -hín","lip; shore, rim (river, gorge) ; ; s. -hín",machine-translated-unreviewed,Argos Translate,de_en 1.3,c4216886b44c0057e500eb77938a0cc4904d9e9d8d43f3f6b269cb80c69bfece
berger-entry-4242,íl- -j-,"nzil(in) einweichen, eintauchen","soak nzil(in), immerse",machine-translated-unreviewed,Argos Translate,de_en 1.3,543746aeaa316d8b96a73ab8840b706a4245567b25faf272618af12d9b6fab4b
berger-entry-4243,di-íl- -j-,"auch di-síl-, NH auch di-ċhíil- naß, eingeweicht werden ; 246; ; Qs. di-hil-, pl. x du-húlja-, y di-hílja-) buk disílimi ""seine Kehle wurde naß"", d.h. sein Durst wurde gestillt","also di-síl-, NH also di-ċhíil- wet, soaked ; 246; ; Qs. di-hil-, pl. x du-húlja-, y di-hílja-) buk disílimi ""his throat became wet"", i.e. his thirst was quenched",machine-translated-unreviewed,Argos Translate,de_en 1.3,22f41e0cee2f4b435ff789a74e8be2ae8eb9142305cfedea55666e6ac51ae018
berger:p212:c1:e005,asil-,oder d:sili-- NH auch,or d:sili-- NH also means,machine-translated-unreviewed,Argos Translate,de_en 1.3,15e89ae08c1f1cfc33da78ca4715457fff4bb2f90d037b394bba4f8bb640b71a
berger-entry-4245,d-ú-il-,s. du-úl,see you-ul,machine-translated-unreviewed,Argos Translate,de_en 1.3,5c4109d689d5334cd6be301dbf517aa8caf1be8f41175b17c8ba6ceda20932d0
berger-entry-4247,iláaj,"i hz.ng., Haid. iláåaći Heilung, Abhilfe","i hz.ng., Haid. iláåaći healing, remedy",machine-translated-unreviewed,Argos Translate,de_en 1.3,1247d48febd21961186f072eafd2df9d69c3d3d0596d7c10fbd0a456f7d6d17b
