Source_Key,PDF_Page,Printed_Page,Page_Line,Item,Gloss,Source_Code,List,Role,Existing_SSNP_Dialect,Source_Cell,Verified_Cell,Similarity_Groups,Expanded_Forms,Record_Type,Review_Method,Review_Status,Confidence,Status,Reason,Language_ID,Dialect_ID,Citation,Installed_Count,Entry_Keys
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,102,94,goat,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  bʌkɽi,1  bʌkɽi,1,bʌkɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,103,94,goat,UDH,Udhampur/J&K,new Indian target,,1  bʌkɽi,1  bʌkɽi,1,bʌkɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list UDH]",1,sileasterngujari2023:p057:i094:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,104,94,goat,JAM,Jammu/J&K,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list JAM]",1,sileasterngujari2023:p057:i094:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,105,94,goat,CHA,Chamba/H.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list CHA]",1,sileasterngujari2023:p057:i094:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,106,94,goat,RAM,Rampur/H.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list RAM]",1,sileasterngujari2023:p057:i094:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,107,94,goat,NAL,Nalagarh/H.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list NAL]",1,sileasterngujari2023:p057:i094:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,108,94,goat,DEH,Dehradun/U.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list DEH]",1,sileasterngujari2023:p057:i094:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,109,94,goat,KOT,Kotdwara/U.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list KOT]",1,sileasterngujari2023:p057:i094:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,110,94,goat,HAL,Haldwani/U.P.,new Indian target,,1  bʌkɾi,1  bʌkɾi,1,bʌkɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 94, list HAL]",1,sileasterngujari2023:p057:i094:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,114,95,dog,URD,Urdu,Urdu control,,1  kutːɑ,1  kutːɑ,1,kutːɑ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,115,95,dog,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  kʊto,1  kʊto,1,kʊto,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,116,95,dog,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,1  kotːɑ,1  kotːɑ,1,kotːɑ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,117,95,dog,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,1  kuto,1  kuto,1,kuto,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,118,95,dog,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  kuto,1  kuto,1,kuto,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,119,95,dog,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,1  kutːo,1  kutːo,1,kutːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,120,95,dog,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  kuto,1  kuto,1,kuto,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,121,95,dog,UDH,Udhampur/J&K,new Indian target,,1  kutːɑ,1  kutːɑ,1,kutːɑ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list UDH]",1,sileasterngujari2023:p057:i095:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,122,95,dog,JAM,Jammu/J&K,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list JAM]",1,sileasterngujari2023:p057:i095:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,123,95,dog,CHA,Chamba/H.P.,new Indian target,,1  kʊtːʌ,1  kʊtːʌ,1,kʊtːʌ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list CHA]",1,sileasterngujari2023:p057:i095:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,124,95,dog,RAM,Rampur/H.P.,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list RAM]",1,sileasterngujari2023:p057:i095:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,125,95,dog,NAL,Nalagarh/H.P.,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list NAL]",1,sileasterngujari2023:p057:i095:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,126,95,dog,DEH,Dehradun/U.P.,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list DEH]",1,sileasterngujari2023:p057:i095:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,127,95,dog,KOT,Kotdwara/U.P.,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list KOT]",1,sileasterngujari2023:p057:i095:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,128,95,dog,HAL,Haldwani/U.P.,new Indian target,,1  kʊtːo,1  kʊtːo,1,kʊtːo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 95, list HAL]",1,sileasterngujari2023:p057:i095:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,132,96,snake,URD,Urdu,Urdu control,,1  sɑ̃ːp,1  sɑ̃ːp,1,sɑ̃ːp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,133,96,snake,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,134,96,snake,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,1  sʌph,1  sʌph,1,sʌph,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,135,96,snake,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,1  sʌph,1  sʌph,1,sʌph,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,136,96,snake,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  sʌph,1  sʌph,1,sʌph,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,137,96,snake,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,1  sʌph,1  sʌph,1,sʌph,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,138,96,snake,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,139,96,snake,UDH,Udhampur/J&K,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list UDH]",1,sileasterngujari2023:p057:i096:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,140,96,snake,JAM,Jammu/J&K,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list JAM]",1,sileasterngujari2023:p057:i096:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,141,96,snake,CHA,Chamba/H.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list CHA]",1,sileasterngujari2023:p057:i096:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,142,96,snake,RAM,Rampur/H.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list RAM]",1,sileasterngujari2023:p057:i096:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,143,96,snake,NAL,Nalagarh/H.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list NAL]",1,sileasterngujari2023:p057:i096:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,144,96,snake,DEH,Dehradun/U.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list DEH]",1,sileasterngujari2023:p057:i096:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,145,96,snake,KOT,Kotdwara/U.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list KOT]",1,sileasterngujari2023:p057:i096:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,57,49,146,96,snake,HAL,Haldwani/U.P.,new Indian target,,1  sʌp,1  sʌp,1,sʌp,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 57, printed p. 49, item 96, list HAL]",1,sileasterngujari2023:p057:i096:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,24,97,monkey,URD,Urdu,Urdu control,,1  bʌndʌɾ,1  bʌndʌɾ,1,bʌndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,25,97,monkey,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,2  budʒʊno,2  budʒʊno,2,budʒʊno,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,26,97,monkey,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,2  bũdʒno,2  bũdʒno,2,bũdʒno,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,27,97,monkey,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,2  budʒɑnõ,2  budʒɑnõ,2,budʒɑnõ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,28,97,monkey,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,2  budʒno,2  budʒno,2,budʒno,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,29,97,monkey,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,2  budʒʌno,2  budʒʌno,2,budʒʌno,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,30,97,monkey,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  bɑndʌɾ / 2  budʒo,1  bɑndʌɾ / 2  budʒo,1 | 2,bɑndʌɾ | budʒo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,31,97,monkey,UDH,Udhampur/J&K,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list UDH]",1,sileasterngujari2023:p058:i097:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,32,97,monkey,JAM,Jammu/J&K,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list JAM]",1,sileasterngujari2023:p058:i097:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,33,97,monkey,CHA,Chamba/H.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list CHA]",1,sileasterngujari2023:p058:i097:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,34,97,monkey,RAM,Rampur/H.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list RAM]",1,sileasterngujari2023:p058:i097:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,35,97,monkey,NAL,Nalagarh/H.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list NAL]",1,sileasterngujari2023:p058:i097:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,36,97,monkey,DEH,Dehradun/U.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list DEH]",1,sileasterngujari2023:p058:i097:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,37,97,monkey,KOT,Kotdwara/U.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list KOT]",1,sileasterngujari2023:p058:i097:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,38,97,monkey,HAL,Haldwani/U.P.,new Indian target,,1  bɑndʌɾ,1  bɑndʌɾ,1,bɑndʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 97, list HAL]",1,sileasterngujari2023:p058:i097:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,58,50,42,98,mosquito,URD,Urdu,Urdu control,,1  mʌtʃhʌɾ,1  mʌtʃhʌɾ,1,mʌtʃhʌɾ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 58, printed p. 50, item 98, list URD]",0,
